"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","6.98","7","7837","4","5","9","10","10","6.93","7.03","0","10","7","7"
"1985","6.97","7","6433","4","5","9","10","10","6.91","7.03","0","10","7","7"
"1986","6.89","7","6387","4","5","8","10","10","6.84","6.94","0","10","7","7"
"1987","6.97","7","6361","4","5","8","10","10","6.92","7.02","0","10","7","7"
"1988","6.8","7","6113","4","5","8","10","10","6.75","6.85","0","10","7","7"
"1989","6.72","7","6064","4","5","8","10","10","6.67","6.77","0","10","7","7"
"1990","6.69","7","6391","4","5","8","10","10","6.64","6.74","0","10","7","7"
"1991","","","","","","","","","","","","","",""
"1992","","","","","","","","","","","","","",""
"1993","6.49","7","8622","4","5","8","9","10","6.45","6.53","0","10","7","7"
"1994","6.47","7","8634","4","5","8","9","10","6.43","6.51","0","10","7","7"
"1995","6.48","7","9131","4","5","8","9","10","6.44","6.52","0","10","7","7"
"1996","6.48","7","9006","4","5","8","9","10","6.44","6.52","0","10","7","7"
"1997","6.46","7","8938","4","5","8","9","10","6.42","6.5","0","10","7","7"
"1998","6.54","7","9947","4","5","8","9","10","6.5","6.58","0","10","7","7"
"1999","6.5","7","9746","4","5","8","9","10","6.46","6.54","0","10","7","7"
"2000","6.6","7","17388","4","5","8","9","10","6.57","6.63","0","10","7","7"
"2001","6.63","7","16074","4","5","8","9","10","6.6","6.66","0","10","7","7"
"2002","6.53","7","16635","4","5","8","9","10","6.5","6.56","0","10","7","7"
"2003","6.55","7","16501","4","5","8","9","10","6.52","6.58","0","10","7","7"
"2004","6.53","7","16229","4","5","8","9","10","6.5","6.56","0","10","7","7"
"2005","6.52","7","15664","4","5","8","9","10","6.49","6.55","0","10","7","7"
"2006","6.54","7","16822","4","5","8","9","10","6.51","6.57","0","10","7","7"
"2007","6.59","7","15853","4","5","8","9","10","6.56","6.62","0","10","7","7"
"2008","6.63","7","14908","4","5","8","9","10","6.6","6.66","0","10","7","7"
"2009","6.64","7","14107","4","5","8","9","10","6.61","6.67","0","10","7","7"
"2010","6.7","7","19650","4","5","8","9","10","6.67","6.73","0","10","7","7"
"2011","6.76","7","21502","4","5","8","9","10","6.73","6.79","0","10","7","7"
"2012","6.83","7","22170","4","5","8","9","10","6.8","6.86","0","10","7","7"
"2013","6.84","7","21495","4","5","8","9","10","6.81","6.87","0","10","7","7"
"2014","6.84","7","22637","4","5","8","9","10","6.81","6.87","0","10","7","7"
"2015","6.88","7","21044","5","6","8","9","10","6.85","6.91","0","10","7","7"
"2016","6.87","7","20640","4","6","8","9","10","6.84","6.9","0","10","7","7"
"2017","6.87","7","23204","5","6","8","9","10","6.85","6.89","0","10","7","7"
"2018","6.84","7","22590","4","5","8","9","10","6.82","6.86","0","10","7","7"
"2019","6.92","7","22716","5","6","8","9","10","6.9","6.94","0","10","7","7"
