"hgowner","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"5","1989","Thuringia","1-pers.-HH","","","",""
"5","1989","Thuringia","(Married) couple without C. ","","","",""
"5","1989","Thuringia","Single parent ","","","",""
"5","1989","Thuringia","Couple + C. LE 16 ","","","",""
"5","1989","Thuringia","Couple + C. GT 16 ","","","",""
"5","1989","Thuringia","Couple + C. LE and GT 16","","","",""
"1","1990","Schleswig-Holstein","1-pers.-HH","13","","",""
"1","1990","Schleswig-Holstein","(Married) couple without C. ","36","0.506089891750137","0.399173021626579","0.613006761873695"
"1","1990","Schleswig-Holstein","Single parent ","4","","",""
"1","1990","Schleswig-Holstein","Couple + C. LE 16 ","37","0.592248466938982","0.468928628409917","0.715568305468048"
"1","1990","Schleswig-Holstein","Couple + C. GT 16 ","42","0.924051502490228","0.846649977708627","1.00145302727183"
"1","1990","Schleswig-Holstein","Couple + C. LE and GT 16","15","","",""
"1","1990","Hamburg","1-pers.-HH","3","","",""
"1","1990","Hamburg","(Married) couple without C. ","10","","",""
"1","1990","Hamburg","Single parent ","4","","",""
"1","1990","Hamburg","Couple + C. LE 16 ","6","","",""
"1","1990","Hamburg","Couple + C. GT 16 ","3","","",""
"1","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"1","1990","Lower Saxony","1-pers.-HH","18","","",""
"1","1990","Lower Saxony","(Married) couple without C. ","130","0.507075357737316","0.449534595600721","0.564616119873911"
"1","1990","Lower Saxony","Single parent ","26","","",""
"1","1990","Lower Saxony","Couple + C. LE 16 ","81","0.54722578630654","0.47389512908716","0.620556443525921"
"1","1990","Lower Saxony","Couple + C. GT 16 ","180","0.811908329232961","0.76095974128569","0.862856917180231"
"1","1990","Lower Saxony","Couple + C. LE and GT 16","25","","",""
"1","1990","Bremen","1-pers.-HH","1","","",""
"1","1990","Bremen","(Married) couple without C. ","12","","",""
"1","1990","Bremen","Single parent ","2","","",""
"1","1990","Bremen","Couple + C. LE 16 ","4","","",""
"1","1990","Bremen","Couple + C. GT 16 ","9","","",""
"1","1990","Bremen","Couple + C. LE and GT 16","5","","",""
"1","1990","North Rhine-Westphalia","1-pers.-HH","51","0.175282412708854","0.129418835327817","0.221145990089891"
"1","1990","North Rhine-Westphalia","(Married) couple without C. ","187","0.308284339764431","0.271578443118102","0.34499023641076"
"1","1990","North Rhine-Westphalia","Single parent ","47","0.43590390210824","0.348270946099836","0.523536858116644"
"1","1990","North Rhine-Westphalia","Couple + C. LE 16 ","201","0.416280124591552","0.375989013198802","0.456571235984302"
"1","1990","North Rhine-Westphalia","Couple + C. GT 16 ","315","0.642275698303824","0.602716862112005","0.681834534495642"
"1","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","101","0.494882144494151","0.43600381777447","0.553760471213832"
"1","1990","Hesse","1-pers.-HH","20","","",""
"1","1990","Hesse","(Married) couple without C. ","98","0.517149411699918","0.453796943369309","0.580501880030527"
"1","1990","Hesse","Single parent ","20","","",""
"1","1990","Hesse","Couple + C. LE 16 ","54","0.33747660032749","0.276234116885282","0.398719083769699"
"1","1990","Hesse","Couple + C. GT 16 ","115","0.710479931227799","0.650136018274489","0.770823844181108"
"1","1990","Hesse","Couple + C. LE and GT 16","21","","",""
"1","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","22","","",""
"1","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","89","0.562107369355562","0.48752827794852","0.636686460762603"
"1","1990","Rhineland-Palatinate,Saarland","Single parent ","25","","",""
"1","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","61","0.531227517552397","0.446735237747887","0.615719797356907"
"1","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","93","0.697577159020293","0.62503488742449","0.770119430616097"
"1","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","26","","",""
"1","1990","Baden-Württemberg","1-pers.-HH","46","0.323142799295592","0.248300309009142","0.397985289582041"
"1","1990","Baden-Württemberg","(Married) couple without C. ","181","0.561737564741417","0.51097437350422","0.612500755978615"
"1","1990","Baden-Württemberg","Single parent ","20","","",""
"1","1990","Baden-Württemberg","Couple + C. LE 16 ","161","0.472354670004917","0.42591792586874","0.518791414141095"
"1","1990","Baden-Württemberg","Couple + C. GT 16 ","245","0.72286094925195","0.681087047528633","0.764634850975267"
"1","1990","Baden-Württemberg","Couple + C. LE and GT 16","81","0.659965299683967","0.592783199308059","0.727147400059875"
"1","1990","Bavaria","1-pers.-HH","51","0.265592538241205","0.203604590183972","0.327580486298439"
"1","1990","Bavaria","(Married) couple without C. ","164","0.515017826684872","0.464965678388359","0.565069974981385"
"1","1990","Bavaria","Single parent ","36","0.435055845126033","0.327091378054481","0.543020312197585"
"1","1990","Bavaria","Couple + C. LE 16 ","165","0.574122649566586","0.52231919992408","0.625926099209091"
"1","1990","Bavaria","Couple + C. GT 16 ","212","0.706751396225105","0.659057216609242","0.754445575840968"
"1","1990","Bavaria","Couple + C. LE and GT 16","67","0.613500526406421","0.533967269331885","0.693033783480956"
"1","1990","Berlin","1-pers.-HH","5","","",""
"1","1990","Berlin","(Married) couple without C. ","13","","",""
"1","1990","Berlin","Single parent ","","","",""
"1","1990","Berlin","Couple + C. LE 16 ","8","","",""
"1","1990","Berlin","Couple + C. GT 16 ","6","","",""
"1","1990","Berlin","Couple + C. LE and GT 16","6","","",""
"1","1990","Brandenburg","1-pers.-HH","11","","",""
"1","1990","Brandenburg","(Married) couple without C. ","59","0.408975299277839","0.330558163997716","0.487392434557963"
"1","1990","Brandenburg","Single parent ","14","","",""
"1","1990","Brandenburg","Couple + C. LE 16 ","76","0.274315401506976","0.218447276303614","0.330183526710339"
"1","1990","Brandenburg","Couple + C. GT 16 ","70","0.498314590206083","0.417761024298557","0.578868156113609"
"1","1990","Brandenburg","Couple + C. LE and GT 16","20","","",""
"1","1990","Mecklenburg-Western Pomerania","1-pers.-HH","2","","",""
"1","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","26","","",""
"1","1990","Mecklenburg-Western Pomerania","Single parent ","4","","",""
"1","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","50","0.2608020222781","0.193397326769416","0.328206717786785"
"1","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","35","0.248767999832941","0.176379078670588","0.321156920995293"
"1","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","",""
"1","1990","Saxony","1-pers.-HH","13","","",""
"1","1990","Saxony","(Married) couple without C. ","67","0.209671110595833","0.16527754211101","0.254064679080655"
"1","1990","Saxony","Single parent ","5","","",""
"1","1990","Saxony","Couple + C. LE 16 ","94","0.202835336894027","0.165474730733107","0.240195943054947"
"1","1990","Saxony","Couple + C. GT 16 ","78","0.363677615556576","0.298768790272425","0.428586440840727"
"1","1990","Saxony","Couple + C. LE and GT 16","29","","",""
"1","1990","Saxony-Anhalt","1-pers.-HH","10","","",""
"1","1990","Saxony-Anhalt","(Married) couple without C. ","60","0.367540183218187","0.292833925384292","0.442246441052083"
"1","1990","Saxony-Anhalt","Single parent ","12","","",""
"1","1990","Saxony-Anhalt","Couple + C. LE 16 ","88","0.325909144434043","0.270207100697991","0.381611188170095"
"1","1990","Saxony-Anhalt","Couple + C. GT 16 ","83","0.5359784073789","0.458945215172342","0.613011599585458"
"1","1990","Saxony-Anhalt","Couple + C. LE and GT 16","19","","",""
"1","1990","Thuringia","1-pers.-HH","6","","",""
"1","1990","Thuringia","(Married) couple without C. ","68","0.412941914111611","0.336888244561121","0.488995583662101"
"1","1990","Thuringia","Single parent ","4","","",""
"1","1990","Thuringia","Couple + C. LE 16 ","100","0.368850622079395","0.308679106046406","0.429022138112384"
"1","1990","Thuringia","Couple + C. GT 16 ","81","0.559970605786068","0.477744914627985","0.642196296944151"
"1","1990","Thuringia","Couple + C. LE and GT 16","36","0.708220142002008","0.585836901739331","0.830603382264685"
"2","1990","Schleswig-Holstein","1-pers.-HH","22","","",""
"2","1990","Schleswig-Holstein","(Married) couple without C. ","45","0.472853493445678","0.366086401131705","0.579620585759652"
"2","1990","Schleswig-Holstein","Single parent ","9","","",""
"2","1990","Schleswig-Holstein","Couple + C. LE 16 ","24","","",""
"2","1990","Schleswig-Holstein","Couple + C. GT 16 ","3","","",""
"2","1990","Schleswig-Holstein","Couple + C. LE and GT 16","15","","",""
"2","1990","Hamburg","1-pers.-HH","44","0.907062756007701","0.827377758143519","0.986747753871883"
"2","1990","Hamburg","(Married) couple without C. ","36","0.759561710797376","0.636065815836517","0.883057605758235"
"2","1990","Hamburg","Single parent ","8","","",""
"2","1990","Hamburg","Couple + C. LE 16 ","30","0.886942241828274","0.786259705582453","0.987624778074095"
"2","1990","Hamburg","Couple + C. GT 16 ","14","","",""
"2","1990","Hamburg","Couple + C. LE and GT 16","3","","",""
"2","1990","Lower Saxony","1-pers.-HH","85","0.775090285560634","0.695979361719299","0.854201209401968"
"2","1990","Lower Saxony","(Married) couple without C. ","144","0.436236118988011","0.379159462216869","0.493312775759154"
"2","1990","Lower Saxony","Single parent ","20","","",""
"2","1990","Lower Saxony","Couple + C. LE 16 ","92","0.433852341915434","0.360839830278399","0.506864853552468"
"2","1990","Lower Saxony","Couple + C. GT 16 ","43","0.184334114656518","0.133780422505389","0.234887806807647"
"2","1990","Lower Saxony","Couple + C. LE and GT 16","43","0.424832785072721","0.30734310846063","0.542322461684813"
"2","1990","Bremen","1-pers.-HH","18","","",""
"2","1990","Bremen","(Married) couple without C. ","26","","",""
"2","1990","Bremen","Single parent ","4","","",""
"2","1990","Bremen","Couple + C. LE 16 ","15","","",""
"2","1990","Bremen","Couple + C. GT 16 ","3","","",""
"2","1990","Bremen","Couple + C. LE and GT 16","1","","",""
"2","1990","North Rhine-Westphalia","1-pers.-HH","199","0.770058793817759","0.71929939467732","0.820818192958199"
"2","1990","North Rhine-Westphalia","(Married) couple without C. ","411","0.675793033008318","0.638586917662796","0.71299914835384"
"2","1990","North Rhine-Westphalia","Single parent ","75","0.559241495955679","0.471501910153215","0.646981081758143"
"2","1990","North Rhine-Westphalia","Couple + C. LE 16 ","362","0.56336547351724","0.522826913363441","0.603904033671039"
"2","1990","North Rhine-Westphalia","Couple + C. GT 16 ","249","0.357724301696176","0.318165465504357","0.397283137887995"
"2","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","176","0.505117855505849","0.446239528786168","0.56399618222553"
"2","1990","Hesse","1-pers.-HH","65","0.708823268738454","0.61599045939741","0.801656078079499"
"2","1990","Hesse","(Married) couple without C. ","137","0.474437116510881","0.411130250741259","0.537743982280503"
"2","1990","Hesse","Single parent ","27","","",""
"2","1990","Hesse","Couple + C. LE 16 ","170","0.640705325601576","0.578563371366763","0.702847279836388"
"2","1990","Hesse","Couple + C. GT 16 ","102","0.289520068772201","0.229176155818892","0.349863981725511"
"2","1990","Hesse","Couple + C. LE and GT 16","70","0.599223290668953","0.498536389457111","0.699910191880795"
"2","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","34","0.580016724137392","0.45188787667728","0.708145571597504"
"2","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","77","0.419842767815839","0.345653715444491","0.494031820187188"
"2","1990","Rhineland-Palatinate,Saarland","Single parent ","12","","",""
"2","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","71","0.457687894579911","0.373334016387911","0.542041772771911"
"2","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","58","0.276115185544618","0.205504958198923","0.346725412890313"
"2","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","23","","",""
"2","1990","Baden-Württemberg","1-pers.-HH","86","0.541484367631365","0.461745053362005","0.621223681900726"
"2","1990","Baden-Württemberg","(Married) couple without C. ","183","0.427987909275427","0.377366595365594","0.478609223185259"
"2","1990","Baden-Württemberg","Single parent ","55","0.643637604936327","0.536665789084337","0.750609420788316"
"2","1990","Baden-Württemberg","Couple + C. LE 16 ","268","0.481513691919412","0.435037603151532","0.527989780687291"
"2","1990","Baden-Württemberg","Couple + C. GT 16 ","196","0.27713905074805","0.235365149024733","0.318912952471367"
"2","1990","Baden-Württemberg","Couple + C. LE and GT 16","107","0.334154535213046","0.267259819824124","0.401049250601969"
"2","1990","Bavaria","1-pers.-HH","127","0.664702176834452","0.598440914881613","0.730963438787292"
"2","1990","Bavaria","(Married) couple without C. ","205","0.465311888771138","0.415357799875732","0.515265977666544"
"2","1990","Bavaria","Single parent ","40","0.432161034155229","0.324281023627055","0.540041044683403"
"2","1990","Bavaria","Couple + C. LE 16 ","183","0.421747620823798","0.370010875595987","0.473484366051609"
"2","1990","Bavaria","Couple + C. GT 16 ","138","0.293248603774895","0.245554424159032","0.340942783390759"
"2","1990","Bavaria","Couple + C. LE and GT 16","73","0.372855323630786","0.293874639885747","0.451836007375826"
"2","1990","Berlin","1-pers.-HH","98","0.915563363865108","0.86288092561141","0.968245802118806"
"2","1990","Berlin","(Married) couple without C. ","130","0.857815641708883","0.801550408279741","0.914080875138025"
"2","1990","Berlin","Single parent ","36","1","1","1"
"2","1990","Berlin","Couple + C. LE 16 ","166","0.933524967204065","0.896510993179325","0.970538941228805"
"2","1990","Berlin","Couple + C. GT 16 ","55","0.800532341182628","0.704848990375537","0.896215691989718"
"2","1990","Berlin","Couple + C. LE and GT 16","55","0.930095219846303","0.866106957485728","0.994083482206879"
"2","1990","Brandenburg","1-pers.-HH","38","0.811524660906116","0.703121682073324","0.919927639738909"
"2","1990","Brandenburg","(Married) couple without C. ","90","0.583862542636251","0.505242490203029","0.662482595069472"
"2","1990","Brandenburg","Single parent ","17","","",""
"2","1990","Brandenburg","Couple + C. LE 16 ","159","0.693201087529086","0.635455131684646","0.750947043373525"
"2","1990","Brandenburg","Couple + C. GT 16 ","78","0.501685409793917","0.421131843886391","0.582238975701443"
"2","1990","Brandenburg","Couple + C. LE and GT 16","47","0.763661329684702","0.661936145883328","0.865386513486076"
"2","1990","Mecklenburg-Western Pomerania","1-pers.-HH","26","","",""
"2","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","72","0.741379378124549","0.655557123879351","0.827201632369747"
"2","1990","Mecklenburg-Western Pomerania","Single parent ","12","","",""
"2","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","107","0.689745854951682","0.618729621476637","0.760762088426726"
"2","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","99","0.733696148699063","0.659678608066343","0.807713689331782"
"2","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","15","","",""
"2","1990","Saxony","1-pers.-HH","84","0.830978670970755","0.757524952598652","0.904432389342858"
"2","1990","Saxony","(Married) couple without C. ","240","0.744276186829888","0.696698921297523","0.791853452362253"
"2","1990","Saxony","Single parent ","49","0.856699896160911","0.764931807319915","0.948467985001908"
"2","1990","Saxony","Couple + C. LE 16 ","323","0.729054120055707","0.687759902115057","0.770348337996357"
"2","1990","Saxony","Couple + C. GT 16 ","126","0.609404217594962","0.543574291741963","0.675234143447961"
"2","1990","Saxony","Couple + C. LE and GT 16","52","0.620589652694314","0.514917043202178","0.72626226218645"
"2","1990","Saxony-Anhalt","1-pers.-HH","59","0.81795327968184","0.728194984480268","0.907711574883411"
"2","1990","Saxony-Anhalt","(Married) couple without C. ","90","0.551784588090173","0.474726846677811","0.628842329502535"
"2","1990","Saxony-Anhalt","Single parent ","28","","",""
"2","1990","Saxony-Anhalt","Couple + C. LE 16 ","178","0.651047466976032","0.594403567502686","0.707691366449378"
"2","1990","Saxony-Anhalt","Couple + C. GT 16 ","72","0.418542345321432","0.342340778551607","0.494743912091256"
"2","1990","Saxony-Anhalt","Couple + C. LE and GT 16","35","0.637858509579443","0.509668986934242","0.766048032224644"
"2","1990","Thuringia","1-pers.-HH","40","0.83202248898222","0.72626269994681","0.93778227801763"
"2","1990","Thuringia","(Married) couple without C. ","81","0.5065914531192","0.429364763965694","0.583818142272706"
"2","1990","Thuringia","Single parent ","23","","",""
"2","1990","Thuringia","Couple + C. LE 16 ","129","0.549915741535829","0.487872482551549","0.611959000520109"
"2","1990","Thuringia","Couple + C. GT 16 ","54","0.430471026115996","0.348452124788119","0.512489927443873"
"2","1990","Thuringia","Couple + C. LE and GT 16","17","","",""
"3","1990","Schleswig-Holstein","1-pers.-HH","1","","",""
"3","1990","Schleswig-Holstein","(Married) couple without C. ","3","","",""
"3","1990","Schleswig-Holstein","Single parent ","","","",""
"3","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"3","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"3","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"3","1990","Hamburg","1-pers.-HH","4","","",""
"3","1990","Hamburg","(Married) couple without C. ","","","",""
"3","1990","Hamburg","Single parent ","","","",""
"3","1990","Hamburg","Couple + C. LE 16 ","2","","",""
"3","1990","Hamburg","Couple + C. GT 16 ","","","",""
"3","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"3","1990","Lower Saxony","1-pers.-HH","4","","",""
"3","1990","Lower Saxony","(Married) couple without C. ","14","","",""
"3","1990","Lower Saxony","Single parent ","1","","",""
"3","1990","Lower Saxony","Couple + C. LE 16 ","4","","",""
"3","1990","Lower Saxony","Couple + C. GT 16 ","3","","",""
"3","1990","Lower Saxony","Couple + C. LE and GT 16","","","",""
"3","1990","Bremen","1-pers.-HH","","","",""
"3","1990","Bremen","(Married) couple without C. ","","","",""
"3","1990","Bremen","Single parent ","","","",""
"3","1990","Bremen","Couple + C. LE 16 ","","","",""
"3","1990","Bremen","Couple + C. GT 16 ","","","",""
"3","1990","Bremen","Couple + C. LE and GT 16","3","","",""
"3","1990","North Rhine-Westphalia","1-pers.-HH","14","","",""
"3","1990","North Rhine-Westphalia","(Married) couple without C. ","10","","",""
"3","1990","North Rhine-Westphalia","Single parent ","1","","",""
"3","1990","North Rhine-Westphalia","Couple + C. LE 16 ","12","","",""
"3","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"3","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"3","1990","Hesse","1-pers.-HH","7","","",""
"3","1990","Hesse","(Married) couple without C. ","4","","",""
"3","1990","Hesse","Single parent ","","","",""
"3","1990","Hesse","Couple + C. LE 16 ","3","","",""
"3","1990","Hesse","Couple + C. GT 16 ","","","",""
"3","1990","Hesse","Couple + C. LE and GT 16","","","",""
"3","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","",""
"3","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","",""
"3","1990","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"3","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","",""
"3","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","3","","",""
"3","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"3","1990","Baden-Württemberg","1-pers.-HH","17","","",""
"3","1990","Baden-Württemberg","(Married) couple without C. ","3","","",""
"3","1990","Baden-Württemberg","Single parent ","2","","",""
"3","1990","Baden-Württemberg","Couple + C. LE 16 ","15","","",""
"3","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"3","1990","Baden-Württemberg","Couple + C. LE and GT 16","3","","",""
"3","1990","Bavaria","1-pers.-HH","17","","",""
"3","1990","Bavaria","(Married) couple without C. ","14","","",""
"3","1990","Bavaria","Single parent ","5","","",""
"3","1990","Bavaria","Couple + C. LE 16 ","2","","",""
"3","1990","Bavaria","Couple + C. GT 16 ","","","",""
"3","1990","Bavaria","Couple + C. LE and GT 16","4","","",""
"3","1990","Berlin","1-pers.-HH","4","","",""
"3","1990","Berlin","(Married) couple without C. ","5","","",""
"3","1990","Berlin","Single parent ","","","",""
"3","1990","Berlin","Couple + C. LE 16 ","","","",""
"3","1990","Berlin","Couple + C. GT 16 ","6","","",""
"3","1990","Berlin","Couple + C. LE and GT 16","","","",""
"3","1990","Brandenburg","1-pers.-HH","1","","",""
"3","1990","Brandenburg","(Married) couple without C. ","2","","",""
"3","1990","Brandenburg","Single parent ","","","",""
"3","1990","Brandenburg","Couple + C. LE 16 ","10","","",""
"3","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"3","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"3","1990","Mecklenburg-Western Pomerania","1-pers.-HH","1","","",""
"3","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","2","","",""
"3","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"3","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","6","","",""
"3","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"3","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"3","1990","Saxony","1-pers.-HH","3","","",""
"3","1990","Saxony","(Married) couple without C. ","16","","",""
"3","1990","Saxony","Single parent ","1","","",""
"3","1990","Saxony","Couple + C. LE 16 ","28","","",""
"3","1990","Saxony","Couple + C. GT 16 ","7","","",""
"3","1990","Saxony","Couple + C. LE and GT 16","","","",""
"3","1990","Saxony-Anhalt","1-pers.-HH","2","","",""
"3","1990","Saxony-Anhalt","(Married) couple without C. ","10","","",""
"3","1990","Saxony-Anhalt","Single parent ","2","","",""
"3","1990","Saxony-Anhalt","Couple + C. LE 16 ","6","","",""
"3","1990","Saxony-Anhalt","Couple + C. GT 16 ","6","","",""
"3","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"3","1990","Thuringia","1-pers.-HH","2","","",""
"3","1990","Thuringia","(Married) couple without C. ","10","","",""
"3","1990","Thuringia","Single parent ","4","","",""
"3","1990","Thuringia","Couple + C. LE 16 ","18","","",""
"3","1990","Thuringia","Couple + C. GT 16 ","5","","",""
"3","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"4","1990","Schleswig-Holstein","1-pers.-HH","","","",""
"4","1990","Schleswig-Holstein","(Married) couple without C. ","","","",""
"4","1990","Schleswig-Holstein","Single parent ","","","",""
"4","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"4","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"4","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"4","1990","Hamburg","1-pers.-HH","","","",""
"4","1990","Hamburg","(Married) couple without C. ","","","",""
"4","1990","Hamburg","Single parent ","","","",""
"4","1990","Hamburg","Couple + C. LE 16 ","","","",""
"4","1990","Hamburg","Couple + C. GT 16 ","","","",""
"4","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"4","1990","Lower Saxony","1-pers.-HH","","","",""
"4","1990","Lower Saxony","(Married) couple without C. ","2","","",""
"4","1990","Lower Saxony","Single parent ","","","",""
"4","1990","Lower Saxony","Couple + C. LE 16 ","","","",""
"4","1990","Lower Saxony","Couple + C. GT 16 ","","","",""
"4","1990","Lower Saxony","Couple + C. LE and GT 16","","","",""
"4","1990","Bremen","1-pers.-HH","","","",""
"4","1990","Bremen","(Married) couple without C. ","","","",""
"4","1990","Bremen","Single parent ","","","",""
"4","1990","Bremen","Couple + C. LE 16 ","","","",""
"4","1990","Bremen","Couple + C. GT 16 ","","","",""
"4","1990","Bremen","Couple + C. LE and GT 16","","","",""
"4","1990","North Rhine-Westphalia","1-pers.-HH","","","",""
"4","1990","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"4","1990","North Rhine-Westphalia","Single parent ","","","",""
"4","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"4","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"4","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"4","1990","Hesse","1-pers.-HH","","","",""
"4","1990","Hesse","(Married) couple without C. ","","","",""
"4","1990","Hesse","Single parent ","","","",""
"4","1990","Hesse","Couple + C. LE 16 ","2","","",""
"4","1990","Hesse","Couple + C. GT 16 ","","","",""
"4","1990","Hesse","Couple + C. LE and GT 16","","","",""
"4","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"4","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"4","1990","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"4","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"4","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"4","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"4","1990","Baden-Württemberg","1-pers.-HH","1","","",""
"4","1990","Baden-Württemberg","(Married) couple without C. ","","","",""
"4","1990","Baden-Württemberg","Single parent ","","","",""
"4","1990","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"4","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"4","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"4","1990","Bavaria","1-pers.-HH","","","",""
"4","1990","Bavaria","(Married) couple without C. ","","","",""
"4","1990","Bavaria","Single parent ","","","",""
"4","1990","Bavaria","Couple + C. LE 16 ","","","",""
"4","1990","Bavaria","Couple + C. GT 16 ","","","",""
"4","1990","Bavaria","Couple + C. LE and GT 16","","","",""
"4","1990","Berlin","1-pers.-HH","","","",""
"4","1990","Berlin","(Married) couple without C. ","","","",""
"4","1990","Berlin","Single parent ","","","",""
"4","1990","Berlin","Couple + C. LE 16 ","","","",""
"4","1990","Berlin","Couple + C. GT 16 ","","","",""
"4","1990","Berlin","Couple + C. LE and GT 16","","","",""
"4","1990","Brandenburg","1-pers.-HH","","","",""
"4","1990","Brandenburg","(Married) couple without C. ","","","",""
"4","1990","Brandenburg","Single parent ","","","",""
"4","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"4","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"4","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"4","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"4","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"4","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"4","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"4","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","3","","",""
"4","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"4","1990","Saxony","1-pers.-HH","","","",""
"4","1990","Saxony","(Married) couple without C. ","","","",""
"4","1990","Saxony","Single parent ","1","","",""
"4","1990","Saxony","Couple + C. LE 16 ","","","",""
"4","1990","Saxony","Couple + C. GT 16 ","","","",""
"4","1990","Saxony","Couple + C. LE and GT 16","","","",""
"4","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"4","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"4","1990","Saxony-Anhalt","Single parent ","","","",""
"4","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"4","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"4","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"4","1990","Thuringia","1-pers.-HH","","","",""
"4","1990","Thuringia","(Married) couple without C. ","2","","",""
"4","1990","Thuringia","Single parent ","","","",""
"4","1990","Thuringia","Couple + C. LE 16 ","","","",""
"4","1990","Thuringia","Couple + C. GT 16 ","","","",""
"4","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"5","1990","Schleswig-Holstein","1-pers.-HH","","","",""
"5","1990","Schleswig-Holstein","(Married) couple without C. ","","","",""
"5","1990","Schleswig-Holstein","Single parent ","","","",""
"5","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"5","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"5","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"5","1990","Hamburg","1-pers.-HH","","","",""
