"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1993","Not Working","vocational + Abi","40","0.48369874975012","0.382133372140123","0.585264127360118"
"1","1993","Not Working","higher vocational","90","0.452743502073538","0.37878381869303","0.526703185454045"
"1","1993","Not Working","higher education","130","0.437002518624718","0.383076096553268","0.490928940696168"
"2","1993","Full Time","in school","4","","",""
"2","1993","Full Time","inadequately","188","0.762998421321421","0.708513340250204","0.817483502392639"
"2","1993","Full Time","general elemantary","627","0.608883988489392","0.577212334328706","0.640555642650079"
"2","1993","Full Time","middle vocational","1961","0.544135499151338","0.527297702827769","0.560973295474908"
"2","1993","Full Time","vocational + Abi","127","0.618094481216864","0.550420629416053","0.685768333017675"
"2","1993","Full Time","higher vocational","221","0.468309691827468","0.42235869523749","0.514260688417446"
"2","1993","Full Time","higher education","611","0.540934430209338","0.510307935891221","0.571560924527455"
"2","1993","Part Time","in school","7","","",""
"2","1993","Part Time","inadequately","70","0.673606343415411","0.576733783739241","0.770478903091581"
"2","1993","Part Time","general elemantary","341","0.565504257974739","0.52388823813117","0.607120277818307"
"2","1993","Part Time","middle vocational","650","0.477237630651863","0.449581459461381","0.504893801842346"
"2","1993","Part Time","vocational + Abi","60","0.627525948524831","0.530814846892147","0.724237050157516"
"2","1993","Part Time","higher vocational","56","0.407423500785329","0.31951057819663","0.495336423374029"
"2","1993","Part Time","higher education","172","0.532608293212631","0.475865027129731","0.589351559295531"
"2","1993","Not Working","in school","93","0.446879507070992","0.37147540897958","0.522283605162405"
"2","1993","Not Working","inadequately","248","0.796634780741685","0.750309606284494","0.842959955198877"
"2","1993","Not Working","general elemantary","674","0.509126586318835","0.481413127747479","0.53684004489019"
"2","1993","Not Working","middle vocational","1133","0.522124696567639","0.500663374982318","0.543586018152961"
"2","1993","Not Working","vocational + Abi","50","0.503365155835504","0.401748058624387","0.604982253046621"
"2","1993","Not Working","higher vocational","80","0.507797068333209","0.433513858860245","0.582080277806173"
"2","1993","Not Working","higher education","188","0.545838321663738","0.491707618949336","0.59996902437814"
"3","1993","Full Time","in school","","","",""
"3","1993","Full Time","inadequately","10","","",""
"3","1993","Full Time","general elemantary","38","0.052546917966254","0.0380657646185038","0.0670280713140042"
"3","1993","Full Time","middle vocational","95","0.0272554808526184","0.0217506984660494","0.0327602632391874"
"3","1993","Full Time","vocational + Abi","7","","",""
"3","1993","Full Time","higher vocational","8","","",""
"3","1993","Full Time","higher education","13","","",""
"3","1993","Part Time","in school","","","",""
"3","1993","Part Time","inadequately","3","","",""
"3","1993","Part Time","general elemantary","21","","",""
"3","1993","Part Time","middle vocational","40","0.0294576470373497","0.0200954273313956","0.0388198667433037"
"3","1993","Part Time","vocational + Abi","4","","",""
"3","1993","Part Time","higher vocational","2","","",""
"3","1993","Part Time","higher education","6","","",""
"3","1993","Not Working","in school","1","","",""
"3","1993","Not Working","inadequately","10","","",""
"3","1993","Not Working","general elemantary","33","0.0389511535308111","0.0282254453368379","0.0496768617247843"
"3","1993","Not Working","middle vocational","38","0.0215380010699628","0.0153008433005017","0.0277751588394239"
"3","1993","Not Working","vocational + Abi","3","","",""
"3","1993","Not Working","higher vocational","4","","",""
"3","1993","Not Working","higher education","7","","",""
"4","1993","Full Time","in school","","","",""
"4","1993","Full Time","inadequately","","","",""
"4","1993","Full Time","general elemantary","","","",""
"4","1993","Full Time","middle vocational","","","",""
"4","1993","Full Time","vocational + Abi","","","",""
"4","1993","Full Time","higher vocational","","","",""
"4","1993","Full Time","higher education","","","",""
"4","1993","Part Time","in school","","","",""
"4","1993","Part Time","inadequately","","","",""
"4","1993","Part Time","general elemantary","","","",""
"4","1993","Part Time","middle vocational","","","",""
"4","1993","Part Time","vocational + Abi","","","",""
"4","1993","Part Time","higher vocational","","","",""
"4","1993","Part Time","higher education","","","",""
"4","1993","Not Working","in school","","","",""
"4","1993","Not Working","inadequately","","","",""
"4","1993","Not Working","general elemantary","","","",""
"4","1993","Not Working","middle vocational","","","",""
"4","1993","Not Working","vocational + Abi","","","",""
"4","1993","Not Working","higher vocational","","","",""
"4","1993","Not Working","higher education","","","",""
"5","1993","Full Time","in school","","","",""
"5","1993","Full Time","inadequately","","","",""
"5","1993","Full Time","general elemantary","","","",""
"5","1993","Full Time","middle vocational","","","",""
"5","1993","Full Time","vocational + Abi","","","",""
"5","1993","Full Time","higher vocational","","","",""
"5","1993","Full Time","higher education","","","",""
"5","1993","Part Time","in school","","","",""
"5","1993","Part Time","inadequately","","","",""
"5","1993","Part Time","general elemantary","","","",""
"5","1993","Part Time","middle vocational","","","",""
"5","1993","Part Time","vocational + Abi","","","",""
"5","1993","Part Time","higher vocational","","","",""
"5","1993","Part Time","higher education","","","",""
"5","1993","Not Working","in school","","","",""
"5","1993","Not Working","inadequately","","","",""
"5","1993","Not Working","general elemantary","","","",""
"5","1993","Not Working","middle vocational","","","",""
"5","1993","Not Working","vocational + Abi","","","",""
"5","1993","Not Working","higher vocational","","","",""
"5","1993","Not Working","higher education","","","",""
"1","1994","Full Time","in school","2","","",""
"1","1994","Full Time","inadequately","34","0.182246479605801","0.129400500870017","0.235092458341585"
"1","1994","Full Time","general elemantary","217","0.314428816807342","0.282415559993181","0.346442073621504"
"1","1994","Full Time","middle vocational","1275","0.435070597207924","0.417933606594453","0.452207587821395"
"1","1994","Full Time","vocational + Abi","69","0.341991708824232","0.276735243872882","0.407248173775582"
"1","1994","Full Time","higher vocational","210","0.518570265987542","0.471288933712724","0.56585159826236"
"1","1994","Full Time","higher education","417","0.44863872664228","0.41819115455607","0.47908629872849"
"1","1994","Part Time","in school","5","","",""
"1","1994","Part Time","inadequately","16","","",""
"1","1994","Part Time","general elemantary","161","0.372482353176151","0.329977774119036","0.414986932233267"
"1","1994","Part Time","middle vocational","540","0.486059997639642","0.457828364695686","0.514291630583599"
"1","1994","Part Time","vocational + Abi","26","","",""
"1","1994","Part Time","higher vocational","68","0.595313987699314","0.510283387134966","0.680344588263662"
"1","1994","Part Time","higher education","119","0.444983821284854","0.387287171902071","0.502680470667637"
"1","1994","Not Working","in school","98","0.561614935278263","0.496490666694925","0.626739203861602"
"1","1994","Not Working","inadequately","23","","",""
"1","1994","Not Working","general elemantary","514","0.426150537831311","0.398287021951698","0.454014053710925"
"1","1994","Not Working","middle vocational","970","0.464606600056507","0.443646292329509","0.485566907783504"
"1","1994","Not Working","vocational + Abi","44","0.466077513984393","0.371995979022902","0.560159048945883"
"1","1994","Not Working","higher vocational","106","0.518638388510522","0.449563829953345","0.587712947067698"
"1","1994","Not Working","higher education","146","0.466793407938584","0.414149435191375","0.519437380685794"
"2","1994","Full Time","in school","3","","",""
"2","1994","Full Time","inadequately","164","0.776670130550819","0.719658577978104","0.833681683123534"
"2","1994","Full Time","general elemantary","568","0.653024104154795","0.620202736837127","0.685845471472463"
"2","1994","Full Time","middle vocational","1845","0.533134132892601","0.515888787048094","0.550379478737109"
"2","1994","Full Time","vocational + Abi","131","0.637053606352623","0.570906735524125","0.703200477181121"
"2","1994","Full Time","higher vocational","211","0.467148195367291","0.419936455759745","0.514359934974837"
"2","1994","Full Time","higher education","590","0.529717474674056","0.499162091863424","0.560272857484687"
"2","1994","Part Time","in school","7","","",""
"2","1994","Part Time","inadequately","81","0.767606162844571","0.684408328135034","0.850803997554107"
"2","1994","Part Time","general elemantary","319","0.592810530905807","0.549616262717538","0.636004799094077"
"2","1994","Part Time","middle vocational","624","0.486618634824697","0.458386139439847","0.514851130209548"
"2","1994","Part Time","vocational + Abi","52","0.66727391154982","0.565288825932391","0.769258997167248"
"2","1994","Part Time","higher vocational","59","0.402897233808915","0.317927395742385","0.487867071875445"
"2","1994","Part Time","higher education","157","0.514843103729442","0.456819564534765","0.572866642924118"
"2","1994","Not Working","in school","123","0.42849081479217","0.363540983815272","0.493440645769069"
"2","1994","Not Working","inadequately","223","0.862322805195218","0.820032196023548","0.904613414366888"
"2","1994","Not Working","general elemantary","663","0.53054782817337","0.502427955317794","0.558667701028946"
"2","1994","Not Working","middle vocational","1157","0.508488863343055","0.487478872434793","0.529498854251317"
"2","1994","Not Working","vocational + Abi","62","0.488082186895322","0.393810166853569","0.582354206937074"
"2","1994","Not Working","higher vocational","93","0.472703068397277","0.403683554685692","0.541722582108863"
"2","1994","Not Working","higher education","195","0.520270548083083","0.467553467043725","0.57298762912244"
"3","1994","Full Time","in school","","","",""
"3","1994","Full Time","inadequately","7","","",""
"3","1994","Full Time","general elemantary","23","","",""
"3","1994","Full Time","middle vocational","95","0.0317952698994748","0.0257303864355447","0.0378601533634049"
"3","1994","Full Time","vocational + Abi","3","","",""
"3","1994","Full Time","higher vocational","8","","",""
"3","1994","Full Time","higher education","18","","",""
"3","1994","Part Time","in school","","","",""
"3","1994","Part Time","inadequately","2","","",""
"3","1994","Part Time","general elemantary","17","","",""
"3","1994","Part Time","middle vocational","40","0.0273213675356601","0.0181132521631972","0.0365294829081231"
"3","1994","Part Time","vocational + Abi","4","","",""
"3","1994","Part Time","higher vocational","1","","",""
"3","1994","Part Time","higher education","9","","",""
"3","1994","Not Working","in school","2","","",""
"3","1994","Not Working","inadequately","9","","",""
"3","1994","Not Working","general elemantary","33","0.0433016339953184","0.0318334391140002","0.0547698288766365"
"3","1994","Not Working","middle vocational","48","0.0269045366004381","0.0201045361351667","0.0337045370657095"
"3","1994","Not Working","vocational + Abi","2","","",""
"3","1994","Not Working","higher vocational","2","","",""
"3","1994","Not Working","higher education","4","","",""
"4","1994","Full Time","in school","","","",""
"4","1994","Full Time","inadequately","","","",""
"4","1994","Full Time","general elemantary","","","",""
"4","1994","Full Time","middle vocational","","","",""
"4","1994","Full Time","vocational + Abi","","","",""
"4","1994","Full Time","higher vocational","","","",""
"4","1994","Full Time","higher education","","","",""
"4","1994","Part Time","in school","","","",""
"4","1994","Part Time","inadequately","","","",""
"4","1994","Part Time","general elemantary","","","",""
"4","1994","Part Time","middle vocational","","","",""
"4","1994","Part Time","vocational + Abi","","","",""
"4","1994","Part Time","higher vocational","","","",""
"4","1994","Part Time","higher education","","","",""
"4","1994","Not Working","in school","","","",""
"4","1994","Not Working","inadequately","","","",""
"4","1994","Not Working","general elemantary","","","",""
"4","1994","Not Working","middle vocational","","","",""
"4","1994","Not Working","vocational + Abi","","","",""
"4","1994","Not Working","higher vocational","","","",""
"4","1994","Not Working","higher education","","","",""
"5","1994","Full Time","in school","","","",""
"5","1994","Full Time","inadequately","","","",""
"5","1994","Full Time","general elemantary","","","",""
"5","1994","Full Time","middle vocational","","","",""
"5","1994","Full Time","vocational + Abi","","","",""
"5","1994","Full Time","higher vocational","","","",""
"5","1994","Full Time","higher education","","","",""
"5","1994","Part Time","in school","","","",""
"5","1994","Part Time","inadequately","","","",""
"5","1994","Part Time","general elemantary","","","",""
"5","1994","Part Time","middle vocational","","","",""
"5","1994","Part Time","vocational + Abi","","","",""
"5","1994","Part Time","higher vocational","","","",""
"5","1994","Part Time","higher education","","","",""
"5","1994","Not Working","in school","","","",""
"5","1994","Not Working","inadequately","","","",""
"5","1994","Not Working","general elemantary","","","",""
"5","1994","Not Working","middle vocational","","","",""
"5","1994","Not Working","vocational + Abi","","","",""
"5","1994","Not Working","higher vocational","","","",""
"5","1994","Not Working","higher education","","","",""
"1","1995","Full Time","in school","2","","",""
"1","1995","Full Time","inadequately","28","","",""
"1","1995","Full Time","general elemantary","210","0.335113407617514","0.301465591424969","0.368761223810058"
"1","1995","Full Time","middle vocational","1243","0.448301949631798","0.430871034483426","0.46573286478017"
"1","1995","Full Time","vocational + Abi","76","0.291346392507072","0.233860100870669","0.348832684143475"
"1","1995","Full Time","higher vocational","219","0.519734774839704","0.473263127824458","0.566206421854949"
"1","1995","Full Time","higher education","449","0.468343195846721","0.438416397283836","0.498269994409607"
"1","1995","Part Time","in school","4","","",""
"1","1995","Part Time","inadequately","18","","",""
"1","1995","Part Time","general elemantary","175","0.390785535779268","0.348439052818973","0.433132018739563"
"1","1995","Part Time","middle vocational","562","0.451145121796274","0.424795480673159","0.47749476291939"
"1","1995","Part Time","vocational + Abi","37","0.317386078865211","0.230005211869203","0.40476694586122"
"1","1995","Part Time","higher vocational","73","0.651400134985179","0.56948503903775","0.733315230932608"
"1","1995","Part Time","higher education","133","0.444832451056294","0.39088765466412","0.498777247448468"
"1","1995","Not Working","in school","118","0.492416789220438","0.433542150274386","0.551291428166489"
"1","1995","Not Working","inadequately","26","","",""
"1","1995","Not Working","general elemantary","486","0.411918504481708","0.384633910679377","0.439203098284038"
"1","1995","Not Working","middle vocational","972","0.477442830220948","0.456849742719761","0.498035917722136"
"1","1995","Not Working","vocational + Abi","43","0.42755443439714","0.342511307489427","0.512597561304854"
"1","1995","Not Working","higher vocational","99","0.577583371297444","0.507533192013515","0.647633550581372"
"1","1995","Not Working","higher education","144","0.428460956279115","0.377970012777463","0.478951899780767"
"2","1995","Full Time","in school","4","","",""
"2","1995","Full Time","inadequately","138","0.745879376973912","0.681375870777552","0.810382883170273"
"2","1995","Full Time","general elemantary","522","0.596065727337228","0.56108815844379","0.631043296230667"
"2","1995","Full Time","middle vocational","1786","0.520498480660192","0.502988370543089","0.538008590777295"
"2","1995","Full Time","vocational + Abi","157","0.653272649056917","0.593060551199382","0.713484746914452"
"2","1995","Full Time","higher vocational","211","0.448123313372374","0.401866426686515","0.494380200058234"
"2","1995","Full Time","higher education","597","0.510517881876822","0.480537555297462","0.540498208456183"
"2","1995","Part Time","in school","","","",""
"2","1995","Part Time","inadequately","81","0.738207369366346","0.652472932247078","0.823941806485613"
"2","1995","Part Time","general elemantary","326","0.584115997964078","0.541340146727197","0.626891849200958"
"2","1995","Part Time","middle vocational","768","0.516656842595559","0.490195206808706","0.543118478382411"
"2","1995","Part Time","vocational + Abi","67","0.63461356362548","0.544214126165145","0.725013001085816"
"2","1995","Part Time","higher vocational","57","0.348599865014821","0.266684769067392","0.43051496096225"
"2","1995","Part Time","higher education","182","0.525104398003742","0.47089667156311","0.579312124444374"
"2","1995","Not Working","in school","156","0.490521866980936","0.431651035858583","0.54939269810329"
"2","1995","Not Working","inadequately","222","0.816149845249966","0.76906530130849","0.863234389191442"
"2","1995","Not Working","general elemantary","730","0.551381148480426","0.523809813108129","0.578952483852723"
"2","1995","Not Working","middle vocational","1225","0.489342910183388","0.468733517005249","0.509952303361528"
"2","1995","Not Working","vocational + Abi","82","0.508317802487604","0.422379589861188","0.594256015114021"
"2","1995","Not Working","higher vocational","86","0.392568124589102","0.3233152646721","0.461820984506105"
"2","1995","Not Working","higher education","217","0.540584560470841","0.489737070420421","0.59143205052126"
"3","1995","Full Time","in school","","","",""
"3","1995","Full Time","inadequately","9","","",""
"3","1995","Full Time","general elemantary","24","","",""
"3","1995","Full Time","middle vocational","98","0.0311995697080104","0.0251059462544124","0.0372931931616083"
"3","1995","Full Time","vocational + Abi","7","","",""
"3","1995","Full Time","higher vocational","14","","",""
"3","1995","Full Time","higher education","22","","",""
"3","1995","Part Time","in school","","","",""
"3","1995","Part Time","inadequately","2","","",""
"3","1995","Part Time","general elemantary","9","","",""
"3","1995","Part Time","middle vocational","40","0.0321980356081674","0.0228505297661825","0.0415455414501523"
"3","1995","Part Time","vocational + Abi","5","","",""
"3","1995","Part Time","higher vocational","","","",""
"3","1995","Part Time","higher education","11","","",""
"3","1995","Not Working","in school","3","","",""
"3","1995","Not Working","inadequately","12","","",""
"3","1995","Not Working","general elemantary","34","0.0367003470378665","0.0262769598138278","0.0471237342619052"
"3","1995","Not Working","middle vocational","63","0.0332142595956637","0.0258263550192263","0.040602164172101"
"3","1995","Not Working","vocational + Abi","5","","",""
"3","1995","Not Working","higher vocational","6","","",""
"3","1995","Not Working","higher education","8","","",""
"4","1995","Full Time","in school","","","",""
"4","1995","Full Time","inadequately","","","",""
"4","1995","Full Time","general elemantary","","","",""
"4","1995","Full Time","middle vocational","","","",""
"4","1995","Full Time","vocational + Abi","","","",""
"4","1995","Full Time","higher vocational","","","",""
"4","1995","Full Time","higher education","","","",""
"4","1995","Part Time","in school","","","",""
"4","1995","Part Time","inadequately","","","",""
"4","1995","Part Time","general elemantary","","","",""
"4","1995","Part Time","middle vocational","","","",""
"4","1995","Part Time","vocational + Abi","","","",""
"4","1995","Part Time","higher vocational","","","",""
"4","1995","Part Time","higher education","","","",""
"4","1995","Not Working","in school","","","",""
"4","1995","Not Working","inadequately","","","",""
"4","1995","Not Working","general elemantary","","","",""
"4","1995","Not Working","middle vocational","","","",""
"4","1995","Not Working","vocational + Abi","","","",""
"4","1995","Not Working","higher vocational","","","",""
"4","1995","Not Working","higher education","","","",""
"5","1995","Full Time","in school","","","",""
"5","1995","Full Time","inadequately","","","",""
"5","1995","Full Time","general elemantary","","","",""
"5","1995","Full Time","middle vocational","","","",""
"5","1995","Full Time","vocational + Abi","","","",""
"5","1995","Full Time","higher vocational","","","",""
"5","1995","Full Time","higher education","","","",""
"5","1995","Part Time","in school","","","",""
"5","1995","Part Time","inadequately","","","",""
"5","1995","Part Time","general elemantary","","","",""
"5","1995","Part Time","middle vocational","","","",""
"5","1995","Part Time","vocational + Abi","","","",""
"5","1995","Part Time","higher vocational","","","",""
"5","1995","Part Time","higher education","","","",""
"5","1995","Not Working","in school","","","",""
"5","1995","Not Working","inadequately","","","",""
"5","1995","Not Working","general elemantary","","","",""
"5","1995","Not Working","middle vocational","","","",""
"5","1995","Not Working","vocational + Abi","","","",""
"5","1995","Not Working","higher vocational","","","",""
"5","1995","Not Working","higher education","","","",""
"1","1996","Full Time","in school","4","","",""
"1","1996","Full Time","inadequately","28","","",""
"1","1996","Full Time","general elemantary","207","0.356783125798128","0.320961063063768","0.392605188532489"
"1","1996","Full Time","middle vocational","1221","0.440633474470923","0.423031621211727","0.458235327730119"
"1","1996","Full Time","vocational + Abi","80","0.317645591190093","0.259935135498422","0.375356046881764"
"1","1996","Full Time","higher vocational","225","0.537060941424524","0.490785096383329","0.583336786465718"
"1","1996","Full Time","higher education","471","0.451407856244511","0.421770244034228","0.481045468454794"
"1","1996","Part Time","in school","5","","",""
"1","1996","Part Time","inadequately","17","","",""
"1","1996","Part Time","general elemantary","167","0.385199400062203","0.343492569377556","0.426906230746851"
"1","1996","Part Time","middle vocational","590","0.456757853497825","0.430646207740499","0.48286949925515"
"1","1996","Part Time","vocational + Abi","46","0.41228858760081","0.3198788875024","0.504698287699221"
"1","1996","Part Time","higher vocational","74","0.543090125908919","0.461157826386095","0.625022425431744"
"1","1996","Part Time","higher education","148","0.458849823987436","0.405329324115659","0.512370323859212"
"1","1996","Not Working","in school","128","0.540431347081227","0.481742757665313","0.599119936497141"
"1","1996","Not Working","inadequately","22","","",""
"1","1996","Not Working","general elemantary","478","0.424627471700018","0.39664944343904","0.452605499960996"
"1","1996","Not Working","middle vocational","956","0.475828419789453","0.45492628234361","0.496730557235295"
"1","1996","Not Working","vocational + Abi","39","0.416339700650485","0.327771341285984","0.504908060014986"
"1","1996","Not Working","higher vocational","98","0.584810616305643","0.513222136353498","0.656399096257788"
"1","1996","Not Working","higher education","146","0.466057358424766","0.414092057386143","0.518022659463388"
"2","1996","Full Time","in school","2","","",""
"2","1996","Full Time","inadequately","105","0.706245781120943","0.629695176295477","0.782796385946409"
"2","1996","Full Time","general elemantary","451","0.603444510858847","0.566864790933216","0.640024230784478"
"2","1996","Full Time","middle vocational","1720","0.518505793920055","0.500790687905616","0.536220899934495"
"2","1996","Full Time","vocational + Abi","163","0.643917597664364","0.584561069666337","0.70327412566239"
"2","1996","Full Time","higher vocational","213","0.439050414247663","0.392992976570122","0.485107851925203"
"2","1996","Full Time","higher education","591","0.529943310611763","0.500218185671544","0.559668435551982"
"2","1996","Part Time","in school","6","","",""
"2","1996","Part Time","inadequately","94","0.740641976562868","0.659832391944947","0.821451561180789"
"2","1996","Part Time","general elemantary","337","0.580427918638775","0.538134315612041","0.622721521665509"
"2","1996","Part Time","middle vocational","766","0.507597882399406","0.48139106020691","0.533804704591902"
"2","1996","Part Time","vocational + Abi","59","0.54501110989852","0.45152697448596","0.63849524531108"
"2","1996","Part Time","higher vocational","63","0.438112221954705","0.356506352542653","0.519718091366757"
"2","1996","Part Time","higher education","177","0.523534479486032","0.469891318897457","0.577177640074606"
"2","1996","Not Working","in school","145","0.443768554136367","0.385260690908369","0.502276417364365"
"2","1996","Not Working","inadequately","212","0.83305629325312","0.786548919560543","0.879563666945697"
"2","1996","Not Working","general elemantary","684","0.533919373198885","0.505683133182382","0.562155613215387"
"2","1996","Not Working","middle vocational","1189","0.502766899839563","0.481840615131246","0.523693184547879"
"2","1996","Not Working","vocational + Abi","80","0.583660299349515","0.495091939985014","0.672228658714016"
"2","1996","Not Working","higher vocational","78","0.38553749013571","0.314825444667573","0.456249535603846"
"2","1996","Not Working","higher education","202","0.507684785948108","0.455605482983665","0.559764088912551"
"3","1996","Full Time","in school","","","",""
"3","1996","Full Time","inadequately","3","","",""
"3","1996","Full Time","general elemantary","29","","",""
"3","1996","Full Time","middle vocational","115","0.0408607316090216","0.0338418919518927","0.0478795712661505"
"3","1996","Full Time","vocational + Abi","7","","",""
"3","1996","Full Time","higher vocational","8","","",""
"3","1996","Full Time","higher education","21","","",""
"3","1996","Part Time","in school","","","",""
"3","1996","Part Time","inadequately","2","","",""
"3","1996","Part Time","general elemantary","19","","",""
"3","1996","Part Time","middle vocational","42","0.0356442641027697","0.0259255688168119","0.0453629593887274"
"3","1996","Part Time","vocational + Abi","4","","",""
"3","1996","Part Time","higher vocational","5","","",""
"3","1996","Part Time","higher education","8","","",""
"3","1996","Not Working","in school","4","","",""
"3","1996","Not Working","inadequately","13","","",""
"3","1996","Not Working","general elemantary","37","0.0414531551010978","0.0301701712600979","0.0527361389420977"
"3","1996","Not Working","middle vocational","48","0.0214046803709847","0.0153473018135432","0.0274620589284263"
"3","1996","Not Working","vocational + Abi","","","",""
"3","1996","Not Working","higher vocational","6","","",""
"3","1996","Not Working","higher education","6","","",""
"4","1996","Full Time","in school","","","",""
"4","1996","Full Time","inadequately","","","",""
"4","1996","Full Time","general elemantary","","","",""
"4","1996","Full Time","middle vocational","","","",""
"4","1996","Full Time","vocational + Abi","","","",""
"4","1996","Full Time","higher vocational","","","",""
"4","1996","Full Time","higher education","","","",""
"4","1996","Part Time","in school","","","",""
"4","1996","Part Time","inadequately","","","",""
"4","1996","Part Time","general elemantary","","","",""
"4","1996","Part Time","middle vocational","","","",""
"4","1996","Part Time","vocational + Abi","","","",""
"4","1996","Part Time","higher vocational","","","",""
"4","1996","Part Time","higher education","","","",""
"4","1996","Not Working","in school","","","",""
"4","1996","Not Working","inadequately","","","",""
"4","1996","Not Working","general elemantary","","","",""
"4","1996","Not Working","middle vocational","","","",""
"4","1996","Not Working","vocational + Abi","","","",""
"4","1996","Not Working","higher vocational","","","",""
"4","1996","Not Working","higher education","","","",""
"5","1996","Full Time","in school","","","",""
"5","1996","Full Time","inadequately","","","",""
"5","1996","Full Time","general elemantary","","","",""
"5","1996","Full Time","middle vocational","","","",""
"5","1996","Full Time","vocational + Abi","","","",""
"5","1996","Full Time","higher vocational","","","",""
"5","1996","Full Time","higher education","","","",""
"5","1996","Part Time","in school","","","",""
"5","1996","Part Time","inadequately","","","",""
"5","1996","Part Time","general elemantary","","","",""
"5","1996","Part Time","middle vocational","","","",""
"5","1996","Part Time","vocational + Abi","","","",""
"5","1996","Part Time","higher vocational","","","",""
"5","1996","Part Time","higher education","","","",""
"5","1996","Not Working","in school","","","",""
"5","1996","Not Working","inadequately","","","",""
"5","1996","Not Working","general elemantary","","","",""
"5","1996","Not Working","middle vocational","","","",""
"5","1996","Not Working","vocational + Abi","","","",""
"5","1996","Not Working","higher vocational","","","",""
"5","1996","Not Working","higher education","","","",""
"1","1997","Full Time","in school","2","","",""
"1","1997","Full Time","inadequately","18","","",""
"1","1997","Full Time","general elemantary","214","0.356261422209652","0.320451045532508","0.392071798886796"
"1","1997","Full Time","middle vocational","1234","0.456094796246219","0.437989120401444","0.474200472090994"
"1","1997","Full Time","vocational + Abi","84","0.332808145911428","0.273803339435925","0.39181295238693"
"1","1997","Full Time","higher vocational","226","0.522728811554172","0.476216592914595","0.569241030193749"
"1","1997","Full Time","higher education","500","0.487535650530271","0.458024080679057","0.517047220381485"
"1","1997","Part Time","in school","4","","",""
"1","1997","Part Time","inadequately","20","","",""
"1","1997","Part Time","general elemantary","149","0.392677386187853","0.347805940227386","0.437548832148321"
"1","1997","Part Time","middle vocational","587","0.446970306978018","0.420710309357441","0.473230304598595"
"1","1997","Part Time","vocational + Abi","39","0.362664461099949","0.267478780189251","0.457850142010646"
"1","1997","Part Time","higher vocational","81","0.63455024359326","0.554495414104309","0.714605073082211"
"1","1997","Part Time","higher education","149","0.486291338865757","0.430563068691815","0.5420196090397"
"1","1997","Not Working","in school","143","0.54390659246121","0.48773280866854","0.600080376253881"
"1","1997","Not Working","inadequately","26","","",""
"1","1997","Not Working","general elemantary","503","0.435378170919344","0.407418839542768","0.463337502295919"
"1","1997","Not Working","middle vocational","984","0.475706664278487","0.454988189433623","0.496425139123351"
"1","1997","Not Working","vocational + Abi","45","0.447706922732211","0.356824294997292","0.53858955046713"
"1","1997","Not Working","higher vocational","94","0.526812019603062","0.454075336389354","0.599548702816769"
"1","1997","Not Working","higher education","144","0.441524627649332","0.390512095809665","0.492537159488999"
"2","1997","Full Time","in school","1","","",""
"2","1997","Full Time","inadequately","100","0.704246120926021","0.62326279066779","0.785229451184253"
"2","1997","Full Time","general elemantary","448","0.604571234603287","0.568009432660179","0.641133036546395"
"2","1997","Full Time","middle vocational","1579","0.509030171912699","0.490857250869314","0.527203092956084"
"2","1997","Full Time","vocational + Abi","155","0.621325812467656","0.56058821651349","0.682063408421822"
"2","1997","Full Time","higher vocational","204","0.443870001488","0.397603966029975","0.490136036946025"
"2","1997","Full Time","higher education","581","0.49972035749884","0.470199618153136","0.529241096844544"
"2","1997","Part Time","in school","7","","",""
"2","1997","Part Time","inadequately","75","0.675965956165932","0.583305851694584","0.76862606063728"
"2","1997","Part Time","general elemantary","293","0.581490666136876","0.536162688713758","0.626818643559995"
"2","1997","Part Time","middle vocational","744","0.517728424903659","0.491336081187601","0.544120768619718"
"2","1997","Part Time","vocational + Abi","58","0.635530859467469","0.540243837019476","0.730817881915461"
"2","1997","Part Time","higher vocational","56","0.355781467778142","0.276193217106793","0.43536971844949"
"2","1997","Part Time","higher education","152","0.485814365723342","0.430087579595009","0.541541151851676"
"2","1997","Not Working","in school","154","0.446549819105177","0.390481331019395","0.502618307190959"
"2","1997","Not Working","inadequately","216","0.854466891899143","0.810578388387756","0.898355395410529"
"2","1997","Not Working","general elemantary","674","0.528224312079975","0.50007345672707","0.556375167432879"
"2","1997","Not Working","middle vocational","1202","0.496203606058041","0.475461231074592","0.51694598104149"
"2","1997","Not Working","vocational + Abi","65","0.527196984427959","0.435948481382468","0.618445487473451"
"2","1997","Not Working","higher vocational","80","0.40834878630695","0.336741483117969","0.479956089495932"
"2","1997","Not Working","higher education","219","0.557148392664195","0.506119992474803","0.608176792853587"
"3","1997","Full Time","in school","","","",""
"3","1997","Full Time","inadequately","4","","",""
"3","1997","Full Time","general elemantary","25","","",""
"3","1997","Full Time","middle vocational","94","0.0348750318410819","0.0282058177807428","0.041544245901421"
"3","1997","Full Time","vocational + Abi","6","","",""
"3","1997","Full Time","higher vocational","13","","",""
"3","1997","Full Time","higher education","21","","",""
"3","1997","Part Time","in school","","","",""
"3","1997","Part Time","inadequately","3","","",""
"3","1997","Part Time","general elemantary","13","","",""
"3","1997","Part Time","middle vocational","46","0.0353012681183222","0.0255542420391187","0.0450482941975257"
"3","1997","Part Time","vocational + Abi","1","","",""
"3","1997","Part Time","higher vocational","2","","",""
"3","1997","Part Time","higher education","8","","",""
