"hgowner","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","2003","general elemantary","East Germany","11","","","","3"
"Subtenant","2003","middle vocational","West Germany","125","0.0198496797878858","0.016858090669605","0.0228412689061666","3"
"Subtenant","2003","middle vocational","East Germany","81","0.0255297908018273","0.0197145202653448","0.0313450613383099","3"
"Subtenant","2003","vocational + Abi","West Germany","27","","","","3"
"Subtenant","2003","vocational + Abi","East Germany","7","","","","3"
"Subtenant","2003","higher vocational","West Germany","12","","","","3"
"Subtenant","2003","higher vocational","East Germany","7","","","","3"
"Subtenant","2003","higher education","West Germany","32","0.0144575453685425","0.0102371633747778","0.0186779273623071","3"
"Subtenant","2003","higher education","East Germany","16","","","","3"
"Tenant","2003","higher education","West Germany","","","","","4"
"Tenant","2003","higher education","East Germany","","","","","4"
"Tenant","2003","general elemantary","West Germany","","","","","4"
"Tenant","2003","general elemantary","East Germany","","","","","4"
"Tenant","2003","middle vocational","West Germany","1","","","","4"
"Tenant","2003","middle vocational","East Germany","","","","","4"
"Tenant","2003","vocational + Abi","West Germany","","","","","4"
"Tenant","2003","vocational + Abi","East Germany","","","","","4"
"Tenant","2003","higher vocational","West Germany","","","","","4"
"Tenant","2003","higher vocational","East Germany","","","","","4"
"Tenant","2003","in school","East Germany","","","","","4"
"Tenant","2003","inadequately","West Germany","","","","","4"
"Tenant","2003","inadequately","East Germany","","","","","4"
"Tenant","2003","in school","West Germany","","","","","4"
"Main tenant","2004","in school","West Germany","144","0.383051421299396","0.339287931808286","0.426814910790505","2"
"Main tenant","2004","in school","East Germany","58","0.435132700699584","0.359485964169382","0.510779437229785","2"
"Main tenant","2004","inadequately","West Germany","184","0.779364486276511","0.726681834417611","0.832047138135412","2"
"Main tenant","2004","inadequately","East Germany","13","","","","2"
"Main tenant","2004","general elemantary","West Germany","1172","0.556775992352146","0.53613942783807","0.577412556866223","2"
"Main tenant","2004","general elemantary","East Germany","229","0.672688080280948","0.625259301176591","0.720116859385305","2"
"Main tenant","2004","middle vocational","West Germany","3480","0.473102286145849","0.462217936560631","0.483986635731067","2"
"Main tenant","2004","middle vocational","East Germany","1452","0.597326131942447","0.579039230291687","0.615613033593207","2"
"Main tenant","2004","vocational + Abi","West Germany","483","0.546295980128972","0.515637989697566","0.576953970560378","2"
"Main tenant","2004","vocational + Abi","East Germany","85","0.638130272375372","0.562234334652657","0.714026210098088","2"
"Main tenant","2004","higher vocational","West Germany","434","0.401142173793958","0.373537218634519","0.428747128953396","2"
"Main tenant","2004","higher vocational","East Germany","198","0.498492084097775","0.451613401135222","0.545370767060327","2"
"Main tenant","2004","higher education","West Germany","1016","0.449335773305964","0.43162425849567","0.467047288116257","2"
"Main tenant","2004","higher education","East Germany","587","0.56860400352173","0.541482326620543","0.595725680422918","2"
"Owner","2004","in school","West Germany","328","0.605590938743333","0.561594041888652","0.649587835598014","1"
"Owner","2004","in school","East Germany","106","0.561285729212362","0.48556949605412","0.637001962370605","1"
"Owner","2004","inadequately","West Germany","51","0.206901350599747","0.155437191563918","0.258365509635575","1"
"Owner","2004","inadequately","East Germany","5","","","","1"
"Owner","2004","general elemantary","West Germany","996","0.406460707573229","0.386056509407055","0.426864905739402","1"
"Owner","2004","general elemantary","East Germany","136","0.282953295875079","0.237424593869008","0.32848199788115","1"
"Owner","2004","middle vocational","West Germany","4458","0.501760399229061","0.490860333566066","0.512660464892055","1"
"Owner","2004","middle vocational","East Germany","1236","0.373565712403986","0.3555281057191","0.391603319088871","1"
"Owner","2004","vocational + Abi","West Germany","517","0.438592797629585","0.408035629332283","0.469149965926887","1"
"Owner","2004","vocational + Abi","East Germany","60","0.280993327871344","0.210002507527629","0.351984148215058","1"
"Owner","2004","higher vocational","West Germany","760","0.579772994041636","0.551972853599602","0.60757313448367","1"
"Owner","2004","higher vocational","East Germany","232","0.483936898779348","0.437082200561658","0.530791596997038","1"
"Owner","2004","higher education","West Germany","1983","0.535227712759963","0.517468807714596","0.552986617805329","1"
"Owner","2004","higher education","East Germany","671","0.408663718663052","0.381743794606189","0.435583642719916","1"
"Resident or shared accommodation","2004","in school","West Germany","","","","","5"
"Resident or shared accommodation","2004","in school","East Germany","","","","","5"
"Resident or shared accommodation","2004","inadequately","West Germany","","","","","5"
"Resident or shared accommodation","2004","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2004","general elemantary","West Germany","10","","","","5"
"Resident or shared accommodation","2004","general elemantary","East Germany","2","","","","5"
"Resident or shared accommodation","2004","middle vocational","West Germany","14","","","","5"
"Resident or shared accommodation","2004","middle vocational","East Germany","5","","","","5"
"Resident or shared accommodation","2004","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","2004","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2004","higher vocational","West Germany","2","","","","5"
"Resident or shared accommodation","2004","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2004","higher education","West Germany","3","","","","5"
"Resident or shared accommodation","2004","higher education","East Germany","1","","","","5"
"Subtenant","2004","higher vocational","West Germany","15","","","","3"
"Subtenant","2004","higher vocational","East Germany","7","","","","3"
"Subtenant","2004","higher education","West Germany","28","","","","3"
"Subtenant","2004","higher education","East Germany","22","","","","3"
"Subtenant","2004","in school","West Germany","2","","","","3"
"Subtenant","2004","in school","East Germany","1","","","","3"
"Subtenant","2004","inadequately","West Germany","3","","","","3"
"Subtenant","2004","inadequately","East Germany","","","","","3"
"Subtenant","2004","general elemantary","West Germany","48","0.02857604329848","0.0216546908733518","0.0354973957236083","3"
"Subtenant","2004","general elemantary","East Germany","9","","","","3"
"Subtenant","2004","middle vocational","West Germany","128","0.0219422657228426","0.0187486343750622","0.025135897070623","3"
"Subtenant","2004","middle vocational","East Germany","70","0.0248442628069675","0.0190405261797338","0.0306479994342011","3"
"Subtenant","2004","vocational + Abi","West Germany","13","","","","3"
"Subtenant","2004","vocational + Abi","East Germany","9","","","","3"
"Tenant","2004","in school","West Germany","","","","","4"
"Tenant","2004","in school","East Germany","","","","","4"
"Tenant","2004","inadequately","West Germany","","","","","4"
"Tenant","2004","inadequately","East Germany","","","","","4"
"Tenant","2004","general elemantary","West Germany","","","","","4"
"Tenant","2004","general elemantary","East Germany","","","","","4"
"Tenant","2004","middle vocational","West Germany","3","","","","4"
"Tenant","2004","middle vocational","East Germany","","","","","4"
"Tenant","2004","vocational + Abi","West Germany","","","","","4"
"Tenant","2004","vocational + Abi","East Germany","","","","","4"
"Tenant","2004","higher vocational","West Germany","","","","","4"
"Tenant","2004","higher vocational","East Germany","","","","","4"
"Tenant","2004","higher education","West Germany","","","","","4"
"Tenant","2004","higher education","East Germany","","","","","4"
"Main tenant","2005","general elemantary","East Germany","201","0.678818144150414","0.629403775189717","0.72823251311111","2"
"Main tenant","2005","middle vocational","West Germany","3313","0.481975478976795","0.470790813735922","0.493160144217667","2"
"Main tenant","2005","middle vocational","East Germany","1349","0.591009628190414","0.572255367534931","0.609763888845896","2"
"Main tenant","2005","vocational + Abi","West Germany","469","0.538640939001531","0.507350259831397","0.569931618171665","2"
"Main tenant","2005","vocational + Abi","East Germany","85","0.628217663768081","0.553797601078467","0.702637726457696","2"
"Main tenant","2005","higher vocational","West Germany","408","0.414493055046747","0.385971024760083","0.443015085333411","2"
"Main tenant","2005","higher vocational","East Germany","190","0.515919946424988","0.468239356620358","0.563600536229618","2"
"Main tenant","2005","higher education","West Germany","1001","0.465825179566382","0.447738403083398","0.483911956049365","2"
"Main tenant","2005","higher education","East Germany","576","0.582658653247256","0.555409025276221","0.609908281218291","2"
"Main tenant","2005","in school","West Germany","176","0.45649826078837","0.413011920946062","0.499984600630679","2"
"Main tenant","2005","in school","East Germany","61","0.55633490048416","0.476022018674113","0.636647782294207","2"
"Main tenant","2005","inadequately","West Germany","177","0.778267565136644","0.724346340620048","0.832188789653239","2"
"Main tenant","2005","inadequately","East Germany","14","","","","2"
"Main tenant","2005","general elemantary","West Germany","1075","0.557848812454233","0.536469580739746","0.579228044168721","2"
"Owner","2005","in school","West Germany","321","0.51571168136078","0.472081370831282","0.559341991890277","1"
"Owner","2005","in school","East Germany","84","0.440983275792134","0.360720738678653","0.521245812905615","1"
"Owner","2005","inadequately","West Germany","44","0.166642041138616","0.118270630863908","0.215013451413323","1"
"Owner","2005","inadequately","East Germany","4","","","","1"
"Owner","2005","general elemantary","West Germany","927","0.399755407900371","0.378668653404399","0.420842162396344","1"
"Owner","2005","general elemantary","East Germany","124","0.27839660851486","0.230963423868834","0.325829793160887","1"
"Owner","2005","middle vocational","West Germany","4211","0.491423483289622","0.480233190138739","0.502613776440505","1"
"Owner","2005","middle vocational","East Germany","1231","0.378214030792554","0.359715578046156","0.396712483538953","1"
"Owner","2005","vocational + Abi","West Germany","486","0.433274529135694","0.402170709230313","0.464378349041074","1"
"Owner","2005","vocational + Abi","East Germany","69","0.287223455132428","0.217548413821295","0.356898496443561","1"
"Owner","2005","higher vocational","West Germany","719","0.561909706183272","0.533183990029046","0.590635422337498","1"
"Owner","2005","higher vocational","East Germany","229","0.476195028831906","0.428544348889944","0.523845708773869","1"
"Owner","2005","higher education","West Germany","1880","0.514498565465855","0.496377016033785","0.532620114897925","1"
"Owner","2005","higher education","East Germany","661","0.395877821674204","0.368853752353707","0.4229018909947","1"
"Resident or shared accommodation","2005","in school","West Germany","","","","","5"
"Resident or shared accommodation","2005","in school","East Germany","","","","","5"
"Resident or shared accommodation","2005","inadequately","West Germany","","","","","5"
"Resident or shared accommodation","2005","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2005","general elemantary","West Germany","11","","","","5"
"Resident or shared accommodation","2005","general elemantary","East Germany","2","","","","5"
"Resident or shared accommodation","2005","middle vocational","West Germany","9","","","","5"
"Resident or shared accommodation","2005","middle vocational","East Germany","7","","","","5"
"Resident or shared accommodation","2005","vocational + Abi","West Germany","1","","","","5"
"Resident or shared accommodation","2005","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2005","higher vocational","West Germany","3","","","","5"
"Resident or shared accommodation","2005","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2005","higher education","West Germany","3","","","","5"
"Resident or shared accommodation","2005","higher education","East Germany","1","","","","5"
"Subtenant","2005","general elemantary","East Germany","16","","","","3"
"Subtenant","2005","middle vocational","West Germany","134","0.0248639756459761","0.0213785706797125","0.0283493806122397","3"
"Subtenant","2005","middle vocational","East Germany","53","0.0248704929263616","0.0189300411707842","0.030810944681939","3"
"Subtenant","2005","higher vocational","East Germany","3","","","","3"
"Subtenant","2005","higher education","West Germany","38","0.0171185852846749","0.0124153957352083","0.0218217748341414","3"
"Subtenant","2005","higher education","East Germany","18","","","","3"
"Subtenant","2005","vocational + Abi","West Germany","19","","","","3"
"Subtenant","2005","vocational + Abi","East Germany","8","","","","3"
"Subtenant","2005","higher vocational","West Germany","16","","","","3"
"Subtenant","2005","in school","West Germany","7","","","","3"
"Subtenant","2005","in school","East Germany","2","","","","3"
"Subtenant","2005","inadequately","West Germany","7","","","","3"
"Subtenant","2005","inadequately","East Germany","","","","","3"
"Subtenant","2005","general elemantary","West Germany","60","0.0336055782190844","0.0258479076484947","0.0413632487896742","3"
"Tenant","2005","higher vocational","West Germany","","","","","4"
"Tenant","2005","higher education","East Germany","2","","","","4"
"Tenant","2005","higher vocational","East Germany","","","","","4"
"Tenant","2005","higher education","West Germany","","","","","4"
"Tenant","2005","in school","West Germany","","","","","4"
"Tenant","2005","in school","East Germany","","","","","4"
"Tenant","2005","inadequately","West Germany","","","","","4"
"Tenant","2005","inadequately","East Germany","","","","","4"
"Tenant","2005","general elemantary","West Germany","","","","","4"
"Tenant","2005","general elemantary","East Germany","","","","","4"
"Tenant","2005","middle vocational","West Germany","","","","","4"
"Tenant","2005","middle vocational","East Germany","","","","","4"
"Tenant","2005","vocational + Abi","West Germany","","","","","4"
"Tenant","2005","vocational + Abi","East Germany","","","","","4"
"Main tenant","2006","general elemantary","East Germany","228","0.673916590926758","0.627451462932047","0.72038171892147","2"
"Main tenant","2006","middle vocational","West Germany","3560","0.494429477268886","0.483686380749363","0.505172573788408","2"
"Main tenant","2006","middle vocational","East Germany","1434","0.594626239824321","0.576512028167131","0.612740451481511","2"
"Main tenant","2006","vocational + Abi","West Germany","487","0.538216587323241","0.508047786312764","0.568385388333718","2"
"Main tenant","2006","vocational + Abi","East Germany","94","0.651002819184726","0.579561012334995","0.722444626034457","2"
"Main tenant","2006","in school","West Germany","156","0.429810050861737","0.386066543494517","0.473553558228957","2"
"Main tenant","2006","in school","East Germany","58","0.51715640965672","0.436376453186639","0.5979363661268","2"
"Main tenant","2006","inadequately","West Germany","175","0.833625605097132","0.784414228030851","0.882836982163413","2"
"Main tenant","2006","inadequately","East Germany","18","","","","2"
"Main tenant","2006","general elemantary","West Germany","1116","0.5566739883469","0.535757888491502","0.577590088202298","2"
"Main tenant","2006","higher vocational","West Germany","426","0.419080735947094","0.391517779252831","0.446643692641358","2"
"Main tenant","2006","higher vocational","East Germany","191","0.496633714687079","0.449265570736764","0.544001858637393","2"
"Main tenant","2006","higher education","West Germany","1093","0.448344383462393","0.431251603125252","0.465437163799534","2"
"Main tenant","2006","higher education","East Germany","599","0.569598235191751","0.543067983292392","0.59612848709111","2"
"Owner","2006","in school","West Germany","331","0.539718175162335","0.495676789520502","0.583759560804169","1"
"Owner","2006","in school","East Germany","88","0.459507192750512","0.378945136970651","0.540069248530374","1"
"Owner","2006","inadequately","West Germany","40","0.132348450748621","0.0875700215367346","0.177126879960508","1"
"Owner","2006","inadequately","East Germany","3","","","","1"
"Owner","2006","general elemantary","West Germany","996","0.403763428357024","0.383105278166203","0.424421578547846","1"
"Owner","2006","general elemantary","East Germany","144","0.277934916440144","0.233531187841588","0.322338645038701","1"
"Owner","2006","middle vocational","West Germany","4627","0.483405243683612","0.472667399363016","0.494143088004209","1"
"Owner","2006","middle vocational","East Germany","1309","0.369588845148382","0.351779786734946","0.387397903561818","1"
"Owner","2006","vocational + Abi","West Germany","542","0.442143649885012","0.412089584047748","0.472197715722276","1"
"Owner","2006","vocational + Abi","East Germany","71","0.309906261184144","0.240592533678371","0.379219988689917","1"
"Owner","2006","higher vocational","West Germany","785","0.556815032373865","0.529064772735201","0.584565292012529","1"
"Owner","2006","higher vocational","East Germany","231","0.494221759081555","0.44685570479374","0.54158781336937","1"
"Owner","2006","higher education","West Germany","2128","0.53984854951977","0.522718477469325","0.556978621570215","1"
"Owner","2006","higher education","East Germany","714","0.408859585003593","0.38251736017371","0.435201809833476","1"
"Resident or shared accommodation","2006","in school","West Germany","","","","","5"
"Resident or shared accommodation","2006","in school","East Germany","","","","","5"
"Resident or shared accommodation","2006","inadequately","West Germany","1","","","","5"
"Resident or shared accommodation","2006","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2006","general elemantary","West Germany","11","","","","5"
"Resident or shared accommodation","2006","general elemantary","East Germany","2","","","","5"
"Resident or shared accommodation","2006","middle vocational","West Germany","12","","","","5"
"Resident or shared accommodation","2006","middle vocational","East Germany","9","","","","5"
"Resident or shared accommodation","2006","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","2006","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2006","higher vocational","West Germany","5","","","","5"
"Resident or shared accommodation","2006","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2006","higher education","West Germany","4","","","","5"
"Resident or shared accommodation","2006","higher education","East Germany","2","","","","5"
"Subtenant","2006","general elemantary","East Germany","17","","","","3"
"Subtenant","2006","middle vocational","West Germany","121","0.0203950087729441","0.0173578054194127","0.0234322121264755","3"
"Subtenant","2006","middle vocational","East Germany","70","0.0300450266200393","0.0237466058588911","0.0363434473811874","3"
"Subtenant","2006","vocational + Abi","West Germany","20","","","","3"
"Subtenant","2006","vocational + Abi","East Germany","6","","","","3"
"Subtenant","2006","higher vocational","West Germany","15","","","","3"
"Subtenant","2006","higher vocational","East Germany","6","","","","3"
"Subtenant","2006","higher education","West Germany","27","","","","3"
"Subtenant","2006","higher education","East Germany","21","","","","3"
"Subtenant","2006","in school","West Germany","5","","","","3"
"Subtenant","2006","in school","East Germany","1","","","","3"
"Subtenant","2006","inadequately","West Germany","4","","","","3"
"Subtenant","2006","inadequately","East Germany","2","","","","3"
"Subtenant","2006","general elemantary","West Germany","44","0.0324537092126552","0.0249928871598985","0.0399145312654119","3"
"Tenant","2006","in school","West Germany","","","","","4"
"Tenant","2006","in school","East Germany","","","","","4"
"Tenant","2006","inadequately","West Germany","","","","","4"
"Tenant","2006","inadequately","East Germany","","","","","4"
"Tenant","2006","general elemantary","West Germany","","","","","4"
"Tenant","2006","general elemantary","East Germany","","","","","4"
"Tenant","2006","middle vocational","West Germany","","","","","4"
"Tenant","2006","middle vocational","East Germany","","","","","4"
"Tenant","2006","vocational + Abi","West Germany","","","","","4"
"Tenant","2006","vocational + Abi","East Germany","","","","","4"
"Tenant","2006","higher vocational","West Germany","","","","","4"
"Tenant","2006","higher vocational","East Germany","","","","","4"
"Tenant","2006","higher education","West Germany","","","","","4"
"Tenant","2006","higher education","East Germany","2","","","","4"
"Main tenant","2007","general elemantary","East Germany","200","0.685113359747598","0.635742923102065","0.734483796393131","2"
"Main tenant","2007","middle vocational","West Germany","3272","0.476255238436645","0.465128051183367","0.487382425689923","2"
"Main tenant","2007","middle vocational","East Germany","1361","0.589588242159198","0.570845312501381","0.608331171817015","2"
"Main tenant","2007","vocational + Abi","West Germany","477","0.541258028539127","0.510496760145603","0.572019296932652","2"
"Main tenant","2007","vocational + Abi","East Germany","91","0.60614182944793","0.53203693162397","0.68024672727189","2"
"Main tenant","2007","higher vocational","West Germany","376","0.40218493644625","0.37363340135658","0.43073647153592","2"
"Main tenant","2007","higher vocational","East Germany","181","0.503616085564724","0.454981667853246","0.552250503276201","2"
"Main tenant","2007","higher education","West Germany","1032","0.443842787164429","0.426350335876056","0.461335238452802","2"
"Main tenant","2007","higher education","East Germany","591","0.558249143107409","0.531285497151927","0.585212789062891","2"
"Main tenant","2007","in school","West Germany","156","0.452220911142816","0.407555951441029","0.496885870844603","2"
"Main tenant","2007","in school","East Germany","61","0.519643476036634","0.440217806703731","0.599069145369538","2"
"Main tenant","2007","inadequately","West Germany","153","0.802096578431334","0.746318950802173","0.857874206060495","2"
"Main tenant","2007","inadequately","East Germany","15","","","","2"
"Main tenant","2007","general elemantary","West Germany","1019","0.578083501918472","0.556101475375423","0.60006552846152","2"
"Owner","2007","in school","West Germany","320","0.547687783556779","0.503022038030202","0.592353529083355","1"
"Owner","2007","in school","East Germany","89","0.466200003512198","0.386894794041774","0.545505212982622","1"
"Owner","2007","inadequately","West Germany","37","0.152742926292088","0.102380318445424","0.203105534138752","1"
"Owner","2007","inadequately","East Germany","6","","","","1"
"Owner","2007","general elemantary","West Germany","871","0.387215893054918","0.36553438330565","0.408897402804186","1"
"Owner","2007","general elemantary","East Germany","124","0.270192766703724","0.222991943453269","0.317393589954179","1"
"Owner","2007","middle vocational","West Germany","4326","0.498134134444871","0.486994456172674","0.509273812717068","1"
"Owner","2007","middle vocational","East Germany","1213","0.368345540147439","0.349966591577942","0.386724488716937","1"
"Owner","2007","vocational + Abi","West Germany","511","0.439485284154757","0.408845655084406","0.470124913225108","1"
"Owner","2007","vocational + Abi","East Germany","70","0.349208973609138","0.276906470798093","0.421511476420182","1"
"Owner","2007","higher vocational","West Germany","741","0.571988825461887","0.543178082216025","0.600799568707749","1"
"Owner","2007","higher vocational","East Germany","221","0.487306644030619","0.438686629390364","0.535926658670873","1"
"Owner","2007","higher education","West Germany","2029","0.537967933995522","0.52041492575704","0.555520942234004","1"
"Owner","2007","higher education","East Germany","696","0.42230648356072","0.395487735257016","0.449125231864424","1"
"Resident or shared accommodation","2007","in school","West Germany","","","","","5"
"Resident or shared accommodation","2007","in school","East Germany","","","","","5"
"Resident or shared accommodation","2007","inadequately","West Germany","2","","","","5"
"Resident or shared accommodation","2007","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2007","general elemantary","West Germany","11","","","","5"
"Resident or shared accommodation","2007","general elemantary","East Germany","3","","","","5"
"Resident or shared accommodation","2007","middle vocational","West Germany","14","","","","5"
"Resident or shared accommodation","2007","middle vocational","East Germany","9","","","","5"
"Resident or shared accommodation","2007","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","2007","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2007","higher vocational","West Germany","3","","","","5"
"Resident or shared accommodation","2007","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2007","higher education","West Germany","7","","","","5"
"Resident or shared accommodation","2007","higher education","East Germany","1","","","","5"
"Subtenant","2007","general elemantary","East Germany","13","","","","3"
"Subtenant","2007","middle vocational","West Germany","127","0.0229793817115965","0.019641071416758","0.0263176920064351","3"
"Subtenant","2007","vocational + Abi","East Germany","6","","","","3"
"Subtenant","2007","in school","West Germany","1","","","","3"
"Subtenant","2007","in school","East Germany","2","","","","3"
"Subtenant","2007","inadequately","West Germany","4","","","","3"
"Subtenant","2007","inadequately","East Germany","2","","","","3"
"Subtenant","2007","middle vocational","East Germany","63","0.036351123692741","0.0292197778108155","0.0434824695746665","3"
"Subtenant","2007","vocational + Abi","West Germany","20","","","","3"
"Subtenant","2007","higher vocational","West Germany","13","","","","3"
"Subtenant","2007","higher vocational","East Germany","4","","","","3"
"Subtenant","2007","higher education","West Germany","31","0.0135756840250836","0.0095014117542376","0.0176499562959296","3"
"Subtenant","2007","higher education","East Germany","13","","","","3"
"Subtenant","2007","general elemantary","West Germany","38","0.0273976621501675","0.0201318595600456","0.0346634647402895","3"
"Tenant","2007","in school","West Germany","","","","","4"
"Tenant","2007","in school","East Germany","","","","","4"
"Tenant","2007","inadequately","West Germany","","","","","4"
"Tenant","2007","inadequately","East Germany","","","","","4"
"Tenant","2007","general elemantary","West Germany","","","","","4"
"Tenant","2007","general elemantary","East Germany","","","","","4"
"Tenant","2007","middle vocational","West Germany","","","","","4"
"Tenant","2007","middle vocational","East Germany","","","","","4"
"Tenant","2007","vocational + Abi","West Germany","","","","","4"
"Tenant","2007","vocational + Abi","East Germany","","","","","4"
"Tenant","2007","higher vocational","West Germany","","","","","4"
"Tenant","2007","higher vocational","East Germany","","","","","4"
"Tenant","2007","higher education","West Germany","","","","","4"
"Tenant","2007","higher education","East Germany","2","","","","4"
"Main tenant","2008","general elemantary","East Germany","199","0.743843947274134","0.695485856056178","0.792202038492091","2"
"Main tenant","2008","middle vocational","West Germany","2994","0.469061967915912","0.457588950304708","0.480534985527117","2"
"Main tenant","2008","middle vocational","East Germany","1279","0.567093305049054","0.547744309777398","0.58644230032071","2"
"Main tenant","2008","vocational + Abi","West Germany","425","0.500773917170752","0.468707965254227","0.532839869087278","2"
"Main tenant","2008","vocational + Abi","East Germany","90","0.619210866787515","0.545342991928106","0.693078741646924","2"
"Main tenant","2008","higher vocational","West Germany","346","0.421846004959571","0.391903461984978","0.451788547934164","2"
"Main tenant","2008","higher vocational","East Germany","168","0.486624226993082","0.436170649707381","0.537077804278784","2"
"Main tenant","2008","higher education","West Germany","992","0.44626686012698","0.428364794678546","0.464168925575414","2"
"Main tenant","2008","higher education","East Germany","562","0.546851912015437","0.519211531771723","0.574492292259151","2"
"Main tenant","2008","in school","West Germany","126","0.390359976704262","0.344829921855075","0.43589003155345","2"
"Main tenant","2008","in school","East Germany","46","0.417115838830445","0.326202347315001","0.508029330345889","2"
"Main tenant","2008","inadequately","West Germany","132","0.813069595455761","0.754117766479213","0.87202142443231","2"
"Main tenant","2008","inadequately","East Germany","11","","","","2"
"Main tenant","2008","general elemantary","West Germany","916","0.570155160970076","0.547144208202579","0.593166113737574","2"
"Owner","2008","in school","West Germany","312","0.595234755898359","0.549423252509773","0.641046259286944","1"
"Owner","2008","in school","East Germany","66","0.579194595853913","0.488169368136325","0.6702198235715","1"
"Owner","2008","inadequately","West Germany","33","0.160028058470883","0.104587970871417","0.215468146070348","1"
"Owner","2008","inadequately","East Germany","7","","","","1"
"Owner","2008","general elemantary","West Germany","807","0.393012407974272","0.370309826112972","0.415714989835572","1"
"Owner","2008","general elemantary","East Germany","106","0.230860890882098","0.184178450277744","0.277543331486453","1"
"Owner","2008","middle vocational","West Germany","4143","0.504144154852062","0.492649505742281","0.515638803961844","1"
"Owner","2008","middle vocational","East Germany","1166","0.384819494958781","0.365819047788993","0.403819942128568","1"
"Owner","2008","vocational + Abi","West Germany","493","0.475715216248349","0.44368707013381","0.507743362362889","1"
"Owner","2008","vocational + Abi","East Germany","73","0.352598560357762","0.279917518391409","0.425279602324115","1"
"Owner","2008","higher vocational","West Germany","687","0.563980013672362","0.53391405880912","0.594045968535605","1"
"Owner","2008","higher vocational","East Germany","206","0.485999674180995","0.435547823452732","0.536451524909257","1"
"Owner","2008","higher education","West Germany","1926","0.537213741266738","0.519257338095712","0.555170144437764","1"
"Owner","2008","higher education","East Germany","665","0.427007207958756","0.39954210367953","0.454472312237982","1"
"Resident or shared accommodation","2008","in school","West Germany","","","","","5"
"Resident or shared accommodation","2008","in school","East Germany","","","","","5"
"Resident or shared accommodation","2008","inadequately","West Germany","2","","","","5"
"Resident or shared accommodation","2008","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","2008","general elemantary","West Germany","16","","","","5"
"Resident or shared accommodation","2008","general elemantary","East Germany","3","","","","5"
"Resident or shared accommodation","2008","middle vocational","West Germany","9","","","","5"
"Resident or shared accommodation","2008","middle vocational","East Germany","7","","","","5"
"Resident or shared accommodation","2008","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","2008","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","2008","higher vocational","West Germany","3","","","","5"
"Resident or shared accommodation","2008","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","2008","higher education","West Germany","6","","","","5"
"Resident or shared accommodation","2008","higher education","East Germany","1","","","","5"
"Subtenant","2008","vocational + Abi","West Germany","16","","","","3"
"Subtenant","2008","vocational + Abi","East Germany","3","","","","3"
"Subtenant","2008","general elemantary","East Germany","5","","","","3"
"Subtenant","2008","middle vocational","West Germany","122","0.0241914172814119","0.0206591496232747","0.0277236849395491","3"
"Subtenant","2008","middle vocational","East Germany","67","0.0431101114942214","0.0351786254757717","0.051041597512671","3"
"Subtenant","2008","in school","West Germany","3","","","","3"
"Subtenant","2008","in school","East Germany","1","","","","3"
"Subtenant","2008","inadequately","West Germany","1","","","","3"
"Subtenant","2008","inadequately","East Germany","1","","","","3"
"Subtenant","2008","general elemantary","West Germany","39","0.0258142244208724","0.0184431186113738","0.0331853302303711","3"
"Subtenant","2008","higher vocational","West Germany","9","","","","3"
"Subtenant","2008","higher vocational","East Germany","3","","","","3"
"Subtenant","2008","higher education","West Germany","38","0.0133087623167693","0.00918194699626516","0.0174355776372734","3"
"Subtenant","2008","higher education","East Germany","16","","","","3"
"Tenant","2008","in school","West Germany","","","","","4"
"Tenant","2008","in school","East Germany","","","","","4"
"Tenant","2008","inadequately","West Germany","","","","","4"
"Tenant","2008","inadequately","East Germany","","","","","4"
"Tenant","2008","general elemantary","West Germany","","","","","4"
"Tenant","2008","general elemantary","East Germany","","","","","4"
"Tenant","2008","middle vocational","West Germany","","","","","4"
"Tenant","2008","middle vocational","East Germany","","","","","4"
"Tenant","2008","vocational + Abi","West Germany","","","","","4"
"Tenant","2008","vocational + Abi","East Germany","","","","","4"
"Tenant","2008","higher vocational","West Germany","","","","","4"
"Tenant","2008","higher vocational","East Germany","","","","","4"
"Tenant","2008","higher education","West Germany","","","","","4"
"Tenant","2008","higher education","East Germany","2","","","","4"
"Main tenant","2009","in school","West Germany","131","0.435178816107047","0.388099228170001","0.482258404044094","2"
"Main tenant","2009","in school","East Germany","25","","","","2"
