"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Owner","2003","Couple + C. LE and GT 16","no migration background","1064","0.738007775184358","0.715153210010116","0.760862340358601","1"
"Owner","2003","Couple + C. LE and GT 16","indirect migration background","64","0.493276805484912","0.407002002689181","0.579551608280642","1"
"Owner","2003","Couple + C. LE and GT 16","direct migration background","106","0.293211144845001","0.241350570912919","0.345071718777083","1"
"Resident or shared accommodation","2003","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","2003","1-pers.-HH","no migration background","28","","","","5"
"Resident or shared accommodation","2003","1-pers.-HH","direct migration background","1","","","","5"
"Resident or shared accommodation","2003","(Married) couple without C. ","no migration background","3","","","","5"
"Resident or shared accommodation","2003","1-pers.-HH","indirect migration background","1","","","","5"
"Resident or shared accommodation","2003","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2003","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2003","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2003","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","no migration background","","","","","5"
"Subtenant","2003","(Married) couple without C. ","direct migration background","12","","","","3"
"Subtenant","2003","(Married) couple without C. ","no migration background","118","0.0177926949687468","0.0145709917423349","0.0210143981951586","3"
"Subtenant","2003","1-pers.-HH","indirect migration background","10","","","","3"
"Subtenant","2003","1-pers.-HH","direct migration background","13","","","","3"
"Subtenant","2003","(Married) couple without C. ","indirect migration background","3","","","","3"
"Subtenant","2003","1-pers.-HH","no migration background","105","0.0404334563374844","0.0329704636025813","0.0478964490723875","3"
"Subtenant","2003","Single parent ","no migration background","14","","","","3"
"Subtenant","2003","Single parent ","direct migration background","1","","","","3"
"Subtenant","2003","Single parent ","indirect migration background","","","","","3"
"Subtenant","2003","Couple + C. LE 16 ","no migration background","37","0.00936444030627992","0.0061925242741553","0.0125363563384045","3"
"Subtenant","2003","Couple + C. LE 16 ","direct migration background","13","","","","3"
"Subtenant","2003","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","no migration background","17","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","direct migration background","15","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","indirect migration background","4","","","","3"
"Subtenant","2003","Couple + C. LE and GT 16","no migration background","10","","","","3"
"Subtenant","2003","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Subtenant","2003","Couple + C. LE and GT 16","direct migration background","8","","","","3"
"Tenant","2003","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2003","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","2003","Single parent ","no migration background","","","","","4"
"Tenant","2003","Single parent ","direct migration background","","","","","4"
"Tenant","2003","1-pers.-HH","no migration background","1","","","","4"
"Tenant","2003","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2003","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2003","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2003","Single parent ","indirect migration background","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2004","1-pers.-HH","indirect migration background","65","0.64643581569695","0.544802647057657","0.748068984336243","2"
"Main tenant","2004","1-pers.-HH","no migration background","1745","0.674536768927167","0.656646718650991","0.692426819203344","2"
"Main tenant","2004","1-pers.-HH","direct migration background","170","0.758393595359604","0.70170083760353","0.815086353115678","2"
"Main tenant","2004","(Married) couple without C. ","no migration background","2761","0.435591425410881","0.423481495769612","0.44770135505215","2"
"Main tenant","2004","(Married) couple without C. ","direct migration background","477","0.665289762563212","0.631290292383968","0.699289232742457","2"
"Main tenant","2004","(Married) couple without C. ","indirect migration background","76","0.592843913616886","0.502656420818141","0.683031406415631","2"
"Main tenant","2004","Single parent ","no migration background","579","0.702123145400547","0.672043921071604","0.73220236972949","2"
"Main tenant","2004","Single parent ","direct migration background","108","0.831685643842513","0.768572271087543","0.894799016597484","2"
"Main tenant","2004","Single parent ","indirect migration background","57","0.768227716900546","0.672729954724627","0.863725479076465","2"
"Main tenant","2004","Couple + C. LE 16 ","no migration background","1267","0.435638261715541","0.418684889353202","0.452591634077881","2"
"Main tenant","2004","Couple + C. LE 16 ","direct migration background","382","0.641171957177462","0.602887730161492","0.679456184193432","2"
"Main tenant","2004","Couple + C. LE 16 ","indirect migration background","113","0.681408286816932","0.613341886824275","0.749474686809589","2"
"Main tenant","2004","Couple + C. GT 16 ","no migration background","762","0.271359578638077","0.256197551143634","0.28652160613252","2"
"Main tenant","2004","Couple + C. LE and GT 16","indirect migration background","76","0.627382262717435","0.546713308274146","0.708051217160724","2"
"Main tenant","2004","Couple + C. LE and GT 16","direct migration background","203","0.737870951802158","0.688594984332904","0.787146919271412","2"
"Main tenant","2004","Couple + C. GT 16 ","direct migration background","251","0.649769030351714","0.604521911461057","0.69501614924237","2"
"Main tenant","2004","Couple + C. GT 16 ","indirect migration background","86","0.391510915763336","0.323004835536957","0.460016995989715","2"
"Main tenant","2004","Couple + C. LE and GT 16","no migration background","323","0.2601930845184","0.236806499288956","0.283579669747844","2"
"Owner","2004","1-pers.-HH","no migration background","754","0.273149994470628","0.256136999316093","0.290162989625163","1"
"Owner","2004","1-pers.-HH","direct migration background","42","0.1872496958295","0.135582467522988","0.238916924136011","1"
"Owner","2004","1-pers.-HH","indirect migration background","7","","","","1"
"Owner","2004","(Married) couple without C. ","no migration background","3567","0.54396750283322","0.531803135369811","0.556131870296628","1"
"Owner","2004","(Married) couple without C. ","indirect migration background","34","0.318800804212064","0.233256237134026","0.404345371290102","1"
"Owner","2004","Single parent ","no migration background","295","0.280665946460161","0.251112932459716","0.310218960460605","1"
"Owner","2004","Single parent ","direct migration background","25","","","","1"
"Owner","2004","(Married) couple without C. ","direct migration background","249","0.313268356751601","0.279850081999599","0.346686631503603","1"
"Owner","2004","Single parent ","indirect migration background","17","","","","1"
"Owner","2004","Couple + C. LE 16 ","no migration background","1983","0.555573542925461","0.538583869071722","0.5725632167792","1"
"Owner","2004","Couple + C. LE 16 ","direct migration background","209","0.335781297195929","0.298087209528392","0.373475384863467","1"
"Owner","2004","Couple + C. LE 16 ","indirect migration background","64","0.312694255331768","0.244969604169992","0.380418906493544","1"
"Owner","2004","Couple + C. GT 16 ","no migration background","2517","0.716826300811428","0.70146381500921","0.732188786613647","1"
"Owner","2004","Couple + C. LE and GT 16","no migration background","1022","0.734259968923156","0.710714184593261","0.75780575325305","1"
"Owner","2004","Couple + C. GT 16 ","direct migration background","173","0.338259955629515","0.293385090595298","0.383134820663732","1"
"Owner","2004","Couple + C. GT 16 ","indirect migration background","109","0.608489084236664","0.539983004010285","0.676995164463043","1"
"Owner","2004","Couple + C. LE and GT 16","indirect migration background","60","0.369605597813134","0.289070722263328","0.450140473362939","1"
"Owner","2004","Couple + C. LE and GT 16","direct migration background","101","0.251407207017588","0.202800179841745","0.30001423419343","1"
"Resident or shared accommodation","2004","(Married) couple without C. ","no migration background","2","","","","5"
"Resident or shared accommodation","2004","1-pers.-HH","no migration background","32","0.0147161333241699","0.0101184894985722","0.0193137771497677","5"
"Resident or shared accommodation","2004","1-pers.-HH","indirect migration background","1","","","","5"
"Resident or shared accommodation","2004","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","2004","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","2004","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2004","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2004","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2004","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","no migration background","1","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","no migration background","","","","","5"
"Subtenant","2004","1-pers.-HH","indirect migration background","12","","","","3"
"Subtenant","2004","(Married) couple without C. ","no migration background","109","0.0199650831189651","0.0165487399150489","0.0233814263228814","3"
"Subtenant","2004","(Married) couple without C. ","direct migration background","14","","","","3"
"Subtenant","2004","1-pers.-HH","no migration background","102","0.0363835467749867","0.0292342652158997","0.0435328283340738","3"
"Subtenant","2004","1-pers.-HH","direct migration background","7","","","","3"
"Subtenant","2004","(Married) couple without C. ","indirect migration background","4","","","","3"
"Subtenant","2004","Single parent ","no migration background","14","","","","3"
"Subtenant","2004","Single parent ","direct migration background","2","","","","3"
"Subtenant","2004","Single parent ","indirect migration background","1","","","","3"
"Subtenant","2004","Couple + C. LE 16 ","no migration background","35","0.00870937202089554","0.00553243772874426","0.0118863063130468","3"
"Subtenant","2004","Couple + C. LE 16 ","direct migration background","11","","","","3"
"Subtenant","2004","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"Subtenant","2004","Couple + C. GT 16 ","no migration background","25","","","","3"
"Subtenant","2004","Couple + C. GT 16 ","direct migration background","3","","","","3"
"Subtenant","2004","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","no migration background","7","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","direct migration background","2","","","","3"
"Tenant","2004","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2004","(Married) couple without C. ","no migration background","1","","","","4"
"Tenant","2004","Single parent ","no migration background","","","","","4"
"Tenant","2004","Single parent ","direct migration background","","","","","4"
"Tenant","2004","1-pers.-HH","no migration background","2","","","","4"
"Tenant","2004","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2004","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2004","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2004","Single parent ","indirect migration background","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2005","1-pers.-HH","no migration background","1738","0.671310149034602","0.653482612426921","0.689137685642283","2"
"Main tenant","2005","1-pers.-HH","direct migration background","167","0.768078815333414","0.711662857650567","0.824494773016261","2"
"Main tenant","2005","1-pers.-HH","indirect migration background","71","0.733554964089219","0.644182380834619","0.822927547343819","2"
"Main tenant","2005","(Married) couple without C. ","no migration background","2637","0.441042727681493","0.428727391205681","0.453358064157304","2"
"Main tenant","2005","(Married) couple without C. ","direct migration background","449","0.667385099153426","0.632606455873403","0.702163742433449","2"
"Main tenant","2005","(Married) couple without C. ","indirect migration background","74","0.595017741589148","0.505299216095506","0.68473626708279","2"
"Main tenant","2005","Single parent ","no migration background","570","0.705019613304233","0.675357483124778","0.734681743483688","2"
"Main tenant","2005","Single parent ","direct migration background","96","0.856888033459876","0.795498674526485","0.918277392393266","2"
"Main tenant","2005","Single parent ","indirect migration background","63","0.803160374941166","0.714921859830291","0.891398890052041","2"
"Main tenant","2005","Couple + C. LE 16 ","no migration background","1159","0.443693120367513","0.425953387000575","0.461432853734451","2"
"Main tenant","2005","Couple + C. LE 16 ","direct migration background","336","0.647639698867575","0.607235996289582","0.688043401445569","2"
"Main tenant","2005","Couple + C. LE 16 ","indirect migration background","106","0.652577402647949","0.582430822177955","0.722723983117943","2"
"Main tenant","2005","Couple + C. GT 16 ","no migration background","703","0.274677454214414","0.258831525236291","0.290523383192537","2"
"Main tenant","2005","Couple + C. GT 16 ","direct migration background","238","0.70214203695506","0.65765820727576","0.74662586663436","2"
"Main tenant","2005","Couple + C. GT 16 ","indirect migration background","89","0.414645034278941","0.347692917652664","0.481597150905218","2"
"Main tenant","2005","Couple + C. LE and GT 16","no migration background","317","0.27163613139675","0.247428847233711","0.295843415559789","2"
"Main tenant","2005","Couple + C. LE and GT 16","direct migration background","185","0.763113608093311","0.713665056330926","0.812562159855695","2"
"Main tenant","2005","Couple + C. LE and GT 16","indirect migration background","80","0.748878868049164","0.673457631481781","0.824300104616547","2"
"Owner","2005","1-pers.-HH","no migration background","763","0.26574986946237","0.248985194821431","0.282514544103309","1"
"Owner","2005","1-pers.-HH","direct migration background","37","0.153044313269751","0.104919638921385","0.201168987618117","1"
"Owner","2005","1-pers.-HH","indirect migration background","7","","","","1"
"Owner","2005","(Married) couple without C. ","no migration background","3497","0.536928140415735","0.524560156212719","0.549296124618751","1"
"Owner","2005","Single parent ","no migration background","316","0.274183028916354","0.245166930808168","0.303199127024541","1"
"Owner","2005","Single parent ","direct migration background","28","","","","1"
"Owner","2005","(Married) couple without C. ","direct migration background","243","0.304955895911835","0.270971603531252","0.338940188292419","1"
"Owner","2005","(Married) couple without C. ","indirect migration background","39","0.348770018106097","0.261666451928552","0.435873584283641","1"
"Owner","2005","Single parent ","indirect migration background","15","","","","1"
"Owner","2005","Couple + C. LE 16 ","no migration background","1830","0.551068018866693","0.533308082662644","0.568827955070741","1"
"Owner","2005","Couple + C. LE 16 ","direct migration background","194","0.332615249271809","0.292765997999072","0.372464500544547","1"
"Owner","2005","Couple + C. LE 16 ","indirect migration background","69","0.287425938033905","0.220754558503447","0.354097317564362","1"
"Owner","2005","Couple + C. GT 16 ","no migration background","2321","0.717231232540477","0.701243534923641","0.733218930157314","1"
"Owner","2005","Couple + C. GT 16 ","direct migration background","161","0.28138741933554","0.237646810829933","0.325128027841146","1"
"Owner","2005","Couple + C. GT 16 ","indirect migration background","112","0.54480736029292","0.47713122932854","0.6124834912573","1"
"Owner","2005","Couple + C. LE and GT 16","no migration background","978","0.722930546855404","0.698573719673779","0.74728737403703","1"
"Owner","2005","Couple + C. LE and GT 16","indirect migration background","45","0.247635675492888","0.172565586070248","0.322705764915528","1"
"Owner","2005","Couple + C. LE and GT 16","direct migration background","97","0.223400568781109","0.174957729200837","0.271843408361382","1"
"Resident or shared accommodation","2005","(Married) couple without C. ","no migration background","4","","","","5"
"Resident or shared accommodation","2005","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","2005","1-pers.-HH","direct migration background","2","","","","5"
"Resident or shared accommodation","2005","1-pers.-HH","no migration background","31","0.0147528457383044","0.01017725598884","0.0193284354877687","5"
"Resident or shared accommodation","2005","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2005","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2005","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2005","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2005","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2005","1-pers.-HH","indirect migration background","16","","","","3"
"Subtenant","2005","(Married) couple without C. ","no migration background","104","0.0210181840010671","0.0174602199870062","0.0245761480151281","3"
"Subtenant","2005","1-pers.-HH","no migration background","135","0.0481871357647235","0.0400592437579089","0.0563150277715381","3"
"Subtenant","2005","1-pers.-HH","direct migration background","9","","","","3"
"Subtenant","2005","(Married) couple without C. ","direct migration background","13","","","","3"
"Subtenant","2005","(Married) couple without C. ","indirect migration background","2","","","","3"
"Subtenant","2005","Single parent ","no migration background","22","","","","3"
"Subtenant","2005","Single parent ","direct migration background","1","","","","3"
"Subtenant","2005","Single parent ","indirect migration background","","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","no migration background","24","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","direct migration background","7","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Subtenant","2005","Couple + C. GT 16 ","no migration background","24","","","","3"
"Subtenant","2005","Couple + C. GT 16 ","direct migration background","7","","","","3"
"Subtenant","2005","Couple + C. GT 16 ","indirect migration background","7","","","","3"
"Subtenant","2005","Couple + C. LE and GT 16","no migration background","2","","","","3"
"Subtenant","2005","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Subtenant","2005","Couple + C. LE and GT 16","direct migration background","2","","","","3"
"Tenant","2005","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2005","(Married) couple without C. ","no migration background","2","","","","4"
"Tenant","2005","Single parent ","no migration background","","","","","4"
"Tenant","2005","Single parent ","direct migration background","","","","","4"
"Tenant","2005","1-pers.-HH","no migration background","","","","","4"
"Tenant","2005","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2005","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2005","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2005","Single parent ","indirect migration background","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2006","1-pers.-HH","no migration background","1949","0.669000047053005","0.652214187900934","0.685785906205075","2"
"Main tenant","2006","1-pers.-HH","direct migration background","183","0.81963323819982","0.770263802231294","0.869002674168347","2"
"Main tenant","2006","1-pers.-HH","indirect migration background","88","0.812601004232478","0.737602305476122","0.887599702988834","2"
"Main tenant","2006","(Married) couple without C. ","no migration background","2827","0.438786720024345","0.42717672279194","0.45039671725675","2"
"Main tenant","2006","(Married) couple without C. ","direct migration background","458","0.676676725040219","0.643066553642342","0.710286896438096","2"
"Main tenant","2006","(Married) couple without C. ","indirect migration background","85","0.677256377471266","0.59688862907942","0.757624125863111","2"
"Main tenant","2006","Single parent ","no migration background","612","0.686501485609367","0.657647092051091","0.715355879167643","2"
"Main tenant","2006","Single parent ","direct migration background","107","0.794818553968303","0.727924561865","0.861712546071606","2"
"Main tenant","2006","Single parent ","indirect migration background","68","0.790208648149192","0.702082285615496","0.878335010682888","2"
"Main tenant","2006","Couple + C. LE 16 ","no migration background","1228","0.450565310496035","0.433310207776094","0.467820413215976","2"
"Main tenant","2006","Couple + C. LE 16 ","direct migration background","346","0.670236748216924","0.630910984518986","0.709562511914861","2"
"Main tenant","2006","Couple + C. LE 16 ","indirect migration background","112","0.670015377434915","0.602801584684797","0.737229170185032","2"
"Main tenant","2006","Couple + C. GT 16 ","no migration background","781","0.287324819908271","0.271726507030148","0.302923132786394","2"
"Main tenant","2006","Couple + C. GT 16 ","direct migration background","195","0.64980596851742","0.600800604764429","0.698811332270411","2"
"Main tenant","2006","Couple + C. GT 16 ","indirect migration background","78","0.389698669087522","0.322278989823186","0.457118348351857","2"
"Main tenant","2006","Couple + C. LE and GT 16","no migration background","285","0.265508761715633","0.240919517732554","0.290098005698712","2"
"Main tenant","2006","Couple + C. LE and GT 16","direct migration background","168","0.699416145234152","0.644107021361469","0.754725269106836","2"
"Main tenant","2006","Couple + C. LE and GT 16","indirect migration background","70","0.687104979208249","0.604827865229942","0.769382093186555","2"
"Owner","2006","1-pers.-HH","no migration background","906","0.275595854064522","0.259657504851147","0.291534203277898","1"
"Owner","2006","1-pers.-HH","direct migration background","37","0.126994212021234","0.0842408122364331","0.169747611806035","1"
"Owner","2006","1-pers.-HH","indirect migration background","9","","","","1"
"Owner","2006","(Married) couple without C. ","no migration background","4099","0.545435103701184","0.533785506780518","0.55708470062185","1"
"Owner","2006","Single parent ","no migration background","368","0.294923524552286","0.266560908434723","0.323286140669849","1"
"Owner","2006","Single parent ","direct migration background","32","0.203425692308243","0.13674499666852","0.270106387947966","1"
"Owner","2006","(Married) couple without C. ","direct migration background","272","0.300373478213513","0.267433330123901","0.333313626303125","1"
"Owner","2006","(Married) couple without C. ","indirect migration background","42","0.307927749239189","0.228572337974977","0.3872831605034","1"
"Owner","2006","Single parent ","indirect migration background","14","","","","1"
"Owner","2006","Couple + C. LE 16 ","no migration background","1917","0.536414645662522","0.51912063182483","0.553708659500215","1"
"Owner","2006","Couple + C. LE 16 ","direct migration background","197","0.313532796990176","0.274725508094732","0.35234008588562","1"
"Owner","2006","Couple + C. LE 16 ","indirect migration background","76","0.329984622565085","0.262770829814968","0.397198415315203","1"
"Owner","2006","Couple + C. GT 16 ","no migration background","2430","0.704235648876981","0.688503894580041","0.719967403173921","1"
"Owner","2006","Couple + C. GT 16 ","direct migration background","161","0.319898671612709","0.271981582322425","0.367815760902993","1"
"Owner","2006","Couple + C. GT 16 ","indirect migration background","120","0.577869659166407","0.509590479794266","0.646148838538547","1"
"Owner","2006","Couple + C. LE and GT 16","no migration background","949","0.726578601856582","0.701760418462829","0.751396785250335","1"
"Owner","2006","Couple + C. LE and GT 16","direct migration background","95","0.299161160754684","0.243926993177713","0.354395328331656","1"
"Owner","2006","Couple + C. LE and GT 16","indirect migration background","50","0.30924373405204","0.227231046001239","0.391256422102841","1"
"Resident or shared accommodation","2006","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","no migration background","3","","","","5"
"Resident or shared accommodation","2006","1-pers.-HH","direct migration background","3","","","","5"
"Resident or shared accommodation","2006","1-pers.-HH","no migration background","40","0.0138395041327004","0.00967224410765167","0.0180067641577491","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2006","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2006","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2006","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2006","1-pers.-HH","indirect migration background","7","","","","3"
"Subtenant","2006","1-pers.-HH","no migration background","124","0.0415645947497725","0.0344449268865305","0.0486842626130144","3"
"Subtenant","2006","1-pers.-HH","direct migration background","10","","","","3"
"Subtenant","2006","(Married) couple without C. ","no migration background","87","0.0151810265230092","0.0123203405785169","0.0180417124675014","3"
"Subtenant","2006","(Married) couple without C. ","direct migration background","14","","","","3"
"Subtenant","2006","(Married) couple without C. ","indirect migration background","3","","","","3"
"Subtenant","2006","Single parent ","no migration background","13","","","","3"
"Subtenant","2006","Single parent ","direct migration background","1","","","","3"
"Subtenant","2006","Single parent ","indirect migration background","","","","","3"
"Subtenant","2006","Couple + C. LE 16 ","no migration background","49","0.0130200438414427","0.00908870004194372","0.0169513876409417","3"
"Subtenant","2006","Couple + C. LE 16 ","direct migration background","6","","","","3"
"Subtenant","2006","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Subtenant","2006","Couple + C. GT 16 ","no migration background","22","","","","3"
"Subtenant","2006","Couple + C. GT 16 ","direct migration background","8","","","","3"
"Subtenant","2006","Couple + C. GT 16 ","indirect migration background","3","","","","3"
"Subtenant","2006","Couple + C. LE and GT 16","no migration background","5","","","","3"
"Subtenant","2006","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"Subtenant","2006","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Tenant","2006","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2006","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2006","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2006","Single parent ","no migration background","","","","","4"
"Tenant","2006","1-pers.-HH","no migration background","","","","","4"
"Tenant","2006","(Married) couple without C. ","no migration background","2","","","","4"
"Tenant","2006","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2006","Single parent ","direct migration background","","","","","4"
"Tenant","2006","Single parent ","indirect migration background","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2006","Couple + C. LE and GT 16","no migration background","","","","","4"
