"hgowner","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"3","1990","Couple + C. LE 16 ","Female","55","0.0276019754340037","0.0200356790192742","0.0351682718487332"
"3","1990","Couple + C. GT 16 ","Male","15","","",""
"3","1990","Couple + C. GT 16 ","Female","15","","",""
"3","1990","Couple + C. LE and GT 16","Male","5","","",""
"3","1990","Couple + C. LE and GT 16","Female","5","","",""
"4","1990","1-pers.-HH","Male","1","","",""
"4","1990","1-pers.-HH","Female","","","",""
"4","1990","(Married) couple without C. ","Male","2","","",""
"4","1990","(Married) couple without C. ","Female","2","","",""
"4","1990","Single parent ","Male","","","",""
"4","1990","Single parent ","Female","1","","",""
"4","1990","Couple + C. LE 16 ","Male","1","","",""
"4","1990","Couple + C. LE 16 ","Female","1","","",""
"4","1990","Couple + C. GT 16 ","Male","1","","",""
"4","1990","Couple + C. GT 16 ","Female","2","","",""
"4","1990","Couple + C. LE and GT 16","Male","","","",""
"4","1990","Couple + C. LE and GT 16","Female","","","",""
"5","1990","1-pers.-HH","Male","","","",""
"5","1990","1-pers.-HH","Female","","","",""
"5","1990","(Married) couple without C. ","Male","","","",""
"5","1990","(Married) couple without C. ","Female","","","",""
"5","1990","Single parent ","Male","","","",""
"5","1990","Single parent ","Female","","","",""
"5","1990","Couple + C. LE 16 ","Male","","","",""
"5","1990","Couple + C. LE 16 ","Female","","","",""
"5","1990","Couple + C. GT 16 ","Male","","","",""
"5","1990","Couple + C. GT 16 ","Female","","","",""
"5","1990","Couple + C. LE and GT 16","Male","","","",""
"5","1990","Couple + C. LE and GT 16","Female","","","",""
"1","1991","1-pers.-HH","Male","76","0.156963770997674","0.124787910063299","0.189139631932049"
"1","1991","1-pers.-HH","Female","189","0.219503232033671","0.191807652244935","0.247198811822408"
"1","1991","(Married) couple without C. ","Male","595","0.421158025251153","0.397055190632983","0.445260859869324"
"1","1991","(Married) couple without C. ","Female","605","0.419897995768437","0.395857204903487","0.443938786633387"
"1","1991","Single parent ","Male","114","0.552155611584492","0.489373794210833","0.614937428958151"
"1","1991","Single parent ","Female","116","0.320460671220206","0.27567132419798","0.365250018242432"
"1","1991","Couple + C. LE 16 ","Male","573","0.41288982322939","0.389574238956946","0.436205407501834"
"1","1991","Couple + C. LE 16 ","Female","581","0.405072073923738","0.382039169536489","0.428104978310986"
"1","1991","Couple + C. GT 16 ","Male","839","0.655901103653084","0.6321737910923","0.679628416213868"
"1","1991","Couple + C. GT 16 ","Female","662","0.633320795587457","0.606827844951624","0.65981374622329"
"1","1991","Couple + C. LE and GT 16","Male","252","0.501514877016307","0.462625656406047","0.540404097626566"
"1","1991","Couple + C. LE and GT 16","Female","249","0.551501163545783","0.51116491129123","0.591837415800336"
"2","1991","1-pers.-HH","Male","368","0.768040629665525","0.73070655402523","0.805374705305819"
"2","1991","1-pers.-HH","Female","625","0.731940489191536","0.702301871595758","0.761579106787314"
"2","1991","(Married) couple without C. ","Male","971","0.552372445715067","0.528098522067546","0.576646369362588"
"2","1991","(Married) couple without C. ","Female","963","0.544929731664514","0.520672895792785","0.569186567536243"
"2","1991","Single parent ","Male","121","0.416125816457642","0.353894134873121","0.478357498042162"
"2","1991","Single parent ","Female","286","0.62381569215222","0.577320446254497","0.670310938049944"
"2","1991","Couple + C. LE 16 ","Male","1080","0.552810266696129","0.529265013135554","0.576355520256703"
"2","1991","Couple + C. LE 16 ","Female","1102","0.562389584143645","0.539113343695939","0.585665824591351"
"2","1991","Couple + C. GT 16 ","Male","667","0.325668504905298","0.30226330618252","0.349073703628076"
"2","1991","Couple + C. GT 16 ","Female","579","0.348188748306344","0.321998259214948","0.374379237397741"
"2","1991","Couple + C. LE and GT 16","Male","379","0.494756267186457","0.455869006806649","0.533643527566266"
"2","1991","Couple + C. LE and GT 16","Female","328","0.441506987662976","0.401233491731205","0.481780483594746"
"3","1991","1-pers.-HH","Male","45","0.0700799488480244","0.0474997875911528","0.092660110104896"
"3","1991","1-pers.-HH","Female","40","0.0413461888905663","0.0280246900641954","0.0546676877169372"
"3","1991","(Married) couple without C. ","Male","42","0.0246336139599486","0.0170667917463371","0.0322004361735601"
"3","1991","(Married) couple without C. ","Female","47","0.0333391495270716","0.0245945688244368","0.0420837302297064"
"3","1991","Single parent ","Male","6","","",""
"3","1991","Single parent ","Female","14","","",""
"3","1991","Couple + C. LE 16 ","Male","59","0.033870467301801","0.0253040804539257","0.0424368541496763"
"3","1991","Couple + C. LE 16 ","Female","61","0.0321627814737189","0.0238847259528793","0.0404408369945585"
"3","1991","Couple + C. GT 16 ","Male","32","0.0158445399230398","0.00960777463482443","0.0220813052112552"
"3","1991","Couple + C. GT 16 ","Female","29","","",""
"3","1991","Couple + C. LE and GT 16","Male","4","","",""
"3","1991","Couple + C. LE and GT 16","Female","7","","",""
"4","1991","1-pers.-HH","Male","2","","",""
"4","1991","1-pers.-HH","Female","4","","",""
"4","1991","(Married) couple without C. ","Male","4","","",""
"4","1991","(Married) couple without C. ","Female","4","","",""
"4","1991","Single parent ","Male","","","",""
"4","1991","Single parent ","Female","1","","",""
"4","1991","Couple + C. LE 16 ","Male","1","","",""
"4","1991","Couple + C. LE 16 ","Female","1","","",""
"4","1991","Couple + C. GT 16 ","Male","2","","",""
"4","1991","Couple + C. GT 16 ","Female","1","","",""
"4","1991","Couple + C. LE and GT 16","Male","","","",""
"4","1991","Couple + C. LE and GT 16","Female","","","",""
"5","1991","1-pers.-HH","Male","","","",""
"5","1991","1-pers.-HH","Female","","","",""
"5","1991","(Married) couple without C. ","Male","","","",""
"5","1991","(Married) couple without C. ","Female","","","",""
"5","1991","Single parent ","Male","","","",""
"5","1991","Single parent ","Female","","","",""
"5","1991","Couple + C. LE 16 ","Male","","","",""
"5","1991","Couple + C. LE 16 ","Female","","","",""
"5","1991","Couple + C. GT 16 ","Male","","","",""
"5","1991","Couple + C. GT 16 ","Female","","","",""
"5","1991","Couple + C. LE and GT 16","Male","","","",""
"5","1991","Couple + C. LE and GT 16","Female","","","",""
"1","1992","1-pers.-HH","Male","76","0.168209654494513","0.134816536741416","0.20160277224761"
"1","1992","1-pers.-HH","Female","188","0.218050371308858","0.190596347438498","0.245504395179218"
"1","1992","(Married) couple without C. ","Male","599","0.427250440977677","0.403235698691203","0.45126518326415"
"1","1992","(Married) couple without C. ","Female","615","0.438750033485742","0.414842441395332","0.462657625576152"
"1","1992","Single parent ","Male","91","0.520358989908305","0.453267416835453","0.587450562981157"
"1","1992","Single parent ","Female","111","0.304258357936398","0.260720736140803","0.347795979731993"
"1","1992","Couple + C. LE 16 ","Male","576","0.43115422977625","0.407127115945273","0.455181343607227"
"1","1992","Couple + C. LE 16 ","Female","585","0.413485338523733","0.389838118820678","0.437132558226789"
"1","1992","Couple + C. GT 16 ","Male","813","0.65178994027963","0.627729138872057","0.675850741687204"
"1","1992","Couple + C. GT 16 ","Female","651","0.638800684237801","0.611989086278216","0.665612282197386"
"1","1992","Couple + C. LE and GT 16","Male","233","0.467923182332723","0.428326607245052","0.507519757420395"
"1","1992","Couple + C. LE and GT 16","Female","229","0.506252592023602","0.464582777282289","0.547922406764914"
"2","1992","1-pers.-HH","Male","359","0.74397620030867","0.70501392931726","0.782938471300079"
"2","1992","1-pers.-HH","Female","641","0.741505408172134","0.712396823140309","0.770613993203959"
"2","1992","(Married) couple without C. ","Male","995","0.547948621019893","0.523787442892605","0.572109799147182"
"2","1992","(Married) couple without C. ","Female","999","0.532776217739425","0.508739012173902","0.556813423304947"
"2","1992","Single parent ","Male","114","0.442199686025996","0.375502596730686","0.508896775321305"
"2","1992","Single parent ","Female","307","0.660805000290036","0.61600471022032","0.705605290359752"
"2","1992","Couple + C. LE 16 ","Male","1011","0.540892308822956","0.516715403989129","0.565069213656782"
"2","1992","Couple + C. LE 16 ","Female","1033","0.556924766574186","0.533071514609249","0.580778018539122"
"2","1992","Couple + C. GT 16 ","Male","675","0.340090039106175","0.316163774410196","0.364016303802153"
"2","1992","Couple + C. GT 16 ","Female","560","0.341454108748376","0.31498582715215","0.367922390344601"
"2","1992","Couple + C. LE and GT 16","Male","374","0.530056528908929","0.490449973093937","0.569663084723921"
"2","1992","Couple + C. LE and GT 16","Female","321","0.491449351971095","0.449782372873433","0.533116331068757"
"3","1992","1-pers.-HH","Male","47","0.0878141451968175","0.0625474478838064","0.113080842509829"
"3","1992","1-pers.-HH","Female","38","0.0361280432269416","0.0237209485809223","0.0485351378729609"
"3","1992","(Married) couple without C. ","Male","34","0.023138471755244","0.0158398958749719","0.0304370476355162"
"3","1992","(Married) couple without C. ","Female","39","0.0268484005138949","0.0190608916986449","0.034635909329145"
"3","1992","Single parent ","Male","8","","",""
"3","1992","Single parent ","Female","11","","",""
"3","1992","Couple + C. LE 16 ","Male","44","0.027037413760673","0.0191684298441603","0.0349063976771857"
"3","1992","Couple + C. LE 16 ","Female","47","0.0281802417206598","0.0202337431104632","0.0361267403308565"
"3","1992","Couple + C. GT 16 ","Male","18","","",""
"3","1992","Couple + C. GT 16 ","Female","22","","",""
"3","1992","Couple + C. LE and GT 16","Male","3","","",""
"3","1992","Couple + C. LE and GT 16","Female","3","","",""
"4","1992","1-pers.-HH","Male","","","",""
"4","1992","1-pers.-HH","Female","2","","",""
"4","1992","(Married) couple without C. ","Male","2","","",""
"4","1992","(Married) couple without C. ","Female","2","","",""
"4","1992","Single parent ","Male","","","",""
"4","1992","Single parent ","Female","","","",""
"4","1992","Couple + C. LE 16 ","Male","1","","",""
"4","1992","Couple + C. LE 16 ","Female","1","","",""
"4","1992","Couple + C. GT 16 ","Male","","","",""
"4","1992","Couple + C. GT 16 ","Female","","","",""
"4","1992","Couple + C. LE and GT 16","Male","","","",""
"4","1992","Couple + C. LE and GT 16","Female","","","",""
"5","1992","1-pers.-HH","Male","","","",""
"5","1992","1-pers.-HH","Female","","","",""
"5","1992","(Married) couple without C. ","Male","","","",""
"5","1992","(Married) couple without C. ","Female","","","",""
"5","1992","Single parent ","Male","","","",""
"5","1992","Single parent ","Female","","","",""
"5","1992","Couple + C. LE 16 ","Male","","","",""
"5","1992","Couple + C. LE 16 ","Female","","","",""
"5","1992","Couple + C. GT 16 ","Male","","","",""
"5","1992","Couple + C. GT 16 ","Female","","","",""
"5","1992","Couple + C. LE and GT 16","Male","","","",""
"5","1992","Couple + C. LE and GT 16","Female","","","",""
"1","1993","1-pers.-HH","Male","79","0.157595542431764","0.126368594479519","0.188822490384009"
"1","1993","1-pers.-HH","Female","200","0.23396967012108","0.206202915295375","0.261736424946785"
"1","1993","(Married) couple without C. ","Male","625","0.443883000452388","0.419996643211462","0.467769357693314"
"1","1993","(Married) couple without C. ","Female","636","0.460911516075014","0.437032899001997","0.484790133148031"
"1","1993","Single parent ","Male","77","0.497343479348379","0.425488727572833","0.569198231123925"
"1","1993","Single parent ","Female","105","0.287029610914692","0.243868664087513","0.330190557741872"
"1","1993","Couple + C. LE 16 ","Male","552","0.436717509431719","0.412018143172455","0.461416875690982"
"1","1993","Couple + C. LE 16 ","Female","561","0.43068249250218","0.40621217477962","0.45515281022474"
"1","1993","Couple + C. GT 16 ","Male","756","0.643247831477279","0.618479760521421","0.668015902433137"
"1","1993","Couple + C. GT 16 ","Female","593","0.637123121586637","0.609441106270372","0.664805136902902"
"1","1993","Couple + C. LE and GT 16","Male","235","0.470361158431809","0.431262076182641","0.509460240680978"
"1","1993","Couple + C. LE and GT 16","Female","237","0.516895896700873","0.475691290058488","0.558100503343257"
"2","1993","1-pers.-HH","Male","388","0.739752324826055","0.702148342037773","0.777356307614337"
"2","1993","1-pers.-HH","Female","661","0.726189956043646","0.696943572710902","0.755436339376389"
"2","1993","(Married) couple without C. ","Male","993","0.533565035936531","0.509581025105387","0.557549046767674"
"2","1993","(Married) couple without C. ","Female","989","0.517425550488861","0.493488178911668","0.541362922066053"
"2","1993","Single parent ","Male","103","0.485591536527842","0.413765611817605","0.55741746123808"
"2","1993","Single parent ","Female","304","0.66903266449649","0.62413661859434","0.71392871039864"
"2","1993","Couple + C. LE 16 ","Male","956","0.534205392593474","0.50936412551263","0.559046659674318"
"2","1993","Couple + C. LE 16 ","Female","966","0.534567936804979","0.509918140661608","0.559217732948349"
"2","1993","Couple + C. GT 16 ","Male","660","0.342793282258934","0.318252587414226","0.367333977103642"
"2","1993","Couple + C. GT 16 ","Female","549","0.348821967155446","0.321383606692054","0.376260327618838"
"2","1993","Couple + C. LE and GT 16","Male","389","0.528172646129205","0.48906691276649","0.56727837949192"
"2","1993","Couple + C. LE and GT 16","Female","326","0.481370816520996","0.440171290352595","0.522570342689397"
"3","1993","1-pers.-HH","Male","56","0.102652132742181","0.0766408570304529","0.128663408453909"
"3","1993","1-pers.-HH","Female","32","0.039840373835274","0.0270124673823423","0.0526682802882058"
"3","1993","(Married) couple without C. ","Male","44","0.0225519636110813","0.0154140448370514","0.0296898823851112"
"3","1993","(Married) couple without C. ","Female","49","0.0216629334361253","0.0146890730156754","0.0286367938565753"
"3","1993","Single parent ","Male","6","","",""
"3","1993","Single parent ","Female","13","","",""
"3","1993","Couple + C. LE 16 ","Male","41","0.0290770979748072","0.020709702715388","0.0374444932342265"
"3","1993","Couple + C. LE 16 ","Female","46","0.0347495706928412","0.0256989481451227","0.0438001932405597"
"3","1993","Couple + C. GT 16 ","Male","21","","",""
"3","1993","Couple + C. GT 16 ","Female","17","","",""
"3","1993","Couple + C. LE and GT 16","Male","2","","",""
"3","1993","Couple + C. LE and GT 16","Female","2","","",""
"4","1993","1-pers.-HH","Male","","","",""
"4","1993","1-pers.-HH","Female","","","",""
"4","1993","(Married) couple without C. ","Male","","","",""
"4","1993","(Married) couple without C. ","Female","","","",""
"4","1993","Single parent ","Male","","","",""
"4","1993","Single parent ","Female","","","",""
"4","1993","Couple + C. LE 16 ","Male","","","",""
"4","1993","Couple + C. LE 16 ","Female","","","",""
"4","1993","Couple + C. GT 16 ","Male","","","",""
"4","1993","Couple + C. GT 16 ","Female","","","",""
"4","1993","Couple + C. LE and GT 16","Male","","","",""
"4","1993","Couple + C. LE and GT 16","Female","","","",""
"5","1993","1-pers.-HH","Male","","","",""
"5","1993","1-pers.-HH","Female","","","",""
"5","1993","(Married) couple without C. ","Male","","","",""
"5","1993","(Married) couple without C. ","Female","","","",""
"5","1993","Single parent ","Male","","","",""
"5","1993","Single parent ","Female","","","",""
"5","1993","Couple + C. LE 16 ","Male","","","",""
"5","1993","Couple + C. LE 16 ","Female","","","",""
"5","1993","Couple + C. GT 16 ","Male","","","",""
"5","1993","Couple + C. GT 16 ","Female","","","",""
"5","1993","Couple + C. LE and GT 16","Male","","","",""
"5","1993","Couple + C. LE and GT 16","Female","","","",""
"1","1994","1-pers.-HH","Male","93","0.190887314164507","0.156945307423321","0.224829320905693"
"1","1994","1-pers.-HH","Female","195","0.231886361692989","0.204267726670312","0.259504996715666"
"1","1994","(Married) couple without C. ","Male","637","0.449449459505822","0.425775320408739","0.473123598602905"
"1","1994","(Married) couple without C. ","Female","642","0.4539982534161","0.430393407672973","0.477603099159228"
"1","1994","Single parent ","Male","76","0.480503420359811","0.407106527043147","0.553900313676474"
"1","1994","Single parent ","Female","102","0.292480419221974","0.248011897274379","0.336948941169569"
"1","1994","Couple + C. LE 16 ","Male","556","0.457555749269407","0.432293480235207","0.482818018303607"
"1","1994","Couple + C. LE 16 ","Female","571","0.449961560058018","0.425041750249324","0.474881369866711"
"1","1994","Couple + C. GT 16 ","Male","719","0.647811724441259","0.622463195852186","0.673160253030332"
"1","1994","Couple + C. GT 16 ","Female","562","0.626107817556674","0.597541448060377","0.65467418705297"
"1","1994","Couple + C. LE and GT 16","Male","251","0.514511577796025","0.474554118134409","0.55446903745764"
"1","1994","Couple + C. LE and GT 16","Female","257","0.535223740913112","0.494668248631139","0.575779233195085"
"2","1994","1-pers.-HH","Male","374","0.723422441768149","0.684790286832288","0.762054596704011"
"2","1994","1-pers.-HH","Female","653","0.711062118737068","0.681399609756904","0.740724627717232"
"2","1994","(Married) couple without C. ","Male","1009","0.525886156607602","0.50212200280486","0.549650310410344"
"2","1994","(Married) couple without C. ","Female","1018","0.522918820846411","0.499238349732931","0.546599291959891"
"2","1994","Single parent ","Male","99","0.498999703408354","0.425547094615999","0.572452312200708"
"2","1994","Single parent ","Female","290","0.672166877499333","0.626278781995692","0.718054973002974"
"2","1994","Couple + C. LE 16 ","Male","905","0.526011727742427","0.50069227561918","0.551331179865673"
"2","1994","Couple + C. LE 16 ","Female","924","0.531052307434931","0.506055108445519","0.556049506424344"
"2","1994","Couple + C. GT 16 ","Male","634","0.344040452531609","0.318829794018885","0.369251111044334"
"2","1994","Couple + C. GT 16 ","Female","529","0.361026677562016","0.332669153822357","0.389384201301674"
"2","1994","Couple + C. LE and GT 16","Male","345","0.48118256361315","0.441236583861115","0.521128543365185"
"2","1994","Couple + C. LE and GT 16","Female","318","0.45936129584246","0.418839303354102","0.499883288330817"
"3","1994","1-pers.-HH","Male","48","0.0856902440673437","0.0615157806403839","0.109864707494304"
"3","1994","1-pers.-HH","Female","49","0.057051519569943","0.0418729984181675","0.0722300407217185"
"3","1994","(Married) couple without C. ","Male","50","0.0246643838865757","0.0172828376491628","0.0320459301239886"
"3","1994","(Married) couple without C. ","Female","49","0.0230829257374886","0.0159633955320318","0.0302024559429453"
"3","1994","Single parent ","Male","3","","",""
"3","1994","Single parent ","Female","10","","",""
"3","1994","Couple + C. LE 16 ","Male","33","0.0164325229881664","0.00998597831736272","0.0228790676589702"
"3","1994","Couple + C. LE 16 ","Female","36","0.018986132507051","0.0121499079076393","0.0258223571064628"
"3","1994","Couple + C. GT 16 ","Male","11","","",""
"3","1994","Couple + C. GT 16 ","Female","11","","",""
"3","1994","Couple + C. LE and GT 16","Male","5","","",""
"3","1994","Couple + C. LE and GT 16","Female","6","","",""
"4","1994","1-pers.-HH","Male","","","",""
"4","1994","1-pers.-HH","Female","","","",""
"4","1994","(Married) couple without C. ","Male","","","",""
"4","1994","(Married) couple without C. ","Female","","","",""
"4","1994","Single parent ","Male","","","",""
"4","1994","Single parent ","Female","","","",""
"4","1994","Couple + C. LE 16 ","Male","","","",""
"4","1994","Couple + C. LE 16 ","Female","","","",""
"4","1994","Couple + C. GT 16 ","Male","","","",""
"4","1994","Couple + C. GT 16 ","Female","","","",""
"4","1994","Couple + C. LE and GT 16","Male","","","",""
"4","1994","Couple + C. LE and GT 16","Female","","","",""
"5","1994","1-pers.-HH","Male","","","",""
"5","1994","1-pers.-HH","Female","","","",""
"5","1994","(Married) couple without C. ","Male","","","",""
"5","1994","(Married) couple without C. ","Female","","","",""
"5","1994","Single parent ","Male","","","",""
"5","1994","Single parent ","Female","","","",""
"5","1994","Couple + C. LE 16 ","Male","","","",""
"5","1994","Couple + C. LE 16 ","Female","","","",""
"5","1994","Couple + C. GT 16 ","Male","","","",""
"5","1994","Couple + C. GT 16 ","Female","","","",""
"5","1994","Couple + C. LE and GT 16","Male","","","",""
"5","1994","Couple + C. LE and GT 16","Female","","","",""
"1","1995","1-pers.-HH","Male","93","0.191482292297141","0.158203310884444","0.224761273709838"
"1","1995","1-pers.-HH","Female","199","0.246920758692703","0.219101447024238","0.274740070361168"
"1","1995","(Married) couple without C. ","Male","647","0.448613586554673","0.425344798057938","0.471882375051408"
"1","1995","(Married) couple without C. ","Female","661","0.455656044974397","0.432467606572794","0.478844483376"
"1","1995","Single parent ","Male","84","0.519741510423974","0.449072549767412","0.590410471080535"
"1","1995","Single parent ","Female","104","0.312767551599463","0.268638170524759","0.356896932674168"
"1","1995","Couple + C. LE 16 ","Male","574","0.477253070608432","0.452451197842703","0.50205494337416"
"1","1995","Couple + C. LE 16 ","Female","594","0.467609020899048","0.443160933798643","0.492057107999454"
"1","1995","Couple + C. GT 16 ","Male","699","0.639975720291143","0.61455806699873","0.665393373583556"
"1","1995","Couple + C. GT 16 ","Female","573","0.639275791031937","0.611363233406438","0.667188348657437"
"1","1995","Couple + C. LE and GT 16","Male","271","0.516387187448821","0.477701020253973","0.55507335464367"
"1","1995","Couple + C. LE and GT 16","Female","255","0.513319112313861","0.473622329818191","0.553015894809531"
"2","1995","1-pers.-HH","Male","399","0.720355800363662","0.682394823064274","0.758316777663049"
"2","1995","1-pers.-HH","Female","664","0.697411742355657","0.667775857176809","0.727047627534504"
"2","1995","(Married) couple without C. ","Male","1058","0.524758910223361","0.501394951360162","0.548122869086561"
"2","1995","(Married) couple without C. ","Female","1054","0.50646602501702","0.483187796979799","0.52974425305424"
"2","1995","Single parent ","Male","105","0.471196924459332","0.400590261463206","0.541803587455459"
"2","1995","Single parent ","Female","309","0.644505521867396","0.598944347093335","0.690066696641457"
"2","1995","Couple + C. LE 16 ","Male","948","0.503072251401779","0.478245141303763","0.527899361499795"
"2","1995","Couple + C. LE 16 ","Female","964","0.506809889945128","0.482312612557462","0.531307167332794"
"2","1995","Couple + C. GT 16 ","Male","654","0.349281173116959","0.324036364535678","0.37452598169824"
"2","1995","Couple + C. GT 16 ","Female","546","0.344174689361458","0.31655928479415","0.371790093928767"
"2","1995","Couple + C. LE and GT 16","Male","364","0.479155628196889","0.440482316723091","0.517828939670687"
"2","1995","Couple + C. LE and GT 16","Female","345","0.480051144440654","0.440371889141493","0.519730399739815"
"3","1995","1-pers.-HH","Male","45","0.0881619073391974","0.064181293126191","0.112142521552204"
"3","1995","1-pers.-HH","Female","60","0.0556674989516402","0.0408760552854217","0.0704589426178587"
"3","1995","(Married) couple without C. ","Male","50","0.0266275032219652","0.0190954342370961","0.0341595722068343"
"3","1995","(Married) couple without C. ","Female","57","0.0378779300085834","0.0289895126399164","0.0467663473772504"
"3","1995","Single parent ","Male","3","","",""
"3","1995","Single parent ","Female","11","","",""
"3","1995","Couple + C. LE 16 ","Male","36","0.0196746779897889","0.0127785821069974","0.0265707738725805"
"3","1995","Couple + C. LE 16 ","Female","42","0.0255810891558234","0.0178450177937793","0.0333171605178675"
"3","1995","Couple + C. GT 16 ","Male","17","","",""
"3","1995","Couple + C. GT 16 ","Female","18","","",""
"3","1995","Couple + C. LE and GT 16","Male","6","","",""
"3","1995","Couple + C. LE and GT 16","Female","9","","",""
"4","1995","1-pers.-HH","Male","","","",""
"4","1995","1-pers.-HH","Female","","","",""
"4","1995","(Married) couple without C. ","Male","","","",""
"4","1995","(Married) couple without C. ","Female","","","",""
"4","1995","Single parent ","Male","","","",""
"4","1995","Single parent ","Female","","","",""
"4","1995","Couple + C. LE 16 ","Male","","","",""
"4","1995","Couple + C. LE 16 ","Female","","","",""
"4","1995","Couple + C. GT 16 ","Male","","","",""
"4","1995","Couple + C. GT 16 ","Female","","","",""
"4","1995","Couple + C. LE and GT 16","Male","","","",""
"4","1995","Couple + C. LE and GT 16","Female","","","",""
"5","1995","1-pers.-HH","Male","","","",""
"5","1995","1-pers.-HH","Female","","","",""
"5","1995","(Married) couple without C. ","Male","","","",""
"5","1995","(Married) couple without C. ","Female","","","",""
"5","1995","Single parent ","Male","","","",""
"5","1995","Single parent ","Female","","","",""
"5","1995","Couple + C. LE 16 ","Male","","","",""
"5","1995","Couple + C. LE 16 ","Female","","","",""
"5","1995","Couple + C. GT 16 ","Male","","","",""
"5","1995","Couple + C. GT 16 ","Female","","","",""
"5","1995","Couple + C. LE and GT 16","Male","","","",""
"5","1995","Couple + C. LE and GT 16","Female","","","",""
"1","1996","1-pers.-HH","Male","104","0.205428514885473","0.171663760317653","0.239193269453293"
"1","1996","1-pers.-HH","Female","189","0.229711540197226","0.202820830340243","0.25660225005421"
"1","1996","(Married) couple without C. ","Male","667","0.463845324558185","0.440626091392907","0.487064557723463"
"1","1996","(Married) couple without C. ","Female","683","0.473777421020042","0.450704401766404","0.496850440273679"
"1","1996","Single parent ","Male","91","0.457936162272134","0.392979820336237","0.522892504208031"
"1","1996","Single parent ","Female","105","0.295144482184246","0.251933554254506","0.338355410113987"
"1","1996","Couple + C. LE 16 ","Male","580","0.473723459560348","0.448293831189141","0.499153087931555"
"1","1996","Couple + C. LE 16 ","Female","607","0.477766168257109","0.452720846696059","0.502811489818159"
"1","1996","Couple + C. GT 16 ","Male","670","0.62653871477352","0.600131756329645","0.652945673217395"
"1","1996","Couple + C. GT 16 ","Female","560","0.632940548090661","0.604299869168824","0.661581227012498"
"1","1996","Couple + C. LE and GT 16","Male","295","0.556031065478088","0.517864470500566","0.594197660455611"
"1","1996","Couple + C. LE and GT 16","Female","267","0.540144786734958","0.500365674505893","0.579923898964024"
"2","1996","1-pers.-HH","Male","399","0.708813186971168","0.670845119536251","0.746781254406084"
"2","1996","1-pers.-HH","Female","697","0.71378793788427","0.684893600939962","0.742682274828577"
"2","1996","(Married) couple without C. ","Male","1054","0.513102123191535","0.489829942593339","0.53637430378973"
"2","1996","(Married) couple without C. ","Female","1067","0.505684462285052","0.482581139541725","0.52878778502838"
"2","1996","Single parent ","Male","128","0.521141334011342","0.45601219945129","0.586270468571395"
"2","1996","Single parent ","Female","309","0.665784334624933","0.621094742201807","0.710473927048059"
"2","1996","Couple + C. LE 16 ","Male","863","0.50317682270469","0.477712519316256","0.528641126093124"
"2","1996","Couple + C. LE 16 ","Female","882","0.501090255317521","0.476020194600196","0.526160316034846"
"2","1996","Couple + C. GT 16 ","Male","596","0.360667259949557","0.33445294788515","0.386881572013965"
"2","1996","Couple + C. GT 16 ","Female","511","0.357208246870391","0.328735489330001","0.385681004410782"
"2","1996","Couple + C. LE and GT 16","Male","347","0.431824660716273","0.393774849448711","0.469874471983834"
"2","1996","Couple + C. LE and GT 16","Female","329","0.452139840053784","0.41241513484114","0.491864545266428"
"3","1996","1-pers.-HH","Male","47","0.0857582981433596","0.0623572485598714","0.109159347726848"
"3","1996","1-pers.-HH","Female","54","0.0565005219185039","0.0417406963119642","0.0712603475250436"
"3","1996","(Married) couple without C. ","Male","51","0.0230525522502803","0.0160652208610019","0.0300398836395587"
"3","1996","(Married) couple without C. ","Female","49","0.0205381166949061","0.0139841144205935","0.0270921189692187"
"3","1996","Single parent ","Male","7","","",""
"3","1996","Single parent ","Female","14","","",""
"3","1996","Couple + C. LE 16 ","Male","38","0.0230997177349617","0.0154490557307097","0.0307503797392138"
"3","1996","Couple + C. LE 16 ","Female","39","0.02114357642537","0.0139302574640488","0.0283568953866912"
"3","1996","Couple + C. GT 16 ","Male","23","","",""
"3","1996","Couple + C. GT 16 ","Female","17","","",""
"3","1996","Couple + C. LE and GT 16","Male","9","","",""
"3","1996","Couple + C. LE and GT 16","Female","7","","",""
"4","1996","1-pers.-HH","Male","","","",""
"4","1996","1-pers.-HH","Female","","","",""
"4","1996","(Married) couple without C. ","Male","","","",""
"4","1996","(Married) couple without C. ","Female","","","",""
"4","1996","Single parent ","Male","","","",""
"4","1996","Single parent ","Female","","","",""
"4","1996","Couple + C. LE 16 ","Male","","","",""
"4","1996","Couple + C. LE 16 ","Female","","","",""
"4","1996","Couple + C. GT 16 ","Male","","","",""
"4","1996","Couple + C. GT 16 ","Female","","","",""
"4","1996","Couple + C. LE and GT 16","Male","","","",""
"4","1996","Couple + C. LE and GT 16","Female","","","",""
"5","1996","1-pers.-HH","Male","","","",""
"5","1996","1-pers.-HH","Female","","","",""
"5","1996","(Married) couple without C. ","Male","","","",""
"5","1996","(Married) couple without C. ","Female","","","",""
"5","1996","Single parent ","Male","","","",""
"5","1996","Single parent ","Female","","","",""
"5","1996","Couple + C. LE 16 ","Male","","","",""
"5","1996","Couple + C. LE 16 ","Female","","","",""
"5","1996","Couple + C. GT 16 ","Male","","","",""
"5","1996","Couple + C. GT 16 ","Female","","","",""
"5","1996","Couple + C. LE and GT 16","Male","","","",""
"5","1996","Couple + C. LE and GT 16","Female","","","",""
"1","1997","1-pers.-HH","Male","97","0.199914182889921","0.166182244367932","0.233646121411909"
