"hgowner","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Owner","1988","Not Employed","1557","0.458086421662108","0.441747210261461","0.474425633062754","1"
"Owner","1988","Employed","2545","0.470524120528208","0.45834125045439","0.482706990602027","1"
"Resident or shared accommodation","1988","Not Employed","","","","","5"
"Resident or shared accommodation","1988","Employed","","","","","5"
"Subtenant","1988","Employed","135","0.0252850429883623","0.0214532129291395","0.029116873047585","3"
"Subtenant","1988","Not Employed","60","0.0213854194665555","0.0166412838694961","0.026129555063615","3"
"Tenant","1988","Employed","2","","","","4"
"Tenant","1988","Not Employed","1","","","","4"
"Main tenant","1989","Employed","3646","0.503218410477337","0.49084156516034","0.515595255794333","2"
"Main tenant","1989","Not Employed","1855","0.506633053195633","0.489913814210131","0.523352292181134","2"
"Owner","1989","Not Employed","1519","0.470758187535022","0.454066096852928","0.487450278217116","1"
"Owner","1989","Employed","2490","0.471181773121169","0.458825246618495","0.483538299623843","1"
"Resident or shared accommodation","1989","Not Employed","","","","","5"
"Resident or shared accommodation","1989","Employed","","","","","5"
"Subtenant","1989","Employed","125","0.0240938087522337","0.0202979877703666","0.0278896297341009","3"
"Subtenant","1989","Not Employed","55","0.0196965958929996","0.015049725463271","0.0243434663227282","3"
"Tenant","1989","Employed","8","","","","4"
"Tenant","1989","Not Employed","6","","","","4"
"Main tenant","1990","Employed","3540","0.508713367930864","0.496240269015417","0.52118646684631","2"
"Main tenant","1990","Not Employed","1793","0.508552223346076","0.491610542504599","0.525493904187554","2"
"Owner","1990","Not Employed","1490","0.467736675375053","0.450827827639095","0.484645523111012","1"
"Owner","1990","Employed","2481","0.462673673507223","0.4502334904278","0.475113856586647","1"
"Resident or shared accommodation","1990","Not Employed","","","","","5"
"Resident or shared accommodation","1990","Employed","","","","","5"
"Subtenant","1990","Not Employed","59","0.0218630415834559","0.0169073399073718","0.02681874325954","3"
"Subtenant","1990","Employed","148","0.0285541330597736","0.0243987208670972","0.0327095452524499","3"
"Tenant","1990","Not Employed","3","","","","4"
"Tenant","1990","Employed","2","","","","4"
"Main tenant","1991","Employed","3599","0.518320564503989","0.505878120118324","0.530763008889654","2"
"Main tenant","1991","Not Employed","1711","0.494082519395209","0.476943727008426","0.511221311781991","2"
"Owner","1991","Not Employed","1490","0.479537783175842","0.462412149503403","0.49666341684828","1"
"Owner","1991","Employed","2446","0.453220313262905","0.44082412095869","0.46561650556712","1"
"Resident or shared accommodation","1991","Not Employed","","","","","5"
"Resident or shared accommodation","1991","Employed","","","","","5"
"Subtenant","1991","Not Employed","62","0.0224378319514763","0.0173608774754092","0.0275147864275434","3"
"Subtenant","1991","Employed","139","0.027054925488003","0.0230148008003049","0.0310950501757012","3"
"Tenant","1991","Employed","11","","","","4"
"Tenant","1991","Not Employed","6","","","","4"
"Main tenant","1992","Not Employed","2361","0.528677430944367","0.51371563434591","0.543639227542824","2"
"Main tenant","1992","Employed","5495","0.547316189325059","0.537097707346448","0.557534671303669","2"
"Owner","1992","Not Employed","1832","0.447207060986389","0.432304366018743","0.462109755954036","1"
"Owner","1992","Employed","3362","0.420155020777754","0.410022197138485","0.430287844417023","1"
"Resident or shared accommodation","1992","Not Employed","","","","","5"
"Resident or shared accommodation","1992","Employed","","","","","5"
"Subtenant","1992","Not Employed","79","0.0220828381549194","0.0176782255083289","0.0264874508015099","3"
"Subtenant","1992","Employed","254","0.0317963851878621","0.0281943995308498","0.0353983708448744","3"
"Tenant","1992","Not Employed","4","","","","4"
"Tenant","1992","Employed","4","","","","4"
"Main tenant","1993","Not Employed","2511","0.525919650165497","0.511237298880919","0.540602001450076","2"
"Main tenant","1993","Employed","5182","0.538949792353563","0.528495018901479","0.549404565805646","2"
"Owner","1993","Not Employed","1833","0.445016617294393","0.430403662582291","0.459629572006495","1"
"Owner","1993","Employed","3296","0.429363616776241","0.418982150190855","0.439745083361626","1"
"Resident or shared accommodation","1993","Not Employed","","","","","5"
"Resident or shared accommodation","1993","Employed","","","","","5"
"Subtenant","1993","Not Employed","99","0.0290637325401096","0.0241242552807217","0.0340032097994974","3"
"Subtenant","1993","Employed","255","0.031686590870197","0.0280128197812469","0.0353603619591471","3"
"Tenant","1993","Employed","","","","","4"
"Tenant","1993","Not Employed","","","","","4"
"Main tenant","1994","Not Employed","2573","0.52208658012876","0.507631197263517","0.536541962994003","2"
"Main tenant","1994","Employed","4916","0.541563177619065","0.530877128677855","0.552249226560276","2"
"Owner","1994","Not Employed","1913","0.448708335909278","0.434315164327408","0.463101507491149","1"
"Owner","1994","Employed","3201","0.429744795770966","0.419128016458253","0.440361575083678","1"
"Resident or shared accommodation","1994","Not Employed","","","","","5"
"Resident or shared accommodation","1994","Employed","","","","","5"
"Subtenant","1994","Employed","235","0.0286920266099689","0.0251117882818091","0.0322722649381287","3"
"Subtenant","1994","Not Employed","101","0.0292050839619616","0.0243323051601405","0.0340778627637826","3"
"Tenant","1994","Employed","","","","","4"
"Tenant","1994","Not Employed","","","","","4"
"Main tenant","1995","Not Employed","2793","0.516150752117296","0.502068942242198","0.530232561992395","2"
"Main tenant","1995","Employed","5007","0.52958811362449","0.518997260978205","0.540178966270774","2"
"Owner","1995","Not Employed","1909","0.449457558398596","0.435440563818473","0.463474552978719","1"
"Owner","1995","Employed","3279","0.437627075514456","0.427100503617678","0.448153647411234","1"
"Resident or shared accommodation","1995","Not Employed","","","","","5"
"Resident or shared accommodation","1995","Employed","","","","","5"
"Subtenant","1995","Employed","246","0.0327848108610543","0.0290063009742675","0.0365633207478411","3"
"Subtenant","1995","Not Employed","136","0.034391689484108","0.029256666262291","0.0395267127059251","3"
"Tenant","1995","Not Employed","","","","","4"
"Tenant","1995","Employed","","","","","4"
"Main tenant","1996","Employed","4853","0.530346617885483","0.519707990499067","0.540985245271899","2"
"Main tenant","1996","Not Employed","2663","0.515902501689083","0.501570944090138","0.530234059288028","2"
"Owner","1996","Not Employed","1888","0.456148990674876","0.44186542993524","0.470432551414512","1"
"Owner","1996","Employed","3333","0.436086698417006","0.425515856974349","0.446657539859663","1"
"Resident or shared accommodation","1996","Not Employed","","","","","5"
"Resident or shared accommodation","1996","Employed","","","","","5"
"Subtenant","1996","Employed","268","0.0335666836975109","0.0297273387436777","0.0374060286513441","3"
"Subtenant","1996","Not Employed","120","0.0279485076360407","0.0232217089678946","0.0326753063041867","3"
"Tenant","1996","Not Employed","","","","","4"
"Tenant","1996","Employed","","","","","4"
"Main tenant","1997","Employed","4566","0.522557275975517","0.511721730429218","0.533392821521816","2"
"Main tenant","1997","Not Employed","2675","0.513270794682085","0.499059722191244","0.527481867172927","2"
"Owner","1997","Not Employed","1971","0.457726456759411","0.443561276974507","0.471891636544314","1"
"Owner","1997","Employed","3358","0.447053925866883","0.436268320180226","0.45783953155354","1"
"Resident or shared accommodation","1997","Not Employed","","","","","5"
"Resident or shared accommodation","1997","Employed","","","","","5"
"Subtenant","1997","Not Employed","106","0.0290027485585041","0.0242314295526196","0.0337740675643885","3"
"Subtenant","1997","Employed","239","0.0303887981575997","0.0266650631544371","0.0341125331607622","3"
"Tenant","1997","Not Employed","","","","","4"
"Tenant","1997","Employed","","","","","4"
"Main tenant","1998","Not Employed","2883","0.491008789771744","0.477722970627031","0.504294608916458","2"
"Main tenant","1998","Employed","4785","0.514324048245106","0.503933516260482","0.524714580229729","2"
"Owner","1998","Not Employed","2400","0.475101378425758","0.461829896407296","0.48837286044422","1"
"Owner","1998","Employed","3822","0.449541147471714","0.439199416802819","0.459882878140609","1"
"Resident or shared accommodation","1998","Not Employed","","","","","5"
"Resident or shared accommodation","1998","Employed","","","","","5"
"Subtenant","1998","Not Employed","137","0.0272365888951053","0.0229107680114108","0.0315624097787999","3"
"Subtenant","1998","Employed","281","0.0361348042831803","0.0322549352078753","0.0400146733584854","3"
"Tenant","1998","Not Employed","19","","","","4"
"Tenant","1998","Employed","","","","","4"
"Main tenant","1999","Not Employed","2640","0.497142409789865","0.483239035677948","0.511045783901782","2"
"Main tenant","1999","Employed","4673","0.511481395424473","0.501037506853252","0.521925283995694","2"
"Owner","1999","Not Employed","2194","0.469624122896303","0.455746202967985","0.483502042824621","1"
"Owner","1999","Employed","3906","0.461024835438643","0.450609978887268","0.471439691990019","1"
"Resident or shared accommodation","1999","Not Employed","24","","","","5"
"Resident or shared accommodation","1999","Employed","2","","","","5"
"Subtenant","1999","Not Employed","110","0.0240744264419298","0.0198121302967712","0.0283367225870884","3"
"Subtenant","1999","Employed","219","0.0274101616625187","0.0239988027270363","0.030821520598001","3"
"Tenant","1999","Employed","","","","","4"
"Tenant","1999","Not Employed","","","","","4"
"Main tenant","2000","Not Employed","4324","0.490579149331227","0.480290430682414","0.500867867980039","2"
"Main tenant","2000","Employed","7509","0.522185695923583","0.514243514603015","0.53012787724415","2"
"Owner","2000","Not Employed","4610","0.489215330682369","0.478927179296118","0.499503482068619","1"
"Owner","2000","Employed","7438","0.458610751672576","0.450688025094436","0.466533478250715","1"
"Resident or shared accommodation","2000","Not Employed","32","0.00625908495256464","0.00463592843935783","0.00788224146577144","5"
"Resident or shared accommodation","2000","Employed","1","","","","5"
"Subtenant","2000","Not Employed","103","0.0139464350338402","0.0115329186689003","0.0163599513987802","3"
"Subtenant","2000","Employed","247","0.0190235546235291","0.0168514893941197","0.0211956198529386","3"
"Tenant","2000","Employed","","","","","4"
"Tenant","2000","Not Employed","","","","","4"
"Main tenant","2001","Employed","6818","0.518495483277488","0.510196235035203","0.526794731519773","2"
"Main tenant","2001","Not Employed","3858","0.48652790463629","0.475669278832863","0.497386530439718","2"
"Owner","2001","Not Employed","4154","0.490772513212173","0.479911793614934","0.501633232809411","1"
"Owner","2001","Employed","6866","0.461188689136242","0.452908814535063","0.469468563737421","1"
"Resident or shared accommodation","2001","Not Employed","33","0.0074183532111552","0.00555412343278714","0.00928258298952326","5"
"Resident or shared accommodation","2001","Employed","4","","","","5"
"Subtenant","2001","Employed","236","0.0200816881716129","0.0177516602253255","0.0224117161179003","3"
"Subtenant","2001","Not Employed","93","0.0147867137858323","0.0121645275699787","0.0174089000016858","3"
"Tenant","2001","Employed","","","","","4"
"Tenant","2001","Not Employed","1","","","","4"
"Main tenant","2002","Employed","6725","0.516424706106961","0.508386675245285","0.524462736968637","2"
"Main tenant","2002","Not Employed","3760","0.482244998203574","0.471500905942404","0.492989090464743","2"
"Owner","2002","Not Employed","4405","0.495379671181707","0.484629257587333","0.506130084776082","1"
"Owner","2002","Employed","7883","0.463885140230853","0.455863775493306","0.471906504968401","1"
"Resident or shared accommodation","2002","Not Employed","29","","","","5"
"Resident or shared accommodation","2002","Employed","4","","","","5"
"Subtenant","2002","Employed","236","0.0193240514824884","0.0171098049838957","0.0215382979810811","3"
"Subtenant","2002","Not Employed","114","0.0156127947139472","0.01294718221351","0.0182784072143845","3"
"Tenant","2002","Employed","","","","","4"
"Tenant","2002","Not Employed","1","","","","4"
"Main tenant","2003","Employed","6288","0.511208821487177","0.502951513947643","0.519466129026711","2"
"Main tenant","2003","Not Employed","3667","0.482223586839693","0.471420846018279","0.493026327661107","2"
"Owner","2003","Not Employed","4384","0.489958435678343","0.479151041170711","0.500765830185976","1"
"Owner","2003","Employed","7524","0.464683390115091","0.456444635942238","0.472922144287944","1"
"Resident or shared accommodation","2003","Not Employed","32","0.00649226036400819","0.0047559706504808","0.00822855007753558","5"
"Resident or shared accommodation","2003","Employed","1","","","","5"
"Subtenant","2003","Not Employed","135","0.0208744102664984","0.017783652930062","0.0239651676029348","3"
"Subtenant","2003","Employed","265","0.0241008532479293","0.0215674968656699","0.0266342096301886","3"
"Tenant","2003","Not Employed","1","","","","4"
"Tenant","2003","Employed","","","","","4"
"Main tenant","2004","Employed","6000","0.51663022050188","0.508203977203267","0.525056463800493","2"
"Main tenant","2004","Not Employed","3683","0.488664861423633","0.47786003661682","0.499469686230446","2"
"Owner","2004","Not Employed","4397","0.485324166951034","0.47452122103736","0.496127112864708","1"
"Owner","2004","Employed","7250","0.459136517629315","0.450733813106903","0.467539222151727","1"
"Resident or shared accommodation","2004","Not Employed","35","0.00776885125941975","0.00587107859657725","0.00966662392226226","5"
"Resident or shared accommodation","2004","Employed","2","","","","5"
"Subtenant","2004","Not Employed","105","0.0176640919258682","0.0148167801609355","0.0205114036908008","3"
"Subtenant","2004","Employed","258","0.0241899067301121","0.0215992844640731","0.026780528996151","3"
"Tenant","2004","Not Employed","2","","","","4"
"Tenant","2004","Employed","1","","","","4"
"Main tenant","2005","Not Employed","3568","0.497311825304929","0.486306506960107","0.508317143649751","2"
"Main tenant","2005","Employed","5684","0.522989545363585","0.514364390608213","0.531614700118956","2"
"Owner","2005","Not Employed","4187","0.47219906618847","0.461210614043115","0.483187518333825","1"
"Owner","2005","Employed","6942","0.449838197020224","0.441247471844555","0.458428922195894","1"
"Resident or shared accommodation","2005","Not Employed","37","0.00846558403732676","0.00644897717241699","0.0104821909022365","5"
"Resident or shared accommodation","2005","Employed","","","","","5"
"Subtenant","2005","Not Employed","137","0.0220235244692744","0.0187931973988061","0.0252538515397427","3"
"Subtenant","2005","Employed","254","0.027133948561539","0.0243282599671433","0.0299396371559346","3"
"Tenant","2005","Not Employed","","","","","4"
"Tenant","2005","Employed","2","","","","4"
"Main tenant","2006","Not Employed","3934","0.509152904438645","0.498766273194614","0.519539535682676","2"
"Main tenant","2006","Employed","5872","0.521656105420546","0.513223429505178","0.530088781335914","2"
"Owner","2006","Not Employed","4800","0.465325234805697","0.454961873634746","0.475688595976648","1"
"Owner","2006","Employed","7356","0.453393845104526","0.444989996618845","0.461797693590206","1"
"Resident or shared accommodation","2006","Not Employed","45","0.00735391681197262","0.00557877088352595","0.00912906274041929","5"
"Resident or shared accommodation","2006","Employed","1","","","","5"
"Subtenant","2006","Not Employed","120","0.0181679439436855","0.0153930334329913","0.0209428544543797","3"
"Subtenant","2006","Employed","249","0.0246542321454412","0.0220364820304044","0.0272719822604781","3"
"Tenant","2006","Employed","2","","","","4"
"Tenant","2006","Not Employed","","","","","4"
"Main tenant","2007","Not Employed","3662","0.498299033421712","0.487576575723325","0.509021491120098","2"
"Main tenant","2007","Employed","5495","0.514724617194","0.506002182830529","0.523447051557471","2"
"Owner","2007","Not Employed","4518","0.474291580932542","0.4635832440831","0.484999917781984","1"
"Owner","2007","Employed","6889","0.458016032816815","0.449320630710671","0.46671143492296","1"
"Resident or shared accommodation","2007","Not Employed","47","0.00836797859672844","0.00641448315642242","0.0103214740370344","5"
"Resident or shared accommodation","2007","Employed","3","","","","5"
"Subtenant","2007","Employed","223","0.0264151202441161","0.023616336671254","0.0292139038169782","3"
"Subtenant","2007","Not Employed","126","0.0190414070490183","0.0161105022853558","0.0219723118126808","3"
"Tenant","2007","Employed","2","","","","4"
"Tenant","2007","Not Employed","","","","","4"
"Main tenant","2008","Not Employed","3321","0.485506193541223","0.474384045842511","0.496628341239936","2"
"Main tenant","2008","Employed","5139","0.506790270941777","0.497818544485825","0.515761997397728","2"
"Owner","2008","Not Employed","4255","0.477891561595221","0.466775620608184","0.489007502582258","1"
"Owner","2008","Employed","6588","0.471535830596693","0.462577827779273","0.480493833414113","1"
"Resident or shared accommodation","2008","Not Employed","46","0.00947282494079061","0.0073171952909456","0.0116284545906356","5"
"Resident or shared accommodation","2008","Employed","1","","","","5"
"Subtenant","2008","Employed","199","0.0212215590037286","0.0186352708424211","0.0238078471650361","3"
"Subtenant","2008","Not Employed","135","0.0271294199227648","0.023514081269742","0.0307447585757876","3"
"Tenant","2008","Not Employed","","","","","4"
"Tenant","2008","Employed","2","","","","4"
"Main tenant","2009","Employed","4829","0.503945159151983","0.494704444995732","0.513185873308235","2"
"Main tenant","2009","Not Employed","3004","0.476613059622858","0.465009425722922","0.488216693522793","2"
"Owner","2009","Not Employed","3944","0.492328542213155","0.480713561610143","0.503943522816166","1"
"Owner","2009","Employed","6197","0.47035567077604","0.461130924985134","0.479580416566946","1"
"Resident or shared accommodation","2009","Not Employed","39","0.00839977527161435","0.00627945361150368","0.010520096931725","5"
"Resident or shared accommodation","2009","Employed","1","","","","5"
"Subtenant","2009","Employed","217","0.0252352090971174","0.0223365147595401","0.0281339034346947","3"
"Subtenant","2009","Not Employed","130","0.0226586228923733","0.0192013034641897","0.026115942320557","3"
"Tenant","2009","Not Employed","","","","","4"
"Tenant","2009","Employed","2","","","","4"
"Main tenant","2010","Employed","7340","0.495441239553137","0.487598948509711","0.503283530596562","2"
"Main tenant","2010","Not Employed","4268","0.475814919389693","0.465391159487337","0.486238679292048","2"
"Owner","2010","Not Employed","4377","0.494374687126951","0.483939372188916","0.504810002064985","1"
"Owner","2010","Employed","8024","0.481206554202276","0.473369479059294","0.489043629345257","1"
"Resident or shared accommodation","2010","Not Employed","37","0.00860315908556673","0.00667556410828512","0.0105307540628483","5"
"Resident or shared accommodation","2010","Employed","4","","","","5"
"Subtenant","2010","Not Employed","133","0.0210004772868278","0.018007738126734","0.0239932164469217","3"
"Subtenant","2010","Employed","242","0.0225957212799079","0.0202647269024733","0.0249267156573426","3"
"Tenant","2010","Not Employed","3","","","","4"
"Tenant","2010","Employed","4","","","","4"
"Main tenant","2011","Not Employed","5116","0.473347218329182","0.463884190724618","0.482810245933747","2"
"Main tenant","2011","Employed","8484","0.488403828608035","0.481165693651111","0.49564196356496","2"
"Owner","2011","Not Employed","5403","0.50004259811275","0.490566097306363","0.509519098919138","1"
"Owner","2011","Employed","9585","0.491644134281492","0.484405062980484","0.4988832055825","1"
"Resident or shared accommodation","2011","Not Employed","50","0.00800552234534652","0.00631653083963361","0.00969451385105944","5"
"Resident or shared accommodation","2011","Employed","2","","","","5"
"Subtenant","2011","Not Employed","122","0.0184268524850548","0.0158778813631208","0.0209758236069888","3"
"Subtenant","2011","Employed","246","0.019413371410734","0.0174155025919776","0.0214112402294904","3"
"Tenant","2011","Not Employed","3","","","","4"
"Tenant","2011","Employed","4","","","","4"
"Main tenant","2012","Employed","8315","0.493679786531367","0.486359117886113","0.50100045517662","2"
"Main tenant","2012","Not Employed","4927","0.470994976359029","0.461382678717758","0.480607274000301","2"
"Owner","2012","Not Employed","5271","0.505128278072365","0.495500272468169","0.51475628367656","1"
"Owner","2012","Employed","9363","0.486730047865059","0.479411373177196","0.494048722552923","1"
"Resident or shared accommodation","2012","Not Employed","36","0.00567435391201935","0.00422787633816618","0.00712083148587252","5"
"Resident or shared accommodation","2012","Employed","1","","","","5"
"Subtenant","2012","Not Employed","123","0.0181369043838884","0.0155671227277904","0.0207066860399864","3"
"Subtenant","2012","Employed","234","0.019238196972548","0.0172268851826376","0.0212495087624583","3"
"Tenant","2012","Employed","4","","","","4"
"Tenant","2012","Not Employed","2","","","","4"
"Main tenant","2013","Not Employed","8191","0.507218138504179","0.499053606806182","0.515382670202175","2"
"Main tenant","2013","Employed","7815","0.461998112120706","0.454484260643803","0.469511963597608","2"
"Owner","2013","Not Employed","5984","0.469707624997507","0.461557241741036","0.477858008253978","1"
"Owner","2013","Employed","8889","0.521466406025246","0.513937706066881","0.528995105983611","1"
"Resident or shared accommodation","2013","Not Employed","45","0.00599961538973026","0.00473848057153977","0.00726075020792075","5"
"Resident or shared accommodation","2013","Employed","","","","","5"
"Subtenant","2013","Not Employed","183","0.0170156123512906","0.0149035650703621","0.0191276596322191","3"
"Subtenant","2013","Employed","206","0.0165125852831358","0.0145919604217252","0.0184332101445464","3"
"Tenant","2013","Employed","2","","","","4"
"Tenant","2013","Not Employed","1","","","","4"
"Main tenant","2014","Employed","8775","0.495320388253886","0.487978939298808","0.502661837208965","2"
"Main tenant","2014","Not Employed","5080","0.472558871337032","0.462758619196505","0.482359123477559","2"
"Owner","2014","Not Employed","4729","0.505217437506411","0.495402926833319","0.515031948179504","1"
"Owner","2014","Employed","8805","0.485787356306233","0.478448552456206","0.49312616015626","1"
"Resident or shared accommodation","2014","Not Employed","40","0.00624376001110332","0.00469749001704746","0.00779003000515917","5"
"Resident or shared accommodation","2014","Employed","2","","","","5"
"Subtenant","2014","Employed","235","0.0188659192848936","0.0168682022733215","0.0208636362964656","3"
"Subtenant","2014","Not Employed","117","0.0155560594035253","0.0131268352838774","0.0179852835231731","3"
"Tenant","2014","Employed","","","","","4"
"Tenant","2014","Not Employed","3","","","","4"
"Main tenant","2015","Employed","8010","0.482173341754027","0.47458642543557","0.489760258072485","2"
"Main tenant","2015","Not Employed","6120","0.491869378115586","0.482462060366669","0.501276695864503","2"
"Owner","2015","Not Employed","4499","0.484201983874117","0.474798119598966","0.493605848149269","1"
"Owner","2015","Employed","8442","0.499677415148798","0.492085673719851","0.507269156577745","1"
"Resident or shared accommodation","2015","Not Employed","48","0.00717551700206303","0.00558727720355609","0.00876375680056997","5"
"Resident or shared accommodation","2015","Employed","","","","","5"
"Subtenant","2015","Employed","211","0.0181492430971747","0.0161223843087887","0.0201761018855607","3"
"Subtenant","2015","Not Employed","182","0.0167531210082337","0.0143380361924982","0.0191682058239692","3"
"Tenant","2015","Employed","","","","","4"
"Tenant","2015","Not Employed","","","","","4"
"Main tenant","2016","Employed","7999","0.488303970942966","0.480598521857286","0.496009420028645","2"
"Main tenant","2016","Not Employed","4483","0.472039264318074","0.461603037038345","0.482475491597804","2"
"Owner","2016","Not Employed","4144","0.500264473993622","0.489811891661255","0.510717056325988","1"
"Owner","2016","Employed","7927","0.490160110337976","0.482454044909564","0.497866175766389","1"
"Resident or shared accommodation","2016","Not Employed","45","0.00894522934340854","0.00697689793921251","0.0109135607476046","5"
"Resident or shared accommodation","2016","Employed","1","","","","5"
"Subtenant","2016","Not Employed","118","0.0187510323448953","0.0159153612819957","0.021586703407795","3"
"Subtenant","2016","Employed","239","0.0215233508396252","0.0192862942044001","0.0237604074748504","3"
"Tenant","2016","Not Employed","","","","","4"
"Tenant","2016","Employed","","","","","4"
"Main tenant","2017","Employed","8923","0.4829538141105","0.475718137953744","0.490189490267256","2"
"Main tenant","2017","Not Employed","7061","0.475903429455989","0.467088955292083","0.484717903619895","2"
"Owner","2017","Not Employed","4384","0.488226286313569","0.479404005041524","0.497048567585614","1"
"Owner","2017","Employed","9023","0.492514632082692","0.485275558638052","0.499753705527332","1"
"Resident or shared accommodation","2017","Not Employed","617","0.0148446798275385","0.0127103127955731","0.0169790468595038","5"
"Resident or shared accommodation","2017","Employed","53","0.000969114519329469","0.000518569016426631","0.00141966002223231","5"
"Subtenant","2017","Employed","323","0.0235624392874789","0.0213661273886384","0.0257587511863194","3"
"Subtenant","2017","Not Employed","270","0.0210256044029033","0.0184934438196609","0.0235577649861456","3"
"Tenant","2017","Not Employed","","","","","4"
"Tenant","2017","Employed","","","","","4"
"Main tenant","2018","Not Employed","7591","0.46683901910748","0.45815504853302","0.47552298968194","2"
"Main tenant","2018","Employed","9109","0.489184733555009","0.481882290873461","0.496487176236556","2"
"Owner","2018","Not Employed","4168","0.50033902757341","0.491635897094355","0.509042158052465","1"
"Owner","2018","Employed","8508","0.489848975341094","0.48254632916951","0.497151621512679","1"
"Resident or shared accommodation","2018","Not Employed","698","0.0170223251816782","0.0147707478967916","0.0192739024665649","5"
"Resident or shared accommodation","2018","Employed","108","0.00126848287552538","0.000748527039671755","0.00178843871137901","5"
"Subtenant","2018","Not Employed","221","0.0154834532358337","0.0133343810007363","0.0176325254709311","3"
"Subtenant","2018","Employed","276","0.0196978082283715","0.0176678424601013","0.0217277739966417","3"
"Tenant","2018","Not Employed","1","","","","4"
"Tenant","2018","Employed","","","","","4"
"Main tenant","2019","Not Employed","6643","0.457328021057217","0.448257229396399","0.466398812718036","2"
"Main tenant","2019","Employed","8783","0.487029645255574","0.479852079960536","0.494207210550611","2"
"Owner","2019","Not Employed","4248","0.508298815971435","0.499196062863563","0.517401569079306","1"
"Owner","2019","Employed","9418","0.491497333650145","0.484318390403926","0.498676276896363","1"
"Resident or shared accommodation","2019","Not Employed","414","0.0154934259044172","0.0132446528562685","0.0177421989525659","5"
"Resident or shared accommodation","2019","Employed","121","0.00130857830519663","0.000789457018777481","0.00182769959161577","5"
"Subtenant","2019","Not Employed","282","0.0188797370669307","0.0164016207858073","0.0213578533480541","3"
"Subtenant","2019","Employed","307","0.0201644427890851","0.0181459693907682","0.0221829161874019","3"
"Tenant","2019","Employed","","","","","4"
"Tenant","2019","Not Employed","","","","","4"
