"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Resident or shared accommodation","2002","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2002","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2002","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2002","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2002","1-pers.-HH","Urban Area","73","0.0317374227720988","0.0243549599779601","0.0391198855662374","3"
"Subtenant","2002","1-pers.-HH","Rural Area","43","0.0497187882023051","0.0351830247111164","0.0642545516934938","3"
"Subtenant","2002","(Married) couple without C. ","Urban Area","73","0.0159307228347001","0.0124886614298542","0.0193727842395459","3"
"Subtenant","2002","(Married) couple without C. ","Rural Area","46","0.018790519741374","0.0133626286696802","0.0242184108130677","3"
"Subtenant","2002","Single parent ","Urban Area","9","","","","3"
"Subtenant","2002","Single parent ","Rural Area","5","","","","3"
"Subtenant","2002","Couple + C. LE 16 ","Urban Area","22","","","","3"
"Subtenant","2002","Couple + C. LE 16 ","Rural Area","27","","","","3"
"Subtenant","2002","Couple + C. GT 16 ","Urban Area","19","","","","3"
"Subtenant","2002","Couple + C. GT 16 ","Rural Area","11","","","","3"
"Subtenant","2002","Couple + C. LE and GT 16","Urban Area","8","","","","3"
"Subtenant","2002","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Tenant","2002","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2002","1-pers.-HH","Urban Area","1","","","","4"
"Tenant","2002","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2002","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2002","Single parent ","Urban Area","","","","","4"
"Tenant","2002","Single parent ","Rural Area","","","","","4"
"Tenant","2002","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2002","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2002","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2002","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2002","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2002","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2003","1-pers.-HH","Urban Area","1505","0.707750392733668","0.688494926746531","0.727005858720804","2"
"Main tenant","2003","1-pers.-HH","Rural Area","545","0.627805553925566","0.595366282148025","0.660244825703107","2"
"Main tenant","2003","(Married) couple without C. ","Urban Area","2355","0.485183637867885","0.471267923511189","0.49909935222458","2"
"Main tenant","2003","(Married) couple without C. ","Rural Area","935","0.381921595284551","0.362393896894895","0.401449293674207","2"
"Main tenant","2003","Single parent ","Urban Area","544","0.759593013897807","0.728741365736257","0.790444662059357","2"
"Main tenant","2003","Single parent ","Rural Area","208","0.561731281512255","0.512168888414652","0.611293674609858","2"
"Main tenant","2003","Couple + C. LE 16 ","Urban Area","1430","0.51925933311904","0.501416320046355","0.537102346191725","2"
"Main tenant","2003","Couple + C. LE 16 ","Rural Area","500","0.369892672362087","0.344430445646706","0.395354899077468","2"
"Main tenant","2003","Couple + C. GT 16 ","Urban Area","844","0.404068168326231","0.384759144417707","0.423377192234754","2"
"Main tenant","2003","Couple + C. GT 16 ","Rural Area","299","0.229254578067068","0.20782442073936","0.250684735394775","2"
"Main tenant","2003","Couple + C. LE and GT 16","Urban Area","451","0.432986934162781","0.404987503130676","0.460986365194886","2"
"Main tenant","2003","Couple + C. LE and GT 16","Rural Area","142","0.218505245699563","0.186589931468116","0.25042055993101","2"
"Owner","2003","1-pers.-HH","Urban Area","536","0.24242573973011","0.224281491639923","0.260569987820296","1"
"Owner","2003","1-pers.-HH","Rural Area","251","0.289277337624365","0.258848815257126","0.319705859991605","1"
"Owner","2003","(Married) couple without C. ","Urban Area","2522","0.49818323325849","0.484261497094509","0.51210496942247","1"
"Owner","2003","(Married) couple without C. ","Rural Area","1385","0.595713560498779","0.575989083512928","0.615438037484631","1"
"Owner","2003","Single parent ","Urban Area","185","0.230435770975317","0.200033100556723","0.260838441393911","1"
"Owner","2003","Single parent ","Rural Area","170","0.428613835609186","0.379180982274407","0.478046688943965","1"
"Owner","2003","Couple + C. LE 16 ","Urban Area","1557","0.471692991040465","0.453865365434132","0.489520616646798","1"
"Owner","2003","Couple + C. LE 16 ","Rural Area","853","0.604498844929223","0.57871053580179","0.630287154056656","1"
"Owner","2003","Couple + C. GT 16 ","Urban Area","1614","0.585260613083659","0.565874220707456","0.604647005459862","1"
"Owner","2003","Couple + C. GT 16 ","Rural Area","1166","0.754823978906357","0.732892257806631","0.776755700006084","1"
"Owner","2003","Couple + C. LE and GT 16","Rural Area","499","0.779317376994726","0.747288153785064","0.811346600204388","1"
"Owner","2003","Couple + C. LE and GT 16","Urban Area","735","0.543145946998611","0.514996991141801","0.571294902855421","1"
"Resident or shared accommodation","2003","(Married) couple without C. ","Urban Area","3","","","","5"
"Resident or shared accommodation","2003","1-pers.-HH","Urban Area","21","","","","5"
"Resident or shared accommodation","2003","1-pers.-HH","Rural Area","9","","","","5"
"Resident or shared accommodation","2003","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","2003","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2003","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2003","1-pers.-HH","Urban Area","80","0.0378301539463637","0.0297525616157125","0.0459077462770149","3"
"Subtenant","2003","1-pers.-HH","Rural Area","48","0.0681971417962846","0.0512803236293388","0.0851139599632304","3"
"Subtenant","2003","(Married) couple without C. ","Urban Area","75","0.0162634743728926","0.0127416124522754","0.0197853362935098","3"
"Subtenant","2003","(Married) couple without C. ","Rural Area","58","0.0223648442166697","0.0164217377584314","0.0283079506749081","3"
"Subtenant","2003","Single parent ","Urban Area","8","","","","3"
"Subtenant","2003","Single parent ","Rural Area","7","","","","3"
"Subtenant","2003","Couple + C. LE 16 ","Urban Area","25","","","","3"
"Subtenant","2003","Couple + C. LE 16 ","Rural Area","28","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","Urban Area","23","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","Rural Area","13","","","","3"
"Subtenant","2003","Couple + C. LE and GT 16","Urban Area","17","","","","3"
"Subtenant","2003","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Tenant","2003","1-pers.-HH","Urban Area","1","","","","4"
"Tenant","2003","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2003","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2003","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2003","Single parent ","Urban Area","","","","","4"
"Tenant","2003","Single parent ","Rural Area","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2004","1-pers.-HH","Urban Area","1439","0.701937428352618","0.682223383240519","0.721651473464717","2"
"Main tenant","2004","1-pers.-HH","Rural Area","541","0.621277589347972","0.589063759528708","0.653491419167236","2"
"Main tenant","2004","(Married) couple without C. ","Urban Area","2398","0.499880419275766","0.485965610427248","0.513795228124285","2"
"Main tenant","2004","Single parent ","Urban Area","531","0.779293172309032","0.749084118149656","0.809502226468408","2"
"Main tenant","2004","(Married) couple without C. ","Rural Area","916","0.383982852466983","0.364251812280185","0.403713892653781","2"
"Main tenant","2004","Single parent ","Rural Area","213","0.597151336033117","0.547443431233746","0.646859240832488","2"
"Main tenant","2004","Couple + C. LE 16 ","Urban Area","1314","0.520838701657432","0.502357960895421","0.539319442419444","2"
"Main tenant","2004","Couple + C. LE 16 ","Rural Area","448","0.385549731213282","0.358696164007975","0.41240329841859","2"
"Main tenant","2004","Couple + C. GT 16 ","Urban Area","810","0.3907139093385","0.3713465099554","0.410081308721601","2"
"Main tenant","2004","Couple + C. LE and GT 16","Urban Area","439","0.461752467679641","0.432976557209173","0.490528378150109","2"
"Main tenant","2004","Couple + C. LE and GT 16","Rural Area","163","0.283111357847005","0.248289887865919","0.317932827828091","2"
"Main tenant","2004","Couple + C. GT 16 ","Rural Area","289","0.228653657985707","0.20731532862003","0.249991987351383","2"
"Owner","2004","1-pers.-HH","Urban Area","535","0.248846691303452","0.230212821726072","0.267480560880832","1"
"Owner","2004","1-pers.-HH","Rural Area","268","0.304731121052366","0.274162643225811","0.335299598878921","1"
"Owner","2004","(Married) couple without C. ","Urban Area","2495","0.483587479028662","0.469680168290456","0.497494789766869","1"
"Owner","2004","(Married) couple without C. ","Rural Area","1355","0.58391930552742","0.563922396767647","0.603916214287193","1"
"Owner","2004","Single parent ","Urban Area","180","0.202144160527966","0.172891078971479","0.231397242084453","1"
"Owner","2004","Single parent ","Rural Area","157","0.397109333930315","0.347520189250905","0.446698478609726","1"
"Owner","2004","Couple + C. LE 16 ","Urban Area","1457","0.467624068934755","0.449166074136438","0.486082063733072","1"
"Owner","2004","Couple + C. LE 16 ","Rural Area","799","0.604235885443381","0.57725601393551","0.631215756951252","1"
"Owner","2004","Couple + C. GT 16 ","Urban Area","1611","0.595896115721911","0.576417278421046","0.615374953022775","1"
"Owner","2004","Couple + C. GT 16 ","Rural Area","1188","0.764040568042712","0.742466924146357","0.785614211939067","1"
"Owner","2004","Couple + C. LE and GT 16","Urban Area","706","0.531204439468861","0.502400225359898","0.560008653577824","1"
"Owner","2004","Couple + C. LE and GT 16","Rural Area","477","0.711463108294438","0.676442839772756","0.746483376816121","1"
"Resident or shared accommodation","2004","1-pers.-HH","Rural Area","14","","","","5"
"Resident or shared accommodation","2004","1-pers.-HH","Urban Area","19","","","","5"
"Resident or shared accommodation","2004","(Married) couple without C. ","Urban Area","2","","","","5"
"Resident or shared accommodation","2004","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","2004","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2004","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","Urban Area","2","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2004","1-pers.-HH","Urban Area","73","0.0367903791916122","0.0286770263816441","0.0449037320015802","3"
"Subtenant","2004","1-pers.-HH","Rural Area","48","0.0512590528448837","0.0366137578303967","0.0659043478593707","3"
"Subtenant","2004","(Married) couple without C. ","Urban Area","64","0.0159288641299073","0.0124445852898515","0.0194131429699631","3"
"Subtenant","2004","(Married) couple without C. ","Rural Area","63","0.0320978420055964","0.0249470966658673","0.0392485873453256","3"
"Subtenant","2004","Single parent ","Urban Area","13","","","","3"
"Subtenant","2004","Single parent ","Rural Area","4","","","","3"
"Subtenant","2004","Couple + C. LE 16 ","Urban Area","34","0.0113612559309894","0.00744059875229783","0.0152819131096809","3"
"Subtenant","2004","Couple + C. LE 16 ","Rural Area","15","","","","3"
"Subtenant","2004","Couple + C. GT 16 ","Urban Area","17","","","","3"
"Subtenant","2004","Couple + C. GT 16 ","Rural Area","11","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","Urban Area","8","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Tenant","2004","1-pers.-HH","Urban Area","2","","","","4"
"Tenant","2004","(Married) couple without C. ","Urban Area","1","","","","4"
"Tenant","2004","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2004","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2004","Single parent ","Urban Area","","","","","4"
"Tenant","2004","Single parent ","Rural Area","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2005","1-pers.-HH","Urban Area","1443","0.701865691912969","0.682273061903881","0.721458321922058","2"
"Main tenant","2005","1-pers.-HH","Rural Area","533","0.620407715737888","0.588381097592164","0.652434333883611","2"
"Main tenant","2005","(Married) couple without C. ","Urban Area","2283","0.50527529588258","0.491120936841485","0.519429654923675","2"
"Main tenant","2005","Single parent ","Urban Area","511","0.782302624040423","0.752138019473558","0.812467228607288","2"
"Main tenant","2005","(Married) couple without C. ","Rural Area","877","0.396137377515802","0.376021846144624","0.416252908886981","2"
"Main tenant","2005","Single parent ","Rural Area","218","0.615145660688638","0.566979477425559","0.663311843951716","2"
"Main tenant","2005","Couple + C. LE 16 ","Urban Area","1204","0.529540993182843","0.510187323463663","0.548894662902022","2"
"Main tenant","2005","Couple + C. LE 16 ","Rural Area","397","0.392973860868011","0.365011759012977","0.420935962723044","2"
"Main tenant","2005","Couple + C. GT 16 ","Urban Area","767","0.429758616015557","0.409527220742521","0.449990011288592","2"
"Main tenant","2005","Couple + C. GT 16 ","Rural Area","263","0.199562610396464","0.17833687192865","0.220788348864279","2"
"Main tenant","2005","Couple + C. LE and GT 16","Urban Area","444","0.490015336831843","0.460673043679337","0.519357629984348","2"
"Main tenant","2005","Couple + C. LE and GT 16","Rural Area","138","0.267300697197645","0.23168153671527","0.302919857680019","2"
"Owner","2005","1-pers.-HH","Urban Area","537","0.23894760594385","0.220682660792576","0.257212551095123","1"
"Owner","2005","1-pers.-HH","Rural Area","270","0.291432591563314","0.261442800240695","0.321422382885933","1"
"Owner","2005","(Married) couple without C. ","Urban Area","2434","0.471498924910782","0.457366793489748","0.485631056331816","1"
"Owner","2005","(Married) couple without C. ","Rural Area","1345","0.580812211843119","0.56051848994688","0.601105933739357","1"
"Owner","2005","Single parent ","Urban Area","198","0.204604977450596","0.175117801746664","0.234092153154527","1"
"Owner","2005","Single parent ","Rural Area","161","0.357379133114682","0.309938872643918","0.404819393585446","1"
"Owner","2005","Couple + C. LE 16 ","Urban Area","1327","0.457383244224846","0.438066258257343","0.476700230192349","1"
"Owner","2005","Couple + C. LE 16 ","Rural Area","766","0.603154582140521","0.575144828694829","0.631164335586213","1"
"Owner","2005","Couple + C. GT 16 ","Urban Area","1506","0.556365810797283","0.536062031018732","0.576669590575833","1"
"Owner","2005","Couple + C. GT 16 ","Rural Area","1088","0.793489363496998","0.771991202812108","0.814987524181887","1"
"Owner","2005","Couple + C. LE and GT 16","Urban Area","665","0.499374918025162","0.470026795584854","0.52872304046547","1"
"Owner","2005","Couple + C. LE and GT 16","Rural Area","455","0.732699302802355","0.697080142319981","0.76831846328473","1"
"Resident or shared accommodation","2005","1-pers.-HH","Urban Area","16","","","","5"
"Resident or shared accommodation","2005","1-pers.-HH","Rural Area","17","","","","5"
"Resident or shared accommodation","2005","(Married) couple without C. ","Urban Area","2","","","","5"
"Resident or shared accommodation","2005","(Married) couple without C. ","Rural Area","2","","","","5"
"Resident or shared accommodation","2005","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2005","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2005","1-pers.-HH","Urban Area","98","0.0494074905423883","0.04012523876442","0.0586897423203565","3"
"Subtenant","2005","1-pers.-HH","Rural Area","62","0.0618007886271652","0.0459095284268419","0.0776920488274885","3"
"Subtenant","2005","(Married) couple without C. ","Urban Area","74","0.0226267696858287","0.0184167330552884","0.026836806316369","3"
"Subtenant","2005","(Married) couple without C. ","Rural Area","45","0.0215825934709835","0.0156060040143219","0.0275591829276452","3"
"Subtenant","2005","Single parent ","Urban Area","10","","","","3"
"Subtenant","2005","Single parent ","Rural Area","13","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","Urban Area","24","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","Rural Area","9","","","","3"
"Subtenant","2005","Couple + C. GT 16 ","Urban Area","27","","","","3"
"Subtenant","2005","Couple + C. LE and GT 16","Urban Area","6","","","","3"
"Subtenant","2005","Couple + C. GT 16 ","Rural Area","11","","","","3"
"Subtenant","2005","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","2005","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2005","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2005","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2005","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2005","Single parent ","Urban Area","","","","","4"
"Tenant","2005","Single parent ","Rural Area","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Main tenant","2006","1-pers.-HH","Urban Area","1579","0.708203768979311","0.689653797354578","0.726753740604044","2"
"Main tenant","2006","1-pers.-HH","Rural Area","641","0.624321351816322","0.59501426187047","0.653628441762173","2"
"Main tenant","2006","(Married) couple without C. ","Urban Area","2442","0.512226614854741","0.498817536568279","0.525635693141203","2"
"Main tenant","2006","Single parent ","Urban Area","547","0.771704293148661","0.74215333477038","0.801255251526942","2"
"Main tenant","2006","(Married) couple without C. ","Rural Area","928","0.381920564576522","0.363077726614939","0.400763402538105","2"
"Main tenant","2006","Single parent ","Rural Area","240","0.584952213189108","0.538912670809684","0.630991755568533","2"
"Main tenant","2006","Couple + C. LE 16 ","Urban Area","1256","0.537479282292663","0.518707309966146","0.55625125461918","2"
"Main tenant","2006","Couple + C. LE 16 ","Rural Area","430","0.413585005450947","0.385961729315366","0.441208281586529","2"
"Main tenant","2006","Couple + C. GT 16 ","Urban Area","716","0.40378028428407","0.383684448593749","0.423876119974392","2"
"Main tenant","2006","Couple + C. GT 16 ","Rural Area","338","0.245199619071783","0.223486442145121","0.266912795998445","2"
"Main tenant","2006","Couple + C. LE and GT 16","Urban Area","411","0.471774375658142","0.441835232183469","0.501713519132816","2"
"Main tenant","2006","Couple + C. LE and GT 16","Rural Area","112","0.253208846692956","0.21709618384626","0.289321509539653","2"
"Owner","2006","1-pers.-HH","Urban Area","616","0.242944408124149","0.225444263683007","0.26044455256529","1"
"Owner","2006","1-pers.-HH","Rural Area","336","0.298899555816009","0.271197429650175","0.326601681981842","1"
"Owner","2006","(Married) couple without C. ","Urban Area","2833","0.473176371782886","0.459782598179937","0.486570145385835","1"
"Owner","2006","(Married) couple without C. ","Rural Area","1580","0.597001110507268","0.577978192380257","0.61602402863428","1"
"Owner","2006","Single parent ","Urban Area","221","0.213005766030989","0.184180143523603","0.241831388538375","1"
"Owner","2006","Single parent ","Rural Area","193","0.400432433413414","0.354649307461492","0.446215559365336","1"
"Owner","2006","Couple + C. LE 16 ","Urban Area","1425","0.452317030697974","0.433577895961236","0.471056165434711","1"
"Owner","2006","Couple + C. LE 16 ","Rural Area","765","0.566841037337682","0.539047453294394","0.59463462138097","1"
"Owner","2006","Couple + C. GT 16 ","Rural Area","1153","0.741795691230812","0.719706932270188","0.763884450191435","1"
"Owner","2006","Couple + C. GT 16 ","Urban Area","1558","0.583224025131678","0.563031092759483","0.603416957503874","1"
"Owner","2006","Couple + C. LE and GT 16","Urban Area","649","0.519409134959381","0.489444774545743","0.549373495373019","1"
"Owner","2006","Couple + C. LE and GT 16","Rural Area","445","0.746791153307044","0.710678490460347","0.78290381615374","1"
"Resident or shared accommodation","2006","1-pers.-HH","Urban Area","25","","","","5"
"Resident or shared accommodation","2006","1-pers.-HH","Rural Area","18","","","","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2006","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2006","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2006","1-pers.-HH","Urban Area","87","0.038941892940552","0.0310477016435064","0.0468360842375977","3"
"Subtenant","2006","1-pers.-HH","Rural Area","54","0.0552688980421639","0.0414410417841838","0.069096754300144","3"
"Subtenant","2006","(Married) couple without C. ","Urban Area","63","0.0145970133623728","0.011379667526321","0.0178143591984246","3"
"Subtenant","2006","(Married) couple without C. ","Rural Area","41","0.0194332221374709","0.0140795886038395","0.0247868556711023","3"
"Subtenant","2006","Single parent ","Urban Area","7","","","","3"
"Subtenant","2006","Single parent ","Rural Area","7","","","","3"
"Subtenant","2006","Couple + C. LE 16 ","Urban Area","29","","","","3"
"Subtenant","2006","Couple + C. LE 16 ","Rural Area","26","","","","3"
"Subtenant","2006","Couple + C. GT 16 ","Urban Area","16","","","","3"
"Subtenant","2006","Couple + C. LE and GT 16","Urban Area","8","","","","3"
"Subtenant","2006","Couple + C. GT 16 ","Rural Area","17","","","","3"
"Subtenant","2006","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","2006","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2006","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2006","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2006","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2006","Single parent ","Urban Area","","","","","4"
"Tenant","2006","Single parent ","Rural Area","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2006","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2006","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Main tenant","2007","1-pers.-HH","Urban Area","1472","0.704482379775662","0.685284866257381","0.723679893293942","2"
"Main tenant","2007","(Married) couple without C. ","Urban Area","2257","0.490322945289421","0.476405129247956","0.504240761330886","2"
"Main tenant","2007","1-pers.-HH","Rural Area","632","0.62278637556082","0.592924225634142","0.652648525487499","2"
"Main tenant","2007","Single parent ","Urban Area","525","0.784673193092045","0.754834638271758","0.814511747912332","2"
"Main tenant","2007","(Married) couple without C. ","Rural Area","856","0.368403673396309","0.349232527184171","0.387574819608447","2"
"Main tenant","2007","Single parent ","Rural Area","220","0.559147916840665","0.512111307181831","0.606184526499499","2"
"Main tenant","2007","Couple + C. LE 16 ","Urban Area","1137","0.51892711475241","0.499246829339823","0.538607400164998","2"
"Main tenant","2007","Couple + C. LE 16 ","Rural Area","410","0.408427703423991","0.379601794209936","0.437253612638047","2"
"Main tenant","2007","Couple + C. GT 16 ","Urban Area","722","0.418894557970601","0.398521917282342","0.43926719865886","2"
"Main tenant","2007","Couple + C. GT 16 ","Rural Area","333","0.271366735260341","0.2483198163156","0.294413654205081","2"
"Main tenant","2007","Couple + C. LE and GT 16","Urban Area","354","0.420923935960565","0.390092085276727","0.451755786644403","2"
"Main tenant","2007","Couple + C. LE and GT 16","Rural Area","96","0.268748179864586","0.229695419420599","0.307800940308573","2"
"Owner","2007","1-pers.-HH","Urban Area","587","0.246508134474479","0.228374989418457","0.2646412795305","1"
"Owner","2007","1-pers.-HH","Rural Area","305","0.28092597866082","0.253234854593117","0.308617102728523","1"
"Owner","2007","(Married) couple without C. ","Urban Area","2625","0.484670298836347","0.470756419513732","0.498584178158961","1"
"Owner","2007","(Married) couple without C. ","Rural Area","1527","0.606910482838295","0.587498300753581","0.626322664923009","1"
"Owner","2007","Single parent ","Urban Area","197","0.197306440446245","0.168417617520094","0.226195263372396","1"
"Owner","2007","Single parent ","Rural Area","198","0.427112880180994","0.38024966623948","0.473976094122507","1"
"Owner","2007","Couple + C. LE 16 ","Urban Area","1308","0.468264336515082","0.448609646128859","0.487919026901305","1"
"Owner","2007","Couple + C. LE 16 ","Rural Area","693","0.577395148335947","0.54842669495571","0.606363601716185","1"
"Owner","2007","Couple + C. GT 16 ","Urban Area","1517","0.571828664101131","0.551396740742578","0.592260587459684","1"
"Owner","2007","Couple + C. GT 16 ","Rural Area","1093","0.726797083149076","0.703701479066651","0.749892687231501","1"
"Owner","2007","Couple + C. LE and GT 16","Urban Area","629","0.578462970103191","0.547625011369901","0.609300928836481","1"
"Owner","2007","Couple + C. LE and GT 16","Rural Area","399","0.731251820135414","0.692199059691427","0.770304580579401","1"
"Resident or shared accommodation","2007","1-pers.-HH","Rural Area","21","","","","5"
"Resident or shared accommodation","2007","1-pers.-HH","Urban Area","20","","","","5"
"Resident or shared accommodation","2007","(Married) couple without C. ","Urban Area","6","","","","5"
"Resident or shared accommodation","2007","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2007","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2007","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2007","1-pers.-HH","Urban Area","91","0.0397571202288455","0.0315362795529899","0.0479779609047011","3"
"Subtenant","2007","(Married) couple without C. ","Urban Area","68","0.023242313164241","0.0190474718631664","0.0274371544653157","3"
"Subtenant","2007","1-pers.-HH","Rural Area","54","0.0690783704767484","0.0534546148523892","0.0847021261011076","3"
