"hgowner","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"4","1993","66 and older","direct migration background","","","",""
"4","1993","66 and older","indirect migration background","","","",""
"5","1993","16-34 y.","no migration background","","","",""
"5","1993","16-34 y.","direct migration background","","","",""
"5","1993","16-34 y.","indirect migration background","","","",""
"5","1993","35-65 y.","no migration background","","","",""
"5","1993","35-65 y.","direct migration background","","","",""
"5","1993","35-65 y.","indirect migration background","","","",""
"5","1993","66 and older","no migration background","","","",""
"5","1993","66 and older","direct migration background","","","",""
"5","1993","66 and older","indirect migration background","","","",""
"1","1994","16-34 y.","no migration background","1283","0.356251801965531","0.340593090182739","0.371910513748324"
"1","1994","16-34 y.","direct migration background","103","0.190205890253038","0.16226676684839","0.218145013657686"
"1","1994","16-34 y.","indirect migration background","80","0.228513597359456","0.190309559885381","0.266717634833531"
"1","1994","35-65 y.","no migration background","2618","0.534567472045852","0.520925875098358","0.548209068993346"
"1","1994","35-65 y.","direct migration background","304","0.291765741746271","0.268287127596035","0.315244355896507"
"1","1994","35-65 y.","indirect migration background","12","","",""
"1","1994","66 and older","no migration background","648","0.44272143043323","0.416146430213499","0.469296430652961"
"1","1994","66 and older","direct migration background","65","0.412771928510097","0.339618961026001","0.485924895994193"
"1","1994","66 and older","indirect migration background","1","","",""
"2","1994","16-34 y.","no migration background","2156","0.599592491311502","0.583571157039548","0.615613825583456"
"2","1994","16-34 y.","direct migration background","631","0.778159326313421","0.748581357999133","0.80773729462771"
"2","1994","16-34 y.","indirect migration background","375","0.742462177368546","0.702674665802982","0.78224968893411"
"2","1994","35-65 y.","no migration background","2432","0.445135607266835","0.43154386347894","0.45872735105473"
"2","1994","35-65 y.","direct migration background","1097","0.680801318819684","0.656724029947764","0.704878607691604"
"2","1994","35-65 y.","indirect migration background","16","","",""
"2","1994","66 and older","no migration background","675","0.531163383463236","0.504464281188299","0.557862485738173"
"2","1994","66 and older","direct migration background","104","0.536405910751017","0.462310861791665","0.610500959710369"
"2","1994","66 and older","indirect migration background","3","","",""
"3","1994","16-34 y.","no migration background","154","0.0441557067229664","0.0374382252347266","0.0508731882112061"
"3","1994","16-34 y.","direct migration background","24","","",""
"3","1994","16-34 y.","indirect migration background","9","","",""
"3","1994","35-65 y.","no migration background","86","0.0202969206873131","0.0164403801798718","0.0241534611947544"
"3","1994","35-65 y.","direct migration background","39","0.0274329394340442","0.0189964300177083","0.0358694488503801"
"3","1994","35-65 y.","indirect migration background","","","",""
"3","1994","66 and older","no migration background","19","","",""
"3","1994","66 and older","direct migration background","5","","",""
"3","1994","66 and older","indirect migration background","","","",""
"4","1994","16-34 y.","no migration background","","","",""
"4","1994","16-34 y.","direct migration background","","","",""
"4","1994","16-34 y.","indirect migration background","","","",""
"4","1994","35-65 y.","no migration background","","","",""
"4","1994","35-65 y.","direct migration background","","","",""
"4","1994","35-65 y.","indirect migration background","","","",""
"4","1994","66 and older","no migration background","","","",""
"4","1994","66 and older","direct migration background","","","",""
"4","1994","66 and older","indirect migration background","","","",""
"5","1994","16-34 y.","no migration background","","","",""
"5","1994","16-34 y.","direct migration background","","","",""
"5","1994","16-34 y.","indirect migration background","","","",""
"5","1994","35-65 y.","no migration background","","","",""
"5","1994","35-65 y.","direct migration background","","","",""
"5","1994","35-65 y.","indirect migration background","","","",""
"5","1994","66 and older","no migration background","","","",""
"5","1994","66 and older","direct migration background","","","",""
"5","1994","66 and older","indirect migration background","","","",""
"1","1995","16-34 y.","no migration background","1284","0.370398456952749","0.354486021573299","0.3863108923322"
"1","1995","16-34 y.","direct migration background","108","0.144952366676741","0.122506313023518","0.167398420329965"
"1","1995","16-34 y.","indirect migration background","89","0.279604121045984","0.239412295907084","0.319795946184883"
"1","1995","35-65 y.","no migration background","2636","0.540194846349936","0.526610993831165","0.553778698868707"
"1","1995","35-65 y.","direct migration background","338","0.283052202205958","0.261348884466954","0.304755519944962"
"1","1995","35-65 y.","indirect migration background","11","","",""
"1","1995","66 and older","no migration background","642","0.461379239318441","0.434628194743385","0.488130283893497"
"1","1995","66 and older","direct migration background","77","0.444312634068371","0.377739224948709","0.510886043188033"
"1","1995","66 and older","indirect migration background","3","","",""
"2","1995","16-34 y.","no migration background","2093","0.575722687075499","0.559437199954769","0.592008174196228"
"2","1995","16-34 y.","direct migration background","797","0.776382842719888","0.749817054109129","0.802948631330648"
"2","1995","16-34 y.","indirect migration background","377","0.663179522289978","0.620854701117626","0.705504343462331"
"2","1995","35-65 y.","no migration background","2452","0.442465837173791","0.428928400555969","0.456003273791614"
"2","1995","35-65 y.","direct migration background","1268","0.683904106062345","0.661503687945606","0.706304524179085"
"2","1995","35-65 y.","indirect migration background","17","","",""
"2","1995","66 and older","no migration background","664","0.507406357316815","0.480578095890343","0.534234618743287"
"2","1995","66 and older","direct migration background","131","0.524838163821492","0.457930682115951","0.591745645527032"
"2","1995","66 and older","indirect migration background","1","","",""
"3","1995","16-34 y.","no migration background","161","0.0538788559717517","0.0464392191770947","0.0613184927664087"
"3","1995","16-34 y.","direct migration background","40","0.0786647906033705","0.061500288255498","0.0958292929512431"
"3","1995","16-34 y.","indirect migration background","13","","",""
"3","1995","35-65 y.","no migration background","83","0.0173393164762726","0.0137815404943986","0.0208970924581466"
"3","1995","35-65 y.","direct migration background","49","0.0330436917316969","0.0244318349559725","0.0416555485074213"
"3","1995","35-65 y.","indirect migration background","","","",""
"3","1995","66 and older","no migration background","28","","",""
"3","1995","66 and older","direct migration background","6","","",""
"3","1995","66 and older","indirect migration background","2","","",""
"4","1995","16-34 y.","no migration background","","","",""
"4","1995","16-34 y.","direct migration background","","","",""
"4","1995","16-34 y.","indirect migration background","","","",""
"4","1995","35-65 y.","no migration background","","","",""
"4","1995","35-65 y.","direct migration background","","","",""
"4","1995","35-65 y.","indirect migration background","","","",""
"4","1995","66 and older","no migration background","","","",""
"4","1995","66 and older","direct migration background","","","",""
"4","1995","66 and older","indirect migration background","","","",""
"5","1995","16-34 y.","no migration background","","","",""
"5","1995","16-34 y.","direct migration background","","","",""
"5","1995","16-34 y.","indirect migration background","","","",""
"5","1995","35-65 y.","no migration background","","","",""
"5","1995","35-65 y.","direct migration background","","","",""
"5","1995","35-65 y.","indirect migration background","","","",""
"5","1995","66 and older","no migration background","","","",""
"5","1995","66 and older","direct migration background","","","",""
"5","1995","66 and older","indirect migration background","","","",""
"1","1996","16-34 y.","no migration background","1272","0.382621196111701","0.3663416765831","0.398900715640301"
"1","1996","16-34 y.","direct migration background","98","0.124506073521026","0.102245232197985","0.146766914844067"
"1","1996","16-34 y.","indirect migration background","92","0.239205562576358","0.202254033696074","0.276157091456642"
"1","1996","35-65 y.","no migration background","2699","0.540946809765998","0.527388203708818","0.554505415823177"
"1","1996","35-65 y.","direct migration background","321","0.277349958461895","0.255026477426331","0.299673439497459"
"1","1996","35-65 y.","indirect migration background","13","","",""
"1","1996","66 and older","no migration background","639","0.459227229749812","0.432565209342195","0.485889250157429"
"1","1996","66 and older","direct migration background","83","0.423086837428183","0.359376180659286","0.48679749419708"
"1","1996","66 and older","indirect migration background","4","","",""
"2","1996","16-34 y.","no migration background","2021","0.577343086490332","0.560797118246865","0.593889054733799"
"2","1996","16-34 y.","direct migration background","699","0.814630562526311","0.788429484991606","0.840831640061015"
"2","1996","16-34 y.","indirect migration background","395","0.69524622039355","0.655375234092709","0.735117206694392"
"2","1996","35-65 y.","no migration background","2392","0.437857304155007","0.424358483072172","0.451356125237841"
"2","1996","35-65 y.","direct migration background","1175","0.689847061504004","0.666782340344736","0.712911782663272"
"2","1996","35-65 y.","indirect migration background","18","","",""
"2","1996","66 and older","no migration background","674","0.509145409777756","0.48239877313469","0.535892046420822"
"2","1996","66 and older","direct migration background","140","0.527461662220438","0.463080905761656","0.591842418679219"
"2","1996","66 and older","indirect migration background","2","","",""
"3","1996","16-34 y.","no migration background","131","0.0400357173979676","0.0334692384267864","0.0466021963691489"
"3","1996","16-34 y.","direct migration background","48","0.060863363952663","0.0447434728296177","0.0769832550757082"
"3","1996","16-34 y.","indirect migration background","25","","",""
"3","1996","35-65 y.","no migration background","98","0.0211958860789956","0.0172768439055677","0.0251149282524234"
"3","1996","35-65 y.","direct migration background","49","0.0328029800341008","0.0239212417083136","0.041684718359888"
"3","1996","35-65 y.","indirect migration background","","","",""
"3","1996","66 and older","no migration background","29","","",""
"3","1996","66 and older","direct migration background","8","","",""
"3","1996","66 and older","indirect migration background","","","",""
"4","1996","16-34 y.","no migration background","","","",""
"4","1996","16-34 y.","direct migration background","","","",""
"4","1996","16-34 y.","indirect migration background","","","",""
"4","1996","35-65 y.","no migration background","","","",""
"4","1996","35-65 y.","direct migration background","","","",""
"4","1996","35-65 y.","indirect migration background","","","",""
"4","1996","66 and older","no migration background","","","",""
"4","1996","66 and older","direct migration background","","","",""
"4","1996","66 and older","indirect migration background","","","",""
"5","1996","16-34 y.","no migration background","","","",""
"5","1996","16-34 y.","direct migration background","","","",""
"5","1996","16-34 y.","indirect migration background","","","",""
"5","1996","35-65 y.","no migration background","","","",""
"5","1996","35-65 y.","direct migration background","","","",""
"5","1996","35-65 y.","indirect migration background","","","",""
"5","1996","66 and older","no migration background","","","",""
"5","1996","66 and older","direct migration background","","","",""
"5","1996","66 and older","indirect migration background","","","",""
"1","1997","16-34 y.","no migration background","1271","0.387027336896403","0.370454331403833","0.403600342388972"
"1","1997","16-34 y.","direct migration background","102","0.120474136701797","0.0976739486575069","0.143274324746087"
"1","1997","16-34 y.","indirect migration background","113","0.273194002408777","0.235435389513761","0.310952615303794"
"1","1997","35-65 y.","no migration background","2765","0.553695815599518","0.540134863217701","0.567256767981336"
"1","1997","35-65 y.","direct migration background","332","0.283632811217708","0.260597831595891","0.306667790839525"
"1","1997","35-65 y.","indirect migration background","14","","",""
"1","1997","66 and older","no migration background","639","0.456838545147729","0.430441769353204","0.483235320942254"
"1","1997","66 and older","direct migration background","88","0.415370966519608","0.352764690641125","0.477977242398092"
"1","1997","66 and older","indirect migration background","5","","",""
"2","1997","16-34 y.","no migration background","1913","0.573699616313139","0.55687248663399","0.590526745992287"
"2","1997","16-34 y.","direct migration background","649","0.821282882637752","0.794448187172924","0.848117578102581"
"2","1997","16-34 y.","indirect migration background","407","0.692115048170795","0.652999035566964","0.731231060774627"
"2","1997","35-65 y.","no migration background","2311","0.425504289259614","0.412016696101829","0.438991882417399"
"2","1997","35-65 y.","direct migration background","1094","0.686509553715385","0.66280252081457","0.7102165866162"
"2","1997","35-65 y.","indirect migration background","18","","",""
"2","1997","66 and older","no migration background","703","0.510170100680234","0.483679903615449","0.536660297745019"
"2","1997","66 and older","direct migration background","144","0.557932164343865","0.494837189640272","0.621027139047458"
"2","1997","66 and older","indirect migration background","2","","",""
"3","1997","16-34 y.","no migration background","134","0.0392730467904589","0.032663720614856","0.0458823729660619"
"3","1997","16-34 y.","direct migration background","32","0.058242980660451","0.0418386528545714","0.0746473084663307"
"3","1997","16-34 y.","indirect migration background","15","","",""
"3","1997","35-65 y.","no migration background","86","0.0207998951408681","0.0169067070219355","0.0246930832598008"
"3","1997","35-65 y.","direct migration background","45","0.0298576350669076","0.0211602801575796","0.0385549899762356"
"3","1997","35-65 y.","indirect migration background","1","","",""
"3","1997","66 and older","no migration background","26","","",""
"3","1997","66 and older","direct migration background","6","","",""
"3","1997","66 and older","indirect migration background","","","",""
"4","1997","16-34 y.","no migration background","","","",""
"4","1997","16-34 y.","direct migration background","","","",""
"4","1997","16-34 y.","indirect migration background","","","",""
"4","1997","35-65 y.","no migration background","","","",""
"4","1997","35-65 y.","direct migration background","","","",""
"4","1997","35-65 y.","indirect migration background","","","",""
"4","1997","66 and older","no migration background","","","",""
"4","1997","66 and older","direct migration background","","","",""
"4","1997","66 and older","indirect migration background","","","",""
"5","1997","16-34 y.","no migration background","","","",""
"5","1997","16-34 y.","direct migration background","","","",""
"5","1997","16-34 y.","indirect migration background","","","",""
"5","1997","35-65 y.","no migration background","","","",""
"5","1997","35-65 y.","direct migration background","","","",""
"5","1997","35-65 y.","indirect migration background","","","",""
"5","1997","66 and older","no migration background","","","",""
"5","1997","66 and older","direct migration background","","","",""
"5","1997","66 and older","indirect migration background","","","",""
"1","1998","16-34 y.","no migration background","1405","0.386429939283699","0.370543662923708","0.402316215643689"
"1","1998","16-34 y.","direct migration background","121","0.143089663180752","0.117547874127459","0.168631452234044"
"1","1998","16-34 y.","indirect migration background","128","0.303665542890434","0.265374260678877","0.341956825101991"
"1","1998","35-65 y.","no migration background","3315","0.558913559065403","0.546414586878616","0.57141253125219"
"1","1998","35-65 y.","direct migration background","344","0.289540197708492","0.266155144839316","0.312925250577668"
"1","1998","35-65 y.","indirect migration background","17","","",""
"1","1998","66 and older","no migration background","794","0.474798717731432","0.450563955227742","0.499033480235122"
"1","1998","66 and older","direct migration background","93","0.416254657017396","0.355633740258655","0.476875573776137"
"1","1998","66 and older","indirect migration background","5","","",""
"2","1998","16-34 y.","no migration background","2041","0.560326071758542","0.544132583077769","0.576519560439315"
"2","1998","16-34 y.","direct migration background","568","0.794439291519587","0.764962520832783","0.823916062206391"
"2","1998","16-34 y.","indirect migration background","400","0.644247440143342","0.604382274189749","0.684112606096934"
"2","1998","35-65 y.","no migration background","2642","0.419521402428582","0.407098865632584","0.43194393922458"
"2","1998","35-65 y.","direct migration background","1040","0.668323387984027","0.644048070332222","0.692598705635831"
"2","1998","35-65 y.","indirect migration background","27","","",""
"2","1998","66 and older","no migration background","798","0.491755273175236","0.467492967834224","0.516017578516247"
"2","1998","66 and older","direct migration background","152","0.53485200156476","0.473512022467064","0.596191980662455"
"2","1998","66 and older","indirect migration background","","","",""
"3","1998","16-34 y.","no migration background","163","0.0532439889577595","0.0459189662065689","0.0605690117089501"
"3","1998","16-34 y.","direct migration background","33","0.0624710452996612","0.0448183419369107","0.0801237486624116"
"3","1998","16-34 y.","indirect migration background","26","","",""
"3","1998","35-65 y.","no migration background","105","0.0215650385060146","0.0179084067611377","0.0252216702508915"
"3","1998","35-65 y.","direct migration background","60","0.0399114932590368","0.0298185276994541","0.0500044588186195"
"3","1998","35-65 y.","indirect migration background","","","",""
"3","1998","66 and older","no migration background","25","","",""
"3","1998","66 and older","direct migration background","6","","",""
"3","1998","66 and older","indirect migration background","","","",""
"4","1998","16-34 y.","no migration background","","","",""
"4","1998","16-34 y.","direct migration background","","","",""
"4","1998","16-34 y.","indirect migration background","","","",""
"4","1998","35-65 y.","no migration background","","","",""
"4","1998","35-65 y.","direct migration background","1","","",""
"4","1998","35-65 y.","indirect migration background","","","",""
"4","1998","66 and older","no migration background","14","","",""
"4","1998","66 and older","direct migration background","3","","",""
"4","1998","66 and older","indirect migration background","1","","",""
"5","1998","16-34 y.","no migration background","","","",""
"5","1998","16-34 y.","direct migration background","","","",""
"5","1998","16-34 y.","indirect migration background","","","",""
"5","1998","35-65 y.","no migration background","","","",""
"5","1998","35-65 y.","direct migration background","","","",""
"5","1998","35-65 y.","indirect migration background","","","",""
"5","1998","66 and older","no migration background","","","",""
"5","1998","66 and older","direct migration background","","","",""
"5","1998","66 and older","indirect migration background","","","",""
"1","1999","16-34 y.","no migration background","1345","0.38940442260524","0.373074088501427","0.405734756709053"
"1","1999","16-34 y.","direct migration background","118","0.158037603912519","0.129754685033775","0.186320522791263"
"1","1999","16-34 y.","indirect migration background","129","0.308650330500539","0.27014970562151","0.347150955379568"
"1","1999","35-65 y.","no migration background","3261","0.55270963614299","0.540056714776948","0.565362557509033"
"1","1999","35-65 y.","direct migration background","346","0.318957902627653","0.293928548614654","0.343987256640652"
"1","1999","35-65 y.","indirect migration background","20","","",""
"1","1999","66 and older","no migration background","780","0.482336892858744","0.457666910864396","0.507006874853093"
"1","1999","66 and older","direct migration background","96","0.408735118791592","0.348039151094911","0.469431086488273"
"1","1999","66 and older","indirect migration background","5","","",""
"2","1999","16-34 y.","no migration background","1966","0.570891082770766","0.554315141374315","0.587467024167216"
"2","1999","16-34 y.","direct migration background","503","0.811321895197672","0.780986125904432","0.841657664490912"
"2","1999","16-34 y.","indirect migration background","402","0.640191865229711","0.600190382458619","0.680193348000804"
"2","1999","35-65 y.","no migration background","2583","0.429098689943111","0.416503444530549","0.441693935355673"
"2","1999","35-65 y.","direct migration background","932","0.641859714110504","0.616111765969078","0.66760766225193"
"2","1999","35-65 y.","indirect migration background","31","0.541535706809895","0.406106377877513","0.676965035742277"
"2","1999","66 and older","no migration background","750","0.483004087025229","0.458332962679775","0.507675211370683"
"2","1999","66 and older","direct migration background","145","0.523030007496658","0.461362463504814","0.584697551488501"
"2","1999","66 and older","indirect migration background","1","","",""
"3","1999","16-34 y.","no migration background","112","0.0394750480929066","0.0329537588588701","0.0459963373269431"
"3","1999","16-34 y.","direct migration background","18","","",""
"3","1999","16-34 y.","indirect migration background","22","","",""
"3","1999","35-65 y.","no migration background","88","0.0181916739138986","0.0147907477240865","0.0215926001037108"
"3","1999","35-65 y.","direct migration background","53","0.0369086289682352","0.0267836604638795","0.0470335974725909"
"3","1999","35-65 y.","indirect migration background","1","","",""
"3","1999","66 and older","no migration background","27","","",""
"3","1999","66 and older","direct migration background","8","","",""
"3","1999","66 and older","indirect migration background","","","",""
"4","1999","16-34 y.","no migration background","","","",""
"4","1999","16-34 y.","direct migration background","","","",""
"4","1999","16-34 y.","indirect migration background","","","",""
"4","1999","35-65 y.","no migration background","","","",""
"4","1999","35-65 y.","direct migration background","","","",""
"4","1999","35-65 y.","indirect migration background","","","",""
"4","1999","66 and older","no migration background","","","",""
"4","1999","66 and older","direct migration background","","","",""
"4","1999","66 and older","indirect migration background","","","",""
"5","1999","16-34 y.","no migration background","2","","",""
"5","1999","16-34 y.","direct migration background","","","",""
"5","1999","16-34 y.","indirect migration background","","","",""
"5","1999","35-65 y.","no migration background","","","",""
"5","1999","35-65 y.","direct migration background","1","","",""
"5","1999","35-65 y.","indirect migration background","","","",""
"5","1999","66 and older","no migration background","19","","",""
"5","1999","66 and older","direct migration background","3","","",""
"5","1999","66 and older","indirect migration background","1","","",""
"1","2000","16-34 y.","no migration background","2263","0.373844266352325","0.360983851820024","0.386704680884625"
"1","2000","16-34 y.","direct migration background","189","0.154131745540775","0.131662439144106","0.176601051937443"
"1","2000","16-34 y.","indirect migration background","198","0.292390520085491","0.259073201239738","0.325707838931243"
"1","2000","35-65 y.","no migration background","6811","0.564900053592761","0.555795734137967","0.574004373047555"
"1","2000","35-65 y.","direct migration background","586","0.296926390532128","0.276856857909617","0.316995923154639"
"1","2000","35-65 y.","indirect migration background","41","0.432737419742113","0.334139780289921","0.531335059194306"
"1","2000","66 and older","no migration background","1807","0.510770632751444","0.493613610655637","0.52792765484725"
"1","2000","66 and older","direct migration background","139","0.386731157729084","0.336494062277868","0.4369682531803"
"1","2000","66 and older","indirect migration background","14","","",""
"2","2000","16-34 y.","no migration background","3036","0.596348945590564","0.583307621190836","0.609390269990291"
"2","2000","16-34 y.","direct migration background","783","0.819390728866382","0.795451630028963","0.843329827703801"
"2","2000","16-34 y.","indirect migration background","496","0.664631430936757","0.630049981153295","0.69921288072022"
"2","2000","35-65 y.","no migration background","4480","0.424364412127215","0.415288078296032","0.433440745958398"
"2","2000","35-65 y.","direct migration background","1371","0.68412617991562","0.663707042942306","0.704545316888934"
"2","2000","35-65 y.","indirect migration background","56","0.567262580257887","0.468664940805694","0.665860219710079"
"2","2000","66 and older","no migration background","1400","0.466016866315822","0.448895544948854","0.483138187682789"
"2","2000","66 and older","direct migration background","208","0.565155354377642","0.514017149736773","0.616293559018511"
"2","2000","66 and older","indirect migration background","3","","",""
"3","2000","16-34 y.","no migration background","138","0.0298067880571119","0.025286614294126","0.0343269618200977"
"3","2000","16-34 y.","direct migration background","20","","",""
"3","2000","16-34 y.","indirect migration background","22","","",""
"3","2000","35-65 y.","no migration background","98","0.0104111123964756","0.00854712428740125","0.01227510050555"
"3","2000","35-65 y.","direct migration background","34","0.0189474295522521","0.0129587130933744","0.0249361460111297"
"3","2000","35-65 y.","indirect migration background","","","",""
"3","2000","66 and older","no migration background","27","","",""
"3","2000","66 and older","direct migration background","11","","",""
"3","2000","66 and older","indirect migration background","","","",""
"4","2000","16-34 y.","no migration background","","","",""
"4","2000","16-34 y.","direct migration background","","","",""
"4","2000","16-34 y.","indirect migration background","","","",""
"4","2000","35-65 y.","no migration background","","","",""
"4","2000","35-65 y.","direct migration background","","","",""
"4","2000","35-65 y.","indirect migration background","","","",""
"4","2000","66 and older","no migration background","","","",""
"4","2000","66 and older","direct migration background","","","",""
"4","2000","66 and older","indirect migration background","","","",""
"5","2000","16-34 y.","no migration background","","","",""
"5","2000","16-34 y.","direct migration background","","","",""
"5","2000","16-34 y.","indirect migration background","","","",""
"5","2000","35-65 y.","no migration background","2","","",""
"5","2000","35-65 y.","direct migration background","","","",""
"5","2000","35-65 y.","indirect migration background","","","",""
"5","2000","66 and older","no migration background","27","","",""
"5","2000","66 and older","direct migration background","3","","",""
"5","2000","66 and older","indirect migration background","1","","",""
"1","2001","16-34 y.","no migration background","2030","0.38089867385726","0.367175291924042","0.394622055790478"
"1","2001","16-34 y.","direct migration background","178","0.178791938049295","0.152801989400152","0.204781886698439"
"1","2001","16-34 y.","indirect migration background","174","0.281107073321946","0.246680370304855","0.315533776339036"
"1","2001","35-65 y.","no migration background","6182","0.555266319750809","0.545736283669803","0.564796355831815"
"1","2001","35-65 y.","direct migration background","533","0.290710313888088","0.269549799681909","0.311870828094267"
"1","2001","35-65 y.","indirect migration background","46","0.488434233329565","0.392364805064307","0.584503661594823"
"1","2001","66 and older","no migration background","1747","0.528523914708524","0.510911768337095","0.546136061079953"
"1","2001","66 and older","direct migration background","116","0.338746313003827","0.288512951252651","0.388979674755004"
"1","2001","66 and older","indirect migration background","14","","",""
"2","2001","16-34 y.","no migration background","2639","0.591030553651194","0.577136596637215","0.604924510665174"
"2","2001","16-34 y.","direct migration background","638","0.782353342363644","0.754364668246482","0.810342016480806"
"2","2001","16-34 y.","indirect migration background","464","0.68335760555752","0.647734154678987","0.718981056436052"
"2","2001","35-65 y.","no migration background","4163","0.431342961833588","0.421844999646244","0.440840924020931"
"2","2001","35-65 y.","direct migration background","1213","0.686633612827477","0.665017733375373","0.708249492279581"
"2","2001","35-65 y.","indirect migration background","58","0.511565766670435","0.415496338405177","0.607635194935693"
"2","2001","66 and older","no migration background","1283","0.444927789553069","0.427394248333381","0.462461330772756"
"2","2001","66 and older","direct migration background","215","0.628535704857683","0.577250225841","0.679821183874366"
"2","2001","66 and older","indirect migration background","3","","",""
"3","2001","16-34 y.","no migration background","138","0.0279400003260663","0.0232826887607342","0.0325973118913984"
"3","2001","16-34 y.","direct migration background","19","","",""
"3","2001","16-34 y.","indirect migration background","17","","",""
"3","2001","35-65 y.","no migration background","98","0.013050648310383","0.0108741549575517","0.0152271416632143"
"3","2001","35-65 y.","direct migration background","21","","",""
"3","2001","35-65 y.","indirect migration background","","","",""
"3","2001","66 and older","no migration background","28","","",""
"3","2001","66 and older","direct migration background","8","","",""
"3","2001","66 and older","indirect migration background","","","",""
"4","2001","16-34 y.","no migration background","","","",""
"4","2001","16-34 y.","direct migration background","","","",""
"4","2001","16-34 y.","indirect migration background","","","",""
"4","2001","35-65 y.","no migration background","","","",""
"4","2001","35-65 y.","direct migration background","","","",""
"4","2001","35-65 y.","indirect migration background","","","",""
"4","2001","66 and older","no migration background","1","","",""
"4","2001","66 and older","direct migration background","","","",""
"4","2001","66 and older","indirect migration background","","","",""
"5","2001","16-34 y.","no migration background","3","","",""
"5","2001","16-34 y.","direct migration background","","","",""
"5","2001","16-34 y.","indirect migration background","","","",""
"5","2001","35-65 y.","no migration background","2","","",""
"5","2001","35-65 y.","direct migration background","2","","",""
"5","2001","35-65 y.","indirect migration background","","","",""
"5","2001","66 and older","no migration background","27","","",""
"5","2001","66 and older","direct migration background","2","","",""
"5","2001","66 and older","indirect migration background","1","","",""
"1","2002","16-34 y.","no migration background","2144","0.372727965474117","0.35905333025476","0.386402600693473"
"1","2002","16-34 y.","direct migration background","163","0.178037855679991","0.150568274347331","0.20550743701265"
"1","2002","16-34 y.","indirect migration background","199","0.295961128705358","0.260540733045387","0.331381524365329"
"1","2002","35-65 y.","no migration background","7155","0.562484792617525","0.553409368079099","0.571560217155951"
"1","2002","35-65 y.","direct migration background","578","0.291622992881081","0.27015583121433","0.313090154547833"
"1","2002","35-65 y.","indirect migration background","58","0.478556083498273","0.39268506023233","0.564427106764216"
"1","2002","66 and older","no migration background","1851","0.531224289263236","0.514125594638723","0.548322983887749"
"1","2002","66 and older","direct migration background","127","0.3801948148279","0.329555078504114","0.430834551151686"
"1","2002","66 and older","indirect migration background","13","","",""
"2","2002","16-34 y.","no migration background","2518","0.598756511602636","0.584894670342179","0.612618352863094"
"2","2002","16-34 y.","direct migration background","567","0.802790849008675","0.774219240350392","0.831362457666958"
"2","2002","16-34 y.","indirect migration background","421","0.661070506197287","0.624340895613002","0.697800116781573"
"2","2002","35-65 y.","no migration background","4210","0.422766890875216","0.413729541300205","0.431804240450226"
"2","2002","35-65 y.","direct migration background","1120","0.686049440065723","0.664129475107019","0.707969405024426"
"2","2002","35-65 y.","indirect migration background","71","0.520285004283691","0.434405660643702","0.60616434792368"
"2","2002","66 and older","no migration background","1362","0.446451889016916","0.4294182883112","0.463485489722632"
"2","2002","66 and older","direct migration background","215","0.580672375374412","0.529196580912365","0.632148169836459"
"2","2002","66 and older","indirect migration background","1","","",""
"3","2002","16-34 y.","no migration background","138","0.0279628595272073","0.0233003039909592","0.0326254150634553"
"3","2002","16-34 y.","direct migration background","15","","",""
"3","2002","16-34 y.","indirect migration background","18","","",""
"3","2002","35-65 y.","no migration background","112","0.0145035305800624","0.0123163764723274","0.0166906846877975"
"3","2002","35-65 y.","direct migration background","24","","",""
"3","2002","35-65 y.","indirect migration background","1","","",""
"3","2002","66 and older","no migration background","32","0.010219780372823","0.00677365074141771","0.0136659100042283"
"3","2002","66 and older","direct migration background","9","","",""
"3","2002","66 and older","indirect migration background","1","","",""
"4","2002","16-34 y.","no migration background","","","",""
"4","2002","16-34 y.","direct migration background","","","",""
"4","2002","16-34 y.","indirect migration background","","","",""
"4","2002","35-65 y.","no migration background","","","",""
"4","2002","35-65 y.","direct migration background","","","",""
"4","2002","35-65 y.","indirect migration background","","","",""
"4","2002","66 and older","no migration background","1","","",""
"4","2002","66 and older","direct migration background","","","",""
"4","2002","66 and older","indirect migration background","","","",""
"5","2002","16-34 y.","no migration background","3","","",""
"5","2002","16-34 y.","direct migration background","","","",""
"5","2002","16-34 y.","indirect migration background","","","",""
"5","2002","35-65 y.","no migration background","1","","",""
"5","2002","35-65 y.","direct migration background","","","",""
"5","2002","35-65 y.","indirect migration background","","","",""
"5","2002","66 and older","no migration background","26","","",""
"5","2002","66 and older","direct migration background","2","","",""
"5","2002","66 and older","indirect migration background","1","","",""
"1","2003","16-34 y.","no migration background","2044","0.372110359318862","0.35809311695079","0.386127601686934"
"1","2003","16-34 y.","direct migration background","163","0.197286796810295","0.167376353583743","0.227197240036847"
"1","2003","16-34 y.","indirect migration background","213","0.296596356098789","0.261153969039575","0.332038743158002"
"1","2003","35-65 y.","no migration background","6825","0.551679556502018","0.542371018202631","0.560988094801404"
"1","2003","35-65 y.","direct migration background","559","0.308006052698629","0.285412908069288","0.33059919732797"
"1","2003","35-65 y.","indirect migration background","61","0.460039217903886","0.376884463559555","0.543193972248217"
"1","2003","66 and older","no migration background","1900","0.540424152136651","0.523494923634189","0.557353380639114"
"1","2003","66 and older","direct migration background","132","0.365189508265794","0.315521621311381","0.414857395220206"
"1","2003","66 and older","indirect migration background","11","","",""
"2","2003","16-34 y.","no migration background","2380","0.59253517074421","0.578286079277808","0.606784262210612"
