"hgowner","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"4","1985","direct migration background","Female","","","",""
"4","1985","indirect migration background","Male","","","",""
"4","1985","indirect migration background","Female","","","",""
"5","1985","no migration background","Male","","","",""
"5","1985","no migration background","Female","","","",""
"5","1985","direct migration background","Male","","","",""
"5","1985","direct migration background","Female","","","",""
"5","1985","indirect migration background","Male","","","",""
"5","1985","indirect migration background","Female","","","",""
"1","1986","no migration background","Male","2002","0.525756474581074","0.509559451742219","0.54195349741993"
"1","1986","no migration background","Female","1998","0.467142496565819","0.451630618180104","0.482654374951534"
"1","1986","direct migration background","Male","165","0.20009376815821","0.180099466280617","0.220088070035803"
"1","1986","direct migration background","Female","170","0.265833878328216","0.241965523797353","0.289702232859078"
"1","1986","indirect migration background","Male","22","","",""
"1","1986","indirect migration background","Female","17","","",""
"2","1986","no migration background","Male","1597","0.458161748120118","0.442000071270935","0.474323424969302"
"2","1986","no migration background","Female","1915","0.516492899094637","0.500955877638503","0.53202992055077"
"2","1986","direct migration background","Male","1317","0.763637194293266","0.742404601624317","0.784869786962216"
"2","1986","direct migration background","Female","1116","0.713174340130519","0.688738515392985","0.737610164868054"
"2","1986","indirect migration background","Male","51","0.653964292136331","0.544839322219496","0.763089262053165"
"2","1986","indirect migration background","Female","66","0.794989987256096","0.708138469841569","0.881841504670624"
"3","1986","no migration background","Male","52","0.0160817772988073","0.0120015092136949","0.0201620453839198"
"3","1986","no migration background","Female","60","0.0160525962148097","0.012145152395363","0.0199600400342564"
"3","1986","direct migration background","Male","56","0.0362690375485239","0.0269254029772597","0.0456126721197881"
"3","1986","direct migration background","Female","30","0.0209917815412651","0.0132464865315212","0.028737076551009"
"3","1986","indirect migration background","Male","","","",""
"3","1986","indirect migration background","Female","","","",""
"4","1986","no migration background","Male","","","",""
"4","1986","no migration background","Female","1","","",""
"4","1986","direct migration background","Male","","","",""
"4","1986","direct migration background","Female","","","",""
"4","1986","indirect migration background","Male","","","",""
"4","1986","indirect migration background","Female","","","",""
"5","1986","no migration background","Male","","","",""
"5","1986","no migration background","Female","","","",""
"5","1986","direct migration background","Male","","","",""
"5","1986","direct migration background","Female","","","",""
"5","1986","indirect migration background","Male","","","",""
"5","1986","indirect migration background","Female","","","",""
"1","1987","no migration background","Male","1973","0.525558623402201","0.509246943042165","0.541870303762237"
"1","1987","no migration background","Female","1963","0.463893903161353","0.448226523028354","0.479561283294352"
"1","1987","direct migration background","Male","177","0.207537728786331","0.187156924843009","0.227918532729653"
"1","1987","direct migration background","Female","181","0.278632744368949","0.254428882007314","0.302836606730585"
"1","1987","indirect migration background","Male","23","","",""
"1","1987","indirect migration background","Female","18","","",""
"2","1987","no migration background","Male","1563","0.453743352659108","0.437480364495262","0.470006340822955"
"2","1987","no migration background","Female","1852","0.51548680555825","0.499785952244478","0.531187658872023"
"2","1987","direct migration background","Male","1297","0.758179372389157","0.736660667072804","0.77969807770551"
"2","1987","direct migration background","Female","1115","0.697227774822967","0.672422974125888","0.722032575520046"
"2","1987","indirect migration background","Male","58","0.615526602717564","0.510870247400621","0.720182958034507"
"2","1987","indirect migration background","Female","76","0.790520608959332","0.708256307582313","0.872784910336351"
"3","1987","no migration background","Male","62","0.0198274481016073","0.0152735687560572","0.0243813274471575"
"3","1987","no migration background","Female","76","0.0204039871707066","0.0159623538702296","0.0248456204711835"
"3","1987","direct migration background","Male","46","0.0323554827493907","0.0234631573602941","0.0412478081384872"
"3","1987","direct migration background","Female","21","","",""
"3","1987","indirect migration background","Male","2","","",""
"3","1987","indirect migration background","Female","","","",""
"4","1987","no migration background","Male","2","","",""
"4","1987","no migration background","Female","1","","",""
"4","1987","direct migration background","Male","1","","",""
"4","1987","direct migration background","Female","1","","",""
"4","1987","indirect migration background","Male","","","",""
"4","1987","indirect migration background","Female","","","",""
"5","1987","no migration background","Male","","","",""
"5","1987","no migration background","Female","","","",""
"5","1987","direct migration background","Male","","","",""
"5","1987","direct migration background","Female","","","",""
"5","1987","indirect migration background","Male","","","",""
"5","1987","indirect migration background","Female","","","",""
"1","1988","no migration background","Male","1873","0.528764863944558","0.512042611775948","0.545487116113168"
"1","1988","no migration background","Female","1833","0.458339191345441","0.442247398409757","0.474430984281126"
"1","1988","direct migration background","Male","176","0.224311112084609","0.202630703024666","0.245991521144552"
"1","1988","direct migration background","Female","175","0.280570008022989","0.25584119014977","0.305298825896207"
"1","1988","indirect migration background","Male","21","","",""
"1","1988","indirect migration background","Female","24","","",""
"2","1988","no migration background","Male","1482","0.448490294735015","0.431829422044458","0.465151167425571"
"2","1988","no migration background","Female","1767","0.516880573877425","0.500741835288464","0.533019312466385"
"2","1988","direct migration background","Male","1215","0.746627908127872","0.724021592285983","0.769234223969761"
"2","1988","direct migration background","Female","1078","0.692573537536199","0.66717597520161","0.717971099870788"
"2","1988","indirect migration background","Male","86","0.73602881613558","0.652898031012736","0.819159601258424"
"2","1988","indirect migration background","Female","92","0.757471966377591","0.679473987094633","0.835469945660549"
"3","1988","no migration background","Male","67","0.0225399250833196","0.0175674754905627","0.0275123746760766"
"3","1988","no migration background","Female","81","0.0240661983670083","0.0191167003146331","0.0290156964193835"
"3","1988","direct migration background","Male","31","0.0290609797875193","0.0203302731330479","0.0377916864419907"
"3","1988","direct migration background","Female","15","","",""
"3","1988","indirect migration background","Male","1","","",""
"3","1988","indirect migration background","Female","","","",""
"4","1988","no migration background","Male","1","","",""
"4","1988","no migration background","Female","2","","",""
"4","1988","direct migration background","Male","","","",""
"4","1988","direct migration background","Female","","","",""
"4","1988","indirect migration background","Male","","","",""
"4","1988","indirect migration background","Female","","","",""
"5","1988","no migration background","Male","","","",""
"5","1988","no migration background","Female","","","",""
"5","1988","direct migration background","Male","","","",""
"5","1988","direct migration background","Female","","","",""
"5","1988","indirect migration background","Male","","","",""
"5","1988","indirect migration background","Female","","","",""
"1","1989","no migration background","Male","1814","0.532251705256896","0.515227934662037","0.549275475851756"
"1","1989","no migration background","Female","1787","0.471073614839141","0.454625687352618","0.487521542325664"
"1","1989","direct migration background","Male","178","0.223300498867567","0.201142551474001","0.245458446261132"
"1","1989","direct migration background","Female","180","0.285825228246541","0.260768786121138","0.310881670371944"
"1","1989","indirect migration background","Male","24","","",""
"1","1989","indirect migration background","Female","26","","",""
"2","1989","no migration background","Male","1415","0.442463224009503","0.425517252553807","0.4594091954652"
"2","1989","no migration background","Female","1678","0.50543618330621","0.488961635195403","0.521910731417016"
"2","1989","direct migration background","Male","1147","0.74876584071583","0.725689309751328","0.771842371680333"
"2","1989","direct migration background","Female","1052","0.689152651899629","0.663484288983144","0.714821014816114"
"2","1989","indirect migration background","Male","99","0.755667066789028","0.679730355009373","0.831603778568683"
"2","1989","indirect migration background","Female","110","0.786547003947149","0.717934814909293","0.855159192985006"
"3","1989","no migration background","Male","62","0.0223896598403381","0.0173419107166575","0.0274374089640188"
"3","1989","no migration background","Female","69","0.0224159661847719","0.0175381553043481","0.0272937770651957"
"3","1989","direct migration background","Male","32","0.0279336604166031","0.0191662760999926","0.0367010447332136"
"3","1989","direct migration background","Female","16","","",""
"3","1989","indirect migration background","Male","","","",""
"3","1989","indirect migration background","Female","1","","",""
"4","1989","no migration background","Male","9","","",""
"4","1989","no migration background","Female","4","","",""
"4","1989","direct migration background","Male","","","",""
"4","1989","direct migration background","Female","1","","",""
"4","1989","indirect migration background","Male","","","",""
"4","1989","indirect migration background","Female","","","",""
"5","1989","no migration background","Male","","","",""
"5","1989","no migration background","Female","","","",""
"5","1989","direct migration background","Male","","","",""
"5","1989","direct migration background","Female","","","",""
"5","1989","indirect migration background","Male","","","",""
"5","1989","indirect migration background","Female","","","",""
"1","1990","no migration background","Male","2445","0.482030752825769","0.468505433629931","0.495556072021606"
"1","1990","no migration background","Female","2476","0.429810848255153","0.416979444315787","0.442642252194519"
"1","1990","direct migration background","Male","223","0.238813071281186","0.216543006952705","0.261083135609667"
"1","1990","direct migration background","Female","210","0.271240100932389","0.246950073810372","0.295530128054406"
"1","1990","indirect migration background","Male","26","","",""
"1","1990","indirect migration background","Female","26","","",""
"2","1990","no migration background","Male","2655","0.491037783751841","0.477505895923474","0.504569671580208"
"2","1990","no migration background","Female","3081","0.540926591444093","0.528010347168457","0.55384283571973"
"2","1990","direct migration background","Male","1152","0.733593574698612","0.710502355145937","0.756684794251286"
"2","1990","direct migration background","Female","1046","0.691514130665566","0.666280660212677","0.716747601118455"
"2","1990","indirect migration background","Male","117","0.771559372794757","0.703460015876925","0.839658729712588"
"2","1990","indirect migration background","Female","126","0.807807594830866","0.745168081637979","0.870447108023754"
"3","1990","no migration background","Male","139","0.0256666728556524","0.0213861509028153","0.0299471948084894"
"3","1990","no migration background","Female","156","0.0286325993442585","0.0243099683234629","0.0329552303650541"
"3","1990","direct migration background","Male","32","0.0272913301600888","0.0187809196618553","0.0358017406583223"
"3","1990","direct migration background","Female","30","0.03697386586641","0.0266646582788209","0.0472830734539991"
"3","1990","indirect migration background","Male","3","","",""
"3","1990","indirect migration background","Female","","","",""
"4","1990","no migration background","Male","4","","",""
"4","1990","no migration background","Female","5","","",""
"4","1990","direct migration background","Male","1","","",""
"4","1990","direct migration background","Female","1","","",""
"4","1990","indirect migration background","Male","","","",""
"4","1990","indirect migration background","Female","","","",""
"5","1990","no migration background","Male","","","",""
"5","1990","no migration background","Female","","","",""
"5","1990","direct migration background","Male","","","",""
"5","1990","direct migration background","Female","","","",""
"5","1990","indirect migration background","Male","","","",""
"5","1990","indirect migration background","Female","","","",""
"1","1991","no migration background","Male","2391","0.479862002728778","0.466162726859666","0.49356127859789"
"1","1991","no migration background","Female","2402","0.424504030503253","0.4115156317513","0.437492429255206"
"1","1991","direct migration background","Male","225","0.245250240465246","0.222517851071452","0.267982629859041"
"1","1991","direct migration background","Female","227","0.283837489586985","0.259002046755995","0.308672932417975"
"1","1991","indirect migration background","Male","33","0.198780366409115","0.139820798512768","0.257739934305462"
"1","1991","indirect migration background","Female","28","","",""
"2","1991","no migration background","Male","2554","0.488831976174235","0.47512499606872","0.502538956279751"
"2","1991","no migration background","Female","2969","0.539418117540584","0.526319973838788","0.552516261242379"
"2","1991","direct migration background","Male","1108","0.717820972909692","0.694041111919903","0.741600833899481"
"2","1991","direct migration background","Female","1012","0.688513454450601","0.663003651729298","0.714023257171905"
"2","1991","indirect migration background","Male","140","0.773068354664666","0.711188649462133","0.834948059867199"
"2","1991","indirect migration background","Female","147","0.753298477378544","0.68960994857169","0.816987006185398"
"3","1991","no migration background","Male","158","0.0298745733242838","0.025206421857818","0.0345427247907497"
"3","1991","no migration background","Female","181","0.0331858965168665","0.0284789222187944","0.0378928708149385"
"3","1991","direct migration background","Male","39","0.031517947130993","0.0222866309972143","0.0407492632647717"
"3","1991","direct migration background","Female","25","","",""
"3","1991","indirect migration background","Male","3","","",""
"3","1991","indirect migration background","Female","1","","",""
"4","1991","no migration background","Male","6","","",""
"4","1991","no migration background","Female","11","","",""
"4","1991","direct migration background","Male","4","","",""
"4","1991","direct migration background","Female","2","","",""
"4","1991","indirect migration background","Male","","","",""
"4","1991","indirect migration background","Female","","","",""
"5","1991","no migration background","Male","","","",""
"5","1991","no migration background","Female","","","",""
"5","1991","direct migration background","Male","","","",""
"5","1991","direct migration background","Female","","","",""
"5","1991","indirect migration background","Male","","","",""
"5","1991","indirect migration background","Female","","","",""
"1","1992","no migration background","Male","2284","0.481325482580958","0.467403530686505","0.495247434475412"
"1","1992","no migration background","Female","2338","0.427710841272287","0.414588996633667","0.440832685910907"
"1","1992","direct migration background","Male","246","0.255234529441996","0.231838096097121","0.278630962786872"
"1","1992","direct migration background","Female","248","0.288803031117111","0.263547351291576","0.314058710942645"
"1","1992","indirect migration background","Male","41","0.2117707074656","0.156247358612499","0.267294056318702"
"1","1992","indirect migration background","Female","37","0.260130023692981","0.199780615670649","0.320479431715314"
"2","1992","no migration background","Male","2537","0.489469415819487","0.475540833736302","0.503397997902672"
"2","1992","no migration background","Female","2983","0.543306457961118","0.530095117896553","0.556517798025683"
"2","1992","direct migration background","Male","1051","0.709491956630191","0.685129392516217","0.733854520744165"
"2","1992","direct migration background","Female","956","0.681558516824552","0.655597025591959","0.707520008057146"
"2","1992","indirect migration background","Male","165","0.776755866972461","0.720164690603444","0.833347043341478"
"2","1992","indirect migration background","Female","164","0.715356960545024","0.653282670691976","0.777431250398071"
"3","1992","no migration background","Male","124","0.0284143382877549","0.0237847479027702","0.0330439286727395"
"3","1992","no migration background","Female","136","0.0273333677751622","0.0230088211488783","0.0316579144014462"
"3","1992","direct migration background","Male","37","0.0352735139278124","0.0253743927582515","0.0451726350973732"
"3","1992","direct migration background","Female","32","0.0270734983495025","0.0180291882044361","0.0361178084945689"
"3","1992","indirect migration background","Male","2","","",""
"3","1992","indirect migration background","Female","2","","",""
"4","1992","no migration background","Male","3","","",""
"4","1992","no migration background","Female","4","","",""
"4","1992","direct migration background","Male","","","",""
"4","1992","direct migration background","Female","1","","",""
"4","1992","indirect migration background","Male","","","",""
"4","1992","indirect migration background","Female","","","",""
"5","1992","no migration background","Male","","","",""
"5","1992","no migration background","Female","","","",""
"5","1992","direct migration background","Male","","","",""
"5","1992","direct migration background","Female","","","",""
"5","1992","indirect migration background","Male","","","",""
"5","1992","indirect migration background","Female","","","",""
"1","1993","no migration background","Male","2235","0.479537988257559","0.465486744155623","0.493589232359494"
"1","1993","no migration background","Female","2308","0.441408990011655","0.428098281538932","0.454719698484378"
"1","1993","direct migration background","Male","244","0.266748686196011","0.242670533754167","0.290826838637855"
"1","1993","direct migration background","Female","247","0.293224909606362","0.267489155102517","0.318960664110206"
"1","1993","indirect migration background","Male","47","0.235848707153959","0.182139480856561","0.289557933451357"
"1","1993","indirect migration background","Female","48","0.307780664364693","0.248891604778953","0.366669723950432"
"2","1993","no migration background","Male","2485","0.489200473176232","0.475140728650821","0.503260217701643"
"2","1993","no migration background","Female","2908","0.531801723419864","0.518425811835404","0.545177635004324"
"2","1993","direct migration background","Male","1011","0.689016319999193","0.663814660248777","0.714217979749609"
"2","1993","direct migration background","Female","920","0.664744470858325","0.6380567676898","0.69143217402685"
"2","1993","indirect migration background","Male","188","0.730031111217645","0.673865561496739","0.786196660938551"
"2","1993","indirect migration background","Female","181","0.657617537249797","0.597078635442362","0.718156439057231"
"3","1993","no migration background","Male","136","0.0312615385662096","0.0263669386599545","0.0361561384724648"
"3","1993","no migration background","Female","130","0.0267892865684808","0.0224609838405136","0.031117589296448"
"3","1993","direct migration background","Male","41","0.0442349938047961","0.033040508298585","0.0554294793110073"
"3","1993","direct migration background","Female","35","0.0420306195353134","0.0306869238581545","0.0533743152124723"
"3","1993","indirect migration background","Male","5","","",""
"3","1993","indirect migration background","Female","7","","",""
"4","1993","no migration background","Male","","","",""
"4","1993","no migration background","Female","","","",""
"4","1993","direct migration background","Male","","","",""
"4","1993","direct migration background","Female","","","",""
"4","1993","indirect migration background","Male","","","",""
"4","1993","indirect migration background","Female","","","",""
"5","1993","no migration background","Male","","","",""
"5","1993","no migration background","Female","","","",""
"5","1993","direct migration background","Male","","","",""
"5","1993","direct migration background","Female","","","",""
"5","1993","indirect migration background","Male","","","",""
"5","1993","indirect migration background","Female","","","",""
"1","1994","no migration background","Male","2240","0.486859295851877","0.472679422888265","0.50103916881549"
"1","1994","no migration background","Female","2309","0.441553979766052","0.428182649497349","0.454925310034755"
"1","1994","direct migration background","Male","239","0.287171912332602","0.261742010384558","0.312601814280646"
"1","1994","direct migration background","Female","233","0.276761721070349","0.250971035466042","0.302552406674655"
"1","1994","indirect migration background","Male","47","0.256397807642881","0.202054041203254","0.310741574082507"
"1","1994","indirect migration background","Female","46","0.256508945525702","0.202157464579144","0.31086042647226"
"2","1994","no migration background","Male","2411","0.485117791243151","0.470939303317024","0.499296279169277"
"2","1994","no migration background","Female","2852","0.529359077849467","0.515918679527281","0.542799476171653"
"2","1994","direct migration background","Male","942","0.684470577368595","0.658350249314967","0.710590905422222"
"2","1994","direct migration background","Female","890","0.687854488210254","0.661143127687073","0.714565848733434"
"2","1994","indirect migration background","Male","197","0.72378390552728","0.668135695223817","0.779432115830744"
"2","1994","indirect migration background","Female","197","0.712917703650464","0.656612937883409","0.769222469417519"
"3","1994","no migration background","Male","122","0.0280229129049721","0.0233408523538199","0.0327049734561243"
"3","1994","no migration background","Female","137","0.0290869423844815","0.0245618096756584","0.0336120750933045"
"3","1994","direct migration background","Male","35","0.0283575102988037","0.0190277904748961","0.0376872301227114"
"3","1994","direct migration background","Female","33","0.0353837907193976","0.0247338146830973","0.0460337667556979"
"3","1994","indirect migration background","Male","4","","",""
"3","1994","indirect migration background","Female","5","","",""
"4","1994","no migration background","Male","","","",""
"4","1994","no migration background","Female","","","",""
"4","1994","direct migration background","Male","","","",""
"4","1994","direct migration background","Female","","","",""
"4","1994","indirect migration background","Male","","","",""
"4","1994","indirect migration background","Female","","","",""
"5","1994","no migration background","Male","","","",""
"5","1994","no migration background","Female","","","",""
"5","1994","direct migration background","Male","","","",""
"5","1994","direct migration background","Female","","","",""
"5","1994","indirect migration background","Male","","","",""
"5","1994","indirect migration background","Female","","","",""
"1","1995","no migration background","Male","2242","0.498337663279589","0.484135104204772","0.512540222354406"
"1","1995","no migration background","Female","2320","0.455153322231093","0.441723665727389","0.468582978734796"
"1","1995","direct migration background","Male","266","0.262452943886942","0.239593469929361","0.285312417844522"
"1","1995","direct migration background","Female","257","0.265559207706344","0.242350893081409","0.288767522331279"
"1","1995","indirect migration background","Male","50","0.308214521671666","0.251650487311479","0.364778556031854"
"1","1995","indirect migration background","Female","53","0.317880730506371","0.260950388911344","0.374811072101398"
"2","1995","no migration background","Male","2397","0.473638932941661","0.459456048100416","0.487821817782906"
"2","1995","no migration background","Female","2812","0.511907863789072","0.498427683567653","0.525388044010492"
"2","1995","direct migration background","Male","1117","0.7008924734581","0.677102990132097","0.724681956784104"
"2","1995","direct migration background","Female","1079","0.678379480501962","0.653832801007716","0.702926159996208"
"2","1995","indirect migration background","Male","200","0.631974474544575","0.572897690203957","0.691051258885193"
"2","1995","indirect migration background","Female","195","0.612267735184637","0.552699026277658","0.671836444091615"
"3","1995","no migration background","Male","122","0.0280234037787501","0.0233354065483456","0.0327114010091547"
"3","1995","no migration background","Female","150","0.032938813979835","0.0281256589787014","0.0377519689809685"
"3","1995","direct migration background","Male","40","0.0366545826549578","0.0268911890406076","0.046417976269308"
"3","1995","direct migration background","Female","55","0.0560613117916942","0.0439723766631346","0.0681502469202537"
"3","1995","indirect migration background","Male","6","","",""
"3","1995","indirect migration background","Female","9","","",""
"4","1995","no migration background","Male","","","",""
"4","1995","no migration background","Female","","","",""
"4","1995","direct migration background","Male","","","",""
"4","1995","direct migration background","Female","","","",""
"4","1995","indirect migration background","Male","","","",""
"4","1995","indirect migration background","Female","","","",""
"5","1995","no migration background","Male","","","",""
"5","1995","no migration background","Female","","","",""
"5","1995","direct migration background","Male","","","",""
"5","1995","direct migration background","Female","","","",""
"5","1995","indirect migration background","Male","","","",""
"5","1995","indirect migration background","Female","","","",""
"1","1996","no migration background","Male","2276","0.502534434517554","0.48828400813204","0.516784860903069"
"1","1996","no migration background","Female","2334","0.458762894037338","0.445253019626717","0.472272768447958"
"1","1996","direct migration background","Male","249","0.258163491277042","0.234528430806437","0.281798551747647"
"1","1996","direct migration background","Female","253","0.25617293991839","0.232480384322568","0.279865495514212"
"1","1996","indirect migration background","Male","55","0.282868334336416","0.229045871395455","0.336690797277377"
"1","1996","indirect migration background","Female","54","0.273137220161346","0.220947408064","0.325327032258692"
"2","1996","no migration background","Male","2324","0.467828511718168","0.453607431747143","0.482049591689194"
"2","1996","no migration background","Female","2763","0.51348431096876","0.499933184370827","0.527035437566693"
"2","1996","direct migration background","Male","1013","0.697542705138464","0.672735797142023","0.722349613134904"
"2","1996","direct migration background","Female","1001","0.701934152759622","0.677107761782634","0.72676054373661"
"2","1996","indirect migration background","Male","206","0.674529036665971","0.61853672466322","0.730521348668721"
"2","1996","indirect migration background","Female","209","0.656243301299536","0.600610990198756","0.711875612400317"
"3","1996","no migration background","Male","129","0.0296370537642774","0.0248037059327859","0.034470401595769"
"3","1996","no migration background","Female","129","0.0277527949939026","0.0232992575939157","0.0322063323938894"
"3","1996","direct migration background","Male","55","0.0442938035844938","0.0331818890562744","0.0554057181127133"
"3","1996","direct migration background","Female","50","0.0418929073219878","0.0310189763091144","0.0527668383348613"
"3","1996","indirect migration background","Male","8","","",""
"3","1996","indirect migration background","Female","17","","",""
"4","1996","no migration background","Male","","","",""
"4","1996","no migration background","Female","","","",""
"4","1996","direct migration background","Male","","","",""
"4","1996","direct migration background","Female","","","",""
"4","1996","indirect migration background","Male","","","",""
"4","1996","indirect migration background","Female","","","",""
"5","1996","no migration background","Male","","","",""
"5","1996","no migration background","Female","","","",""
"5","1996","direct migration background","Male","","","",""
"5","1996","direct migration background","Female","","","",""
"5","1996","indirect migration background","Male","","","",""
"5","1996","indirect migration background","Female","","","",""
"1","1997","no migration background","Male","2302","0.508714497024928","0.494399300158193","0.523029693891663"
"1","1997","no migration background","Female","2373","0.468387182899678","0.45477595670449","0.481998409094866"
"1","1997","direct migration background","Male","263","0.275901519799276","0.251212088278074","0.300590951320479"
"1","1997","direct migration background","Female","259","0.242764579394674","0.218832817483787","0.266696341305562"
"1","1997","indirect migration background","Male","70","0.299576898655008","0.247126514685641","0.352027282624375"
"1","1997","indirect migration background","Female","62","0.3154065242196","0.261172072866523","0.369640975572677"
"2","1997","no migration background","Male","2272","0.466745916886258","0.452460245629673","0.481031588142844"
"2","1997","no migration background","Female","2655","0.499652290126378","0.486013780084028","0.513290800168727"
"2","1997","direct migration background","Male","956","0.689980519152411","0.664433035328394","0.715528002976428"
"2","1997","direct migration background","Female","931","0.717148898243833","0.692009773218667","0.742288023269"
"2","1997","indirect migration background","Male","214","0.657091494261551","0.602739393771417","0.711443594751685"
"2","1997","indirect migration background","Female","213","0.657488860125783","0.602102211558708","0.712875508692858"
"3","1997","no migration background","Male","111","0.0245395860888135","0.0201093003796669","0.0289698717979601"
"3","1997","no migration background","Female","135","0.0319605269739444","0.0271626343144718","0.0367584196334169"
"3","1997","direct migration background","Male","40","0.0341179610483127","0.0240905502888494","0.0441453718077761"
"3","1997","direct migration background","Female","43","0.0400865223614924","0.0291373375037039","0.0510357072192808"
"3","1997","indirect migration background","Male","9","","",""
"3","1997","indirect migration background","Female","7","","",""
"4","1997","no migration background","Male","","","",""
"4","1997","no migration background","Female","","","",""
"4","1997","direct migration background","Male","","","",""
"4","1997","direct migration background","Female","","","",""
"4","1997","indirect migration background","Male","","","",""
"4","1997","indirect migration background","Female","","","",""
"5","1997","no migration background","Male","","","",""
"5","1997","no migration background","Female","","","",""
"5","1997","direct migration background","Male","","","",""
"5","1997","direct migration background","Female","","","",""
"5","1997","indirect migration background","Male","","","",""
"5","1997","indirect migration background","Female","","","",""
"1","1998","no migration background","Male","2734","0.520003925822884","0.506658952213145","0.533348899432622"
"1","1998","no migration background","Female","2780","0.473882252908326","0.461160782597316","0.486603723219337"
"1","1998","direct migration background","Male","276","0.274920364826762","0.249887601252314","0.29995312840121"
"1","1998","direct migration background","Female","282","0.263927501363732","0.238979192129258","0.288875810598206"
"1","1998","indirect migration background","Male","83","0.348550527006728","0.295506011809856","0.401595042203599"
"1","1998","indirect migration background","Female","67","0.302210176075849","0.24971839805301","0.354701954098689"
"2","1998","no migration background","Male","2511","0.451098421182492","0.437806784582595","0.464390057782389"
"2","1998","no migration background","Female","2970","0.490519024291497","0.477782453189442","0.503255595393551"
"2","1998","direct migration background","Male","893","0.673966803965191","0.647684547327621","0.70024906060276"
"2","1998","direct migration background","Female","867","0.689871737258956","0.663690308123731","0.71605316639418"
"2","1998","indirect migration background","Male","218","0.611883360808629","0.557635490032915","0.666131231584344"
"2","1998","indirect migration background","Female","209","0.629802618259289","0.574608432851316","0.684996803667262"
"3","1998","no migration background","Male","138","0.0285743940165175","0.0241240984730321","0.033024689560003"
"3","1998","no migration background","Female","155","0.0315088929433112","0.0270582269673737","0.0359595589192487"
"3","1998","direct migration background","Male","50","0.0449598301800478","0.0333417160472492","0.0565779443128464"
"3","1998","direct migration background","Female","49","0.0416496450878741","0.0303411111436362","0.052958179032112"
"3","1998","indirect migration background","Male","9","","",""
"3","1998","indirect migration background","Female","17","","",""
"4","1998","no migration background","Male","1","","",""
"4","1998","no migration background","Female","13","","",""
