"hgowner","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1984","(Married) couple without C. ","1654","0.557410338353198","0.538692633343053","0.576128043363342","2"
"Main tenant","1984","1-pers.-HH","1003","0.739637491461773","0.716097508710855","0.76317747421269","2"
"Main tenant","1984","Single parent ","387","0.588560846807249","0.548478116018485","0.628643577596012","2"
"Main tenant","1984","Couple + C. LE 16 ","2074","0.567947092275586","0.550458527087177","0.585435657463996","2"
"Main tenant","1984","Couple + C. GT 16 ","915","0.345880085147757","0.324997420894437","0.366762749401078","2"
"Main tenant","1984","Couple + C. LE and GT 16","921","0.325101967750819","0.302965274472818","0.347238661028821","2"
"Owner","1984","1-pers.-HH","256","0.226762543938677","0.204300485123318","0.249224602754036","1"
"Owner","1984","(Married) couple without C. ","1019","0.432428595187073","0.413759128496428","0.451098061877718","1"
"Owner","1984","Single parent ","185","0.394322921690206","0.354516293735945","0.434129549644468","1"
"Owner","1984","Couple + C. LE 16 ","966","0.419685274989971","0.402262174757513","0.437108375222428","1"
"Owner","1984","Couple + C. GT 16 ","1068","0.648903091777024","0.627947599578811","0.669858583975237","1"
"Owner","1984","Couple + C. LE and GT 16","783","0.670497688780313","0.648284457278911","0.692710920281715","1"
"Resident or shared accommodation","1984","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1984","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1984","Single parent ","","","","","5"
"Resident or shared accommodation","1984","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1984","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1984","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1984","(Married) couple without C. ","24","","","","3"
"Subtenant","1984","1-pers.-HH","70","0.0322605427421587","0.0227824158800424","0.041738669604275","3"
"Subtenant","1984","Couple + C. LE 16 ","32","0.00948075570230142","0.00605950648851037","0.0129020049160925","3"
"Subtenant","1984","Single parent ","7","","","","3"
"Subtenant","1984","Couple + C. GT 16 ","6","","","","3"
"Subtenant","1984","Couple + C. LE and GT 16","12","","","","3"
"Tenant","1984","1-pers.-HH","6","","","","4"
"Tenant","1984","(Married) couple without C. ","8","","","","4"
"Tenant","1984","Single parent ","","","","","4"
"Tenant","1984","Couple + C. LE 16 ","10","","","","4"
"Tenant","1984","Couple + C. GT 16 ","4","","","","4"
