"hgowner","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Resident or shared accommodation","2018","Not Employed","West Germany","610","0.016047585099347","0.0135881644217499","0.0185070057769441","5"
"Resident or shared accommodation","2018","Not Employed","East Germany","88","0.0214893639679764","0.0159693804206297","0.0270093475153231","5"
"Resident or shared accommodation","2018","Employed","West Germany","94","0.00128046361198465","0.00069646484792878","0.00186446237604052","5"
"Resident or shared accommodation","2018","Employed","East Germany","14","","","","5"
"Subtenant","2018","Not Employed","East Germany","34","0.020976682593714","0.0155215143622313","0.0264318508251966","3"
"Subtenant","2018","Employed","West Germany","189","0.0182146330993395","0.016030771932047","0.020398494266632","3"
"Subtenant","2018","Employed","East Germany","87","0.0270013089989466","0.0217043524606758","0.0322982655372175","3"
"Subtenant","2018","Not Employed","West Germany","187","0.0142847909692359","0.0119623023100849","0.0166072796283869","3"
"Tenant","2018","Not Employed","West Germany","1","","","","4"
"Tenant","2018","Employed","West Germany","","","","","4"
"Tenant","2018","Not Employed","East Germany","","","","","4"
"Tenant","2018","Employed","East Germany","","","","","4"
"Main tenant","2019","Not Employed","West Germany","5068","0.430657976797139","0.420492062433329","0.440823891160948","2"
"Main tenant","2019","Not Employed","East Germany","1560","0.572062806678967","0.552474887264375","0.591650726093559","2"
"Main tenant","2019","Employed","East Germany","1795","0.505645575420733","0.489589948393222","0.521701202448244","2"
"Main tenant","2019","Employed","West Germany","6950","0.483056712034336","0.475018688977226","0.491094735091445","2"
"Owner","2019","Not Employed","West Germany","3438","0.535822034854258","0.525583304073215","0.546060765635301","1"
"Owner","2019","Not Employed","East Germany","804","0.389854754691406","0.370546435543656","0.409163073839156","1"
"Owner","2019","Employed","West Germany","7568","0.497676487005822","0.489633931779568","0.505719042232075","1"
"Owner","2019","Employed","East Germany","1837","0.462248478752704","0.446237660723253","0.478259296782155","1"
"Resident or shared accommodation","2019","Not Employed","West Germany","362","0.0154589403608024","0.0129261435179741","0.0179917372036308","5"
"Resident or shared accommodation","2019","Not Employed","East Germany","52","0.0157228126249814","0.0107978803286554","0.0206477449213073","5"
"Resident or shared accommodation","2019","Employed","West Germany","108","0.00134583383727066","0.00075613262926026","0.00193553504528106","5"
"Resident or shared accommodation","2019","Employed","East Germany","13","","","","5"
"Subtenant","2019","Employed","West Germany","221","0.0179209671225719","0.0157870247953363","0.0200549094498075","3"
"Subtenant","2019","Not Employed","East Germany","35","0.0223596260046454","0.0165063599204886","0.0282128920888023","3"
"Subtenant","2019","Not Employed","West Germany","246","0.0180610479878011","0.0153269926769158","0.0207951032986864","3"
"Subtenant","2019","Employed","East Germany","80","0.030976446196827","0.0254126922557919","0.0365402001378621","3"
"Tenant","2019","Employed","East Germany","","","","","4"
"Tenant","2019","Not Employed","West Germany","","","","","4"
"Tenant","2019","Not Employed","East Germany","","","","","4"
"Tenant","2019","Employed","West Germany","","","","","4"
