"hgowner","year","age_gr","n","percent","lower_confidence","upper_confidence"
"2","2013","16-34 y.","5518","0.631403553894513","0.62111140760536","0.641695700183666"
"2","2013","35-65 y.","8443","0.446594632600113","0.439284391592547","0.453904873607679"
"2","2013","66 and older","2045","0.40660290234899","0.39313513557273","0.42007066912525"
"3","2013","16-34 y.","169","0.0261489159087432","0.0227444421742065","0.0295533896432799"
"3","2013","35-65 y.","165","0.0140033630527555","0.0122755086131727","0.0157312174923383"
"3","2013","66 and older","55","0.0130706154810412","0.00995654311922926","0.0161846878428532"
"4","2013","16-34 y.","","","",""
"4","2013","35-65 y.","2","","",""
"4","2013","66 and older","1","","",""
"5","2013","16-34 y.","","","",""
"5","2013","35-65 y.","1","","",""
"5","2013","66 and older","44","0.0101608857564248","0.00741118311533523","0.0129105883975144"
"1","2014","16-34 y.","2393","0.336272291753413","0.325330164274468","0.347214419232358"
"1","2014","35-65 y.","8239","0.53180607083615","0.523979588108075","0.539632553564225"
"1","2014","66 and older","2902","0.569971402309499","0.556262444810023","0.583680359808976"
"2","2014","16-34 y.","4604","0.632645030705441","0.621479374176614","0.643810687234267"
"2","2014","35-65 y.","7240","0.455045047842613","0.447234444289007","0.462855651396219"
"2","2014","66 and older","2011","0.406074166697728","0.392475447162885","0.419672886232571"
"3","2014","16-34 y.","162","0.0309238989744792","0.0269144257395384","0.03493337220942"
"3","2014","35-65 y.","134","0.0127640354780236","0.0110033508112465","0.0145247201448007"
"3","2014","66 and older","56","0.0143517327822942","0.0110583487218319","0.0176451168427564"
"4","2014","16-34 y.","","","",""
"4","2014","35-65 y.","","","",""
"4","2014","66 and older","3","","",""
"5","2014","16-34 y.","2","","",""
"5","2014","35-65 y.","2","","",""
"5","2014","66 and older","38","0.00893495207265612","0.00632924002021381","0.0115406641250984"
"1","2015","16-34 y.","2221","0.331925083041949","0.32110862188639","0.342741544197509"
"1","2015","35-65 y.","7831","0.52731830037281","0.519397607340877","0.535238993404743"
"1","2015","66 and older","2889","0.58228297424392","0.568570313642975","0.595995634844865"
"2","2015","16-34 y.","4874","0.633948991720391","0.622884014174834","0.645013969265949"
"2","2015","35-65 y.","7280","0.46013026082505","0.452222978289202","0.468037543360898"
"2","2015","66 and older","1976","0.39440729718213","0.380818645074546","0.407995949289714"
"3","2015","16-34 y.","185","0.0341012424549189","0.0299325152119808","0.038269969697857"
"3","2015","35-65 y.","148","0.0119855187860343","0.0102590750085059","0.0137119625635627"
"3","2015","66 and older","60","0.0130956540400017","0.00993472519185994","0.0162565828881434"
"4","2015","16-34 y.","","","",""
"4","2015","35-65 y.","","","",""
"4","2015","66 and older","","","",""
"5","2015","16-34 y.","1","","",""
"5","2015","35-65 y.","3","","",""
"5","2015","66 and older","44","0.0102140745339483","0.00741841847166809","0.0130097305962285"
"1","2016","16-34 y.","2024","0.329018532735199","0.317336244705021","0.340700820765377"
"1","2016","35-65 y.","7268","0.531289645934013","0.523011685777926","0.539567606090101"
"1","2016","66 and older","2779","0.58220476650143","0.568226190761162","0.596183342241699"
"2","2016","16-34 y.","4022","0.627648697840253","0.615628898401875","0.639668497278631"
"2","2016","35-65 y.","6549","0.455260025936626","0.446999080300065","0.463520971573188"
"2","2016","66 and older","1911","0.391751947273759","0.377916625929097","0.40558726861842"
"3","2016","16-34 y.","167","0.0433005556352221","0.0382400144692019","0.0483610968012423"
"3","2016","35-65 y.","138","0.0125475600117286","0.0107010863540623","0.0143940336693949"
"3","2016","66 and older","52","0.0142024071911455","0.0108487539030299","0.0175560604792611"
"4","2016","16-34 y.","","","",""
"4","2016","35-65 y.","","","",""
"4","2016","66 and older","","","",""
"5","2016","16-34 y.","1","","",""
"5","2016","35-65 y.","5","","",""
"5","2016","66 and older","40","0.0118408790336654","0.00877504444824509","0.0149067136190857"
"1","2017","16-34 y.","2254","0.31091638364492","0.301147352750435","0.320685414539406"
"1","2017","35-65 y.","8198","0.531251896432163","0.523744951880121","0.538758840984204"
"1","2017","66 and older","2955","0.590004261743431","0.576445976808753","0.60356254667811"
"2","2017","16-34 y.","5674","0.641500182057105","0.631378875506705","0.651621488607505"
"2","2017","35-65 y.","8348","0.450473393305213","0.442988732312106","0.45795805429832"
"2","2017","66 and older","1962","0.378541823003671","0.365171238317364","0.391912407689979"
"3","2017","16-34 y.","289","0.0401225094243341","0.0359806470440998","0.0442643718045683"
"3","2017","35-65 y.","222","0.0160898724214765","0.0141971051611418","0.0179826396818111"
"3","2017","66 and older","82","0.0185215666768113","0.0148047875691266","0.022238345784496"
"4","2017","16-34 y.","","","",""
"4","2017","35-65 y.","","","",""
"4","2017","66 and older","","","",""
"5","2017","16-34 y.","407","0.00746092487364081","0.00564472409594057","0.00927712565134105"
"5","2017","35-65 y.","207","0.00218483784114808","0.00148244859526981","0.00288722708702635"
"5","2017","66 and older","56","0.0129323485760863","0.0098177672766122","0.0160469298755604"
"1","2018","16-34 y.","2134","0.322207838428354","0.3125239457923","0.331891731064407"
"1","2018","35-65 y.","7622","0.529089463489652","0.521504431870901","0.536674495108403"
"1","2018","66 and older","2920","0.589997286270422","0.576496267280791","0.603498305260052"
"2","2018","16-34 y.","6022","0.628870309911979","0.61885931964174","0.638881300182218"
"2","2018","35-65 y.","8608","0.455976222806651","0.448407829826233","0.463544615787069"
"2","2018","66 and older","2070","0.386957938551255","0.373588129880967","0.400327747221544"
"3","2018","16-34 y.","271","0.0375882025989592","0.0336468989752741","0.0415295062226442"
"3","2018","35-65 y.","179","0.0129409249696017","0.011223499624879","0.0146583503143244"
"3","2018","66 and older","47","0.00980251593569016","0.00709807274442705","0.0125069591269533"
"4","2018","16-34 y.","","","",""
"4","2018","35-65 y.","","","",""
"4","2018","66 and older","1","","",""
"5","2018","16-34 y.","519","0.0113336490607082","0.00914011995608484","0.0135271781653316"
"5","2018","35-65 y.","227","0.00199338873409495","0.00131561248813867","0.00267116498005122"
"5","2018","66 and older","60","0.0127812875185149","0.009697800196925","0.0158647748401048"
"1","2019","16-34 y.","1991","0.317649610007961","0.307347421261122","0.3279517987548"
"1","2019","35-65 y.","8565","0.540083512191598","0.532610025614757","0.547556998768439"
"1","2019","66 and older","3110","0.586423330578032","0.573148558546775","0.599698102609288"
"2","2019","16-34 y.","5256","0.631752812551963","0.621079605650624","0.642426019453302"
"2","2019","35-65 y.","8121","0.446632763208249","0.439177974824628","0.454087551591871"
"2","2019","66 and older","2049","0.384487696498333","0.371374667289483","0.397600725707183"
"3","2019","16-34 y.","300","0.0426022272406293","0.0381331899784581","0.0470712645028005"
"3","2019","35-65 y.","223","0.0115146178021324","0.00991482698743151","0.0131144086168333"
"3","2019","66 and older","66","0.0142918279306374","0.0110924797688403","0.0174911760924345"
"4","2019","16-34 y.","","","",""
"4","2019","35-65 y.","","","",""
"4","2019","66 and older","","","",""
"5","2019","16-34 y.","298","0.00799535019944634","0.00602461979766771","0.00996608060122498"
"5","2019","35-65 y.","175","0.00176910679801997","0.00113895404428726","0.00239925955175268"
"5","2019","66 and older","62","0.0147971449929977","0.0115425628942664","0.0180517270917291"
