"hgowner","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"1","1985","no migration background","Urban Area","2781","0.442668036694702","0.430181900236051","0.455154173153354"
"1","1985","no migration background","Rural Area","1283","0.643546889256199","0.622117889203853","0.664975889308544"
"1","1985","direct migration background","Urban Area","261","0.221456330200469","0.205486597222581","0.237426063178358"
"1","1985","direct migration background","Rural Area","68","0.36649765304606","0.315872286338542","0.417123019753577"
"1","1985","indirect migration background","Urban Area","28","","",""
"1","1985","indirect migration background","Rural Area","5","","",""
"2","1985","no migration background","Urban Area","3225","0.5449505412276","0.532432399491302","0.557468682963898"
"2","1985","no migration background","Rural Area","620","0.345654680695126","0.324376459224271","0.366932902165981"
"2","1985","direct migration background","Urban Area","2277","0.752686384693461","0.736092687550896","0.769280081836026"
"2","1985","direct migration background","Rural Area","272","0.61574429941749","0.564638659750946","0.666849939084034"
"2","1985","indirect migration background","Urban Area","99","0.72611860868968","0.64855977374685","0.803677443632509"
"2","1985","indirect migration background","Rural Area","12","","",""
"3","1985","no migration background","Urban Area","73","0.012381422077698","0.00960163258437074","0.0151612115710252"
"3","1985","no migration background","Rural Area","16","","",""
"3","1985","direct migration background","Urban Area","59","0.0258572851060699","0.019753280231943","0.0319612899801969"
"3","1985","direct migration background","Rural Area","8","","",""
"3","1985","indirect migration background","Urban Area","","","",""
"3","1985","indirect migration background","Rural Area","","","",""
"4","1985","no migration background","Urban Area","","","",""
"4","1985","no migration background","Rural Area","","","",""
"4","1985","direct migration background","Urban Area","","","",""
"4","1985","direct migration background","Rural Area","","","",""
"4","1985","indirect migration background","Urban Area","","","",""
"4","1985","indirect migration background","Rural Area","","","",""
"5","1985","no migration background","Urban Area","","","",""
"5","1985","no migration background","Rural Area","","","",""
"5","1985","direct migration background","Urban Area","","","",""
"5","1985","direct migration background","Rural Area","","","",""
"5","1985","indirect migration background","Urban Area","","","",""
"5","1985","indirect migration background","Rural Area","","","",""
"1","1986","no migration background","Urban Area","2757","0.446388642129855","0.433617031713273","0.459160252546437"
"1","1986","no migration background","Rural Area","1243","0.644728271395737","0.622649333916792","0.666807208874682"
"1","1986","direct migration background","Urban Area","266","0.214915086463862","0.19880378636261","0.231026386565115"
"1","1986","direct migration background","Rural Area","69","0.327785756331766","0.279093166167734","0.376478346495797"
"1","1986","indirect migration background","Urban Area","35","0.261617106785664","0.18801983934516","0.335214374226168"
"1","1986","indirect migration background","Rural Area","4","","",""
"2","1986","no migration background","Urban Area","2971","0.537233922066232","0.524423923814636","0.550043920317828"
"2","1986","no migration background","Rural Area","541","0.339491895546184","0.317646331182597","0.361337459909771"
"2","1986","direct migration background","Urban Area","2170","0.758846998290622","0.742068145407461","0.775625851173782"
"2","1986","direct migration background","Rural Area","263","0.628129508185124","0.577995267680654","0.678263748689593"
"2","1986","indirect migration background","Urban Area","102","0.738382893214336","0.664785625773832","0.81198016065484"
"2","1986","indirect migration background","Rural Area","15","","",""
"3","1986","no migration background","Urban Area","92","0.0163774358039132","0.0131166385768953","0.0196382330309311"
"3","1986","no migration background","Rural Area","20","","",""
"3","1986","direct migration background","Urban Area","61","0.0262379152455158","0.0199684584698868","0.0325073720211449"
"3","1986","direct migration background","Rural Area","25","","",""
"3","1986","indirect migration background","Urban Area","","","",""
"3","1986","indirect migration background","Rural Area","","","",""
"4","1986","no migration background","Urban Area","","","",""
"4","1986","no migration background","Rural Area","1","","",""
"4","1986","direct migration background","Urban Area","","","",""
"4","1986","direct migration background","Rural Area","","","",""
"4","1986","indirect migration background","Urban Area","","","",""
"4","1986","indirect migration background","Rural Area","","","",""
"5","1986","no migration background","Urban Area","","","",""
"5","1986","no migration background","Rural Area","","","",""
"5","1986","direct migration background","Urban Area","","","",""
"5","1986","direct migration background","Rural Area","","","",""
"5","1986","indirect migration background","Urban Area","","","",""
"5","1986","indirect migration background","Rural Area","","","",""
"1","1987","no migration background","Urban Area","2740","0.446622974141393","0.433735046976142","0.459510901306644"
"1","1987","no migration background","Rural Area","1196","0.6383779900191","0.616032340093205","0.660723639944995"
"1","1987","direct migration background","Urban Area","299","0.226895242668071","0.210398255417834","0.243392229918307"
"1","1987","direct migration background","Rural Area","59","0.331166041733594","0.282751387489432","0.379580695977755"
"1","1987","indirect migration background","Urban Area","37","0.27845062519336","0.208112155104948","0.348789095281772"
"1","1987","indirect migration background","Rural Area","4","","",""
"2","1987","no migration background","Urban Area","2865","0.532280502719962","0.519345545483435","0.54521545995649"
"2","1987","no migration background","Rural Area","550","0.342356298673651","0.320288393760365","0.364424203586938"
"2","1987","direct migration background","Urban Area","2115","0.744423935132194","0.727243149285616","0.761604720978773"
"2","1987","direct migration background","Rural Area","297","0.635207153310746","0.585687724639723","0.684726581981769"
"2","1987","indirect migration background","Urban Area","117","0.714677275345164","0.643816000773694","0.785538549916633"
"2","1987","indirect migration background","Rural Area","17","","",""
"3","1987","no migration background","Urban Area","108","0.020409289965792","0.0167437474777423","0.0240748324538418"
"3","1987","no migration background","Rural Area","30","0.0192657113072484","0.0128728568950305","0.0256585657194662"
"3","1987","direct migration background","Urban Area","60","0.0263091893960798","0.0200048869482854","0.0326134918438743"
"3","1987","direct migration background","Rural Area","7","","",""
"3","1987","indirect migration background","Urban Area","2","","",""
"3","1987","indirect migration background","Rural Area","","","",""
"4","1987","no migration background","Urban Area","3","","",""
"4","1987","no migration background","Rural Area","","","",""
"4","1987","direct migration background","Urban Area","2","","",""
"4","1987","direct migration background","Rural Area","","","",""
"4","1987","indirect migration background","Urban Area","","","",""
"4","1987","indirect migration background","Rural Area","","","",""
"5","1987","no migration background","Urban Area","","","",""
"5","1987","no migration background","Rural Area","","","",""
"5","1987","direct migration background","Urban Area","","","",""
"5","1987","direct migration background","Rural Area","","","",""
"5","1987","indirect migration background","Urban Area","","","",""
"5","1987","indirect migration background","Rural Area","","","",""
"1","1988","no migration background","Urban Area","2614","0.448791489648978","0.43558068068296","0.462002298614996"
"1","1988","no migration background","Rural Area","1092","0.628763100413689","0.605528652005805","0.651997548821572"
"1","1988","direct migration background","Urban Area","290","0.235904338903046","0.218760728873414","0.253047948932678"
"1","1988","direct migration background","Rural Area","61","0.349025540369169","0.297906176998809","0.400144903739528"
"1","1988","indirect migration background","Urban Area","41","0.254860903127018","0.193696172170517","0.316025634083519"
"1","1988","indirect migration background","Rural Area","4","","",""
"2","1988","no migration background","Urban Area","2714","0.526756366454054","0.51349475084294","0.540017982065168"
"2","1988","no migration background","Rural Area","535","0.349441295543854","0.326511845720479","0.372370745367228"
"2","1988","direct migration background","Urban Area","2031","0.743567671612202","0.725935447973428","0.761199895250977"
"2","1988","direct migration background","Rural Area","262","0.577366804913202","0.524390389902865","0.630343219923539"
"2","1988","indirect migration background","Urban Area","153","0.739884355671964","0.678310557451146","0.801458153892781"
"2","1988","indirect migration background","Rural Area","25","","",""
"3","1988","no migration background","Urban Area","116","0.024018436312823","0.0199517345793654","0.0280851380462806"
"3","1988","no migration background","Rural Area","32","0.0211910784816798","0.014264978375489","0.0281171785878705"
"3","1988","direct migration background","Urban Area","35","0.0205279894847514","0.0148022752196611","0.0262537037498417"
"3","1988","direct migration background","Rural Area","11","","",""
"3","1988","indirect migration background","Urban Area","1","","",""
"3","1988","indirect migration background","Rural Area","","","",""
"4","1988","no migration background","Urban Area","1","","",""
"4","1988","no migration background","Rural Area","2","","",""
"4","1988","direct migration background","Urban Area","","","",""
"4","1988","direct migration background","Rural Area","","","",""
"4","1988","indirect migration background","Urban Area","","","",""
"4","1988","indirect migration background","Rural Area","","","",""
"5","1988","no migration background","Urban Area","","","",""
"5","1988","no migration background","Rural Area","","","",""
"5","1988","direct migration background","Urban Area","","","",""
"5","1988","direct migration background","Rural Area","","","",""
"5","1988","indirect migration background","Urban Area","","","",""
"5","1988","indirect migration background","Rural Area","","","",""
"1","1989","no migration background","Urban Area","2558","0.460826597122921","0.447359797295405","0.474293396950437"
"1","1989","no migration background","Rural Area","1043","0.629254657437349","0.605400785504398","0.6531085293703"
"1","1989","direct migration background","Urban Area","300","0.235203433277761","0.217832420365145","0.252574446190378"
"1","1989","direct migration background","Rural Area","58","0.365585590184366","0.312486680465126","0.418684499903606"
"1","1989","indirect migration background","Urban Area","47","0.235129417681428","0.180083117947696","0.29017571741516"
"1","1989","indirect migration background","Rural Area","3","","",""
"2","1989","no migration background","Urban Area","2593","0.515577210496136","0.502075445478535","0.529078975513738"
"2","1989","no migration background","Rural Area","500","0.343956696117396","0.320496807284469","0.367416584950324"
"2","1989","direct migration background","Urban Area","1946","0.740261176474063","0.722301799318453","0.758220553629672"
"2","1989","direct migration background","Rural Area","253","0.596602556946672","0.542512968697911","0.650692145195433"
"2","1989","indirect migration background","Urban Area","180","0.762347842691651","0.707098370199082","0.817597315184219"
"2","1989","indirect migration background","Rural Area","29","","",""
"3","1989","no migration background","Urban Area","102","0.021519257173565","0.0175989401781755","0.0254395741689545"
"3","1989","no migration background","Rural Area","29","","",""
"3","1989","direct migration background","Urban Area","43","0.0204401419027732","0.0146446835011557","0.0262356003043908"
"3","1989","direct migration background","Rural Area","5","","",""
"3","1989","indirect migration background","Urban Area","1","","",""
"3","1989","indirect migration background","Rural Area","","","",""
"4","1989","no migration background","Urban Area","10","","",""
"4","1989","no migration background","Rural Area","3","","",""
"4","1989","direct migration background","Urban Area","1","","",""
"4","1989","direct migration background","Rural Area","","","",""
"4","1989","indirect migration background","Urban Area","","","",""
"4","1989","indirect migration background","Rural Area","","","",""
"5","1989","no migration background","Urban Area","","","",""
"5","1989","no migration background","Rural Area","","","",""
"5","1989","direct migration background","Urban Area","","","",""
"5","1989","direct migration background","Rural Area","","","",""
"5","1989","indirect migration background","Urban Area","","","",""
"5","1989","indirect migration background","Rural Area","","","",""
"1","1990","no migration background","Urban Area","2711","0.418574332345475","0.406665398345235","0.430483266345716"
"1","1990","no migration background","Rural Area","2206","0.53715018085777","0.522217356181446","0.552083005534094"
"1","1990","direct migration background","Urban Area","332","0.233199047845604","0.215856825525284","0.250541270165923"
"1","1990","direct migration background","Rural Area","101","0.352525416349973","0.306280633735791","0.398770198964154"
"1","1990","indirect migration background","Urban Area","48","0.201280369103839","0.15254331145508","0.250017426752598"
"1","1990","indirect migration background","Rural Area","4","","",""
"2","1990","no migration background","Urban Area","3743","0.55820413831164","0.546216135410939","0.570192141212341"
"2","1990","no migration background","Rural Area","1913","0.424015882991403","0.409215588049506","0.4388161779333"
"2","1990","direct migration background","Urban Area","1905","0.740701197472465","0.7227281459124","0.75867424903253"
"2","1990","direct migration background","Rural Area","292","0.586912486410401","0.539251407304437","0.634573565516364"
"2","1990","indirect migration background","Urban Area","209","0.783148753293449","0.733057198827255","0.833240307759643"
"2","1990","indirect migration background","Rural Area","34","0.836245642296753","0.718588130568134","0.953903154025372"
"3","1990","no migration background","Urban Area","134","0.022496881321058","0.0189170733878593","0.0260766892542567"
"3","1990","no migration background","Rural Area","159","0.0374485453080369","0.0317625891429767","0.0431345014730971"
"3","1990","direct migration background","Urban Area","45","0.0257487211496179","0.0192532095075679","0.0322442327916679"
"3","1990","direct migration background","Rural Area","17","","",""
"3","1990","indirect migration background","Urban Area","3","","",""
"3","1990","indirect migration background","Rural Area","","","",""
"4","1990","no migration background","Urban Area","4","","",""
"4","1990","no migration background","Rural Area","5","","",""
"4","1990","direct migration background","Urban Area","2","","",""
"4","1990","direct migration background","Rural Area","","","",""
"4","1990","indirect migration background","Urban Area","","","",""
"4","1990","indirect migration background","Rural Area","","","",""
"5","1990","no migration background","Urban Area","","","",""
"5","1990","no migration background","Rural Area","","","",""
"5","1990","direct migration background","Urban Area","","","",""
"5","1990","direct migration background","Rural Area","","","",""
"5","1990","indirect migration background","Urban Area","","","",""
"5","1990","indirect migration background","Rural Area","","","",""
"1","1991","no migration background","Urban Area","2636","0.416594829686424","0.40449966556521","0.428689993807637"
"1","1991","no migration background","Rural Area","2152","0.52530620400066","0.510205931206762","0.540406476794559"
"1","1991","direct migration background","Urban Area","341","0.238222627412145","0.220561644649395","0.255883610174895"
"1","1991","direct migration background","Rural Area","111","0.375726697345046","0.328617198628401","0.422836196061691"
"1","1991","indirect migration background","Urban Area","53","0.223092088683847","0.176597801960715","0.269586375406979"
"1","1991","indirect migration background","Rural Area","8","","",""
"2","1991","no migration background","Urban Area","3568","0.552577592847415","0.540378565885012","0.564776619809818"
"2","1991","no migration background","Rural Area","1873","0.43482694426524","0.419836286185884","0.449817602344597"
"2","1991","direct migration background","Urban Area","1843","0.735590844107025","0.717307074942622","0.753874613271428"
"2","1991","direct migration background","Rural Area","276","0.56571136798738","0.51749752403649","0.61392521193827"
"2","1991","indirect migration background","Urban Area","252","0.766530602806001","0.719285971637184","0.813775233974818"
"2","1991","indirect migration background","Rural Area","35","0.741286197039106","0.611889107080954","0.870683286997259"
"3","1991","no migration background","Urban Area","163","0.0275486328134184","0.0235330030735793","0.0315642625532574"
"3","1991","no migration background","Rural Area","174","0.0398277842525649","0.0339143552011313","0.0457412133039986"
"3","1991","direct migration background","Urban Area","46","0.0220241386705412","0.0159396671664334","0.0281086101746491"
"3","1991","direct migration background","Rural Area","18","","",""
