"hgowner","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1","1999","direct migration background","East Germany","34","0.279365026422348","0.195516500090946","0.36321355275375"
"1","1999","indirect migration background","West Germany","146","0.338886681269602","0.300693372063658","0.377079990475546"
"1","1999","indirect migration background","East Germany","8","","",""
"2","1999","no migration background","West Germany","3229","0.440697119825308","0.429278500288303","0.452115739362312"
"2","1999","no migration background","East Germany","2070","0.609160811958258","0.593376671809591","0.624944952106925"
"2","1999","direct migration background","West Germany","1511","0.666072362889673","0.645963605626513","0.686181120152833"
"2","1999","direct migration background","East Germany","69","0.638216103511488","0.548419431076837","0.728012775946139"
"2","1999","indirect migration background","West Germany","420","0.606991606248459","0.567580888805352","0.646402323691566"
"2","1999","indirect migration background","East Germany","14","","",""
"3","1999","no migration background","West Germany","148","0.0247872610483092","0.0212113729326856","0.0283631491639327"
"3","1999","no migration background","East Germany","79","0.0200819991783375","0.0155441063066816","0.0246198920499934"
"3","1999","direct migration background","West Germany","73","0.0342485121404299","0.0264940462492691","0.0420029780315906"
"3","1999","direct migration background","East Germany","6","","",""
"3","1999","indirect migration background","West Germany","23","","",""
"3","1999","indirect migration background","East Germany","","","",""
"4","1999","no migration background","West Germany","","","",""
"4","1999","no migration background","East Germany","","","",""
"4","1999","direct migration background","West Germany","","","",""
"4","1999","direct migration background","East Germany","","","",""
"4","1999","indirect migration background","West Germany","","","",""
"4","1999","indirect migration background","East Germany","","","",""
"5","1999","no migration background","West Germany","15","","",""
"5","1999","no migration background","East Germany","6","","",""
"5","1999","direct migration background","West Germany","3","","",""
"5","1999","direct migration background","East Germany","1","","",""
"5","1999","indirect migration background","West Germany","1","","",""
"5","1999","indirect migration background","East Germany","","","",""
"1","2000","no migration background","West Germany","8341","0.539610566390457","0.531466888445312","0.547754244335602"
"1","2000","no migration background","East Germany","2540","0.387246608121697","0.374601887341269","0.399891328902125"
"1","2000","direct migration background","West Germany","868","0.265757243715684","0.250435400199818","0.281079087231549"
"1","2000","direct migration background","East Germany","46","0.314647566958102","0.240579879425753","0.388715254490451"
"1","2000","indirect migration background","West Germany","244","0.329681868279295","0.29720769036923","0.36215604618936"
"1","2000","indirect migration background","East Germany","9","","",""
"2","2000","no migration background","West Germany","5861","0.442609133120315","0.434493772862637","0.450724493377993"
"2","2000","no migration background","East Germany","3057","0.593712895944542","0.580963860443483","0.606461931445602"
"2","2000","direct migration background","West Germany","2261","0.708883969185532","0.693127123926533","0.72464081444453"
"2","2000","direct migration background","East Germany","101","0.662559561616497","0.587142320081844","0.73797680315115"
"2","2000","indirect migration background","West Germany","538","0.628270416293739","0.594886520300169","0.66165431228731"
"2","2000","indirect migration background","East Germany","17","","",""
"3","2000","no migration background","West Germany","166","0.0152801400258218","0.0132759554773369","0.0172843245743067"
"3","2000","no migration background","East Germany","97","0.0163565795638705","0.0130639895138334","0.0196491696139076"
"3","2000","direct migration background","West Germany","62","0.0233689742929671","0.0181289449902582","0.028609003595676"
"3","2000","direct migration background","East Germany","3","","",""
"3","2000","indirect migration background","West Germany","22","","",""
"3","2000","indirect migration background","East Germany","","","",""
"4","2000","no migration background","West Germany","","","",""
"4","2000","no migration background","East Germany","","","",""
"4","2000","direct migration background","West Germany","","","",""
"4","2000","direct migration background","East Germany","","","",""
"4","2000","indirect migration background","West Germany","","","",""
"4","2000","indirect migration background","East Germany","","","",""
"5","2000","no migration background","West Germany","22","","",""
"5","2000","no migration background","East Germany","7","","",""
"5","2000","direct migration background","West Germany","2","","",""
"5","2000","direct migration background","East Germany","1","","",""
"5","2000","indirect migration background","West Germany","1","","",""
"5","2000","indirect migration background","East Germany","","","",""
"1","2001","no migration background","West Germany","7540","0.539632986111187","0.531073246204837","0.548192726017537"
"1","2001","no migration background","East Germany","2419","0.39452792217432","0.381389550685457","0.407666293663184"
"1","2001","direct migration background","West Germany","788","0.263916917910904","0.247652310631176","0.280181525190632"
"1","2001","direct migration background","East Germany","39","0.295005051553646","0.214736582956105","0.375273520151188"
"1","2001","indirect migration background","West Germany","227","0.336512255895005","0.302740311445961","0.37028420034405"
"1","2001","indirect migration background","East Germany","7","","",""
"2","2001","no migration background","West Germany","5293","0.440889959245415","0.432363416472305","0.449416502018525"
"2","2001","no migration background","East Germany","2792","0.584904539939509","0.571658926001359","0.59815015387766"
"2","2001","direct migration background","West Germany","1985","0.707675899497815","0.69089187666185","0.724459922333781"
"2","2001","direct migration background","East Germany","81","0.66937447276977","0.586572628043671","0.752176317495869"
"2","2001","indirect migration background","West Germany","507","0.628272365198242","0.59373210747913","0.662812622917354"
"2","2001","indirect migration background","East Germany","18","","",""
"3","2001","no migration background","West Germany","166","0.0162693243234569","0.0140967127408443","0.0184419359060696"
"3","2001","no migration background","East Germany","98","0.0173122960978","0.0138060636743668","0.0208185285212332"
"3","2001","direct migration background","West Germany","44","0.02548011911699","0.0196652140803991","0.0312950241535808"
"3","2001","direct migration background","East Germany","4","","",""
"3","2001","indirect migration background","West Germany","17","","",""
"3","2001","indirect migration background","East Germany","","","",""
"4","2001","no migration background","West Germany","1","","",""
"4","2001","no migration background","East Germany","","","",""
"4","2001","direct migration background","West Germany","","","",""
"4","2001","direct migration background","East Germany","","","",""
"4","2001","indirect migration background","West Germany","","","",""
"4","2001","indirect migration background","East Germany","","","",""
"5","2001","no migration background","West Germany","25","","",""
"5","2001","no migration background","East Germany","7","","",""
"5","2001","direct migration background","West Germany","4","","",""
"5","2001","direct migration background","East Germany","","","",""
"5","2001","indirect migration background","West Germany","1","","",""
"5","2001","indirect migration background","East Germany","","","",""
"1","2002","no migration background","West Germany","8692","0.546050323647727","0.537871524461512","0.554229122833942"
"1","2002","no migration background","East Germany","2458","0.38847304383713","0.37537331905334","0.401572768620921"
"1","2002","direct migration background","West Germany","833","0.27238545272921","0.25560562921065","0.28916527624777"
"1","2002","direct migration background","East Germany","35","0.277794354062169","0.196284288315039","0.359304419809299"
"1","2002","indirect migration background","West Germany","266","0.355540410367133","0.321508711884889","0.389572108849377"
"1","2002","indirect migration background","East Germany","4","","",""
"2","2002","no migration background","West Germany","5344","0.434953785413795","0.42680987668759","0.443097694139999"
"2","2002","no migration background","East Germany","2746","0.589703660896427","0.576483411214525","0.602923910578329"
"2","2002","direct migration background","West Germany","1825","0.705200171897944","0.68801457720582","0.722385766590069"
"2","2002","direct migration background","East Germany","77","0.663951019162578","0.57799260222614","0.749909436099017"
"2","2002","indirect migration background","West Germany","474","0.602785980369915","0.56799752465099","0.637574436088841"
"2","2002","indirect migration background","East Germany","19","","",""
"3","2002","no migration background","West Germany","175","0.0160262570004741","0.0139633618185958","0.0180891521823523"
"3","2002","no migration background","East Germany","107","0.0187750569399874","0.0151271072038142","0.0224230066761605"
"3","2002","direct migration background","West Germany","44","0.020512631772586","0.0151700047166481","0.0258552588285238"
"3","2002","direct migration background","East Germany","4","","",""
"3","2002","indirect migration background","West Germany","19","","",""
"3","2002","indirect migration background","East Germany","1","","",""
"4","2002","no migration background","West Germany","1","","",""
"4","2002","no migration background","East Germany","","","",""
"4","2002","direct migration background","West Germany","","","",""
"4","2002","direct migration background","East Germany","","","",""
"4","2002","indirect migration background","West Germany","","","",""
"4","2002","indirect migration background","East Germany","","","",""
"5","2002","no migration background","West Germany","23","","",""
"5","2002","no migration background","East Germany","7","","",""
"5","2002","direct migration background","West Germany","2","","",""
"5","2002","direct migration background","East Germany","","","",""
"5","2002","indirect migration background","West Germany","1","","",""
"5","2002","indirect migration background","East Germany","","","",""
"1","2003","no migration background","West Germany","8312","0.540515555525827","0.532148521526948","0.548882589524706"
"1","2003","no migration background","East Germany","2457","0.394687271716381","0.381445451247081","0.407929092185681"
"1","2003","direct migration background","West Germany","818","0.286219446262453","0.268638240162103","0.303800652362804"
"1","2003","direct migration background","East Germany","36","0.295963265995177","0.209064877277467","0.382861654712888"
"1","2003","indirect migration background","West Germany","277","0.350282935900248","0.316321572625535","0.384244299174961"
"1","2003","indirect migration background","East Germany","8","","",""
"2","2003","no migration background","West Germany","5102","0.43799843275937","0.42966858488332","0.44632828063542"
"2","2003","no migration background","East Germany","2648","0.57711525806655","0.563731640508803","0.590498875624296"
"2","2003","direct migration background","West Germany","1659","0.675726839653756","0.657519024853717","0.693934654453795"
"2","2003","direct migration background","East Germany","66","0.628895343983156","0.536928231779918","0.720862456186394"
"2","2003","indirect migration background","West Germany","457","0.607892410811618","0.573136436064709","0.642648385558528"
"2","2003","indirect migration background","East Germany","23","","",""
"3","2003","no migration background","West Germany","187","0.0181647316317501","0.0159225755804609","0.0204068876830394"
"3","2003","no migration background","East Germany","124","0.0260168913389096","0.0217043363475247","0.0303294463302944"
"3","2003","direct migration background","West Germany","61","0.0373297903519824","0.029956127399102","0.0447034533048627"
"3","2003","direct migration background","East Germany","4","","",""
"3","2003","indirect migration background","West Germany","23","","",""
"3","2003","indirect migration background","East Germany","1","","",""
"4","2003","no migration background","West Germany","1","","",""
"4","2003","no migration background","East Germany","","","",""
"4","2003","direct migration background","West Germany","","","",""
"4","2003","direct migration background","East Germany","","","",""
"4","2003","indirect migration background","West Germany","","","",""
"4","2003","indirect migration background","East Germany","","","",""
"5","2003","no migration background","West Germany","26","","",""
"5","2003","no migration background","East Germany","5","","",""
"5","2003","direct migration background","West Germany","1","","",""
"5","2003","direct migration background","East Germany","","","",""
"5","2003","indirect migration background","West Germany","1","","",""
"5","2003","indirect migration background","East Germany","","","",""
"1","2004","no migration background","West Germany","8066","0.535306317529268","0.526814990631857","0.543797644426679"
"1","2004","no migration background","East Germany","2426","0.385885460839651","0.372547351288067","0.399223570391234"
"1","2004","direct migration background","West Germany","821","0.28849552093793","0.270551818648664","0.306439223227196"
"1","2004","direct migration background","East Germany","36","0.316443652360525","0.226625351879579","0.40626195284147"
"1","2004","indirect migration background","West Germany","290","0.360814269381401","0.327025481050126","0.394603057712675"
"1","2004","indirect migration background","East Germany","8","","",""
"2","2004","no migration background","West Germany","4975","0.441889328473582","0.433434439438232","0.450344217508932"
"2","2004","no migration background","East Germany","2565","0.58536891964742","0.571870400123454","0.598867439171387"
"2","2004","direct migration background","West Germany","1590","0.687473769709412","0.669115785099113","0.705831754319711"
"2","2004","direct migration background","East Germany","63","0.602644981489678","0.508141109636703","0.697148853342654"
"2","2004","indirect migration background","West Germany","463","0.594684047448416","0.560141272486699","0.629226822410133"
"2","2004","indirect migration background","East Germany","27","","",""
"3","2004","no migration background","West Germany","182","0.0187060416786862","0.0163993927325048","0.0210126906248677"
"3","2004","no migration background","East Germany","118","0.0252714158252237","0.0209711329914831","0.0295716986589642"
"3","2004","direct migration background","West Germany","37","0.0239478572955292","0.0178927263586184","0.0300029882324401"
"3","2004","direct migration background","East Germany","4","","",""
"3","2004","indirect migration background","West Germany","22","","",""
"3","2004","indirect migration background","East Germany","","","",""
"4","2004","no migration background","West Germany","3","","",""
"4","2004","no migration background","East Germany","","","",""
"4","2004","direct migration background","West Germany","","","",""
"4","2004","direct migration background","East Germany","","","",""
"4","2004","indirect migration background","West Germany","","","",""
"4","2004","indirect migration background","East Germany","","","",""
"5","2004","no migration background","West Germany","27","","",""
"5","2004","no migration background","East Germany","8","","",""
"5","2004","direct migration background","West Germany","1","","",""
"5","2004","direct migration background","East Germany","","","",""
"5","2004","indirect migration background","West Germany","1","","",""
"5","2004","indirect migration background","East Germany","","","",""
"1","2005","no migration background","West Germany","7619","0.524667535368494","0.515970541099134","0.533364529637853"
"1","2005","no migration background","East Germany","2394","0.385899453379033","0.372305126421323","0.399493780336743"
"1","2005","direct migration background","West Germany","784","0.27959990975058","0.261186014694592","0.298013804806568"
"1","2005","direct migration background","East Germany","34","0.250056401757385","0.166017320677418","0.334095482837353"
"1","2005","indirect migration background","West Germany","288","0.303483647166055","0.271624334398184","0.335342959933925"
"1","2005","indirect migration background","East Germany","10","","",""
"2","2005","no migration background","West Germany","4803","0.449448142571165","0.440785163598627","0.458111121543704"
"2","2005","no migration background","East Germany","2420","0.58507708361607","0.57131794828981","0.598836218942331"
"2","2005","direct migration background","West Germany","1458","0.689890263726226","0.670912808312634","0.708867719139817"
"2","2005","direct migration background","East Germany","64","0.705433667219014","0.616969447647521","0.793897886790506"
"2","2005","indirect migration background","West Germany","482","0.632331212460452","0.598919111213975","0.66574331370693"
"2","2005","indirect migration background","East Germany","25","","",""
"3","2005","no migration background","West Germany","218","0.0219600172731481","0.0194077685658436","0.0245122659804526"
"3","2005","no migration background","East Germany","101","0.0252090112600781","0.0208314266762894","0.0295865958438668"
"3","2005","direct migration background","West Germany","39","0.0297295815443393","0.0227612137551424","0.0366979493335362"
"3","2005","direct migration background","East Germany","3","","",""
"3","2005","indirect migration background","West Germany","30","0.064185140373493","0.0472021050192529","0.081168175727733"
"3","2005","indirect migration background","East Germany","","","",""
"4","2005","no migration background","West Germany","","","",""
"4","2005","no migration background","East Germany","2","","",""
"4","2005","direct migration background","West Germany","","","",""
"4","2005","direct migration background","East Germany","","","",""
"4","2005","indirect migration background","West Germany","","","",""
"4","2005","indirect migration background","East Germany","","","",""
"5","2005","no migration background","West Germany","26","","",""
"5","2005","no migration background","East Germany","9","","",""
"5","2005","direct migration background","West Germany","1","","",""
"5","2005","direct migration background","East Germany","1","","",""
"5","2005","indirect migration background","West Germany","","","",""
"5","2005","indirect migration background","East Germany","","","",""
"1","2006","no migration background","West Germany","8440","0.523831488175173","0.515522856731716","0.532140119618629"
"1","2006","no migration background","East Germany","2547","0.385495997878106","0.372314064913396","0.398677930842816"
"1","2006","direct migration background","West Germany","808","0.285991534118876","0.267471436223161","0.30451163201459"
"1","2006","direct migration background","East Germany","36","0.213563444098005","0.137664735941705","0.289462152254305"
"1","2006","indirect migration background","West Germany","312","0.316820350368755","0.284977263588873","0.348663437148638"
"1","2006","indirect migration background","East Germany","13","","",""
"2","2006","no migration background","West Germany","5225","0.453743161450435","0.445460749116381","0.46202557378449"
"2","2006","no migration background","East Germany","2552","0.582514908568897","0.569158773198714","0.59587104393908"
"2","2006","direct migration background","West Germany","1434","0.687099434738384","0.668096180520878","0.70610268895589"
"2","2006","direct migration background","East Germany","73","0.760355366802983","0.681300021261922","0.839410712344045"
"2","2006","indirect migration background","West Germany","492","0.649214541696329","0.616551541381235","0.681877542011423"
"2","2006","indirect migration background","East Germany","30","0.793226597971327","0.672177980398633","0.914275215544021"
"3","2006","no migration background","West Germany","184","0.0188203405025607","0.0165596486744556","0.0210810323306659"
"3","2006","no migration background","East Germany","124","0.0280556172380049","0.0235832503331549","0.0325279841428549"
"3","2006","direct migration background","West Germany","43","0.0261727989104023","0.0196297367905436","0.0327158610302611"
"3","2006","direct migration background","East Germany","2","","",""
"3","2006","indirect migration background","West Germany","16","","",""
"3","2006","indirect migration background","East Germany","","","",""
"4","2006","no migration background","West Germany","","","",""
"4","2006","no migration background","East Germany","2","","",""
"4","2006","direct migration background","West Germany","","","",""
"4","2006","direct migration background","East Germany","","","",""
"4","2006","indirect migration background","West Germany","","","",""
"4","2006","indirect migration background","East Germany","","","",""
"5","2006","no migration background","West Germany","31","0.00360500987183163","0.00260794743566004","0.00460207230800322"
"5","2006","no migration background","East Germany","12","","",""
"5","2006","direct migration background","West Germany","2","","",""
"5","2006","direct migration background","East Germany","1","","",""
"5","2006","indirect migration background","West Germany","","","",""
"5","2006","indirect migration background","East Germany","","","",""
"1","2007","no migration background","West Germany","7919","0.533730497447704","0.525153747383754","0.542307247511654"
"1","2007","no migration background","East Germany","2410","0.389397221081688","0.375847593434953","0.402946848728424"
"1","2007","direct migration background","West Germany","735","0.281330594502761","0.261889744997745","0.300771444007778"
"1","2007","direct migration background","East Germany","29","","",""
"1","2007","indirect migration background","West Germany","296","0.313061023772642","0.280926144152452","0.345195903392832"
"1","2007","indirect migration background","East Germany","18","","",""
"2","2007","no migration background","West Germany","4860","0.441551860317957","0.433014462409117","0.450089258226797"
"2","2007","no migration background","East Germany","2450","0.57670493427892","0.562975584008798","0.590434284549043"
"2","2007","direct migration background","West Germany","1281","0.693109874033067","0.673169436720694","0.713050311345441"
"2","2007","direct migration background","East Germany","62","0.781605393465263","0.698083776727915","0.865127010202611"
"2","2007","indirect migration background","West Germany","479","0.644004664434985","0.610825170494217","0.677184158375753"
"2","2007","indirect migration background","East Germany","25","","",""
"3","2007","no migration background","West Germany","185","0.0206280133913544","0.0181843252528664","0.0230717015298424"
"3","2007","no migration background","East Germany","101","0.0295770378303659","0.024869330897709","0.0342847447630227"
"3","2007","direct migration background","West Germany","34","0.0220542785331546","0.0157046841811681","0.028403872885141"
"3","2007","direct migration background","East Germany","2","","",""
"3","2007","indirect migration background","West Germany","25","","",""
"3","2007","indirect migration background","East Germany","2","","",""
"4","2007","no migration background","West Germany","","","",""
"4","2007","no migration background","East Germany","2","","",""
"4","2007","direct migration background","West Germany","","","",""
"4","2007","direct migration background","East Germany","","","",""
"4","2007","indirect migration background","West Germany","","","",""
"4","2007","indirect migration background","East Germany","","","",""
"5","2007","no migration background","West Germany","32","0.00408962884298441","0.0029924048019917","0.00518685288397712"
"5","2007","no migration background","East Germany","12","","",""
"5","2007","direct migration background","West Germany","5","","",""
"5","2007","direct migration background","East Germany","1","","",""
"5","2007","indirect migration background","West Germany","","","",""
"5","2007","indirect migration background","East Germany","","","",""
"1","2008","no migration background","West Germany","7537","0.541558762238635","0.532727612467322","0.550389912009948"
"1","2008","no migration background","East Germany","2275","0.397158619994806","0.383180153943988","0.411137086045625"
"1","2008","direct migration background","West Germany","677","0.292824467808331","0.272026326686225","0.313622608930436"
"1","2008","direct migration background","East Germany","29","","",""
"1","2008","indirect migration background","West Germany","306","0.334833485584109","0.301819884931134","0.367847086237083"
"1","2008","indirect migration background","East Germany","19","","",""
"2","2008","no migration background","West Germany","4473","0.432557671165584","0.423776842718555","0.441338499612612"
"2","2008","no migration background","East Germany","2323","0.563812111383885","0.549645042890884","0.577979179876887"
"2","2008","direct migration background","West Germany","1130","0.687868403025252","0.666690703898102","0.709046102152401"
"2","2008","direct migration background","East Germany","49","0.693981081751926","0.593622726498232","0.794339437005619"
"2","2008","indirect migration background","West Germany","461","0.634766711950297","0.601084119458141","0.668449304442454"
"2","2008","indirect migration background","East Germany","24","","",""
"3","2008","no migration background","West Germany","185","0.0211258370113475","0.0185771118067813","0.0236745622159138"
"3","2008","no migration background","East Germany","98","0.0352950126931915","0.0300235647156558","0.0405664606707272"
"3","2008","direct migration background","West Germany","30","0.0177494851703631","0.0117147079918467","0.0237842623488795"
"3","2008","direct migration background","East Germany","1","","",""
"3","2008","indirect migration background","West Germany","18","","",""
"3","2008","indirect migration background","East Germany","2","","",""
"4","2008","no migration background","West Germany","","","",""
"4","2008","no migration background","East Germany","2","","",""
"4","2008","direct migration background","West Germany","","","",""
"4","2008","direct migration background","East Germany","","","",""
"4","2008","indirect migration background","West Germany","","","",""
"4","2008","indirect migration background","East Germany","","","",""
"5","2008","no migration background","West Germany","34","0.00475772958443355","0.00353813102600443","0.00597732814286268"
"5","2008","no migration background","East Germany","9","","",""
"5","2008","direct migration background","West Germany","2","","",""
"5","2008","direct migration background","East Germany","2","","",""
"5","2008","indirect migration background","West Germany","","","",""
"5","2008","indirect migration background","East Germany","","","",""
"1","2009","no migration background","West Germany","7009","0.541546289837136","0.532422439079486","0.550670140594785"
"1","2009","no migration background","East Germany","2191","0.406285092175627","0.391892034608348","0.420678149742906"
"1","2009","direct migration background","West Germany","612","0.312020831058525","0.289318652320988","0.334723009796061"
"1","2009","direct migration background","East Germany","28","","",""
"1","2009","indirect migration background","West Germany","277","0.341714567026237","0.306925894757026","0.376503239295448"
"1","2009","indirect migration background","East Germany","24","","",""
"2","2009","no migration background","West Germany","4242","0.433213221508628","0.424139752896064","0.442286690121192"
"2","2009","no migration background","East Germany","2156","0.559713411614427","0.545165547798503","0.574261275430351"
"2","2009","direct migration background","West Germany","950","0.658208492630073","0.634967724694461","0.681449260565685"
"2","2009","direct migration background","East Germany","44","0.645491627012127","0.537944243258471","0.753039010765783"
"2","2009","indirect migration background","West Germany","424","0.626475458111934","0.59099325421572","0.661957662008148"
"2","2009","indirect migration background","East Germany","17","","",""
"3","2009","no migration background","West Germany","174","0.020588452329296","0.0179882502864122","0.0231886543721798"
"3","2009","no migration background","East Germany","119","0.0321988052316408","0.0270255774947821","0.0373720329684995"
"3","2009","direct migration background","West Germany","36","0.0286940640102353","0.0205138973391612","0.0368742306813094"
"3","2009","direct migration background","East Germany","3","","",""
"3","2009","indirect migration background","West Germany","13","","",""
"3","2009","indirect migration background","East Germany","2","","",""
"4","2009","no migration background","West Germany","","","",""
"4","2009","no migration background","East Germany","2","","",""
"4","2009","direct migration background","West Germany","","","",""
"4","2009","direct migration background","East Germany","","","",""
"4","2009","indirect migration background","West Germany","","","",""
"4","2009","indirect migration background","East Germany","","","",""
"5","2009","no migration background","West Germany","32","0.00465203632494016","0.00340602597662046","0.00589804667325985"
"5","2009","no migration background","East Germany","5","","",""
"5","2009","direct migration background","West Germany","2","","",""
"5","2009","direct migration background","East Germany","1","","",""
"5","2009","indirect migration background","West Germany","","","",""
"5","2009","indirect migration background","East Germany","","","",""
"1","2010","no migration background","West Germany","8551","0.545275116146234","0.537293687293545","0.553256544998923"
"1","2010","no migration background","East Germany","2419","0.420780023236189","0.407527667894125","0.434032378578253"
"1","2010","direct migration background","West Germany","941","0.328732708133936","0.311311357366595","0.346154058901278"
"1","2010","direct migration background","East Germany","32","0.297492515504691","0.218295902972417","0.376689128036964"
"1","2010","indirect migration background","West Germany","433","0.375471345024743","0.347483867688653","0.403458822360832"
"1","2010","indirect migration background","East Germany","25","","",""
"2","2010","no migration background","West Germany","6169","0.429724544657211","0.421789746809589","0.437659342504834"
"2","2010","no migration background","East Germany","2775","0.549251858720118","0.535895241201096","0.56260847623914"
"2","2010","direct migration background","West Germany","1818","0.649134702602289","0.63143564084081","0.666833764363767"
"2","2010","direct migration background","East Germany","93","0.654626862404207","0.57225397387411","0.736999750934304"
"2","2010","indirect migration background","West Germany","700","0.591634460851532","0.563225820740779","0.620043100962286"
"2","2010","indirect migration background","East Germany","53","0.848355837569286","0.768757744343169","0.927953930795403"
"3","2010","no migration background","West Germany","197","0.0198501960662514","0.0176144263159164","0.0220859658165864"
"3","2010","no migration background","East Germany","127","0.0278579433068976","0.0234403763497596","0.0322755102640357"
"3","2010","direct migration background","West Germany","33","0.0215272483851521","0.0161447829190965","0.0269097138512078"
"3","2010","direct migration background","East Germany","2","","",""
"3","2010","indirect migration background","West Germany","16","","",""
"3","2010","indirect migration background","East Germany","","","",""
"4","2010","no migration background","West Germany","3","","",""
"4","2010","no migration background","East Germany","4","","",""
"4","2010","direct migration background","West Germany","","","",""
"4","2010","direct migration background","East Germany","","","",""
"4","2010","indirect migration background","West Germany","","","",""
"4","2010","indirect migration background","East Germany","","","",""
"5","2010","no migration background","West Germany","32","0.00513084437876201","0.00398565885023649","0.00627602990728754"
"5","2010","no migration background","East Germany","6","","",""
"5","2010","direct migration background","West Germany","1","","",""
"5","2010","direct migration background","East Germany","1","","",""
"5","2010","indirect migration background","West Germany","1","","",""
"5","2010","indirect migration background","East Germany","","","",""
"1","2011","no migration background","West Germany","10553","0.555346467565433","0.548119250610049","0.562573684520818"
"1","2011","no migration background","East Germany","2724","0.408901181698019","0.396628032764292","0.421174330631747"
"1","2011","direct migration background","West Germany","1139","0.354654414122328","0.337870236635145","0.371438591609512"
"1","2011","direct migration background","East Germany","39","0.260510408748725","0.192287834645449","0.328732982852001"
"1","2011","indirect migration background","West Germany","504","0.366226427142483","0.340236621698429","0.392216232586538"
"1","2011","indirect migration background","East Germany","29","","",""
"2","2011","no migration background","West Germany","7352","0.421567601829175","0.414385722059946","0.428749481598404"
"2","2011","no migration background","East Germany","3324","0.566080407676887","0.553707822055876","0.578452993297898"
"2","2011","direct migration background","West Germany","1947","0.629942103628808","0.613003158439637","0.646881048817979"
"2","2011","direct migration background","East Germany","117","0.722304880753328","0.652691307444784","0.791918454061872"
"2","2011","indirect migration background","West Germany","800","0.608372552278748","0.582040634367646","0.634704470189849"
"2","2011","indirect migration background","East Germany","60","0.766765961426563","0.679397595084939","0.854134327768188"
"3","2011","no migration background","West Germany","214","0.0186591552926325","0.0166911143055052","0.0206271962797599"
"3","2011","no migration background","East Germany","101","0.0220503988816644","0.0183844767318092","0.0257163210315195"
"3","2011","direct migration background","West Germany","34","0.0149568080959372","0.0106983899450561","0.0192152262468183"
"3","2011","direct migration background","East Germany","3","","",""
"3","2011","indirect migration background","West Germany","16","","",""
"3","2011","indirect migration background","East Germany","","","",""
"4","2011","no migration background","West Germany","3","","",""
"4","2011","no migration background","East Germany","4","","",""
"4","2011","direct migration background","West Germany","","","",""
"4","2011","direct migration background","East Germany","","","",""
"4","2011","indirect migration background","West Germany","","","",""
"4","2011","indirect migration background","East Germany","","","",""
"5","2011","no migration background","West Germany","39","0.00441090314194825","0.00344711397972158","0.00537469230417492"
"5","2011","no migration background","East Germany","11","","",""
"5","2011","direct migration background","West Germany","1","","",""
"5","2011","direct migration background","East Germany","","","",""
"5","2011","indirect migration background","West Germany","","","",""
"5","2011","indirect migration background","East Germany","1","","",""
"1","2012","no migration background","West Germany","10337","0.554673617567665","0.547370130061612","0.561977105073718"
"1","2012","no migration background","East Germany","2628","0.405705193208636","0.393323957784346","0.418086428632926"
"1","2012","direct migration background","West Germany","1101","0.357847834953546","0.340445922316297","0.375249747590794"
"1","2012","direct migration background","East Germany","35","0.240932995810518","0.173825043228088","0.308040948392949"
"1","2012","indirect migration background","West Germany","509","0.380656968127204","0.354181152128174","0.407132784126233"
"1","2012","indirect migration background","East Germany","24","","",""
"2","2012","no migration background","West Germany","7229","0.424691670855655","0.417427943641589","0.431955398069721"
"2","2012","no migration background","East Germany","3275","0.564314497994553","0.55181176695156","0.576817229037546"
"2","2012","direct migration background","West Germany","1796","0.633909619985702","0.616421761061536","0.651397478909867"
"2","2012","direct migration background","East Germany","119","0.726800658427501","0.656875530103207","0.796725786751795"
"2","2012","indirect migration background","West Germany","767","0.5868081324372","0.559958349518451","0.613657915355949"
"2","2012","indirect migration background","East Germany","56","0.775040018182509","0.684663446563983","0.865416589801034"
"3","2012","no migration background","West Germany","196","0.0177488892315395","0.0158085879197995","0.0196891905432795"
"3","2012","no migration background","East Germany","125","0.0271954660226997","0.0230941921038092","0.0312967399415902"
"3","2012","direct migration background","West Germany","17","","",""
"3","2012","direct migration background","East Germany","2","","",""
"3","2012","indirect migration background","West Germany","16","","",""
"3","2012","indirect migration background","East Germany","1","","",""
"4","2012","no migration background","West Germany","3","","",""
"4","2012","no migration background","East Germany","3","","",""
"4","2012","direct migration background","West Germany","","","",""
"4","2012","direct migration background","East Germany","","","",""
"4","2012","indirect migration background","West Germany","","","",""
"4","2012","indirect migration background","East Germany","","","",""
"5","2012","no migration background","West Germany","24","","",""
"5","2012","no migration background","East Germany","11","","",""
"5","2012","direct migration background","West Germany","1","","",""
"5","2012","direct migration background","East Germany","","","",""
"5","2012","indirect migration background","West Germany","","","",""
"5","2012","indirect migration background","East Germany","1","","",""
"1","2013","no migration background","West Germany","9803","0.571480661103387","0.56403275910784","0.578928563098934"
"1","2013","no migration background","East Germany","2496","0.429128432894951","0.416269152976584","0.441987712813319"
"1","2013","direct migration background","West Germany","1766","0.320558100213828","0.308739549575888","0.332376650851768"
"1","2013","direct migration background","East Germany","74","0.223674992173867","0.184694588301796","0.262655396045938"
"1","2013","indirect migration background","West Germany","706","0.314402691155342","0.294672012406004","0.334133369904681"
"1","2013","indirect migration background","East Germany","28","","",""
"2","2013","no migration background","West Germany","6944","0.410559346624148","0.403155524343903","0.417963168904394"
"2","2013","no migration background","East Germany","3073","0.540309263958728","0.527361109216067","0.553257418701388"
