"hgowner","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1984","16-34 y.","in school","102","0.600848859820168","0.530658317891961","0.671039401748374"
"1","1984","16-34 y.","inadequately","22","","",""
"1","1984","16-34 y.","general elemantary","378","0.431396934451874","0.404328026675767","0.458465842227981"
"1","1984","16-34 y.","middle vocational","721","0.386362575451413","0.365936982700914","0.406788168201912"
"1","1984","16-34 y.","vocational + Abi","37","0.303163870018026","0.232819358487016","0.373508381549036"
"1","1984","16-34 y.","higher vocational","73","0.357215581925968","0.292560192635958","0.421870971215979"
"1","1984","16-34 y.","higher education","54","0.231611437410862","0.17910740039412","0.284115474427604"
"1","1984","35-65 y.","in school","","","",""
"1","1984","35-65 y.","inadequately","29","","",""
"1","1984","35-65 y.","general elemantary","716","0.539756104915887","0.515801182632252","0.563711027199522"
"1","1984","35-65 y.","middle vocational","1396","0.522838269716787","0.50485678790314","0.540819751530434"
"1","1984","35-65 y.","vocational + Abi","44","0.52041944996286","0.433872723340617","0.606966176585103"
"1","1984","35-65 y.","higher vocational","229","0.632186861626252","0.582784933395137","0.681588789857367"
"1","1984","35-65 y.","higher education","277","0.60361305698987","0.559945031524914","0.647281082454826"
"1","1984","66 and older","in school","","","",""
"1","1984","66 and older","inadequately","5","","",""
"1","1984","66 and older","general elemantary","261","0.463510490165318","0.420608759398276","0.50641222093236"
"1","1984","66 and older","middle vocational","238","0.383565140603535","0.34392389137531","0.423206389831761"
"1","1984","66 and older","vocational + Abi","8","","",""
"1","1984","66 and older","higher vocational","45","0.5018427488663","0.394276481219581","0.609409016513019"
"1","1984","66 and older","higher education","39","0.589243260604419","0.467759709828305","0.710726811380533"
"2","1984","16-34 y.","in school","84","0.393044913040996","0.323040300620445","0.463049525461547"
"2","1984","16-34 y.","inadequately","282","0.799657175579189","0.755029150680414","0.844285200477965"
"2","1984","16-34 y.","general elemantary","882","0.553021860973729","0.525848591359576","0.580195130587882"
"2","1984","16-34 y.","middle vocational","1422","0.596105178475993","0.575521792735364","0.616688564216621"
"2","1984","16-34 y.","vocational + Abi","123","0.672072386748624","0.600222979917397","0.743921793579851"
"2","1984","16-34 y.","higher vocational","132","0.61457668388998","0.548907155847286","0.680246211932673"
"2","1984","16-34 y.","higher education","191","0.757245701729047","0.703884681646312","0.810606721811783"
"2","1984","35-65 y.","in school","","","",""
"2","1984","35-65 y.","inadequately","642","0.858578768691262","0.832672607212857","0.884484930169667"
"2","1984","35-65 y.","general elemantary","927","0.449216402378718","0.425309667333988","0.473123137423449"
"2","1984","35-65 y.","middle vocational","1544","0.471531011165869","0.453559943673366","0.489502078658372"
"2","1984","35-65 y.","vocational + Abi","81","0.464259473254452","0.377862059270004","0.550656887238901"
"2","1984","35-65 y.","higher vocational","136","0.364620977388054","0.315309863842945","0.413932090933163"
"2","1984","35-65 y.","higher education","200","0.3865518322854","0.343079055944778","0.430024608626022"
"2","1984","66 and older","in school","","","",""
"2","1984","66 and older","inadequately","9","","",""
"2","1984","66 and older","general elemantary","250","0.519509937932715","0.47652626264267","0.562493613222759"
"2","1984","66 and older","middle vocational","329","0.597201808470602","0.557217601676492","0.637186015264713"
"2","1984","66 and older","vocational + Abi","11","","",""
"2","1984","66 and older","higher vocational","37","0.480434416973839","0.372949806223923","0.587919027723755"
"2","1984","66 and older","higher education","23","","",""
"3","1984","16-34 y.","in school","","","",""
"3","1984","16-34 y.","inadequately","3","","",""
"3","1984","16-34 y.","general elemantary","22","","",""
"3","1984","16-34 y.","middle vocational","37","0.016048104128658","0.0107767763342062","0.0213194319231098"
"3","1984","16-34 y.","vocational + Abi","4","","",""
"3","1984","16-34 y.","higher vocational","5","","",""
"3","1984","16-34 y.","higher education","3","","",""
"3","1984","35-65 y.","in school","","","",""
"3","1984","35-65 y.","inadequately","21","","",""
"3","1984","35-65 y.","general elemantary","18","","",""
"3","1984","35-65 y.","middle vocational","16","","",""
"3","1984","35-65 y.","vocational + Abi","2","","",""
"3","1984","35-65 y.","higher vocational","1","","",""
"3","1984","35-65 y.","higher education","4","","",""
"3","1984","66 and older","in school","","","",""
"3","1984","66 and older","inadequately","","","",""
