"plh0040","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","(Married) couple without C. ","2202","0.647851116419221","0.63176299342376","0.663939239414682"
"Big worries","1994","1-pers.-HH","841","0.608397573023664","0.582847596347284","0.633947549700044"
"Big worries","1994","Couple + C. GT 16 ","1375","0.559640970229307","0.540003725782685","0.579278214675928"
"Big worries","1994","Couple + C. LE 16 ","1631","0.518390726928969","0.500552466532067","0.536228987325871"
"Big worries","1994","Couple + C. LE and GT 16","626","0.496290940385528","0.467714871450582","0.524867009320475"
"Big worries","1994","Single parent ","297","0.484511038376475","0.443591351389326","0.525430725363623"
"No worries","1994","(Married) couple without C. ","103","0.0240073545664141","0.0188515073429499","0.0291632017898782"
"No worries","1994","1-pers.-HH","75","0.0567116547698035","0.0446047680665678","0.0688185414730392"
"No worries","1994","Couple + C. GT 16 ","126","0.0430979237074521","0.0350648035097038","0.0511310439052003"
"No worries","1994","Couple + C. LE 16 ","96","0.0377589228580256","0.0309539215706563","0.0445639241453949"
"No worries","1994","Couple + C. LE and GT 16","71","0.0619923435213414","0.0482102037800597","0.0757744832626231"
"No worries","1994","Single parent ","27","","",""
"Some worries","1994","(Married) couple without C. ","1081","0.328141529014365","0.312326350024121","0.343956708004609"
"Some worries","1994","1-pers.-HH","486","0.334890772206532","0.310186494464929","0.359595049948136"
"Some worries","1994","Couple + C. GT 16 ","954","0.397261106063241","0.377904688828404","0.416617523298078"
"Some worries","1994","Couple + C. LE 16 ","1287","0.443850350213006","0.426112924706838","0.461587775719173"
"Some worries","1994","Couple + C. LE and GT 16","479","0.44171671609313","0.413334672697132","0.470098759489129"
"Some worries","1994","Single parent ","249","0.469416805358303","0.428554125802796","0.51027948491381"
"Big worries","1995","(Married) couple without C. ","2181","0.630536692498683","0.614555584687696","0.64651780030967"
"Big worries","1995","1-pers.-HH","819","0.568317178740205","0.542752329503677","0.593882027976733"
"Big worries","1995","Couple + C. GT 16 ","1372","0.555988546897304","0.536453479965964","0.575523613828644"
"Big worries","1995","Couple + C. LE 16 ","1619","0.50215427561042","0.484640792395313","0.519667758825527"
"Big worries","1995","Couple + C. LE and GT 16","603","0.446802064007207","0.419119245928795","0.474484882085619"
"Big worries","1995","Single parent ","305","0.455339644489647","0.4156569623446","0.495022326634694"
"No worries","1995","(Married) couple without C. ","117","0.0296138831000762","0.0240009998557778","0.0352267663443747"
"No worries","1995","1-pers.-HH","82","0.0595819840762324","0.0473644541464341","0.0717995140060307"
"No worries","1995","Couple + C. GT 16 ","151","0.0535755912914635","0.0447221655876599","0.062429016995267"
"No worries","1995","Couple + C. LE 16 ","164","0.0609193620986669","0.0525414524213028","0.069297271776031"
"No worries","1995","Couple + C. LE and GT 16","62","0.0588436770410538","0.0457399987672427","0.071947355314865"
"No worries","1995","Single parent ","40","0.0753868688533293","0.0543491675366321","0.0964245701700266"
"Some worries","1995","(Married) couple without C. ","1206","0.339849424401241","0.32416636401162","0.355532484790862"
"Some worries","1995","1-pers.-HH","541","0.372100837183563","0.347152549898754","0.397049124468371"
"Some worries","1995","Couple + C. GT 16 ","962","0.390435861811233","0.371254941130763","0.409616782491702"
"Some worries","1995","Couple + C. LE 16 ","1348","0.436926362290913","0.419552623845512","0.454300100736314"
"Some worries","1995","Couple + C. LE and GT 16","574","0.494354258951739","0.466515186923315","0.522193330980163"
"Some worries","1995","Single parent ","260","0.469273486657024","0.429506855178927","0.509040118135121"
"Big worries","1996","(Married) couple without C. ","2313","0.670190630085906","0.654663754039969","0.685717506131843"
"Big worries","1996","1-pers.-HH","895","0.617299367164839","0.592410405159022","0.642188329170655"
"Big worries","1996","Couple + C. GT 16 ","1329","0.580137703016762","0.560158034820987","0.600117371212538"
"Big worries","1996","Couple + C. LE 16 ","1600","0.516248940595535","0.498354516008171","0.534143365182899"
"Big worries","1996","Couple + C. LE and GT 16","663","0.50607194677669","0.478311461848676","0.533832431704704"
"Big worries","1996","Single parent ","331","0.491359872446562","0.452778880754925","0.529940864138198"
"No worries","1996","(Married) couple without C. ","114","0.0305111927042545","0.0248311132940185","0.0361912721144905"
"No worries","1996","1-pers.-HH","69","0.0483568172760993","0.0373719401456295","0.059341694406569"
"No worries","1996","Couple + C. GT 16 ","95","0.037616204514732","0.0299137183884454","0.0453186906410185"
