"plh0040","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1998","no migration background","Urban Area","3865","0.582643152952527","0.570932911055185","0.59435339484987"
"No worries","1998","direct migration background","Rural Area","27","","",""
"No worries","1998","direct migration background","Urban Area","118","0.0729506504964442","0.0615305628996625","0.0843707380932259"
"No worries","1998","indirect migration background","Rural Area","7","","",""
"No worries","1998","indirect migration background","Urban Area","37","0.0909641316685143","0.0660317802318206","0.115896483105208"
"No worries","1998","no migration background","Rural Area","105","0.0243573748040621","0.0197768612571415","0.0289378883509826"
"No worries","1998","no migration background","Urban Area","287","0.0426552535256242","0.0378564693909426","0.0474540376603058"
"Some worries","1998","direct migration background","Rural Area","157","0.361746219707673","0.314539344535018","0.408953094880328"
"Some worries","1998","direct migration background","Urban Area","861","0.404962372849699","0.383405638250828","0.42651910744857"
"Some worries","1998","indirect migration background","Rural Area","45","0.441854241001715","0.339821225200252","0.543887256803178"
"Some worries","1998","indirect migration background","Urban Area","237","0.42236386499058","0.379537797668586","0.465189932312573"
"Some worries","1998","no migration background","Rural Area","1581","0.353342943807584","0.339139659798692","0.367546227816477"
"Some worries","1998","no migration background","Urban Area","2660","0.374701593521848","0.363206905134386","0.386196281909311"
"Big worries","1999","direct migration background","Rural Area","182","0.533661851625542","0.481840749725074","0.585482953526009"
"Big worries","1999","direct migration background","Urban Area","880","0.495732877644","0.472992570441131","0.518473184846869"
"Big worries","1999","indirect migration background","Rural Area","35","0.381453768668962","0.278190548085699","0.484716989252225"
"Big worries","1999","indirect migration background","Urban Area","230","0.444020144273419","0.401437942682387","0.486602345864451"
"Big worries","1999","no migration background","Rural Area","2498","0.578031909992934","0.563230803683115","0.592833016302753"
"Big worries","1999","no migration background","Urban Area","3484","0.535748270057023","0.523740025355289","0.547756514758757"
"No worries","1999","direct migration background","Rural Area","33","0.0907262700801761","0.0608905212573238","0.120562018903028"
"No worries","1999","direct migration background","Urban Area","187","0.0972177846392882","0.0837434758194582","0.110692093459118"
"No worries","1999","indirect migration background","Rural Area","5","","",""
"No worries","1999","indirect migration background","Urban Area","58","0.0984929098495071","0.072955061475552","0.124030758223462"
"No worries","1999","no migration background","Rural Area","196","0.0464985559337054","0.0401881270574696","0.0528089848099413"
"No worries","1999","no migration background","Urban Area","401","0.0614635999347955","0.0556805501322114","0.0672466497373796"
"Some worries","1999","direct migration background","Rural Area","141","0.375611878294282","0.325305845774809","0.425917910813756"
"Some worries","1999","direct migration background","Urban Area","790","0.407049337716711","0.384704616291422","0.429394059142001"
"Some worries","1999","indirect migration background","Rural Area","45","0.589070762021266","0.484476976074475","0.693664547968056"
"Some worries","1999","indirect migration background","Urban Area","235","0.457486945877074","0.414790502855089","0.500183388899059"
"Some worries","1999","no migration background","Rural Area","1583","0.375469534073361","0.360957020722511","0.389982047424211"
"Some worries","1999","no migration background","Urban Area","2741","0.402788130008181","0.390978809148371","0.414597450867991"
"Big worries","2000","direct migration background","Rural Area","263","0.49533665251818","0.454255457129219","0.536417847907142"
"Big worries","2000","direct migration background","Urban Area","1156","0.437141979038382","0.418579076950905","0.45570488112586"
"Big worries","2000","indirect migration background","Rural Area","45","0.449140681352445","0.356187706058525","0.542093656646365"
"Big worries","2000","indirect migration background","Urban Area","295","0.425902256853878","0.389606887808478","0.462197625899278"
"Big worries","2000","no migration background","Rural Area","4351","0.574053066406968","0.562918280357782","0.585187852456153"
"Big worries","2000","no migration background","Urban Area","6622","0.545227895879557","0.536456044759834","0.55399974699928"
"No worries","2000","direct migration background","Rural Area","68","0.0986723690599879","0.0741687022771021","0.123176035842874"
"No worries","2000","direct migration background","Urban Area","312","0.11550417287899","0.103542775500799","0.12746557025718"
"No worries","2000","indirect migration background","Rural Area","13","","",""
"No worries","2000","indirect migration background","Urban Area","95","0.117810898133469","0.0941475112790889","0.141474284987849"
"No worries","2000","no migration background","Rural Area","412","0.0577183220844259","0.052466919301296","0.0629697248675557"
"No worries","2000","no migration background","Urban Area","903","0.0728468617002172","0.0682687491085791","0.0774249742918553"
"Some worries","2000","direct migration background","Rural Area","238","0.405990978421832","0.365640687539087","0.446341269304576"
"Some worries","2000","direct migration background","Urban Area","1275","0.447353848082628","0.428746505604577","0.465961190560679"
"Some worries","2000","indirect migration background","Rural Area","52","0.460957023541946","0.367804706339847","0.554109340744045"
"Some worries","2000","indirect migration background","Urban Area","323","0.456286845012653","0.419726758016492","0.492846932008814"
"Some worries","2000","no migration background","Rural Area","2813","0.368228611508606","0.357367685623457","0.379089537393755"
"Some worries","2000","no migration background","Urban Area","4854","0.381925242420226","0.373366400707065","0.390484084133386"
"Big worries","2001","direct migration background","Rural Area","237","0.479065529057268","0.435666680288903","0.522464377825634"
"Big worries","2001","direct migration background","Urban Area","1050","0.450931333819712","0.431086015894722","0.470776651744702"
"Big worries","2001","indirect migration background","Rural Area","33","0.405865557903257","0.309619809306739","0.502111306499775"
"Big worries","2001","indirect migration background","Urban Area","278","0.410704983176307","0.37350910428817","0.447900862064444"
"Big worries","2001","no migration background","Rural Area","3740","0.549182206647592","0.537418784775951","0.560945628519232"
"Big worries","2001","no migration background","Urban Area","5482","0.494982029379389","0.48577540478786","0.504188653970919"
"No worries","2001","direct migration background","Rural Area","64","0.120464231479748","0.0921864711069905","0.148741991852506"
"No worries","2001","direct migration background","Urban Area","258","0.111252189076365","0.0987111627912188","0.123793215361512"
"No worries","2001","indirect migration background","Rural Area","20","","",""
"No worries","2001","indirect migration background","Urban Area","84","0.135240953761735","0.109384728431902","0.161097179091568"
"No worries","2001","no migration background","Rural Area","399","0.0601808300806727","0.0545583729138666","0.0658032872474788"
"No worries","2001","no migration background","Urban Area","940","0.0840430707550374","0.078934013320057","0.0891521281900178"
"Some worries","2001","direct migration background","Rural Area","208","0.400470239462983","0.357902587341547","0.44303789158442"
"Some worries","2001","direct migration background","Urban Area","1107","0.437816477103923","0.418029719621031","0.457603234586815"
"Some worries","2001","indirect migration background","Rural Area","47","0.452250362355125","0.35470006394943","0.54980066076082"
"Some worries","2001","indirect migration background","Urban Area","310","0.454054063061958","0.416410384465188","0.491697741658727"
"Some worries","2001","no migration background","Rural Area","2734","0.390636963271736","0.37910244025243","0.402171486291041"
"Some worries","2001","no migration background","Urban Area","4907","0.420974899865573","0.411883534765372","0.430066264965774"
"Big worries","2002","direct migration background","Rural Area","225","0.503058308443992","0.458235813926818","0.547880802961167"
"Big worries","2002","direct migration background","Urban Area","962","0.430882937326014","0.41072380541238","0.451042069239648"
"Big worries","2002","indirect migration background","Rural Area","31","0.343501807754084","0.248999262707841","0.438004352800326"
"Big worries","2002","indirect migration background","Urban Area","239","0.338783056319542","0.303209567309082","0.374356545330001"
"Big worries","2002","no migration background","Rural Area","3610","0.52962477201597","0.517966416768012","0.541283127263928"
"Big worries","2002","no migration background","Urban Area","5743","0.504084274693436","0.495289742283474","0.512878807103398"
"No worries","2002","direct migration background","Rural Area","38","0.091754218377464","0.065875136929785","0.117633299825143"
"No worries","2002","direct migration background","Urban Area","222","0.0978882978834883","0.0857910404713853","0.109985555295591"
"No worries","2002","indirect migration background","Rural Area","20","","",""
"No worries","2002","indirect migration background","Urban Area","94","0.141552656049147","0.115352162241262","0.167753149857033"
"No worries","2002","no migration background","Rural Area","458","0.0628390889646326","0.0571707874739732","0.068507390455292"
"No worries","2002","no migration background","Urban Area","1186","0.0885912397715809","0.0835930904344506","0.0935893891087113"
"Some worries","2002","direct migration background","Rural Area","215","0.405187473178543","0.36117738882878","0.449197557528307"
"Some worries","2002","direct migration background","Urban Area","1134","0.471228764790498","0.450907946961516","0.491549582619481"
"Some worries","2002","indirect migration background","Rural Area","46","0.485332494553653","0.385873220902306","0.584791768204999"
"Some worries","2002","indirect migration background","Urban Area","347","0.519664287631311","0.482112768634234","0.557215806628387"
"Some worries","2002","no migration background","Rural Area","2973","0.407536139019397","0.396058702103245","0.41901357593555"
"Some worries","2002","no migration background","Urban Area","5487","0.407324485534983","0.398682053148148","0.415966917921817"
"Big worries","2003","direct migration background","Rural Area","209","0.484895883806332","0.439075180609237","0.530716587003427"
"Big worries","2003","direct migration background","Urban Area","835","0.393643803414498","0.373035730152878","0.414251876676117"
"Big worries","2003","indirect migration background","Rural Area","36","0.476668754307603","0.379263119928381","0.574074388686824"
"Big worries","2003","indirect migration background","Urban Area","229","0.371110901784561","0.334880209828678","0.407341593740443"
"Big worries","2003","no migration background","Rural Area","3085","0.48073932200019","0.468829033418463","0.492649610581917"
"Big worries","2003","no migration background","Urban Area","4970","0.45203101651358","0.443137790416135","0.460924242611025"
"No worries","2003","direct migration background","Rural Area","36","0.09165125073173","0.0651976070044932","0.118104894458967"
"No worries","2003","direct migration background","Urban Area","216","0.109830476775481","0.0966412430351891","0.123019710515774"
"No worries","2003","indirect migration background","Rural Area","15","","",""
"No worries","2003","indirect migration background","Urban Area","97","0.152296725371563","0.125350064775516","0.179243385967611"
"No worries","2003","no migration background","Rural Area","465","0.0649793797428622","0.0591034970335414","0.0708552624521829"
"No worries","2003","no migration background","Urban Area","1257","0.095733927470856","0.0904764395441161","0.100991415397596"
"Some worries","2003","direct migration background","Rural Area","212","0.423452865461938","0.37815164129708","0.468754089626796"
"Some worries","2003","direct migration background","Urban Area","1108","0.496525719810021","0.475435491094384","0.517615948525658"
"Some worries","2003","indirect migration background","Rural Area","50","0.38956921512894","0.294465401333268","0.484673028924613"
"Some worries","2003","indirect migration background","Urban Area","357","0.476592372843876","0.439135518121939","0.514049227565814"
"Some worries","2003","no migration background","Rural Area","3210","0.454281298256948","0.442412094351369","0.466150502162527"
"Some worries","2003","no migration background","Urban Area","5804","0.452235056015564","0.443341479265816","0.461128632765312"
"Big worries","2004","direct migration background","Rural Area","195","0.457811408493772","0.411206214086024","0.50441660290152"
"Big worries","2004","direct migration background","Urban Area","816","0.436382972326862","0.415085434085562","0.457680510568161"
"Big worries","2004","indirect migration background","Rural Area","39","0.312909356026657","0.227036605931054","0.39878210612226"
"Big worries","2004","indirect migration background","Urban Area","222","0.354239213708258","0.31844851430036","0.390029913116155"
"Big worries","2004","no migration background","Rural Area","3027","0.4717532702022","0.459717082769676","0.483789457634725"
"Big worries","2004","no migration background","Urban Area","4901","0.450382798371904","0.441361024063158","0.45940457268065"
"No worries","2004","direct migration background","Rural Area","49","0.122923381290185","0.0922082874339716","0.153638475146397"
"No worries","2004","direct migration background","Urban Area","231","0.116655526775804","0.102870069910087","0.130440983641522"
"No worries","2004","indirect migration background","Rural Area","18","","",""
"No worries","2004","indirect migration background","Urban Area","105","0.163859128011322","0.136160320044502","0.191557935978142"
"No worries","2004","no migration background","Rural Area","577","0.0857567297779275","0.0790055749867958","0.0925078845690592"
"No worries","2004","no migration background","Urban Area","1369","0.106488062783261","0.100894718584538","0.112081406981984"
"Some worries","2004","direct migration background","Rural Area","195","0.419265210216043","0.373106978144861","0.465423442287225"
"Some worries","2004","direct migration background","Urban Area","1036","0.446961500897334","0.425610600378523","0.468312401416146"
"Some worries","2004","indirect migration background","Rural Area","55","0.545056980533131","0.452834131323236","0.637279829743027"
"Some worries","2004","indirect migration background","Urban Area","359","0.481901658280421","0.444510291130009","0.519293025430832"
"Some worries","2004","no migration background","Rural Area","3004","0.442490000019872","0.430514569513231","0.454465430526514"
"Some worries","2004","no migration background","Urban Area","5413","0.443129138844835","0.434121451491475","0.452136826198194"
"Big worries","2005","direct migration background","Rural Area","194","0.475288487993274","0.426771946969341","0.523805029017207"
"Big worries","2005","direct migration background","Urban Area","834","0.45055668286896","0.428546476892121","0.4725668888458"
"Big worries","2005","indirect migration background","Rural Area","41","0.520152532929707","0.424135477438047","0.616169588421367"
"Big worries","2005","indirect migration background","Urban Area","271","0.38637334598496","0.350856435593614","0.421890256376307"
"Big worries","2005","no migration background","Rural Area","3238","0.525901148128707","0.513604250069404","0.538198046188011"
"Big worries","2005","no migration background","Urban Area","5171","0.492127385496953","0.482859052482348","0.501395718511557"
"No worries","2005","direct migration background","Rural Area","25","","",""
"No worries","2005","direct migration background","Urban Area","221","0.102681788904915","0.0892538951824997","0.116109682627331"
"No worries","2005","indirect migration background","Rural Area","27","","",""
"No worries","2005","indirect migration background","Urban Area","97","0.114287472120879","0.091080140965544","0.137494803276214"
"No worries","2005","no migration background","Rural Area","532","0.0817789306942444","0.075030490519541","0.0885273708689477"
"No worries","2005","no migration background","Urban Area","1242","0.100192282141767","0.0946258431064528","0.105758721177081"
"Some worries","2005","direct migration background","Rural Area","188","0.453776820862056","0.40540893519035","0.502144706533761"
"Some worries","2005","direct migration background","Urban Area","908","0.446761528226124","0.424768652933026","0.468754403519222"
"Some worries","2005","indirect migration background","Rural Area","36","0.276653050126776","0.190677991629336","0.362628108624215"
"Some worries","2005","indirect migration background","Urban Area","354","0.499339181894161","0.462868060474303","0.535810303314019"
"Some worries","2005","no migration background","Rural Area","2564","0.392319921177048","0.380295429064301","0.404344413289795"
"Some worries","2005","no migration background","Urban Area","4764","0.40768033236128","0.398570226524286","0.416790438198275"
"Big worries","2006","direct migration background","Rural Area","183","0.432597987046456","0.385606213454749","0.479589760638163"
"Big worries","2006","direct migration background","Urban Area","832","0.423270274719114","0.401324032493798","0.445216516944431"
"Big worries","2006","indirect migration background","Rural Area","46","0.434991253213457","0.34438315427093","0.525599352155984"
"Big worries","2006","indirect migration background","Urban Area","269","0.408315287966913","0.371772751988288","0.444857823945539"
"Big worries","2006","no migration background","Rural Area","3188","0.482169258252371","0.470320636498227","0.494017880006515"
"Big worries","2006","no migration background","Urban Area","5039","0.44771660177199","0.438786871473682","0.456646332070298"
"No worries","2006","direct migration background","Rural Area","40","0.104470725430153","0.075459147379048","0.133482303481258"
"No worries","2006","direct migration background","Urban Area","227","0.117815413487066","0.103495318328116","0.132135508646016"
"No worries","2006","indirect migration background","Rural Area","14","","",""
"No worries","2006","indirect migration background","Urban Area","102","0.148652520708105","0.122204373410602","0.175100668005608"
"No worries","2006","no migration background","Rural Area","610","0.0852260206131041","0.0786051184724569","0.0918469227537513"
"No worries","2006","no migration background","Urban Area","1388","0.116490594710384","0.110729476739299","0.122251712681469"
"Some worries","2006","direct migration background","Rural Area","204","0.462931287523391","0.415637145975827","0.510225429070955"
"Some worries","2006","direct migration background","Urban Area","888","0.45891431179382","0.436780106194967","0.481048517392673"
"Some worries","2006","indirect migration background","Rural Area","55","0.44915495125389","0.358244881361012","0.540065021146769"
"Some worries","2006","indirect migration background","Urban Area","324","0.443032191324982","0.406101420023281","0.479962962626682"
"Some worries","2006","no migration background","Rural Area","3034","0.432604721134525","0.420856756013786","0.444352686255264"
"Some worries","2006","no migration background","Urban Area","5485","0.435792803517626","0.426888189760862","0.444697417274391"
"Big worries","2007","direct migration background","Rural Area","164","0.40218402916313","0.353643866829093","0.450724191497166"
"Big worries","2007","direct migration background","Urban Area","672","0.397170033920483","0.374079222494782","0.420260845346185"
"Big worries","2007","indirect migration background","Rural Area","42","0.428729287355115","0.336663312212433","0.520795262497797"
"Big worries","2007","indirect migration background","Urban Area","253","0.377049603187901","0.340379442893653","0.41371976348215"
"Big worries","2007","no migration background","Rural Area","2995","0.478030965325982","0.465828243219839","0.490233687432125"
"Big worries","2007","no migration background","Urban Area","4911","0.457539220888332","0.448291632965214","0.46678680881145"
"No worries","2007","direct migration background","Rural Area","47","0.125985753534671","0.0931365357622678","0.158834971307075"
"No worries","2007","direct migration background","Urban Area","193","0.105043175434697","0.0905741758444524","0.119512175024942"
"No worries","2007","indirect migration background","Rural Area","13","","",""
"No worries","2007","indirect migration background","Urban Area","109","0.155952306775664","0.128500797546036","0.183403816005292"
"No worries","2007","no migration background","Rural Area","592","0.0824484128877671","0.0757292877141079","0.0891675380614263"
"No worries","2007","no migration background","Urban Area","1356","0.122433583494114","0.116349146317716","0.128518020670511"
"Some worries","2007","direct migration background","Rural Area","181","0.471830217302199","0.422412269259715","0.521248165344683"
"Some worries","2007","direct migration background","Urban Area","860","0.497786790644819","0.474191828168797","0.521381753120842"
"Some worries","2007","indirect migration background","Rural Area","56","0.468629330683519","0.375796814004917","0.561461847362121"
"Some worries","2007","indirect migration background","Urban Area","309","0.466998090036435","0.429248801943766","0.504747378129104"
"Some worries","2007","no migration background","Rural Area","2850","0.439520621786251","0.427395788279031","0.451645455293471"
"Some worries","2007","no migration background","Urban Area","4882","0.420027195617554","0.410865567623492","0.429188823611616"
"Big worries","2008","direct migration background","Rural Area","133","0.337612372720148","0.287639518777791","0.387585226662505"
"Big worries","2008","direct migration background","Urban Area","584","0.383052036548023","0.358889860203105","0.407214212892941"
"Big worries","2008","indirect migration background","Rural Area","39","0.400007804265547","0.309681154532012","0.490334453999081"
"Big worries","2008","indirect migration background","Urban Area","223","0.336713363523556","0.300576853552944","0.372849873494168"
"Big worries","2008","no migration background","Rural Area","2491","0.423960301320292","0.411543589460179","0.436377013180405"
"Big worries","2008","no migration background","Urban Area","4079","0.40640719137932","0.397056566117356","0.415757816641283"
"No worries","2008","direct migration background","Rural Area","37","0.104346012407149","0.0720404779605883","0.136651546853709"
"No worries","2008","direct migration background","Urban Area","185","0.12061307158758","0.104425932961827","0.136800210213333"
"No worries","2008","indirect migration background","Rural Area","17","","",""
"No worries","2008","indirect migration background","Urban Area","121","0.187279195566843","0.157447299145605","0.217111091988081"
"No worries","2008","no migration background","Rural Area","676","0.100103176238532","0.092562017405394","0.107644335071669"
"No worries","2008","no migration background","Urban Area","1558","0.141090655316816","0.134463327791565","0.147717982842067"
"Some worries","2008","direct migration background","Rural Area","174","0.558041614872703","0.505561732595506","0.6105214971499"
"Some worries","2008","direct migration background","Urban Area","786","0.496334891864396","0.471484042858224","0.521185740870569"
"Some worries","2008","indirect migration background","Rural Area","57","0.376796591769219","0.287450149853097","0.466143033685342"
"Some worries","2008","indirect migration background","Urban Area","313","0.476007440909601","0.437818744216553","0.514196137602648"
"Some worries","2008","no migration background","Rural Area","2918","0.475936522441176","0.463388240634491","0.488484804247862"
"Some worries","2008","no migration background","Urban Area","4962","0.452502153303865","0.443026325113669","0.46197798149406"
"Big worries","2009","direct migration background","Rural Area","104","0.319772658135081","0.268104422917342","0.371440893352821"
"Big worries","2009","direct migration background","Urban Area","429","0.329157778717515","0.304063394176319","0.354252163258711"
"Big worries","2009","indirect migration background","Rural Area","31","0.237757499020142","0.160287635923231","0.315227362117052"
"Big worries","2009","indirect migration background","Urban Area","183","0.270766881746133","0.23503253623182","0.306501227260446"
"Big worries","2009","no migration background","Rural Area","1992","0.352502317748059","0.340208217338381","0.364796418157736"
"Big worries","2009","no migration background","Urban Area","3204","0.333405051302651","0.324104073382277","0.342706029223024"
"No worries","2009","direct migration background","Rural Area","49","0.161478873892915","0.120713560749859","0.202244187035971"
"No worries","2009","direct migration background","Urban Area","204","0.143402350959905","0.124685582499195","0.162119119420615"
"No worries","2009","indirect migration background","Rural Area","20","","",""
"No worries","2009","indirect migration background","Urban Area","120","0.233493677220474","0.199472424444724","0.267514929996225"
"No worries","2009","no migration background","Rural Area","757","0.123846793245773","0.115370049223927","0.132323537267619"
"No worries","2009","no migration background","Urban Area","1724","0.169657497004986","0.16225246945384","0.177062524556133"
"Some worries","2009","direct migration background","Rural Area","160","0.518748467972004","0.463395565505363","0.574101370438645"
"Some worries","2009","direct migration background","Urban Area","714","0.52743987032258","0.500778693842501","0.554101046802659"
"Some worries","2009","indirect migration background","Rural Area","65","0.611316500065536","0.522611069597755","0.700021930533317"
"Some worries","2009","indirect migration background","Urban Area","291","0.495739441033393","0.455531752654838","0.535947129411947"
"Some worries","2009","no migration background","Rural Area","3052","0.523650889006168","0.510798606583603","0.536503171428734"
"Some worries","2009","no migration background","Urban Area","4941","0.496937451692363","0.487072990376259","0.506801913008467"
"Big worries","2010","direct migration background","Rural Area","261","0.414754379852271","0.37578455247572","0.453724207228823"
"Big worries","2010","direct migration background","Urban Area","852","0.367257168846793","0.347417915491109","0.387096422202477"
"Big worries","2010","indirect migration background","Rural Area","85","0.357707003891608","0.291110432967516","0.4243035748157"
"Big worries","2010","indirect migration background","Urban Area","339","0.320900340035314","0.291183969325989","0.350616710744638"
"Big worries","2010","no migration background","Rural Area","2882","0.397833917735979","0.386682965975065","0.408984869496893"
"Big worries","2010","no migration background","Urban Area","4469","0.375047071420375","0.366569116648346","0.383525026192405"
"No worries","2010","direct migration background","Rural Area","71","0.0978780032868366","0.0743741486622371","0.121381857911436"
"No worries","2010","direct migration background","Urban Area","376","0.148653484614902","0.13401260079714","0.163294368432664"
"No worries","2010","indirect migration background","Rural Area","28","","",""
