"plh0040","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1994","66 and older","direct migration background","51","0.26065141778309","0.195046176731117","0.326256658835063","2"
"Some worries","1994","66 and older","indirect migration background","","","","","2"
"Big worries","1995","16-34 y.","no migration background","1632","0.434484716430936","0.418069846425519","0.450899586436352","1"
"Big worries","1995","16-34 y.","direct migration background","404","0.397791912372038","0.366369364157702","0.429214460586375","1"
"Big worries","1995","16-34 y.","indirect migration background","217","0.459098685649546","0.414425575847486","0.503771795451606","1"
"Big worries","1995","35-65 y.","no migration background","3119","0.588577767888947","0.575119741103572","0.602035794674322","1"
"Big worries","1995","35-65 y.","direct migration background","858","0.542922030305324","0.518790346377668","0.567053714232981","1"
"Big worries","1995","35-65 y.","indirect migration background","13","","","","1"
"Big worries","1995","66 and older","no migration background","939","0.697565547515113","0.672740313123723","0.722390781906502","1"
"Big worries","1995","66 and older","direct migration background","139","0.706731990680631","0.645449009856682","0.768014971504581","1"
"Big worries","1995","66 and older","indirect migration background","6","","","","1"
"No worries","1995","66 and older","indirect migration background","","","","","3"
"No worries","1995","66 and older","direct migration background","16","","","","3"
"No worries","1995","66 and older","no migration background","41","0.0344849992777564","0.0246226622880048","0.0443473362675081","3"
"No worries","1995","35-65 y.","indirect migration background","1","","","","3"
"No worries","1995","35-65 y.","direct migration background","126","0.0710521834866572","0.0586068045431439","0.0834975624301705","3"
"No worries","1995","35-65 y.","no migration background","154","0.0363698817182405","0.0312499789838202","0.0414897844526607","3"
"No worries","1995","16-34 y.","indirect migration background","38","0.0985865115213028","0.0718622988857436","0.125310724156862","3"
"No worries","1995","16-34 y.","direct migration background","97","0.112381852371782","0.0921049638072345","0.132658740936329","3"
"No worries","1995","16-34 y.","no migration background","215","0.0678065151621704","0.0594808916803613","0.0761321386439796","3"
"Some worries","1995","35-65 y.","indirect migration background","14","","","","2"
"Some worries","1995","35-65 y.","direct migration background","653","0.386025786208019","0.362442355903813","0.409609216512224","2"
"Some worries","1995","66 and older","no migration background","335","0.267949453207131","0.244011766050536","0.291887140363726","2"
"Some worries","1995","35-65 y.","no migration background","1863","0.375052350392813","0.361811882005197","0.388292818780428","2"
"Some worries","1995","16-34 y.","indirect migration background","223","0.442314802829151","0.397790775747598","0.486838829910705","2"
"Some worries","1995","16-34 y.","direct migration background","431","0.48982623525618","0.457732503615533","0.521919966896827","2"
"Some worries","1995","16-34 y.","no migration background","1656","0.497708768406894","0.481151317852636","0.514266218961152","2"
"Some worries","1995","66 and older","direct migration background","57","0.200747044749919","0.146827419359653","0.254666670140185","2"
"Some worries","1995","66 and older","indirect migration background","","","","","2"
"Big worries","1996","16-34 y.","no migration background","1666","0.469959666012116","0.45315379047324","0.486765541550992","1"
"Big worries","1996","16-34 y.","direct migration background","392","0.439497442011087","0.405812791867718","0.473182092154455","1"
"Big worries","1996","16-34 y.","indirect migration background","248","0.504277778192499","0.460927513851167","0.54762804253383","1"
"Big worries","1996","35-65 y.","no migration background","3239","0.618092924383277","0.604797716056813","0.631388132709741","1"
"Big worries","1996","35-65 y.","direct migration background","793","0.520007267623797","0.494932598742976","0.545081936504617","1"
"Big worries","1996","35-65 y.","indirect migration background","20","","","","1"
"Big worries","1996","66 and older","no migration background","999","0.747147225852366","0.723717386061289","0.770577065643442","1"
"Big worries","1996","66 and older","direct migration background","162","0.791760820815994","0.738822264097173","0.844699377534816","1"
"Big worries","1996","66 and older","indirect migration background","4","","","","1"
"No worries","1996","66 and older","indirect migration background","","","","","3"
"No worries","1996","66 and older","direct migration background","7","","","","3"
"No worries","1996","66 and older","no migration background","31","0.0263979290227644","0.0177560529048636","0.0350398051406651","3"
"No worries","1996","35-65 y.","indirect migration background","","","","","3"
"No worries","1996","35-65 y.","direct migration background","82","0.0577941639805513","0.0460822450632323","0.0695060828978703","3"
"No worries","1996","35-65 y.","no migration background","141","0.0304652144433219","0.0257622334241178","0.0351681954625261","3"
"No worries","1996","16-34 y.","indirect migration background","31","0.0496923295668682","0.0308508745966371","0.0685337845370994","3"
"No worries","1996","16-34 y.","direct migration background","57","0.0875590056910608","0.0683759463248421","0.10674206505728","3"
"No worries","1996","16-34 y.","no migration background","161","0.053654498671321","0.0460669005238068","0.0612420968188352","3"
"Some worries","1996","35-65 y.","indirect migration background","11","","","","2"
"Some worries","1996","35-65 y.","direct migration background","650","0.422198568395652","0.397409462990608","0.446987673800696","2"
"Some worries","1996","35-65 y.","no migration background","1750","0.351441861173401","0.338377426836165","0.364506295510637","2"
"Some worries","1996","66 and older","no migration background","292","0.22645484512487","0.203893447112403","0.249016243137337","2"
"Some worries","1996","16-34 y.","no migration background","1561","0.476385835316563","0.459568332722327","0.493203337910799","2"
"Some worries","1996","16-34 y.","indirect migration background","232","0.446029892240633","0.402931329339444","0.489128455141822","2"
"Some worries","1996","16-34 y.","direct migration background","385","0.472943552297853","0.439059270449659","0.506827834146046","2"
"Some worries","1996","66 and older","direct migration background","57","0.17951070787599","0.129475522861421","0.229545892890558","2"
"Some worries","1996","66 and older","indirect migration background","2","","","","2"
"Big worries","1997","16-34 y.","no migration background","1784","0.525634233935544","0.508584450282698","0.54268401758839","1"
"Big worries","1997","16-34 y.","direct migration background","386","0.5290326752123","0.493957897326727","0.564107453097873","1"
"Big worries","1997","16-34 y.","indirect migration background","233","0.434373468681642","0.392174028676629","0.476572908686654","1"
"Big worries","1997","35-65 y.","no migration background","3348","0.639741153344522","0.626605352501016","0.652876954188028","1"
"Big worries","1997","35-65 y.","direct migration background","777","0.549318867346711","0.523770375896474","0.574867358796948","1"
"Big worries","1997","35-65 y.","indirect migration background","22","","","","1"
"Big worries","1997","66 and older","no migration background","1037","0.753323033825382","0.730344904582678","0.776301163068086","1"
"Big worries","1997","66 and older","direct migration background","159","0.759977340547537","0.705254755384289","0.814699925710784","1"
"Big worries","1997","66 and older","indirect migration background","5","","","","1"
"No worries","1997","66 and older","indirect migration background","","","","","3"
"No worries","1997","66 and older","direct migration background","12","","","","3"
"No worries","1997","66 and older","no migration background","13","","","","3"
"No worries","1997","35-65 y.","indirect migration background","1","","","","3"
"No worries","1997","35-65 y.","direct migration background","69","0.0469469453624698","0.0360856775149054","0.0578082132100342","3"
"No worries","1997","35-65 y.","no migration background","117","0.0278899860449103","0.0233846318365563","0.0323953402532643","3"
"No worries","1997","16-34 y.","indirect migration background","41","0.0797235786453339","0.0566633984667258","0.102783758823942","3"
"No worries","1997","16-34 y.","direct migration background","60","0.0760186383232168","0.0573956255570704","0.0946416510893631","3"
"No worries","1997","16-34 y.","no migration background","147","0.0539905867630481","0.0462739664087856","0.0617072071173106","3"
"Some worries","1997","35-65 y.","indirect migration background","10","","","","2"
"Some worries","1997","35-65 y.","direct migration background","611","0.40373418729082","0.378540830751151","0.428927543830488","2"
"Some worries","1997","35-65 y.","no migration background","1666","0.332368860610568","0.319479673148413","0.345258048072723","2"
"Some worries","1997","16-34 y.","direct migration background","332","0.394948686464484","0.360598845279011","0.429298527649956","2"
"Some worries","1997","16-34 y.","indirect migration background","256","0.485902952673025","0.443352177131406","0.528453728214644","2"
"Some worries","1997","16-34 y.","no migration background","1364","0.420375179301408","0.403520814037564","0.437229544565252","2"
"Some worries","1997","66 and older","no migration background","302","0.238842302612721","0.216114748955423","0.26156985627002","2"
"Some worries","1997","66 and older","direct migration background","63","0.187896728561645","0.137846576454812","0.237946880668479","2"
"Some worries","1997","66 and older","indirect migration background","2","","","","2"
"Big worries","1998","66 and older","indirect migration background","4","","","","1"
"Big worries","1998","16-34 y.","no migration background","1689","0.47136277676361","0.454979003336522","0.487746550190698","1"
"Big worries","1998","16-34 y.","direct migration background","321","0.433338840321623","0.397042142882863","0.469635537760383","1"
"Big worries","1998","16-34 y.","indirect migration background","247","0.462489422846497","0.420896162742844","0.504082682950151","1"
"Big worries","1998","35-65 y.","no migration background","3655","0.603774945983546","0.591393766829813","0.61615612513728","1"
"Big worries","1998","35-65 y.","direct migration background","751","0.545608041482593","0.519755909847651","0.571460173117535","1"
"Big worries","1998","35-65 y.","indirect migration background","25","","","","1"
"Big worries","1998","66 and older","no migration background","1186","0.734946211653533","0.713333382477265","0.756559040829801","1"
"Big worries","1998","66 and older","direct migration background","155","0.673981076257038","0.615758197663914","0.732203954850162","1"
"No worries","1998","66 and older","indirect migration background","","","","","3"
"No worries","1998","66 and older","direct migration background","15","","","","3"
"No worries","1998","66 and older","no migration background","24","","","","3"
"No worries","1998","35-65 y.","indirect migration background","4","","","","3"
"No worries","1998","35-65 y.","direct migration background","95","0.078170334434162","0.0642327669274795","0.0921079019408446","3"
"No worries","1998","35-65 y.","no migration background","150","0.0279351185770082","0.023763770955338","0.0321064661986785","3"
"No worries","1998","16-34 y.","indirect migration background","40","0.0855023976429565","0.0621753925384821","0.108829402747431","3"
"No worries","1998","16-34 y.","direct migration background","35","0.047763391874142","0.0321422924416253","0.0633844913066588","3"
"No worries","1998","16-34 y.","no migration background","218","0.0710452100946428","0.0626133748448527","0.0794770453444328","3"
"Some worries","1998","35-65 y.","direct migration background","579","0.376221624083245","0.35106932471652","0.401373923449969","2"
"Some worries","1998","35-65 y.","indirect migration background","15","","","","2"
"Some worries","1998","35-65 y.","no migration background","2190","0.368289935439446","0.356080170001945","0.380499700876946","2"
"Some worries","1998","16-34 y.","direct migration background","360","0.518897767804234","0.482300289073956","0.555495246534513","2"
"Some worries","1998","16-34 y.","indirect migration background","265","0.452008179510546","0.410489958431324","0.493526400589769","2"
"Some worries","1998","16-34 y.","no migration background","1659","0.457592013141747","0.441240434879912","0.473943591403583","2"
"Some worries","1998","66 and older","no migration background","392","0.250390354763106","0.229175345980856","0.271605363545356","2"
"Some worries","1998","66 and older","direct migration background","79","0.26372367560066","0.208991413847895","0.318455937353425","2"
"Some worries","1998","66 and older","indirect migration background","2","","","","2"
"Big worries","1999","16-34 y.","no migration background","1564","0.449645201543031","0.432965742476523","0.466324660609539","1"
"Big worries","1999","16-34 y.","direct migration background","267","0.422287399671484","0.383961025682738","0.46061377366023","1"
"Big worries","1999","16-34 y.","indirect migration background","238","0.418982806413956","0.377710901750977","0.460254711076935","1"
"Big worries","1999","35-65 y.","no migration background","3372","0.558449442747069","0.545798989946623","0.571099895547515","1"
"Big worries","1999","35-65 y.","direct migration background","653","0.505672116381906","0.478741508531556","0.532602724232257","1"
"Big worries","1999","35-65 y.","indirect migration background","23","","","","1"
"Big worries","1999","66 and older","no migration background","1046","0.650136822233199","0.626523065052095","0.673750579414304","1"
"Big worries","1999","66 and older","direct migration background","142","0.610360222107468","0.550029852632442","0.670690591582495","1"
"Big worries","1999","66 and older","indirect migration background","4","","","","1"
"No worries","1999","66 and older","indirect migration background","","","","","3"
"No worries","1999","66 and older","direct migration background","22","","","","3"
"No worries","1999","66 and older","no migration background","56","0.0357872281789154","0.026589849584118","0.0449846067737128","3"
"No worries","1999","35-65 y.","indirect migration background","3","","","","3"
"No worries","1999","35-65 y.","direct migration background","125","0.0955616265073163","0.0797259961699888","0.111397256844644","3"
"No worries","1999","35-65 y.","no migration background","257","0.0467830091392988","0.0414032369580946","0.0521627813205029","3"
"No worries","1999","16-34 y.","indirect migration background","60","0.0972742806183071","0.0724864316884851","0.122062129548129","3"
"No worries","1999","16-34 y.","direct migration background","73","0.119946005858368","0.0947352825372187","0.145156729179517","3"
"No worries","1999","16-34 y.","no migration background","284","0.0937582346356354","0.083984684412029","0.103531784859242","3"
"Some worries","1999","35-65 y.","direct migration background","546","0.398766257110777","0.372391712322984","0.42514080189857","2"
"Some worries","1999","35-65 y.","indirect migration background","26","","","","2"
"Some worries","1999","35-65 y.","no migration background","2290","0.394767548113632","0.382315071168321","0.407220025058944","2"
"Some worries","1999","16-34 y.","indirect migration background","251","0.483742912967737","0.441940414481232","0.525545411454241","2"
"Some worries","1999","16-34 y.","no migration background","1569","0.456596563821334","0.439895154835849","0.473297972806818","2"
"Some worries","1999","16-34 y.","direct migration background","298","0.457766594470148","0.419107388032402","0.496425800907895","2"
"Some worries","1999","66 and older","no migration background","465","0.314075949587885","0.29109494820428","0.337056950971491","2"
"Some worries","1999","66 and older","direct migration background","87","0.327626703113952","0.269562816245551","0.385690589982353","2"
"Some worries","1999","66 and older","indirect migration background","3","","","","2"
"Big worries","2000","16-34 y.","no migration background","2579","0.468389064204075","0.455083572339754","0.481694556068396","1"
"Big worries","2000","16-34 y.","direct migration background","360","0.388483530475141","0.357998773856189","0.418968287094093","1"
"Big worries","2000","16-34 y.","indirect migration background","277","0.390260782268616","0.354354164927209","0.426167399610023","1"
"Big worries","2000","35-65 y.","no migration background","6368","0.567089721283729","0.557959039036532","0.576220403530925","1"
"Big worries","2000","35-65 y.","direct migration background","874","0.453940684158479","0.431966432194943","0.475914936122015","1"
"Big worries","2000","35-65 y.","indirect migration background","49","0.541327981358942","0.441651238958252","0.641004723759632","1"
"Big worries","2000","66 and older","no migration background","2024","0.623703570668055","0.607017125232337","0.640390016103773","1"
"Big worries","2000","66 and older","direct migration background","185","0.540276958866615","0.488651617488811","0.591902300244419","1"
"Big worries","2000","66 and older","indirect migration background","14","","","","1"
"No worries","2000","66 and older","indirect migration background","","","","","3"
"No worries","2000","66 and older","direct migration background","34","0.0977967377931649","0.067027201001275","0.128566274585055","3"
"No worries","2000","66 and older","no migration background","185","0.052955207898953","0.0452417472617831","0.0606686685361229","3"
"No worries","2000","35-65 y.","indirect migration background","6","","","","3"
"No worries","2000","35-65 y.","direct migration background","214","0.105753130177927","0.0921803140571873","0.119325946298666","3"
"No worries","2000","35-65 y.","no migration background","627","0.057576543369672","0.0532839057188869","0.0618691810204572","3"
"No worries","2000","16-34 y.","indirect migration background","102","0.129433738444553","0.104725053199457","0.154142423689648","3"
"No worries","2000","16-34 y.","direct migration background","132","0.133225395672641","0.111971480363287","0.154479310981995","3"
"No worries","2000","16-34 y.","no migration background","503","0.103046997469772","0.0949405024118033","0.11115349252774","3"
"Some worries","2000","35-65 y.","direct migration background","884","0.440306185663594","0.418395938201903","0.462216433125285","2"
"Some worries","2000","35-65 y.","no migration background","4317","0.375333735346599","0.366410728639243","0.384256742053956","2"
"Some worries","2000","35-65 y.","indirect migration background","41","0.387483902531741","0.290030263581685","0.484937541481798","2"
"Some worries","2000","16-34 y.","no migration background","2321","0.428563938326153","0.415368547998976","0.44175932865333","2"
"Some worries","2000","16-34 y.","indirect migration background","330","0.480305479286831","0.443530044757972","0.517080913815691","2"
"Some worries","2000","16-34 y.","direct migration background","490","0.478291073852218","0.447048081771807","0.509534065932629","2"
"Some worries","2000","66 and older","no migration background","1029","0.323341221432992","0.307230126143005","0.339452316722979","2"
"Some worries","2000","66 and older","direct migration background","139","0.36192630334022","0.312146626579501","0.411705980100939","2"
"Some worries","2000","66 and older","indirect migration background","4","","","","2"
"Big worries","2001","16-34 y.","no migration background","2002","0.410148868891618","0.396190622222511","0.424107115560725","1"
"Big worries","2001","16-34 y.","direct migration background","340","0.414749628332539","0.381312504194991","0.448186752470086","1"
"Big worries","2001","16-34 y.","indirect migration background","256","0.411769685147077","0.374021820706969","0.449517549587185","1"
"Big worries","2001","35-65 y.","no migration background","5389","0.52292661020978","0.513316108125361","0.532537112294199","1"
"Big worries","2001","35-65 y.","direct migration background","785","0.462911856173726","0.439570339726879","0.486253372620573","1"
"Big worries","2001","35-65 y.","indirect migration background","46","0.373658039101819","0.280231040379752","0.467085037823886","1"
"Big worries","2001","66 and older","no migration background","1831","0.600086845516498","0.58271838545594","0.617455305577057","1"
"Big worries","2001","66 and older","direct migration background","162","0.512880999162077","0.459515696033422","0.566246302290732","1"
"Big worries","2001","66 and older","indirect migration background","9","","","","1"
"No worries","2001","66 and older","indirect migration background","","","","","3"
"No worries","2001","66 and older","direct migration background","41","0.111331130579184","0.0777487535060718","0.144913507652295","3"
"No worries","2001","66 and older","no migration background","189","0.0621107139726669","0.0535535379773088","0.0706678899680249","3"
"No worries","2001","35-65 y.","indirect migration background","10","","","","3"
"No worries","2001","35-65 y.","direct migration background","190","0.107314433378919","0.0928255319491091","0.121803334808729","3"
"No worries","2001","35-65 y.","no migration background","656","0.067506263712692","0.0626786989688823","0.0723338284565017","3"
"No worries","2001","16-34 y.","indirect migration background","94","0.145170214858849","0.11815116434833","0.172189265369369","3"
"No worries","2001","16-34 y.","direct migration background","91","0.124548953303633","0.102138479427713","0.146959427179554","3"
"No worries","2001","16-34 y.","no migration background","494","0.108715093776227","0.0998814048885424","0.117548782663911","3"
"Some worries","2001","35-65 y.","direct migration background","778","0.429773710447355","0.406599727987046","0.452947692907664","2"
"Some worries","2001","35-65 y.","no migration background","4331","0.409567126077528","0.400105170171919","0.419029081983138","2"
"Some worries","2001","16-34 y.","direct migration background","403","0.460701418363828","0.426872393487406","0.49453044324025","2"
"Some worries","2001","16-34 y.","indirect migration background","303","0.443060099994074","0.404959923523318","0.481160276464829","2"
"Some worries","2001","16-34 y.","no migration background","2274","0.481136037332155","0.466956906850811","0.4953151678135","2"
"Some worries","2001","35-65 y.","indirect migration background","47","0.49343785988846","0.396885681455667","0.589990038321253","2"
"Some worries","2001","66 and older","indirect migration background","7","","","","2"
"Some worries","2001","66 and older","no migration background","1036","0.337802440510835","0.321033848608177","0.354571032413493","2"
"Some worries","2001","66 and older","direct migration background","134","0.375787870258739","0.324078336578547","0.427497403938932","2"
"Big worries","2002","66 and older","indirect migration background","11","","","","1"
"Big worries","2002","16-34 y.","no migration background","1847","0.396533957004303","0.382662020859283","0.410405893149324","1"
"Big worries","2002","16-34 y.","direct migration background","270","0.370599640276775","0.335825614065268","0.405373666488281","1"
"Big worries","2002","16-34 y.","indirect migration background","208","0.30248350455776","0.266672406214157","0.338294602901364","1"
"Big worries","2002","35-65 y.","no migration background","5466","0.508980569362832","0.499815728747219","0.518145409978445","1"
"Big worries","2002","35-65 y.","direct migration background","732","0.446523231019759","0.422933102583078","0.470113359456441","1"
"Big worries","2002","35-65 y.","indirect migration background","51","0.388343506657844","0.304563916000926","0.472123097314761","1"
"Big worries","2002","66 and older","no migration background","2040","0.639956496359553","0.623453639749939","0.656459352969167","1"
"Big worries","2002","66 and older","direct migration background","185","0.568771881383956","0.516813217783791","0.620730544984122","1"
"No worries","2002","66 and older","direct migration background","33","0.0844338326437205","0.0552636937393259","0.113603971548115","3"
"No worries","2002","66 and older","no migration background","164","0.0483170343130888","0.0409447395134368","0.0556893291127408","3"
"No worries","2002","66 and older","indirect migration background","","","","","3"
"No worries","2002","35-65 y.","indirect migration background","21","","","","3"
"No worries","2002","35-65 y.","direct migration background","141","0.0843930504940016","0.0712023924916556","0.0975837084963476","3"
"No worries","2002","35-65 y.","no migration background","881","0.0701329829715986","0.0654513587320536","0.0748146072111436","3"
"No worries","2002","16-34 y.","indirect migration background","93","0.153171438414218","0.125092790190077","0.181250086638358","3"
"No worries","2002","16-34 y.","direct migration background","86","0.127974509194565","0.103921727284363","0.152027291104766","3"
"No worries","2002","16-34 y.","no migration background","599","0.134105436086983","0.124442120383145","0.143768751790822","3"
"Some worries","2002","35-65 y.","direct migration background","833","0.469083718486239","0.445402896169454","0.492764540803025","2"
"Some worries","2002","35-65 y.","no migration background","5083","0.420886447665569","0.411835598841545","0.429937296489593","2"
"Some worries","2002","16-34 y.","indirect migration background","331","0.544345057028022","0.505517082447263","0.583173031608781","2"
"Some worries","2002","16-34 y.","no migration background","2331","0.469360606908713","0.455208420753973","0.483512793063453","2"
"Some worries","2002","16-34 y.","direct migration background","385","0.501425850528661","0.465425458881055","0.537426242176266","2"
"Some worries","2002","35-65 y.","indirect migration background","58","0.471084290999332","0.385278033766709","0.556890548231954","2"
"Some worries","2002","66 and older","indirect migration background","4","","","","2"
"Some worries","2002","66 and older","direct migration background","131","0.346794285972323","0.296860288876145","0.396728283068501","2"
"Some worries","2002","66 and older","no migration background","1046","0.311726469327358","0.295801676729861","0.327651261924855","2"
"Big worries","2003","66 and older","indirect migration background","10","","","","1"
"Big worries","2003","66 and older","direct migration background","161","0.471323698104518","0.419323976320551","0.523323419888486","1"
"Big worries","2003","16-34 y.","no migration background","1495","0.344127834578985","0.330323613893213","0.357932055264757","1"
"Big worries","2003","16-34 y.","direct migration background","234","0.324651290332313","0.289301182197333","0.360001398467293","1"
"Big worries","2003","16-34 y.","indirect migration background","198","0.341723799043199","0.304776055031829","0.378671543054568","1"
"Big worries","2003","35-65 y.","no migration background","4688","0.462367966097534","0.453022201139561","0.471713731055508","1"
"Big worries","2003","35-65 y.","direct migration background","649","0.433699423498971","0.40932464003559","0.458074206962352","1"
"Big worries","2003","35-65 y.","indirect migration background","57","0.471093531542397","0.387508056083275","0.554679007001518","1"
"Big worries","2003","66 and older","no migration background","1872","0.573576811702175","0.556723644097865","0.590429979306486","1"
"No worries","2003","66 and older","indirect migration background","","","","","3"
"No worries","2003","35-65 y.","indirect migration background","19","","","","3"
"No worries","2003","66 and older","no migration background","184","0.05211529924883","0.0445412920193894","0.0596893064782705","3"
"No worries","2003","66 and older","direct migration background","28","","","","3"
"No worries","2003","35-65 y.","direct migration background","139","0.0989786246651084","0.0842906776754587","0.113666571654758","3"
"No worries","2003","35-65 y.","no migration background","890","0.0737993348928917","0.0688986454157746","0.0787000243700087","3"
"No worries","2003","16-34 y.","indirect migration background","93","0.157555108844522","0.129173746947072","0.185936470741972","3"
"No worries","2003","16-34 y.","direct migration background","85","0.147979455534626","0.121172722533471","0.174786188535781","3"
"No worries","2003","16-34 y.","no migration background","648","0.148112190026816","0.137791018482077","0.158433361571555","3"
"Some worries","2003","35-65 y.","no migration background","5355","0.463832699009574","0.454484902276348","0.473180495742801","2"
"Some worries","2003","35-65 y.","direct migration background","800","0.467321951835921","0.442782586134576","0.491861317537265","2"
"Some worries","2003","16-34 y.","indirect migration background","342","0.500721092112279","0.461770345319749","0.53967183890481","2"
"Some worries","2003","16-34 y.","no migration background","2407","0.507759975394199","0.493233505555309","0.522286445233089","2"
"Some worries","2003","16-34 y.","direct migration background","355","0.527369254133061","0.489678352109019","0.565060156157104","2"
"Some worries","2003","35-65 y.","indirect migration background","61","0.381777037610489","0.300425591906263","0.463128483314716","2"
"Some worries","2003","66 and older","indirect migration background","4","","","","2"
"Some worries","2003","66 and older","direct migration background","165","0.46760520515176","0.41562918419864","0.519581226104881","2"
"Some worries","2003","66 and older","no migration background","1252","0.374307889048995","0.357816388617848","0.390799389480142","2"
"Big worries","2004","66 and older","indirect migration background","10","","","","1"
"Big worries","2004","66 and older","direct migration background","172","0.506738732580412","0.454804508230477","0.558672956930347","1"
"Big worries","2004","66 and older","no migration background","1939","0.571151959675145","0.554553022256544","0.587750897093746","1"
"Big worries","2004","16-34 y.","no migration background","1451","0.338524137474222","0.324465103888592","0.352583171059853","1"
"Big worries","2004","16-34 y.","direct migration background","210","0.37702910311324","0.338942326795541","0.415115879430939","1"
"Big worries","2004","16-34 y.","indirect migration background","195","0.324027371436628","0.287626093330129","0.360428649543126","1"
"Big worries","2004","35-65 y.","no migration background","4538","0.454818497910444","0.445304845347052","0.464332150473836","1"
"Big worries","2004","35-65 y.","direct migration background","629","0.450855956677773","0.426036830467953","0.475675082887593","1"
"Big worries","2004","35-65 y.","indirect migration background","56","0.345526401040284","0.269678022377985","0.421374779702582","1"
"No worries","2004","35-65 y.","direct migration background","166","0.113667703068722","0.0978355028858018","0.129499903251641","3"
"No worries","2004","35-65 y.","indirect migration background","19","","","","3"
"No worries","2004","66 and older","no migration background","217","0.0630719147605552","0.0549187940255531","0.0712250354955574","3"
"No worries","2004","66 and older","direct migration background","38","0.105608618442079","0.0736832016694074","0.137534035214751","3"
"No worries","2004","66 and older","indirect migration background","","","","","3"
"No worries","2004","35-65 y.","no migration background","1018","0.0880252675922346","0.0826120840698055","0.0934384511146636","3"
"No worries","2004","16-34 y.","indirect migration background","104","0.165779588551044","0.136855001790256","0.194704175311832","3"
"No worries","2004","16-34 y.","direct migration background","76","0.133962947616375","0.107195098063507","0.160730797169243","3"
"No worries","2004","16-34 y.","no migration background","711","0.168163717579833","0.157051807275312","0.179275627884353","3"
"Some worries","2004","35-65 y.","no migration background","4968","0.457156234497321","0.447638635081297","0.466673833913345","2"
"Some worries","2004","16-34 y.","indirect migration background","336","0.510193040012328","0.471311722817189","0.549074357207468","2"
"Some worries","2004","35-65 y.","direct migration background","749","0.435476340253505","0.410744991633858","0.460207688873153","2"
"Some worries","2004","16-34 y.","no migration background","2190","0.493312144945945","0.47845843979592","0.508165850095969","2"
"Some worries","2004","16-34 y.","direct migration background","336","0.489007949270385","0.44972374774987","0.5282921507909","2"
"Some worries","2004","35-65 y.","indirect migration background","76","0.490919617488155","0.411182966337783","0.570656268638527","2"
"Some worries","2004","66 and older","indirect migration background","2","","","","2"
"Some worries","2004","66 and older","direct migration background","146","0.387652648977509","0.337041826887839","0.438263471067178","2"
"Some worries","2004","66 and older","no migration background","1259","0.3657761255643","0.349622064958778","0.381930186169821","2"
"Big worries","2005","66 and older","indirect migration background","8","","","","1"
"Big worries","2005","66 and older","direct migration background","186","0.535374919827895","0.484138622774562","0.586611216881227","1"
"Big worries","2005","66 and older","no migration background","2149","0.637161152601812","0.621030145558192","0.653292159645433","1"
"Big worries","2005","35-65 y.","indirect migration background","70","0.488693989222069","0.410000067363065","0.567387911081073","1"
"Big worries","2005","35-65 y.","no migration background","4778","0.496364567557414","0.486551750417049","0.506177384697778","1"
