"plh0040","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","16-34 y.","lower secondary degree","659","0.489260818352744","0.462355004338224","0.516166632367264"
"Big worries","1994","16-34 y.","secondary school degree","980","0.509777102852742","0.486586291702308","0.532967914003177"
"Big worries","1994","16-34 y.","college entrance qualification","340","0.353473365794493","0.321707549301201","0.385239182287784"
"Big worries","1994","16-34 y.","Other degree","105","0.464490872463848","0.395713681013115","0.533268063914581"
"Big worries","1994","16-34 y.","no degree/no degree yet","157","0.423248767502216","0.372562095693973","0.473935439310459"
"Big worries","1994","35-65 y.","lower secondary degree","2024","0.649535659923116","0.632622537648384","0.666448782197848"
"Big worries","1994","35-65 y.","secondary school degree","959","0.598553968842102","0.57382962019384","0.623278317490364"
"Big worries","1994","35-65 y.","college entrance qualification","436","0.4845191789899","0.450762960644605","0.518275397335195"
"Big worries","1994","35-65 y.","Other degree","345","0.526737709362656","0.488818512304953","0.56465690642036"
"Big worries","1994","35-65 y.","no degree/no degree yet","217","0.530725095270778","0.483555479332964","0.577894711208592"
"Big worries","1994","66 and older","lower secondary degree","795","0.696702667827335","0.669562325222455","0.723843010432216"
"Big worries","1994","66 and older","secondary school degree","160","0.733601852241652","0.675185752026378","0.792017952456926"
"Big worries","1994","66 and older","college entrance qualification","74","0.699515508676292","0.613049399279226","0.785981618073358"
"Big worries","1994","66 and older","Other degree","","","",""
"Big worries","1994","66 and older","no degree/no degree yet","","","",""
"Some worries","1994","16-34 y.","lower secondary degree","590","0.460716298356831","0.433887466438277","0.487545130275385"
"Some worries","1994","16-34 y.","secondary school degree","744","0.452829684778642","0.429737889991699","0.475921479565585"
"Some worries","1994","16-34 y.","college entrance qualification","452","0.539245649770992","0.506123652886475","0.572367646655508"
"Some worries","1994","16-34 y.","Other degree","81","0.443057278951572","0.374554591397827","0.511559966505317"
"Some worries","1994","16-34 y.","no degree/no degree yet","170","0.459155593512408","0.408032424173323","0.510278762851493"
"Some worries","1994","35-65 y.","lower secondary degree","987","0.333546862760961","0.31683350883179","0.350260216690133"
"Some worries","1994","35-65 y.","secondary school degree","528","0.385004184648691","0.360461140834584","0.409547228462798"
"Some worries","1994","35-65 y.","college entrance qualification","365","0.458700040617534","0.425043038364334","0.492357042870735"
"Some worries","1994","35-65 y.","Other degree","256","0.347609764850624","0.311442914732281","0.383776614968968"
"Some worries","1994","35-65 y.","no degree/no degree yet","167","0.365263439265069","0.31975271757502","0.410774160955117"
"Some worries","1994","66 and older","lower secondary degree","273","0.271611478152099","0.245350378965065","0.297872577339134"
"Some worries","1994","66 and older","secondary school degree","56","0.249506846505628","0.192325898462059","0.306687794549197"
"Some worries","1994","66 and older","college entrance qualification","30","0.265693385886568","0.182389491466801","0.348997280306334"
"Some worries","1994","66 and older","Other degree","","","",""
"Some worries","1994","66 and older","no degree/no degree yet","","","",""
"No worries","1994","16-34 y.","lower secondary degree","77","0.050022883290425","0.03828966200854","0.06175610457231"
"No worries","1994","16-34 y.","secondary school degree","61","0.0373932123686157","0.0285918514878455","0.046194573249386"
"No worries","1994","16-34 y.","college entrance qualification","78","0.107280984434516","0.0867170016051954","0.127844967263837"
"No worries","1994","16-34 y.","Other degree","","","",""
"No worries","1994","16-34 y.","no degree/no degree yet","38","0.117595638985376","0.0845487113198526","0.1506425666509"
"No worries","1994","35-65 y.","lower secondary degree","46","0.016917477315923","0.0123459306149414","0.0214890240169047"
"No worries","1994","35-65 y.","secondary school degree","","","",""
"No worries","1994","35-65 y.","college entrance qualification","41","0.0567807803925659","0.0411493383514649","0.0724122224336668"
"No worries","1994","35-65 y.","Other degree","65","0.125652525786719","0.100479314685387","0.150825736888051"
"No worries","1994","35-65 y.","no degree/no degree yet","46","0.104011465464153","0.0751574874152336","0.132865443513072"
"No worries","1994","66 and older","lower secondary degree","34","0.0316858540205655","0.0213440062563051","0.042027701784826"
"No worries","1994","66 and older","secondary school degree","","","",""
"No worries","1994","66 and older","college entrance qualification","","","",""
