"plh0040","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","Full Time","Female","1214","0.586744632762172","0.565222967619022","0.608266297905321"
"Big worries","1994","Full Time","Male","2080","0.511015535770524","0.495430629114471","0.526600442426577"
"Big worries","1994","Not Working","Female","1872","0.647340194307438","0.630290966850867","0.664389421764009"
"Big worries","1994","Not Working","Male","966","0.636706429480852","0.612591561562663","0.660821297399042"
"Big worries","1994","Part Time","Female","943","0.553267043465828","0.529191142997606","0.57734294393405"
"Big worries","1994","Part Time","Male","376","0.484297685391381","0.447920019928648","0.520675350854115"
"No worries","1994","Full Time","Female","68","0.0400513309338115","0.031481454946114","0.048621206921509"
"No worries","1994","Full Time","Male","185","0.0444981057968859","0.0380693613622542","0.0509268502315177"
"No worries","1994","Not Working","Female","130","0.0334791187448226","0.0270603302514524","0.0398979072381928"
"No worries","1994","Not Working","Male","72","0.0433040944135014","0.0330985106395856","0.0535096781874172"
"No worries","1994","Part Time","Female","47","0.032891567270511","0.0242544063448209","0.0415287281962011"
"No worries","1994","Part Time","Male","55","0.0774274424315708","0.0579726406274155","0.096882244235726"
"Some worries","1994","Full Time","Female","729","0.373204036304017","0.352065334257553","0.394342738350481"
"Some worries","1994","Full Time","Male","1687","0.44448635843259","0.428994047471312","0.459978669393868"
"Some worries","1994","Not Working","Female","1015","0.31918068694774","0.302546764513138","0.335814609382341"
"Some worries","1994","Not Working","Male","490","0.319989476105646","0.296600453235138","0.343378498976154"
"Some worries","1994","Part Time","Female","648","0.413841389263661","0.389989890255606","0.437692888271716"
"Some worries","1994","Part Time","Male","294","0.438274872177048","0.402157653433458","0.474392090920638"
"Big worries","1995","Full Time","Female","1086","0.522890727030233","0.500778399725634","0.545003054334831"
"Big worries","1995","Full Time","Male","1982","0.495759932767638","0.480110303347494","0.511409562187781"
"Big worries","1995","Not Working","Female","1926","0.63463898761277","0.61786309223193","0.651414882993611"
"Big worries","1995","Not Working","Male","974","0.62172203850551","0.598062842784844","0.645381234226176"
"Big worries","1995","Part Time","Female","940","0.528785510436328","0.50531096057942","0.552260060293235"
"Big worries","1995","Part Time","Male","419","0.482765307877267","0.449172177295501","0.516358438459033"
"No worries","1995","Full Time","Female","74","0.0461943781100833","0.0369016216248181","0.0554871345953485"
"No worries","1995","Full Time","Male","217","0.0547540206244601","0.0476331991645366","0.0618748420843836"
"No worries","1995","Not Working","Female","154","0.0408594360129778","0.0339626214838296","0.0477562505421259"
"No worries","1995","Not Working","Male","100","0.0573322733647253","0.0459906498527742","0.0686738968766764"
"No worries","1995","Part Time","Female","71","0.0482169268524549","0.0381425792018114","0.0582912745030983"
"No worries","1995","Part Time","Male","72","0.0902876291009234","0.0710210414365865","0.10955421676526"
"Some worries","1995","Full Time","Female","800","0.430914894859684","0.408991671036906","0.452838118682462"
"Some worries","1995","Full Time","Male","1722","0.449486046607902","0.433915927219041","0.465056165996763"
"Some worries","1995","Not Working","Female","1085","0.324501576374252","0.308190530498024","0.34081262225048"
"Some worries","1995","Not Working","Male","540","0.320945688129765","0.298170375131928","0.343721001127601"
"Some worries","1995","Part Time","Female","726","0.422997562711217","0.399764528169088","0.446230597253347"
"Some worries","1995","Part Time","Male","359","0.426947063021809","0.393694661596089","0.46019946444753"
"Big worries","1996","Full Time","Female","1090","0.542278387831539","0.519852957683954","0.564703817979123"
"Big worries","1996","Full Time","Male","2015","0.514149610717272","0.498275271577613","0.530023949856931"
"Big worries","1996","Not Working","Female","1971","0.689390527718306","0.672930247996897","0.705850807439715"
"Big worries","1996","Not Working","Male","983","0.660069701119353","0.636533675303592","0.683605726935115"
"Big worries","1996","Part Time","Female","996","0.552979901570411","0.529973162339537","0.575986640801285"
"Big worries","1996","Part Time","Male","468","0.532210716762045","0.499300201564189","0.565121231959902"
"No worries","1996","Full Time","Female","58","0.0422027686212902","0.0331530269011283","0.0512525103414521"
"No worries","1996","Full Time","Male","158","0.0456443982975237","0.039015391293756","0.0522734053012915"
"No worries","1996","Not Working","Female","114","0.0312434350442466","0.0250549559982609","0.0374319140902324"
"No worries","1996","Not Working","Male","72","0.0413683650818196","0.0314736486662008","0.0512630814974384"
"No worries","1996","Part Time","Female","54","0.0285008828226764","0.0208009447363379","0.0362008209090148"
"No worries","1996","Part Time","Male","54","0.0660357119691522","0.0496553947973538","0.0824160291409505"
"Some worries","1996","Full Time","Female","748","0.415518843547171","0.393336391906976","0.437701295187366"
"Some worries","1996","Full Time","Male","1635","0.440205990985204","0.424439257784561","0.455972724185848"
"Some worries","1996","Not Working","Female","951","0.279366037237447","0.263405725336687","0.295326349138208"
"Some worries","1996","Not Working","Male","501","0.298561933798827","0.275823781155539","0.321300086442116"
"Some worries","1996","Part Time","Female","744","0.418519215606912","0.395691510331254","0.441346920882571"
"Some worries","1996","Part Time","Male","361","0.401753571268802","0.369417469008373","0.434089673529232"
"Big worries","1997","Full Time","Female","1160","0.590547738797676","0.568372860015923","0.612722617579429"
"Big worries","1997","Full Time","Male","2022","0.546553386041556","0.530482130680067","0.562624641403045"
"Big worries","1997","Not Working","Female","2040","0.702708792246705","0.686530199529088","0.718887384964322"
"Big worries","1997","Not Working","Male","1047","0.663755003164597","0.64086276472968","0.686647241599514"
"Big worries","1997","Part Time","Female","998","0.587352786211776","0.563726849131477","0.610978723292075"
"Big worries","1997","Part Time","Male","484","0.586336324720664","0.553648430651776","0.619024218789553"
"No worries","1997","Full Time","Female","56","0.0346358913672577","0.026389938074138","0.0428818446603774"
"No worries","1997","Full Time","Male","134","0.0431839691014204","0.0366218225477064","0.0497461156551344"
"No worries","1997","Not Working","Female","97","0.0239620647870145","0.0185488222784403","0.0293753072955887"
"No worries","1997","Not Working","Male","74","0.0338704469571718","0.0251047876165057","0.0426361062978378"
"No worries","1997","Part Time","Female","48","0.034911729096558","0.0261028780550013","0.0437205801381148"
"No worries","1997","Part Time","Male","51","0.0559039840874522","0.0406557584153733","0.0711522097595312"
"Some worries","1997","Full Time","Female","673","0.374816369835066","0.352986799581699","0.396645940088434"
"Some worries","1997","Full Time","Male","1530","0.410262644857023","0.394383367581954","0.426141922132093"
