"plh0040","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","in school","West Germany","63","0.403052570715293","0.32583233325122","0.480272808179367","1"
"Big worries","1994","in school","East Germany","40","0.48101486791615","0.374167173239913","0.587862562592387","1"
"Big worries","1994","inadequately","West Germany","254","0.476598798397288","0.434512252148615","0.518685344645961","1"
"Big worries","1994","inadequately","East Germany","5","","","","1"
"Big worries","1994","general elemantary","West Germany","1180","0.58048317175263","0.559311440294328","0.601654903210933","1"
"Big worries","1994","general elemantary","East Germany","292","0.740148906271148","0.697490276676913","0.782807535865382","1"
"Big worries","1994","middle vocational","West Germany","2367","0.555066378556831","0.540510912371158","0.569621844742504","1"
"Big worries","1994","middle vocational","East Germany","1546","0.763075892214383","0.744851226622866","0.781300557805899","1"
"Big worries","1994","vocational + Abi","West Germany","128","0.403862776455294","0.349933503598459","0.45779204931213","1"
"Big worries","1994","vocational + Abi","East Germany","45","0.570492059632929","0.457709322125629","0.68327479714023","1"
"Big worries","1994","higher vocational","West Germany","277","0.564459725803145","0.521843296421411","0.607076155184879","1"
"Big worries","1994","higher vocational","East Germany","189","0.789958080954267","0.737767134316151","0.842149027592384","1"
"Big worries","1994","higher education","West Germany","307","0.406388440892727","0.37220361713237","0.440573264653085","1"
"Big worries","1994","higher education","East Germany","646","0.77438980102373","0.746437942747692","0.802341659299768","1"
"No worries","1994","in school","West Germany","15","","","","3"
"No worries","1994","in school","East Germany","6","","","","3"
"No worries","1994","inadequately","West Germany","66","0.120536081179325","0.0931003205130911","0.147971841845559","3"
"No worries","1994","inadequately","East Germany","","","","","3"
"No worries","1994","general elemantary","West Germany","111","0.0386559225312041","0.03038537398565","0.0469264710767582","3"
"No worries","1994","general elemantary","East Germany","8","","","","3"
"No worries","1994","middle vocational","West Germany","199","0.0379868043075728","0.0323877724221602","0.0435858361929853","3"
"No worries","1994","middle vocational","East Germany","28","","","","3"
"No worries","1994","vocational + Abi","West Germany","22","","","","3"
"No worries","1994","vocational + Abi","East Germany","1","","","","3"
"No worries","1994","higher vocational","West Germany","13","","","","3"
"No worries","1994","higher vocational","East Germany","","","","","3"
"No worries","1994","higher education","West Germany","70","0.0928252739099109","0.0726281240354253","0.113022423784396","3"
"No worries","1994","higher education","East Germany","4","","","","3"
"Some worries","1994","in school","West Germany","77","0.47228275063431","0.39368973936589","0.55087576190273","2"
"Some worries","1994","in school","East Germany","38","0.446055087304628","0.339754421285057","0.5523557533242","2"
"Some worries","1994","inadequately","West Germany","221","0.402865120423387","0.361535110220087","0.444195130626687","2"
"Some worries","1994","inadequately","East Germany","6","","","","2"
"Some worries","1994","general elemantary","West Germany","796","0.380860905716166","0.360027312594186","0.401694498838146","2"
"Some worries","1994","general elemantary","East Germany","106","0.244269559015727","0.202476591783211","0.286062526248242","2"
"Some worries","1994","middle vocational","West Germany","1912","0.406946817135596","0.392558112590285","0.421335521680907","2"
"Some worries","1994","middle vocational","East Germany","517","0.225666646280618","0.207749503885139","0.243583788676097","2"
"Some worries","1994","vocational + Abi","West Germany","168","0.526432383901457","0.471554566797507","0.581310201005407","2"
"Some worries","1994","vocational + Abi","East Germany","28","","","","2"
"Some worries","1994","higher vocational","West Germany","230","0.412598037453667","0.370284659741984","0.45491141516535","2"
"Some worries","1994","higher vocational","East Germany","45","0.210041919045733","0.157850972407616","0.262232865683849","2"
"Some worries","1994","higher education","West Germany","416","0.500786285197362","0.465986147313471","0.535586423081253","2"
"Some worries","1994","higher education","East Germany","209","0.212542257264231","0.185184040753393","0.239900473775069","2"
"Big worries","1995","in school","West Germany","69","0.342536414676336","0.275058676587748","0.410014152764923","1"
"Big worries","1995","in school","East Germany","52","0.609293372094683","0.510131382251716","0.708455361937651","1"
"Big worries","1995","inadequately","West Germany","236","0.454984488741178","0.412018385565395","0.497950591916961","1"
"Big worries","1995","inadequately","East Germany","8","","","","1"
"Big worries","1995","general elemantary","West Germany","1151","0.591966310319556","0.570956204394335","0.612976416244776","1"
"Big worries","1995","general elemantary","East Germany","253","0.717047532175736","0.671579293435511","0.762515770915962","1"
"Big worries","1995","middle vocational","West Germany","2434","0.551668103178044","0.53739841509932","0.565937791256769","1"
"Big worries","1995","middle vocational","East Germany","1474","0.738288555473442","0.719232541143903","0.75734456980298","1"
"Big worries","1995","vocational + Abi","West Germany","172","0.388750276323222","0.34150796575842","0.435992586888024","1"
"Big worries","1995","vocational + Abi","East Germany","41","0.518019757349573","0.400120430439564","0.635919084259582","1"
"Big worries","1995","higher vocational","West Germany","250","0.480676473932975","0.438060093403987","0.523292854461963","1"
"Big worries","1995","higher vocational","East Germany","171","0.719566490147562","0.661637958540379","0.777495021754746","1"
"Big worries","1995","higher education","West Germany","330","0.367238421463537","0.336122924848952","0.398353918078122","1"
"Big worries","1995","higher education","East Germany","565","0.708506269045492","0.677589400243839","0.739423137847144","1"
"No worries","1995","in school","West Germany","26","","","","3"
"No worries","1995","in school","East Germany","9","","","","3"
"No worries","1995","inadequately","West Germany","59","0.158759314203244","0.127227207923899","0.190291420482588","3"
"No worries","1995","inadequately","East Germany","","","","","3"
"No worries","1995","general elemantary","West Germany","138","0.057800471535205","0.0478241860829299","0.06777675698748","3"
"No worries","1995","general elemantary","East Germany","9","","","","3"
"No worries","1995","middle vocational","West Germany","235","0.0430431844494215","0.0372198183917376","0.0488665505071054","3"
"No worries","1995","middle vocational","East Germany","21","","","","3"
"No worries","1995","vocational + Abi","West Germany","28","","","","3"
"No worries","1995","vocational + Abi","East Germany","2","","","","3"
"No worries","1995","higher vocational","West Germany","23","","","","3"
"No worries","1995","higher vocational","East Germany","4","","","","3"
"No worries","1995","higher education","West Germany","100","0.106829349293403","0.0868907271119525","0.126767971474854","3"
"No worries","1995","higher education","East Germany","6","","","","3"
"Some worries","1995","in school","West Germany","95","0.504019069021933","0.43292599976122","0.575112138282647","2"
"Some worries","1995","in school","East Germany","32","0.297678209909796","0.204749863148888","0.390606556670704","2"
"Some worries","1995","inadequately","West Germany","221","0.386256197055578","0.344246018216611","0.428266375894545","2"
"Some worries","1995","inadequately","East Germany","2","","","","2"
"Some worries","1995","general elemantary","West Germany","813","0.350233218145239","0.329839840806831","0.370626595483648","2"
"Some worries","1995","general elemantary","East Germany","115","0.257412791203837","0.213279510762769","0.301546071644905","2"
"Some worries","1995","middle vocational","West Germany","1997","0.405288712372534","0.391201953887599","0.419375470857469","2"
"Some worries","1995","middle vocational","East Germany","549","0.251930239626048","0.233110273177329","0.270750206074767","2"
"Some worries","1995","vocational + Abi","West Germany","209","0.53941753056046","0.491111353682284","0.587723707438635","2"
"Some worries","1995","vocational + Abi","East Germany","26","","","","2"
"Some worries","1995","higher vocational","West Germany","255","0.467861393243258","0.425301344297187","0.51042144218933","2"
"Some worries","1995","higher vocational","East Germany","56","0.254585325419887","0.19840842753246","0.310762223307314","2"
"Some worries","1995","higher education","West Germany","492","0.52593222924306","0.493701677607133","0.558162780878986","2"
"Some worries","1995","higher education","East Germany","259","0.278729020282857","0.248225541720569","0.309232498845145","2"
"Big worries","1996","in school","West Germany","68","0.347453753851321","0.279925493868571","0.414982013834072","1"
"Big worries","1996","in school","East Germany","56","0.613877751074133","0.51597618283924","0.711779319309026","1"
"Big worries","1996","inadequately","West Germany","244","0.537090620271031","0.492296976794189","0.581884263747873","1"
"Big worries","1996","inadequately","East Germany","10","","","","1"
"Big worries","1996","general elemantary","West Germany","1153","0.627032479648349","0.605885972283613","0.648178987013086","1"
"Big worries","1996","general elemantary","East Germany","271","0.788630863257035","0.746973423068653","0.830288303445418","1"
"Big worries","1996","middle vocational","West Germany","2523","0.589220790497308","0.574933589355258","0.603507991639358","1"
"Big worries","1996","middle vocational","East Germany","1470","0.759010756146019","0.740346188394981","0.777675323897058","1"
"Big worries","1996","vocational + Abi","West Germany","154","0.388613145466712","0.340904982216972","0.436321308716452","1"
"Big worries","1996","vocational + Abi","East Germany","50","0.61153414842643","0.500484033663187","0.722584263189674","1"
"Big worries","1996","higher vocational","West Germany","291","0.560173123465536","0.518073377171937","0.602272869759135","1"
"Big worries","1996","higher vocational","East Germany","185","0.797540331477333","0.7454956999839","0.849584962970766","1"
"Big worries","1996","higher education","West Germany","329","0.376062550722572","0.34474477529161","0.407380326153534","1"
"Big worries","1996","higher education","East Germany","581","0.711920432755723","0.68118516346748","0.742655702043965","1"
"No worries","1996","in school","West Germany","28","","","","3"
"No worries","1996","in school","East Germany","1","","","","3"
"No worries","1996","inadequately","West Germany","39","0.0966911480440738","0.070141662742295","0.123240633345852","3"
"No worries","1996","inadequately","East Germany","1","","","","3"
"No worries","1996","general elemantary","West Germany","99","0.0416885006578289","0.0329483360833447","0.0504286652323131","3"
"No worries","1996","general elemantary","East Germany","5","","","","3"
"No worries","1996","middle vocational","West Germany","151","0.029686319824469","0.0247575542936252","0.0346150853553129","3"
"No worries","1996","middle vocational","East Germany","32","0.0151138331053382","0.00978937429334031","0.0204382919173361","3"
"No worries","1996","vocational + Abi","West Germany","31","0.0866449426762706","0.0591110678949621","0.114178817457579","3"
"No worries","1996","vocational + Abi","East Germany","2","","","","3"
"No worries","1996","higher vocational","West Germany","18","","","","3"
"No worries","1996","higher vocational","East Germany","","","","","3"
"No worries","1996","higher education","West Germany","84","0.0962998672327804","0.0772270278031493","0.115372706662411","3"
"No worries","1996","higher education","East Germany","6","","","","3"
"Some worries","1996","in school","West Germany","95","0.515851871046402","0.444978507969329","0.586725234123475","2"
"Some worries","1996","in school","East Germany","38","0.377077432559816","0.279619186422026","0.474535678697607","2"
"Some worries","1996","inadequately","West Germany","193","0.366218231684895","0.322938509310484","0.409497954059306","2"
"Some worries","1996","inadequately","East Germany","2","","","","2"
"Some worries","1996","general elemantary","West Germany","757","0.331279019693822","0.310697494109061","0.351860545278583","2"
"Some worries","1996","general elemantary","East Germany","93","0.20264138258295","0.16162797783121","0.24365478733469","2"
"Some worries","1996","middle vocational","West Germany","1881","0.381092889678223","0.366989222222245","0.395196557134201","2"
"Some worries","1996","middle vocational","East Germany","515","0.225875410748642","0.207626579681048","0.244124241816237","2"
"Some worries","1996","vocational + Abi","West Germany","216","0.524741911857017","0.47586389918366","0.573619924530375","2"
"Some worries","1996","vocational + Abi","East Germany","22","","","","2"
"Some worries","1996","higher vocational","West Germany","225","0.405570522918779","0.363925718903343","0.447215326934216","2"
"Some worries","1996","higher vocational","East Germany","44","0.202459668522667","0.150415037029234","0.2545043000161","2"
"Some worries","1996","higher education","West Germany","506","0.527637582044648","0.495360381204429","0.559914782884866","2"
"Some worries","1996","higher education","East Germany","247","0.27766633338353","0.247271791153366","0.308060875613695","2"
"Big worries","1997","in school","West Germany","78","0.387465430479923","0.320448913216903","0.454481947742942","1"
"Big worries","1997","in school","East Germany","52","0.463577581432426","0.370388201700639","0.556766961164213","1"
"Big worries","1997","inadequately","West Germany","218","0.539167177074229","0.493112339059689","0.585222015088769","1"
"Big worries","1997","inadequately","East Germany","6","","","","1"
"Big worries","1997","general elemantary","West Germany","1167","0.647050587712267","0.625990494117809","0.668110681306724","1"
"Big worries","1997","general elemantary","East Germany","260","0.761358788656603","0.716766276655191","0.805951300658014","1"
"Big worries","1997","middle vocational","West Germany","2674","0.625822728039985","0.611655772440786","0.639989683639185","1"
"Big worries","1997","middle vocational","East Germany","1512","0.789637347359687","0.771694373448249","0.807580321271125","1"
"Big worries","1997","vocational + Abi","West Germany","196","0.520998131459868","0.470836426454331","0.571159836465405","1"
"Big worries","1997","vocational + Abi","East Germany","41","0.513503831536976","0.398053974585859","0.628953688488092","1"
"Big worries","1997","higher vocational","West Germany","297","0.572264644574641","0.530104092676196","0.614425196473087","1"
