"plh0040","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","Not Employed","in school","94","0.410838533037612","0.346120642050233","0.47555642402499"
"Big worries","1994","Not Employed","inadequately","114","0.454592145773432","0.392620374621598","0.516563916925266"
"Big worries","1994","Not Employed","general elemantary","756","0.640852902886413","0.61364085128561","0.668064954487216"
"Big worries","1994","Not Employed","middle vocational","1407","0.663191651311974","0.643269731143158","0.683113571480789"
"Big worries","1994","Not Employed","vocational + Abi","59","0.54003574977494","0.446039720522331","0.634031779027549"
"Big worries","1994","Not Employed","higher vocational","136","0.729170954796768","0.667583055212235","0.790758854381301"
"Big worries","1994","Not Employed","higher education","243","0.689671476316835","0.64078363627317","0.7385593163605"
"Big worries","1994","Employed","in school","9","","",""
"Big worries","1994","Employed","inadequately","145","0.487254445129406","0.431066887290886","0.543442002967925"
"Big worries","1994","Employed","general elemantary","716","0.541522334834402","0.514425984786039","0.568618684882766"
"Big worries","1994","Employed","middle vocational","2506","0.557048972492737","0.542383329414896","0.571714615570577"
"Big worries","1994","Employed","vocational + Abi","114","0.379208794888043","0.322779983892803","0.435637605883283"
"Big worries","1994","Employed","higher vocational","330","0.551738911548416","0.510326975352574","0.593150847744259"
"Big worries","1994","Employed","higher education","710","0.481379874075666","0.454302105842669","0.508457642308662"
"Some worries","1994","Not Employed","in school","107","0.466485052135719","0.400860890883039","0.532109213388399"
"Some worries","1994","Not Employed","inadequately","101","0.400643636428174","0.339655700480054","0.461631572376293"
"Some worries","1994","Not Employed","general elemantary","381","0.324988275528524","0.298421708829905","0.351554842227143"
"Some worries","1994","Not Employed","middle vocational","691","0.30936424146446","0.289880164640856","0.328848318288064"
"Some worries","1994","Not Employed","vocational + Abi","45","0.423634869323899","0.330442380036097","0.5168273586117"
"Some worries","1994","Not Employed","higher vocational","61","0.261685258019845","0.200767558840865","0.322602957198825"
"Some worries","1994","Not Employed","higher education","89","0.264006129124334","0.217424682333387","0.310587575915281"
"Some worries","1994","Employed","in school","8","","",""
"Some worries","1994","Employed","inadequately","126","0.421750967659504","0.366237698902303","0.477264236416706"
"Some worries","1994","Employed","general elemantary","521","0.420207081075307","0.393365280075057","0.447048882075557"
"Some worries","1994","Employed","middle vocational","1738","0.407331248142266","0.392824955157299","0.421837541127233"
"Some worries","1994","Employed","vocational + Abi","151","0.543799590688589","0.48587190280603","0.601727278571147"
"Some worries","1994","Employed","higher vocational","214","0.425407397281882","0.384237883050979","0.466576911512785"
"Some worries","1994","Employed","higher education","536","0.446595152995544","0.419653595362868","0.473536710628221"
"No worries","1994","Not Employed","in school","21","","",""
"No worries","1994","Not Employed","inadequately","33","0.144764217798394","0.100972115341319","0.18855632025547"
"No worries","1994","Not Employed","general elemantary","57","0.0341588215850632","0.0238561412187434","0.044461501951383"
"No worries","1994","Not Employed","middle vocational","64","0.0274441072235665","0.020557551202773","0.0343306632443601"
