"plh0040","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","lower secondary degree","1-pers.-HH","470","0.653568228495037","0.618690403563892","0.688446053426183"
"Big worries","1994","lower secondary degree","(Married) couple without C. ","1360","0.715712005543755","0.695179514734402","0.736244496353108"
"Big worries","1994","lower secondary degree","Single parent ","133","0.518290571592117","0.455466774487005","0.581114368697229"
"Big worries","1994","lower secondary degree","Couple + C. LE 16 ","531","0.547337867334523","0.516030012856725","0.578645721812321"
"Big worries","1994","lower secondary degree","Couple + C. GT 16 ","581","0.596885720817799","0.566221564661792","0.627549876973806"
"Big worries","1994","lower secondary degree","Couple + C. LE and GT 16","175","0.483670949376621","0.430862045675407","0.536479853077835"
"Big worries","1994","secondary school degree","1-pers.-HH","216","0.633346506358643","0.582716606029678","0.683976406687608"
"Big worries","1994","secondary school degree","(Married) couple without C. ","439","0.614482141380354","0.579077788241714","0.649886494518994"
"Big worries","1994","secondary school degree","Single parent ","81","0.455539593633755","0.377638333781851","0.533440853485659"
"Big worries","1994","secondary school degree","Couple + C. LE 16 ","679","0.54882302589537","0.520112918821313","0.577533132969428"
"Big worries","1994","secondary school degree","Couple + C. GT 16 ","376","0.564707559051922","0.525649997142069","0.603765120961776"
"Big worries","1994","secondary school degree","Couple + C. LE and GT 16","201","0.54897044978745","0.495037869727714","0.602903029847186"
"Big worries","1994","college entrance qualification","1-pers.-HH","99","0.461997980109432","0.397284812406288","0.526711147812576"
"Big worries","1994","college entrance qualification","(Married) couple without C. ","209","0.449494778696174","0.403120197215667","0.495869360176681"
"Big worries","1994","college entrance qualification","Single parent ","35","0.518927325735075","0.40270821947163","0.635146431998521"
"Big worries","1994","college entrance qualification","Couple + C. LE 16 ","227","0.419153796928831","0.37577403379263","0.462533560065031"
"Big worries","1994","college entrance qualification","Couple + C. GT 16 ","167","0.450780188923155","0.398046209448327","0.503514168397982"
"Big worries","1994","college entrance qualification","Couple + C. LE and GT 16","66","0.445570495494778","0.361100270691116","0.530040720298439"
"Big worries","1994","Other degree","1-pers.-HH","28","","",""
"Big worries","1994","Other degree","(Married) couple without C. ","99","0.548185861624196","0.47527950440199","0.621092218846403"
"Big worries","1994","Other degree","Single parent ","16","","",""
"Big worries","1994","Other degree","Couple + C. LE 16 ","110","0.473683611054893","0.40887267502163","0.538494547088156"
"Big worries","1994","Other degree","Couple + C. GT 16 ","101","0.575741372948318","0.506194711505417","0.645288034391218"
"Big worries","1994","Other degree","Couple + C. LE and GT 16","70","0.58503282564985","0.498309836718937","0.671755814580762"
"Big worries","1994","no degree/no degree yet","1-pers.-HH","18","","",""
"Big worries","1994","no degree/no degree yet","(Married) couple without C. ","37","0.417319393109112","0.316003643881998","0.518635142336227"
"Big worries","1994","no degree/no degree yet","Single parent ","21","","",""
"Big worries","1994","no degree/no degree yet","Couple + C. LE 16 ","53","0.542238573505953","0.445075284913344","0.639401862098562"
"Big worries","1994","no degree/no degree yet","Couple + C. GT 16 ","123","0.520145731295805","0.459302060253444","0.580989402338167"
"Big worries","1994","no degree/no degree yet","Couple + C. LE and GT 16","94","0.437598230306605","0.369853487450065","0.505342973163145"
"Some worries","1994","lower secondary degree","1-pers.-HH","222","0.307899428351846","0.274063031077062","0.34173582562663"
"Some worries","1994","lower secondary degree","(Married) couple without C. ","468","0.270087332066249","0.249876658662523","0.290298005469975"
"Some worries","1994","lower secondary degree","Single parent ","102","0.44533115037474","0.382842178440938","0.507820122308541"
"Some worries","1994","lower secondary degree","Couple + C. LE 16 ","412","0.425638652460376","0.39453928121434","0.456738023706411"
"Some worries","1994","lower secondary degree","Couple + C. GT 16 ","367","0.3806920760202","0.350338380798461","0.411045771241939"
"Some worries","1994","lower secondary degree","Couple + C. LE and GT 16","149","0.466719389612621","0.413999476195645","0.519439303029598"
"Some worries","1994","secondary school degree","1-pers.-HH","122","0.337680013092913","0.287992749744372","0.387367276441453"
"Some worries","1994","secondary school degree","(Married) couple without C. ","272","0.370496654083641","0.335367236694989","0.405626071472292"
"Some worries","1994","secondary school degree","Single parent ","72","0.528109704184985","0.450022322317915","0.606197086052055"
"Some worries","1994","secondary school degree","Couple + C. LE 16 ","457","0.431361775654717","0.402786920297273","0.459936631012161"
"Some worries","1994","secondary school degree","Couple + C. GT 16 ","218","0.390163348018844","0.351736676988356","0.428590019049333"
"Some worries","1994","secondary school degree","Couple + C. LE and GT 16","117","0.412450553613022","0.359094663330896","0.465806443895149"
"Some worries","1994","college entrance qualification","1-pers.-HH","106","0.428491470294987","0.364257744066425","0.492725196523549"
"Some worries","1994","college entrance qualification","(Married) couple without C. ","206","0.502661751466195","0.45604942208279","0.549274080849599"
"Some worries","1994","college entrance qualification","Single parent ","32","0.427124530932115","0.312064022962488","0.542185038901743"
"Some worries","1994","college entrance qualification","Couple + C. LE 16 ","239","0.490822356846672","0.446871562556224","0.534773151137119"
"Some worries","1994","college entrance qualification","Couple + C. GT 16 ","157","0.495944282826285","0.442954668991662","0.548933896660909"
"Some worries","1994","college entrance qualification","Couple + C. LE and GT 16","56","0.457492740966447","0.372825160121877","0.542160321811018"
"Some worries","1994","Other degree","1-pers.-HH","14","","",""
"Some worries","1994","Other degree","(Married) couple without C. ","62","0.33101882274699","0.26208142753323","0.399956217960749"
"Some worries","1994","Other degree","Single parent ","13","","",""
"Some worries","1994","Other degree","Couple + C. LE 16 ","105","0.470729661291865","0.405940071862229","0.5355192507215"
"Some worries","1994","Other degree","Couple + C. GT 16 ","80","0.371467610179419","0.30347346262495","0.439461757733888"
"Some worries","1994","Other degree","Couple + C. LE and GT 16","43","0.307525627603539","0.226302490780374","0.388748764426704"
"Some worries","1994","no degree/no degree yet","1-pers.-HH","15","","",""
"Some worries","1994","no degree/no degree yet","(Married) couple without C. ","40","0.428041853435748","0.326381260619684","0.529702446251811"
"Some worries","1994","no degree/no degree yet","Single parent ","16","","",""
"Some worries","1994","no degree/no degree yet","Couple + C. LE 16 ","44","0.427722359896013","0.331234700789972","0.524210019002054"
"Some worries","1994","no degree/no degree yet","Couple + C. GT 16 ","106","0.341942423151245","0.28417185370292","0.399712992599569"
"Some worries","1994","no degree/no degree yet","Couple + C. LE and GT 16","95","0.480791966125079","0.412563786553622","0.549020145696537"
"No worries","1994","lower secondary degree","1-pers.-HH","23","","",""
"No worries","1994","lower secondary degree","(Married) couple without C. ","26","","",""
"No worries","1994","lower secondary degree","Single parent ","8","","",""
"No worries","1994","lower secondary degree","Couple + C. LE 16 ","28","","",""
"No worries","1994","lower secondary degree","Couple + C. GT 16 ","35","0.0224222031620009","0.0131669961241601","0.0316774101998417"
"No worries","1994","lower secondary degree","Couple + C. LE and GT 16","20","","",""
"No worries","1994","secondary school degree","1-pers.-HH","10","","",""
"No worries","1994","secondary school degree","(Married) couple without C. ","15","","",""
"No worries","1994","secondary school degree","Single parent ","4","","",""
"No worries","1994","secondary school degree","Couple + C. LE 16 ","18","","",""
"No worries","1994","secondary school degree","Couple + C. GT 16 ","25","","",""
"No worries","1994","secondary school degree","Couple + C. LE and GT 16","9","","",""
"No worries","1994","college entrance qualification","1-pers.-HH","23","","",""
"No worries","1994","college entrance qualification","(Married) couple without C. ","27","","",""
"No worries","1994","college entrance qualification","Single parent ","4","","",""
"No worries","1994","college entrance qualification","Couple + C. LE 16 ","31","0.0900238462244977","0.0648607728217119","0.115186919627284"
"No worries","1994","college entrance qualification","Couple + C. GT 16 ","18","","",""
"No worries","1994","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"No worries","1994","Other degree","1-pers.-HH","14","","",""
"No worries","1994","Other degree","(Married) couple without C. ","18","","",""
"No worries","1994","Other degree","Single parent ","2","","",""
"No worries","1994","Other degree","Couple + C. LE 16 ","13","","",""
"No worries","1994","Other degree","Couple + C. GT 16 ","13","","",""
"No worries","1994","Other degree","Couple + C. LE and GT 16","11","","",""
"No worries","1994","no degree/no degree yet","1-pers.-HH","3","","",""
"No worries","1994","no degree/no degree yet","(Married) couple without C. ","14","","",""
"No worries","1994","no degree/no degree yet","Single parent ","7","","",""
"No worries","1994","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"No worries","1994","no degree/no degree yet","Couple + C. GT 16 ","30","0.13791184555295","0.0959190456071906","0.179904645498709"
"No worries","1994","no degree/no degree yet","Couple + C. LE and GT 16","17","","",""
"Big worries","1995","lower secondary degree","1-pers.-HH","487","0.653863794747762","0.619563880744017","0.688163708751508"
"Big worries","1995","lower secondary degree","(Married) couple without C. ","1315","0.704287398571606","0.683463608322233","0.725111188820979"
"Big worries","1995","lower secondary degree","Single parent ","136","0.503181927589411","0.441693633725693","0.56467022145313"
"Big worries","1995","lower secondary degree","Couple + C. LE 16 ","508","0.526741757394987","0.495158243844942","0.558325270945032"
"Big worries","1995","lower secondary degree","Couple + C. GT 16 ","585","0.637216469717774","0.606298746038313","0.668134193397235"
"Big worries","1995","lower secondary degree","Couple + C. LE and GT 16","155","0.483181861134058","0.427909571935104","0.538454150333012"
"Big worries","1995","secondary school degree","1-pers.-HH","193","0.568447779446064","0.516484405410295","0.620411153481833"
"Big worries","1995","secondary school degree","(Married) couple without C. ","440","0.575489694238242","0.540349497449148","0.610629891027336"
"Big worries","1995","secondary school degree","Single parent ","84","0.467547047341816","0.390714742244294","0.544379352439338"
"Big worries","1995","secondary school degree","Couple + C. LE 16 ","655","0.555416212757326","0.526608348447043","0.584224077067609"
"Big worries","1995","secondary school degree","Couple + C. GT 16 ","357","0.531419085422742","0.492044464953288","0.570793705892196"
"Big worries","1995","secondary school degree","Couple + C. LE and GT 16","193","0.495344944183582","0.442964973570214","0.547724914796951"
"Big worries","1995","college entrance qualification","1-pers.-HH","74","0.327102775725898","0.264966886664526","0.389238664787271"
"Big worries","1995","college entrance qualification","(Married) couple without C. ","215","0.459502981966226","0.415196142203766","0.503809821728687"
"Big worries","1995","college entrance qualification","Single parent ","29","","",""
"Big worries","1995","college entrance qualification","Couple + C. LE 16 ","208","0.390732041477778","0.348303322689158","0.433160760266398"
"Big worries","1995","college entrance qualification","Couple + C. GT 16 ","156","0.411278961445277","0.360092284066598","0.462465638823956"
"Big worries","1995","college entrance qualification","Couple + C. LE and GT 16","54","0.296644846382153","0.223546390628038","0.369743302136268"
"Big worries","1995","Other degree","1-pers.-HH","34","0.409137282971323","0.298597370374034","0.519677195568612"
"Big worries","1995","Other degree","(Married) couple without C. ","116","0.581721377180943","0.515938697300232","0.647504057061654"
"Big worries","1995","Other degree","Single parent ","22","","",""
"Big worries","1995","Other degree","Couple + C. LE 16 ","162","0.474523077147918","0.4211301236135","0.527916030682335"
"Big worries","1995","Other degree","Couple + C. GT 16 ","114","0.47049913140909","0.407613248972806","0.533385013845374"
"Big worries","1995","Other degree","Couple + C. LE and GT 16","85","0.495938328767152","0.419182747768173","0.572693909766131"
"Big worries","1995","no degree/no degree yet","1-pers.-HH","19","","",""
"Big worries","1995","no degree/no degree yet","(Married) couple without C. ","47","0.501086934140638","0.39891699010158","0.603256878179696"
"Big worries","1995","no degree/no degree yet","Single parent ","22","","",""
"Big worries","1995","no degree/no degree yet","Couple + C. LE 16 ","49","0.46685353416664","0.372323504338452","0.561383563994828"
"Big worries","1995","no degree/no degree yet","Couple + C. GT 16 ","124","0.489902477761411","0.430164106719553","0.54964084880327"
"Big worries","1995","no degree/no degree yet","Couple + C. LE and GT 16","98","0.381920328261373","0.31742496966924","0.446415686853506"
"Some worries","1995","lower secondary degree","1-pers.-HH","223","0.297589574665444","0.264626311129608","0.330552838201279"
"Some worries","1995","lower secondary degree","(Married) couple without C. ","495","0.276160484018604","0.255759467023913","0.296561501013296"
"Some worries","1995","lower secondary degree","Single parent ","106","0.450879368107655","0.389687276948023","0.512071459267287"
"Some worries","1995","lower secondary degree","Couple + C. LE 16 ","418","0.435453280973507","0.40408915410257","0.466817407844445"
"Some worries","1995","lower secondary degree","Couple + C. GT 16 ","307","0.328695688986034","0.298489428992394","0.358901948979673"
"Some worries","1995","lower secondary degree","Couple + C. LE and GT 16","140","0.463638892306861","0.408481739966877","0.518796044646845"
"Some worries","1995","secondary school degree","1-pers.-HH","141","0.401127523006231","0.34970613615618","0.452548909856282"
"Some worries","1995","secondary school degree","(Married) couple without C. ","306","0.409067767950794","0.374112892026034","0.444022643875554"
"Some worries","1995","secondary school degree","Single parent ","69","0.452387895264163","0.375743113601625","0.529032676926702"
"Some worries","1995","secondary school degree","Couple + C. LE 16 ","468","0.416833436924949","0.388250782540613","0.445416091309286"
"Some worries","1995","secondary school degree","Couple + C. GT 16 ","239","0.432320990188487","0.393231492633543","0.471410487743431"
"Some worries","1995","secondary school degree","Couple + C. LE and GT 16","147","0.465372253762801","0.413115784973315","0.517628722552287"
"Some worries","1995","college entrance qualification","1-pers.-HH","119","0.549335691786599","0.483437799478584","0.615233584094613"
"Some worries","1995","college entrance qualification","(Married) couple without C. ","238","0.486731912829262","0.442294680855389","0.531169144803134"
"Some worries","1995","college entrance qualification","Single parent ","41","0.592230354463052","0.483173349092342","0.701287359833762"
"Some worries","1995","college entrance qualification","Couple + C. LE 16 ","256","0.492434737737987","0.448960044985995","0.535909430489979"
"Some worries","1995","college entrance qualification","Couple + C. GT 16 ","175","0.520464553879304","0.46849609350825","0.572433014250359"
"Some worries","1995","college entrance qualification","Couple + C. LE and GT 16","86","0.62969525475874","0.552418778493943","0.706971731023536"
"Some worries","1995","Other degree","1-pers.-HH","35","0.492705761689939","0.380306080286362","0.605105443093516"
"Some worries","1995","Other degree","(Married) couple without C. ","83","0.304521991259124","0.243149712790235","0.365894269728014"
"Some worries","1995","Other degree","Single parent ","13","","",""
"Some worries","1995","Other degree","Couple + C. LE 16 ","130","0.388221333866622","0.336112024751642","0.440330642981602"
"Some worries","1995","Other degree","Couple + C. GT 16 ","98","0.386231552766994","0.324888333723651","0.447574771810337"
"Some worries","1995","Other degree","Couple + C. LE and GT 16","74","0.485023243940039","0.408299572227067","0.561746915653012"
"Some worries","1995","no degree/no degree yet","1-pers.-HH","14","","",""
"Some worries","1995","no degree/no degree yet","(Married) couple without C. ","35","0.378601496950767","0.27948853795628","0.477714455945255"
"Some worries","1995","no degree/no degree yet","Single parent ","25","","",""
"Some worries","1995","no degree/no degree yet","Couple + C. LE 16 ","42","0.33462898241926","0.245222312661497","0.424035652177024"
"Some worries","1995","no degree/no degree yet","Couple + C. GT 16 ","115","0.39001656975028","0.331729462902779","0.44830367659778"
"Some worries","1995","no degree/no degree yet","Couple + C. LE and GT 16","105","0.501035774564569","0.434663161390417","0.567408387738721"
"No worries","1995","lower secondary degree","1-pers.-HH","29","","",""
"No worries","1995","lower secondary degree","(Married) couple without C. ","35","0.0195521174097899","0.0132344165197992","0.0258698182997806"
"No worries","1995","lower secondary degree","Single parent ","12","","",""
"No worries","1995","lower secondary degree","Couple + C. LE 16 ","34","0.0378049616315051","0.0257402087209626","0.0498697145420475"
"No worries","1995","lower secondary degree","Couple + C. GT 16 ","37","0.0340878412961917","0.0224195086928367","0.0457561738995467"
"No worries","1995","lower secondary degree","Couple + C. LE and GT 16","19","","",""
"No worries","1995","secondary school degree","1-pers.-HH","15","","",""
"No worries","1995","secondary school degree","(Married) couple without C. ","14","","",""
"No worries","1995","secondary school degree","Single parent ","9","","",""
"No worries","1995","secondary school degree","Couple + C. LE 16 ","20","","",""
"No worries","1995","secondary school degree","Couple + C. GT 16 ","21","","",""
"No worries","1995","secondary school degree","Couple + C. LE and GT 16","10","","",""
"No worries","1995","college entrance qualification","1-pers.-HH","26","","",""
"No worries","1995","college entrance qualification","(Married) couple without C. ","33","0.0537651052045119","0.033712089856225","0.0738181205527988"
"No worries","1995","college entrance qualification","Single parent ","8","","",""
"No worries","1995","college entrance qualification","Couple + C. LE 16 ","44","0.116833220784235","0.088900015585863","0.144766425982607"
"No worries","1995","college entrance qualification","Couple + C. GT 16 ","24","","",""
"No worries","1995","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"No worries","1995","Other degree","1-pers.-HH","7","","",""
"No worries","1995","Other degree","(Married) couple without C. ","17","","",""
"No worries","1995","Other degree","Single parent ","3","","",""
"No worries","1995","Other degree","Couple + C. LE 16 ","44","0.137255588985461","0.100460949803274","0.174050228167647"
"No worries","1995","Other degree","Couple + C. GT 16 ","30","0.143269315823916","0.0991286212895524","0.187410010358279"
"No worries","1995","Other degree","Couple + C. LE and GT 16","4","","",""
"No worries","1995","no degree/no degree yet","1-pers.-HH","5","","",""
"No worries","1995","no degree/no degree yet","(Married) couple without C. ","10","","",""
"No worries","1995","no degree/no degree yet","Single parent ","6","","",""
"No worries","1995","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"No worries","1995","no degree/no degree yet","Couple + C. GT 16 ","30","0.120080952488309","0.0812363776356451","0.158925527340973"
"No worries","1995","no degree/no degree yet","Couple + C. LE and GT 16","15","","",""
"Big worries","1996","lower secondary degree","1-pers.-HH","526","0.708568795464851","0.676046851567999","0.741090739361704"
"Big worries","1996","lower secondary degree","(Married) couple without C. ","1374","0.737357056386904","0.717298419139579","0.757415693634228"
"Big worries","1996","lower secondary degree","Single parent ","136","0.53651723053697","0.474454499245127","0.598579961828814"
"Big worries","1996","lower secondary degree","Couple + C. LE 16 ","529","0.583200278666528","0.551060976176703","0.615339581156354"
