"plh0040","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","Schleswig-Holstein","1-pers.-HH","22","","",""
"Big worries","1994","Schleswig-Holstein","(Married) couple without C. ","49","0.575526896847226","0.47341302658689","0.677640767107561"
"Big worries","1994","Schleswig-Holstein","Single parent ","3","","",""
"Big worries","1994","Schleswig-Holstein","Couple + C. LE 16 ","28","","",""
"Big worries","1994","Schleswig-Holstein","Couple + C. GT 16 ","27","","",""
"Big worries","1994","Schleswig-Holstein","Couple + C. LE and GT 16","8","","",""
"Big worries","1994","Hamburg","1-pers.-HH","27","","",""
"Big worries","1994","Hamburg","(Married) couple without C. ","23","","",""
"Big worries","1994","Hamburg","Single parent ","","","",""
"Big worries","1994","Hamburg","Couple + C. LE 16 ","11","","",""
"Big worries","1994","Hamburg","Couple + C. GT 16 ","3","","",""
"Big worries","1994","Hamburg","Couple + C. LE and GT 16","7","","",""
"Big worries","1994","Lower Saxony","1-pers.-HH","64","0.552707751486139","0.463746490194251","0.641669012778027"
"Big worries","1994","Lower Saxony","(Married) couple without C. ","170","0.619712542073488","0.563351786702806","0.67607329744417"
"Big worries","1994","Lower Saxony","Single parent ","22","","",""
"Big worries","1994","Lower Saxony","Couple + C. LE 16 ","100","0.547434316947667","0.475514926405477","0.619353707489857"
"Big worries","1994","Lower Saxony","Couple + C. GT 16 ","98","0.566299718722774","0.494692434271022","0.637907003174527"
"Big worries","1994","Lower Saxony","Couple + C. LE and GT 16","33","0.503389314679695","0.382764641554558","0.624013987804832"
"Big worries","1994","Bremen","1-pers.-HH","17","","",""
"Big worries","1994","Bremen","(Married) couple without C. ","21","","",""
"Big worries","1994","Bremen","Single parent ","2","","",""
"Big worries","1994","Bremen","Couple + C. LE 16 ","8","","",""
"Big worries","1994","Bremen","Couple + C. GT 16 ","11","","",""
"Big worries","1994","Bremen","Couple + C. LE and GT 16","1","","",""
"Big worries","1994","North Rhine-Westphalia","1-pers.-HH","163","0.622172616075637","0.565483838390923","0.67886139376035"
"Big worries","1994","North Rhine-Westphalia","(Married) couple without C. ","375","0.605069767599275","0.566837400592236","0.643302134606315"
"Big worries","1994","North Rhine-Westphalia","Single parent ","66","0.546114678474705","0.454722157053024","0.637507199896386"
"Big worries","1994","North Rhine-Westphalia","Couple + C. LE 16 ","281","0.480853490832695","0.43983666781119","0.521870313854199"
"Big worries","1994","North Rhine-Westphalia","Couple + C. GT 16 ","244","0.532930585541363","0.487873440012017","0.577987731070709"
"Big worries","1994","North Rhine-Westphalia","Couple + C. LE and GT 16","128","0.491041868480838","0.42919588205369","0.552887854907987"
"Big worries","1994","Hesse","1-pers.-HH","62","0.589018785047821","0.49491025278622","0.683127317309422"
"Big worries","1994","Hesse","(Married) couple without C. ","151","0.606088942114453","0.547480560807293","0.664697323421612"
"Big worries","1994","Hesse","Single parent ","18","","",""
"Big worries","1994","Hesse","Couple + C. LE 16 ","106","0.564605057393204","0.494290462425116","0.634919652361292"
"Big worries","1994","Hesse","Couple + C. GT 16 ","85","0.50666655153928","0.43216652323626","0.581166579842301"
"Big worries","1994","Hesse","Couple + C. LE and GT 16","40","0.534968366711477","0.429552941527796","0.640383791895158"
"Big worries","1994","Rhineland-Palatinate,Saarland","1-pers.-HH","38","0.60331583088267","0.479531047515964","0.727100614249377"
"Big worries","1994","Rhineland-Palatinate,Saarland","(Married) couple without C. ","122","0.679217709839256","0.611027577885653","0.747407841792858"
"Big worries","1994","Rhineland-Palatinate,Saarland","Single parent ","16","","",""
"Big worries","1994","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","76","0.462327493145386","0.384089164018925","0.540565822271847"
"Big worries","1994","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","66","0.55162185142594","0.464087161252141","0.639156541599739"
"Big worries","1994","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","12","","",""
"Big worries","1994","Baden-Württemberg","1-pers.-HH","82","0.526630329771662","0.448530261645969","0.604730397897356"
"Big worries","1994","Baden-Württemberg","(Married) couple without C. ","223","0.591738241867438","0.54314386862389","0.640332615110985"
"Big worries","1994","Baden-Württemberg","Single parent ","29","","",""
"Big worries","1994","Baden-Württemberg","Couple + C. LE 16 ","170","0.429199503343406","0.380076199957215","0.478322806729597"
"Big worries","1994","Baden-Württemberg","Couple + C. GT 16 ","186","0.535089815883685","0.485138541049431","0.58504109071794"
"Big worries","1994","Baden-Württemberg","Couple + C. LE and GT 16","74","0.317334671781899","0.251669947919567","0.382999395644231"
"Big worries","1994","Bavaria","1-pers.-HH","93","0.516935769203747","0.447680339926157","0.586191198481337"
"Big worries","1994","Bavaria","(Married) couple without C. ","209","0.50585669427104","0.458435295238659","0.553278093303421"
"Big worries","1994","Bavaria","Single parent ","22","","",""
"Big worries","1994","Bavaria","Couple + C. LE 16 ","131","0.371403300213647","0.32210365027835","0.420702950148943"
"Big worries","1994","Bavaria","Couple + C. GT 16 ","122","0.433343034597327","0.375609134131393","0.491076935063262"
"Big worries","1994","Bavaria","Couple + C. LE and GT 16","66","0.455797030335513","0.372399343156367","0.539194717514659"
"Big worries","1994","Berlin","1-pers.-HH","55","0.566631516731508","0.466455631318573","0.666807402144442"
"Big worries","1994","Berlin","(Married) couple without C. ","95","0.760308408743677","0.686353943288551","0.834262874198802"
"Big worries","1994","Berlin","Single parent ","23","","",""
"Big worries","1994","Berlin","Couple + C. LE 16 ","106","0.645424409038217","0.571066590634722","0.719782227441713"
"Big worries","1994","Berlin","Couple + C. GT 16 ","54","0.768898331256951","0.673497214350434","0.864299448163468"
"Big worries","1994","Berlin","Couple + C. LE and GT 16","22","","",""
"Big worries","1994","Brandenburg","1-pers.-HH","38","0.753208637626594","0.634881154614097","0.871536120639092"
"Big worries","1994","Brandenburg","(Married) couple without C. ","139","0.864340594167231","0.812092129952245","0.916589058382217"
"Big worries","1994","Brandenburg","Single parent ","27","","",""
"Big worries","1994","Brandenburg","Couple + C. LE 16 ","108","0.742845882018334","0.671459898604007","0.814231865432662"
"Big worries","1994","Brandenburg","Couple + C. GT 16 ","75","0.722808175559297","0.637596933656346","0.808019417462248"
"Big worries","1994","Brandenburg","Couple + C. LE and GT 16","43","0.648687876431423","0.534380265228529","0.762995487634316"
"Big worries","1994","Mecklenburg-Western Pomerania","1-pers.-HH","21","","",""
"Big worries","1994","Mecklenburg-Western Pomerania","(Married) couple without C. ","83","0.84603171791076","0.77457484482183","0.91748859099969"
"Big worries","1994","Mecklenburg-Western Pomerania","Single parent ","10","","",""
