"plh0040","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","Full Time","(Married) couple without C. ","796","0.547877249004209","0.522027108361101","0.573727389647317"
"Big worries","1994","Full Time","1-pers.-HH","266","0.50345130414379","0.461280598416383","0.545622009871196"
"Big worries","1994","Full Time","Couple + C. GT 16 ","659","0.55709831023202","0.528488603862802","0.585708016601239"
"Big worries","1994","Full Time","Couple + C. LE 16 ","926","0.519958375236841","0.496004068657447","0.543912681816234"
"Big worries","1994","Full Time","Couple + C. LE and GT 16","324","0.540632775484763","0.499899873060514","0.581365677909011"
"Big worries","1994","Full Time","Single parent ","136","0.562721464077686","0.500480114849827","0.624962813305546"
"Big worries","1994","Not Working","(Married) couple without C. ","1126","0.731337149039319","0.709001876625951","0.753672421452686"
"Big worries","1994","Not Working","1-pers.-HH","506","0.68926719504927","0.655486559514208","0.723047830584332"
"Big worries","1994","Not Working","Couple + C. GT 16 ","433","0.575742379051459","0.541322096950041","0.610162661152877"
"Big worries","1994","Not Working","Couple + C. LE 16 ","317","0.510764464479922","0.472216525182711","0.549312403777134"
"Big worries","1994","Not Working","Couple + C. LE and GT 16","158","0.442300058434253","0.388468988411281","0.496131128457225"
"Big worries","1994","Not Working","Single parent ","100","0.459985756104501","0.390388875051873","0.52958263715713"
"Big worries","1994","Part Time","(Married) couple without C. ","280","0.62219677108561","0.577350986170424","0.667042556000795"
"Big worries","1994","Part Time","1-pers.-HH","69","0.485181385892592","0.402688267583229","0.567674504201955"
"Big worries","1994","Part Time","Couple + C. GT 16 ","283","0.540763665395719","0.497300207576119","0.584227123215319"
"Big worries","1994","Part Time","Couple + C. LE 16 ","388","0.521602046399811","0.4845172412162","0.558686851583422"
"Big worries","1994","Part Time","Couple + C. LE and GT 16","144","0.474016865016628","0.414893980282503","0.533139749750753"
"Big worries","1994","Part Time","Single parent ","61","0.397615487550934","0.314126408536332","0.481104566565535"
"No worries","1994","Full Time","(Married) couple without C. ","52","0.0306056222029939","0.0216593120325877","0.0395519323734001"
"No worries","1994","Full Time","1-pers.-HH","40","0.0771377062877764","0.0546340532877544","0.0996413592877985"
"No worries","1994","Full Time","Couple + C. GT 16 ","48","0.034836100158936","0.0242750012161039","0.0453971991017681"
"No worries","1994","Full Time","Couple + C. LE 16 ","58","0.0432394541121129","0.0334872766354459","0.05299163158878"
"No worries","1994","Full Time","Couple + C. LE and GT 16","25","","",""
"No worries","1994","Full Time","Single parent ","8","","",""
"No worries","1994","Not Working","(Married) couple without C. ","39","0.0188125595274145","0.0119666908989862","0.0256584281558428"
"No worries","1994","Not Working","1-pers.-HH","25","","",""
"No worries","1994","Not Working","Couple + C. GT 16 ","52","0.0562905480445029","0.0402387978967745","0.0723422981922312"
"No worries","1994","Not Working","Couple + C. LE 16 ","23","","",""
"No worries","1994","Not Working","Couple + C. LE and GT 16","27","","",""
"No worries","1994","Not Working","Single parent ","11","","",""
"No worries","1994","Part Time","(Married) couple without C. ","12","","",""
"No worries","1994","Part Time","1-pers.-HH","10","","",""
"No worries","1994","Part Time","Couple + C. GT 16 ","26","","",""
"No worries","1994","Part Time","Couple + C. LE 16 ","15","","",""
"No worries","1994","Part Time","Couple + C. LE and GT 16","19","","",""
"No worries","1994","Part Time","Single parent ","8","","",""
"Some worries","1994","Full Time","(Married) couple without C. ","576","0.421517128792797","0.395869574249649","0.447164683335946"
"Some worries","1994","Full Time","1-pers.-HH","234","0.419410989568434","0.377790659544552","0.461031319592316"
"Some worries","1994","Full Time","Couple + C. GT 16 ","451","0.408065589609043","0.379758475735574","0.436372703482513"
"Some worries","1994","Full Time","Couple + C. LE 16 ","687","0.436802170651046","0.413021026459376","0.460583314842717"
"Some worries","1994","Full Time","Couple + C. LE and GT 16","226","0.414896937421469","0.374625190510401","0.455168684332536"
"Some worries","1994","Full Time","Single parent ","100","0.407811408863538","0.346150079765015","0.469472737962061"
"Some worries","1994","Not Working","(Married) couple without C. ","348","0.249850291433267","0.228035928738343","0.271664654128191"
"Some worries","1994","Not Working","1-pers.-HH","190","0.271919080262076","0.23944101688427","0.304397143639882"
"Some worries","1994","Not Working","Couple + C. GT 16 ","307","0.367967072904038","0.334380953204926","0.40155319260315"
"Some worries","1994","Not Working","Couple + C. LE 16 ","306","0.462343806446559","0.423896432596457","0.500791180296661"
"Some worries","1994","Not Working","Couple + C. LE and GT 16","142","0.47381983767349","0.419701048693878","0.527938626653101"
"Some worries","1994","Not Working","Single parent ","86","0.481254873282333","0.411483131797532","0.551026614767134"
"Some worries","1994","Part Time","(Married) couple without C. ","157","0.353341494916266","0.309127501875423","0.397555487957109"
"Some worries","1994","Part Time","1-pers.-HH","62","0.420615544934052","0.339132994581231","0.502098095286874"
"Some worries","1994","Part Time","Couple + C. GT 16 ","196","0.419396632363702","0.37635837813138","0.462434886596024"
"Some worries","1994","Part Time","Couple + C. LE 16 ","294","0.44305240779771","0.4061744877948","0.479930327800619"
"Some worries","1994","Part Time","Couple + C. LE and GT 16","111","0.455839050850904","0.396867539332595","0.514810562369213"
"Some worries","1994","Part Time","Single parent ","63","0.548182114080955","0.463282588053112","0.633081640108797"
"Big worries","1995","Full Time","(Married) couple without C. ","788","0.525195661205145","0.499598470210524","0.550792852199767"
"Big worries","1995","Full Time","1-pers.-HH","234","0.453090334553721","0.410222316062755","0.495958353044687"
"Big worries","1995","Full Time","Couple + C. GT 16 ","643","0.554922034982109","0.526047766394152","0.583796303570067"
"Big worries","1995","Full Time","Couple + C. LE 16 ","838","0.500367865415161","0.476139376539799","0.524596354290523"
"Big worries","1995","Full Time","Couple + C. LE and GT 16","286","0.442121521341322","0.401598593496534","0.482644449186111"
"Big worries","1995","Full Time","Single parent ","118","0.456109058656888","0.391029126187175","0.521188991126601"
"Big worries","1995","Not Working","(Married) couple without C. ","1107","0.715961238829582","0.693460401065647","0.738462076593517"
"Big worries","1995","Not Working","1-pers.-HH","494","0.646868906689398","0.612292792908623","0.681445020470172"
"Big worries","1995","Not Working","Couple + C. GT 16 ","449","0.567343624371813","0.533349985614102","0.601337263129524"
"Big worries","1995","Not Working","Couple + C. LE 16 ","372","0.523888680574732","0.487509528792897","0.560267832356567"
"Big worries","1995","Not Working","Couple + C. LE and GT 16","185","0.45803420982663","0.408775082819898","0.507293336833363"
"Big worries","1995","Not Working","Single parent ","111","0.492405285476194","0.426788408237288","0.558022162715101"
"Big worries","1995","Part Time","(Married) couple without C. ","286","0.603710652531841","0.560794731555225","0.646626573508456"
"Big worries","1995","Part Time","1-pers.-HH","91","0.480850745150317","0.409807538674057","0.551893951626576"
"Big worries","1995","Part Time","Couple + C. GT 16 ","280","0.539707324179019","0.497314044273853","0.582100604084184"
"Big worries","1995","Part Time","Couple + C. LE 16 ","409","0.486266274576092","0.450986401388468","0.521546147763715"
"Big worries","1995","Part Time","Couple + C. LE and GT 16","132","0.439786338098522","0.380470637297638","0.499102038899406"
"Big worries","1995","Part Time","Single parent ","76","0.403446517267809","0.32670755129395","0.480185483241668"
"No worries","1995","Full Time","(Married) couple without C. ","54","0.0348042005855552","0.025409175419512","0.0441992257515983"
"No worries","1995","Full Time","1-pers.-HH","34","0.0733015591537358","0.0508571057436046","0.095746012563867"
"No worries","1995","Full Time","Couple + C. GT 16 ","64","0.0511764249596119","0.0383736336774453","0.0639792162417785"
"No worries","1995","Full Time","Couple + C. LE 16 ","83","0.0551400089755921","0.0440795388405478","0.0662004791106364"
"No worries","1995","Full Time","Couple + C. LE and GT 16","21","","",""
"No worries","1995","Full Time","Single parent ","14","","",""
"No worries","1995","Not Working","(Married) couple without C. ","40","0.0249325271612375","0.0171527776687961","0.0327122766536789"
"No worries","1995","Not Working","1-pers.-HH","30","0.0475720960960202","0.0321731052727229","0.0629710869193174"
"No worries","1995","Not Working","Couple + C. GT 16 ","60","0.0587425743011533","0.0426088843443033","0.0748762642580033"
"No worries","1995","Not Working","Couple + C. LE 16 ","42","0.0532288578378383","0.0368767068842504","0.0695810087914263"
"No worries","1995","Not Working","Couple + C. LE and GT 16","29","","",""
"No worries","1995","Not Working","Single parent ","14","","",""
"No worries","1995","Part Time","(Married) couple without C. ","23","","",""
"No worries","1995","Part Time","1-pers.-HH","18","","",""
"No worries","1995","Part Time","Couple + C. GT 16 ","27","","",""
"No worries","1995","Part Time","Couple + C. LE 16 ","39","0.079526492300968","0.0604287309326238","0.0986242536693123"
"No worries","1995","Part Time","Couple + C. LE and GT 16","12","","",""
"No worries","1995","Part Time","Single parent ","12","","",""
"Some worries","1995","Full Time","(Married) couple without C. ","620","0.440000138209299","0.4145555884134","0.465444688005199"
"Some worries","1995","Full Time","1-pers.-HH","250","0.473608106292543","0.430610193844948","0.516606018740138"
"Some worries","1995","Full Time","Couple + C. GT 16 ","431","0.393901540058279","0.365513043726266","0.422290036390291"
"Some worries","1995","Full Time","Couple + C. LE 16 ","715","0.444492125609247","0.420413395054527","0.468570856163967"
"Some worries","1995","Full Time","Couple + C. LE and GT 16","270","0.51448132526872","0.47370125576779","0.555261394769651"
"Some worries","1995","Full Time","Single parent ","93","0.467893043415884","0.402695745865896","0.533090340965873"
"Some worries","1995","Not Working","(Married) couple without C. ","396","0.259106234009181","0.237244629703671","0.280967838314691"
"Some worries","1995","Not Working","1-pers.-HH","210","0.305558997214582","0.272234371765498","0.338883622663667"
"Some worries","1995","Not Working","Couple + C. GT 16 ","307","0.373913801327034","0.340716267312101","0.407111335341967"
"Some worries","1995","Not Working","Couple + C. LE 16 ","310","0.42288246158743","0.386897521735063","0.458867401439796"
"Some worries","1995","Not Working","Couple + C. LE and GT 16","179","0.450176477745441","0.400988963770905","0.499363991719976"
"Some worries","1995","Not Working","Single parent ","98","0.445775421156386","0.380538026284899","0.511012816027873"
"Some worries","1995","Part Time","(Married) couple without C. ","190","0.363674285399052","0.321466374970825","0.405882195827279"
"Some worries","1995","Part Time","1-pers.-HH","81","0.435672255840865","0.365167738508902","0.506176773172828"
"Some worries","1995","Part Time","Couple + C. GT 16 ","224","0.410351478411394","0.368513042673873","0.452189914148915"
"Some worries","1995","Part Time","Couple + C. LE 16 ","323","0.43420723312294","0.399220924372082","0.469193541873799"
"Some worries","1995","Part Time","Couple + C. LE and GT 16","125","0.518648631473902","0.458939648400551","0.578357614547254"
"Some worries","1995","Part Time","Single parent ","69","0.50331376896508","0.425104409161239","0.58152312876892"
"Big worries","1996","Full Time","(Married) couple without C. ","801","0.551519149700043","0.525624179471015","0.577414119929071"
"Big worries","1996","Full Time","1-pers.-HH","269","0.474291598188483","0.432748701638897","0.515834494738069"
"Big worries","1996","Full Time","Couple + C. GT 16 ","607","0.564438912613397","0.534448223049826","0.594429602176968"
"Big worries","1996","Full Time","Couple + C. LE 16 ","825","0.499962636314331","0.475174800827814","0.524750471800849"
"Big worries","1996","Full Time","Couple + C. LE and GT 16","317","0.515144501800693","0.474330653477832","0.555958350123553"
"Big worries","1996","Full Time","Single parent ","135","0.529368826662586","0.467372216460576","0.591365436864596"
"Big worries","1996","Not Working","(Married) couple without C. ","1149","0.752575403940313","0.731072387878451","0.774078420002174"
"Big worries","1996","Not Working","1-pers.-HH","528","0.720841099280473","0.688255335024767","0.75342686353618"
"Big worries","1996","Not Working","Couple + C. GT 16 ","457","0.613447470845365","0.579295519444404","0.647599422246326"
"Big worries","1996","Not Working","Couple + C. LE 16 ","371","0.583740011162563","0.546302838571952","0.621177183753174"
"Big worries","1996","Not Working","Couple + C. LE and GT 16","163","0.463330065345889","0.411014099007234","0.515646031684544"
"Big worries","1996","Not Working","Single parent ","114","0.493063729440396","0.427297973766906","0.558829485113886"
"Big worries","1996","Part Time","(Married) couple without C. ","363","0.671524858919313","0.632556394484619","0.710493323354007"
"Big worries","1996","Part Time","1-pers.-HH","98","0.521409040673953","0.448834562674267","0.59398351867364"
"Big worries","1996","Part Time","Couple + C. GT 16 ","265","0.556013418453232","0.513018516075774","0.59900832083069"
"Big worries","1996","Part Time","Couple + C. LE 16 ","404","0.490720787606809","0.455341782845714","0.526099792367903"
"Big worries","1996","Part Time","Couple + C. LE and GT 16","183","0.540014174348827","0.485492350021703","0.594535998675951"
"Big worries","1996","Part Time","Single parent ","82","0.440838803472666","0.367068446138836","0.514609160806497"
"No worries","1996","Full Time","(Married) couple without C. ","52","0.0358565720306057","0.0261756132195921","0.0455375308416192"
"No worries","1996","Full Time","1-pers.-HH","37","0.0772283837893429","0.0550189653646149","0.099437802214071"
"No worries","1996","Full Time","Couple + C. GT 16 ","36","0.0403549576856879","0.028451936635941","0.0522579787354349"
"No worries","1996","Full Time","Couple + C. LE 16 ","57","0.0418323015702361","0.0319069649519296","0.0517576381885426"
"No worries","1996","Full Time","Couple + C. LE and GT 16","15","","",""
"No worries","1996","Full Time","Single parent ","8","","",""
"No worries","1996","Not Working","(Married) couple without C. ","40","0.0242397429866013","0.0165760428731202","0.0319034431000824"
"No worries","1996","Not Working","1-pers.-HH","21","","",""
"No worries","1996","Not Working","Couple + C. GT 16 ","37","0.0371169654050886","0.0238584293941696","0.0503755014160076"
"No worries","1996","Not Working","Couple + C. LE 16 ","22","","",""
"No worries","1996","Not Working","Couple + C. LE and GT 16","29","","",""
"No worries","1996","Not Working","Single parent ","17","","",""
"No worries","1996","Part Time","(Married) couple without C. ","22","","",""
"No worries","1996","Part Time","1-pers.-HH","11","","",""
"No worries","1996","Part Time","Couple + C. GT 16 ","22","","",""
"No worries","1996","Part Time","Couple + C. LE 16 ","30","0.0412798168511537","0.0272010302854056","0.0553586034169018"
"No worries","1996","Part Time","Couple + C. LE and GT 16","7","","",""
"No worries","1996","Part Time","Single parent ","9","","",""
"Some worries","1996","Full Time","(Married) couple without C. ","564","0.412624278269351","0.386991330618487","0.438257225920216"
"Some worries","1996","Full Time","1-pers.-HH","249","0.448480018022174","0.407103515829402","0.489856520214946"
"Some worries","1996","Full Time","Couple + C. GT 16 ","407","0.395206129700915","0.36563492838559","0.42477733101624"
"Some worries","1996","Full Time","Couple + C. LE 16 ","681","0.458205062115432","0.433503977980981","0.482906146249884"
"Some worries","1996","Full Time","Couple + C. LE and GT 16","244","0.464326432228988","0.423597909184771","0.505054955273204"
"Some worries","1996","Full Time","Single parent ","106","0.434715323521326","0.373143148031091","0.496287499011562"
"Some worries","1996","Not Working","(Married) couple without C. ","358","0.223184853073086","0.202435998096","0.243933708050172"
"Some worries","1996","Not Working","1-pers.-HH","179","0.248410061024394","0.217022507157445","0.279797614891343"
"Some worries","1996","Not Working","Couple + C. GT 16 ","287","0.349435563749546","0.315996717465325","0.382874410033768"
"Some worries","1996","Not Working","Couple + C. LE 16 ","273","0.381348141059509","0.344459304821471","0.418236977297547"
"Some worries","1996","Not Working","Couple + C. LE and GT 16","157","0.466548318742406","0.414208617899973","0.51888801958484"
"Some worries","1996","Not Working","Single parent ","91","0.434398751826278","0.369195227911597","0.49960227574096"
"Some worries","1996","Part Time","(Married) couple without C. ","173","0.289299284071056","0.25167674971391","0.326921818428202"
"Some worries","1996","Part Time","1-pers.-HH","73","0.427528256147785","0.355654252640874","0.499402259654695"
"Some worries","1996","Part Time","Couple + C. GT 16 ","226","0.410979206479767","0.368403227153284","0.45355518580625"
"Some worries","1996","Part Time","Couple + C. LE 16 ","333","0.467999395542038","0.432686842460646","0.503311948623429"
"Some worries","1996","Part Time","Couple + C. LE and GT 16","131","0.444202948225064","0.389847333394401","0.498558563055726"
"Some worries","1996","Part Time","Single parent ","83","0.479939810890654","0.40570738392227","0.554172237859039"
"Big worries","1997","Full Time","(Married) couple without C. ","831","0.583979590408508","0.558432807027826","0.609526373789189"
"Big worries","1997","Full Time","1-pers.-HH","288","0.516216610461739","0.474028004778716","0.558405216144762"
"Big worries","1997","Full Time","Couple + C. GT 16 ","620","0.571894507158551","0.54206514547057","0.601723868846531"
"Big worries","1997","Full Time","Couple + C. LE 16 ","816","0.556585565689055","0.531032932203034","0.582138199175075"
"Big worries","1997","Full Time","Couple + C. LE and GT 16","332","0.554355247335085","0.513515745318306","0.595194749351863"
"Big worries","1997","Full Time","Single parent ","145","0.593931485646787","0.531275881460843","0.656587089832731"
