"plh0040","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","Full Time","in school","4","","","","1"
"Big worries","1994","Full Time","inadequately","92","0.457324975049588","0.389129817412558","0.525520132686618","1"
"Big worries","1994","Full Time","general elemantary","431","0.537493951967329","0.503029961168698","0.57195794276596","1"
"Big worries","1994","Full Time","middle vocational","1815","0.556975601648302","0.539783438693657","0.574167764602946","1"
"Big worries","1994","Full Time","vocational + Abi","84","0.371799322873491","0.30515304436933","0.438445601377653","1"
"Big worries","1994","Full Time","higher vocational","256","0.56640614544244","0.519346480694529","0.613465810190351","1"
"Big worries","1994","Full Time","higher education","563","0.486837551006826","0.456208767845298","0.517466334168355","1"
"Big worries","1994","Part Time","in school","5","","","","1"
"Big worries","1994","Part Time","inadequately","53","0.551218645945931","0.453244870060821","0.64919242183104","1"
"Big worries","1994","Part Time","general elemantary","285","0.547117276211575","0.503266368991286","0.590968183431864","1"
"Big worries","1994","Part Time","middle vocational","691","0.557239743838187","0.52913608757345","0.585343400102924","1"
"Big worries","1994","Part Time","vocational + Abi","30","0.394891879366037","0.289089177848692","0.500694580883382","1"
"Big worries","1994","Part Time","higher vocational","74","0.508352201639718","0.42174529841629","0.594959104863147","1"
"Big worries","1994","Part Time","higher education","147","0.465356118523887","0.407446503773059","0.523265733274715","1"
"Big worries","1994","Not Working","in school","94","0.410838533037612","0.346120642050233","0.47555642402499","1"
"Big worries","1994","Not Working","inadequately","114","0.454592145773432","0.392620374621598","0.516563916925266","1"
"Big worries","1994","Not Working","general elemantary","756","0.640852902886413","0.61364085128561","0.668064954487216","1"
"Big worries","1994","Not Working","middle vocational","1407","0.663191651311974","0.643269731143158","0.683113571480789","1"
"Big worries","1994","Not Working","vocational + Abi","59","0.54003574977494","0.446039720522331","0.634031779027549","1"
"Big worries","1994","Not Working","higher vocational","136","0.729170954796768","0.667583055212235","0.790758854381301","1"
"Big worries","1994","Not Working","higher education","243","0.689671476316835","0.64078363627317","0.7385593163605","1"
"No worries","1994","Full Time","in school","","","","","3"
"No worries","1994","Full Time","inadequately","25","","","","3"
"No worries","1994","Full Time","general elemantary","42","0.0481392169100378","0.0333428090401006","0.062935624779975","3"
"No worries","1994","Full Time","middle vocational","118","0.0348295764593515","0.0284839469781704","0.0411752059405325","3"
"No worries","1994","Full Time","vocational + Abi","10","","","","3"
"No worries","1994","Full Time","higher vocational","6","","","","3"
"No worries","1994","Full Time","higher education","48","0.0703217340456322","0.0546534513434005","0.0859900167478638","3"
"No worries","1994","Part Time","in school","","","","","3"
"No worries","1994","Part Time","inadequately","8","","","","3"
"No worries","1994","Part Time","general elemantary","20","","","","3"
"No worries","1994","Part Time","middle vocational","45","0.0376743839241995","0.0269012621039148","0.0484475057444841","3"
"No worries","1994","Part Time","vocational + Abi","9","","","","3"
"No worries","1994","Part Time","higher vocational","4","","","","3"
"No worries","1994","Part Time","higher education","14","","","","3"
"No worries","1994","Not Working","in school","21","","","","3"
"No worries","1994","Not Working","inadequately","33","0.144764217798394","0.100972115341319","0.18855632025547","3"
"No worries","1994","Not Working","general elemantary","57","0.0341588215850632","0.0238561412187434","0.044461501951383","3"
"No worries","1994","Not Working","middle vocational","64","0.0274441072235665","0.020557551202773","0.0343306632443601","3"
"No worries","1994","Not Working","vocational + Abi","4","","","","3"
