"plh0040","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","(Married) couple without C. ","Female","1137","0.669783371994482","0.647434141005867","0.692132602983097","1"
"Big worries","1994","(Married) couple without C. ","Male","1065","0.627467413543745","0.604382627143226","0.650552199944265","1"
"Big worries","1994","1-pers.-HH","Female","586","0.665190842234155","0.634133944206049","0.69624774026226","1"
"Big worries","1994","1-pers.-HH","Male","255","0.507244830920224","0.464066198207476","0.550423463632972","1"
"Big worries","1994","Couple + C. GT 16 ","Female","641","0.582577352467613","0.55340901178267","0.611745693152556","1"
"Big worries","1994","Couple + C. GT 16 ","Male","734","0.542137786299761","0.515629575955423","0.568645996644099","1"
"Big worries","1994","Couple + C. LE 16 ","Female","837","0.528680801037409","0.503635563252166","0.553726038822652","1"
"Big worries","1994","Couple + C. LE 16 ","Male","794","0.508297285269642","0.482895933809102","0.533698636730183","1"
"Big worries","1994","Couple + C. LE and GT 16","Female","330","0.534393230799865","0.493727901941384","0.575058559658347","1"
"Big worries","1994","Couple + C. LE and GT 16","Male","296","0.463478649172172","0.423511251660818","0.503446046683527","1"
"Big worries","1994","Single parent ","Female","221","0.537292003902061","0.488245107792223","0.586338900011899","1"
"Big worries","1994","Single parent ","Male","76","0.365956704405385","0.294791767538986","0.437121641271785","1"
"No worries","1994","Couple + C. LE 16 ","Male","57","0.0435128369644826","0.0331472261695625","0.0538784477594027","3"
"No worries","1994","Couple + C. GT 16 ","Female","48","0.0331772726709954","0.0225837429965076","0.0437708023454833","3"
"No worries","1994","(Married) couple without C. ","Male","52","0.0239793857784835","0.0166747820451093","0.0312839895118577","3"
"No worries","1994","(Married) couple without C. ","Female","51","0.0240374481469952","0.0167587000199672","0.0313161962740232","3"
"No worries","1994","1-pers.-HH","Male","45","0.0831400926870333","0.0592948789404271","0.106985306433639","3"
"No worries","1994","Single parent ","Female","16","","","","3"
"No worries","1994","1-pers.-HH","Female","30","0.0418731307888019","0.0286916103418561","0.0550546512357478","3"
"No worries","1994","Couple + C. GT 16 ","Male","78","0.0506685587791825","0.0389994852831103","0.0623376322752547","3"
"No worries","1994","Couple + C. LE 16 ","Female","39","0.0318929155467997","0.0230767520677281","0.0407090790258713","3"
"No worries","1994","Couple + C. LE and GT 16","Female","28","","","","3"
"No worries","1994","Couple + C. LE and GT 16","Male","43","0.0740039900357826","0.0530228238018837","0.0949851562696816","3"
"No worries","1994","Single parent ","Male","11","","","","3"
"Some worries","1994","Couple + C. GT 16 ","Female","409","0.384245374861391","0.355474366276908","0.413016383445875","2"
"Some worries","1994","Couple + C. LE 16 ","Male","637","0.448189877765875","0.422921784062162","0.473457971469588","2"
"Some worries","1994","(Married) couple without C. ","Male","568","0.348553200677771","0.325801065816551","0.371305335538992","2"
"Some worries","1994","(Married) couple without C. ","Female","513","0.306179179858523","0.284275987062974","0.328082372654071","2"
"Some worries","1994","1-pers.-HH","Male","215","0.409615076392743","0.367143334575776","0.45208681820971","2"
"Some worries","1994","Couple + C. GT 16 ","Male","545","0.407193654921057","0.381053082712189","0.433334227129924","2"
"Some worries","1994","Couple + C. LE and GT 16","Female","220","0.41756259043424","0.377358559894868","0.457766620973612","2"
"Some worries","1994","Single parent ","Female","160","0.428184213153157","0.379510303252497","0.476858123053817","2"
"Some worries","1994","1-pers.-HH","Female","271","0.292936026977043","0.262985668197181","0.322886385756905","2"
"Some worries","1994","Single parent ","Male","89","0.562031680022029","0.488733447254614","0.635329912789444","2"
"Some worries","1994","Couple + C. LE 16 ","Female","650","0.439426283415791","0.414524514147535","0.464328052684048","2"
"Some worries","1994","Couple + C. LE and GT 16","Male","259","0.462517360792045","0.422555680686591","0.5024790408975","2"
"Big worries","1995","(Married) couple without C. ","Female","1125","0.642759592007666","0.620366207211999","0.665152976803333","1"
"Big worries","1995","(Married) couple without C. ","Male","1056","0.619273259216461","0.596490924431779","0.642055594001143","1"
"Big worries","1995","1-pers.-HH","Female","560","0.605899316820047","0.574185063040557","0.637613570599536","1"
"Big worries","1995","1-pers.-HH","Male","259","0.499890942882708","0.457323246310287","0.542458639455129","1"
"Big worries","1995","Couple + C. GT 16 ","Female","641","0.574692970084166","0.545803401746178","0.603582538422154","1"
"Big worries","1995","Couple + C. GT 16 ","Male","731","0.54170778571083","0.515226905590559","0.568188665831102","1"
"Big worries","1995","Couple + C. LE 16 ","Female","844","0.521174301269517","0.49658893280659","0.545759669732444","1"
"Big worries","1995","Couple + C. LE 16 ","Male","775","0.483761973539576","0.458843312146744","0.508680634932408","1"
"Big worries","1995","Couple + C. LE and GT 16","Female","306","0.483190688051722","0.44333832621029","0.523043049893155","1"
"Big worries","1995","Couple + C. LE and GT 16","Male","297","0.416039721428244","0.377702531152192","0.454376911704295","1"
"Big worries","1995","Single parent ","Female","231","0.530441119621117","0.482540218417357","0.578342020824878","1"
"Big worries","1995","Single parent ","Male","74","0.295148468301198","0.229949870268857","0.360347066333539","1"
"No worries","1995","Couple + C. LE 16 ","Male","92","0.06921709231729","0.056560560226068","0.0818736244085119","3"
"No worries","1995","Couple + C. GT 16 ","Female","58","0.0442164918852997","0.0322037059665302","0.0562292778040691","3"
"No worries","1995","(Married) couple without C. ","Male","69","0.0340588252906993","0.0255486099947076","0.042569040586691","3"
"No worries","1995","1-pers.-HH","Female","40","0.0500004905544845","0.0358556031426669","0.0641453779663021","3"
"No worries","1995","Single parent ","Female","21","","","","3"
"No worries","1995","(Married) couple without C. ","Female","48","0.0247903021938014","0.0175241400075689","0.032056464380034","3"
"No worries","1995","1-pers.-HH","Male","42","0.077027120757742","0.0543270893360253","0.0997271521794587","3"
"No worries","1995","Couple + C. GT 16 ","Male","93","0.0607212307054483","0.0480287599188386","0.073413701492058","3"
"No worries","1995","Couple + C. LE 16 ","Female","72","0.0523384329108703","0.0413778540524566","0.063299011769284","3"
"No worries","1995","Couple + C. LE and GT 16","Female","24","","","","3"
"No worries","1995","Couple + C. LE and GT 16","Male","38","0.073519401376769","0.0532201335298756","0.0938186692236625","3"
"No worries","1995","Single parent ","Male","19","","","","3"
"Some worries","1995","(Married) couple without C. ","Male","620","0.34666791549284","0.324338662561004","0.368997168424675","2"
"Some worries","1995","Couple + C. GT 16 ","Female","426","0.381090538030534","0.352711382123013","0.409469693938056","2"
"Some worries","1995","Couple + C. LE 16 ","Male","678","0.447020934143134","0.422229472909097","0.471812395377171","2"
"Some worries","1995","Couple + C. LE and GT 16","Female","274","0.475325477190447","0.435499159270653","0.515151795110242","2"
"Some worries","1995","Single parent ","Female","165","0.411808433338147","0.364570914476149","0.459045952200145","2"
"Some worries","1995","Single parent ","Male","95","0.591846238587238","0.52158989981703","0.662102577357446","2"
"Some worries","1995","(Married) couple without C. ","Female","586","0.332450105798533","0.310435025455078","0.354465186141987","2"
"Some worries","1995","1-pers.-HH","Female","312","0.344100192625469","0.313267469614665","0.374932915636273","2"
"Some worries","1995","1-pers.-HH","Male","229","0.42308193635955","0.38102094869117","0.465142924027931","2"
"Some worries","1995","Couple + C. GT 16 ","Male","536","0.397570983583721","0.371561069487078","0.423580897680365","2"
"Some worries","1995","Couple + C. LE 16 ","Female","670","0.426487265819613","0.402147238216821","0.450827293422404","2"
"Some worries","1995","Couple + C. LE and GT 16","Male","300","0.510440877194987","0.471559957833815","0.54932179655616","2"
"Big worries","1996","(Married) couple without C. ","Female","1188","0.687347704068219","0.665781785221596","0.708913622914842","1"
