"plh0040","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","16-34 y.","Full Time","1266","0.477868199833224","0.458287769858813","0.497448629807636"
"Big worries","1994","16-34 y.","Part Time","541","0.455705000019387","0.426029808542097","0.485380191496676"
"Big worries","1994","16-34 y.","Not Working","552","0.431218978002243","0.403325831937591","0.459112124066894"
"Big worries","1994","35-65 y.","Full Time","2022","0.570198749183026","0.553686859838202","0.58671063852785"
"Big worries","1994","35-65 y.","Part Time","765","0.586955117446527","0.559692118603066","0.614218116289987"
"Big worries","1994","35-65 y.","Not Working","1239","0.673410385735052","0.652172059270661","0.694648712199443"
"Big worries","1994","66 and older","Full Time","6","","",""
"Big worries","1994","66 and older","Part Time","13","","",""
"Big worries","1994","66 and older","Not Working","1047","0.706120087003847","0.682761465078899","0.729478708928794"
"Some worries","1994","16-34 y.","Full Time","1105","0.465954196398535","0.446400045883236","0.485508346913834"
"Some worries","1994","16-34 y.","Part Time","477","0.472261847421811","0.442515397826539","0.502008297017082"
"Some worries","1994","16-34 y.","Not Working","565","0.48848823749001","0.460334835123972","0.516641639856048"
"Some worries","1994","35-65 y.","Full Time","1307","0.394770888610103","0.378467335366459","0.411074441853746"
"Some worries","1994","35-65 y.","Part Time","452","0.384056586120564","0.357126324530916","0.410986847710212"
"Some worries","1994","35-65 y.","Not Working","569","0.301613212537088","0.280828099495507","0.322398325578668"
"Some worries","1994","66 and older","Full Time","4","","",""
"Some worries","1994","66 and older","Part Time","13","","",""
"Some worries","1994","66 and older","Not Working","371","0.265091111108185","0.242458361646555","0.287723860569814"
"No worries","1994","16-34 y.","Full Time","129","0.0561776037682412","0.0471514062822385","0.0652038012542439"
"No worries","1994","16-34 y.","Part Time","64","0.0720331525588023","0.056627968122659","0.0874383369949456"
"No worries","1994","16-34 y.","Not Working","94","0.0802927845077474","0.0649875821519846","0.0955979868635103"
"No worries","1994","35-65 y.","Full Time","124","0.0350303622068716","0.0288979838791713","0.0411627405345718"
"No worries","1994","35-65 y.","Part Time","36","0.0289882964329095","0.0196987152459003","0.0382778776199187"
"No worries","1994","35-65 y.","Not Working","65","0.0249764017278605","0.0179091314379389","0.032043672017782"
"No worries","1994","66 and older","Full Time","","","",""
"No worries","1994","66 and older","Part Time","2","","",""
"No worries","1994","66 and older","Not Working","43","0.0287888018879688","0.0202146411831589","0.0373629625927787"
"Big worries","1995","16-34 y.","Full Time","1100","0.433732595223697","0.413954646275174","0.45351054417222"
"Big worries","1995","16-34 y.","Part Time","546","0.427520154953681","0.398952127859161","0.456088182048201"
"Big worries","1995","16-34 y.","Not Working","607","0.427365420767428","0.400966839287687","0.45376400224717"
"Big worries","1995","35-65 y.","Full Time","1963","0.54681778807288","0.530228392831035","0.563407183314725"
"Big worries","1995","35-65 y.","Part Time","792","0.560172788787945","0.53419057596235","0.58615500161354"
"Big worries","1995","35-65 y.","Not Working","1235","0.648004979995843","0.62675274265508","0.669257217336605"
"Big worries","1995","66 and older","Full Time","5","","",""
"Big worries","1995","66 and older","Part Time","21","","",""
"Big worries","1995","66 and older","Not Working","1058","0.701343666041833","0.678105263988033","0.724582068095634"
"Some worries","1995","16-34 y.","Full Time","1155","0.497973102369305","0.478019290411907","0.517926914326703"
"Some worries","1995","16-34 y.","Part Time","533","0.495112794322978","0.466241177265596","0.523984411380359"
"Some worries","1995","16-34 y.","Not Working","622","0.484221671941062","0.457553344881413","0.510889999000711"
"Some worries","1995","35-65 y.","Full Time","1363","0.41106635142498","0.394669443485746","0.427463259364213"
"Some worries","1995","35-65 y.","Part Time","542","0.384612018987378","0.359146061192203","0.410077976782553"
"Some worries","1995","35-65 y.","Not Working","625","0.319308768344368","0.29856308586881","0.340054450819926"
"Some worries","1995","66 and older","Full Time","4","","",""
"Some worries","1995","66 and older","Part Time","10","","",""
"Some worries","1995","66 and older","Not Working","378","0.258284860645837","0.236060820955812","0.280508900335861"
"No worries","1995","16-34 y.","Full Time","157","0.0682943024069978","0.0582275114207438","0.0783610933932519"
"No worries","1995","16-34 y.","Part Time","73","0.0773670507233413","0.0619388829704828","0.0927952184761999"
"No worries","1995","16-34 y.","Not Working","120","0.0884129072915095","0.0732633816081716","0.103562432974847"
"No worries","1995","35-65 y.","Full Time","133","0.0421158605021404","0.0354223778761405","0.0488093431281402"
"No worries","1995","35-65 y.","Part Time","68","0.0552151922246773","0.0432596348213844","0.0671707496279702"
"No worries","1995","35-65 y.","Not Working","80","0.0326862516597891","0.0247737563367404","0.0405987469828377"
"No worries","1995","66 and older","Full Time","1","","",""
"No worries","1995","66 and older","Part Time","2","","",""
"No worries","1995","66 and older","Not Working","54","0.0403714733123302","0.03037737008112","0.0503655765435404"
"Big worries","1996","16-34 y.","Full Time","1155","0.465784331680804","0.445629096229325","0.485939567132282"
"Big worries","1996","16-34 y.","Part Time","551","0.476059084441903","0.446823157323191","0.505295011560615"
"Big worries","1996","16-34 y.","Not Working","600","0.464733048715814","0.4371830096058","0.492283087825827"
"Big worries","1996","35-65 y.","Full Time","1944","0.557689423613807","0.540843309130491","0.574535538097123"
"Big worries","1996","35-65 y.","Part Time","888","0.583853305574445","0.559048810153296","0.608657800995594"
"Big worries","1996","35-65 y.","Not Working","1220","0.692313347324078","0.671167347365624","0.713459347282531"
"Big worries","1996","66 and older","Full Time","6","","",""
"Big worries","1996","66 and older","Part Time","25","","",""
"Big worries","1996","66 and older","Not Working","1134","0.756981408504085","0.735297829977834","0.778664987030336"
"Some worries","1996","16-34 y.","Full Time","1094","0.481115224207756","0.460927045448922","0.50130340296659"
"Some worries","1996","16-34 y.","Part Time","510","0.468520814619607","0.439309381779945","0.497732247459269"
"Some worries","1996","16-34 y.","Not Working","574","0.465860956413868","0.438306582648058","0.493415330179679"
"Some worries","1996","35-65 y.","Full Time","1283","0.402658667052823","0.386023786351798","0.419293547753849"
"Some worries","1996","35-65 y.","Part Time","581","0.381383878220675","0.356941296100658","0.405826460340692"
"Some worries","1996","35-65 y.","Not Working","547","0.281537701249578","0.260931742881631","0.302143659617525"
"Some worries","1996","66 and older","Full Time","6","","",""
"Some worries","1996","66 and older","Part Time","14","","",""
"Some worries","1996","66 and older","Not Working","331","0.215702121455353","0.194908203355638","0.236496039555067"
"No worries","1996","16-34 y.","Full Time","104","0.0531004441114404","0.0440402362694519","0.0621606519534289"
"No worries","1996","16-34 y.","Part Time","60","0.0554201009384897","0.0420264711449136","0.0688137307320659"
"No worries","1996","16-34 y.","Not Working","85","0.0694059948703181","0.0553677167209846","0.0834442730196517"
"No worries","1996","35-65 y.","Full Time","112","0.0396519093333693","0.0330330024347257","0.0462708162320128"
"No worries","1996","35-65 y.","Part Time","48","0.0347628162048804","0.0255449627659741","0.0439806696437867"
"No worries","1996","35-65 y.","Not Working","63","0.0261489514263447","0.0188376287156542","0.0334602741370353"
"No worries","1996","66 and older","Full Time","","","",""
"No worries","1996","66 and older","Part Time","","","",""
"No worries","1996","66 and older","Not Working","38","0.027316470040562","0.0190757213449081","0.0355572187362159"
"Big worries","1997","16-34 y.","Full Time","1192","0.507390674385125","0.486815234873691","0.527966113896559"
"Big worries","1997","16-34 y.","Part Time","558","0.548086819452713","0.517678488254954","0.578495150650472"
"Big worries","1997","16-34 y.","Not Working","653","0.517787407248789","0.490687268252787","0.544887546244792"
"Big worries","1997","35-65 y.","Full Time","1983","0.591264609042741","0.57447153349849","0.608057684586993"
"Big worries","1997","35-65 y.","Part Time","897","0.604313390110214","0.579332899036798","0.629293881183631"
"Big worries","1997","35-65 y.","Not Working","1267","0.695919626962197","0.674997016165816","0.716842237758578"
"Big worries","1997","66 and older","Full Time","7","","",""
"Big worries","1997","66 and older","Part Time","27","","",""
"Big worries","1997","66 and older","Not Working","1167","0.756818804264723","0.735385470201316","0.77825213832813"
"Some worries","1997","16-34 y.","Full Time","982","0.443252377339448","0.422807651631175","0.463697103047721"
"Some worries","1997","16-34 y.","Part Time","411","0.386399117194482","0.356648124981429","0.416150109407535"
"Some worries","1997","16-34 y.","Not Working","559","0.41304501156537","0.386340933294985","0.439749089835756"
"Some worries","1997","35-65 y.","Full Time","1214","0.373172898672979","0.35665148869357","0.389694308652388"
"Some worries","1997","35-65 y.","Part Time","536","0.365182853618624","0.340586331733506","0.389779375503741"
"Some worries","1997","35-65 y.","Not Working","537","0.280772854326434","0.260334179559788","0.301211529093081"
"Some worries","1997","66 and older","Full Time","7","","",""
"Some worries","1997","66 and older","Part Time","12","","",""
"Some worries","1997","66 and older","Not Working","348","0.230241683469433","0.209208841827227","0.251274525111638"
"No worries","1997","16-34 y.","Full Time","94","0.0493569482754272","0.0404421923996468","0.0582717041512075"
"No worries","1997","16-34 y.","Part Time","60","0.0655140633528053","0.0503960732468469","0.0806320534587638"
"No worries","1997","16-34 y.","Not Working","94","0.0691675811858404","0.0554061517674412","0.0829290106042396"
"No worries","1997","35-65 y.","Full Time","95","0.0355624922842792","0.029236169913006","0.0418888146555523"
"No worries","1997","35-65 y.","Part Time","39","0.0305037562711619","0.0217187128476506","0.0392887996946732"
"No worries","1997","35-65 y.","Not Working","53","0.0233075187113685","0.0164452284776514","0.0301698089450856"
"No worries","1997","66 and older","Full Time","1","","",""
"No worries","1997","66 and older","Part Time","","","",""
"No worries","1997","66 and older","Not Working","24","","",""
"Big worries","1998","16-34 y.","Full Time","1105","0.47348221186569","0.453143148408244","0.493821275323137"
"Big worries","1998","16-34 y.","Part Time","539","0.462734441227347","0.433752446584962","0.491716435869733"
"Big worries","1998","16-34 y.","Not Working","613","0.455534644020365","0.429277958617515","0.481791329423214"
"Big worries","1998","35-65 y.","Full Time","2006","0.545755693154461","0.529529459684442","0.56198192662448"
"Big worries","1998","35-65 y.","Part Time","987","0.586600423863696","0.563010498657498","0.610190349069894"
"Big worries","1998","35-65 y.","Not Working","1438","0.678077102696679","0.65843293190278","0.697721273490578"
"Big worries","1998","66 and older","Full Time","2","","",""
"Big worries","1998","66 and older","Part Time","25","","",""
"Big worries","1998","66 and older","Not Working","1318","0.736330164041763","0.71597482413516","0.756685503948365"
"Some worries","1998","16-34 y.","Full Time","1088","0.468277286058079","0.447950592209745","0.488603979906414"
"Some worries","1998","16-34 y.","Part Time","529","0.477516857856569","0.44848342733785","0.506550288375287"
"Some worries","1998","16-34 y.","Not Working","667","0.449810387350764","0.423582397734996","0.476038376966531"
"Some worries","1998","35-65 y.","Full Time","1478","0.409965004162599","0.39393675389423","0.425993254430967"
"Some worries","1998","35-65 y.","Part Time","628","0.374080789754915","0.350900855076824","0.397260724433006"
"Some worries","1998","35-65 y.","Not Working","678","0.300797908321779","0.281515690114456","0.320080126529103"
"Some worries","1998","66 and older","Full Time","12","","",""
"Some worries","1998","66 and older","Part Time","15","","",""
"Some worries","1998","66 and older","Not Working","446","0.245059726166774","0.225189440648838","0.264930011684711"
"No worries","1998","16-34 y.","Full Time","122","0.0582405020762305","0.0487003531803661","0.0677806509720948"
"No worries","1998","16-34 y.","Part Time","69","0.0597487009160839","0.0459717197948757","0.0735256820372922"
"No worries","1998","16-34 y.","Not Working","102","0.0946549686288714","0.0792211696747689","0.110088767582974"
"No worries","1998","35-65 y.","Full Time","133","0.0442793026829401","0.0375752144914798","0.0509833908744005"
