"plh0040","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","16-34 y.","Not Employed","552","0.431218978002243","0.403325831937591","0.459112124066894"
"Big worries","1994","16-34 y.","Employed","1807","0.471135821379913","0.454789108326283","0.487482534433544"
"Big worries","1994","35-65 y.","Not Employed","1239","0.673410385735052","0.652172059270661","0.694648712199443"
"Big worries","1994","35-65 y.","Employed","2787","0.574974224223106","0.56085034640517","0.589098102041041"
"Big worries","1994","66 and older","Not Employed","1047","0.706120087003847","0.682761465078899","0.729478708928794"
"Big worries","1994","66 and older","Employed","19","","",""
"Some worries","1994","16-34 y.","Not Employed","565","0.48848823749001","0.460334835123972","0.516641639856048"
"Some worries","1994","16-34 y.","Employed","1582","0.46787023262962","0.451530054570188","0.484210410689053"
"Some worries","1994","35-65 y.","Not Employed","569","0.301613212537088","0.280828099495507","0.322398325578668"
"Some worries","1994","35-65 y.","Employed","1759","0.391717369893752","0.377770997673694","0.405663742113811"
"Some worries","1994","66 and older","Not Employed","371","0.265091111108185","0.242458361646555","0.287723860569814"
"Some worries","1994","66 and older","Employed","17","","",""
"No worries","1994","16-34 y.","Not Employed","94","0.0802927845077474","0.0649875821519846","0.0955979868635103"
"No worries","1994","16-34 y.","Employed","193","0.0609939459904662","0.0531567111254273","0.0688311808555051"
"No worries","1994","35-65 y.","Not Employed","65","0.0249764017278605","0.0179091314379389","0.032043672017782"
"No worries","1994","35-65 y.","Employed","160","0.0333084058831421","0.0281816454396103","0.0384351663266738"
"No worries","1994","66 and older","Not Employed","43","0.0287888018879688","0.0202146411831589","0.0373629625927787"
"No worries","1994","66 and older","Employed","2","","",""
"Big worries","1995","16-34 y.","Not Employed","607","0.427365420767428","0.400966839287687","0.45376400224717"
"Big worries","1995","16-34 y.","Employed","1646","0.431734392267142","0.415472793066617","0.447995991467668"
"Big worries","1995","35-65 y.","Not Employed","1235","0.648004979995843","0.62675274265508","0.669257217336605"
"Big worries","1995","35-65 y.","Employed","2755","0.550912390569087","0.536929656857549","0.564895124280625"
"Big worries","1995","66 and older","Not Employed","1058","0.701343666041833","0.678105263988033","0.724582068095634"
"Big worries","1995","66 and older","Employed","26","","",""
