"plh0040","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","direct migration background","Female","640","0.577155740042782","0.548566467064824","0.60574501302074","1"
"Big worries","1994","direct migration background","Male","618","0.523266249203899","0.495100978137957","0.551431520269842","1"
"Big worries","1994","indirect migration background","Female","132","0.566613020300506","0.50481410972031","0.628411930880702","1"
"Big worries","1994","indirect migration background","Male","111","0.476693062112501","0.414279610706247","0.539106513518756","1"
"Big worries","1994","no migration background","Female","3257","0.615463959025164","0.602331978541075","0.628595939509252","1"
"Big worries","1994","no migration background","Male","2693","0.549177755573553","0.535029115030735","0.563326396116371","1"
"No worries","1994","indirect migration background","Male","23","","","","3"
"No worries","1994","indirect migration background","Female","20","","","","3"
"No worries","1994","direct migration background","Female","82","0.0633560493618157","0.0492583679269079","0.0774537307967235","3"
"No worries","1994","direct migration background","Male","101","0.067779449294991","0.0536044522129893","0.0819544463769927","3"
"No worries","1994","no migration background","Male","188","0.0430499968209868","0.0372785225786131","0.0488214710633606","3"
"No worries","1994","no migration background","Female","143","0.0307060788082406","0.0260491423213448","0.0353630152951365","3"
"Some worries","1994","indirect migration background","Female","95","0.367727810962963","0.307594531094413","0.427861090831514","2"
"Some worries","1994","direct migration background","Male","489","0.40895430150111","0.381229876696273","0.436678726305947","2"
"Some worries","1994","no migration background","Male","1870","0.40777224760546","0.39379863220725","0.421745863003669","2"
"Some worries","1994","direct migration background","Female","425","0.359488210595402","0.331718441274652","0.387257979916152","2"
"Some worries","1994","indirect migration background","Male","112","0.393206002192699","0.332166463201317","0.454245541184082","2"
"Some worries","1994","no migration background","Female","1872","0.353829962166596","0.340922790048852","0.366737134284339","2"
"Big worries","1995","direct migration background","Female","713","0.541460423689514","0.515132861571538","0.56778798580749","1"
"Big worries","1995","direct migration background","Male","688","0.503212974721071","0.477069039038887","0.529356910403256","1"
"Big worries","1995","indirect migration background","Female","121","0.478724294085004","0.41753089399002","0.539917694179988","1"
"Big worries","1995","indirect migration background","Male","115","0.474219768261904","0.413052362423453","0.535387174100355","1"
"Big worries","1995","no migration background","Female","3118","0.592302542896449","0.578984572459689","0.605620513333209","1"
"Big worries","1995","no migration background","Male","2572","0.538141243958307","0.523924639629803","0.55235784828681","1"
"No worries","1995","indirect migration background","Male","23","","","","3"
"No worries","1995","indirect migration background","Female","16","","","","3"
"No worries","1995","direct migration background","Male","122","0.0858462619918449","0.0711981975022299","0.10049432648146","3"
"No worries","1995","direct migration background","Female","117","0.0868656164629705","0.0719846829872547","0.101746549938686","3"
"No worries","1995","no migration background","Male","244","0.0544265887355281","0.0479574520114612","0.060895725459595","3"
"No worries","1995","no migration background","Female","166","0.0364296511398187","0.0313519578267633","0.0415073444528742","3"
"Some worries","1995","indirect migration background","Female","119","0.449896518104029","0.388955932770556","0.510837103437503","2"
"Some worries","1995","direct migration background","Male","595","0.410940763287084","0.385214362823869","0.436667163750299","2"
"Some worries","1995","no migration background","Male","1908","0.407432167306165","0.393420499261001","0.42144383535133","2"
"Some worries","1995","direct migration background","Female","546","0.371673959847516","0.346140335139759","0.397207584555272","2"
"Some worries","1995","indirect migration background","Male","118","0.409584647261854","0.349345507125229","0.469823787398479","2"
"Some worries","1995","no migration background","Female","1946","0.371267805963733","0.358173763597186","0.384361848330279","2"
"Big worries","1996","direct migration background","Female","691","0.55820468156659","0.531063115755284","0.585346247377897","1"
"Big worries","1996","direct migration background","Male","656","0.517905277285122","0.490732447243902","0.545078107326341","1"
"Big worries","1996","indirect migration background","Female","155","0.588632616460599","0.530994979923414","0.646270252997784","1"
"Big worries","1996","indirect migration background","Male","117","0.481680086557885","0.421858353943275","0.541501819172495","1"
"Big worries","1996","no migration background","Female","3211","0.632894247174682","0.619742470993052","0.646046023356313","1"
"Big worries","1996","no migration background","Male","2693","0.568725573383121","0.554536520860079","0.582914625906163","1"
"No worries","1996","indirect migration background","Female","11","","","","3"
"No worries","1996","indirect migration background","Male","20","","","","3"
"No worries","1996","direct migration background","Male","73","0.0632964484776663","0.0500550373421796","0.0765378596131531","3"
"No worries","1996","direct migration background","Female","73","0.0602668048036493","0.0472600493708122","0.0732735602364864","3"
"No worries","1996","no migration background","Male","191","0.0443186470218321","0.0384224095374148","0.0502148845062495","3"
"No worries","1996","no migration background","Female","142","0.0288679264918611","0.0242994627285682","0.0334363902551539","3"
"Some worries","1996","direct migration background","Male","570","0.418798274237212","0.391968970340729","0.445627578133695","2"
"Some worries","1996","indirect migration background","Female","114","0.375963536605788","0.3192290770839","0.432697996127677","2"
"Some worries","1996","direct migration background","Female","522","0.38152851362976","0.354979343652313","0.408077683607207","2"
"Some worries","1996","no migration background","Male","1796","0.386955779595046","0.37300168269362","0.400909876496472","2"
"Some worries","1996","indirect migration background","Male","131","0.467304568689421","0.407570761810165","0.527038375568677","2"
"Some worries","1996","no migration background","Female","1807","0.338237826333457","0.325329043425376","0.351146609241537","2"
"Big worries","1997","direct migration background","Female","682","0.605773214160122","0.57836262586411","0.633183802456134","1"
"Big worries","1997","direct migration background","Male","640","0.545412690846367","0.517787068439698","0.573038313253037","1"
"Big worries","1997","indirect migration background","Female","146","0.55192948966656","0.493576787778269","0.61028219155485","1"
"Big worries","1997","indirect migration background","Male","114","0.382848732970601","0.32700029689437","0.438697169046833","1"
"Big worries","1997","no migration background","Female","3370","0.658942905287469","0.645961450939985","0.671924359634953","1"
"Big worries","1997","no migration background","Male","2799","0.601304838428491","0.587239309113823","0.61537036774316","1"
"No worries","1997","indirect migration background","Female","20","","","","3"
"No worries","1997","indirect migration background","Male","22","","","","3"
"No worries","1997","direct migration background","Male","76","0.0565079690915788","0.0436975078754232","0.0693184303077344","3"
"No worries","1997","no migration background","Male","161","0.0385009480058308","0.0329738344141853","0.0440280615974764","3"
"No worries","1997","direct migration background","Female","65","0.0548602964695018","0.0420880486107365","0.0676325443282672","3"
"No worries","1997","no migration background","Female","116","0.0241709024683886","0.0199653870649218","0.0283764178718554","3"
"Some worries","1997","indirect migration background","Female","113","0.389817197384538","0.332589474112055","0.447044920657021","2"
"Some worries","1997","no migration background","Male","1695","0.360194213565678","0.34640369186584","0.373984735265516","2"
"Some worries","1997","direct migration background","Male","532","0.398079340062054","0.370921498976591","0.425237181147516","2"
"Some worries","1997","direct migration background","Female","474","0.339366489370376","0.312807898014357","0.365925080726395","2"
"Some worries","1997","indirect migration background","Male","155","0.537264083825082","0.47997628894834","0.594551878701823","2"
"Some worries","1997","no migration background","Female","1637","0.316886192244142","0.304145761747354","0.32962662274093","2"
"Big worries","1998","direct migration background","Female","640","0.568281645043504","0.540032506181051","0.596530783905957","1"
"Big worries","1998","direct migration background","Male","587","0.50176220849868","0.473578233325429","0.52994618367193","1"
"Big worries","1998","indirect migration background","Female","151","0.551077401314952","0.494028314072949","0.608126488556955","1"
"Big worries","1998","indirect migration background","Male","125","0.424956490022599","0.369927716881256","0.479985263163941","1"
"Big worries","1998","no migration background","Female","3594","0.627532004137204","0.615130382803521","0.639933625470886","1"
"Big worries","1998","no migration background","Male","2936","0.560953010128278","0.54762371977459","0.574282300481965","1"
"No worries","1998","direct migration background","Male","79","0.0616739683133048","0.0481138721394143","0.0752340644871953","3"
"No worries","1998","indirect migration background","Female","17","","","","3"
"No worries","1998","indirect migration background","Male","27","","","","3"
"No worries","1998","no migration background","Male","236","0.0460247655710481","0.0403967845047844","0.0516527466373118","3"
"No worries","1998","direct migration background","Female","66","0.0734224720444731","0.0585467338947392","0.088298210194207","3"
"No worries","1998","no migration background","Female","156","0.0280262418187173","0.0237924865701644","0.0322599970672702","3"
"Some worries","1998","direct migration background","Female","475","0.358295882912023","0.330948771247476","0.38564299457657","2"
"Some worries","1998","direct migration background","Male","543","0.436563823188016","0.408607427619289","0.464520218756742","2"
"Some worries","1998","indirect migration background","Female","124","0.394812947315029","0.33874725716577","0.450878637464288","2"
"Some worries","1998","no migration background","Male","2153","0.393022224300674","0.379903752850601","0.406140695750748","2"
"Some worries","1998","indirect migration background","Male","158","0.452761118103946","0.397350846438831","0.508171389769062","2"
"Some worries","1998","no migration background","Female","2088","0.344441754044079","0.332252431081685","0.356631077006474","2"
"Big worries","1999","direct migration background","Female","559","0.547944570531331","0.51854651605144","0.577342625011222","1"
"Big worries","1999","direct migration background","Male","503","0.456749064672696","0.427471511924443","0.48602661742095","1"
"Big worries","1999","indirect migration background","Female","143","0.47947744643874","0.422945839410209","0.536009053467271","1"
"Big worries","1999","indirect migration background","Male","122","0.395873834418098","0.341258455055934","0.450489213780262","1"
"Big worries","1999","no migration background","Female","3279","0.581903464837418","0.569091872370605","0.59471505730423","1"
"Big worries","1999","no migration background","Male","2703","0.514638090962128","0.50106575126029","0.528210430663965","1"
"No worries","1999","direct migration background","Female","97","0.0878192729535629","0.0711010621822353","0.10453748372489","3"
"No worries","1999","direct migration background","Male","123","0.10434607701662","0.0863779058264965","0.122314248206744","3"
"No worries","1999","indirect migration background","Female","24","","","","3"
"No worries","1999","indirect migration background","Male","39","0.118054547086561","0.082018681760929","0.154090412412194","3"
"No worries","1999","no migration background","Male","359","0.0719834553455212","0.0649646189947637","0.0790022916962788","3"
"No worries","1999","no migration background","Female","238","0.0423179014081654","0.0370889801056859","0.0475468227106449","3"
"Some worries","1999","no migration background","Male","2147","0.413378453692351","0.400005607929044","0.426751299455658","2"
"Some worries","1999","direct migration background","Female","445","0.364236156515106","0.335811588604567","0.392660724425645","2"
