"plh0040","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","Schleswig-Holstein","in school","1","","","","1"
"Big worries","1994","Schleswig-Holstein","inadequately","1","","","","1"
"Big worries","1994","Schleswig-Holstein","general elemantary","28","","","","1"
"Big worries","1994","Schleswig-Holstein","middle vocational","78","0.514632629344953","0.4376709507428","0.591594307947105","1"
"Big worries","1994","Schleswig-Holstein","vocational + Abi","2","","","","1"
"Big worries","1994","Schleswig-Holstein","higher vocational","16","","","","1"
"Big worries","1994","Schleswig-Holstein","higher education","12","","","","1"
"Big worries","1994","Hamburg","in school","1","","","","1"
"Big worries","1994","Hamburg","inadequately","2","","","","1"
"Big worries","1994","Hamburg","general elemantary","17","","","","1"
"Big worries","1994","Hamburg","middle vocational","45","0.639560352663021","0.532319619816486","0.746801085509556","1"
"Big worries","1994","Hamburg","vocational + Abi","2","","","","1"
"Big worries","1994","Hamburg","higher vocational","2","","","","1"
"Big worries","1994","Hamburg","higher education","6","","","","1"
"Big worries","1994","Lower Saxony","in school","","","","","1"
"Big worries","1994","Lower Saxony","inadequately","22","","","","1"
"Big worries","1994","Lower Saxony","general elemantary","124","0.561189036396151","0.494702374596521","0.627675698195781","1"
"Big worries","1994","Lower Saxony","middle vocational","294","0.616000482532926","0.573412693544339","0.658588271521512","1"
"Big worries","1994","Lower Saxony","vocational + Abi","16","","","","1"
"Big worries","1994","Lower Saxony","higher vocational","36","0.524357646936794","0.40652175103782","0.642193542835768","1"
"Big worries","1994","Lower Saxony","higher education","26","","","","1"
"Big worries","1994","Bremen","in school","","","","","1"
"Big worries","1994","Bremen","inadequately","2","","","","1"
"Big worries","1994","Bremen","general elemantary","16","","","","1"
"Big worries","1994","Bremen","middle vocational","34","0.763376553893967","0.643142976727853","0.88361013106008","1"
"Big worries","1994","Bremen","vocational + Abi","3","","","","1"
"Big worries","1994","Bremen","higher vocational","5","","","","1"
"Big worries","1994","Bremen","higher education","","","","","1"
"Big worries","1994","North Rhine-Westphalia","in school","25","","","","1"
"Big worries","1994","North Rhine-Westphalia","inadequately","84","0.553660546889954","0.474632595468907","0.632688498311","1"
"Big worries","1994","North Rhine-Westphalia","general elemantary","318","0.631447864662512","0.589904523082208","0.672991206242815","1"
"Big worries","1994","North Rhine-Westphalia","middle vocational","672","0.560547965972213","0.532788504438342","0.588307427506083","1"
