"plh0040","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","Not Employed","(0) in school","82","0.412388739549619","0.34329650490866","0.481480974190578"
"Big worries","1994","Not Employed","(1a) inadequately completed","142","0.477657556726126","0.420657791414979","0.534657322037272"
"Big worries","1994","Not Employed","(1b) general elementary school","671","0.651337115784586","0.622304665656116","0.680369565913057"
"Big worries","1994","Not Employed","(1c) basic vocational qualification","1079","0.703508728982091","0.680735503285938","0.726281954678244"
"Big worries","1994","Not Employed","(2b) intermediate general qualification","89","0.557067444084719","0.481503131236521","0.632631756932917"
"Big worries","1994","Not Employed","(2a) intermediate vocational","334","0.640919598554223","0.600569388189657","0.681269808918789"
"Big worries","1994","Not Employed","(2c_gen) general maturity certificate","77","0.366547149759776","0.299259238277392","0.43383506124216"
"Big worries","1994","Not Employed","(2c_voc) vocational maturity certificate","82","0.619846054289906","0.540005123640836","0.699686984938975"
"Big worries","1994","Not Employed","(3a) lower tertiary education","154","0.762744461081909","0.703189524474271","0.822299397689548"
"Big worries","1994","Not Employed","(3b) higher tertiary education","89","0.6149853686831","0.53659039078894","0.693380346577259"
"Big worries","1994","Employed","(0) in school","2","","",""
"Big worries","1994","Employed","(1a) inadequately completed","172","0.523992940553387","0.471445354697991","0.576540526408783"
"Big worries","1994","Employed","(1b) general elementary school","549","0.552241295002232","0.521589284086561","0.582893305917903"
"Big worries","1994","Employed","(1c) basic vocational qualification","1454","0.578517319061547","0.559187892355476","0.597846745767618"
"Big worries","1994","Employed","(2b) intermediate general qualification","173","0.502173884597571","0.445875922242193","0.558471846952949"
"Big worries","1994","Employed","(2a) intermediate vocational","1181","0.544139849398713","0.522532690311648","0.565747008485778"
"Big worries","1994","Employed","(2c_gen) general maturity certificate","91","0.419821018122815","0.353070978443138","0.486571057802493"
"Big worries","1994","Employed","(2c_voc) vocational maturity certificate","169","0.42152305250364","0.37187411185963","0.471171993147649"
"Big worries","1994","Employed","(3a) lower tertiary education","388","0.53554907595354","0.497267144090115","0.573831007816964"
"Big worries","1994","Employed","(3b) higher tertiary education","322","0.440570775270984","0.402580137080968","0.478561413461"
"Some worries","1994","Not Employed","(0) in school","93","0.460335915332023","0.390379109245115","0.530292721418931"
"Some worries","1994","Not Employed","(1a) inadequately completed","118","0.394480785680668","0.338709073861017","0.450252497500319"
"Some worries","1994","Not Employed","(1b) general elementary school","316","0.315713023922143","0.287396280726699","0.344029767117587"
"Some worries","1994","Not Employed","(1c) basic vocational qualification","432","0.273405252949708","0.251180681095299","0.295629824804116"
"Some worries","1994","Not Employed","(2b) intermediate general qualification","67","0.388679324529615","0.314527078719659","0.462831570339572"
"Some worries","1994","Not Employed","(2a) intermediate vocational","200","0.343512370125062","0.303570109580497","0.383454630669628"
"Some worries","1994","Not Employed","(2c_gen) general maturity certificate","101","0.54589135908715","0.476365242743256","0.615417475431044"
"Some worries","1994","Not Employed","(2c_voc) vocational maturity certificate","55","0.350550876617708","0.272072137821503","0.429029615413912"
"Some worries","1994","Not Employed","(3a) lower tertiary education","39","0.215751617734497","0.158164691063052","0.273338544405942"
"Some worries","1994","Not Employed","(3b) higher tertiary education","50","0.313325883108124","0.238596618525152","0.388055147691097"
"Some worries","1994","Employed","(0) in school","5","","",""
"Some worries","1994","Employed","(1a) inadequately completed","141","0.397144336330742","0.345661292825188","0.448627379836295"
"Some worries","1994","Employed","(1b) general elementary school","410","0.405803001516986","0.375534190103397","0.436071812930574"
"Some worries","1994","Employed","(1c) basic vocational qualification","962","0.38842713074609","0.369348385550253","0.407505875941928"
"Some worries","1994","Employed","(2b) intermediate general qualification","118","0.466955567930983","0.410780156546648","0.523130979315317"
"Some worries","1994","Employed","(2a) intermediate vocational","806","0.427888451280956","0.406423385266437","0.449353517295474"
"Some worries","1994","Employed","(2c_gen) general maturity certificate","100","0.485829370311019","0.41823135278836","0.553427387833678"
"Some worries","1994","Employed","(2c_voc) vocational maturity certificate","189","0.515583208469725","0.465335614675654","0.565830802263797"
