"plh0040","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","direct migration background","1258","0.549824671998879","0.529731171961193","0.569918172036565","1"
"Big worries","1994","indirect migration background","243","0.521389192749225","0.477293426436383","0.565484959062068","1"
"Big worries","1994","no migration background","5950","0.584023521555804","0.574374155496235","0.593672887615372","1"
"No worries","1994","no migration background","331","0.0365609650771453","0.0328867026603437","0.0402352274939469","3"
"No worries","1994","indirect migration background","43","0.0980691410579962","0.0718162316285091","0.124322050487483","3"
"No worries","1994","direct migration background","183","0.0655994597685027","0.0556001664727717","0.0755987530642337","3"
"Some worries","1994","no migration background","3742","0.379415513367051","0.369915871663956","0.388915155070146","2"
"Some worries","1994","direct migration background","914","0.384575868232619","0.364927299939011","0.404224436526226","2"
"Some worries","1994","indirect migration background","207","0.380541666192779","0.337683677186663","0.423399655198894","2"
"Big worries","1995","direct migration background","1401","0.522192893077989","0.503628131434148","0.54075765472183","1"
"Big worries","1995","indirect migration background","236","0.476416916870091","0.43315562335535","0.519678210384832","1"
"Big worries","1995","no migration background","5690","0.566584540480769","0.556849588086202","0.576319492875337","1"
"No worries","1995","no migration background","410","0.0449753340099785","0.0409039340715674","0.0490467339483896","3"
"No worries","1995","indirect migration background","39","0.0943357289833308","0.0690174119997206","0.119654045966941","3"
"No worries","1995","direct migration background","239","0.0863521065686867","0.0759127557243283","0.0967914574130452","3"
"Some worries","1995","no migration background","3854","0.388440125509252","0.378865301345679","0.398014949672826","2"
"Some worries","1995","direct migration background","1141","0.391455000353324","0.373315101204889","0.409594899501759","2"
"Some worries","1995","indirect migration background","237","0.429247354146578","0.386373661456701","0.472121046836455","2"
"Big worries","1996","direct migration background","1347","0.538215128449264","0.518996799694615","0.557433457203913","1"
"Big worries","1996","indirect migration background","272","0.536135683846488","0.494382398742576","0.577888968950401","1"
"Big worries","1996","no migration background","5904","0.602420879055201","0.592751193890473","0.61209056421993","1"
"No worries","1996","no migration background","333","0.036205392993825","0.0325145172831322","0.0398962687045179","3"
"No worries","1996","indirect migration background","31","0.0430666460255007","0.0260697670029719","0.0600635250480295","3"
"No worries","1996","direct migration background","146","0.0617695868975321","0.0524893316992226","0.0710498420958416","3"
"Some worries","1996","no migration background","3603","0.361373727950974","0.351881848364323","0.370865607537625","2"
"Some worries","1996","direct migration background","1092","0.400015284653203","0.381129883957531","0.418900685348876","2"
"Some worries","1996","indirect migration background","245","0.420797670128011","0.37946346169409","0.462131878561932","2"
"Big worries","1997","direct migration background","1322","0.575526418110716","0.556030418347037","0.595022417874395","1"
"Big worries","1997","indirect migration background","260","0.466535672213032","0.425580780374093","0.507490564051971","1"
"Big worries","1997","no migration background","6169","0.631525141498008","0.621963723002005","0.641086559994011","1"
"No worries","1997","no migration background","277","0.0309875398930806","0.0275528992500287","0.0344221805361325","3"
"No worries","1997","indirect migration background","42","0.0691794455467482","0.0483473871610444","0.0900115039324521","3"
"No worries","1997","direct migration background","141","0.0556859489824381","0.046640740432652","0.0647311575322243","3"
"Some worries","1997","no migration background","3332","0.337487318608911","0.328114959908605","0.346859677309217","2"
"Some worries","1997","indirect migration background","268","0.46428488224022","0.423342803835379","0.505226960645061","2"
"Some worries","1997","direct migration background","1006","0.368787632906846","0.349756551364768","0.387818714448924","2"
"Big worries","1998","direct migration background","1227","0.534830057312706","0.514833148502185","0.554826966123227","1"
"Big worries","1998","indirect migration background","276","0.485150897753706","0.445227431114053","0.525074364393359","1"
"Big worries","1998","no migration background","6530","0.595695876934068","0.586592049627313","0.604799704240823","1"
"No worries","1998","no migration background","392","0.0366326093401467","0.0331477317573539","0.0401174869229395","3"
"No worries","1998","indirect migration background","44","0.0897452202342612","0.0669135862682829","0.112576854200239","3"
"No worries","1998","direct migration background","145","0.067514332654207","0.0574550221750331","0.0775736431333808","3"
"Some worries","1998","no migration background","4241","0.367671513725785","0.358726953476128","0.376616073975443","2"
"Some worries","1998","indirect migration background","282","0.425103882012033","0.385613433260938","0.464594330763128","2"
"Some worries","1998","direct migration background","1018","0.397655610033087","0.378034429561835","0.417276790504339","2"
"Big worries","1999","direct migration background","1062","0.502035249169786","0.481203593401942","0.52286690493763","1"
"Big worries","1999","indirect migration background","265","0.437087800700901","0.397660143280983","0.476515458120819","1"
"Big worries","1999","no migration background","5982","0.549637560324537","0.540298689502659","0.558976431146415","1"
"No worries","1999","indirect migration background","63","0.0908457894003055","0.0680020351140063","0.113689543686605","3"
"No worries","1999","no migration background","597","0.0565478963597887","0.0522123559321808","0.0608834367873967","3"
"No worries","1999","direct migration background","220","0.0961391386274956","0.0838574441948861","0.108420833060105","3"
"Some worries","1999","no migration background","4324","0.393814543315674","0.38464339500822","0.402985691623128","2"
"Some worries","1999","indirect migration background","280","0.472066409898793","0.43238496308055","0.511747856717036","2"
"Some worries","1999","direct migration background","931","0.401825612202718","0.38139929374712","0.422251930658316","2"
"Big worries","2000","direct migration background","1419","0.44706839495635","0.430135718165368","0.464001071747332","1"
"Big worries","2000","indirect migration background","340","0.428573972834401","0.394764291402068","0.462383654266734","1"
"Big worries","2000","no migration background","10973","0.554986415277909","0.548091164980245","0.561881665575573","1"
"No worries","2000","direct migration background","380","0.112633128582899","0.101866304773897","0.123399952391901","3"
"No worries","2000","indirect migration background","108","0.11460225286975","0.0928394936411605","0.13636501209834","3"
"No worries","2000","no migration background","1315","0.0677252216679736","0.06423888430656","0.0712115590293872","3"
"Some worries","2000","no migration background","7667","0.377288363054117","0.370563206155968","0.384013519952266","2"
"Some worries","2000","indirect migration background","375","0.456823774295848","0.422791349087987","0.49085619950371","2"
"Some worries","2000","direct migration background","1513","0.440298476460751","0.423391935429303","0.4572050174922","2"
"Big worries","2001","direct migration background","1287","0.455912552465433","0.437860169631028","0.473964935299837","1"
"Big worries","2001","indirect migration background","311","0.410195622838982","0.375498860816982","0.444892384860981","1"
"Big worries","2001","no migration background","9222","0.513187809956486","0.505926626253875","0.520448993659096","1"
"No worries","2001","direct migration background","322","0.112883200626454","0.101413172945521","0.124353228307387","3"
"No worries","2001","indirect migration background","104","0.135940157633908","0.111764113700058","0.160116201567759","3"
"No worries","2001","no migration background","1339","0.0760277700735355","0.072177385385054","0.0798781547620171","3"
"Some worries","2001","no migration background","7641","0.410784419969979","0.403637274383203","0.417931565556755","2"
"Some worries","2001","indirect migration background","357","0.45386421952711","0.418744363299133","0.488984075755087","2"
"Some worries","2001","direct migration background","1315","0.431204246908113","0.413253641753538","0.449154852062689","2"
"Big worries","2002","direct migration background","1187","0.442994125805814","0.424581811543981","0.461406440067648","1"
"Big worries","2002","indirect migration background","270","0.33936173543675","0.306068892648597","0.372654578224903","1"
"Big worries","2002","no migration background","9353","0.512748417131766","0.50572515391624","0.519771680347293","1"
"No worries","2002","indirect migration background","114","0.145184220252859","0.12041378971821","0.169954650787508","3"
"No worries","2002","direct migration background","260","0.0968589856416973","0.0858960403099434","0.107821930973451","3"
"No worries","2002","no migration background","1644","0.0798552977941356","0.0760464810003781","0.0836641145878932","3"
"Some worries","2002","no migration background","8460","0.407396285074098","0.400492283707955","0.414300286440241","2"
"Some worries","2002","indirect migration background","393","0.515454044310391","0.480314182935746","0.550593905685036","2"
"Some worries","2002","direct migration background","1349","0.460146888552488","0.441672692134478","0.478621084970498","2"
"Big worries","2003","no migration background","8055","0.461719093607772","0.454591112343844","0.4688470748717","1"
