"plh0040","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","general elemantary","Female","1032","0.634331243122263","0.611007775418929","0.657654710825598","1"
"Big worries","1994","general elemantary","Male","440","0.510209424850802","0.476701735223247","0.543717114478358","1"
"Big worries","1994","higher education","Female","452","0.567592690199","0.531898532213749","0.603286848184252","1"
"Big worries","1994","higher education","Male","501","0.504342466390855","0.471893243798436","0.536791688983275","1"
"Big worries","1994","higher vocational","Female","168","0.615956040465151","0.559089048074896","0.672823032855405","1"
"Big worries","1994","higher vocational","Male","298","0.603195478481647","0.559106009773365","0.647284947189928","1"
"Big worries","1994","in school","Female","61","0.438425558051066","0.353778333227563","0.523072782874568","1"
"Big worries","1994","in school","Male","42","0.398919145045091","0.306136854536204","0.491701435553979","1"
"Big worries","1994","inadequately","Female","157","0.485967841525658","0.431796059138791","0.540139623912525","1"
"Big worries","1994","inadequately","Male","102","0.451005000559097","0.385987285196307","0.516022715921888","1"
"Big worries","1994","middle vocational","Female","2014","0.624632109836196","0.607992360798059","0.641271858874332","1"
"Big worries","1994","middle vocational","Male","1899","0.572128529442895","0.555288443745592","0.588968615140197","1"
"Big worries","1994","vocational + Abi","Female","79","0.453354418485373","0.380015701954613","0.526693135016132","1"
"Big worries","1994","vocational + Abi","Male","94","0.40266948353751","0.337113766620771","0.46822520045425","1"
"No worries","1994","general elemantary","Female","62","0.0310671492554659","0.0226650330354262","0.0394692654755055","3"
"No worries","1994","general elemantary","Male","57","0.0483092657784144","0.0339369029414609","0.0626816286153678","3"
"No worries","1994","higher education","Female","25","","","","3"
"No worries","1994","higher education","Male","49","0.0731001092023799","0.0562063577561341","0.0899938606486258","3"
"No worries","1994","higher vocational","Female","5","","","","3"
"No worries","1994","higher vocational","Male","8","","","","3"
"No worries","1994","in school","Female","8","","","","3"
"No worries","1994","in school","Male","13","","","","3"
"No worries","1994","inadequately","Female","37","0.104912354851953","0.0716984212113963","0.138126288492509","3"
"No worries","1994","inadequately","Male","29","","","","3"
"No worries","1994","middle vocational","Female","93","0.0281473773087141","0.0224637547115968","0.0338309999058313","3"
"No worries","1994","middle vocational","Male","134","0.0366743656748647","0.0302768892505383","0.043071842099191","3"
"No worries","1994","vocational + Abi","Female","8","","","","3"
"No worries","1994","vocational + Abi","Male","15","","","","3"
"Some worries","1994","general elemantary","Female","544","0.334601607622271","0.311751090780359","0.357452124464183","2"
"Some worries","1994","general elemantary","Male","358","0.441481309370783","0.408196961665249","0.474765657076317","2"
"Some worries","1994","higher education","Female","263","0.376709855593256","0.341797363343806","0.411622347842706","2"
"Some worries","1994","higher education","Male","362","0.422557424406765","0.390498574285248","0.454616274528281","2"
"Some worries","1994","higher vocational","Female","108","0.362539842506117","0.306331688188399","0.418747996823836","2"
"Some worries","1994","higher vocational","Male","167","0.380291226403355","0.336542088844541","0.424040363962169","2"
"Some worries","1994","in school","Female","63","0.50501748722522","0.419725297995112","0.590309676455329","2"
"Some worries","1994","in school","Male","52","0.429540887951491","0.335747825077542","0.523333950825439","2"
"Some worries","1994","inadequately","Female","133","0.409119803622389","0.355829378708674","0.462410228536105","2"
"Some worries","1994","inadequately","Male","94","0.414927781723116","0.350548247944205","0.479307315502026","2"
"Some worries","1994","middle vocational","Female","1146","0.34722051285509","0.330860185251172","0.363580840459009","2"
"Some worries","1994","middle vocational","Male","1283","0.391197104882241","0.374586823077218","0.407807386687264","2"
"Some worries","1994","vocational + Abi","Female","90","0.499553288171043","0.425893360368547","0.57321321597354","2"
"Some worries","1994","vocational + Abi","Male","106","0.517389727477721","0.450595944242606","0.584183510712837","2"
"Big worries","1995","general elemantary","Female","978","0.634849815275793","0.611433080356945","0.658266550194641","1"
"Big worries","1995","general elemantary","Male","426","0.529120262074323","0.495662473572033","0.562578050576612","1"
"Big worries","1995","higher education","Female","416","0.482052964992196","0.447318982458613","0.516786947525778","1"
"Big worries","1995","higher education","Male","479","0.465904598152042","0.434300016936114","0.497509179367971","1"
"Big worries","1995","higher vocational","Female","145","0.499977502505426","0.442231509882644","0.557723495128208","1"
"Big worries","1995","higher vocational","Male","276","0.54424385564133","0.499265800660615","0.589221910622046","1"
"Big worries","1995","in school","Female","66","0.447342210126516","0.365561287404951","0.529123132848082","1"
"Big worries","1995","in school","Male","55","0.341937712189267","0.263640637389294","0.42023478698924","1"
"Big worries","1995","inadequately","Female","154","0.530394386086472","0.475541355071732","0.585247417101212","1"
"Big worries","1995","inadequately","Male","90","0.374707546768668","0.308925976372657","0.440489117164679","1"
"Big worries","1995","middle vocational","Female","2022","0.608543075661548","0.591945833549331","0.625140317773766","1"
"Big worries","1995","middle vocational","Male","1886","0.572646417317709","0.555988782428379","0.58930405220704","1"
"Big worries","1995","vocational + Abi","Female","98","0.393864930727968","0.330303520386066","0.457426341069869","1"
"Big worries","1995","vocational + Abi","Male","115","0.409797838826988","0.348956822544265","0.470638855109711","1"
"No worries","1995","general elemantary","Female","77","0.0441050728594664","0.0341187769917442","0.0540913687271887","3"
"No worries","1995","general elemantary","Male","70","0.0810804100887458","0.0627841739421116","0.0993766462353799","3"
"No worries","1995","higher education","Female","40","0.0795552811222492","0.0607448872577204","0.0983656749867781","3"
"No worries","1995","higher education","Male","66","0.0765920488852974","0.0597427912608714","0.0934413065097234","3"
"No worries","1995","higher vocational","Female","13","","","","3"
"No worries","1995","higher vocational","Male","14","","","","3"
"No worries","1995","in school","Female","15","","","","3"
"No worries","1995","in school","Male","20","","","","3"
"No worries","1995","inadequately","Female","33","0.13424143962237","0.0967720836279355","0.171710795616804","3"
"No worries","1995","inadequately","Male","26","","","","3"
"No worries","1995","middle vocational","Female","95","0.0287152575619442","0.0230361784544055","0.0343943366694829","3"
"No worries","1995","middle vocational","Male","161","0.04332721360493","0.036471723941017","0.0501827032688431","3"
"No worries","1995","vocational + Abi","Female","13","","","","3"
"No worries","1995","vocational + Abi","Male","17","","","","3"
"Some worries","1995","general elemantary","Female","569","0.32104511186474","0.298338174123888","0.343752049605593","2"
"Some worries","1995","general elemantary","Male","359","0.389799327836932","0.357108801167549","0.422489854506315","2"
"Some worries","1995","higher education","Female","339","0.438391753885555","0.403900224412057","0.472883283359053","2"
"Some worries","1995","higher education","Male","412","0.45750335296266","0.425939661320991","0.48906704460433","2"
"Some worries","1995","higher vocational","Female","130","0.452663522265812","0.395176899831179","0.510150144700445","2"
"Some worries","1995","higher vocational","Male","181","0.409757430838988","0.365343795684047","0.454171065993928","2"
"Some worries","1995","in school","Female","61","0.444066913239361","0.362344837761808","0.525788988716914","2"
"Some worries","1995","in school","Male","66","0.486218066103276","0.403720051859079","0.568716080347472","2"
"Some worries","1995","inadequately","Female","131","0.335364174291158","0.283474046769081","0.387254301813236","2"
"Some worries","1995","inadequately","Male","92","0.442085811274829","0.374593637664827","0.509577984884832","2"
"Some worries","1995","middle vocational","Female","1205","0.362741666776508","0.346392156043094","0.379091177509921","2"
"Some worries","1995","middle vocational","Male","1341","0.384026369077361","0.367649232391512","0.400403505763209","2"
"Some worries","1995","vocational + Abi","Female","116","0.552165585955649","0.487476865300329","0.61685430661097","2"
"Some worries","1995","vocational + Abi","Male","119","0.505718953149895","0.443867084588189","0.567570821711601","2"
"Big worries","1996","general elemantary","Female","995","0.680589316503656","0.657474742982915","0.703703890024396","1"
"Big worries","1996","general elemantary","Male","429","0.548017899635134","0.513849292405842","0.582186506864427","1"
"Big worries","1996","higher education","Female","421","0.481973009625436","0.447217361385585","0.516728657865286","1"
"Big worries","1996","higher education","Male","489","0.478782486425395","0.447165722578149","0.510399250272641","1"
"Big worries","1996","higher vocational","Female","170","0.580709263443716","0.524208893477623","0.63720963340981","1"
"Big worries","1996","higher vocational","Male","306","0.622192430562977","0.578359869033696","0.666024992092258","1"
"Big worries","1996","in school","Female","68","0.427944317743133","0.349287009345674","0.506601626140592","1"
"Big worries","1996","in school","Male","56","0.365513639250265","0.283975906561094","0.447051371939436","1"
"Big worries","1996","inadequately","Female","158","0.569615534647081","0.512531011743658","0.626700057550505","1"
"Big worries","1996","inadequately","Male","96","0.514244241323189","0.444977175581836","0.583511307064542","1"
"Big worries","1996","middle vocational","Female","2062","0.650212873335414","0.633837083958648","0.66658866271218","1"
"Big worries","1996","middle vocational","Male","1931","0.598504562030674","0.581814963915959","0.615194160145388","1"
"Big worries","1996","vocational + Abi","Female","100","0.425564888568384","0.362484338337049","0.488645438799719","1"
"Big worries","1996","vocational + Abi","Male","104","0.394780413432167","0.332810137976652","0.456750688887682","1"
"No worries","1996","general elemantary","Female","57","0.0321198314600503","0.0233787327093079","0.0408609302107926","3"
"No worries","1996","general elemantary","Male","47","0.0541510169924268","0.0386134327637737","0.06968860122108","3"
"No worries","1996","higher education","Female","32","0.0664019080880994","0.0490834948939636","0.0837203212822352","3"
"No worries","1996","higher education","Male","58","0.0719783232443233","0.05562075614578","0.0883358903428665","3"
"No worries","1996","higher vocational","Female","8","","","","3"
"No worries","1996","higher vocational","Male","10","","","","3"
"No worries","1996","in school","Female","11","","","","3"
"No worries","1996","in school","Male","18","","","","3"
"No worries","1996","inadequately","Female","23","","","","3"
"No worries","1996","inadequately","Male","17","","","","3"
"No worries","1996","middle vocational","Female","70","0.0198045975992713","0.0150203693301877","0.0245888258683549","3"
"No worries","1996","middle vocational","Male","113","0.0334094978912223","0.0272912358300345","0.03952775995241","3"
"No worries","1996","vocational + Abi","Female","17","","","","3"
"No worries","1996","vocational + Abi","Male","16","","","","3"
"Some worries","1996","general elemantary","Female","511","0.287290852036294","0.264857939282688","0.309723764789901","2"
"Some worries","1996","general elemantary","Male","339","0.397831083372439","0.364228102106868","0.43143406463801","2"
"Some worries","1996","higher education","Female","341","0.451625082286465","0.417009976930867","0.486240187642062","2"
"Some worries","1996","higher education","Male","412","0.449239190330282","0.417757421889254","0.480720958771309","2"
"Some worries","1996","higher vocational","Female","115","0.389474346692184","0.333639456277079","0.445309237107289","2"
"Some worries","1996","higher vocational","Male","154","0.35150328103692","0.308339672491973","0.394666889581868","2"
"Some worries","1996","in school","Female","73","0.493032855122777","0.413553536540625","0.572512173704928","2"
"Some worries","1996","in school","Male","60","0.486206681614768","0.401581350821195","0.570832012408341","2"
"Some worries","1996","inadequately","Female","108","0.334453606201428","0.280058944702935","0.388848267699922","2"
"Some worries","1996","inadequately","Male","87","0.384651950836584","0.317225938307267","0.452077963365902","2"
"Some worries","1996","middle vocational","Female","1126","0.329982529065315","0.313836672574604","0.346128385556025","2"
"Some worries","1996","middle vocational","Male","1270","0.368085940078104","0.351665852747014","0.384506027409194","2"
"Some worries","1996","vocational + Abi","Female","119","0.49857206882165","0.434780934784659","0.562363202858642","2"
"Some worries","1996","vocational + Abi","Male","119","0.513504479755483","0.450137839422683","0.576871120088283","2"
"Big worries","1997","general elemantary","Female","985","0.691095226878773","0.667736462983428","0.714453990774118","1"
"Big worries","1997","general elemantary","Male","442","0.577361806683196","0.543674486559108","0.611049126807284","1"
"Big worries","1997","higher education","Female","454","0.516302671536372","0.481673497899983","0.550931845172762","1"
