"plh0040","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","general elemantary","1472","0.599859346136583","0.580627631537006","0.619091060736161"
"Big worries","1994","higher education","953","0.530100890587173","0.506033741547454","0.554168039626892"
"Big worries","1994","higher vocational","466","0.608243554558574","0.573401059182122","0.643086049935025"
"Big worries","1994","in school","103","0.418560570679335","0.356017307392587","0.481103833966084"
"Big worries","1994","inadequately","259","0.47144238404516","0.429799669515345","0.513085098574974"
"Big worries","1994","middle vocational","3913","0.59808344035173","0.586227191691655","0.609939689011805"
"Big worries","1994","vocational + Abi","173","0.425137729990352","0.376199102529226","0.474076357451479"
"No worries","1994","general elemantary","119","0.0358557389882899","0.0285571770006507","0.0431543009759292"
"No worries","1994","higher education","74","0.0660129410865214","0.0540392502569288","0.077986631916114"
"No worries","1994","higher vocational","","","",""
"No worries","1994","in school","","","",""
"No worries","1994","inadequately","66","0.117024863709928","0.0902089955726049","0.143840731847251"
"No worries","1994","middle vocational","227","0.0324590869889876","0.0281735891620405","0.0367445848159347"
"No worries","1994","vocational + Abi","","","",""
"Some worries","1994","general elemantary","902","0.364284914875127","0.34539461709681","0.383175212653443"
"Some worries","1994","higher education","625","0.403886168326305","0.380224946932972","0.427547389719639"
"Some worries","1994","higher vocational","275","0.373268782054914","0.338745353705022","0.407792210404806"
"Some worries","1994","in school","115","0.467065631378245","0.40381352969135","0.530317733065141"
"Some worries","1994","inadequately","227","0.411532752244913","0.37048003550161","0.452585468988215"
"Some worries","1994","middle vocational","2429","0.369457472659282","0.357785671530195","0.38112927378837"
"Some worries","1994","vocational + Abi","196","0.509482969491431","0.459995307263327","0.558970631719536"
"Big worries","1995","general elemantary","1404","0.606145984298508","0.586912140589343","0.625379828007672"
"Big worries","1995","higher education","895","0.472529380624312","0.449152067951259","0.495906693297365"
"Big worries","1995","higher vocational","421","0.526564564776693","0.49104371081006","0.562085418743326"
"Big worries","1995","in school","121","0.390822247356878","0.333974072061844","0.447670422651912"
"Big worries","1995","inadequately","244","0.466658979032242","0.424024837146357","0.509293120918127"
"Big worries","1995","middle vocational","3908","0.590227979514505","0.578460921947731","0.60199503708128"
"Big worries","1995","vocational + Abi","213","0.402128480536065","0.358172244989085","0.446084716083044"
"No worries","1995","general elemantary","147","0.0541432674608847","0.0452349694327554","0.063051565489014"
"No worries","1995","higher education","106","0.0778076993085843","0.0652646516318716","0.090350746985297"
"No worries","1995","higher vocational","","","",""
"No worries","1995","in school","35","0.142508563057033","0.101780828861674","0.183236297252392"
"No worries","1995","inadequately","59","0.154286917557009","0.123417296762379","0.185156538351639"
"No worries","1995","middle vocational","256","0.0361705303413834","0.0317030323111055","0.0406380283716612"
"No worries","1995","vocational + Abi","30","0.0697953251763606","0.0469531967435084","0.0926374536092128"
"Some worries","1995","general elemantary","928","0.339710748240608","0.321067070583893","0.358354425897323"
"Some worries","1995","higher education","751","0.449662920067103","0.426369193892532","0.472956646241675"
"Some worries","1995","higher vocational","311","0.4268934543978","0.391704639941591","0.462082268854008"
"Some worries","1995","in school","127","0.466669189586088","0.408544884394504","0.524793494777673"
"Some worries","1995","inadequately","223","0.379054103410749","0.337593778529433","0.420514428292066"
"Some worries","1995","middle vocational","2546","0.373601490144111","0.362026610370149","0.385176369918073"
"Some worries","1995","vocational + Abi","235","0.528076194287575","0.483323583085105","0.572828805490044"
"Big worries","1996","general elemantary","1424","0.644722865015906","0.625486972965522","0.66395875706629"
"Big worries","1996","higher education","910","0.480086918710916","0.456699491890876","0.503474345530955"
"Big worries","1996","higher vocational","476","0.605455515534401","0.570775847609369","0.640135183459434"
"Big worries","1996","in school","124","0.397626627724324","0.340906697578734","0.454346557869913"
"Big worries","1996","inadequately","254","0.545272646260913","0.501138365126117","0.589406927395709"
