"plh0040","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","general elemantary","Rural Area","451","0.593705801432707","0.558461846746765","0.62894975611865","1"
"Big worries","1994","general elemantary","Urban Area","1021","0.602510140404707","0.579562034486226","0.625458246323188","1"
"Big worries","1994","higher education","Rural Area","411","0.659348919038049","0.621490508157917","0.697207329918181","1"
"Big worries","1994","higher education","Urban Area","542","0.479476673165793","0.449259260083711","0.509694086247875","1"
"Big worries","1994","higher vocational","Rural Area","183","0.612298296710811","0.555229402771266","0.669367190650355","1"
"Big worries","1994","higher vocational","Urban Area","283","0.606221069931304","0.562236467496357","0.650205672366251","1"
"Big worries","1994","in school","Rural Area","28","","","","1"
"Big worries","1994","in school","Urban Area","75","0.45963668625086","0.384720803555065","0.534552568946656","1"
"Big worries","1994","inadequately","Rural Area","33","0.378701792457035","0.277927021816872","0.479476563097198","1"
"Big worries","1994","inadequately","Urban Area","226","0.492658778413826","0.447120062173161","0.538197494654491","1"
"Big worries","1994","middle vocational","Rural Area","1486","0.621248944088906","0.601674299812617","0.640823588365196","1"
"Big worries","1994","middle vocational","Urban Area","2427","0.587654824755255","0.572785246362586","0.602524403147924","1"
"Big worries","1994","vocational + Abi","Rural Area","56","0.533042980672746","0.436222424383241","0.629863536962252","1"
"Big worries","1994","vocational + Abi","Urban Area","117","0.389695629645702","0.333566914645229","0.445824344646174","1"
"No worries","1994","general elemantary","Rural Area","29","","","","3"
"No worries","1994","general elemantary","Urban Area","90","0.0392044074559858","0.030103502336105","0.0483053125758665","3"
"No worries","1994","higher education","Rural Area","16","","","","3"
"No worries","1994","higher education","Urban Area","58","0.0777820254994813","0.0615822178870694","0.0939818331118931","3"
"No worries","1994","higher vocational","Rural Area","8","","","","3"
"No worries","1994","higher vocational","Urban Area","5","","","","3"
"No worries","1994","in school","Rural Area","7","","","","3"
"No worries","1994","in school","Urban Area","14","","","","3"
"No worries","1994","inadequately","Rural Area","15","","","","3"
"No worries","1994","inadequately","Urban Area","51","0.116252324789208","0.087056378167061","0.145448271411355","3"
"No worries","1994","middle vocational","Rural Area","62","0.0243836001510369","0.0181595572049894","0.0306076430970844","3"
"No worries","1994","middle vocational","Urban Area","165","0.0360944988903584","0.0304601364422905","0.0417288613384264","3"
"No worries","1994","vocational + Abi","Rural Area","3","","","","3"
"No worries","1994","vocational + Abi","Urban Area","20","","","","3"
"Some worries","1994","general elemantary","Rural Area","266","0.378212047051338","0.343412987434853","0.413011106667823","2"
"Some worries","1994","general elemantary","Urban Area","636","0.358285452139307","0.33580074847347","0.380770155805144","2"
"Some worries","1994","higher education","Rural Area","175","0.304685635610239","0.267917937927486","0.341453333292992","2"
"Some worries","1994","higher education","Urban Area","450","0.442741301334726","0.412697361173613","0.472785241495838","2"
"Some worries","1994","higher vocational","Rural Area","89","0.352644276291802","0.296680244953543","0.408608307630062","2"
"Some worries","1994","higher vocational","Urban Area","186","0.383556179942326","0.339781783779048","0.427330576105604","2"
"Some worries","1994","in school","Rural Area","34","0.49226874142188","0.374306877520746","0.610230605323013","2"
"Some worries","1994","in school","Urban Area","81","0.458612394481073","0.383709141580287","0.533515647381859","2"
