"plh0040","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1994","16-34 y.","(0) in school","84","0.407353411263045","0.339596128785994","0.475110693740097"
"Big worries","1994","16-34 y.","(1a) inadequately completed","84","0.475945940542851","0.40338895098088","0.548502930104822"
"Big worries","1994","16-34 y.","(1b) general elementary school","287","0.49741365114271","0.455928260336637","0.538899041948784"
"Big worries","1994","16-34 y.","(1c) basic vocational qualification","434","0.478217926231694","0.445637128099292","0.510798724364096"
"Big worries","1994","16-34 y.","(2b) intermediate general qualification","204","0.4797272048004","0.428959286767646","0.530495122833155"
"Big worries","1994","16-34 y.","(2a) intermediate vocational","706","0.511318046933527","0.484071746585603","0.53856434728145"
"Big worries","1994","16-34 y.","(2c_gen) general maturity certificate","140","0.368235451008004","0.317559851696697","0.418911050319311"
"Big worries","1994","16-34 y.","(2c_voc) vocational maturity certificate","132","0.397652480036012","0.342636771543344","0.452668188528679"
"Big worries","1994","16-34 y.","(3a) lower tertiary education","116","0.483008288181695","0.416825491446569","0.54919108491682"
"Big worries","1994","16-34 y.","(3b) higher tertiary education","71","0.305552555298186","0.241390517612418","0.369714592983954"
"Big worries","1994","35-65 y.","(0) in school","","","",""
"Big worries","1994","35-65 y.","(1a) inadequately completed","216","0.520570080161199","0.473296160434706","0.567843999887692"
"Big worries","1994","35-65 y.","(1b) general elementary school","618","0.609919860778132","0.580303783218698","0.639535938337567"
"Big worries","1994","35-65 y.","(1c) basic vocational qualification","1630","0.647596663420751","0.628866685300422","0.666326641541079"
"Big worries","1994","35-65 y.","(2b) intermediate general qualification","38","0.538175885300487","0.420544295714278","0.655807474886696"
"Big worries","1994","35-65 y.","(2a) intermediate vocational","695","0.581193896365124","0.552440853477614","0.609946939252633"
"Big worries","1994","35-65 y.","(2c_gen) general maturity certificate","22","","",""
"Big worries","1994","35-65 y.","(2c_voc) vocational maturity certificate","95","0.521442280625383","0.448667804486868","0.594216756763898"
"Big worries","1994","35-65 y.","(3a) lower tertiary education","361","0.610168796266963","0.569297564698861","0.651040027835065"
"Big worries","1994","35-65 y.","(3b) higher tertiary education","307","0.510145727392679","0.46863110706139","0.551660347723969"
"Big worries","1994","66 and older","(0) in school","","","",""
"Big worries","1994","66 and older","(1a) inadequately completed","14","","",""
"Big worries","1994","66 and older","(1b) general elementary school","315","0.677615227867303","0.634238229098501","0.720992226636105"
"Big worries","1994","66 and older","(1c) basic vocational qualification","469","0.708205113706746","0.673258123348344","0.743152104065147"
"Big worries","1994","66 and older","(2b) intermediate general qualification","20","","",""
"Big worries","1994","66 and older","(2a) intermediate vocational","114","0.731424125509047","0.66274792823161","0.800100322786484"
"Big worries","1994","66 and older","(2c_gen) general maturity certificate","6","","",""
"Big worries","1994","66 and older","(2c_voc) vocational maturity certificate","24","","",""
"Big worries","1994","66 and older","(3a) lower tertiary education","65","0.741026886771309","0.64621004474963","0.835843728792988"
"Big worries","1994","66 and older","(3b) higher tertiary education","33","0.686974554837566","0.557134049350411","0.816815060324721"
"Some worries","1994","16-34 y.","(0) in school","98","0.47071845037623","0.401885498503218","0.539551402249242"
"Some worries","1994","16-34 y.","(1a) inadequately completed","78","0.418207996121739","0.346545416523429","0.489870575720048"
"Some worries","1994","16-34 y.","(1b) general elementary school","229","0.434477139851974","0.393348955310697","0.47560532439325"
"Some worries","1994","16-34 y.","(1c) basic vocational qualification","421","0.474885589574405","0.442314995522761","0.50745618362605"
"Some worries","1994","16-34 y.","(2b) intermediate general qualification","148","0.461909025050587","0.411246982075","0.512571068026173"
