"plh0040","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2014","Not Employed","Not Working","4301","0.453201797584694","0.443104532393078","0.46329906277631","2"
"Some worries","2014","Employed","Full Time","5132","0.503879738288005","0.494177713920897","0.513581762655112","2"
"Some worries","2014","Employed","Part Time","3819","0.502228533555982","0.490939849022325","0.513517218089638","2"
"Some worries","2014","Employed","Not Working","","","","","2"
"Big worries","2015","Not Employed","Part Time","","","","","1"
"Big worries","2015","Not Employed","Not Working","3651","0.464813041830499","0.454166067252576","0.475460016408422","1"
"Big worries","2015","Not Employed","Full Time","","","","","1"
"Big worries","2015","Employed","Full Time","2987","0.319805461602116","0.310413337320715","0.329197585883518","1"
"Big worries","2015","Employed","Part Time","2353","0.331643936418606","0.320688177277517","0.342599695559695","1"
"Big worries","2015","Employed","Not Working","","","","","1"
"No worries","2015","Not Employed","Full Time","","","","","3"
"No worries","2015","Not Employed","Part Time","","","","","3"
"No worries","2015","Not Employed","Not Working","1144","0.123026971517128","0.116015202698505","0.13003874033575","3"
"No worries","2015","Employed","Full Time","1848","0.201322087580342","0.193247211393248","0.209396963767436","3"
"No worries","2015","Employed","Part Time","1245","0.185991675096382","0.176937191733035","0.19504615845973","3"
"No worries","2015","Employed","Not Working","","","","","3"
"Some worries","2015","Not Employed","Part Time","","","","","2"
"Some worries","2015","Employed","Not Working","","","","","2"
"Some worries","2015","Not Employed","Full Time","","","","","2"
"Some worries","2015","Not Employed","Not Working","3635","0.412159986652373","0.401652549777503","0.422667423527244","2"
"Some worries","2015","Employed","Full Time","4638","0.478872450817541","0.468812722192076","0.488932179443007","2"
"Some worries","2015","Employed","Part Time","3496","0.482364388485012","0.470736464310154","0.49399231265987","2"
"Big worries","2016","Not Employed","Part Time","","","","","1"
"Big worries","2016","Not Employed","Not Working","4289","0.537501180821084","0.52663242169344","0.548369939948729","1"
"Big worries","2016","Employed","Not Working","","","","","1"
"Big worries","2016","Employed","Part Time","3080","0.434462806021267","0.422810816187479","0.446114795855055","1"
"Big worries","2016","Not Employed","Full Time","","","","","1"
"Big worries","2016","Employed","Full Time","3937","0.430897024112244","0.420758749934463","0.441035298290026","1"
"No worries","2016","Not Employed","Full Time","","","","","3"
"No worries","2016","Not Employed","Part Time","","","","","3"
"No worries","2016","Not Employed","Not Working","807","0.0899396371770939","0.0837030700116543","0.0961762043425335","3"
"No worries","2016","Employed","Full Time","1269","0.136038175314224","0.129019429220094","0.143056921408354","3"
"No worries","2016","Employed","Part Time","898","0.143787523043756","0.135539600257577","0.152035445829935","3"
"No worries","2016","Employed","Not Working","","","","","3"
"Some worries","2016","Not Employed","Part Time","","","","","2"
"Some worries","2016","Employed","Not Working","","","","","2"
"Some worries","2016","Not Employed","Full Time","","","","","2"
"Some worries","2016","Employed","Part Time","2974","0.421749670934977","0.410141106140153","0.433358235729801","2"
"Some worries","2016","Not Employed","Not Working","2988","0.372559182001822","0.362019707478361","0.383098656525282","2"
"Some worries","2016","Employed","Full Time","3959","0.433064800573531","0.422920432227073","0.44320916891999","2"
"Big worries","2017","Not Employed","Part Time","","","","","1"
"Big worries","2017","Not Employed","Not Working","4400","0.525232121921222","0.514664027395418","0.535800216447025","1"
"Big worries","2017","Not Employed","Full Time","","","","","1"
"Big worries","2017","Employed","Not Working","","","","","1"
"Big worries","2017","Employed","Full Time","4240","0.41346130456762","0.403984048682017","0.422938560453222","1"
"Big worries","2017","Employed","Part Time","3256","0.43355843962553","0.422443259405379","0.44467361984568","1"
"No worries","2017","Not Employed","Full Time","","","","","3"
"No worries","2017","Not Employed","Part Time","","","","","3"
"No worries","2017","Not Employed","Not Working","927","0.10331220729443","0.0968708582271567","0.109753556361702","3"
"No worries","2017","Employed","Full Time","1531","0.148979039278365","0.142126531296361","0.155831547260369","3"
"No worries","2017","Employed","Part Time","1055","0.14566928103697","0.137756810046744","0.153581752027197","3"
"No worries","2017","Employed","Not Working","","","","","3"
"Some worries","2017","Not Employed","Part Time","","","","","2"
"Some worries","2017","Not Employed","Full Time","","","","","2"
"Some worries","2017","Employed","Not Working","","","","","2"
"Some worries","2017","Employed","Part Time","3325","0.4207722793375","0.409699328785306","0.431845229889694","2"
"Some worries","2017","Not Employed","Not Working","3250","0.371455670784348","0.361229763785413","0.381681577783284","2"
"Some worries","2017","Employed","Full Time","4601","0.437559656154016","0.42801250704073","0.447106805267302","2"
"Big worries","2018","Not Employed","Part Time","","","","","1"
"Big worries","2018","Not Employed","Not Working","3527","0.433165692174346","0.422481681708493","0.443849702640199","1"
"Big worries","2018","Employed","Not Working","","","","","1"
"Big worries","2018","Not Employed","Full Time","","","","","1"
"Big worries","2018","Employed","Part Time","2658","0.36211958785717","0.351264898254839","0.3729742774595","1"
"Big worries","2018","Employed","Full Time","3334","0.336540674651356","0.32723690158558","0.345844447717132","1"
"No worries","2018","Not Employed","Full Time","","","","","3"
"No worries","2018","Not Employed","Part Time","","","","","3"
"No worries","2018","Not Employed","Not Working","1209","0.127715110212744","0.120518474318295","0.134911746107193","3"
"No worries","2018","Employed","Full Time","1966","0.191354448616274","0.183609267832976","0.199099629399573","3"
"No worries","2018","Employed","Part Time","1470","0.197059657711309","0.188075812332396","0.206043503090221","3"
"No worries","2018","Employed","Not Working","","","","","3"
"Some worries","2018","Not Employed","Part Time","","","","","2"
"Some worries","2018","Not Employed","Full Time","","","","","2"
"Some worries","2018","Employed","Not Working","","","","","2"
"Some worries","2018","Employed","Part Time","3403","0.440820754431522","0.429607587027859","0.452033921835184","2"
"Some worries","2018","Employed","Full Time","4609","0.47210487673237","0.462275494015003","0.481934259449737","2"
"Some worries","2018","Not Employed","Not Working","3527","0.43911919761291","0.428418657128869","0.449819738096952","2"
"Big worries","2019","Not Employed","Part Time","","","","","1"
"Big worries","2019","Not Employed","Not Working","3252","0.408110651692612","0.397383558374436","0.418837745010788","1"
"Big worries","2019","Employed","Not Working","","","","","1"
"Big worries","2019","Not Employed","Full Time","","","","","1"
"Big worries","2019","Employed","Part Time","2293","0.323776112737081","0.312968009133214","0.334584216340949","1"
"Big worries","2019","Employed","Full Time","3118","0.306643527861263","0.297814257667058","0.315472798055467","1"
"No worries","2019","Not Employed","Full Time","","","","","3"
"No worries","2019","Not Employed","Part Time","","","","","3"
"No worries","2019","Not Employed","Not Working","1108","0.126988182381347","0.119721025322883","0.134255339439812","3"
"No worries","2019","Employed","Full Time","2193","0.201672468788874","0.193989245057758","0.209355692519989","3"
"No worries","2019","Employed","Part Time","1438","0.207534782693351","0.198167418730395","0.216902146656306","3"
"No worries","2019","Employed","Not Working","","","","","3"
"Some worries","2019","Not Employed","Part Time","","","","","2"
"Some worries","2019","Not Employed","Full Time","","","","","2"
"Some worries","2019","Employed","Part Time","3469","0.468689104569568","0.457162573303233","0.480215635835903","2"
"Some worries","2019","Employed","Not Working","","","","","2"
"Some worries","2019","Employed","Full Time","5166","0.491684003349864","0.482111190970341","0.501256815729386","2"
"Some worries","2019","Not Employed","Not Working","3704","0.464901165926041","0.454015120268078","0.475787211584004","2"
