"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","5.96","6.33","701","4.67","5.33","6.67","7","7","5.89","6.03","1.67","7","6","6.33333349227905"
"2005","(Married) couple without C.","indirect migration background","5.66","5.9","115","4.33","5.33","6.33","6.67","7","5.47","5.85","2","7","5.66666650772095","6.33333349227905"
"2005","(Married) couple without C.","no migration background","6.01","6.33","6221","4.67","5.33","6.67","7","7","5.99","6.03","1","7","6","6.33333349227905"
"2005","1-pers.-HH","direct migration background","5.85","6","214","4.33","5","7","7","7","5.72","5.98","3","7","6","6.33333349227905"
"2005","1-pers.-HH","indirect migration background","5.55","5.67","94","3.67","5","6.5","7","7","5.34","5.76","2.5","7","5.66666650772095","6"
"2005","1-pers.-HH","no migration background","5.84","6","2660","4.67","5.33","6.67","7","7","5.8","5.88","1","7","6","6"
"2005","Couple + C. GT 16 ","direct migration background","6.02","6.33","403","4.67","5.67","7","7","7","5.93","6.11","2","7","6","6.33333349227905"
"2005","Couple + C. GT 16 ","indirect migration background","5.59","6","207","3.67","4.67","6.67","7","7","5.43","5.75","1.33","7","5.33333349227905","6"
"2005","Couple + C. GT 16 ","no migration background","5.77","6","3039","4.33","5","6.67","7","7","5.74","5.8","1","7","6","6"
"2005","Couple + C. LE 16","direct migration background","5.94","6","530","4.67","5.33","6.67","7","7","5.86","6.02","3","7","6","6.33333349227905"
"2005","Couple + C. LE 16","indirect migration background","5.99","6","176","5","5.67","6.67","7","7","5.86","6.12","3","7","6","6.33333349227905"
"2005","Couple + C. LE 16","no migration background","5.93","6","3008","4.67","5.33","6.67","7","7","5.9","5.96","1","7","6","6"
"2005","Couple + C. LE and GT 16","direct migration background","5.73","6","284","4.33","5","6.67","7","7","5.62","5.84","3","7","6","6.33333349227905"
"2005","Couple + C. LE and GT 16","indirect migration background","5.24","5.33","127","4","4.33","6","6.67","7","5.06","5.42","2.33","7","5","5.66666650772095"
"2005","Couple + C. LE and GT 16","no migration background","5.77","6","1295","4.33","5","6.67","7","7","5.71","5.83","1","7","6","6"
"2005","Single parent","direct migration background","5.87","6","125","4.67","5.33","6.67","7","7","5.69","6.05","1.33","7","6","6"
"2005","Single parent","indirect migration background","5.34","5.33","78","3.67","4.33","6.33","7","7","5.08","5.6","2.67","7","5.33333349227905","6"
"2005","Single parent","no migration background","5.84","6","901","4.67","5","6.67","7","7","5.78","5.9","2","7","6","6"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
