"plh0190","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","485","0.342856030256512","0.318080400956432","0.367631659556592","3"
"Rather not true","1990","35-65 y.","555","0.270186084026419","0.250690690766143","0.289681477286694","3"
"Rather not true","1990","66 and older","3","","","","3"
"Tends to agree","1990","16-34 y.","179","0.124074301685589","0.106866987499069","0.14128161587211","2"
"Tends to agree","1990","35-65 y.","178","0.0909911797092909","0.0783648205668151","0.103617538851767","2"
"Tends to agree","1990","66 and older","2","","","","2"
"Totally disagree","1990","16-34 y.","678","0.488803211975893","0.462711677671474","0.514894746280311","4"
"Totally disagree","1990","35-65 y.","1133","0.57629149989763","0.554597025291067","0.597985974504192","4"
"Totally disagree","1990","66 and older","20","","","","4"
"True entirely","1990","16-34 y.","68","0.0442664560820057","0.0335304110042541","0.0550025011597573","1"
"True entirely","1990","35-65 y.","127","0.062531236366661","0.0519015279275361","0.0731609448057859","1"
"True entirely","1990","66 and older","2","","","","1"
"Rather not true","1991","16-34 y.","483","0.327707347763155","0.303564580113368","0.351850115412941","3"
"Rather not true","1991","35-65 y.","580","0.274697735461201","0.255256554911581","0.294138916010822","3"
"Rather not true","1991","66 and older","79","0.286373883666819","0.234163856467803","0.338583910865836","3"
"Tends to agree","1991","16-34 y.","181","0.11485367964762","0.0984536446905446","0.131253714604696","2"
"Tends to agree","1991","35-65 y.","200","0.0990179611695147","0.086008759871659","0.11202716246737","2"
"Tends to agree","1991","66 and older","25","","","","2"
"Totally disagree","1991","16-34 y.","699","0.498403078980267","0.472685352557098","0.524120805403437","4"
"Totally disagree","1991","35-65 y.","1123","0.563094738683143","0.541491446011646","0.58469803135464","4"
"Totally disagree","1991","66 and older","164","0.58765943295494","0.530807827302833","0.644511038607047","4"
"True entirely","1991","16-34 y.","89","0.0590358936089576","0.0469129137895529","0.0711588734283623","1"
"True entirely","1991","35-65 y.","122","0.0631895646861408","0.0525925357823272","0.0737865935899544","1"
"True entirely","1991","66 and older","20","","","","1"
"Rather not true","1992","16-34 y.","1401","0.368302067757887","0.353069898460851","0.383534237054924","3"
"Rather not true","1992","35-65 y.","1736","0.326535393610671","0.31403936595519","0.339031421266152","3"
"Rather not true","1992","66 and older","379","0.321168428098206","0.295116615188432","0.347220241007979","3"
"Tends to agree","1992","16-34 y.","419","0.106189429188059","0.0964604261670041","0.115918432209113","2"
"Tends to agree","1992","35-65 y.","576","0.109827454825582","0.101495593828318","0.118159315822846","2"
"Tends to agree","1992","66 and older","124","0.099942656674166","0.0832086073102924","0.11667670603804","2"
"Totally disagree","1992","16-34 y.","1875","0.486990899211303","0.471206505347303","0.502775293075303","4"
"Totally disagree","1992","35-65 y.","2816","0.507233819755556","0.493911679352941","0.520555960158171","4"
"Totally disagree","1992","66 and older","660","0.52671762971795","0.498860292446986","0.554574966988915","4"
"True entirely","1992","16-34 y.","157","0.038517603842751","0.0324403797430308","0.0445948279424712","1"
"True entirely","1992","35-65 y.","282","0.056403331808191","0.0502558813520257","0.0625507822643563","1"
"True entirely","1992","66 and older","71","0.052171285509678","0.0397641589897781","0.0645784120295779","1"
"Rather not true","1993","16-34 y.","1860","0.405215845306768","0.391137031604234","0.419294659009302","3"
"Rather not true","1993","35-65 y.","2312","0.357526160135984","0.345706399897617","0.369345920374351","3"
"Rather not true","1993","66 and older","402","0.325116643372383","0.298723606399745","0.351509680345021","3"
"Tends to agree","1993","16-34 y.","519","0.115939294360098","0.106758092677418","0.125120496042778","2"
"Tends to agree","1993","35-65 y.","806","0.119886971991347","0.111876054645122","0.127897889337572","2"
"Tends to agree","1993","66 and older","158","0.126570714704964","0.107836482591805","0.145304946818123","2"
"Totally disagree","1993","16-34 y.","2042","0.425208651498148","0.411031162632526","0.43938614036377","4"
"Totally disagree","1993","35-65 y.","2802","0.450640398310974","0.438369666870866","0.462911129751081","4"
"Totally disagree","1993","66 and older","561","0.466690866228628","0.438580948964714","0.494800783492542","4"
"True entirely","1993","16-34 y.","250","0.0536362088349861","0.0471751863623643","0.060097231307608","1"
"True entirely","1993","35-65 y.","396","0.0719464695616953","0.0655738456639887","0.0783190934594019","1"
"True entirely","1993","66 and older","89","0.0816217756940246","0.0661952113833123","0.0970483400047369","1"
"Rather not true","1994","16-34 y.","","","","","3"
"Rather not true","1994","35-65 y.","","","","","3"
"Rather not true","1994","66 and older","","","","","3"
"Tends to agree","1994","16-34 y.","","","","","2"
"Tends to agree","1994","35-65 y.","","","","","2"
"Tends to agree","1994","66 and older","","","","","2"
"Totally disagree","1994","16-34 y.","","","","","4"
"Totally disagree","1994","35-65 y.","","","","","4"
"Totally disagree","1994","66 and older","","","","","4"
"True entirely","1994","16-34 y.","","","","","1"
"True entirely","1994","35-65 y.","","","","","1"
"True entirely","1994","66 and older","","","","","1"
"Rather not true","1995","16-34 y.","1915","0.426409268955124","0.412294441504205","0.440524096406044","3"
"Rather not true","1995","35-65 y.","2454","0.378819051072901","0.366946543892754","0.390691558253048","3"
"Rather not true","1995","66 and older","387","0.304955051560335","0.279753432654494","0.330156670466177","3"
"Tends to agree","1995","16-34 y.","508","0.107547706283866","0.098705629660838","0.116389782906893","2"
"Tends to agree","1995","35-65 y.","733","0.113788159041204","0.106016123447904","0.121560194634504","2"
"Tends to agree","1995","66 and older","116","0.0967881662913688","0.0806032663473431","0.112973066235395","2"
"Totally disagree","1995","16-34 y.","2088","0.422473285500683","0.408375631160158","0.436570939841208","4"
"Totally disagree","1995","35-65 y.","2882","0.447047160110185","0.434878628133899","0.45921569208647","4"
"Totally disagree","1995","66 and older","741","0.565484679965005","0.538350478396472","0.592618881533538","4"
"True entirely","1995","16-34 y.","205","0.0435697392603273","0.0377436071600749","0.0493958713605796","1"
"True entirely","1995","35-65 y.","344","0.0603456297757106","0.0545175638999094","0.0661736956515118","1"
"True entirely","1995","66 and older","38","0.0327721021832911","0.0230262316949955","0.0425179726715868","1"
"Rather not true","1996","16-34 y.","1918","0.437461809261412","0.423071379021745","0.451852239501078","3"
"Rather not true","1996","35-65 y.","2593","0.405708898116279","0.393649674542679","0.417768121689879","3"
"Rather not true","1996","66 and older","435","0.341977675994618","0.316051002475098","0.367904349514139","3"
"Tends to agree","1996","16-34 y.","513","0.120444213671758","0.111002466530735","0.129885960812781","2"
"Tends to agree","1996","35-65 y.","749","0.116011824882114","0.108147040447718","0.12387660931651","2"
