"plh0190","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Tends to agree","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","4","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","7","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","14","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Rather not true","1990","1-pers.-HH","(0) in school","","","",""
"Rather not true","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Rather not true","1990","1-pers.-HH","(1b) general elementary school","2","","",""
"Rather not true","1990","1-pers.-HH","(1c) basic vocational qualification","7","","",""
"Rather not true","1990","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Rather not true","1990","1-pers.-HH","(2a) intermediate vocational","9","","",""
"Rather not true","1990","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Rather not true","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Rather not true","1990","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Rather not true","1990","1-pers.-HH","(3b) higher tertiary education","6","","",""
"Rather not true","1990","(Married) couple without C. ","(0) in school","","","",""
"Rather not true","1990","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Rather not true","1990","(Married) couple without C. ","(1b) general elementary school","15","","",""
"Rather not true","1990","(Married) couple without C. ","(1c) basic vocational qualification","74","0.231182924998241","0.18520639218732","0.277159457809163"
"Rather not true","1990","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Rather not true","1990","(Married) couple without C. ","(2a) intermediate vocational","27","","",""
"Rather not true","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Rather not true","1990","(Married) couple without C. ","(3a) lower tertiary education","24","","",""
"Rather not true","1990","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"Rather not true","1990","Single parent ","(0) in school","","","",""
"Rather not true","1990","Single parent ","(1a) inadequately completed","","","",""
"Rather not true","1990","Single parent ","(1b) general elementary school","2","","",""
"Rather not true","1990","Single parent ","(1c) basic vocational qualification","6","","",""
"Rather not true","1990","Single parent ","(2b) intermediate general qualification","1","","",""
"Rather not true","1990","Single parent ","(2a) intermediate vocational","26","","",""
"Rather not true","1990","Single parent ","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Rather not true","1990","Single parent ","(3a) lower tertiary education","4","","",""
"Rather not true","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Rather not true","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Rather not true","1990","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Rather not true","1990","Couple + C. LE 16 ","(1b) general elementary school","5","","",""
"Rather not true","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","49","0.248694987186421","0.188788376108871","0.30860159826397"
"Rather not true","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Rather not true","1990","Couple + C. LE 16 ","(2a) intermediate vocational","216","0.329143744861022","0.293402342293181","0.364885147428863"
"Rather not true","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Rather not true","1990","Couple + C. LE 16 ","(3a) lower tertiary education","75","0.310200845277388","0.252396118223861","0.368005572330915"
"Rather not true","1990","Couple + C. LE 16 ","(3b) higher tertiary education","76","0.463821551919767","0.387264636320616","0.540378467518918"
"Rather not true","1990","Couple + C. GT 16 ","(0) in school","","","",""
"Rather not true","1990","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Rather not true","1990","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Rather not true","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","66","0.292183610361529","0.233665225422137","0.350701995300921"
"Rather not true","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"Rather not true","1990","Couple + C. GT 16 ","(2a) intermediate vocational","67","0.32227075779976","0.258295841997526","0.386245673601995"
"Rather not true","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"Rather not true","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Rather not true","1990","Couple + C. GT 16 ","(3a) lower tertiary education","29","","",""
"Rather not true","1990","Couple + C. GT 16 ","(3b) higher tertiary education","12","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","18","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","17","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","32","0.330492439954814","0.236396478986792","0.424588400922835"
"Rather not true","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"Rather not true","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Totally disagree","1990","1-pers.-HH","(0) in school","","","",""
"Totally disagree","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Totally disagree","1990","1-pers.-HH","(1b) general elementary school","3","","",""
"Totally disagree","1990","1-pers.-HH","(1c) basic vocational qualification","38","0.701833660181334","0.577498825024519","0.826168495338149"
"Totally disagree","1990","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Totally disagree","1990","1-pers.-HH","(2a) intermediate vocational","32","0.660727439098157","0.528160389459946","0.793294488736368"
"Totally disagree","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Totally disagree","1990","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Totally disagree","1990","1-pers.-HH","(3b) higher tertiary education","4","","",""
"Totally disagree","1990","(Married) couple without C. ","(0) in school","","","",""
"Totally disagree","1990","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Totally disagree","1990","(Married) couple without C. ","(1b) general elementary school","21","","",""
"Totally disagree","1990","(Married) couple without C. ","(1c) basic vocational qualification","198","0.621149701213832","0.568246885552045","0.674052516875618"
"Totally disagree","1990","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Totally disagree","1990","(Married) couple without C. ","(2a) intermediate vocational","54","0.517178230115616","0.420674740416524","0.613681719814708"
"Totally disagree","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Totally disagree","1990","(Married) couple without C. ","(3a) lower tertiary education","60","0.572079628647465","0.476988250018956","0.667171007275974"
"Totally disagree","1990","(Married) couple without C. ","(3b) higher tertiary education","34","0.580028351886124","0.451899993847684","0.708156709924565"
"Totally disagree","1990","Single parent ","(0) in school","","","",""
"Totally disagree","1990","Single parent ","(1a) inadequately completed","","","",""
"Totally disagree","1990","Single parent ","(1b) general elementary school","6","","",""
"Totally disagree","1990","Single parent ","(1c) basic vocational qualification","28","","",""
"Totally disagree","1990","Single parent ","(2b) intermediate general qualification","4","","",""
"Totally disagree","1990","Single parent ","(2a) intermediate vocational","22","","",""
"Totally disagree","1990","Single parent ","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Totally disagree","1990","Single parent ","(3a) lower tertiary education","16","","",""
"Totally disagree","1990","Single parent ","(3b) higher tertiary education","8","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","115","0.592510385012948","0.52441160226286","0.660609167763037"
"Totally disagree","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(2a) intermediate vocational","344","0.50595246909525","0.467924487263985","0.543980450926515"
"Totally disagree","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Totally disagree","1990","Couple + C. LE 16 ","(3a) lower tertiary education","137","0.566123554993631","0.504190972957002","0.62805613703026"
"Totally disagree","1990","Couple + C. LE 16 ","(3b) higher tertiary education","68","0.413997854549379","0.338383728473064","0.489611980625695"
"Totally disagree","1990","Couple + C. GT 16 ","(0) in school","","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(1b) general elementary school","20","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","131","0.576488853343175","0.512907176348128","0.640070530338222"
"Totally disagree","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(2a) intermediate vocational","110","0.548354678059109","0.480230591039323","0.616478765078894"
"Totally disagree","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","8","","",""
"Totally disagree","1990","Couple + C. GT 16 ","(3a) lower tertiary education","51","0.587227235533633","0.484362771662051","0.690091699405214"
"Totally disagree","1990","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","33","0.554026625504578","0.42383775431264","0.684215496696516"
"Totally disagree","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","42","0.424653851842008","0.325777003884936","0.52353069979908"
"Totally disagree","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","31","0.640696739934246","0.507706452462527","0.773687027405966"
"Totally disagree","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"True entirely","1991","1-pers.-HH","(0) in school","","","",""
"True entirely","1991","1-pers.-HH","(1a) inadequately completed","","","",""
"True entirely","1991","1-pers.-HH","(1b) general elementary school","3","","",""
"True entirely","1991","1-pers.-HH","(1c) basic vocational qualification","3","","",""
"True entirely","1991","1-pers.-HH","(2b) intermediate general qualification","","","",""
"True entirely","1991","1-pers.-HH","(2a) intermediate vocational","1","","",""
"True entirely","1991","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"True entirely","1991","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1991","1-pers.-HH","(3a) lower tertiary education","3","","",""
"True entirely","1991","1-pers.-HH","(3b) higher tertiary education","","","",""
"True entirely","1991","(Married) couple without C. ","(0) in school","","","",""
"True entirely","1991","(Married) couple without C. ","(1a) inadequately completed","","","",""
"True entirely","1991","(Married) couple without C. ","(1b) general elementary school","7","","",""
"True entirely","1991","(Married) couple without C. ","(1c) basic vocational qualification","18","","",""
"True entirely","1991","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"True entirely","1991","(Married) couple without C. ","(2a) intermediate vocational","6","","",""
"True entirely","1991","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1991","(Married) couple without C. ","(3a) lower tertiary education","11","","",""
"True entirely","1991","(Married) couple without C. ","(3b) higher tertiary education","8","","",""
"True entirely","1991","Single parent ","(0) in school","","","",""
"True entirely","1991","Single parent ","(1a) inadequately completed","","","",""
"True entirely","1991","Single parent ","(1b) general elementary school","","","",""
"True entirely","1991","Single parent ","(1c) basic vocational qualification","3","","",""
"True entirely","1991","Single parent ","(2b) intermediate general qualification","","","",""
"True entirely","1991","Single parent ","(2a) intermediate vocational","6","","",""
"True entirely","1991","Single parent ","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1991","Single parent ","(3a) lower tertiary education","1","","",""
"True entirely","1991","Single parent ","(3b) higher tertiary education","3","","",""
"True entirely","1991","Couple + C. LE 16 ","(0) in school","","","",""
"True entirely","1991","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"True entirely","1991","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"True entirely","1991","Couple + C. LE 16 ","(1c) basic vocational qualification","12","","",""
"True entirely","1991","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"True entirely","1991","Couple + C. LE 16 ","(2a) intermediate vocational","37","0.0569843723521043","0.0393124135336855","0.0746563311705232"
"True entirely","1991","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","Couple + C. LE 16 ","(3a) lower tertiary education","19","","",""
"True entirely","1991","Couple + C. LE 16 ","(3b) higher tertiary education","5","","",""
"True entirely","1991","Couple + C. GT 16 ","(0) in school","","","",""
"True entirely","1991","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"True entirely","1991","Couple + C. GT 16 ","(1b) general elementary school","4","","",""
"True entirely","1991","Couple + C. GT 16 ","(1c) basic vocational qualification","17","","",""
"True entirely","1991","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"True entirely","1991","Couple + C. GT 16 ","(2a) intermediate vocational","14","","",""
"True entirely","1991","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"True entirely","1991","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"True entirely","1991","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"True entirely","1991","Couple + C. LE and GT 16","(0) in school","","","",""
"True entirely","1991","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"True entirely","1991","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"True entirely","1991","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"True entirely","1991","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"True entirely","1991","Couple + C. LE and GT 16","(2a) intermediate vocational","4","","",""
"True entirely","1991","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1991","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"True entirely","1991","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Tends to agree","1991","1-pers.-HH","(0) in school","","","",""
"Tends to agree","1991","1-pers.-HH","(1a) inadequately completed","","","",""
"Tends to agree","1991","1-pers.-HH","(1b) general elementary school","3","","",""
"Tends to agree","1991","1-pers.-HH","(1c) basic vocational qualification","5","","",""
"Tends to agree","1991","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Tends to agree","1991","1-pers.-HH","(2a) intermediate vocational","8","","",""
"Tends to agree","1991","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1991","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Tends to agree","1991","1-pers.-HH","(3b) higher tertiary education","1","","",""
"Tends to agree","1991","(Married) couple without C. ","(0) in school","","","",""
"Tends to agree","1991","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Tends to agree","1991","(Married) couple without C. ","(1b) general elementary school","7","","",""
"Tends to agree","1991","(Married) couple without C. ","(1c) basic vocational qualification","38","0.0924395757499198","0.0634317317904694","0.12144741970937"
"Tends to agree","1991","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Tends to agree","1991","(Married) couple without C. ","(2a) intermediate vocational","14","","",""
"Tends to agree","1991","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1991","(Married) couple without C. ","(3a) lower tertiary education","14","","",""
"Tends to agree","1991","(Married) couple without C. ","(3b) higher tertiary education","7","","",""
"Tends to agree","1991","Single parent ","(0) in school","","","",""
"Tends to agree","1991","Single parent ","(1a) inadequately completed","","","",""
"Tends to agree","1991","Single parent ","(1b) general elementary school","","","",""
"Tends to agree","1991","Single parent ","(1c) basic vocational qualification","3","","",""
"Tends to agree","1991","Single parent ","(2b) intermediate general qualification","3","","",""
"Tends to agree","1991","Single parent ","(2a) intermediate vocational","11","","",""
"Tends to agree","1991","Single parent ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1991","Single parent ","(3a) lower tertiary education","3","","",""
"Tends to agree","1991","Single parent ","(3b) higher tertiary education","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(0) in school","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(1c) basic vocational qualification","19","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(2a) intermediate vocational","76","0.10487209229707","0.0815149408684597","0.12822924372568"
"Tends to agree","1991","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(3a) lower tertiary education","23","","",""
"Tends to agree","1991","Couple + C. LE 16 ","(3b) higher tertiary education","14","","",""
"Tends to agree","1991","Couple + C. GT 16 ","(0) in school","","","",""
"Tends to agree","1991","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Tends to agree","1991","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
