"plh0190","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","Couple + C. LE 16 ","267","0.339486175440464","0.306486334087845","0.372486016793083","3"
"Rather not true","1990","35-65 y.","Single parent ","14","","","","3"
"Rather not true","1990","35-65 y.","Couple + C. LE and GT 16","57","0.300710268728069","0.236182012245481","0.365238525210656","3"
"Rather not true","1990","16-34 y.","1-pers.-HH","19","","","","3"
"Rather not true","1990","66 and older","Single parent ","","","","","3"
"Rather not true","1990","66 and older","Couple + C. LE and GT 16","","","","","3"
"Rather not true","1990","66 and older","1-pers.-HH","1","","","","3"
"Rather not true","1990","66 and older","(Married) couple without C. ","1","","","","3"
"Rather not true","1990","16-34 y.","(Married) couple without C. ","27","","","","3"
"Rather not true","1990","16-34 y.","Single parent ","30","0.310306224291497","0.213649927539323","0.406962521043671","3"
"Rather not true","1990","66 and older","Couple + C. LE 16 ","","","","","3"
"Rather not true","1990","66 and older","Couple + C. GT 16 ","","","","","3"
"Rather not true","1990","16-34 y.","Couple + C. GT 16 ","83","0.362619568670287","0.300623081480716","0.424616055859859","3"
"Rather not true","1990","16-34 y.","Couple + C. LE and GT 16","32","0.416950694102082","0.308907332174612","0.524994056029551","3"
"Rather not true","1990","35-65 y.","1-pers.-HH","10","","","","3"
"Rather not true","1990","35-65 y.","(Married) couple without C. ","130","0.243398307407806","0.207102757614767","0.279693857200845","3"
"Rather not true","1990","35-65 y.","Couple + C. LE 16 ","172","0.314157529820969","0.275151246999092","0.353163812642846","3"
"Rather not true","1990","35-65 y.","Couple + C. GT 16 ","127","0.285269297086634","0.243078232089022","0.327460362084246","3"
"Tends to agree","1990","16-34 y.","Couple + C. LE 16 ","92","0.11841062776931","0.0958947768705892","0.140926478668031","2"
"Tends to agree","1990","35-65 y.","Single parent ","6","","","","2"
"Tends to agree","1990","35-65 y.","Couple + C. LE and GT 16","18","","","","2"
"Tends to agree","1990","16-34 y.","1-pers.-HH","6","","","","2"
"Tends to agree","1990","66 and older","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","35-65 y.","(Married) couple without C. ","53","0.0948338283096021","0.0700535176276943","0.11961413899151","2"
"Tends to agree","1990","16-34 y.","Couple + C. GT 16 ","28","","","","2"
"Tends to agree","1990","16-34 y.","(Married) couple without C. ","14","","","","2"
"Tends to agree","1990","16-34 y.","Single parent ","10","","","","2"
"Tends to agree","1990","66 and older","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","66 and older","Single parent ","","","","","2"
"Tends to agree","1990","66 and older","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","16-34 y.","Couple + C. LE and GT 16","19","","","","2"
"Tends to agree","1990","35-65 y.","1-pers.-HH","7","","","","2"
