"plh0190","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Tends to agree","1990","66 and older","Thuringia","","","",""
"Rather not true","1990","16-34 y.","Schleswig-Holstein","","","",""
"Rather not true","1990","16-34 y.","Hamburg","","","",""
"Rather not true","1990","16-34 y.","Lower Saxony","","","",""
"Rather not true","1990","16-34 y.","Bremen","","","",""
"Rather not true","1990","16-34 y.","North Rhine-Westphalia","","","",""
"Rather not true","1990","16-34 y.","Hesse","","","",""
"Rather not true","1990","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1990","16-34 y.","Baden-Württemberg","","","",""
"Rather not true","1990","16-34 y.","Bavaria","","","",""
"Rather not true","1990","16-34 y.","Berlin","34","0.32028579510124","0.23269330878395","0.40787828141853"
"Rather not true","1990","16-34 y.","Brandenburg","79","0.350746044481292","0.28893955984512","0.412552529117465"
"Rather not true","1990","16-34 y.","Mecklenburg-Western Pomerania","65","0.361549089915635","0.289326838649494","0.433771341181775"
"Rather not true","1990","16-34 y.","Saxony","151","0.37107581133817","0.324371426948969","0.417780195727371"
"Rather not true","1990","16-34 y.","Saxony-Anhalt","83","0.321929874992298","0.26447205051129","0.379387699473307"
"Rather not true","1990","16-34 y.","Thuringia","73","0.304225906729693","0.245651736894289","0.362800076565096"
"Rather not true","1990","35-65 y.","Schleswig-Holstein","","","",""
"Rather not true","1990","35-65 y.","Hamburg","","","",""
"Rather not true","1990","35-65 y.","Lower Saxony","","","",""
"Rather not true","1990","35-65 y.","Bremen","","","",""
"Rather not true","1990","35-65 y.","North Rhine-Westphalia","","","",""
"Rather not true","1990","35-65 y.","Hesse","","","",""
"Rather not true","1990","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1990","35-65 y.","Baden-Württemberg","","","",""
"Rather not true","1990","35-65 y.","Bavaria","","","",""
"Rather not true","1990","35-65 y.","Berlin","28","","",""
"Rather not true","1990","35-65 y.","Brandenburg","86","0.256342213745275","0.209587832108306","0.303096595382244"
"Rather not true","1990","35-65 y.","Mecklenburg-Western Pomerania","58","0.233180381128241","0.178768127930085","0.287592634326397"
"Rather not true","1990","35-65 y.","Saxony","214","0.351884453038518","0.313987051538328","0.389781854538707"
"Rather not true","1990","35-65 y.","Saxony-Anhalt","91","0.236024367356032","0.192461161409744","0.27958757330232"
"Rather not true","1990","35-65 y.","Thuringia","78","0.225086806272843","0.179751052786216","0.270422559759469"
"Rather not true","1990","66 and older","Schleswig-Holstein","","","",""
"Rather not true","1990","66 and older","Hamburg","","","",""
"Rather not true","1990","66 and older","Lower Saxony","","","",""
"Rather not true","1990","66 and older","Bremen","","","",""
"Rather not true","1990","66 and older","North Rhine-Westphalia","","","",""
"Rather not true","1990","66 and older","Hesse","","","",""
"Rather not true","1990","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1990","66 and older","Baden-Württemberg","","","",""
"Rather not true","1990","66 and older","Bavaria","","","",""
"Rather not true","1990","66 and older","Berlin","","","",""
"Rather not true","1990","66 and older","Brandenburg","","","",""
"Rather not true","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rather not true","1990","66 and older","Saxony","2","","",""
"Rather not true","1990","66 and older","Saxony-Anhalt","","","",""
"Rather not true","1990","66 and older","Thuringia","1","","",""
"Totally disagree","1990","16-34 y.","Schleswig-Holstein","","","",""
"Totally disagree","1990","16-34 y.","Hamburg","","","",""
"Totally disagree","1990","16-34 y.","Lower Saxony","","","",""
"Totally disagree","1990","16-34 y.","Bremen","","","",""
"Totally disagree","1990","16-34 y.","North Rhine-Westphalia","","","",""
"Totally disagree","1990","16-34 y.","Hesse","","","",""
"Totally disagree","1990","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Totally disagree","1990","16-34 y.","Baden-Württemberg","","","",""
"Totally disagree","1990","16-34 y.","Bavaria","","","",""
"Totally disagree","1990","16-34 y.","Berlin","59","0.531271471368648","0.437589982705052","0.624952960032245"
"Totally disagree","1990","16-34 y.","Brandenburg","110","0.491313234584198","0.426563975880935","0.556062493287461"
"Totally disagree","1990","16-34 y.","Mecklenburg-Western Pomerania","82","0.514462215696076","0.43933247527675","0.589591956115401"
"Totally disagree","1990","16-34 y.","Saxony","180","0.433148359916528","0.385243428691693","0.481053291141364"
"Totally disagree","1990","16-34 y.","Saxony-Anhalt","121","0.474446638219668","0.413037453902604","0.535855822536732"
"Totally disagree","1990","16-34 y.","Thuringia","126","0.556968393024549","0.493726254267454","0.620210531781643"
"Totally disagree","1990","35-65 y.","Schleswig-Holstein","","","",""
"Totally disagree","1990","35-65 y.","Hamburg","","","",""
"Totally disagree","1990","35-65 y.","Lower Saxony","","","",""
"Totally disagree","1990","35-65 y.","Bremen","","","",""
"Totally disagree","1990","35-65 y.","North Rhine-Westphalia","","","",""
"Totally disagree","1990","35-65 y.","Hesse","","","",""
"Totally disagree","1990","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Totally disagree","1990","35-65 y.","Baden-Württemberg","","","",""
"Totally disagree","1990","35-65 y.","Bavaria","","","",""
"Totally disagree","1990","35-65 y.","Berlin","79","0.630316029146596","0.545693194210742","0.71493886408245"
"Totally disagree","1990","35-65 y.","Brandenburg","196","0.559811400526284","0.506653728653792","0.612969072398776"
"Totally disagree","1990","35-65 y.","Mecklenburg-Western Pomerania","140","0.634417042592036","0.572446615393462","0.69638746979061"
"Totally disagree","1990","35-65 y.","Saxony","318","0.526400133848733","0.486777170336181","0.566023097361285"
"Totally disagree","1990","35-65 y.","Saxony-Anhalt","207","0.598036072279908","0.547737125699088","0.648335018860729"
"Totally disagree","1990","35-65 y.","Thuringia","193","0.595484281862452","0.542206989766436","0.648761573958467"
"Totally disagree","1990","66 and older","Schleswig-Holstein","","","",""
"Totally disagree","1990","66 and older","Hamburg","","","",""
"Totally disagree","1990","66 and older","Lower Saxony","","","",""
"Totally disagree","1990","66 and older","Bremen","","","",""
"Totally disagree","1990","66 and older","North Rhine-Westphalia","","","",""
"Totally disagree","1990","66 and older","Hesse","","","",""
"Totally disagree","1990","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Totally disagree","1990","66 and older","Baden-Württemberg","","","",""
"Totally disagree","1990","66 and older","Bavaria","","","",""
"Totally disagree","1990","66 and older","Berlin","","","",""
"Totally disagree","1990","66 and older","Brandenburg","4","","",""
"Totally disagree","1990","66 and older","Mecklenburg-Western Pomerania","1","","",""
"Totally disagree","1990","66 and older","Saxony","9","","",""
"Totally disagree","1990","66 and older","Saxony-Anhalt","3","","",""
"Totally disagree","1990","66 and older","Thuringia","3","","",""
"True entirely","1991","16-34 y.","Schleswig-Holstein","","","",""
"True entirely","1991","16-34 y.","Hamburg","","","",""
"True entirely","1991","16-34 y.","Lower Saxony","","","",""
"True entirely","1991","16-34 y.","Bremen","","","",""
"True entirely","1991","16-34 y.","North Rhine-Westphalia","","","",""
"True entirely","1991","16-34 y.","Hesse","","","",""
"True entirely","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"True entirely","1991","16-34 y.","Baden-Württemberg","2","","",""
"True entirely","1991","16-34 y.","Bavaria","","","",""
"True entirely","1991","16-34 y.","Berlin","6","","",""
"True entirely","1991","16-34 y.","Brandenburg","10","","",""
"True entirely","1991","16-34 y.","Mecklenburg-Western Pomerania","12","","",""
"True entirely","1991","16-34 y.","Saxony","30","0.0716698951774094","0.0465176353736035","0.0968221549812153"
"True entirely","1991","16-34 y.","Saxony-Anhalt","12","","",""
"True entirely","1991","16-34 y.","Thuringia","17","","",""
"True entirely","1991","35-65 y.","Schleswig-Holstein","","","",""
"True entirely","1991","35-65 y.","Hamburg","","","",""
"True entirely","1991","35-65 y.","Lower Saxony","","","",""
"True entirely","1991","35-65 y.","Bremen","","","",""
"True entirely","1991","35-65 y.","North Rhine-Westphalia","","","",""
"True entirely","1991","35-65 y.","Hesse","","","",""
"True entirely","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"True entirely","1991","35-65 y.","Baden-Württemberg","","","",""
"True entirely","1991","35-65 y.","Bavaria","","","",""
"True entirely","1991","35-65 y.","Berlin","10","","",""
"True entirely","1991","35-65 y.","Brandenburg","19","","",""
"True entirely","1991","35-65 y.","Mecklenburg-Western Pomerania","17","","",""
"True entirely","1991","35-65 y.","Saxony","37","0.0610825907989756","0.0421709088502657","0.0799942727476856"
"True entirely","1991","35-65 y.","Saxony-Anhalt","19","","",""
"True entirely","1991","35-65 y.","Thuringia","20","","",""
"True entirely","1991","66 and older","Schleswig-Holstein","","","",""
"True entirely","1991","66 and older","Hamburg","","","",""
"True entirely","1991","66 and older","Lower Saxony","","","",""
"True entirely","1991","66 and older","Bremen","","","",""
"True entirely","1991","66 and older","North Rhine-Westphalia","","","",""
"True entirely","1991","66 and older","Hesse","","","",""
"True entirely","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"True entirely","1991","66 and older","Baden-Württemberg","","","",""
"True entirely","1991","66 and older","Bavaria","","","",""
"True entirely","1991","66 and older","Berlin","","","",""
"True entirely","1991","66 and older","Brandenburg","2","","",""
"True entirely","1991","66 and older","Mecklenburg-Western Pomerania","3","","",""
"True entirely","1991","66 and older","Saxony","8","","",""
"True entirely","1991","66 and older","Saxony-Anhalt","4","","",""
"True entirely","1991","66 and older","Thuringia","3","","",""
"Tends to agree","1991","16-34 y.","Schleswig-Holstein","","","",""
"Tends to agree","1991","16-34 y.","Hamburg","","","",""
"Tends to agree","1991","16-34 y.","Lower Saxony","","","",""
"Tends to agree","1991","16-34 y.","Bremen","","","",""
"Tends to agree","1991","16-34 y.","North Rhine-Westphalia","1","","",""
"Tends to agree","1991","16-34 y.","Hesse","","","",""
"Tends to agree","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Tends to agree","1991","16-34 y.","Baden-Württemberg","","","",""
"Tends to agree","1991","16-34 y.","Bavaria","","","",""
"Tends to agree","1991","16-34 y.","Berlin","13","","",""
"Tends to agree","1991","16-34 y.","Brandenburg","30","0.127912722311674","0.0855692969785894","0.170256147644759"
"Tends to agree","1991","16-34 y.","Mecklenburg-Western Pomerania","21","","",""
"Tends to agree","1991","16-34 y.","Saxony","58","0.142906596973861","0.108779635402843","0.177033558544878"
"Tends to agree","1991","16-34 y.","Saxony-Anhalt","36","0.12418725842915","0.0843293627467167","0.164045154111584"
"Tends to agree","1991","16-34 y.","Thuringia","22","","",""
"Tends to agree","1991","35-65 y.","Schleswig-Holstein","","","",""
"Tends to agree","1991","35-65 y.","Hamburg","","","",""
"Tends to agree","1991","35-65 y.","Lower Saxony","","","",""
"Tends to agree","1991","35-65 y.","Bremen","","","",""
"Tends to agree","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Tends to agree","1991","35-65 y.","Hesse","","","",""
"Tends to agree","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Tends to agree","1991","35-65 y.","Baden-Württemberg","1","","",""
"Tends to agree","1991","35-65 y.","Bavaria","","","",""
"Tends to agree","1991","35-65 y.","Berlin","21","","",""
"Tends to agree","1991","35-65 y.","Brandenburg","23","","",""
"Tends to agree","1991","35-65 y.","Mecklenburg-Western Pomerania","14","","",""
"Tends to agree","1991","35-65 y.","Saxony","65","0.106593631973775","0.082224060809088","0.130963203138462"
"Tends to agree","1991","35-65 y.","Saxony-Anhalt","46","0.118319056989891","0.0861398242189427","0.15049828976084"
"Tends to agree","1991","35-65 y.","Thuringia","30","0.0815439675737451","0.0521062486750636","0.110981686472427"
"Tends to agree","1991","66 and older","Schleswig-Holstein","","","",""
"Tends to agree","1991","66 and older","Hamburg","","","",""
"Tends to agree","1991","66 and older","Lower Saxony","","","",""
"Tends to agree","1991","66 and older","Bremen","","","",""
"Tends to agree","1991","66 and older","North Rhine-Westphalia","","","",""
"Tends to agree","1991","66 and older","Hesse","","","",""
"Tends to agree","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Tends to agree","1991","66 and older","Baden-Württemberg","","","",""
"Tends to agree","1991","66 and older","Bavaria","","","",""
"Tends to agree","1991","66 and older","Berlin","","","",""
"Tends to agree","1991","66 and older","Brandenburg","2","","",""
"Tends to agree","1991","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Tends to agree","1991","66 and older","Saxony","9","","",""
"Tends to agree","1991","66 and older","Saxony-Anhalt","3","","",""
"Tends to agree","1991","66 and older","Thuringia","9","","",""
"Rather not true","1991","16-34 y.","Schleswig-Holstein","","","",""
"Rather not true","1991","16-34 y.","Hamburg","","","",""
"Rather not true","1991","16-34 y.","Lower Saxony","","","",""
"Rather not true","1991","16-34 y.","Bremen","","","",""
"Rather not true","1991","16-34 y.","North Rhine-Westphalia","2","","",""
"Rather not true","1991","16-34 y.","Hesse","1","","",""
"Rather not true","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1991","16-34 y.","Baden-Württemberg","2","","",""
"Rather not true","1991","16-34 y.","Bavaria","4","","",""
"Rather not true","1991","16-34 y.","Berlin","36","0.327778294573191","0.235776891141409","0.419779698004974"
"Rather not true","1991","16-34 y.","Brandenburg","79","0.329101402363945","0.269529365573979","0.388673439153911"
"Rather not true","1991","16-34 y.","Mecklenburg-Western Pomerania","67","0.37881994052652","0.305899581358635","0.451740299694406"
"Rather not true","1991","16-34 y.","Saxony","131","0.331664972254958","0.285755286112055","0.377574658397862"
"Rather not true","1991","16-34 y.","Saxony-Anhalt","73","0.254952105080028","0.202278673370058","0.307625536789999"
"Rather not true","1991","16-34 y.","Thuringia","88","0.357828488330325","0.298168216870385","0.417488759790265"
"Rather not true","1991","35-65 y.","Schleswig-Holstein","","","",""
"Rather not true","1991","35-65 y.","Hamburg","","","",""
"Rather not true","1991","35-65 y.","Lower Saxony","1","","",""
"Rather not true","1991","35-65 y.","Bremen","","","",""
"Rather not true","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Rather not true","1991","35-65 y.","Hesse","","","",""
"Rather not true","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1991","35-65 y.","Baden-Württemberg","1","","",""
"Rather not true","1991","35-65 y.","Bavaria","","","",""
"Rather not true","1991","35-65 y.","Berlin","32","0.265799700249228","0.188665436126045","0.342933964372411"
"Rather not true","1991","35-65 y.","Brandenburg","104","0.294577146705333","0.245762519639456","0.34339177377121"
"Rather not true","1991","35-65 y.","Mecklenburg-Western Pomerania","64","0.251445719951947","0.194376047950033","0.308515391953862"
"Rather not true","1991","35-65 y.","Saxony","180","0.274721271900992","0.239471496899318","0.309971046902667"
"Rather not true","1991","35-65 y.","Saxony-Anhalt","88","0.219784840005942","0.178527742895972","0.261041937115912"
"Rather not true","1991","35-65 y.","Thuringia","110","0.333702778872392","0.282981176890372","0.384424380854412"
"Rather not true","1991","66 and older","Schleswig-Holstein","","","",""
"Rather not true","1991","66 and older","Hamburg","","","",""
"Rather not true","1991","66 and older","Lower Saxony","","","",""
"Rather not true","1991","66 and older","Bremen","","","",""
"Rather not true","1991","66 and older","North Rhine-Westphalia","","","",""
"Rather not true","1991","66 and older","Hesse","","","",""
"Rather not true","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rather not true","1991","66 and older","Baden-Württemberg","","","",""
"Rather not true","1991","66 and older","Bavaria","","","",""
"Rather not true","1991","66 and older","Berlin","","","",""
"Rather not true","1991","66 and older","Brandenburg","16","","",""
"Rather not true","1991","66 and older","Mecklenburg-Western Pomerania","3","","",""
"Rather not true","1991","66 and older","Saxony","29","","",""
"Rather not true","1991","66 and older","Saxony-Anhalt","15","","",""
"Rather not true","1991","66 and older","Thuringia","16","","",""
"Totally disagree","1991","16-34 y.","Schleswig-Holstein","3","","",""
"Totally disagree","1991","16-34 y.","Hamburg","","","",""
"Totally disagree","1991","16-34 y.","Lower Saxony","","","",""
"Totally disagree","1991","16-34 y.","Bremen","","","",""
"Totally disagree","1991","16-34 y.","North Rhine-Westphalia","3","","",""
"Totally disagree","1991","16-34 y.","Hesse","2","","",""
"Totally disagree","1991","16-34 y.","Rhineland-Palatinate,Saarland","3","","",""
"Totally disagree","1991","16-34 y.","Baden-Württemberg","1","","",""
"Totally disagree","1991","16-34 y.","Bavaria","4","","",""
"Totally disagree","1991","16-34 y.","Berlin","45","0.530691144689529","0.43287773778581","0.628504551593247"
"Totally disagree","1991","16-34 y.","Brandenburg","120","0.496379377068833","0.432991273574743","0.559767480562923"
"Totally disagree","1991","16-34 y.","Mecklenburg-Western Pomerania","70","0.435548792702983","0.361014653422626","0.51008293198334"
"Totally disagree","1991","16-34 y.","Saxony","185","0.453758535593772","0.405211563918283","0.50230550726926"
"Totally disagree","1991","16-34 y.","Saxony-Anhalt","142","0.588449669500644","0.528974408604657","0.647924930396631"
"Totally disagree","1991","16-34 y.","Thuringia","121","0.499145492421339","0.436916664560331","0.561374320282347"
"Totally disagree","1991","35-65 y.","Schleswig-Holstein","","","",""
"Totally disagree","1991","35-65 y.","Hamburg","","","",""
"Totally disagree","1991","35-65 y.","Lower Saxony","","","",""
"Totally disagree","1991","35-65 y.","Bremen","","","",""
"Totally disagree","1991","35-65 y.","North Rhine-Westphalia","1","","",""
"Totally disagree","1991","35-65 y.","Hesse","2","","",""
"Totally disagree","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Totally disagree","1991","35-65 y.","Baden-Württemberg","1","","",""
"Totally disagree","1991","35-65 y.","Bavaria","","","",""
"Totally disagree","1991","35-65 y.","Berlin","63","0.493318249287957","0.406022310356259","0.580614188219656"
"Totally disagree","1991","35-65 y.","Brandenburg","189","0.562751715034027","0.509632926887521","0.615870503180533"
"Totally disagree","1991","35-65 y.","Mecklenburg-Western Pomerania","127","0.602677705708053","0.538307390727647","0.667048020688459"
"Totally disagree","1991","35-65 y.","Saxony","334","0.557602505326257","0.518380804509078","0.596824206143436"
"Totally disagree","1991","35-65 y.","Saxony-Anhalt","234","0.620487870186285","0.572140585596022","0.668835154776549"
"Totally disagree","1991","35-65 y.","Thuringia","172","0.511856177086729","0.458087800698828","0.565624553474631"
"Totally disagree","1991","66 and older","Schleswig-Holstein","","","",""
"Totally disagree","1991","66 and older","Hamburg","","","",""
"Totally disagree","1991","66 and older","Lower Saxony","","","",""
"Totally disagree","1991","66 and older","Bremen","","","",""
"Totally disagree","1991","66 and older","North Rhine-Westphalia","","","",""
"Totally disagree","1991","66 and older","Hesse","","","",""
"Totally disagree","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Totally disagree","1991","66 and older","Baden-Württemberg","","","",""
"Totally disagree","1991","66 and older","Bavaria","","","",""
"Totally disagree","1991","66 and older","Berlin","5","","",""
"Totally disagree","1991","66 and older","Brandenburg","25","","",""
"Totally disagree","1991","66 and older","Mecklenburg-Western Pomerania","10","","",""
"Totally disagree","1991","66 and older","Saxony","53","0.532337692019898","0.434052002968544","0.630623381071253"
"Totally disagree","1991","66 and older","Saxony-Anhalt","45","0.681676633820368","0.570135731642199","0.793217535998537"
"Totally disagree","1991","66 and older","Thuringia","26","","",""
"True entirely","1992","16-34 y.","Schleswig-Holstein","1","","",""
"True entirely","1992","16-34 y.","Hamburg","1","","",""
"True entirely","1992","16-34 y.","Lower Saxony","14","","",""
"True entirely","1992","16-34 y.","Bremen","","","",""
"True entirely","1992","16-34 y.","North Rhine-Westphalia","24","","",""
"True entirely","1992","16-34 y.","Hesse","8","","",""
"True entirely","1992","16-34 y.","Rhineland-Palatinate,Saarland","4","","",""
"True entirely","1992","16-34 y.","Baden-Württemberg","15","","",""
"True entirely","1992","16-34 y.","Bavaria","18","","",""
"True entirely","1992","16-34 y.","Berlin","9","","",""
"True entirely","1992","16-34 y.","Brandenburg","16","","",""
"True entirely","1992","16-34 y.","Mecklenburg-Western Pomerania","2","","",""
"True entirely","1992","16-34 y.","Saxony","21","","",""
"True entirely","1992","16-34 y.","Saxony-Anhalt","15","","",""
"True entirely","1992","16-34 y.","Thuringia","9","","",""
"True entirely","1992","35-65 y.","Schleswig-Holstein","7","","",""
"True entirely","1992","35-65 y.","Hamburg","2","","",""
"True entirely","1992","35-65 y.","Lower Saxony","14","","",""
"True entirely","1992","35-65 y.","Bremen","","","",""
"True entirely","1992","35-65 y.","North Rhine-Westphalia","60","0.0697360543528103","0.0536410041602186","0.0858311045454019"
"True entirely","1992","35-65 y.","Hesse","16","","",""
"True entirely","1992","35-65 y.","Rhineland-Palatinate,Saarland","13","","",""
"True entirely","1992","35-65 y.","Baden-Württemberg","21","","",""
"True entirely","1992","35-65 y.","Bavaria","29","","",""
"True entirely","1992","35-65 y.","Berlin","6","","",""
"True entirely","1992","35-65 y.","Brandenburg","12","","",""
"True entirely","1992","35-65 y.","Mecklenburg-Western Pomerania","11","","",""
"True entirely","1992","35-65 y.","Saxony","43","0.0717114687401012","0.0514351691312542","0.0919877683489483"
"True entirely","1992","35-65 y.","Saxony-Anhalt","32","0.0845944497016779","0.0570117089338802","0.112177190469476"
"True entirely","1992","35-65 y.","Thuringia","16","","",""
"True entirely","1992","66 and older","Schleswig-Holstein","","","",""
"True entirely","1992","66 and older","Hamburg","","","",""
"True entirely","1992","66 and older","Lower Saxony","1","","",""
"True entirely","1992","66 and older","Bremen","1","","",""
"True entirely","1992","66 and older","North Rhine-Westphalia","5","","",""
"True entirely","1992","66 and older","Hesse","4","","",""
"True entirely","1992","66 and older","Rhineland-Palatinate,Saarland","3","","",""
"True entirely","1992","66 and older","Baden-Württemberg","8","","",""
"True entirely","1992","66 and older","Bavaria","15","","",""
"True entirely","1992","66 and older","Berlin","2","","",""
"True entirely","1992","66 and older","Brandenburg","8","","",""
"True entirely","1992","66 and older","Mecklenburg-Western Pomerania","6","","",""
"True entirely","1992","66 and older","Saxony","7","","",""
"True entirely","1992","66 and older","Saxony-Anhalt","6","","",""
"True entirely","1992","66 and older","Thuringia","5","","",""
"Tends to agree","1992","16-34 y.","Schleswig-Holstein","8","","",""
"Tends to agree","1992","16-34 y.","Hamburg","1","","",""
