"plh0190","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","1-pers.-HH","West Germany","","","",""
"True entirely","1990","1-pers.-HH","East Germany","10","","",""
"True entirely","1990","(Married) couple without C. ","West Germany","","","",""
"True entirely","1990","(Married) couple without C. ","East Germany","42","0.0643318713403316","0.045324059919002","0.0833396827616612"
"True entirely","1990","Single parent ","West Germany","","","",""
"True entirely","1990","Single parent ","East Germany","9","","",""
"True entirely","1990","Couple + C. LE 16 ","West Germany","","","",""
"True entirely","1990","Couple + C. LE 16 ","East Germany","61","0.04301236237294","0.0321291458406348","0.0538955789052452"
"True entirely","1990","Couple + C. GT 16 ","West Germany","","","",""
"True entirely","1990","Couple + C. GT 16 ","East Germany","47","0.0655380878815731","0.0468273402976982","0.0842488354654481"
"True entirely","1990","Couple + C. LE and GT 16","West Germany","","","",""
"True entirely","1990","Couple + C. LE and GT 16","East Germany","13","","",""
"Tends to agree","1990","1-pers.-HH","West Germany","","","",""
"Tends to agree","1990","1-pers.-HH","East Germany","14","","",""
"Tends to agree","1990","(Married) couple without C. ","West Germany","","","",""
"Tends to agree","1990","(Married) couple without C. ","East Germany","68","0.102696879881999","0.0791785586753554","0.126215201088642"
"Tends to agree","1990","Single parent ","West Germany","","","",""
"Tends to agree","1990","Single parent ","East Germany","16","","",""
"Tends to agree","1990","Couple + C. LE 16 ","West Germany","","","",""
"Tends to agree","1990","Couple + C. LE 16 ","East Germany","141","0.106538305258064","0.0899882930265916","0.123088317489536"
"Tends to agree","1990","Couple + C. GT 16 ","West Germany","","","",""
"Tends to agree","1990","Couple + C. GT 16 ","East Germany","58","0.0802184770116909","0.0596811933703038","0.100755760653078"
"Tends to agree","1990","Couple + C. LE and GT 16","West Germany","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","East Germany","37","0.132035922962635","0.0919520443765212","0.172119801548748"
"Rather not true","1990","1-pers.-HH","West Germany","","","",""
"Rather not true","1990","1-pers.-HH","East Germany","30","0.220679877273876","0.151237093942116","0.290122660605637"
"Rather not true","1990","(Married) couple without C. ","West Germany","","","",""
"Rather not true","1990","(Married) couple without C. ","East Germany","158","0.250851695316599","0.217266295340681","0.284437095292517"
"Rather not true","1990","Single parent ","West Germany","","","",""
"Rather not true","1990","Single parent ","East Germany","44","0.266422345270912","0.196825330399555","0.336019360142268"
"Rather not true","1990","Couple + C. LE 16 ","West Germany","","","",""
"Rather not true","1990","Couple + C. LE 16 ","East Germany","439","0.329566540197965","0.304351663140875","0.354781417255055"
"Rather not true","1990","Couple + C. GT 16 ","West Germany","","","",""
"Rather not true","1990","Couple + C. GT 16 ","East Germany","210","0.310890273788603","0.275894853635614","0.345885693941592"
"Rather not true","1990","Couple + C. LE and GT 16","West Germany","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","East Germany","89","0.33470457983164","0.278830433097732","0.390578726565548"
"Totally disagree","1990","1-pers.-HH","West Germany","","","",""
"Totally disagree","1990","1-pers.-HH","East Germany","83","0.589927920024046","0.507567721759314","0.672288118288778"
"Totally disagree","1990","(Married) couple without C. ","West Germany","","","",""
"Totally disagree","1990","(Married) couple without C. ","East Germany","372","0.58211955346107","0.543908393389562","0.620330713532579"
"Totally disagree","1990","Single parent ","West Germany","","","",""
"Totally disagree","1990","Single parent ","East Germany","86","0.574605080833686","0.496772196994344","0.652437964673029"
"Totally disagree","1990","Couple + C. LE 16 ","West Germany","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","East Germany","694","0.520882792171031","0.494085041140109","0.547680543201954"
"Totally disagree","1990","Couple + C. GT 16 ","West Germany","","","",""
"Totally disagree","1990","Couple + C. GT 16 ","East Germany","357","0.543353161318133","0.505691906905652","0.581014415730613"
"Totally disagree","1990","Couple + C. LE and GT 16","West Germany","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","East Germany","135","0.489447054055377","0.430257364482132","0.548636743628621"
"True entirely","1991","1-pers.-HH","West Germany","1","","",""
"True entirely","1991","1-pers.-HH","East Germany","10","","",""
"True entirely","1991","(Married) couple without C. ","West Germany","","","",""
"True entirely","1991","(Married) couple without C. ","East Germany","50","0.0682465862731131","0.0499664105937332","0.086526761952493"
"True entirely","1991","Single parent ","West Germany","","","",""
"True entirely","1991","Single parent ","East Germany","13","","",""
"True entirely","1991","Couple + C. LE 16 ","West Germany","1","","",""
"True entirely","1991","Couple + C. LE 16 ","East Germany","76","0.0568307385658463","0.0442406152259933","0.0694208619056993"
"True entirely","1991","Couple + C. GT 16 ","West Germany","","","",""
"True entirely","1991","Couple + C. GT 16 ","East Germany","46","0.059241363386688","0.0423796294447343","0.0761030973286417"
"True entirely","1991","Couple + C. LE and GT 16","West Germany","","","",""
"True entirely","1991","Couple + C. LE and GT 16","East Germany","16","","",""
"Tends to agree","1991","1-pers.-HH","West Germany","","","",""
"Tends to agree","1991","1-pers.-HH","East Germany","21","","",""
"Tends to agree","1991","(Married) couple without C. ","West Germany","","","",""
"Tends to agree","1991","(Married) couple without C. ","East Germany","82","0.104753294835965","0.0825537221898516","0.126952867482079"
"Tends to agree","1991","Single parent ","West Germany","","","",""
"Tends to agree","1991","Single parent ","East Germany","22","","",""
"Tends to agree","1991","Couple + C. LE 16 ","West Germany","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","East Germany","133","0.0931716639189316","0.0773647174567072","0.108978610381156"
"Tends to agree","1991","Couple + C. GT 16 ","West Germany","1","","",""
"Tends to agree","1991","Couple + C. GT 16 ","East Germany","86","0.113573222170256","0.0909106077349183","0.136235836605593"
"Tends to agree","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","East Germany","39","0.131833487031089","0.0939280277982998","0.169738946263877"
"Rather not true","1991","1-pers.-HH","West Germany","1","","",""
"Rather not true","1991","1-pers.-HH","East Germany","74","0.318872912165648","0.258380130178754","0.379365694152542"
"Rather not true","1991","(Married) couple without C. ","West Germany","7","","",""
"Rather not true","1991","(Married) couple without C. ","East Germany","164","0.215885945258469","0.186060206711758","0.245711683805181"
"Rather not true","1991","Single parent ","West Germany","","","",""
"Rather not true","1991","Single parent ","East Germany","38","0.229887680097186","0.163860815243764","0.295914544950609"
"Rather not true","1991","Couple + C. LE 16 ","West Germany","3","","",""
"Rather not true","1991","Couple + C. LE 16 ","East Germany","420","0.327679101416856","0.302154663148901","0.35320353968481"
"Rather not true","1991","Couple + C. GT 16 ","West Germany","1","","",""
"Rather not true","1991","Couple + C. GT 16 ","East Germany","238","0.322639741272153","0.289249512885076","0.356029969659229"
"Rather not true","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Rather not true","1991","Couple + C. LE and GT 16","East Germany","99","0.304993667569846","0.253408223940029","0.356579111199663"
"Totally disagree","1991","1-pers.-HH","West Germany","3","","",""
"Totally disagree","1991","1-pers.-HH","East Germany","123","0.552205173358931","0.487659009080715","0.616751337637146"
"Totally disagree","1991","(Married) couple without C. ","West Germany","11","","",""
"Totally disagree","1991","(Married) couple without C. ","East Germany","435","0.611114173632452","0.575774572928539","0.646453774336366"
"Totally disagree","1991","Single parent ","West Germany","","","",""
"Totally disagree","1991","Single parent ","East Germany","83","0.527211590329985","0.448866519564362","0.605556661095609"
"Totally disagree","1991","Couple + C. LE 16 ","West Germany","3","","",""
"Totally disagree","1991","Couple + C. LE 16 ","East Germany","670","0.522318496098367","0.495155327403398","0.549481664793335"
"Totally disagree","1991","Couple + C. GT 16 ","West Germany","","","",""
"Totally disagree","1991","Couple + C. GT 16 ","East Germany","383","0.504545673170904","0.468834619968995","0.540256726372812"
"Totally disagree","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","East Germany","152","0.511939855742848","0.455933989272351","0.567945722213345"
"True entirely","1992","1-pers.-HH","West Germany","38","0.0480065846710132","0.0336180177117745","0.062395151630252"
"True entirely","1992","1-pers.-HH","East Germany","21","","",""
"True entirely","1992","(Married) couple without C. ","West Germany","79","0.0484202661776174","0.0389318764952124","0.0579086558600225"
"True entirely","1992","(Married) couple without C. ","East Germany","50","0.062789804347884","0.0458738068382599","0.0797058018575082"
"True entirely","1992","Single parent ","West Germany","15","","",""
"True entirely","1992","Single parent ","East Germany","12","","",""
