"plh0032","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Employed","direct migration background","691","0.305908644305664","0.287403971732695","0.324413316878633","1"
"Big worries","1984","Employed","indirect migration background","24","","","","1"
"Big worries","1984","Employed","no migration background","1802","0.356208704388072","0.342998387607226","0.369419021168919","1"
"Big worries","1984","Not Employed","direct migration background","274","0.289077369092175","0.260781186451263","0.317373551733086","1"
"Big worries","1984","Not Employed","indirect migration background","18","","","","1"
"Big worries","1984","Not Employed","no migration background","1096","0.302614708036426","0.287515692816343","0.317713723256508","1"
"No worries","1984","Employed","no migration background","456","0.0914743804245965","0.0835218242511516","0.0994269365980413","3"
"No worries","1984","Not Employed","direct migration background","248","0.245449024856673","0.218587257626546","0.2723107920868","3"
"No worries","1984","Employed","direct migration background","528","0.180366544399341","0.16492591343375","0.195807175364933","3"
"No worries","1984","Not Employed","no migration background","537","0.163904482990556","0.151737284909274","0.176071681071839","3"
"No worries","1984","Employed","indirect migration background","13","","","","3"
"No worries","1984","Not Employed","indirect migration background","8","","","","3"
"Some worries","1984","Employed","no migration background","2790","0.552316915187331","0.538599637430148","0.566034192944515","2"
"Some worries","1984","Not Employed","no migration background","1923","0.533480808973018","0.517083923157788","0.549877694788248","2"
"Some worries","1984","Employed","direct migration background","1163","0.513724811294994","0.493653139884108","0.53379648270588","2"
"Some worries","1984","Employed","indirect migration background","31","0.417173079425627","0.299974708756876","0.534371450094378","2"
"Some worries","1984","Not Employed","direct migration background","464","0.465473606051152","0.434339117140381","0.496608094961923","2"
"Some worries","1984","Not Employed","indirect migration background","30","0.56944529998943","0.4397589548152","0.69913164516366","2"
"Big worries","1985","Employed","direct migration background","516","0.275028816430518","0.255527324840695","0.29453030802034","1"
"Big worries","1985","Employed","indirect migration background","15","","","","1"
"Big worries","1985","Employed","no migration background","1525","0.323071577139963","0.309699085486285","0.336444068793642","1"
"Big worries","1985","Not Employed","direct migration background","202","0.226702093422337","0.198767402171452","0.254636784673222","1"
"Big worries","1985","Not Employed","indirect migration background","18","","","","1"
"Big worries","1985","Not Employed","no migration background","989","0.30260377429117","0.286716942791253","0.318490605791087","1"
"No worries","1985","Employed","no migration background","435","0.094326861913009","0.0859690032722961","0.102684720553722","3"
"No worries","1985","Not Employed","direct migration background","224","0.224604911484845","0.196762051689581","0.252447771280109","3"
"No worries","1985","Not Employed","no migration background","484","0.16263135515809","0.149869294322696","0.175393415993484","3"
"No worries","1985","Employed","direct migration background","451","0.17473110336788","0.158146648290819","0.191315558444941","3"
"No worries","1985","Employed","indirect migration background","18","","","","3"
"No worries","1985","Not Employed","indirect migration background","13","","","","3"
"Some worries","1985","Employed","no migration background","2738","0.582601560947028","0.568500466642798","0.596702655251257","2"
"Some worries","1985","Not Employed","no migration background","1739","0.53476487055074","0.517515311091437","0.552014430010044","2"
"Some worries","1985","Employed","direct migration background","1047","0.550240080201602","0.528513826617998","0.571966333785206","2"
"Some worries","1985","Employed","indirect migration background","39","0.612002088810743","0.499444964528845","0.724559213092641","2"
"Some worries","1985","Not Employed","direct migration background","437","0.548692995092817","0.515492585755945","0.58189340442969","2"
"Some worries","1985","Not Employed","indirect migration background","40","0.66883171118918","0.559360047906407","0.778303374471954","2"
"Big worries","1986","Employed","direct migration background","337","0.169135479678096","0.152631878018948","0.185639081337243","1"
"Big worries","1986","Employed","indirect migration background","12","","","","1"
"Big worries","1986","Employed","no migration background","878","0.193063480431885","0.181588527886172","0.204538432977597","1"
"Big worries","1986","Not Employed","direct migration background","143","0.152644967828534","0.128294907921449","0.176995027735619","1"
"Big worries","1986","Not Employed","indirect migration background","7","","","","1"
"Big worries","1986","Not Employed","no migration background","587","0.19587939160732","0.181606077085194","0.210152706129447","1"
