"plh0032","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Employed","2517","0.351035318407933","0.340231897148352","0.361838739667515","1"
"Big worries","1984","Not Employed","1388","0.301726713679468","0.288459393726015","0.314994033632921","1"
"No worries","1984","Employed","997","0.101507356981622","0.0946716821472763","0.108343031815969","3"
"No worries","1984","Not Employed","793","0.169611136002926","0.158763588835266","0.180458683170586","3"
"Some worries","1984","Employed","3984","0.547457324610444","0.536191051411595","0.558723597809294","2"
"Some worries","1984","Not Employed","2417","0.528662150317606","0.514233727032327","0.543090573602885","2"
"Big worries","1985","Employed","2056","0.317644208709403","0.306565705619525","0.32872271179928","1"
"Big worries","1985","Not Employed","1209","0.296012392801306","0.282116997830978","0.309907787771634","1"
"No worries","1985","Employed","904","0.103066503952266","0.0958314118275244","0.110301596077007","3"
"No worries","1985","Not Employed","721","0.167382030381401","0.156018566188967","0.178745494573835","3"
"Some worries","1985","Employed","3824","0.579289287338331","0.567541807579885","0.591036767096778","2"
"Some worries","1985","Not Employed","2216","0.536605576817293","0.521426811911107","0.551784341723478","2"
"Big worries","1986","Employed","1227","0.190531592751923","0.181069914834435","0.199993270669411","1"
"Big worries","1986","Not Employed","737","0.191357923179326","0.178967623546867","0.203748222811785","1"
"No worries","1986","Employed","1449","0.208810029937149","0.199017367730907","0.218602692143392","3"
"No worries","1986","Not Employed","1059","0.269097045634003","0.255128064196398","0.283066027071608","3"
"Some worries","1986","Employed","3942","0.600658377310927","0.588858682684034","0.612458071937821","2"
"Some worries","1986","Not Employed","2076","0.539545031186671","0.52384545794235","0.555244604430992","2"
"Big worries","1987","Employed","1251","0.201396995772223","0.191755881833184","0.211038109711262","1"
"Big worries","1987","Not Employed","736","0.211455685539723","0.198333705982133","0.224577665097313","1"
"No worries","1987","Employed","1245","0.154561357632438","0.145871217881236","0.16325149738364","3"
"No worries","1987","Not Employed","898","0.230486379207414","0.216952963896993","0.244019794517836","3"
"Some worries","1987","Employed","4151","0.644041646595339","0.632531209333651","0.655552083857028","2"
"Some worries","1987","Not Employed","2086","0.558057935252863","0.542099182907171","0.574016687598556","2"
"Big worries","1988","Employed","1625","0.272391860182139","0.261478924991974","0.283304795372304","1"
"Big worries","1988","Not Employed","922","0.286535878314327","0.271609855389878","0.301461901238776","1"
"No worries","1988","Employed","893","0.114975564714266","0.107156115825157","0.122795013603376","3"
"No worries","1988","Not Employed","660","0.173741338681399","0.161233619427043","0.186249057935755","3"
"Some worries","1988","Employed","3875","0.612632575103594","0.600691117808818","0.624574032398371","2"
"Some worries","1988","Not Employed","1943","0.539722783004274","0.52326908032964","0.556176485678908","2"
"Big worries","1989","Employed","1024","0.16786670278659","0.158562031494799","0.17717137407838","1"
"Big worries","1989","Not Employed","617","0.189394739970885","0.176171782965414","0.202617696976355","1"
"No worries","1989","Employed","1449","0.227310294745921","0.216876689033186","0.237743900458656","3"
"No worries","1989","Not Employed","921","0.263477995559316","0.248611624821271","0.27834436629736","3"
"Some worries","1989","Employed","3725","0.60482300246749","0.592651833725","0.616994171209979","2"
"Some worries","1989","Not Employed","1835","0.5471272644698","0.530328699370888","0.563925829568711","2"
"Big worries","1990","Employed","1124","0.188452527100272","0.178643461506316","0.198261592694228","1"
"Big worries","1990","Not Employed","566","0.183899465092644","0.170661775100712","0.197137155084576","1"
"No worries","1990","Employed","1696","0.281035364922257","0.269760692247185","0.29231003759733","3"
"No worries","1990","Not Employed","1027","0.307559875742638","0.291790805299343","0.323328946185933","3"
"Some worries","1990","Employed","3286","0.530512107977471","0.517994263849969","0.543029952104973","2"
"Some worries","1990","Not Employed","1697","0.508540659164718","0.49145794871208","0.525623369617356","2"
"Big worries","1991","Employed","1091","0.185173270650506","0.175464424331032","0.19488211696998","1"
"Big worries","1991","Not Employed","578","0.191659695551682","0.178085648707339","0.205233742396025","1"
"No worries","1991","Employed","1382","0.21379287799124","0.20354554266139","0.224040213321091","3"
"No worries","1991","Not Employed","793","0.233946261886408","0.219346878851605","0.24854564492121","3"
"Some worries","1991","Employed","3676","0.601033851358253","0.588794360982356","0.613273341734151","2"
"Some worries","1991","Not Employed","1859","0.57439404256191","0.557342815311878","0.591445269811942","2"
"Big worries","1992","Employed","2493","0.262883503203035","0.253810196909198","0.271956809496872","1"
"Big worries","1992","Not Employed","1091","0.263085693006084","0.249810511907517","0.27636087410465","1"
"No worries","1992","Employed","1173","0.12870894264169","0.121806515530376","0.135611369753003","3"
"No worries","1992","Not Employed","765","0.180220849420155","0.168632160764569","0.191809538075741","3"
"Some worries","1992","Employed","5376","0.608407554155275","0.598346805687584","0.618468302622967","2"
"Some worries","1992","Not Employed","2370","0.556693457573762","0.541715814608223","0.5716711005393","2"
"Big worries","1993","Employed","3366","0.394141160400554","0.383865143732026","0.404417177069082","1"
"Big worries","1993","Not Employed","1765","0.408457429718519","0.393946551404679","0.422968308032359","1"
"No worries","1993","Employed","505","0.0491651424938422","0.0446184626043523","0.0537118223833321","3"
"No worries","1993","Not Employed","406","0.0905714614123716","0.0820990453468906","0.0990438774778526","3"
"Some worries","1993","Employed","4816","0.556693697105604","0.546247137527634","0.567140256683574","2"
"Some worries","1993","Not Employed","2237","0.500971108869109","0.486210764727373","0.515731453010846","2"
"Big worries","1994","Employed","3063","0.367234085538996","0.35688159861824","0.377586572459751","1"
"Big worries","1994","Not Employed","1727","0.384615643967098","0.37048266662848","0.398748621305715","1"
"No worries","1994","Employed","489","0.0548984884578744","0.0500066615412777","0.0597903153744712","3"
"No worries","1994","Not Employed","450","0.099174936046271","0.0904919688663827","0.107857903226159","3"
"Some worries","1994","Employed","4777","0.57786742600313","0.567260483856875","0.588474368149384","2"
"Some worries","1994","Not Employed","2375","0.516209419986631","0.501692027079404","0.530726812893859","2"
"Big worries","1995","Employed","2082","0.241215807984479","0.232112278959504","0.250319337009454","1"
"Big worries","1995","Not Employed","1287","0.278240594071574","0.265539247184135","0.290941940959013","1"
"No worries","1995","Employed","901","0.110071057235926","0.103411244835663","0.116730869636189","3"
"No worries","1995","Not Employed","673","0.131581460879521","0.122000585302917","0.141162336456125","3"
"Some worries","1995","Employed","5501","0.648713134779595","0.638555208360818","0.658871061198372","2"
"Some worries","1995","Not Employed","2822","0.590177945048905","0.576238918142829","0.604116971954981","2"
"Big worries","1996","Employed","3576","0.439355575107394","0.428761565288515","0.449949584926272","1"
"Big worries","1996","Not Employed","1927","0.450035508063205","0.435730134470167","0.464340881656243","1"
"No worries","1996","Employed","475","0.0542109276050078","0.049377567961325","0.0590442872486906","3"
"No worries","1996","Not Employed","409","0.0781785303160204","0.0704592706794675","0.0858977899525733","3"
"Some worries","1996","Employed","4380","0.506433497287599","0.495761576404193","0.517105418171005","2"
"Some worries","1996","Not Employed","2310","0.471785961620775","0.457431531186609","0.48614039205494","2"
"Big worries","1997","Employed","3808","0.474973170133002","0.464128213131241","0.485818127134762","1"
"Big worries","1997","Not Employed","2233","0.502104569520588","0.487843527590625","0.51636561145055","1"
"No worries","1997","Employed","309","0.035758167050931","0.0317255855294129","0.0397907485724491","3"
"No worries","1997","Not Employed","320","0.0616571963166071","0.0547966650215526","0.0685177276116615","3"
"Some worries","1997","Employed","4028","0.489268662816067","0.478412596193135","0.500124729439","2"
"Some worries","1997","Not Employed","2169","0.436238234162805","0.422093500563396","0.450382967762214","2"
"Big worries","1998","Employed","3754","0.413621199342485","0.403369998254036","0.423872400430935","1"
"Big worries","1998","Not Employed","2315","0.444955144799787","0.431710146508052","0.458200143091521","1"
"No worries","1998","Employed","519","0.0581751568623353","0.0533028113255298","0.0630475023991408","3"
"No worries","1998","Not Employed","447","0.0815867930950446","0.0742912312878194","0.0888823549022697","3"
"Some worries","1998","Employed","4593","0.528203643795179","0.517812527265948","0.538594760324411","2"
"Some worries","1998","Not Employed","2646","0.473458062105169","0.46015085269087","0.486765271519467","2"
"Big worries","1999","Employed","2188","0.255856025327325","0.246731642102716","0.264980408551934","1"
"Big worries","1999","Not Employed","1317","0.273434135779119","0.261013580946634","0.285854690611603","1"
"No worries","1999","Employed","804","0.095469404591547","0.0893244179125369","0.101614391270557","3"
"No worries","1999","Not Employed","595","0.114061603477274","0.10520333917022","0.122919867784328","3"
"Some worries","1999","Employed","5793","0.648674570081128","0.638691929437018","0.658657210725237","2"
"Some worries","1999","Not Employed","3035","0.612504260743608","0.598928469265547","0.626080052221669","2"
"Big worries","2000","Employed","3327","0.215307793966244","0.208747009560252","0.221868578372237","1"
"Big worries","2000","Not Employed","1964","0.218205957806051","0.209658610524462","0.22675330508764","1"
"No worries","2000","Employed","2375","0.167215493761233","0.161259135692535","0.173171851829931","3"
"No worries","2000","Not Employed","1687","0.186630700792703","0.17856787454699","0.194693527038416","3"
"Some worries","2000","Employed","9376","0.617476712272523","0.609719325362634","0.625234099182411","2"
"Some worries","2000","Not Employed","5319","0.595163341401246","0.585005302492203","0.605321380310289","2"
"Big worries","2001","Employed","2890","0.206102468660452","0.199363094647323","0.212841842673581","1"
"Big worries","2001","Not Employed","1635","0.199165890069775","0.19044216561074","0.207889614528809","1"
"No worries","2001","Employed","2263","0.170380015395591","0.164116117563351","0.176643913227832","3"
