"plh0032","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","(Married) couple without C. ","Female","432","0.327768179852704","0.302663596825256","0.352872762880151","1"
"Big worries","1984","(Married) couple without C. ","Male","461","0.355171974951792","0.32960573514093","0.380738214762654","1"
"Big worries","1984","1-pers.-HH","Female","220","0.272250902403414","0.241192072435716","0.303309732371112","1"
"Big worries","1984","1-pers.-HH","Male","157","0.298013675982818","0.25940044603227","0.336626905933366","1"
"Big worries","1984","Couple + C. GT 16 ","Female","294","0.353219058871842","0.32187010642485","0.384568011318834","1"
"Big worries","1984","Couple + C. GT 16 ","Male","371","0.374786909156512","0.345728239582137","0.403845578730887","1"
"Big worries","1984","Couple + C. LE 16 ","Female","472","0.331478766633876","0.307813480651883","0.35514405261587","1"
"Big worries","1984","Couple + C. LE 16 ","Male","541","0.363267194502082","0.339176340337094","0.387358048667071","1"
"Big worries","1984","Couple + C. LE and GT 16","Female","248","0.345552728110918","0.312179725416155","0.378925730805682","1"
"Big worries","1984","Couple + C. LE and GT 16","Male","300","0.328119401029441","0.297746326499806","0.358492475559075","1"
"Big worries","1984","Single parent ","Female","112","0.300449287366141","0.254171497823179","0.346727076909103","1"
"Big worries","1984","Single parent ","Male","68","0.325006621273291","0.259435000864554","0.390578241682029","1"
"No worries","1984","Couple + C. LE 16 ","Male","188","0.0934053927800535","0.0788289001668457","0.107981885393261","3"
"No worries","1984","Couple + C. LE and GT 16","Female","142","0.142198236540561","0.117688346531164","0.166708126549957","3"
"No worries","1984","Single parent ","Female","57","0.141774162922536","0.106563293053285","0.176985032791788","3"
"No worries","1984","Single parent ","Male","26","","","","3"
"No worries","1984","(Married) couple without C. ","Female","188","0.125944203588109","0.108199499740178","0.14368890743604","3"
"No worries","1984","(Married) couple without C. ","Male","165","0.113279002789999","0.0963475678582391","0.130210437721759","3"
"No worries","1984","1-pers.-HH","Female","157","0.212960371270044","0.184393854573662","0.241526887966427","3"
"No worries","1984","1-pers.-HH","Male","109","0.183952913029042","0.151244109915157","0.216661716142926","3"
"No worries","1984","Couple + C. GT 16 ","Female","111","0.0867055874756397","0.0682490042878708","0.105162170663409","3"
"No worries","1984","Couple + C. GT 16 ","Male","136","0.0989719355421825","0.0810454696313061","0.116898401453059","3"
"No worries","1984","Couple + C. LE 16 ","Female","232","0.112272780009499","0.0964018161169638","0.128143743902035","3"
"No worries","1984","Couple + C. LE and GT 16","Male","137","0.123216747244992","0.101954569555475","0.14447892493451","3"
"Some worries","1984","1-pers.-HH","Male","273","0.518033410988141","0.475850061571889","0.560216760404392","2"
"Some worries","1984","(Married) couple without C. ","Female","723","0.546287616559187","0.519661300732017","0.572913932386357","2"
"Some worries","1984","(Married) couple without C. ","Male","720","0.531549022258209","0.504890915812522","0.558207128703896","2"
"Some worries","1984","1-pers.-HH","Female","412","0.514788726326541","0.479915707470114","0.549661745182969","2"
"Some worries","1984","Couple + C. GT 16 ","Female","488","0.560075353652518","0.527519076329772","0.592631630975264","2"
"Some worries","1984","Couple + C. GT 16 ","Male","559","0.526241155301306","0.496267441310283","0.556214869292328","2"
"Some worries","1984","Couple + C. LE 16 ","Female","816","0.556248453356624","0.531272007113157","0.581224899600091","2"
"Some worries","1984","Couple + C. LE 16 ","Male","802","0.543327412717864","0.518376078371384","0.568278747064344","2"
"Some worries","1984","Single parent ","Male","102","0.537620009637303","0.467819710588361","0.607420308686245","2"
"Some worries","1984","Couple + C. LE and GT 16","Female","390","0.512249035348521","0.477170582303869","0.547327488393173","2"
"Some worries","1984","Couple + C. LE and GT 16","Male","481","0.548663851725567","0.516473184126873","0.580854519324261","2"
"Some worries","1984","Single parent ","Female","208","0.557776549711323","0.50764300345771","0.607910095964936","2"
"Big worries","1985","(Married) couple without C. ","Female","360","0.298060575931478","0.27224531478155","0.323875837081406","1"
"Big worries","1985","(Married) couple without C. ","Male","400","0.340035453282648","0.313254979231289","0.366815927334006","1"
"Big worries","1985","1-pers.-HH","Female","192","0.275198376258177","0.24189857974149","0.308498172774865","1"
"Big worries","1985","1-pers.-HH","Male","122","0.279390105127609","0.23865106859507","0.320129141660147","1"
"Big worries","1985","Couple + C. GT 16 ","Female","279","0.314744093670315","0.284402944574235","0.345085242766394","1"
"Big worries","1985","Couple + C. GT 16 ","Male","365","0.332760542647138","0.304889469369557","0.36063161592472","1"
"Big worries","1985","Couple + C. LE 16 ","Female","381","0.312343569144915","0.287380031104532","0.337307107185299","1"
"Big worries","1985","Couple + C. LE 16 ","Male","424","0.32812991914461","0.302914769767934","0.353345068521286","1"
