"plh0032","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Schleswig-Holstein","Male","57","0.304865400763985","0.238884869219282","0.370845932308689"
"Big worries","1984","Schleswig-Holstein","Female","59","0.287533281121333","0.224329751956918","0.350736810285748"
"Big worries","1984","Hamburg","Male","53","0.334402841636715","0.258903498930229","0.409902184343201"
"Big worries","1984","Hamburg","Female","49","0.302236471509829","0.230403169109266","0.374069773910392"
"Big worries","1984","Lower Saxony","Male","221","0.386149932846362","0.346997026622732","0.425302839069993"
"Big worries","1984","Lower Saxony","Female","210","0.325252627446269","0.288525320027367","0.361979934865172"
"Big worries","1984","Bremen","Male","40","0.656194055461146","0.538906846158263","0.773481264764028"
"Big worries","1984","Bremen","Female","36","0.485155029400495","0.367231070188222","0.603078988612768"
"Big worries","1984","North Rhine-Westphalia","Male","610","0.385307344723138","0.361468506805888","0.409146182640388"
"Big worries","1984","North Rhine-Westphalia","Female","569","0.360559254308084","0.337263515386788","0.383854993229379"
"Big worries","1984","Hesse","Male","186","0.31940533016473","0.282823018317099","0.35598764201236"
"Big worries","1984","Hesse","Female","158","0.264290102290555","0.229524672530525","0.299055532050584"
"Big worries","1984","Rhineland-Palatinate,Saarland","Male","152","0.379720946405272","0.333196010314123","0.426245882496421"
"Big worries","1984","Rhineland-Palatinate,Saarland","Female","156","0.372455850786453","0.326813395497294","0.418098306075612"
"Big worries","1984","Baden-Württemberg","Male","321","0.305132401015143","0.278201343537403","0.332063458492883"
"Big worries","1984","Baden-Württemberg","Female","296","0.275346424994332","0.249290526081141","0.301402323907523"
"Big worries","1984","Bavaria","Male","299","0.295609125231596","0.26712680189922","0.324091448563971"
"Big worries","1984","Bavaria","Female","301","0.271178347627138","0.244713366524052","0.297643328730225"
"Big worries","1984","Berlin","Male","68","0.314524759437031","0.249685464498587","0.379364054375474"
"Big worries","1984","Berlin","Female","64","0.285490005273717","0.224549440922081","0.346430569625352"
"Big worries","1984","Brandenburg","Male","","","",""
"Big worries","1984","Brandenburg","Female","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","Male","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","Female","","","",""
"Big worries","1984","Saxony","Male","","","",""
"Big worries","1984","Saxony","Female","","","",""
"Big worries","1984","Saxony-Anhalt","Male","","","",""
"Big worries","1984","Saxony-Anhalt","Female","","","",""
"Big worries","1984","Thuringia","Male","","","",""
"Big worries","1984","Thuringia","Female","","","",""
"Some worries","1984","Schleswig-Holstein","Male","101","0.539395529403515","0.467954939248305","0.610836119558725"
"Some worries","1984","Schleswig-Holstein","Female","111","0.557087965146706","0.487723729219025","0.626452201074386"
"Some worries","1984","Hamburg","Male","67","0.475757084179088","0.395835997810023","0.555678170548153"
"Some worries","1984","Hamburg","Female","82","0.537619547020898","0.459630157076797","0.615608936964998"
"Some worries","1984","Lower Saxony","Male","325","0.546062301147545","0.506024142890129","0.58610045940496"
"Some worries","1984","Lower Saxony","Female","348","0.568705699463191","0.529878261700764","0.607533137225617"
"Some worries","1984","Bremen","Male","19","","",""
"Some worries","1984","Bremen","Female","22","","",""
"Some worries","1984","North Rhine-Westphalia","Male","786","0.503751618910353","0.47926041106518","0.528242826755526"
"Some worries","1984","North Rhine-Westphalia","Female","831","0.514180546961152","0.489932135927706","0.538428957994597"
"Some worries","1984","Hesse","Male","324","0.534827860500141","0.49569247146896","0.573963249531321"
"Some worries","1984","Hesse","Female","343","0.583242499971343","0.544371998190994","0.622113001751692"
"Some worries","1984","Rhineland-Palatinate,Saarland","Male","229","0.544382920550032","0.496639646969827","0.592126194130238"
"Some worries","1984","Rhineland-Palatinate,Saarland","Female","223","0.522246636652975","0.47508931202022","0.569403961285731"
"Some worries","1984","Baden-Württemberg","Male","591","0.54080724691063","0.511661380034843","0.569953113786417"
"Some worries","1984","Baden-Württemberg","Female","602","0.548485469870882","0.519457307144697","0.577513632597066"
"Some worries","1984","Bavaria","Male","566","0.586492799973415","0.555754311063606","0.617231288883224"
"Some worries","1984","Bavaria","Female","609","0.56168045378962","0.532142968097398","0.591217939481841"
"Some worries","1984","Berlin","Male","106","0.545436061336071","0.475904114160899","0.614968008511243"
"Some worries","1984","Berlin","Female","116","0.572121135121418","0.505361911609179","0.638880358633658"
"Some worries","1984","Brandenburg","Male","","","",""
"Some worries","1984","Brandenburg","Female","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","Male","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","Female","","","",""
"Some worries","1984","Saxony","Male","","","",""
"Some worries","1984","Saxony","Female","","","",""
"Some worries","1984","Saxony-Anhalt","Male","","","",""
"Some worries","1984","Saxony-Anhalt","Female","","","",""
"Some worries","1984","Thuringia","Male","","","",""
"Some worries","1984","Thuringia","Female","","","",""
"No worries","1984","Schleswig-Holstein","Male","29","","",""
"No worries","1984","Schleswig-Holstein","Female","27","","",""
"No worries","1984","Hamburg","Male","30","0.189840074184197","0.127080239989362","0.252599908379032"
"No worries","1984","Hamburg","Female","26","","",""
"No worries","1984","Lower Saxony","Male","48","0.0677877660060928","0.0475721058335976","0.0880034261785879"
"No worries","1984","Lower Saxony","Female","67","0.10604167309054","0.0819034662190606","0.130179879962019"
"No worries","1984","Bremen","Male","4","","",""
"No worries","1984","Bremen","Female","11","","",""
"No worries","1984","North Rhine-Westphalia","Male","205","0.110941036366509","0.0955572295768911","0.126324843156126"
"No worries","1984","North Rhine-Westphalia","Female","232","0.125260198730765","0.109200625287412","0.141319772174118"
"No worries","1984","Hesse","Male","114","0.145766809335129","0.118079972530119","0.17345364614014"
"No worries","1984","Hesse","Female","117","0.152467397738102","0.124126046386333","0.18080874908987"
"No worries","1984","Rhineland-Palatinate,Saarland","Male","37","0.0758961330446955","0.0505080349098633","0.101284231179528"
"No worries","1984","Rhineland-Palatinate,Saarland","Female","52","0.105297512560571","0.0763202180797143","0.134274807041429"
"No worries","1984","Baden-Württemberg","Male","211","0.154060352074227","0.132946214548322","0.175174489600131"
"No worries","1984","Baden-Württemberg","Female","231","0.176168105134786","0.153946058099587","0.198390152169986"
"No worries","1984","Bavaria","Male","121","0.117898074794989","0.0977690666679086","0.138027082922069"
"No worries","1984","Bavaria","Female","174","0.167141198583242","0.144930567641003","0.189351829525481"
"No worries","1984","Berlin","Male","23","","",""
"No worries","1984","Berlin","Female","31","0.142388859604865","0.0952379499009591","0.189539769308771"
"No worries","1984","Brandenburg","Male","","","",""
"No worries","1984","Brandenburg","Female","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","Male","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","Female","","","",""
"No worries","1984","Saxony","Male","","","",""
"No worries","1984","Saxony","Female","","","",""
"No worries","1984","Saxony-Anhalt","Male","","","",""
"No worries","1984","Saxony-Anhalt","Female","","","",""
"No worries","1984","Thuringia","Male","","","",""
"No worries","1984","Thuringia","Female","","","",""
"Big worries","1985","Schleswig-Holstein","Male","63","0.366658860747372","0.293789763037168","0.439527958457576"
"Big worries","1985","Schleswig-Holstein","Female","62","0.367471621619507","0.296446273957966","0.438496969281047"
"Big worries","1985","Hamburg","Male","39","0.258176373068926","0.184894529599951","0.331458216537901"
"Big worries","1985","Hamburg","Female","49","0.368869307346883","0.288074450084772","0.449664164608994"
"Big worries","1985","Lower Saxony","Male","207","0.396818056242453","0.355361704646039","0.438274407838867"
"Big worries","1985","Lower Saxony","Female","189","0.331971229215503","0.292862986641876","0.371079471789129"
"Big worries","1985","Bremen","Male","25","","",""
"Big worries","1985","Bremen","Female","26","","",""
"Big worries","1985","North Rhine-Westphalia","Male","478","0.33773118081018","0.313438796852096","0.362023564768263"
"Big worries","1985","North Rhine-Westphalia","Female","447","0.312363065804742","0.288671222058735","0.33605490955075"
"Big worries","1985","Hesse","Male","158","0.293051780019124","0.255553973842027","0.330549586196221"
"Big worries","1985","Hesse","Female","132","0.259498829291094","0.223224679957338","0.29577297862485"
"Big worries","1985","Rhineland-Palatinate,Saarland","Male","129","0.356199041905177","0.307987539130341","0.404410544680013"
"Big worries","1985","Rhineland-Palatinate,Saarland","Female","122","0.321174959417414","0.274774417106799","0.36757550172803"
"Big worries","1985","Baden-Württemberg","Male","298","0.305462614434484","0.277209777284433","0.333715451584535"
"Big worries","1985","Baden-Württemberg","Female","243","0.245827673954249","0.21939070378358","0.272264644124918"
"Big worries","1985","Bavaria","Male","254","0.293525184064106","0.26382389880597","0.323226469322241"
"Big worries","1985","Bavaria","Female","244","0.256723631975202","0.229304489403959","0.284142774546445"
"Big worries","1985","Berlin","Male","49","0.263634347654107","0.198724705471343","0.328543989836871"
"Big worries","1985","Berlin","Female","51","0.255600978096094","0.193577596172237","0.317624360019951"
"Big worries","1985","Brandenburg","Male","","","",""
"Big worries","1985","Brandenburg","Female","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Big worries","1985","Saxony","Male","","","",""
"Big worries","1985","Saxony","Female","","","",""
"Big worries","1985","Saxony-Anhalt","Male","","","",""
"Big worries","1985","Saxony-Anhalt","Female","","","",""
"Big worries","1985","Thuringia","Male","","","",""
"Big worries","1985","Thuringia","Female","","","",""
"Some worries","1985","Schleswig-Holstein","Male","87","0.519327141377768","0.443776394760816","0.594877887994721"
"Some worries","1985","Schleswig-Holstein","Female","100","0.550344331689938","0.477058715637951","0.623629947741925"
"Some worries","1985","Hamburg","Male","80","0.606390352367841","0.524582156280756","0.688198548454927"
"Some worries","1985","Hamburg","Female","68","0.507712160315994","0.423996608510723","0.591427712121266"
"Some worries","1985","Lower Saxony","Male","281","0.530928834570802","0.488641654540187","0.573216014601417"
"Some worries","1985","Lower Saxony","Female","316","0.560490119747979","0.519271941278239","0.60170829821772"
"Some worries","1985","Bremen","Male","24","","",""
"Some worries","1985","Bremen","Female","24","","",""
"Some worries","1985","North Rhine-Westphalia","Male","779","0.538832591656854","0.513227659152074","0.564437524161634"
"Some worries","1985","North Rhine-Westphalia","Female","820","0.567866883821006","0.542543515616433","0.593190252025579"
"Some worries","1985","Hesse","Male","305","0.558107123084775","0.517194515660394","0.599019730509156"
"Some worries","1985","Hesse","Female","318","0.561513381840551","0.520452819987851","0.602573943693252"
"Some worries","1985","Rhineland-Palatinate,Saarland","Male","205","0.536342766605602","0.486137622299725","0.586547910911479"
"Some worries","1985","Rhineland-Palatinate,Saarland","Female","206","0.530023500021442","0.480426098417216","0.579620901625669"
"Some worries","1985","Baden-Württemberg","Male","549","0.56574024555176","0.535337097908894","0.596143393194627"
"Some worries","1985","Baden-Württemberg","Female","559","0.573337924401495","0.542970472322487","0.603705376480503"
"Some worries","1985","Bavaria","Male","530","0.590169947872803","0.55809288008035","0.622247015665255"
"Some worries","1985","Bavaria","Female","573","0.587285718340398","0.5563831018771","0.618188334803696"
"Some worries","1985","Berlin","Male","107","0.608552679796468","0.536649646880951","0.680455712711984"
"Some worries","1985","Berlin","Female","109","0.596627134499244","0.526872007901559","0.666382261096929"
"Some worries","1985","Brandenburg","Male","","","",""
"Some worries","1985","Brandenburg","Female","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Some worries","1985","Saxony","Male","","","",""
"Some worries","1985","Saxony","Female","","","",""
"Some worries","1985","Saxony-Anhalt","Male","","","",""
"Some worries","1985","Saxony-Anhalt","Female","","","",""
"Some worries","1985","Thuringia","Male","","","",""
"Some worries","1985","Thuringia","Female","","","",""
"No worries","1985","Schleswig-Holstein","Male","18","","",""
"No worries","1985","Schleswig-Holstein","Female","15","","",""
"No worries","1985","Hamburg","Male","18","","",""
"No worries","1985","Hamburg","Female","20","","",""
"No worries","1985","Lower Saxony","Male","47","0.0722531091867454","0.050314240740529","0.0941919776329617"
"No worries","1985","Lower Saxony","Female","52","0.107538651036518","0.0818111565422057","0.13326614553083"
"No worries","1985","Bremen","Male","4","","",""
"No worries","1985","Bremen","Female","10","","",""
"No worries","1985","North Rhine-Westphalia","Male","199","0.123436227532967","0.106540360519778","0.140332094546155"
"No worries","1985","North Rhine-Westphalia","Female","203","0.119770050374252","0.103171826790764","0.136368273957739"
"No worries","1985","Hesse","Male","103","0.148841096896101","0.119518216463148","0.178163977329055"
"No worries","1985","Hesse","Female","111","0.178987788868355","0.147266328694149","0.21070924904256"
"No worries","1985","Rhineland-Palatinate,Saarland","Male","45","0.107458191489221","0.0762791662277687","0.138637216750673"
"No worries","1985","Rhineland-Palatinate,Saarland","Female","61","0.148801540561143","0.113435013195534","0.184168067926753"
"No worries","1985","Baden-Württemberg","Male","174","0.128797140013755","0.10825016106689","0.14934411896062"
"No worries","1985","Baden-Württemberg","Female","217","0.180834401644256","0.157203114439317","0.204465688849195"
"No worries","1985","Bavaria","Male","119","0.116304868063092","0.0953948506908769","0.137214885435307"
"No worries","1985","Bavaria","Female","158","0.1559906496844","0.133215109010548","0.178766190358252"
"No worries","1985","Berlin","Male","21","","",""
"No worries","1985","Berlin","Female","30","0.147771887404662","0.0973121334144523","0.198231641394872"
"No worries","1985","Brandenburg","Male","","","",""
"No worries","1985","Brandenburg","Female","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Male","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Female","","","",""
"No worries","1985","Saxony","Male","","","",""
"No worries","1985","Saxony","Female","","","",""
"No worries","1985","Saxony-Anhalt","Male","","","",""
"No worries","1985","Saxony-Anhalt","Female","","","",""
"No worries","1985","Thuringia","Male","","","",""
