"plh0032","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","66 and older","college entrance qualification","28","","",""
"Big worries","1985","66 and older","Other degree","1","","",""
"Big worries","1985","66 and older","no degree/no degree yet","1","","",""
"Some worries","1985","16-34 y.","lower secondary degree","893","0.573043708429747","0.548919814467057","0.597167602392437"
"Some worries","1985","16-34 y.","secondary school degree","569","0.594305403009307","0.56343662697618","0.625174179042433"
"Some worries","1985","16-34 y.","college entrance qualification","372","0.58666690372154","0.548456323130294","0.624877484312787"
"Some worries","1985","16-34 y.","Other degree","214","0.504742916097287","0.455499183722038","0.553986648472535"
"Some worries","1985","16-34 y.","no degree/no degree yet","235","0.562584412398559","0.515422153161677","0.609746671635442"
"Some worries","1985","35-65 y.","lower secondary degree","1648","0.54783423165778","0.52999758094897","0.56567088236659"
"Some worries","1985","35-65 y.","secondary school degree","444","0.60048544006387","0.564832394498437","0.636138485629303"
"Some worries","1985","35-65 y.","college entrance qualification","326","0.660195651061123","0.618596524155003","0.701794777967242"
"Some worries","1985","35-65 y.","Other degree","398","0.502482228365563","0.467942827222969","0.537021629508157"
"Some worries","1985","35-65 y.","no degree/no degree yet","306","0.474353948142735","0.435361924111547","0.513345972173922"
"Some worries","1985","66 and older","lower secondary degree","409","0.5004882344014","0.466139899723034","0.534836569079766"
"Some worries","1985","66 and older","secondary school degree","101","0.622265971439972","0.548954061917936","0.695577880962008"
"Some worries","1985","66 and older","college entrance qualification","47","0.529629567069996","0.424141099427486","0.635118034712505"
"Some worries","1985","66 and older","Other degree","3","","",""
"Some worries","1985","66 and older","no degree/no degree yet","10","","",""
"No worries","1985","16-34 y.","lower secondary degree","248","0.122030705645931","0.10606691393408","0.137994497357781"
"No worries","1985","16-34 y.","secondary school degree","135","0.134319021678815","0.112882088414742","0.155755954942888"
"No worries","1985","16-34 y.","college entrance qualification","62","0.0943249604391998","0.0716452624579414","0.117004658420458"
"No worries","1985","16-34 y.","Other degree","70","0.176992431987104","0.13940178843944","0.214583075534769"
"No worries","1985","16-34 y.","no degree/no degree yet","106","0.226425788225812","0.186636372506959","0.266215203944666"
"No worries","1985","35-65 y.","lower secondary degree","247","0.084171394596537","0.0742212532967663","0.0941215358963078"
"No worries","1985","35-65 y.","secondary school degree","58","0.0829076161204895","0.0628359767633842","0.102979255477595"
"No worries","1985","35-65 y.","college entrance qualification","48","0.0967371538416383","0.0707752136054003","0.122699094077876"
"No worries","1985","35-65 y.","Other degree","194","0.240251781510038","0.210738445358545","0.269765117661532"
"No worries","1985","35-65 y.","no degree/no degree yet","174","0.270004532474082","0.235336960538015","0.304672104410148"
"No worries","1985","66 and older","lower secondary degree","193","0.243566755976362","0.214079782571939","0.273053729380785"
"No worries","1985","66 and older","secondary school degree","30","0.175151396635283","0.117675285720519","0.232627507550046"
"No worries","1985","66 and older","college entrance qualification","11","","",""
"No worries","1985","66 and older","Other degree","3","","",""
"No worries","1985","66 and older","no degree/no degree yet","5","","",""
"Big worries","1986","16-34 y.","lower secondary degree","310","0.209592546796535","0.189510497795945","0.229674595797125"
"Big worries","1986","16-34 y.","secondary school degree","146","0.14760677243161","0.12513355470299","0.17007999016023"
"Big worries","1986","16-34 y.","college entrance qualification","121","0.182164083988094","0.152981219318904","0.211346948657284"
"Big worries","1986","16-34 y.","Other degree","68","0.184466959379004","0.143657256894946","0.225276661863062"
"Big worries","1986","16-34 y.","no degree/no degree yet","61","0.157657023807318","0.122296462456613","0.193017585158023"
"Big worries","1986","35-65 y.","lower secondary degree","645","0.237039993381359","0.22122876843217","0.252851218330549"
"Big worries","1986","35-65 y.","secondary school degree","115","0.164754738096617","0.137155676058982","0.192353800134251"
"Big worries","1986","35-65 y.","college entrance qualification","67","0.13996865218865","0.109279854373033","0.170657450004267"
"Big worries","1986","35-65 y.","Other degree","144","0.175116569635884","0.14882901254107","0.201404126730698"
"Big worries","1986","35-65 y.","no degree/no degree yet","94","0.163294495502477","0.13354409407827","0.193044896926685"
"Big worries","1986","66 and older","lower secondary degree","125","0.162559117608008","0.136047002959659","0.189071232256358"
"Big worries","1986","66 and older","secondary school degree","18","","",""
"Big worries","1986","66 and older","college entrance qualification","16","","",""
"Big worries","1986","66 and older","Other degree","1","","",""
"Big worries","1986","66 and older","no degree/no degree yet","","","",""
"Some worries","1986","16-34 y.","lower secondary degree","926","0.589490750720414","0.565219365531468","0.613762135909359"
"Some worries","1986","16-34 y.","secondary school degree","563","0.589495720222683","0.55832898618116","0.620662454264207"
"Some worries","1986","16-34 y.","college entrance qualification","385","0.575054356129086","0.537679064146383","0.61242964811179"
"Some worries","1986","16-34 y.","Other degree","192","0.591554348236672","0.539835622311936","0.643273074161407"
"Some worries","1986","16-34 y.","no degree/no degree yet","206","0.498488548761137","0.449972432340944","0.54700466518133"
"Some worries","1986","35-65 y.","lower secondary degree","1659","0.593820438220278","0.575560873451972","0.612080002988584"
"Some worries","1986","35-65 y.","secondary school degree","444","0.637843605654129","0.602085579502304","0.673601631805953"
"Some worries","1986","35-65 y.","college entrance qualification","310","0.615632051624497","0.572605004819188","0.658659098429807"
"Some worries","1986","35-65 y.","Other degree","441","0.568602028908525","0.534346271844978","0.602857785972072"
"Some worries","1986","35-65 y.","no degree/no degree yet","314","0.504697764416694","0.464456503635835","0.544939025197554"
"Some worries","1986","66 and older","lower secondary degree","367","0.492476232402598","0.456552417193067","0.528400047612129"
"Some worries","1986","66 and older","secondary school degree","86","0.52786819437087","0.451695293400428","0.604041095341312"
"Some worries","1986","66 and older","college entrance qualification","43","0.493400022182093","0.387735052939565","0.599064991424621"
"Some worries","1986","66 and older","Other degree","4","","",""
"Some worries","1986","66 and older","no degree/no degree yet","8","","",""
"No worries","1986","16-34 y.","lower secondary degree","342","0.200916702483051","0.181147068035781","0.220686336930322"
"No worries","1986","16-34 y.","secondary school degree","248","0.262897507345707","0.235007457127585","0.290787557563828"
"No worries","1986","16-34 y.","college entrance qualification","166","0.24278155988282","0.210363882641564","0.275199237124076"
"No worries","1986","16-34 y.","Other degree","87","0.223978692384324","0.180113147430901","0.267844237337747"
"No worries","1986","16-34 y.","no degree/no degree yet","141","0.343854427431545","0.2977645640127","0.38994429085039"
"No worries","1986","35-65 y.","lower secondary degree","475","0.169139568398362","0.155201889171352","0.183077247625373"
"No worries","1986","35-65 y.","secondary school degree","135","0.197401656249255","0.167787941997679","0.22701537050083"
"No worries","1986","35-65 y.","college entrance qualification","114","0.244399296186853","0.20638880364049","0.282409788733215"
"No worries","1986","35-65 y.","Other degree","218","0.256281401455591","0.226085139475302","0.286477663435881"
"No worries","1986","35-65 y.","no degree/no degree yet","185","0.332007740080829","0.294104131048894","0.369911349112763"
"No worries","1986","66 and older","lower secondary degree","252","0.344964649989394","0.310807526573289","0.379121773405498"
"No worries","1986","66 and older","secondary school degree","61","0.363937694909482","0.290525287124498","0.437350102694467"
"No worries","1986","66 and older","college entrance qualification","27","","",""
"No worries","1986","66 and older","Other degree","1","","",""
"No worries","1986","66 and older","no degree/no degree yet","13","","",""
"Big worries","1987","16-34 y.","lower secondary degree","298","0.206318082992211","0.186326940406563","0.226309225577858"
"Big worries","1987","16-34 y.","secondary school degree","151","0.161696147346901","0.138502930976281","0.184889363717522"
"Big worries","1987","16-34 y.","college entrance qualification","92","0.144784242607175","0.11769111862067","0.17187736659368"
"Big worries","1987","16-34 y.","Other degree","46","0.185599782712108","0.143135105489633","0.228064459934583"
"Big worries","1987","16-34 y.","no degree/no degree yet","59","0.193056685848448","0.153214665495823","0.232898706201073"
"Big worries","1987","35-65 y.","lower secondary degree","662","0.246435373032117","0.230189732354679","0.262681013709555"
"Big worries","1987","35-65 y.","secondary school degree","126","0.195180717508134","0.16523682876354","0.225124606252728"
"Big worries","1987","35-65 y.","college entrance qualification","81","0.163601636714012","0.130646294983195","0.196556978444828"
"Big worries","1987","35-65 y.","Other degree","145","0.201621921902862","0.17394074820281","0.229303095602914"
"Big worries","1987","35-65 y.","no degree/no degree yet","90","0.194396360428647","0.162464306076813","0.22632841478048"
"Big worries","1987","66 and older","lower secondary degree","159","0.210827127884672","0.182128142007659","0.239526113761685"
"Big worries","1987","66 and older","secondary school degree","31","0.179628374558835","0.121580511623035","0.237676237494635"
"Big worries","1987","66 and older","college entrance qualification","15","","",""
"Big worries","1987","66 and older","Other degree","2","","",""
"Big worries","1987","66 and older","no degree/no degree yet","3","","",""
"Some worries","1987","16-34 y.","lower secondary degree","958","0.628389812599839","0.604516971875434","0.652262653324245"
"Some worries","1987","16-34 y.","secondary school degree","616","0.642764450968347","0.612577887673209","0.672951014263485"
"Some worries","1987","16-34 y.","college entrance qualification","422","0.654689087353256","0.618080473025027","0.691297701681485"
"Some worries","1987","16-34 y.","Other degree","187","0.563259076507064","0.509085663381503","0.617432489632626"
"Some worries","1987","16-34 y.","no degree/no degree yet","195","0.497084606047847","0.446613823612833","0.547555388482862"
"Some worries","1987","35-65 y.","lower secondary degree","1714","0.636734846567639","0.618604076631838","0.654865616503439"
"Some worries","1987","35-65 y.","secondary school degree","460","0.674989421330467","0.639602906586916","0.710375936074017"
"Some worries","1987","35-65 y.","college entrance qualification","324","0.667231176915704","0.625251906059092","0.709210447772315"
"Some worries","1987","35-65 y.","Other degree","436","0.539119332817734","0.504728077995438","0.57351058764003"
"Some worries","1987","35-65 y.","no degree/no degree yet","303","0.487958072555173","0.447624554869545","0.528291590240801"
"Some worries","1987","66 and older","lower secondary degree","380","0.489764448365609","0.454592517031772","0.524936379699447"
"Some worries","1987","66 and older","secondary school degree","88","0.510533015311237","0.434942541422202","0.586123489200273"
"Some worries","1987","66 and older","college entrance qualification","51","0.541266877119339","0.437743397011047","0.644790357227631"
"Some worries","1987","66 and older","Other degree","4","","",""
"Some worries","1987","66 and older","no degree/no degree yet","8","","",""
"No worries","1987","16-34 y.","lower secondary degree","318","0.16529210440795","0.146941978763531","0.183642230052369"
"No worries","1987","16-34 y.","secondary school degree","201","0.195539401684752","0.170554367833897","0.220524435535606"
"No worries","1987","16-34 y.","college entrance qualification","134","0.200526670039569","0.169698435863527","0.231354904215611"
"No worries","1987","16-34 y.","Other degree","89","0.251141140780827","0.203773792526023","0.298508489035631"
"No worries","1987","16-34 y.","no degree/no degree yet","123","0.309858708103705","0.263178984584906","0.356538431622504"
"No worries","1987","35-65 y.","lower secondary degree","327","0.116829780400244","0.104720340489623","0.128939220310866"
"No worries","1987","35-65 y.","secondary school degree","87","0.129829861161399","0.104435929698009","0.15522379262479"
"No worries","1987","35-65 y.","college entrance qualification","79","0.169167186370285","0.135767661130786","0.202566711609784"
"No worries","1987","35-65 y.","Other degree","226","0.259258745279404","0.229023653064035","0.289493837494773"
"No worries","1987","35-65 y.","no degree/no degree yet","197","0.31764556701618","0.280079260886679","0.355211873145682"
"No worries","1987","66 and older","lower secondary degree","237","0.299408423749719","0.267184257207318","0.331632590292121"
"No worries","1987","66 and older","secondary school degree","49","0.309838610129928","0.239912954365599","0.379764265894257"
"No worries","1987","66 and older","college entrance qualification","23","","",""
"No worries","1987","66 and older","Other degree","1","","",""
"No worries","1987","66 and older","no degree/no degree yet","8","","",""
"Big worries","1988","16-34 y.","lower secondary degree","384","0.270103134859823","0.247898274583923","0.292307995135724"
"Big worries","1988","16-34 y.","secondary school degree","184","0.194774181002135","0.169211454716045","0.220336907288225"
"Big worries","1988","16-34 y.","college entrance qualification","117","0.192400571859809","0.161144912394999","0.223656231324619"
"Big worries","1988","16-34 y.","Other degree","49","0.192613117417578","0.146749036417257","0.238477198417899"
"Big worries","1988","16-34 y.","no degree/no degree yet","62","0.193924604589206","0.151649689681148","0.236199519497265"
"Big worries","1988","35-65 y.","lower secondary degree","882","0.347209727640727","0.328749569467282","0.365669885814172"
"Big worries","1988","35-65 y.","secondary school degree","190","0.288973322974812","0.254547621364771","0.323399024584854"
"Big worries","1988","35-65 y.","college entrance qualification","116","0.241736575475548","0.203275107922869","0.280198043028228"
"Big worries","1988","35-65 y.","Other degree","160","0.224109867748507","0.194579809056634","0.25363992644038"
"Big worries","1988","35-65 y.","no degree/no degree yet","83","0.19072825967531","0.157591814078589","0.223864705272031"
"Big worries","1988","66 and older","lower secondary degree","217","0.297271672633581","0.264669607641533","0.329873737625629"
"Big worries","1988","66 and older","secondary school degree","36","0.20791092593479","0.146546154942341","0.26927569692724"
"Big worries","1988","66 and older","college entrance qualification","22","","",""
"Big worries","1988","66 and older","Other degree","2","","",""
"Big worries","1988","66 and older","no degree/no degree yet","3","","",""
"Some worries","1988","16-34 y.","lower secondary degree","901","0.595769314931284","0.571227527646139","0.620311102216429"
"Some worries","1988","16-34 y.","secondary school degree","590","0.654851057659217","0.624163864245744","0.68553825107269"
"Some worries","1988","16-34 y.","college entrance qualification","399","0.657328852973895","0.619696826731155","0.694960879216636"
"Some worries","1988","16-34 y.","Other degree","169","0.56993419171837","0.51235457958517","0.62751380385157"
"Some worries","1988","16-34 y.","no degree/no degree yet","182","0.545891796156084","0.492655061442697","0.599128530869471"
"Some worries","1988","35-65 y.","lower secondary degree","1460","0.573515203371977","0.554338370499311","0.592692036244642"
"Some worries","1988","35-65 y.","secondary school degree","423","0.632405216054702","0.595787321628188","0.669023110481217"
"Some worries","1988","35-65 y.","college entrance qualification","303","0.632718706168992","0.589412578018117","0.676024834319867"
"Some worries","1988","35-65 y.","Other degree","452","0.583554466411637","0.548644172175753","0.618464760647521"
"Some worries","1988","35-65 y.","no degree/no degree yet","311","0.558785085004615","0.516905853236881","0.600664316772349"
"Some worries","1988","66 and older","lower secondary degree","354","0.455614998465982","0.420090602924224","0.491139394007739"
"Some worries","1988","66 and older","secondary school degree","103","0.628805746608835","0.555750346568244","0.701861146649426"
"Some worries","1988","66 and older","college entrance qualification","48","0.550470918519096","0.445942458729888","0.654999378308304"
"Some worries","1988","66 and older","Other degree","5","","",""
"Some worries","1988","66 and older","no degree/no degree yet","8","","",""
"No worries","1988","16-34 y.","lower secondary degree","251","0.134127550208893","0.11708484860342","0.151170251814366"
"No worries","1988","16-34 y.","secondary school degree","148","0.150374761338648","0.127302837549138","0.173446685128158"
"No worries","1988","16-34 y.","college entrance qualification","95","0.150270575166296","0.121936777452509","0.178604372880083"
"No worries","1988","16-34 y.","Other degree","66","0.237452690864052","0.187963441666569","0.286941940061534"
"No worries","1988","16-34 y.","no degree/no degree yet","92","0.260183599254709","0.213271983830959","0.30709521467846"
"No worries","1988","35-65 y.","lower secondary degree","213","0.0792750689872962","0.0687993001971267","0.0897508377774657"
"No worries","1988","35-65 y.","secondary school degree","53","0.0786214609704853","0.0581805344298106","0.0990623875111599"
"No worries","1988","35-65 y.","college entrance qualification","57","0.12554471835546","0.0957792554743175","0.155310181236602"
"No worries","1988","35-65 y.","Other degree","154","0.192335665839856","0.164424429675629","0.220246902004083"
"No worries","1988","35-65 y.","no degree/no degree yet","146","0.250486655320075","0.213941215510304","0.287032095129845"
"No worries","1988","66 and older","lower secondary degree","184","0.247113328900437","0.216346162165326","0.277880495635548"
"No worries","1988","66 and older","secondary school degree","29","","",""
"No worries","1988","66 and older","college entrance qualification","17","","",""
"No worries","1988","66 and older","Other degree","2","","",""
"No worries","1988","66 and older","no degree/no degree yet","9","","",""
"Big worries","1989","16-34 y.","lower secondary degree","264","0.183689043906174","0.164020591840593","0.203357495971754"
"Big worries","1989","16-34 y.","secondary school degree","122","0.128670699820465","0.106867763676195","0.150473635964734"
"Big worries","1989","16-34 y.","college entrance qualification","63","0.0949002712713786","0.0719783923876012","0.117822150155156"
"Big worries","1989","16-34 y.","Other degree","34","0.153188297878641","0.108271805376351","0.198104790380932"
"Big worries","1989","16-34 y.","no degree/no degree yet","45","0.13042822152754","0.0941477770864282","0.166708665968653"
"Big worries","1989","35-65 y.","lower secondary degree","559","0.233601602667523","0.216680572784833","0.250522632550213"
"Big worries","1989","35-65 y.","secondary school degree","86","0.137337241776351","0.110438160101596","0.164236323451105"
"Big worries","1989","35-65 y.","college entrance qualification","48","0.110690490340144","0.0824455576558565","0.138935423024432"
"Big worries","1989","35-65 y.","Other degree","141","0.209755874124954","0.180734037206396","0.238777711043513"
"Big worries","1989","35-65 y.","no degree/no degree yet","81","0.18171753142875","0.148413675890417","0.215021386967083"
"Big worries","1989","66 and older","lower secondary degree","124","0.181697630528696","0.153725973327203","0.20966928773019"
"Big worries","1989","66 and older","secondary school degree","27","","",""
"Big worries","1989","66 and older","college entrance qualification","9","","",""
"Big worries","1989","66 and older","Other degree","2","","",""
"Big worries","1989","66 and older","no degree/no degree yet","2","","",""
"Some worries","1989","16-34 y.","lower secondary degree","893","0.611631748618485","0.586876481760117","0.636387015476854"
"Some worries","1989","16-34 y.","secondary school degree","546","0.60625356219487","0.574439475311399","0.638067649078341"
"Some worries","1989","16-34 y.","college entrance qualification","375","0.604071167333705","0.565822096682963","0.642320237984446"
"Some worries","1989","16-34 y.","Other degree","141","0.556705012748406","0.494752547822481","0.618657477674332"
"Some worries","1989","16-34 y.","no degree/no degree yet","167","0.485668625773078","0.431826074890187","0.539511176655968"
"Some worries","1989","35-65 y.","lower secondary degree","1424","0.595276459274545","0.575647368808951","0.614905549740139"
"Some worries","1989","35-65 y.","secondary school degree","391","0.614290283362119","0.57625033830389","0.652330228420347"
"Some worries","1989","35-65 y.","college entrance qualification","291","0.608371664362515","0.564429599309581","0.652313729415449"
"Some worries","1989","35-65 y.","Other degree","429","0.549665264347823","0.514199929625688","0.585130599069958"
"Some worries","1989","35-65 y.","no degree/no degree yet","275","0.503716131647539","0.460534158241432","0.546898105053647"
"Some worries","1989","66 and older","lower secondary degree","398","0.534946186946245","0.498764124913675","0.571128248978816"
"Some worries","1989","66 and older","secondary school degree","72","0.447494120670446","0.370925168741443","0.524063072599448"
"Some worries","1989","66 and older","college entrance qualification","45","0.535774894391434","0.432163246922016","0.639386541860852"
"Some worries","1989","66 and older","Other degree","2","","",""
"Some worries","1989","66 and older","no degree/no degree yet","6","","",""
"No worries","1989","16-34 y.","lower secondary degree","332","0.204679207475341","0.184186054884467","0.225172360066215"
"No worries","1989","16-34 y.","secondary school degree","238","0.265075737984665","0.236335505675041","0.293815970294289"
"No worries","1989","16-34 y.","college entrance qualification","190","0.301028561394917","0.265152741450101","0.336904381339733"
"No worries","1989","16-34 y.","Other degree","72","0.290106689372952","0.233512085066369","0.346701293679535"
"No worries","1989","16-34 y.","no degree/no degree yet","119","0.383903152699382","0.331510615952243","0.436295689446521"
"No worries","1989","35-65 y.","lower secondary degree","419","0.171121938057932","0.156060731760061","0.186183144355802"
"No worries","1989","35-65 y.","secondary school degree","152","0.24837247486153","0.214606768557309","0.282138181165752"
"No worries","1989","35-65 y.","college entrance qualification","135","0.280937845297341","0.240475853315862","0.32139983727882"
"No worries","1989","35-65 y.","Other degree","186","0.240578861527223","0.210109927059372","0.271047795995073"
"No worries","1989","35-65 y.","no degree/no degree yet","159","0.31456633692371","0.274462741171261","0.35466993267616"
"No worries","1989","66 and older","lower secondary degree","208","0.283356182525058","0.250666952836444","0.316045412213673"
"No worries","1989","66 and older","secondary school degree","63","0.381750966053606","0.306940496723985","0.456561435383228"
"No worries","1989","66 and older","college entrance qualification","35","0.362465638511161","0.262594889439503","0.462336387582818"
"No worries","1989","66 and older","Other degree","4","","",""
"No worries","1989","66 and older","no degree/no degree yet","7","","",""
"Big worries","1990","16-34 y.","lower secondary degree","392","0.247656231007327","0.226512325029786","0.268800136984868"
"Big worries","1990","16-34 y.","secondary school degree","536","0.221639869682402","0.20400506717788","0.239274672186924"
"Big worries","1990","16-34 y.","college entrance qualification","144","0.146577002275086","0.12274404150243","0.170409963047743"
"Big worries","1990","16-34 y.","Other degree","38","0.159488343355965","0.11401208120243","0.204964605509499"
"Big worries","1990","16-34 y.","no degree/no degree yet","54","0.161725599543075","0.122702880709299","0.200748318376851"
"Big worries","1990","35-65 y.","lower secondary degree","1025","0.26483403257341","0.250298663823915","0.279369401322905"
"Big worries","1990","35-65 y.","secondary school degree","416","0.236639672829694","0.21401789061386","0.259261455045527"
"Big worries","1990","35-65 y.","college entrance qualification","208","0.191170048592697","0.163697480237763","0.218642616947631"
"Big worries","1990","35-65 y.","Other degree","124","0.186843089641252","0.159471182322483","0.21421499696002"
"Big worries","1990","35-65 y.","no degree/no degree yet","79","0.18869657270682","0.154772240896807","0.222620904516833"
"Big worries","1990","66 and older","lower secondary degree","209","0.184575925454553","0.161680979281863","0.207470871627243"
"Big worries","1990","66 and older","secondary school degree","31","0.122528531127447","0.0788008617020651","0.166256200552828"
"Big worries","1990","66 and older","college entrance qualification","13","","",""
"Big worries","1990","66 and older","Other degree","5","","",""
"Big worries","1990","66 and older","no degree/no degree yet","","","",""
"Some worries","1990","16-34 y.","lower secondary degree","855","0.537797916883296","0.513376102159212","0.562219731607379"
"Some worries","1990","16-34 y.","secondary school degree","1219","0.574479677732528","0.55348767596218","0.595471679502876"
"Some worries","1990","16-34 y.","college entrance qualification","417","0.484415152149441","0.450739048161588","0.518091256137293"
"Some worries","1990","16-34 y.","Other degree","137","0.558622928564761","0.496947428350368","0.620298428779154"
"Some worries","1990","16-34 y.","no degree/no degree yet","178","0.486914234614992","0.433941028756654","0.539887440473329"
"Some worries","1990","35-65 y.","lower secondary degree","1912","0.540155411404816","0.523737747311472","0.55657307549816"
"Some worries","1990","35-65 y.","secondary school degree","695","0.515854404671545","0.489255129005563","0.542453680337528"
"Some worries","1990","35-65 y.","college entrance qualification","390","0.505200894728065","0.470270199205638","0.540131590250491"
"Some worries","1990","35-65 y.","Other degree","434","0.544545691509517","0.509573815281496","0.579517567737537"
"Some worries","1990","35-65 y.","no degree/no degree yet","279","0.527281558762345","0.483994287999586","0.570568829525104"
"Some worries","1990","66 and older","lower secondary degree","554","0.481566030372336","0.452078732150998","0.511053328593674"
"Some worries","1990","66 and older","secondary school degree","115","0.532366221103926","0.46582674175345","0.598905700454402"
"Some worries","1990","66 and older","college entrance qualification","42","0.421231901753125","0.325410851885466","0.517052951620784"
"Some worries","1990","66 and older","Other degree","11","","",""
"Some worries","1990","66 and older","no degree/no degree yet","13","","",""
"No worries","1990","16-34 y.","lower secondary degree","354","0.214545852109377","0.194437665585356","0.234654038633399"
"No worries","1990","16-34 y.","secondary school degree","376","0.20388045258507","0.186775049827607","0.220985855342533"
"No worries","1990","16-34 y.","college entrance qualification","285","0.369007845575473","0.336492176932229","0.401523514218717"
