"plh0032","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Female","1898","0.314011493558794","0.302414756094254","0.325608231023334","1"
"Big worries","1984","Male","2007","0.346856623698206","0.334755533849323","0.35895771354709","1"
"No worries","1984","Female","968","0.142386678029277","0.133655254159818","0.151118101898737","3"
"No worries","1984","Male","822","0.11883867613651","0.110611480174239","0.127065872098781","3"
"Some worries","1984","Female","3287","0.543601828411929","0.531156194105769","0.556047462718089","2"
"Some worries","1984","Male","3114","0.534304700165284","0.521622615431521","0.546986784899047","2"
"Big worries","1985","Female","1565","0.292493352060146","0.280509055684646","0.304477648435645","1"
"Big worries","1985","Male","1700","0.325772029306393","0.313266195703819","0.338277862908968","1"
"No worries","1985","Female","877","0.142767948385398","0.133551707060283","0.151984189710513","3"
"No worries","1985","Male","748","0.118103405957913","0.109491636195806","0.126715175720019","3"
"Some worries","1985","Female","3093","0.564738699554456","0.551677349147448","0.577800049961464","2"
"Some worries","1985","Male","2947","0.556124564735694","0.542866841104683","0.569382288366705","2"
"Big worries","1986","Female","943","0.187661742520742","0.177132303873044","0.198191181168441","1"
"Big worries","1986","Male","1021","0.194463501623029","0.183714348104828","0.20521265514123","1"
"No worries","1986","Female","1249","0.234450616727804","0.223025485742442","0.245875747713166","3"
"No worries","1986","Male","1259","0.234995788048313","0.223480506643264","0.246511069453361","3"
"Some worries","1986","Female","3090","0.577887640751454","0.564568241723319","0.591207039779588","2"
"Some worries","1986","Male","2928","0.570540710328659","0.55709706881226","0.583984351845057","2"
"Big worries","1987","Female","1033","0.213543491953171","0.202419949848641","0.224667034057701","1"
"Big worries","1987","Male","954","0.196741190940914","0.185887100992275","0.207595280889553","1"
"No worries","1987","Female","1085","0.190309398484628","0.179654428147297","0.200964368821959","3"
"No worries","1987","Male","1058","0.181273699668974","0.170755175968048","0.191792223369899","3"
"Some worries","1987","Female","3096","0.596147109562201","0.582828745059472","0.60946547406493","2"
"Some worries","1987","Male","3141","0.621985109390112","0.608745887304054","0.63522433147617","2"
"Big worries","1988","Female","1257","0.276023496759755","0.263637678509896","0.288409315009614","1"
"Big worries","1988","Male","1290","0.280638190116923","0.268075646306517","0.293200733927329","1"
"No worries","1988","Female","814","0.14421163676288","0.134478052746219","0.153945220779541","3"
"No worries","1988","Male","739","0.133704992516341","0.124189369398832","0.14322061563385","3"
"Some worries","1988","Female","2933","0.579764866477365","0.566088788554034","0.593440944400696","2"
"Some worries","1988","Male","2885","0.585656817366736","0.571883701047346","0.599429933686125","2"
"Big worries","1989","Female","843","0.185798960872032","0.17484934086727","0.196748580876795","1"
"Big worries","1989","Male","798","0.166708498294788","0.156080034619202","0.177336961970374","1"
"No worries","1989","Female","1109","0.21828977258486","0.206660536897008","0.229919008272712","3"
"No worries","1989","Male","1261","0.268260600283027","0.255626340210542","0.280894860355512","3"
"Some worries","1989","Female","2895","0.595911266543108","0.582096589060617","0.609725944025598","2"
"Some worries","1989","Male","2665","0.565030901422185","0.550893862659626","0.579167940184744","2"
"Big worries","1990","Female","1746","0.22854296910285","0.218759475120229","0.23832646308547","1"
"Big worries","1990","Male","1579","0.210697215951643","0.200972282676516","0.220422149226771","1"
"No worries","1990","Female","1441","0.223437687631041","0.213732128767572","0.233143246494509","3"
"No worries","1990","Male","1710","0.290068594508095","0.279246932538672","0.300890256477517","3"
"Some worries","1990","Female","3889","0.548019343266109","0.536423240718661","0.559615445813558","2"
"Some worries","1990","Male","3466","0.499234189540262","0.487310657878175","0.511157721202349","2"
"Big worries","1991","Female","1943","0.254730762010542","0.244480514225812","0.264981009795271","1"
"Big worries","1991","Male","1713","0.235763444281327","0.225538257879786","0.245988630682868","1"
"No worries","1991","Female","1114","0.170271131743205","0.161428619284188","0.179113644202223","3"
"No worries","1991","Male","1305","0.211571131890561","0.20173263937016","0.221409624410962","3"
"Some worries","1991","Female","3884","0.574998106246253","0.563368481311253","0.586627731181254","2"
"Some worries","1991","Male","3602","0.552665423828112","0.54068791560792","0.564642932048304","2"
"Big worries","1992","Female","1851","0.263121565095686","0.252681131728556","0.273561998462816","1"
"Big worries","1992","Male","1733","0.262785432022035","0.252031397840016","0.273539466204054","1"
"No worries","1992","Female","968","0.147589258781236","0.139179293298941","0.15599922426353","3"
"No worries","1992","Male","970","0.149071374528357","0.140369405961334","0.15777334309538","3"
"Some worries","1992","Female","4014","0.589289176123078","0.577624446225366","0.60095390602079","2"
"Some worries","1992","Male","3732","0.588143193449608","0.576118099532723","0.600168287366492","2"
"Big worries","1993","Female","2590","0.393978783329119","0.382307352094239","0.405650214563999","1"
"Big worries","1993","Male","2541","0.405954645809217","0.393887631757052","0.418021659861383","1"
"No worries","1993","Female","498","0.0741262370229805","0.0678686679889996","0.0803838060569614","3"
"No worries","1993","Male","413","0.0559988906666136","0.0503491667884957","0.0616486145447314","3"
"Some worries","1993","Female","3645","0.531894979647901","0.519976293634838","0.543813665660963","2"
"Some worries","1993","Male","3408","0.538046463524169","0.525795780660288","0.55029714638805","2"
"Big worries","1994","Female","2438","0.367463387714912","0.355895077033632","0.379031698396193","1"
"Big worries","1994","Male","2352","0.381771492044089","0.369687413971482","0.393855570116696","1"
"No worries","1994","Female","500","0.080146028741055","0.073630937233878","0.0866611202482319","3"
"No worries","1994","Male","439","0.0651143823559828","0.0589773987504204","0.0712513659615453","3"
"Some worries","1994","Female","3734","0.552390583544033","0.540459144888743","0.564322022199322","2"
"Some worries","1994","Male","3418","0.553114125599928","0.540747735290961","0.565480515908895","2"
