"plh0032","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","direct migration background","Female","417","0.279989814219637","0.257773241856084","0.30220638658319","1"
"Big worries","1984","direct migration background","Male","548","0.319094579900368","0.297555079854294","0.340634079946442","1"
"Big worries","1984","indirect migration background","Female","24","","","","1"
"Big worries","1984","indirect migration background","Male","18","","","","1"
"Big worries","1984","no migration background","Female","1457","0.316361046148312","0.302803416206664","0.329918676089959","1"
"Big worries","1984","no migration background","Male","1441","0.350362079686988","0.335730222426129","0.364993936947846","1"
"No worries","1984","indirect migration background","Female","9","","","","3"
"No worries","1984","indirect migration background","Male","12","","","","3"
"No worries","1984","direct migration background","Female","398","0.21711554216616","0.196715507209376","0.237515577122944","3"
"No worries","1984","no migration background","Male","432","0.110823709424541","0.101196165636927","0.120451253212155","3"
"No worries","1984","direct migration background","Male","378","0.188627888811521","0.170550092061269","0.206705685561772","3"
"No worries","1984","no migration background","Female","561","0.135354524924992","0.125381330178742","0.145327719671242","3"
"Some worries","1984","indirect migration background","Female","31","0.384651015180907","0.265457592810325","0.503844437551489","2"
"Some worries","1984","no migration background","Male","2211","0.538814210888472","0.52352578742914","0.554102634347803","2"
"Some worries","1984","direct migration background","Female","754","0.502894643614203","0.478154663536671","0.527634623691735","2"
"Some worries","1984","direct migration background","Male","873","0.492277531288111","0.469175471265687","0.515379591310536","2"
"Some worries","1984","indirect migration background","Male","30","0.632656768631481","0.510675662787223","0.75463787447574","2"
"Some worries","1984","no migration background","Female","2502","0.548284428926696","0.533776201313107","0.562792656540286","2"
"Big worries","1985","direct migration background","Female","291","0.215058973713734","0.193011061292533","0.237106886134935","1"
"Big worries","1985","direct migration background","Male","427","0.297744285148177","0.274928548975899","0.320560021320455","1"
"Big worries","1985","indirect migration background","Female","19","","","","1"
"Big worries","1985","indirect migration background","Male","14","","","","1"
"Big worries","1985","no migration background","Female","1255","0.300440414548304","0.286446701769822","0.314434127326787","1"
"Big worries","1985","no migration background","Male","1259","0.329367907969559","0.314399236896423","0.344336579042695","1"
"No worries","1985","indirect migration background","Female","16","","","","3"
"No worries","1985","indirect migration background","Male","15","","","","3"
"No worries","1985","no migration background","Male","409","0.111541935327551","0.1015156977062","0.121568172948902","3"
"No worries","1985","direct migration background","Female","351","0.212299312668339","0.190354843364811","0.234243781971867","3"
"No worries","1985","direct migration background","Male","324","0.173851880457134","0.154942217696541","0.192761543217727","3"
"No worries","1985","no migration background","Female","510","0.136251426000932","0.125780004932355","0.14672284706951","3"
"Some worries","1985","indirect migration background","Female","43","0.667801590786241","0.563275841722543","0.77232733984994","2"
"Some worries","1985","no migration background","Male","2119","0.55909015670289","0.543277084322361","0.574903229083419","2"
"Some worries","1985","direct migration background","Female","692","0.572641713617927","0.546095185428605","0.599188241807249","2"
"Some worries","1985","direct migration background","Male","792","0.528403834394689","0.503496156495987","0.553311512293392","2"
"Some worries","1985","indirect migration background","Male","36","0.596958369302104","0.477713860481034","0.716202878123174","2"
"Some worries","1985","no migration background","Female","2358","0.563308159450764","0.548168992326071","0.578447326575456","2"
"Big worries","1986","direct migration background","Female","174","0.120188227477971","0.102477391689024","0.137899063266918","1"
"Big worries","1986","direct migration background","Male","306","0.202919910560243","0.182735016204876","0.22310480491561","1"
"Big worries","1986","indirect migration background","Female","11","","","","1"
"Big worries","1986","indirect migration background","Male","8","","","","1"
"Big worries","1986","no migration background","Female","758","0.19487750009984","0.182453844501479","0.207301155698201","1"
"Big worries","1986","no migration background","Male","707","0.193638906878487","0.180748827740618","0.206528986016355","1"
"No worries","1986","indirect migration background","Male","19","","","","3"
"No worries","1986","no migration background","Male","848","0.235566854411372","0.22172413753962","0.249409571283125","3"
"No worries","1986","indirect migration background","Female","25","","","","3"
"No worries","1986","direct migration background","Female","403","0.320917460122554","0.295491862942352","0.346343057302756","3"
"No worries","1986","direct migration background","Male","392","0.234897358196335","0.213620275272577","0.256174441120093","3"
"No worries","1986","no migration background","Female","821","0.224814452265991","0.211721049758503","0.23790785477348","3"
"Some worries","1986","indirect migration background","Female","46","0.509967640253123","0.401768239785826","0.61816704072042","2"
"Some worries","1986","direct migration background","Male","827","0.562182731243422","0.537282787641749","0.587082674845095","2"
"Some worries","1986","indirect migration background","Male","46","0.702914655300966","0.598086347728628","0.807742962873304","2"
"Some worries","1986","no migration background","Male","2055","0.570794238710141","0.554648160494","0.586940316926283","2"
"Some worries","1986","direct migration background","Female","718","0.558894312399475","0.531851654099493","0.585936970699457","2"
"Some worries","1986","no migration background","Female","2326","0.580308047634169","0.564829429381809","0.595786665886529","2"
"Big worries","1987","direct migration background","Female","209","0.17027546119914","0.149756062400118","0.190794859998162","1"
"Big worries","1987","direct migration background","Male","255","0.184469237196056","0.164873482649756","0.204064991742356","1"
"Big worries","1987","indirect migration background","Female","15","","","","1"
"Big worries","1987","indirect migration background","Male","9","","","","1"
"Big worries","1987","no migration background","Female","809","0.218536171572061","0.205450135272375","0.231622207871748","1"
"Big worries","1987","no migration background","Male","690","0.198410529876239","0.185321249158536","0.211499810593941","1"
"No worries","1987","indirect migration background","Male","25","","","","3"
"No worries","1987","indirect migration background","Female","22","","","","3"
"No worries","1987","no migration background","Male","625","0.174241257486182","0.161791539605302","0.186690975367063","3"
"No worries","1987","direct migration background","Female","382","0.239862672859726","0.216552312013896","0.263173033705556","3"
"No worries","1987","direct migration background","Male","408","0.235314333235733","0.213883181723759","0.256745484747707","3"
"No worries","1987","no migration background","Female","681","0.185077313727192","0.172779531086253","0.19737509636813","3"
"Some worries","1987","indirect migration background","Female","57","0.646469980714661","0.549826737878866","0.743113223550455","2"
"Some worries","1987","direct migration background","Male","842","0.580216429568211","0.555282681288417","0.605150177848005","2"
"Some worries","1987","indirect migration background","Male","48","0.626314266724368","0.521603684153883","0.731024849294853","2"
"Some worries","1987","no migration background","Male","2251","0.627348212637579","0.611478708445249","0.643217716829909","2"
"Some worries","1987","direct migration background","Female","698","0.589861865941134","0.563010779164204","0.616712952718064","2"
"Some worries","1987","no migration background","Female","2341","0.596386514700747","0.580850531015053","0.611922498386442","2"
"Big worries","1988","direct migration background","Female","214","0.19260760660132","0.170737750983055","0.214477462219585","1"
"Big worries","1988","direct migration background","Male","306","0.247096249263323","0.224558847369705","0.26963365115694","1"
"Big worries","1988","indirect migration background","Female","20","","","","1"
"Big worries","1988","indirect migration background","Male","19","","","","1"
"Big worries","1988","no migration background","Female","1023","0.285113440033919","0.270444981603026","0.299781898464813","1"
"Big worries","1988","no migration background","Male","965","0.28548373995994","0.270302565209443","0.300664914710436","1"
"No worries","1988","indirect migration background","Male","27","","","","3"
"No worries","1988","indirect migration background","Female","31","0.222371268570014","0.146697635928423","0.298044901211605","3"
"No worries","1988","no migration background","Male","428","0.127439063917075","0.116230297937773","0.138647829896378","3"
"No worries","1988","direct migration background","Female","298","0.182551381244934","0.161127918645946","0.203974843843922","3"
"No worries","1988","direct migration background","Male","284","0.179410050509784","0.159361290221123","0.199458810798446","3"
"No worries","1988","no migration background","Female","485","0.139461674550082","0.128206049701862","0.150717299398302","3"
"Some worries","1988","indirect migration background","Female","65","0.536593276683386","0.445848241149773","0.627338312216998","2"
"Some worries","1988","direct migration background","Female","737","0.624841012153746","0.597990083340114","0.651691940967377","2"
"Some worries","1988","direct migration background","Male","817","0.573493700226893","0.547651582937863","0.599335817515923","2"
"Some worries","1988","no migration background","Male","2007","0.587077196122985","0.570527475301535","0.603626916944434","2"
"Some worries","1988","indirect migration background","Male","61","0.595433727432875","0.502436980986437","0.688430473879313","2"
"Some worries","1988","no migration background","Female","2131","0.575424885415999","0.559365509988664","0.591484260843333","2"
"Big worries","1989","direct migration background","Female","175","0.145233255896107","0.125478606175963","0.164987905616251","1"
