"plh0032","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Some worries","1984","secondary school degree","(Married) couple without C. ","238","0.552475408058162","0.505146106999395","0.59980470911693"
"Some worries","1984","secondary school degree","1-pers.-HH","151","0.610022240066123","0.548315127564217","0.671729352568028"
"Some worries","1984","secondary school degree","Couple + C. GT 16 ","212","0.57972808800718","0.529296628630902","0.630159547383459"
"Some worries","1984","secondary school degree","Couple + C. LE 16 ","269","0.576501433013782","0.531347525061715","0.62165534096585"
"Some worries","1984","secondary school degree","Couple + C. LE and GT 16","140","0.530797531581799","0.469664955116095","0.591930108047503"
"Some worries","1984","secondary school degree","Single parent ","48","0.501294692322337","0.401792930124198","0.600796454520476"
"Big worries","1985","college entrance qualification","(Married) couple without C. ","101","0.333262306702495","0.279832562011534","0.386692051393456"
"Big worries","1985","college entrance qualification","1-pers.-HH","51","0.25727285055479","0.197287578042408","0.317258123067171"
"Big worries","1985","college entrance qualification","Couple + C. GT 16 ","76","0.317692085282855","0.258165967124648","0.377218203441062"
"Big worries","1985","college entrance qualification","Couple + C. LE 16 ","70","0.254281086085467","0.202531337161122","0.306030835009813"
"Big worries","1985","college entrance qualification","Couple + C. LE and GT 16","24","","",""
"Big worries","1985","college entrance qualification","Single parent ","8","","",""
"Big worries","1985","lower secondary degree","(Married) couple without C. ","485","0.336354500628743","0.311754797601816","0.360954203655669"
"Big worries","1985","lower secondary degree","1-pers.-HH","169","0.291044341700562","0.253818957106814","0.328269726294309"
"Big worries","1985","lower secondary degree","Couple + C. GT 16 ","350","0.364413999448795","0.334297931033494","0.394530067864096"
"Big worries","1985","lower secondary degree","Couple + C. LE 16 ","386","0.34635733925136","0.318651868866776","0.374062809635945"
"Big worries","1985","lower secondary degree","Couple + C. LE and GT 16","191","0.31102502368335","0.275601189889917","0.346448857476782"
"Big worries","1985","lower secondary degree","Single parent ","74","0.276231626020768","0.22395212521225","0.328511126829286"
"Big worries","1985","no degree/no degree yet","(Married) couple without C. ","27","","",""
"Big worries","1985","no degree/no degree yet","1-pers.-HH","12","","",""
"Big worries","1985","no degree/no degree yet","Couple + C. GT 16 ","57","0.206003637648594","0.151433686577596","0.260573588719592"
"Big worries","1985","no degree/no degree yet","Couple + C. LE 16 ","61","0.212190118882471","0.164470515353109","0.259909722411833"
"Big worries","1985","no degree/no degree yet","Couple + C. LE and GT 16","51","0.185675459233873","0.140531288900228","0.230819629567518"
"Big worries","1985","no degree/no degree yet","Single parent ","14","","",""
"Big worries","1985","Other degree","(Married) couple without C. ","35","0.175374971099629","0.118040369232638","0.23270957296662"
"Big worries","1985","Other degree","1-pers.-HH","24","","",""
"Big worries","1985","Other degree","Couple + C. GT 16 ","46","0.358308490032275","0.279717679405777","0.436899300658772"
"Big worries","1985","Other degree","Couple + C. LE 16 ","147","0.319839543845897","0.278834086054742","0.360845001637051"
"Big worries","1985","Other degree","Couple + C. LE and GT 16","50","0.205340289832365","0.148932035405008","0.261748544259722"
"Big worries","1985","Other degree","Single parent ","10","","",""
"Big worries","1985","secondary school degree","(Married) couple without C. ","109","0.266457131397769","0.223131538057476","0.309782724738061"
"Big worries","1985","secondary school degree","1-pers.-HH","56","0.24250435019144","0.186251374888841","0.298757325494039"
"Big worries","1985","secondary school degree","Couple + C. GT 16 ","109","0.268754327051075","0.225201540960508","0.312307113141642"
"Big worries","1985","secondary school degree","Couple + C. LE 16 ","128","0.303377954618083","0.259722963117882","0.347032946118283"
"Big worries","1985","secondary school degree","Couple + C. LE and GT 16","66","0.297412544966573","0.237815639671551","0.357009450261596"
"Big worries","1985","secondary school degree","Single parent ","33","0.354745911534795","0.260501723811047","0.448990099258544"
"No worries","1985","college entrance qualification","(Married) couple without C. ","28","","",""
"No worries","1985","college entrance qualification","1-pers.-HH","25","","",""
"No worries","1985","college entrance qualification","Couple + C. GT 16 ","23","","",""
"No worries","1985","college entrance qualification","Couple + C. LE 16 ","27","","",""
"No worries","1985","college entrance qualification","Couple + C. LE and GT 16","8","","",""
"No worries","1985","college entrance qualification","Single parent ","4","","",""
"No worries","1985","lower secondary degree","(Married) couple without C. ","180","0.130316948562055","0.112788474098634","0.147845423025476"
"No worries","1985","lower secondary degree","1-pers.-HH","119","0.222826715930822","0.188723711778954","0.256929720082691"
"No worries","1985","lower secondary degree","Couple + C. GT 16 ","88","0.0748733050404818","0.0584039081412323","0.0913427019397313"
"No worries","1985","lower secondary degree","Couple + C. LE 16 ","94","0.0747720137972893","0.059456659245812","0.0900873683487666"
"No worries","1985","lower secondary degree","Couple + C. LE and GT 16","92","0.099359205749718","0.076467611784731","0.122250799714705"
"No worries","1985","lower secondary degree","Single parent ","38","0.123458245536523","0.084995411063694","0.161921080009353"
"No worries","1985","no degree/no degree yet","(Married) couple without C. ","27","","",""
"No worries","1985","no degree/no degree yet","1-pers.-HH","24","","",""
"No worries","1985","no degree/no degree yet","Couple + C. GT 16 ","51","0.227854755576594","0.171258797986134","0.284450713167055"
"No worries","1985","no degree/no degree yet","Couple + C. LE 16 ","65","0.238639330464706","0.18888971057162","0.288388950357793"
"No worries","1985","no degree/no degree yet","Couple + C. LE and GT 16","84","0.280038915484864","0.227908718524308","0.33216911244542"
"No worries","1985","no degree/no degree yet","Single parent ","11","","",""
"No worries","1985","Other degree","(Married) couple without C. ","49","0.284348167774395","0.216336903272878","0.352359432275912"
"No worries","1985","Other degree","1-pers.-HH","28","","",""
"No worries","1985","Other degree","Couple + C. GT 16 ","33","0.228267210648901","0.159475625849253","0.297058795448549"
"No worries","1985","Other degree","Couple + C. LE 16 ","69","0.130622132866192","0.100995481161274","0.16024878457111"
"No worries","1985","Other degree","Couple + C. LE and GT 16","53","0.257421473480335","0.196368255853876","0.318474691106794"
"No worries","1985","Other degree","Single parent ","16","","",""
"No worries","1985","secondary school degree","(Married) couple without C. ","51","0.124713964858562","0.0923359186676084","0.157092011049515"
"No worries","1985","secondary school degree","1-pers.-HH","32","0.146879254020946","0.100419047052294","0.193339460989598"
"No worries","1985","secondary school degree","Couple + C. GT 16 ","50","0.126205425088392","0.093580446226198","0.158830403950585"
"No worries","1985","secondary school degree","Couple + C. LE 16 ","39","0.0934359585349988","0.065798407435137","0.121073509634861"
"No worries","1985","secondary school degree","Couple + C. LE and GT 16","29","","",""
"No worries","1985","secondary school degree","Single parent ","12","","",""
"Some worries","1985","college entrance qualification","(Married) couple without C. ","170","0.575971604683031","0.519955809729371","0.631987399636692"
"Some worries","1985","college entrance qualification","1-pers.-HH","128","0.623518291208869","0.55703239199053","0.690004190427209"
"Some worries","1985","college entrance qualification","Couple + C. GT 16 ","136","0.592210705438798","0.529380251562064","0.655041159315532"
"Some worries","1985","college entrance qualification","Couple + C. LE 16 ","175","0.636516054034323","0.579353590552624","0.693678517516022"
"Some worries","1985","college entrance qualification","Couple + C. LE and GT 16","47","0.567526738348431","0.458280286663758","0.676773190033104"
"Some worries","1985","college entrance qualification","Single parent ","35","0.751950788981706","0.628480405579686","0.875421172383726"
"Some worries","1985","lower secondary degree","(Married) couple without C. ","752","0.533328550809202","0.507352914291144","0.559304187327261"
"Some worries","1985","lower secondary degree","1-pers.-HH","284","0.486128942368616","0.445169607586232","0.527088277151001"
"Some worries","1985","lower secondary degree","Couple + C. GT 16 ","543","0.560712695510724","0.529655795191394","0.591769595830053"
"Some worries","1985","lower secondary degree","Couple + C. LE 16 ","653","0.57887064695135","0.550121056873392","0.607620237029309"
"Some worries","1985","lower secondary degree","Couple + C. LE and GT 16","373","0.589615770566932","0.551973479509696","0.627258061624169"
"Some worries","1985","lower secondary degree","Single parent ","169","0.600310128442708","0.54303786619769","0.657582390687726"
"Some worries","1985","no degree/no degree yet","(Married) couple without C. ","52","0.530123227266739","0.435111860938051","0.625134593595426"
"Some worries","1985","no degree/no degree yet","1-pers.-HH","25","","",""
"Some worries","1985","no degree/no degree yet","Couple + C. GT 16 ","103","0.566141606774812","0.499269746973997","0.633013466575627"
"Some worries","1985","no degree/no degree yet","Couple + C. LE 16 ","156","0.549170550652822","0.491096342659512","0.607244758646133"
"Some worries","1985","no degree/no degree yet","Couple + C. LE and GT 16","150","0.534285625281263","0.476373136715785","0.59219811384674"
"Some worries","1985","no degree/no degree yet","Single parent ","29","","",""
"Some worries","1985","Other degree","(Married) couple without C. ","85","0.540276861125976","0.465138606206135","0.615415116045817"
"Some worries","1985","Other degree","1-pers.-HH","39","0.409211084472124","0.308188782926205","0.510233386018043"
"Some worries","1985","Other degree","Couple + C. GT 16 ","64","0.413424299318824","0.332711928220147","0.494136670417502"
"Some worries","1985","Other degree","Couple + C. LE 16 ","281","0.549538323287911","0.505796406172192","0.593280240403631"
"Some worries","1985","Other degree","Couple + C. LE and GT 16","94","0.537238236687299","0.467611319122584","0.606865154252014"
"Some worries","1985","Other degree","Single parent ","19","","",""
"Some worries","1985","secondary school degree","(Married) couple without C. ","240","0.60882890374367","0.561004550559834","0.656653256927505"
"Some worries","1985","secondary school degree","1-pers.-HH","135","0.610616395787614","0.54661805412899","0.674614737446237"
"Some worries","1985","secondary school degree","Couple + C. GT 16 ","239","0.605040247860533","0.557014392511254","0.653066103209812"
"Some worries","1985","secondary school degree","Couple + C. LE 16 ","259","0.603186086846919","0.556727885191242","0.649644288502596"
"Some worries","1985","secondary school degree","Couple + C. LE and GT 16","131","0.568341184205228","0.503765540673439","0.632916827737016"
"Some worries","1985","secondary school degree","Single parent ","54","0.541765298556571","0.443617610713451","0.63991298639969"
"Big worries","1986","college entrance qualification","(Married) couple without C. ","33","0.106574057083856","0.0714807016218086","0.141667412545903"
"Big worries","1986","college entrance qualification","1-pers.-HH","37","0.191771248701475","0.138009501213072","0.245532996189879"
"Big worries","1986","college entrance qualification","Couple + C. GT 16 ","48","0.194036564690549","0.145113834148103","0.242959295232996"
"Big worries","1986","college entrance qualification","Couple + C. LE 16 ","46","0.163000026594329","0.119736129684837","0.206263923503821"
"Big worries","1986","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"Big worries","1986","college entrance qualification","Single parent ","6","","",""
"Big worries","1986","lower secondary degree","(Married) couple without C. ","301","0.222788135090415","0.200753617465656","0.244822652715174"
"Big worries","1986","lower secondary degree","1-pers.-HH","99","0.183096274581521","0.150416267238038","0.215776281925004"
"Big worries","1986","lower secondary degree","Couple + C. GT 16 ","229","0.234600880461839","0.208441550073705","0.260760210849973"
"Big worries","1986","lower secondary degree","Couple + C. LE 16 ","202","0.210172290074067","0.184598229205947","0.235746350942187"
"Big worries","1986","lower secondary degree","Couple + C. LE and GT 16","106","0.195770282174198","0.163807050723828","0.227733513624567"
"Big worries","1986","lower secondary degree","Single parent ","59","0.235931657279452","0.184618418288148","0.287244896270755"
"Big worries","1986","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Big worries","1986","no degree/no degree yet","1-pers.-HH","8","","",""
"Big worries","1986","no degree/no degree yet","Couple + C. GT 16 ","34","0.175757706620457","0.12546310334999","0.226052309890924"
"Big worries","1986","no degree/no degree yet","Couple + C. LE 16 ","40","0.182140407706114","0.133412013739013","0.230868801673216"
"Big worries","1986","no degree/no degree yet","Couple + C. LE and GT 16","43","0.118635472815441","0.0800653274845212","0.157205618146361"
"Big worries","1986","no degree/no degree yet","Single parent ","2","","",""
"Big worries","1986","Other degree","(Married) couple without C. ","20","","",""
"Big worries","1986","Other degree","1-pers.-HH","10","","",""
"Big worries","1986","Other degree","Couple + C. GT 16 ","28","","",""
"Big worries","1986","Other degree","Couple + C. LE 16 ","96","0.204087589147884","0.167494753186272","0.240680425109496"
"Big worries","1986","Other degree","Couple + C. LE and GT 16","41","0.193635226948011","0.137887470452614","0.249382983443408"
"Big worries","1986","Other degree","Single parent ","5","","",""
"Big worries","1986","secondary school degree","(Married) couple without C. ","58","0.141046008472719","0.107678383063315","0.174413633882123"
"Big worries","1986","secondary school degree","1-pers.-HH","25","","",""
"Big worries","1986","secondary school degree","Couple + C. GT 16 ","67","0.167421497154311","0.13078787595284","0.204055118355783"
"Big worries","1986","secondary school degree","Couple + C. LE 16 ","59","0.140628969858675","0.106038219693835","0.175219720023514"
"Big worries","1986","secondary school degree","Couple + C. LE and GT 16","36","0.167314966337358","0.117652761288357","0.216977171386358"
"Big worries","1986","secondary school degree","Single parent ","14","","",""
"No worries","1986","college entrance qualification","(Married) couple without C. ","88","0.306094156305919","0.253680113619765","0.358508198992073"
"No worries","1986","college entrance qualification","1-pers.-HH","55","0.263776167549685","0.203598244612015","0.323954090487355"
"No worries","1986","college entrance qualification","Couple + C. GT 16 ","57","0.227403640367178","0.175549162526682","0.279258118207674"
"No worries","1986","college entrance qualification","Couple + C. LE 16 ","58","0.205375146846355","0.158057396240934","0.252692897451775"
"No worries","1986","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"No worries","1986","college entrance qualification","Single parent ","14","","",""
"No worries","1986","lower secondary degree","(Married) couple without C. ","297","0.220539495651521","0.198584768050341","0.2424942232527"
"No worries","1986","lower secondary degree","1-pers.-HH","169","0.327154663857147","0.287509416273952","0.366799911440341"
"No worries","1986","lower secondary degree","Couple + C. GT 16 ","171","0.159517275332745","0.136913234553206","0.182121316112283"
"No worries","1986","lower secondary degree","Couple + C. LE 16 ","185","0.178755861049701","0.154706027778956","0.202805694320445"
"No worries","1986","lower secondary degree","Couple + C. LE and GT 16","125","0.181711244785221","0.150649100621052","0.212773388949389"
"No worries","1986","lower secondary degree","Single parent ","35","0.130530260715991","0.0898153904504615","0.17124513098152"
"No worries","1986","no degree/no degree yet","(Married) couple without C. ","36","0.291729192459147","0.20127018050208","0.382188204416215"
"No worries","1986","no degree/no degree yet","1-pers.-HH","26","","",""
"No worries","1986","no degree/no degree yet","Couple + C. GT 16 ","75","0.362390714789689","0.298871869002123","0.425909560577254"
"No worries","1986","no degree/no degree yet","Couple + C. LE 16 ","64","0.260512601926933","0.205098624087777","0.315926579766089"
"No worries","1986","no degree/no degree yet","Couple + C. LE and GT 16","88","0.37605686909796","0.318278473799653","0.433835264396266"
"No worries","1986","no degree/no degree yet","Single parent ","18","","",""
"No worries","1986","Other degree","(Married) couple without C. ","35","0.233505904502152","0.166688273956596","0.300323535047709"
"No worries","1986","Other degree","1-pers.-HH","25","","",""
"No worries","1986","Other degree","Couple + C. GT 16 ","48","0.238828850513013","0.17454686355127","0.303110837474755"
"No worries","1986","Other degree","Couple + C. LE 16 ","112","0.231841201064224","0.193525573209151","0.270156828919297"
"No worries","1986","Other degree","Couple + C. LE and GT 16","55","0.247141815392252","0.1862864126653","0.307997218119205"
"No worries","1986","Other degree","Single parent ","8","","",""
"No worries","1986","secondary school degree","(Married) couple without C. ","103","0.244599555767543","0.203392043171379","0.285807068363708"
"No worries","1986","secondary school degree","1-pers.-HH","59","0.293554482202385","0.23210891489078","0.35500004951399"
"No worries","1986","secondary school degree","Couple + C. GT 16 ","102","0.251034569236573","0.208488514437781","0.293580624035366"
"No worries","1986","secondary school degree","Couple + C. LE 16 ","77","0.207265046737012","0.16693216375809","0.247597929715934"
"No worries","1986","secondary school degree","Couple + C. LE and GT 16","57","0.262746662685196","0.204187453666863","0.32130587170353"
"No worries","1986","secondary school degree","Single parent ","26","","",""
"Some worries","1986","college entrance qualification","(Married) couple without C. ","176","0.587331786610225","0.531341572526518","0.643322000693932"
"Some worries","1986","college entrance qualification","1-pers.-HH","114","0.54445258374884","0.476444379687724","0.612460787809956"
"Some worries","1986","college entrance qualification","Couple + C. GT 16 ","146","0.578559794942273","0.517472156279333","0.639647433605213"
"Some worries","1986","college entrance qualification","Couple + C. LE 16 ","176","0.631624826559316","0.575125424972913","0.68812422814572"
"Some worries","1986","college entrance qualification","Couple + C. LE and GT 16","46","0.554043175928436","0.445119745748804","0.662966606108067"
"Some worries","1986","college entrance qualification","Single parent ","33","0.596402714778368","0.464317538476726","0.728487891080011"
"Some worries","1986","lower secondary degree","(Married) couple without C. ","772","0.556672369258065","0.530366658529012","0.582978079987117"
"Some worries","1986","lower secondary degree","1-pers.-HH","270","0.489749061561332","0.447507918146083","0.53199020497658"
"Some worries","1986","lower secondary degree","Couple + C. GT 16 ","608","0.605881844205416","0.575715337940292","0.63604835047054"
"Some worries","1986","lower secondary degree","Couple + C. LE 16 ","588","0.611071848876232","0.580471483565621","0.641672214186844"
"Some worries","1986","lower secondary degree","Couple + C. LE and GT 16","361","0.622518473040582","0.58346935665451","0.661567589426654"
"Some worries","1986","lower secondary degree","Single parent ","169","0.633538082004558","0.575304835239167","0.691771328769948"
"Some worries","1986","no degree/no degree yet","(Married) couple without C. ","49","0.565825193210292","0.467189142791632","0.664461243628951"
"Some worries","1986","no degree/no degree yet","1-pers.-HH","23","","",""
"Some worries","1986","no degree/no degree yet","Couple + C. GT 16 ","111","0.461851578589854","0.395973791526045","0.527729365653663"
"Some worries","1986","no degree/no degree yet","Couple + C. LE 16 ","137","0.557346990366952","0.494637378817816","0.620056601916089"
"Some worries","1986","no degree/no degree yet","Couple + C. LE and GT 16","139","0.505307658086599","0.445671213644531","0.564944102528667"
"Some worries","1986","no degree/no degree yet","Single parent ","33","0.611454685352578","0.480230727329321","0.742678643375835"
"Some worries","1986","Other degree","(Married) couple without C. ","99","0.639603229042309","0.563774548343666","0.715431909740952"
"Some worries","1986","Other degree","1-pers.-HH","42","0.51135173293255","0.399701206286895","0.623002259578205"
"Some worries","1986","Other degree","Couple + C. GT 16 ","93","0.651869536897178","0.580047768244233","0.723691305550123"
"Some worries","1986","Other degree","Couple + C. LE 16 ","258","0.564071209787892","0.519048681901982","0.609093737673801"
"Some worries","1986","Other degree","Couple + C. LE and GT 16","97","0.559222957659737","0.489178880822199","0.629267034497275"
"Some worries","1986","Other degree","Single parent ","18","","",""
"Some worries","1986","secondary school degree","(Married) couple without C. ","257","0.614354435759737","0.567692406733945","0.661016464785529"
"Some worries","1986","secondary school degree","1-pers.-HH","127","0.5849512224608","0.518467357400127","0.651435087521474"
"Some worries","1986","secondary school degree","Couple + C. GT 16 ","230","0.581543933609115","0.533140313678421","0.629947553539809"
"Some worries","1986","secondary school degree","Couple + C. LE 16 ","252","0.652105983404313","0.60471291794408","0.699499048864546"
"Some worries","1986","secondary school degree","Couple + C. LE and GT 16","124","0.569938370977446","0.504066875960167","0.635809865994725"
"Some worries","1986","secondary school degree","Single parent ","51","0.559714509196036","0.457719748262873","0.661709270129199"
"Big worries","1987","college entrance qualification","(Married) couple without C. ","43","0.156727574533592","0.114296874897618","0.199158274169565"
"Big worries","1987","college entrance qualification","1-pers.-HH","29","","",""
"Big worries","1987","college entrance qualification","Couple + C. GT 16 ","47","0.191878781312027","0.143547341672459","0.240210220951595"
"Big worries","1987","college entrance qualification","Couple + C. LE 16 ","32","0.113622754019543","0.0760463890974487","0.151199118941637"
"Big worries","1987","college entrance qualification","Couple + C. LE and GT 16","14","","",""
"Big worries","1987","college entrance qualification","Single parent ","11","","",""
"Big worries","1987","lower secondary degree","(Married) couple without C. ","304","0.219495884669326","0.197481882966941","0.241509886371711"
"Big worries","1987","lower secondary degree","1-pers.-HH","127","0.237168853461213","0.201458604706886","0.27287910221554"
"Big worries","1987","lower secondary degree","Couple + C. GT 16 ","255","0.264588551331648","0.237636543687504","0.291540558975792"
