"plh0032","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Not Employed","in school","38","0.240021880549741","0.176923571848183","0.3031201892513"
"Big worries","1984","Not Employed","inadequately","101","0.278124621831492","0.232773995376379","0.323475248286605"
"Big worries","1984","Not Employed","general elemantary","533","0.309692141103333","0.287954635541661","0.331429646665005"
"Big worries","1984","Not Employed","middle vocational","581","0.304141368657864","0.283256901739185","0.325025835576543"
"Big worries","1984","Not Employed","vocational + Abi","24","","",""
"Big worries","1984","Not Employed","higher vocational","52","0.269942146660093","0.205623553977313","0.334260739342873"
"Big worries","1984","Not Employed","higher education","49","0.286078438383369","0.215160907847805","0.356995968918932"
"Big worries","1984","Employed","in school","2","","",""
"Big worries","1984","Employed","inadequately","165","0.282317305681503","0.247028003572341","0.317606607790666"
"Big worries","1984","Employed","general elemantary","528","0.326641329610238","0.304308169282498","0.348974489937978"
"Big worries","1984","Employed","middle vocational","1354","0.367193758793201","0.351873434770062","0.382514082816339"
"Big worries","1984","Employed","vocational + Abi","91","0.399216411660532","0.335924619013057","0.462508204308008"
"Big worries","1984","Employed","higher vocational","175","0.366339032625866","0.322734489063452","0.40994357618828"
"Big worries","1984","Employed","higher education","182","0.295876272943676","0.260234657869972","0.33151788801738"
"Some worries","1984","Not Employed","in school","100","0.558986260727543","0.485633175716282","0.632339345738803"
"Some worries","1984","Not Employed","inadequately","164","0.463485436432458","0.413014511816802","0.513956361048114"
"Some worries","1984","Not Employed","general elemantary","892","0.505778872306925","0.482273658794041","0.529284085819809"
"Some worries","1984","Not Employed","middle vocational","1028","0.55276228110509","0.530190618545373","0.575333943664807"
"Some worries","1984","Not Employed","vocational + Abi","44","0.525339331955593","0.415914804620848","0.634763859290339"
"Some worries","1984","Not Employed","higher vocational","100","0.539659773222499","0.467445668225768","0.611873878219229"
"Some worries","1984","Not Employed","higher education","76","0.483696903979334","0.405277270112621","0.562116537846048"
"Some worries","1984","Employed","in school","5","","",""
"Some worries","1984","Employed","inadequately","284","0.464245713081186","0.425146784130631","0.503344642031741"
"Some worries","1984","Employed","general elemantary","881","0.538979600859261","0.515241956251273","0.562717245467249"
"Some worries","1984","Employed","middle vocational","2059","0.545502031330347","0.529676835692698","0.561327226967996"
"Some worries","1984","Employed","vocational + Abi","110","0.539216958646595","0.474797927656737","0.603635989636452"
"Some worries","1984","Employed","higher vocational","259","0.561233342142057","0.516322602189586","0.606144082094528"
"Some worries","1984","Employed","higher education","374","0.590941265884818","0.552549082588138","0.629333449181499"
"No worries","1984","Not Employed","in school","38","0.200991858722716","0.141787103135454","0.260196614309978"
"No worries","1984","Not Employed","inadequately","110","0.25838994173605","0.214084398602762","0.302695484869339"
"No worries","1984","Not Employed","general elemantary","313","0.184528986589742","0.166291719125042","0.202766254054441"
"No worries","1984","Not Employed","middle vocational","255","0.143096350237046","0.127199707579631","0.158992992894461"
"No worries","1984","Not Employed","vocational + Abi","12","","",""
"No worries","1984","Not Employed","higher vocational","31","0.190398080117408","0.133514150123598","0.247282010111219"
"No worries","1984","Not Employed","higher education","31","0.230224657637297","0.164163876072127","0.296285439202467"
"No worries","1984","Employed","in school","2","","",""
"No worries","1984","Employed","inadequately","176","0.253436981237311","0.219335259021869","0.287538703452752"
"No worries","1984","Employed","general elemantary","285","0.134379069530501","0.118137758727697","0.150620380333305"
"No worries","1984","Employed","middle vocational","390","0.087304209876452","0.078332699886012","0.0962757198668921"
"No worries","1984","Employed","vocational + Abi","29","","",""
"No worries","1984","Employed","higher vocational","35","0.0724276252320767","0.0489698027479597","0.0958854477161937"
"No worries","1984","Employed","higher education","74","0.113182461171506","0.0884433256377192","0.137921596705293"
"Big worries","1985","Not Employed","in school","31","0.176325163274098","0.120496578081201","0.232153748466995"
"Big worries","1985","Not Employed","inadequately","74","0.28762322849582","0.238410973697003","0.336835483294637"
"Big worries","1985","Not Employed","general elemantary","404","0.267512009394891","0.245088215812756","0.289935802977026"
"Big worries","1985","Not Employed","middle vocational","570","0.329401780048051","0.307105854808856","0.351697705287246"
"Big worries","1985","Not Employed","vocational + Abi","29","","",""
"Big worries","1985","Not Employed","higher vocational","51","0.285209732868348","0.216730112897075","0.353689352839622"
"Big worries","1985","Not Employed","higher education","39","0.266759083235595","0.19477324868929","0.3387449177819"
"Big worries","1985","Employed","in school","1","","",""
"Big worries","1985","Employed","inadequately","124","0.256798812919839","0.218352299964808","0.29524532587487"
"Big worries","1985","Employed","general elemantary","440","0.304696193984227","0.281579860166347","0.327812527802108"
"Big worries","1985","Employed","middle vocational","1098","0.331768998860477","0.316036889170547","0.347501108550408"
"Big worries","1985","Employed","vocational + Abi","55","0.304915132556513","0.240790645826501","0.369039619286526"
"Big worries","1985","Employed","higher vocational","157","0.348488267968342","0.304561011986258","0.392415523950426"
"Big worries","1985","Employed","higher education","164","0.259736917888819","0.224767410971998","0.29470642480564"
"Some worries","1985","Not Employed","in school","108","0.610753594919009","0.539325856968911","0.682181332869108"
"Some worries","1985","Not Employed","inadequately","154","0.418740164361499","0.36510323866127","0.472377090061729"
"Some worries","1985","Not Employed","general elemantary","816","0.544040276216934","0.518810351303731","0.569270201130137"
"Some worries","1985","Not Employed","middle vocational","897","0.523984054472103","0.500292087614893","0.547676021329314"
"Some worries","1985","Not Employed","vocational + Abi","42","0.490996474787608","0.380757763536503","0.601235186038714"
"Some worries","1985","Not Employed","higher vocational","97","0.605502143554726","0.531376236317566","0.679628050791886"
"Some worries","1985","Not Employed","higher education","89","0.592050920658426","0.512058912627196","0.672042928689656"
"Some worries","1985","Employed","in school","3","","",""
"Some worries","1985","Employed","inadequately","245","0.512016211165533","0.46802642955549","0.556005992775575"
"Some worries","1985","Employed","general elemantary","816","0.562733856022718","0.537821053355667","0.587646658689769"
"Some worries","1985","Employed","middle vocational","1965","0.575487898874099","0.558973267277496","0.592002530470702"
"Some worries","1985","Employed","vocational + Abi","117","0.608593036903037","0.540611143031712","0.676574930774362"
"Some worries","1985","Employed","higher vocational","260","0.575270080920888","0.529700902901437","0.620839258940339"
"Some worries","1985","Employed","higher education","388","0.6488181338066","0.610750388707566","0.686885878905634"
"No worries","1985","Not Employed","in school","40","0.212921241806892","0.152950397021935","0.27289208659185"
"No worries","1985","Not Employed","inadequately","97","0.293636607142681","0.244122882040244","0.343150332245119"
"No worries","1985","Not Employed","general elemantary","277","0.188447714388175","0.168637422221218","0.208258006555133"
"No worries","1985","Not Employed","middle vocational","240","0.146614165479846","0.129834163348203","0.163394167611488"
"No worries","1985","Not Employed","vocational + Abi","8","","",""
"No worries","1985","Not Employed","higher vocational","19","","",""
"No worries","1985","Not Employed","higher education","17","","",""
"No worries","1985","Employed","in school","3","","",""
"No worries","1985","Employed","inadequately","127","0.231184975914628","0.194082919013866","0.268287032815391"
"No worries","1985","Employed","general elemantary","267","0.132569949993055","0.115539037513091","0.149600862473019"
"No worries","1985","Employed","middle vocational","378","0.0927431022654237","0.0830511402456024","0.102435064285245"
"No worries","1985","Employed","vocational + Abi","26","","",""
"No worries","1985","Employed","higher vocational","35","0.0762416511107695","0.051776144771918","0.100707157449621"
"No worries","1985","Employed","higher education","52","0.0914449483045811","0.0684577996259005","0.114432096983262"
"Big worries","1986","Not Employed","in school","19","","",""
"Big worries","1986","Not Employed","inadequately","48","0.155184442265189","0.11538842850188","0.194980456028497"
"Big worries","1986","Not Employed","general elemantary","252","0.186246088660926","0.165479204912637","0.207012972409215"
"Big worries","1986","Not Employed","middle vocational","338","0.202362243543537","0.182725355535307","0.221999131551768"
"Big worries","1986","Not Employed","vocational + Abi","17","","",""
"Big worries","1986","Not Employed","higher vocational","29","","",""
"Big worries","1986","Not Employed","higher education","24","","",""
"Big worries","1986","Employed","in school","","","",""
"Big worries","1986","Employed","inadequately","78","0.174398853162188","0.139723081753379","0.209074624570996"
"Big worries","1986","Employed","general elemantary","286","0.20275476290257","0.182582606656343","0.222926919148797"
"Big worries","1986","Employed","middle vocational","637","0.194466271981768","0.181027499432628","0.207905044530907"
"Big worries","1986","Employed","vocational + Abi","34","0.177837813225563","0.125366273134496","0.23030935331663"
"Big worries","1986","Employed","higher vocational","80","0.191019491126161","0.15306113868022","0.228977843572101"
"Big worries","1986","Employed","higher education","93","0.15009412973359","0.121610397811911","0.178577861655269"
"Some worries","1986","Not Employed","in school","94","0.525844340444714","0.453300345462938","0.598388335426491"
"Some worries","1986","Not Employed","inadequately","154","0.442436594584126","0.387847337686233","0.497025851482018"
"Some worries","1986","Not Employed","general elemantary","736","0.555922618080464","0.529418234650288","0.582427001510639"
"Some worries","1986","Not Employed","middle vocational","877","0.537943098413017","0.513575037611419","0.562311159214615"
"Some worries","1986","Not Employed","vocational + Abi","34","0.449416858244669","0.334517400969502","0.564316315519836"
"Some worries","1986","Not Employed","higher vocational","84","0.514916367503514","0.437955980539239","0.59187675446779"
"Some worries","1986","Not Employed","higher education","83","0.569838211203979","0.488406114411481","0.651270307996478"
"Some worries","1986","Employed","in school","","","",""
"Some worries","1986","Employed","inadequately","252","0.559751999316821","0.514387544277131","0.60511645435651"
"Some worries","1986","Employed","general elemantary","909","0.600062588035728","0.575483536762374","0.624641639309082"
"Some worries","1986","Employed","middle vocational","2012","0.605374323744456","0.588778444632348","0.621970202856564"
"Some worries","1986","Employed","vocational + Abi","129","0.643426347025754","0.577697342839034","0.709155351212474"
"Some worries","1986","Employed","higher vocational","244","0.598625220010916","0.551293528194717","0.645956911827114"
"Some worries","1986","Employed","higher education","359","0.58683567434125","0.547566724868795","0.626104623813705"
"No worries","1986","Not Employed","in school","69","0.35530532786147","0.285772435114446","0.424838220608493"
"No worries","1986","Not Employed","inadequately","116","0.402378963150686","0.348481899772902","0.456276026528469"
"No worries","1986","Not Employed","general elemantary","362","0.25783129325861","0.234496694392247","0.281165892124974"
"No worries","1986","Not Employed","middle vocational","393","0.259694658043446","0.238263678658688","0.281125637428203"
"No worries","1986","Not Employed","vocational + Abi","21","","",""
"No worries","1986","Not Employed","higher vocational","49","0.291643628394436","0.221652542350077","0.361634714438795"
"No worries","1986","Not Employed","higher education","35","0.255534346700351","0.183796077730626","0.327272615670076"
"No worries","1986","Employed","in school","5","","",""
"No worries","1986","Employed","inadequately","130","0.265849147520992","0.225477221858761","0.306221073183222"
"No worries","1986","Employed","general elemantary","331","0.197182649061702","0.177220212559698","0.217145085563706"
"No worries","1986","Employed","middle vocational","683","0.200159404273777","0.186573601175683","0.21374520737187"
"No worries","1986","Employed","vocational + Abi","41","0.178735839748683","0.126160720643344","0.231310958854022"
"No worries","1986","Employed","higher vocational","88","0.210355288862924","0.171001000245752","0.249709577480096"
"No worries","1986","Employed","higher education","152","0.26307019592516","0.227956341324261","0.298184050526059"
"Big worries","1987","Not Employed","in school","18","","",""
"Big worries","1987","Not Employed","inadequately","45","0.215540386863067","0.167462590373384","0.26361818335275"
"Big worries","1987","Not Employed","general elemantary","253","0.201209005879615","0.179306232729216","0.223111779030014"
"Big worries","1987","Not Employed","middle vocational","352","0.228393213111487","0.207647739867793","0.24913868635518"
"Big worries","1987","Not Employed","vocational + Abi","9","","",""
"Big worries","1987","Not Employed","higher vocational","31","0.220175092639769","0.155151877943385","0.285198307336153"
"Big worries","1987","Not Employed","higher education","22","","",""
"Big worries","1987","Employed","in school","4","","",""
"Big worries","1987","Employed","inadequately","71","0.180919429131261","0.146005753941914","0.215833104320609"
"Big worries","1987","Employed","general elemantary","289","0.209030698671704","0.188589274638794","0.229472122704614"
"Big worries","1987","Employed","middle vocational","658","0.208863831516755","0.195112977845754","0.222614685187757"
"Big worries","1987","Employed","vocational + Abi","33","0.152314866642154","0.102885106545856","0.201744626738452"
"Big worries","1987","Employed","higher vocational","82","0.204786097826642","0.165484265661593","0.244087929991691"
"Big worries","1987","Employed","higher education","99","0.168610557218752","0.138627265213149","0.198593849224354"
"Some worries","1987","Not Employed","in school","95","0.496919114175118","0.422628281423024","0.571209946927213"
"Some worries","1987","Not Employed","inadequately","142","0.473966602404019","0.415585073998759","0.53234813080928"
"Some worries","1987","Not Employed","general elemantary","704","0.558918724534689","0.53179230600758","0.586045143061798"
"Some worries","1987","Not Employed","middle vocational","893","0.558501865597517","0.533962661080927","0.583041070114107"
"Some worries","1987","Not Employed","vocational + Abi","47","0.619990985845027","0.507873982944001","0.732107988746054"
"Some worries","1987","Not Employed","higher vocational","95","0.576226517005457","0.498682320416312","0.653770713594602"
"Some worries","1987","Not Employed","higher education","88","0.599600462552227","0.518436762666289","0.680764162438165"
"Some worries","1987","Employed","in school","6","","",""
"Some worries","1987","Employed","inadequately","233","0.512723217852084","0.467389743760909","0.558056691943258"
"Some worries","1987","Employed","general elemantary","888","0.610851117066656","0.586340633624368","0.635361600508943"
"Some worries","1987","Employed","middle vocational","2195","0.656741857412271","0.640680575947861","0.67280313887668"
"Some worries","1987","Employed","vocational + Abi","140","0.741888845756359","0.681692118653136","0.802085572859582"
"Some worries","1987","Employed","higher vocational","264","0.641281613586687","0.594570330995429","0.687992896177944"
"Some worries","1987","Employed","higher education","386","0.651248120280791","0.613083038287078","0.689413202274504"
"No worries","1987","Not Employed","in school","61","0.368335626767016","0.296665442348798","0.440005811185234"
"No worries","1987","Not Employed","inadequately","94","0.310493010732914","0.256393893098271","0.364592128367557"
"No worries","1987","Not Employed","general elemantary","330","0.239872269585696","0.216543484194169","0.263201054977222"
"No worries","1987","Not Employed","middle vocational","328","0.213104921290996","0.192868259017533","0.23334158356446"
"No worries","1987","Not Employed","vocational + Abi","16","","",""
"No worries","1987","Not Employed","higher vocational","30","0.203598390354774","0.140409747695428","0.26678703301412"
