"plh0032","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"No worries","1996","66 and older","Male","36","0.0581466737862254","0.0394681086549845","0.0768252389174663"
"Some worries","1996","16-34 y.","Female","1454","0.597616801857848","0.578058963967698","0.617174639747997"
"Some worries","1996","16-34 y.","Male","1279","0.551209981244767","0.531083668430987","0.571336294058548"
"Some worries","1996","35-65 y.","Female","1654","0.465925589402945","0.449172884605334","0.482678294200556"
"Some worries","1996","35-65 y.","Male","1568","0.448146211798666","0.431283332474241","0.465009091123091"
"Some worries","1996","66 and older","Female","470","0.481010860016764","0.44950320339395","0.512518516639578"
"Some worries","1996","66 and older","Male","265","0.426167412164392","0.386696954903197","0.465637869425588"
"Big worries","1997","16-34 y.","Female","886","0.384658954728221","0.36486619344205","0.404451716014391"
"Big worries","1997","16-34 y.","Male","930","0.411921414153099","0.391802549315332","0.432040278990865"
"Big worries","1997","35-65 y.","Female","1755","0.530418093208975","0.513555653913885","0.547280532504066"
"Big worries","1997","35-65 y.","Male","1659","0.515017739010615","0.497924650648998","0.532110827372232"
"Big worries","1997","66 and older","Female","484","0.519782150059786","0.488178131759794","0.551386168359778"
"Big worries","1997","66 and older","Male","327","0.52378964278488","0.485035724130164","0.562543561439596"
"No worries","1997","16-34 y.","Female","142","0.0581842342429437","0.0486607435795395","0.0677077249063478"
"No worries","1997","16-34 y.","Male","139","0.0559269282721226","0.0465341970728217","0.0653196594714235"
"No worries","1997","35-65 y.","Female","124","0.0303952434445566","0.0245948728996735","0.0361956139894397"
"No worries","1997","35-65 y.","Male","114","0.035425010735634","0.0291027921018","0.0417472293694681"
"No worries","1997","66 and older","Female","81","0.0790378560622225","0.0619711016299252","0.0961046104945199"
"No worries","1997","66 and older","Male","29","","",""
"Some worries","1997","16-34 y.","Female","1293","0.557156811028836","0.536948769415276","0.577364852642395"
"Some worries","1997","16-34 y.","Male","1230","0.532151657574779","0.511755476328708","0.552547838820849"
"Some worries","1997","35-65 y.","Female","1486","0.439186663346468","0.42241835331849","0.455954973374447"
"Some worries","1997","35-65 y.","Male","1511","0.449557250253751","0.432543694142978","0.466570806364524"
"Some worries","1997","66 and older","Female","395","0.401179993877991","0.370175099308864","0.432184888447119"
"Some worries","1997","66 and older","Male","282","0.42634938439165","0.387974745322389","0.464724023460911"
"Big worries","1998","16-34 y.","Female","897","0.347045378378133","0.328241878161731","0.365848878594536"
"Big worries","1998","16-34 y.","Male","886","0.358205265833037","0.339070484791044","0.37734004687503"
"Big worries","1998","35-65 y.","Female","1724","0.44999155851615","0.434182183634619","0.465800933397682"
"Big worries","1998","35-65 y.","Male","1694","0.453120021251678","0.437123363278877","0.469116679224479"
"Big worries","1998","66 and older","Female","508","0.459803979449356","0.430537697739474","0.489070261159239"
"Big worries","1998","66 and older","Male","360","0.48380553504956","0.44832315907767","0.519287911021451"
"No worries","1998","16-34 y.","Female","200","0.0788666721927059","0.0682200443671615","0.0895133000182503"
"No worries","1998","16-34 y.","Male","207","0.0795146862543755","0.0687179735287275","0.0903113989800235"
"No worries","1998","35-65 y.","Female","194","0.050742182169662","0.0437678199637591","0.057716544375565"
"No worries","1998","35-65 y.","Male","199","0.0520039779459638","0.0448689092096465","0.0591390466822811"
"No worries","1998","66 and older","Female","104","0.107171451045892","0.0890067152526835","0.1253361868391"
"No worries","1998","66 and older","Male","62","0.0832325472684267","0.063619422475642","0.102845672061211"
"Some worries","1998","16-34 y.","Female","1365","0.574087949429161","0.554555655724125","0.593620243134196"
"Some worries","1998","16-34 y.","Male","1319","0.562280047912587","0.542481472261518","0.582078623563656"
"Some worries","1998","35-65 y.","Female","1886","0.499266259314188","0.483377229732492","0.515155288895884"
"Some worries","1998","35-65 y.","Male","1827","0.494876000802358","0.478809406809142","0.510942594795574"
"Some worries","1998","66 and older","Female","502","0.433024569504752","0.403927859567539","0.462121279441966"
"Some worries","1998","66 and older","Male","340","0.432961917682013","0.397781453274183","0.468142382089843"
"Big worries","1999","16-34 y.","Female","497","0.223993237325779","0.2070972651208","0.240889209530758"
"Big worries","1999","16-34 y.","Male","470","0.211555474258044","0.19473602802921","0.228374920486877"
"Big worries","1999","35-65 y.","Female","1049","0.287904751040164","0.273297465179229","0.302512036901099"
"Big worries","1999","35-65 y.","Male","992","0.27695243515621","0.262362947366941","0.291541922945478"
"Big worries","1999","66 and older","Female","295","0.278411347004107","0.251530015413402","0.305292678594812"
"Big worries","1999","66 and older","Male","202","0.266654877014892","0.235111834243212","0.298197919786572"
"No worries","1999","16-34 y.","Female","272","0.112442028531191","0.0996395021167154","0.125244554945666"
"No worries","1999","16-34 y.","Male","298","0.148508137145002","0.133863474757118","0.163152799532886"
"No worries","1999","35-65 y.","Female","275","0.0667391822209874","0.0586878448476582","0.0747905195943165"
"No worries","1999","35-65 y.","Male","316","0.0888273506757399","0.0795520561490255","0.0981026452024544"
"No worries","1999","66 and older","Female","151","0.143748670033215","0.122707736142289","0.164789603924142"
"No worries","1999","66 and older","Male","87","0.114165233176937","0.0914813234732372","0.136849142880636"
"Some worries","1999","16-34 y.","Female","1570","0.66356473414303","0.644416647446401","0.682712820839659"
"Some worries","1999","16-34 y.","Male","1497","0.639936388596954","0.620167966415499","0.659704810778409"
"Some worries","1999","35-65 y.","Female","2367","0.645356066738849","0.629922296366193","0.660789837111505"
"Some worries","1999","35-65 y.","Male","2306","0.634220214168051","0.618517168000588","0.649923260335513"
"Some worries","1999","66 and older","Female","622","0.577839982962677","0.54821863563388","0.607461330291475"
"Some worries","1999","66 and older","Male","466","0.619179889808171","0.584542674146255","0.653817105470088"
"Big worries","2000","16-34 y.","Female","674","0.180531808236152","0.168057237125007","0.193006379347298"
"Big worries","2000","16-34 y.","Male","646","0.183222664254183","0.17027457201424","0.196170756494126"
"Big worries","2000","35-65 y.","Female","1622","0.237320135278813","0.227187368417548","0.247452902140079"
"Big worries","2000","35-65 y.","Male","1548","0.228291128954253","0.218164908279791","0.238417349628714"
"Big worries","2000","66 and older","Female","480","0.231386634572577","0.213188721848648","0.249584547296506"
"Big worries","2000","66 and older","Male","321","0.199732655677588","0.179712806822262","0.219752504532914"
"No worries","2000","16-34 y.","Female","657","0.183432098557606","0.170879994641956","0.195984202473256"
"No worries","2000","16-34 y.","Male","739","0.228719173882983","0.214661226844605","0.24277712092136"
"No worries","2000","35-65 y.","Female","847","0.127168163745988","0.119233215367412","0.135103112124565"
"No worries","2000","35-65 y.","Male","1085","0.168656443306059","0.159622697635715","0.177690188976404"
"No worries","2000","66 and older","Female","436","0.2061928385657","0.188734907590531","0.223650769540869"
"No worries","2000","66 and older","Male","298","0.204133106484533","0.183949644994573","0.224316567974494"
"Some worries","2000","16-34 y.","Female","2321","0.636036093206242","0.620431489411132","0.651640697001352"
"Some worries","2000","16-34 y.","Male","2044","0.588058161862834","0.571584413009269","0.6045319107164"
"Some worries","2000","35-65 y.","Female","4303","0.635511700975198","0.624048835719986","0.646974566230411"
"Some worries","2000","35-65 y.","Male","3967","0.603052427739688","0.591248671469348","0.614856184010028"
"Some worries","2000","66 and older","Female","1147","0.562420526861723","0.541013442083173","0.583827611640273"
