"plh0032","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Full Time","in school","","","","","1"
"Big worries","1984","Full Time","inadequately","125","0.238947022791484","0.201790840142666","0.276103205440302","1"
"Big worries","1984","Full Time","general elemantary","357","0.324879791936747","0.297812109421357","0.351947474452137","1"
"Big worries","1984","Full Time","middle vocational","1042","0.367826977863249","0.350369562286393","0.385284393440105","1"
"Big worries","1984","Full Time","vocational + Abi","66","0.360936717445126","0.290775146654014","0.431098288236238","1"
"Big worries","1984","Full Time","higher vocational","134","0.361497320772605","0.31200615211012","0.41098848943509","1"
"Big worries","1984","Full Time","higher education","126","0.277046489245152","0.236412763618594","0.31768021487171","1"
"Big worries","1984","Part Time","in school","2","","","","1"
"Big worries","1984","Part Time","inadequately","40","0.406668053374591","0.318412202761748","0.494923903987434","1"
"Big worries","1984","Part Time","general elemantary","171","0.329487561683069","0.289989882979878","0.368985240386261","1"
"Big worries","1984","Part Time","middle vocational","312","0.365170425906359","0.333213409704643","0.397127442108075","1"
"Big worries","1984","Part Time","vocational + Abi","25","","","","1"
"Big worries","1984","Part Time","higher vocational","41","0.382802823136562","0.290703649473158","0.474901996799966","1"
"Big worries","1984","Part Time","higher education","56","0.349822567032489","0.276832119932105","0.422813014132874","1"
"Big worries","1984","Not Working","in school","38","0.240021880549741","0.176923571848183","0.3031201892513","1"
"Big worries","1984","Not Working","inadequately","101","0.278124621831492","0.232773995376379","0.323475248286605","1"
"Big worries","1984","Not Working","general elemantary","533","0.309692141103333","0.287954635541661","0.331429646665005","1"
"Big worries","1984","Not Working","middle vocational","581","0.304141368657864","0.283256901739185","0.325025835576543","1"
"Big worries","1984","Not Working","vocational + Abi","24","","","","1"
"Big worries","1984","Not Working","higher vocational","52","0.269942146660093","0.205623553977313","0.334260739342873","1"
"Big worries","1984","Not Working","higher education","49","0.286078438383369","0.215160907847805","0.356995968918932","1"
"No worries","1984","Part Time","inadequately","26","","","","3"
"No worries","1984","Part Time","general elemantary","90","0.131533169593417","0.103131563362044","0.159934775824789","3"
"No worries","1984","Part Time","higher education","22","","","","3"
"No worries","1984","Not Working","in school","38","0.200991858722716","0.141787103135454","0.260196614309978","3"
"No worries","1984","Not Working","middle vocational","255","0.143096350237046","0.127199707579631","0.158992992894461","3"
"No worries","1984","Part Time","in school","2","","","","3"
"No worries","1984","Part Time","middle vocational","72","0.0815273534071474","0.0633648949426181","0.0996898118716767","3"
"No worries","1984","Part Time","vocational + Abi","3","","","","3"
"No worries","1984","Part Time","higher vocational","2","","","","3"
"No worries","1984","Not Working","inadequately","110","0.25838994173605","0.214084398602762","0.302695484869339","3"
"No worries","1984","Not Working","general elemantary","313","0.184528986589742","0.166291719125042","0.202766254054441","3"
"No worries","1984","Not Working","vocational + Abi","12","","","","3"
"No worries","1984","Not Working","higher vocational","31","0.190398080117408","0.133514150123598","0.247282010111219","3"
"No worries","1984","Not Working","higher education","31","0.230224657637297","0.164163876072127","0.296285439202467","3"
"No worries","1984","Full Time","in school","","","","","3"
"No worries","1984","Full Time","inadequately","150","0.283285831753855","0.24402511222233","0.32254655128538","3"
"No worries","1984","Full Time","general elemantary","195","0.136140401644637","0.116319917154073","0.155960886135201","3"
"No worries","1984","Full Time","middle vocational","318","0.0891121257686338","0.0787977952490771","0.0994264562881906","3"
"No worries","1984","Full Time","vocational + Abi","26","","","","3"
"No worries","1984","Full Time","higher vocational","33","0.0901116308520935","0.0606146010218304","0.119608660682357","3"
"No worries","1984","Full Time","higher education","52","0.111385496487382","0.0828210275739208","0.139949965400843","3"
"Some worries","1984","Not Working","in school","100","0.558986260727543","0.485633175716282","0.632339345738803","2"
"Some worries","1984","Not Working","inadequately","164","0.463485436432458","0.413014511816802","0.513956361048114","2"
"Some worries","1984","Not Working","general elemantary","892","0.505778872306925","0.482273658794041","0.529284085819809","2"
"Some worries","1984","Not Working","middle vocational","1028","0.55276228110509","0.530190618545373","0.575333943664807","2"
"Some worries","1984","Not Working","vocational + Abi","44","0.525339331955593","0.415914804620848","0.634763859290339","2"
"Some worries","1984","Not Working","higher vocational","100","0.539659773222499","0.467445668225768","0.611873878219229","2"
"Some worries","1984","Not Working","higher education","76","0.483696903979334","0.405277270112621","0.562116537846048","2"
"Some worries","1984","Full Time","in school","1","","","","2"
"Some worries","1984","Full Time","inadequately","231","0.477767145454661","0.43424472215844","0.521289568750882","2"
"Some worries","1984","Full Time","general elemantary","598","0.538979806418616","0.510169664855496","0.567789947981736","2"
"Some worries","1984","Full Time","middle vocational","1571","0.543060896368117","0.525026832202728","0.561094960533506","2"
"Some worries","1984","Full Time","vocational + Abi","88","0.563933842198133","0.49148989439223","0.636377790004037","2"
"Some worries","1984","Full Time","higher vocational","195","0.548391048375301","0.497126131780924","0.599655964969679","2"
"Some worries","1984","Full Time","higher education","288","0.611568014267467","0.567315799976081","0.655820228558852","2"
"Some worries","1984","Part Time","in school","4","","","","2"
"Some worries","1984","Part Time","inadequately","53","0.42547722660885","0.336645849601193","0.514308603616506","2"
