"plh0032","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","1986","16-34 y.","indirect migration background","74","0.593669281598777","0.508914276816132","0.678424286381422"
"Some worries","1986","35-65 y.","no migration background","2260","0.604527960595224","0.588813441685247","0.6202424795052"
"Some worries","1986","35-65 y.","direct migration background","917","0.56194614487028","0.538192941597722","0.585699348142839"
"Some worries","1986","35-65 y.","indirect migration background","15","","",""
"Some worries","1986","66 and older","no migration background","478","0.495914346703883","0.464433840484847","0.527394852922918"
"Some worries","1986","66 and older","direct migration background","27","","",""
"Some worries","1986","66 and older","indirect migration background","3","","",""
"No worries","1986","16-34 y.","no migration background","669","0.236041107508588","0.22038751573208","0.251694699285096"
"No worries","1986","16-34 y.","direct migration background","300","0.259979132213099","0.233999544206769","0.285958720219428"
"No worries","1986","16-34 y.","indirect migration background","40","0.284743496269041","0.206866166842641","0.36262082569544"
"No worries","1986","35-65 y.","no migration background","666","0.17904302188927","0.166721229109399","0.191364814669141"
"No worries","1986","35-65 y.","direct migration background","476","0.270064582489766","0.248808309522839","0.291320855456692"
"No worries","1986","35-65 y.","indirect migration background","3","","",""
"No worries","1986","66 and older","no migration background","334","0.347579328686654","0.317596194463773","0.377562462909535"
"No worries","1986","66 and older","direct migration background","19","","",""
"No worries","1986","66 and older","indirect migration background","1","","",""
"Big worries","1987","16-34 y.","no migration background","477","0.178320513755694","0.16411183871","0.192529188801388"
"Big worries","1987","16-34 y.","direct migration background","169","0.171117536612679","0.148477600643593","0.193757472581765"
"Big worries","1987","16-34 y.","indirect migration background","17","","",""
"Big worries","1987","35-65 y.","no migration background","821","0.23121140119634","0.217454427197464","0.244968375195216"
"Big worries","1987","35-65 y.","direct migration background","287","0.189669117807353","0.170900141279249","0.208438094335457"
"Big worries","1987","35-65 y.","indirect migration background","6","","",""
"Big worries","1987","66 and older","no migration background","201","0.207855490952259","0.182718458185361","0.232992523719157"
"Big worries","1987","66 and older","direct migration background","8","","",""
"Big worries","1987","66 and older","indirect migration background","1","","",""
"Some worries","1987","16-34 y.","no migration background","1748","0.627787314432969","0.609843963155406","0.645730665710533"
"Some worries","1987","16-34 y.","direct migration background","603","0.618837757356522","0.589641660392804","0.648033854320241"
"Some worries","1987","16-34 y.","indirect migration background","88","0.584049925941473","0.504100149681787","0.66399970220116"
"Some worries","1987","35-65 y.","no migration background","2345","0.648040894846857","0.632457497821495","0.66362429187222"
"Some worries","1987","35-65 y.","direct migration background","907","0.567398039948882","0.543678883432817","0.591117196464947"
"Some worries","1987","35-65 y.","indirect migration background","14","","",""
"Some worries","1987","66 and older","no migration background","499","0.492756681132831","0.461785663123843","0.52372769914182"
"Some worries","1987","66 and older","direct migration background","30","0.581822969542237","0.451463596009773","0.712182343074702"
"Some worries","1987","66 and older","indirect migration background","3","","",""
"No worries","1987","16-34 y.","no migration background","563","0.193892171811336","0.179217161561324","0.208567182061349"
"No worries","1987","16-34 y.","direct migration background","291","0.210044706030799","0.185557536626182","0.234531875435416"
"No worries","1987","16-34 y.","indirect migration background","41","0.25250031029824","0.18202968427309","0.322970936323391"
"No worries","1987","35-65 y.","no migration background","442","0.120747703956802","0.11011580053803","0.131379607375574"
"No worries","1987","35-65 y.","direct migration background","482","0.242932842243765","0.222401308046112","0.263464376441419"
"No worries","1987","35-65 y.","indirect migration background","6","","",""
"No worries","1987","66 and older","no migration background","301","0.29938782791491","0.271016023250792","0.327759632579027"
"No worries","1987","66 and older","direct migration background","17","","",""
"No worries","1987","66 and older","indirect migration background","","","",""
"Big worries","1988","16-34 y.","no migration background","598","0.225520184455274","0.20949905755943","0.241541311351118"
"Big worries","1988","16-34 y.","direct migration background","191","0.195037458676234","0.170637436636424","0.219437480716044"
"Big worries","1988","16-34 y.","indirect migration background","30","0.223292388491838","0.164690317225679","0.281894459757997"
"Big worries","1988","35-65 y.","no migration background","1120","0.328108950883652","0.312446087339692","0.343771814427612"
"Big worries","1988","35-65 y.","direct migration background","319","0.23579314664711","0.214862116623581","0.25672417667064"
"Big worries","1988","35-65 y.","indirect migration background","9","","",""
"Big worries","1988","66 and older","no migration background","270","0.282010721417472","0.253736968380893","0.310284474454051"
"Big worries","1988","66 and older","direct migration background","10","","",""
"Big worries","1988","66 and older","indirect migration background","","","",""
"Some worries","1988","16-34 y.","no migration background","1616","0.624365910284161","0.605800806121814","0.642931014446509"
"Some worries","1988","16-34 y.","direct migration background","598","0.624134310356618","0.594308054506705","0.653960566206531"
"Some worries","1988","16-34 y.","indirect migration background","109","0.486600436702225","0.416267100111317","0.556933773293133"
"Some worries","1988","35-65 y.","no migration background","2040","0.589074249753462","0.572661573790276","0.605486925716649"
"Some worries","1988","35-65 y.","direct migration background","922","0.593224319463902","0.569002514038645","0.617446124889159"
"Some worries","1988","35-65 y.","indirect migration background","14","","",""
"Some worries","1988","66 and older","no migration background","482","0.48913446294518","0.457725101627853","0.520543824262507"
"Some worries","1988","66 and older","direct migration background","34","0.539618296976685","0.416540368695692","0.662696225257678"
"Some worries","1988","66 and older","indirect migration background","3","","",""
"No worries","1988","16-34 y.","no migration background","400","0.150113905260565","0.136421298905139","0.163806511615992"
"No worries","1988","16-34 y.","direct migration background","224","0.180828230967148","0.157127378134474","0.204529083799822"
"No worries","1988","16-34 y.","indirect migration background","55","0.290107174805937","0.226248065862092","0.353966283749782"
"No worries","1988","35-65 y.","no migration background","292","0.0828167993628853","0.0736228953694921","0.0920107033562785"
"No worries","1988","35-65 y.","direct migration background","339","0.170982533888987","0.152418290132881","0.189546777645093"
"No worries","1988","35-65 y.","indirect migration background","2","","",""
"No worries","1988","66 and older","no migration background","221","0.228854815637348","0.202458715088227","0.25525091618647"
"No worries","1988","66 and older","direct migration background","19","","",""
"No worries","1988","66 and older","indirect migration background","1","","",""
"Big worries","1989","16-34 y.","no migration background","366","0.140998157235069","0.127535247846969","0.15446106662317"
"Big worries","1989","16-34 y.","direct migration background","149","0.170844184060911","0.146847548166185","0.194840819955638"
"Big worries","1989","16-34 y.","indirect migration background","34","0.155964262040266","0.108556462561844","0.203372061518687"
"Big worries","1989","35-65 y.","no migration background","642","0.201603280914457","0.18783337854013","0.215373183288784"
"Big worries","1989","35-65 y.","direct migration background","278","0.192334871994775","0.172650008250563","0.212019735738987"
"Big worries","1989","35-65 y.","indirect migration background","8","","",""
"Big worries","1989","66 and older","no migration background","158","0.180586249613491","0.155903062681598","0.205269436545384"
"Big worries","1989","66 and older","direct migration background","6","","",""
"Big worries","1989","66 and older","indirect migration background","","","",""
"Some worries","1989","16-34 y.","no migration background","1515","0.594986657273349","0.575996724143955","0.613976590402744"
"Some worries","1989","16-34 y.","direct migration background","561","0.611632891715345","0.580558772780786","0.642707010649904"
"Some worries","1989","16-34 y.","indirect migration background","121","0.551942496482979","0.486963855166558","0.616921137799401"
"Some worries","1989","35-65 y.","no migration background","1951","0.595974768950166","0.579132877176758","0.612816660723575"
"Some worries","1989","35-65 y.","direct migration background","872","0.591948257419904","0.56740189047423","0.616494624365577"
"Some worries","1989","35-65 y.","indirect migration background","17","","",""
"Some worries","1989","66 and older","no migration background","485","0.513615867293999","0.481544595343729","0.545687139244269"
"Some worries","1989","66 and older","direct migration background","35","0.521890574493401","0.404027728098312","0.639753420888491"
"Some worries","1989","66 and older","indirect migration background","3","","",""
"No worries","1989","16-34 y.","no migration background","686","0.264015185491581","0.246962843379425","0.281067527603738"
"No worries","1989","16-34 y.","direct migration background","235","0.217522924223744","0.191219001820512","0.243826846626976"
"No worries","1989","16-34 y.","indirect migration background","70","0.292093241476755","0.232676939874978","0.351509543078532"
"No worries","1989","35-65 y.","no migration background","668","0.202421950135377","0.188631193628766","0.216212706641987"
"No worries","1989","35-65 y.","direct migration background","390","0.215716870585321","0.195173759110568","0.236259982060074"
"No worries","1989","35-65 y.","indirect migration background","2","","",""
"No worries","1989","66 and older","no migration background","290","0.30579788309251","0.276233591755939","0.335362174429081"
"No worries","1989","66 and older","direct migration background","28","","",""
"No worries","1989","66 and older","indirect migration background","1","","",""
"Big worries","1990","16-34 y.","no migration background","998","0.211628200910596","0.19917989832601","0.224076503495183"
"Big worries","1990","16-34 y.","direct migration background","165","0.189478036202016","0.164168737734277","0.214787334669756"
"Big worries","1990","16-34 y.","indirect migration background","33","0.223560636013874","0.173398433765038","0.273722838262709"
"Big worries","1990","35-65 y.","no migration background","1574","0.251654360587088","0.240063689457615","0.26324503171656"
"Big worries","1990","35-65 y.","direct migration background","288","0.197796572848253","0.17843505244697","0.217158093249537"
"Big worries","1990","35-65 y.","indirect migration background","6","","",""
"Big worries","1990","66 and older","no migration background","240","0.166892667228685","0.147104297685723","0.186681036771647"
"Big worries","1990","66 and older","direct migration background","21","","",""
"Big worries","1990","66 and older","indirect migration background","","","",""
"Some worries","1990","16-34 y.","no migration background","2242","0.540027461178302","0.524838373097305","0.555216549259298"
"Some worries","1990","16-34 y.","direct migration background","491","0.489216068425092","0.456932075327483","0.5215000615227"
"Some worries","1990","16-34 y.","indirect migration background","145","0.487548634101662","0.427367488091701","0.547729780111624"
"Some worries","1990","35-65 y.","no migration background","2835","0.529551265775618","0.516220183934477","0.542882347616758"
"Some worries","1990","35-65 y.","direct migration background","892","0.543130458127216","0.518918160575088","0.567342755679344"
"Some worries","1990","35-65 y.","indirect migration background","12","","",""
"Some worries","1990","66 and older","no migration background","690","0.491429795547465","0.464899193561189","0.517960397533742"
"Some worries","1990","66 and older","direct migration background","44","0.371575273566803","0.279147290317329","0.464003256816278"
"Some worries","1990","66 and older","indirect migration background","4","","",""
"No worries","1990","16-34 y.","no migration background","896","0.248344337911102","0.235177107841234","0.261511567980971"
"No worries","1990","16-34 y.","direct migration background","265","0.321305895372892","0.291147053419321","0.351464737326464"
"No worries","1990","16-34 y.","indirect migration background","87","0.288890729884464","0.23431995417367","0.343461505595258"
"No worries","1990","35-65 y.","no migration background","976","0.218794373637295","0.207752163864216","0.229836583410373"
"No worries","1990","35-65 y.","direct migration background","446","0.259072969024531","0.237777530329648","0.280368407719414"
"No worries","1990","35-65 y.","indirect migration background","6","","",""
"No worries","1990","66 and older","no migration background","434","0.341677537223849","0.316508392562241","0.366846681885458"
"No worries","1990","66 and older","direct migration background","40","0.41752235196557","0.323196021664774","0.511848682266367"
"No worries","1990","66 and older","indirect migration background","1","","",""
"Big worries","1991","16-34 y.","no migration background","1068","0.22725698977906","0.214185180986915","0.240328798571206"
"Big worries","1991","16-34 y.","direct migration background","153","0.164719755506299","0.140226354871388","0.18921315614121"
"Big worries","1991","16-34 y.","indirect migration background","43","0.175856222284493","0.134079620423214","0.217632824145772"
"Big worries","1991","35-65 y.","no migration background","1775","0.287015809051434","0.274859964593361","0.299171653509507"
"Big worries","1991","35-65 y.","direct migration background","281","0.198153055198406","0.1786581356912","0.217647974705613"
"Big worries","1991","35-65 y.","indirect migration background","6","","",""
"Big worries","1991","66 and older","no migration background","313","0.215865891049595","0.193779731683103","0.237952050416087"
"Big worries","1991","66 and older","direct migration background","17","","",""
"Big worries","1991","66 and older","indirect migration background","","","",""
"Some worries","1991","16-34 y.","no migration background","2233","0.588001961539587","0.57264884732869","0.603355075750483"
"Some worries","1991","16-34 y.","direct migration background","519","0.594550137079147","0.56212939452509","0.626970879633205"
"Some worries","1991","16-34 y.","indirect migration background","188","0.570245425694442","0.51592115450083","0.624569696888054"
"Some worries","1991","35-65 y.","no migration background","2815","0.550230114528172","0.536862323749857","0.563597905306488"
"Some worries","1991","35-65 y.","direct migration background","932","0.594910178567283","0.570901034048802","0.618919323085764"
"Some worries","1991","35-65 y.","indirect migration background","17","","",""
"Some worries","1991","66 and older","no migration background","718","0.545577014732257","0.518847492629384","0.572306536835129"
"Some worries","1991","66 and older","direct migration background","59","0.462760140113413","0.374643562556633","0.550876717670192"
"Some worries","1991","66 and older","indirect migration background","5","","",""
"No worries","1991","16-34 y.","no migration background","647","0.184741048681353","0.172635373709085","0.196846723653621"
"No worries","1991","16-34 y.","direct migration background","209","0.240730107414554","0.212499291431458","0.26896092339765"
"No worries","1991","16-34 y.","indirect migration background","88","0.253898352021065","0.206136441558535","0.301660262483596"
"No worries","1991","35-65 y.","no migration background","730","0.162754076420394","0.152834691731495","0.172673461109293"
"No worries","1991","35-65 y.","direct migration background","393","0.20693676623431","0.187123865762655","0.226749666705966"
"No worries","1991","35-65 y.","indirect migration background","3","","",""
"No worries","1991","66 and older","no migration background","302","0.238557094218148","0.2156775242844","0.261436664151896"
"No worries","1991","66 and older","direct migration background","47","0.406015003649215","0.319228076000409","0.492801931298021"
"No worries","1991","66 and older","indirect migration background","","","",""
"Big worries","1992","16-34 y.","no migration background","855","0.214199659367763","0.201073904081323","0.227325414654202"
"Big worries","1992","16-34 y.","direct migration background","173","0.185302854809298","0.158980513606292","0.211625196012305"
"Big worries","1992","16-34 y.","indirect migration background","64","0.199137716730032","0.158825832505868","0.239449600954196"
"Big worries","1992","35-65 y.","no migration background","1696","0.304753936355865","0.292308627983667","0.317199244728063"
"Big worries","1992","35-65 y.","direct migration background","397","0.257853152618243","0.236152250615564","0.279554054620922"
"Big worries","1992","35-65 y.","indirect migration background","5","","",""
"Big worries","1992","66 and older","no migration background","357","0.254391551473358","0.230861282122766","0.277921820823949"
"Big worries","1992","66 and older","direct migration background","37","0.286245948747678","0.210831855194092","0.361660042301265"
"Big worries","1992","66 and older","indirect migration background","","","",""
"Some worries","1992","16-34 y.","no migration background","2309","0.618026210265883","0.602481628650008","0.633570791881758"
"Some worries","1992","16-34 y.","direct migration background","496","0.631985283105289","0.599313605285482","0.664656960925097"
"Some worries","1992","16-34 y.","indirect migration background","207","0.54065416952846","0.490349640938748","0.590958698118171"
"Some worries","1992","35-65 y.","no migration background","3076","0.592195917379644","0.578909122820166","0.605482711939121"
"Some worries","1992","35-65 y.","direct migration background","861","0.57777269245003","0.553270874749289","0.602274510150772"
"Some worries","1992","35-65 y.","indirect migration background","19","","",""
"Some worries","1992","66 and older","no migration background","706","0.534379898061711","0.50742975570542","0.561330040418002"
"Some worries","1992","66 and older","direct migration background","68","0.496455582615627","0.41303607158109","0.579875093650163"
"Some worries","1992","66 and older","indirect migration background","4","","",""
"No worries","1992","16-34 y.","no migration background","589","0.167774130366354","0.155819341434062","0.179728919298647"
"No worries","1992","16-34 y.","direct migration background","168","0.182711862085412","0.15653266445416","0.208891059716664"
"No worries","1992","16-34 y.","indirect migration background","106","0.260208113741508","0.215919446130272","0.304496781352744"
"No worries","1992","35-65 y.","no migration background","483","0.103050146264491","0.0948301784169704","0.111270114112012"
"No worries","1992","35-65 y.","direct migration background","303","0.164374154931727","0.145988913474131","0.182759396389323"
"No worries","1992","35-65 y.","indirect migration background","3","","",""
"No worries","1992","66 and older","no migration background","253","0.211228550464932","0.189175328585067","0.233281772344796"
"No worries","1992","66 and older","direct migration background","33","0.217298468636695","0.148491096391529","0.286105840881862"
"No worries","1992","66 and older","indirect migration background","","","",""
"Big worries","1993","16-34 y.","no migration background","1226","0.331653691341739","0.316369498123677","0.346937884559801"
"Big worries","1993","16-34 y.","direct migration background","280","0.401522677918947","0.367680410030086","0.435364945807808"
"Big worries","1993","16-34 y.","indirect migration background","124","0.31075028288524","0.267507282715943","0.353993283054537"
"Big worries","1993","35-65 y.","no migration background","2344","0.450065922415344","0.436521800070323","0.463610044760364"
"Big worries","1993","35-65 y.","direct migration background","548","0.38160517764349","0.357070765488203","0.406139589798777"
"Big worries","1993","35-65 y.","indirect migration background","12","","",""
"Big worries","1993","66 and older","no migration background","534","0.391740027792875","0.365496078236188","0.417983977349561"
"Big worries","1993","66 and older","direct migration background","61","0.421432672804467","0.343696474879954","0.49916887072898"
"Big worries","1993","66 and older","indirect migration background","2","","",""
"Some worries","1993","16-34 y.","no migration background","2203","0.609696279972557","0.593859844242367","0.625532715702746"
"Some worries","1993","16-34 y.","direct migration background","429","0.503490013512533","0.468972460969348","0.538007566055717"
"Some worries","1993","16-34 y.","indirect migration background","240","0.537276175943925","0.490687381273824","0.583864970614026"
"Some worries","1993","35-65 y.","no migration background","2634","0.507247439274162","0.493636695348739","0.520858183199586"
"Some worries","1993","35-65 y.","direct migration background","799","0.536875649616288","0.511691849337834","0.562059449894743"
"Some worries","1993","35-65 y.","indirect migration background","14","","",""
"Some worries","1993","66 and older","no migration background","662","0.500430793510366","0.473549173132889","0.527312413887844"
"Some worries","1993","66 and older","direct migration background","70","0.42017625433654","0.342471786030261","0.497880722642818"
"Some worries","1993","66 and older","indirect migration background","2","","",""
"No worries","1993","16-34 y.","no migration background","216","0.0586500286857045","0.0510220583408099","0.066277999030599"
"No worries","1993","16-34 y.","direct migration background","97","0.0949873085685205","0.07474590163443","0.115228715502611"
"No worries","1993","16-34 y.","indirect migration background","76","0.151973541170834","0.118429881301364","0.185517201040305"
"No worries","1993","35-65 y.","no migration background","205","0.0426866383104939","0.0371832453492289","0.0481900312717589"
"No worries","1993","35-65 y.","direct migration background","159","0.0815191727402218","0.0676994116719002","0.0953389338085433"
"No worries","1993","35-65 y.","indirect migration background","1","","",""
"No worries","1993","66 and older","no migration background","133","0.107829178696759","0.0911537212324852","0.124504636161033"
"No worries","1993","66 and older","direct migration background","24","","",""
"No worries","1993","66 and older","indirect migration background","","","",""
"Big worries","1994","16-34 y.","no migration background","1166","0.314268780500167","0.29906635508128","0.329471205919054"
"Big worries","1994","16-34 y.","direct migration background","244","0.32932282329999","0.295755378637396","0.362890267962585"
"Big worries","1994","16-34 y.","indirect migration background","132","0.298103857775902","0.256347957260821","0.339859758290983"
"Big worries","1994","35-65 y.","no migration background","2180","0.420433671346334","0.406917806242139","0.433949536450528"
"Big worries","1994","35-65 y.","direct migration background","494","0.371620191633008","0.346591546297627","0.396648836968388"
"Big worries","1994","35-65 y.","indirect migration background","10","","",""
"Big worries","1994","66 and older","no migration background","502","0.365110444957778","0.339186483227255","0.3910344066883"
"Big worries","1994","66 and older","direct migration background","60","0.364104362845356","0.292402423299104","0.435806302391609"
"Big worries","1994","66 and older","indirect migration background","2","","",""
"Some worries","1994","16-34 y.","no migration background","2169","0.618652796599128","0.602746500106228","0.634559093092027"
"Some worries","1994","16-34 y.","direct migration background","422","0.551177633124034","0.515652669531638","0.586702596716431"
"Some worries","1994","16-34 y.","indirect migration background","270","0.583758246316736","0.538760893620278","0.628755599013195"
"Some worries","1994","35-65 y.","no migration background","2729","0.533784103818646","0.520125072927232","0.54744313471006"
"Some worries","1994","35-65 y.","direct migration background","786","0.53792601337318","0.512103791093609","0.56374823565275"
"Some worries","1994","35-65 y.","indirect migration background","17","","",""
"Some worries","1994","66 and older","no migration background","672","0.508718281531743","0.481800198644098","0.535636364419389"
"Some worries","1994","66 and older","direct migration background","86","0.504231614992081","0.429727632174239","0.578735597809922"
"Some worries","1994","66 and older","indirect migration background","1","","",""
"No worries","1994","16-34 y.","no migration background","247","0.0670784229007054","0.0588862465857622","0.0752705992156485"
"No worries","1994","16-34 y.","direct migration background","87","0.119499543575975","0.0963310114739653","0.142668075677985"
"No worries","1994","16-34 y.","indirect migration background","59","0.118137895907362","0.0886738363138443","0.147601955500879"
"No worries","1994","35-65 y.","no migration background","215","0.04578222483502","0.0400593304840349","0.0515051191860052"
"No worries","1994","35-65 y.","direct migration background","152","0.0904537949938128","0.0755977788962522","0.105309811091373"
"No worries","1994","35-65 y.","indirect migration background","1","","",""
"No worries","1994","66 and older","no migration background","151","0.126171273510479","0.10829267161281","0.144049875408148"
"No worries","1994","66 and older","direct migration background","27","","",""
"No worries","1994","66 and older","indirect migration background","","","",""
"Big worries","1995","16-34 y.","no migration background","715","0.190372173435879","0.177395358682419","0.203348988189339"
"Big worries","1995","16-34 y.","direct migration background","209","0.202364091126002","0.17663956581119","0.228088616440814"
"Big worries","1995","16-34 y.","indirect migration background","105","0.202042866272436","0.166085168679925","0.238000563864948"
"Big worries","1995","35-65 y.","no migration background","1455","0.282337248138338","0.270035010252941","0.294639486023735"
"Big worries","1995","35-65 y.","direct migration background","445","0.304132961437949","0.28176552115341","0.326500401722488"
"Big worries","1995","35-65 y.","indirect migration background","11","","",""
"Big worries","1995","66 and older","no migration background","385","0.288125432091231","0.263721449593477","0.312529414588986"
"Big worries","1995","66 and older","direct migration background","41","0.201874887403392","0.147455758630994","0.25629401617579"
"Big worries","1995","66 and older","indirect migration background","3","","",""
"Some worries","1995","16-34 y.","no migration background","2328","0.665189873147449","0.649590908817192","0.680788837477707"
"Some worries","1995","16-34 y.","direct migration background","594","0.640086673600984","0.609354261227413","0.670819085974555"
"Some worries","1995","16-34 y.","indirect migration background","286","0.598713430512786","0.554818218912413","0.642608642113158"
"Some worries","1995","35-65 y.","no migration background","3269","0.633889816163366","0.620723853446567","0.647055778880165"
"Some worries","1995","35-65 y.","direct migration background","948","0.55891876241128","0.534777774144882","0.583059750677678"
"Some worries","1995","35-65 y.","indirect migration background","16","","",""
"Some worries","1995","66 and older","no migration background","750","0.569569182509893","0.542888736248184","0.596249628771602"
"Some worries","1995","66 and older","direct migration background","129","0.624920194546788","0.559283142307418","0.690557246786158"
"Some worries","1995","66 and older","indirect migration background","3","","",""
"No worries","1995","16-34 y.","no migration background","473","0.144437953416671","0.132818382891855","0.156057523941488"
"No worries","1995","16-34 y.","direct migration background","134","0.157549235273014","0.134222244920415","0.180876225625614"
"No worries","1995","16-34 y.","indirect migration background","88","0.199243703214778","0.163473383813568","0.235014022615987"
"No worries","1995","35-65 y.","no migration background","419","0.083772935698296","0.0762012382078389","0.0913446331887531"
"No worries","1995","35-65 y.","direct migration background","232","0.136948276150771","0.120232824893272","0.15366372740827"
"No worries","1995","35-65 y.","indirect migration background","1","","",""
"No worries","1995","66 and older","no migration background","188","0.142305385398876","0.12347994354221","0.161130827255542"
"No worries","1995","66 and older","direct migration background","39","0.173204918049819","0.121900590461256","0.224509245638383"
"No worries","1995","66 and older","indirect migration background","","","",""
"Big worries","1996","16-34 y.","no migration background","1233","0.360244443550918","0.344133799217625","0.376355087884211"
"Big worries","1996","16-34 y.","direct migration background","241","0.252816945611895","0.223390169929313","0.282243721294476"
"Big worries","1996","16-34 y.","indirect migration background","147","0.31397529006901","0.273774857604387","0.354175722533632"
"Big worries","1996","35-65 y.","no migration background","2596","0.516315987340284","0.50270712365422","0.529924851026349"
"Big worries","1996","35-65 y.","direct migration background","566","0.374087644339593","0.349888727469536","0.39828656120965"
"Big worries","1996","35-65 y.","indirect migration background","16","","",""
"Big worries","1996","66 and older","no migration background","621","0.468962837200313","0.442183375193898","0.495742299206727"
