"plh0032","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","16-34 y.","in school","40","0.240712669084055","0.179107837048375","0.302317501119736","1"
"Big worries","1984","16-34 y.","inadequately","78","0.25791290428442","0.20881509132022","0.307010717248621","1"
"Big worries","1984","16-34 y.","general elemantary","369","0.307235674062373","0.281812404238038","0.332658943886708","1"
"Big worries","1984","16-34 y.","middle vocational","730","0.339939402655991","0.319944634614059","0.359934170697923","1"
"Big worries","1984","16-34 y.","vocational + Abi","59","0.391505659114877","0.316805167358108","0.466206150871646","1"
"Big worries","1984","16-34 y.","higher vocational","75","0.347675496289282","0.283110989786049","0.412240002792515","1"
"Big worries","1984","16-34 y.","higher education","77","0.296068771646283","0.239136169843315","0.353001373449251","1"
"Big worries","1984","35-65 y.","in school","","","","","1"
"Big worries","1984","35-65 y.","inadequately","185","0.303366545841116","0.268814032661983","0.337919059020249","1"
"Big worries","1984","35-65 y.","general elemantary","554","0.352715563634776","0.329681447173602","0.37574968009595","1"
"Big worries","1984","35-65 y.","middle vocational","1056","0.370851149096906","0.353381964415683","0.388320333778129","1"
"Big worries","1984","35-65 y.","vocational + Abi","52","0.413587916767255","0.327937080655883","0.499238752878626","1"
"Big worries","1984","35-65 y.","higher vocational","132","0.362624737284893","0.31310023480557","0.412149239764215","1"
"Big worries","1984","35-65 y.","higher education","133","0.290870447389214","0.250070725147356","0.331670169631073","1"
"Big worries","1984","66 and older","in school","","","","","1"
"Big worries","1984","66 and older","inadequately","3","","","","1"
"Big worries","1984","66 and older","general elemantary","138","0.260362245206118","0.222425062921613","0.298299427490624","1"
"Big worries","1984","66 and older","middle vocational","149","0.260495495618927","0.224589856158882","0.296401135078972","1"
"Big worries","1984","66 and older","vocational + Abi","4","","","","1"
"Big worries","1984","66 and older","higher vocational","20","","","","1"
"Big worries","1984","66 and older","higher education","21","","","","1"
"No worries","1984","35-65 y.","inadequately","201","0.279888361558207","0.246145184592001","0.313631538524413","3"
"No worries","1984","35-65 y.","general elemantary","251","0.119901520024698","0.104241596238637","0.135561443810759","3"
"No worries","1984","35-65 y.","higher education","55","0.11868744309112","0.08963303845611","0.14774184772613","3"
"No worries","1984","66 and older","in school","","","","","3"
"No worries","1984","66 and older","middle vocational","121","0.220847687921442","0.186912539330624","0.254782836512261","3"
"No worries","1984","35-65 y.","in school","","","","","3"
"No worries","1984","35-65 y.","middle vocational","303","0.0885298254374748","0.078256473816685","0.0988031770582646","3"
"No worries","1984","35-65 y.","vocational + Abi","22","","","","3"
"No worries","1984","35-65 y.","higher vocational","27","","","","3"
"No worries","1984","66 and older","inadequately","7","","","","3"
"No worries","1984","66 and older","general elemantary","131","0.26314061394728","0.225073251836907","0.301207976057652","3"
"No worries","1984","66 and older","vocational + Abi","2","","","","3"
"No worries","1984","66 and older","higher vocational","18","","","","3"
"No worries","1984","66 and older","higher education","16","","","","3"
"No worries","1984","16-34 y.","in school","40","0.201780094429787","0.143948833155287","0.259611355704287","3"
"No worries","1984","16-34 y.","inadequately","78","0.21744473971381","0.171150161474816","0.263739317952805","3"
"No worries","1984","16-34 y.","general elemantary","216","0.149300628045166","0.12966152261195","0.168939733478381","3"
"No worries","1984","16-34 y.","middle vocational","221","0.0866534514420722","0.0747784289329834","0.0985284739511611","3"
"No worries","1984","16-34 y.","vocational + Abi","17","","","","3"
"No worries","1984","16-34 y.","higher vocational","21","","","","3"
"No worries","1984","16-34 y.","higher education","34","0.12828466015218","0.0865809856143399","0.169988334690021","3"
"Some worries","1984","66 and older","in school","","","","","2"
"Some worries","1984","66 and older","inadequately","5","","","","2"
"Some worries","1984","66 and older","general elemantary","245","0.476497140846602","0.433319768383856","0.519674513309348","2"
"Some worries","1984","66 and older","middle vocational","304","0.518656816459631","0.477781643549719","0.559531989369543","2"
"Some worries","1984","66 and older","vocational + Abi","13","","","","2"
"Some worries","1984","66 and older","higher vocational","43","0.544680004465414","0.436228730194065","0.653131278736763","2"
"Some worries","1984","66 and older","higher education","26","","","","2"
"Some worries","1984","16-34 y.","in school","105","0.557507236486158","0.485935662599248","0.629078810373068","2"
"Some worries","1984","16-34 y.","inadequately","149","0.524642356001769","0.468596941284975","0.580687770718564","2"
"Some worries","1984","16-34 y.","general elemantary","680","0.543463697892462","0.516014746609398","0.570912649175525","2"
"Some worries","1984","16-34 y.","middle vocational","1205","0.573407145901937","0.552530436242993","0.594283855560881","2"
"Some worries","1984","16-34 y.","vocational + Abi","88","0.533387908083333","0.457034971578799","0.609740844587867","2"
"Some worries","1984","16-34 y.","higher vocational","113","0.550223515735688","0.482779581779106","0.61766744969227","2"
"Some worries","1984","16-34 y.","higher education","136","0.575646568201536","0.5140095765542","0.637283559848872","2"
"Some worries","1984","35-65 y.","in school","","","","","2"
"Some worries","1984","35-65 y.","inadequately","294","0.416745092600677","0.379689131425754","0.4538010537756","2"
