"plh0032","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No worries","1992","Hamburg","indirect migration background","2","","","","3"
"No worries","1992","Schleswig-Holstein","no migration background","57","0.226655209255341","0.173012636731487","0.280297781779195","3"
"No worries","1992","Schleswig-Holstein","direct migration background","10","","","","3"
"No worries","1992","Schleswig-Holstein","indirect migration background","4","","","","3"
"No worries","1992","Hamburg","no migration background","15","","","","3"
"No worries","1992","Hamburg","direct migration background","10","","","","3"
"No worries","1992","Hesse","direct migration background","73","0.239437456682609","0.192826966833095","0.286047946532123","3"
"No worries","1992","Hesse","indirect migration background","14","","","","3"
"No worries","1992","Rhineland-Palatinate,Saarland","no migration background","79","0.162434752127622","0.130913459508453","0.193956044746791","3"
"No worries","1992","Lower Saxony","no migration background","113","0.147830528600371","0.123204652157723","0.17245640504302","3"
"No worries","1992","Lower Saxony","direct migration background","19","","","","3"
"No worries","1992","Lower Saxony","indirect migration background","8","","","","3"
"No worries","1992","Bremen","no migration background","8","","","","3"
"No worries","1992","Bremen","direct migration background","3","","","","3"
"No worries","1992","Bremen","indirect migration background","","","","","3"
"No worries","1992","North Rhine-Westphalia","no migration background","291","0.158486816274217","0.141507061650618","0.175466570897816","3"
"No worries","1992","North Rhine-Westphalia","direct migration background","126","0.168006350774155","0.138811875675286","0.197200825873024","3"
"No worries","1992","North Rhine-Westphalia","indirect migration background","23","","","","3"
"No worries","1992","Hesse","no migration background","107","0.201720564765717","0.169202647903147","0.234238481628287","3"
"No worries","1992","Rhineland-Palatinate,Saarland","direct migration background","16","","","","3"
"No worries","1992","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","3"
"No worries","1992","Baden-Württemberg","no migration background","127","0.139154050601864","0.117583531747948","0.16072456945578","3"
"No worries","1992","Baden-Württemberg","direct migration background","171","0.210947525831197","0.180055182657759","0.241839869004635","3"
"No worries","1992","Baden-Württemberg","indirect migration background","37","0.315681554845249","0.223660166824778","0.40770294286572","3"
"No worries","1992","Bavaria","no migration background","173","0.14029429741773","0.120766427876506","0.159822166958955","3"
"No worries","1992","Bavaria","direct migration background","49","0.0860005605531236","0.0568768505654126","0.115124270540835","3"
"No worries","1992","Bavaria","indirect migration background","12","","","","3"
"No worries","1992","Berlin","no migration background","54","0.113506697336424","0.0849198676809003","0.142093526991949","3"
"No worries","1992","Berlin","direct migration background","13","","","","3"
"No worries","1992","Berlin","indirect migration background","3","","","","3"
"No worries","1992","Brandenburg","no migration background","54","0.0896605119341638","0.0675781815894631","0.111742842278865","3"
"No worries","1992","Brandenburg","direct migration background","3","","","","3"
"No worries","1992","Brandenburg","indirect migration background","","","","","3"
"No worries","1992","Mecklenburg-Western Pomerania","no migration background","34","0.0943581375437075","0.065602648218273","0.123113626869142","3"
"No worries","1992","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"No worries","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","1992","Saxony","no migration background","88","0.097184692668425","0.0797592029798071","0.114610182357043","3"
"No worries","1992","Saxony","direct migration background","4","","","","3"
"No worries","1992","Saxony","indirect migration background","1","","","","3"
"No worries","1992","Saxony-Anhalt","no migration background","77","0.116177331951981","0.0930272543511403","0.139327409552821","3"
"No worries","1992","Saxony-Anhalt","direct migration background","5","","","","3"
"No worries","1992","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","1992","Thuringia","no migration background","48","0.0700091364027207","0.05046825530086","0.0895500175045814","3"
"No worries","1992","Thuringia","direct migration background","1","","","","3"
"No worries","1992","Thuringia","indirect migration background","","","","","3"
"Some worries","1992","Bremen","no migration background","42","0.488865027814276","0.380005144381975","0.597724911246578","2"
"Some worries","1992","Lower Saxony","indirect migration background","15","","","","2"
"Some worries","1992","Lower Saxony","direct migration background","72","0.567420142158151","0.484459266322682","0.650381017993621","2"
"Some worries","1992","Lower Saxony","no migration background","501","0.614205072475051","0.580431142287586","0.647979002662516","2"
"Some worries","1992","Hamburg","indirect migration background","5","","","","2"
"Some worries","1992","Hamburg","direct migration background","17","","","","2"
"Some worries","1992","Bremen","direct migration background","3","","","","2"
"Some worries","1992","Hesse","indirect migration background","23","","","","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","no migration background","315","0.591028353284752","0.54901319762432","0.633043508945183","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","direct migration background","57","0.487077623783866","0.39450896063952","0.579646286928212","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","indirect migration background","11","","","","2"
"Some worries","1992","Baden-Württemberg","no migration background","645","0.636397709785709","0.606417991034811","0.666377428536606","2"
"Some worries","1992","Baden-Württemberg","direct migration background","369","0.621921518900016","0.585204326822615","0.658638710977417","2"
"Some worries","1992","Baden-Württemberg","indirect migration background","47","0.447711108520339","0.349260786209239","0.54616143083144","2"
"Some worries","1992","Berlin","indirect migration background","18","","","","2"
"Some worries","1992","Brandenburg","no migration background","373","0.579240023231228","0.541081716305065","0.617398330157392","2"
"Some worries","1992","Brandenburg","direct migration background","8","","","","2"
"Some worries","1992","Brandenburg","indirect migration background","","","","","2"
"Some worries","1992","Mecklenburg-Western Pomerania","no migration background","224","0.559551637445607","0.510717848375073","0.608385426516141","2"
"Some worries","1992","Mecklenburg-Western Pomerania","direct migration background","8","","","","2"
"Some worries","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Some worries","1992","Saxony","no migration background","607","0.536535186571942","0.507199646375629","0.565870726768255","2"
"Some worries","1992","Saxony","direct migration background","21","","","","2"
"Some worries","1992","Saxony-Anhalt","indirect migration background","2","","","","2"
"Some worries","1992","Thuringia","no migration background","341","0.510562864297967","0.472280344861095","0.548845383734838","2"
"Some worries","1992","Thuringia","direct migration background","12","","","","2"
"Some worries","1992","Thuringia","indirect migration background","1","","","","2"
"Some worries","1992","Schleswig-Holstein","no migration background","131","0.586723862806645","0.523631440287573","0.649816285325717","2"
"Some worries","1992","Schleswig-Holstein","direct migration background","13","","","","2"
"Some worries","1992","Schleswig-Holstein","indirect migration background","1","","","","2"
"Some worries","1992","Hamburg","no migration background","67","0.608688217827251","0.515338641464288","0.702037794190214","2"
"Some worries","1992","Bremen","indirect migration background","","","","","2"
"Some worries","1992","North Rhine-Westphalia","no migration background","1080","0.598852511148878","0.576063978937333","0.621641043360424","2"
"Some worries","1992","North Rhine-Westphalia","direct migration background","363","0.57521184036597","0.536612673903423","0.613811006828517","2"
"Some worries","1992","North Rhine-Westphalia","indirect migration background","66","0.680367529156612","0.594763757352705","0.765971300960518","2"
"Some worries","1992","Hesse","no migration background","368","0.593638242899146","0.553837836355455","0.633438649442837","2"
"Some worries","1992","Hesse","direct migration background","186","0.601000091552997","0.547513635593376","0.654486547512618","2"
"Some worries","1992","Bavaria","no migration background","732","0.597733566296837","0.570161413785978","0.625305718807696","2"
"Some worries","1992","Bavaria","direct migration background","224","0.6524305992097","0.602964117735","0.701897080684399","2"
"Some worries","1992","Bavaria","indirect migration background","40","0.705563782596586","0.590235394887451","0.820892170305721","2"
"Some worries","1992","Berlin","no migration background","239","0.510023495788349","0.464972931009308","0.55507406056739","2"
"Some worries","1992","Berlin","direct migration background","52","0.540226047535788","0.442053415284706","0.638398679786869","2"
"Some worries","1992","Saxony","indirect migration background","1","","","","2"
"Some worries","1992","Saxony-Anhalt","no migration background","426","0.591514380715195","0.556001964383165","0.627026797047225","2"
"Some worries","1992","Saxony-Anhalt","direct migration background","20","","","","2"
"Big worries","1993","Schleswig-Holstein","no migration background","86","0.375319431357087","0.314688453562757","0.435950409151417","1"
"Big worries","1993","Schleswig-Holstein","direct migration background","14","","","","1"
"Big worries","1993","Schleswig-Holstein","indirect migration background","1","","","","1"
"Big worries","1993","Hamburg","no migration background","34","0.334106398182111","0.243454638532411","0.424758157831811","1"
"Big worries","1993","Hamburg","direct migration background","16","","","","1"
"Big worries","1993","Hamburg","indirect migration background","1","","","","1"
"Big worries","1993","Lower Saxony","no migration background","328","0.405465736993514","0.371527788113112","0.439403685873916","1"
"Big worries","1993","Lower Saxony","direct migration background","48","0.386883950441643","0.306777844968096","0.466990055915189","1"
"Big worries","1993","Lower Saxony","indirect migration background","11","","","","1"
"Big worries","1993","Bremen","no migration background","32","0.431351069656447","0.321440782476781","0.541261356836113","1"
"Big worries","1993","Bremen","direct migration background","8","","","","1"
"Big worries","1993","Bremen","indirect migration background","1","","","","1"
"Big worries","1993","North Rhine-Westphalia","no migration background","721","0.411552657790172","0.388449789317203","0.434655526263141","1"
"Big worries","1993","North Rhine-Westphalia","direct migration background","242","0.384308697116317","0.34617317486676","0.422444219365875","1"
"Big worries","1993","North Rhine-Westphalia","indirect migration background","45","0.331482648577374","0.252941854129945","0.410023443024802","1"
"Big worries","1993","Hesse","no migration background","229","0.388901942910125","0.34898600963943","0.42881787618082","1"
"Big worries","1993","Hesse","direct migration background","100","0.34819570923584","0.294991860771044","0.401399557700637","1"
"Big worries","1993","Hesse","indirect migration background","14","","","","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","no migration background","232","0.423253407284495","0.380950014692139","0.46555679987685","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","direct migration background","40","0.417142103776372","0.319517696760535","0.51476651079221","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","1"
"Big worries","1993","Baden-Württemberg","no migration background","400","0.406566844386218","0.376092476687129","0.437041212085307","1"
"Big worries","1993","Baden-Württemberg","direct migration background","197","0.345778205087728","0.309601803734485","0.381954606440972","1"
"Big worries","1993","Baden-Württemberg","indirect migration background","31","0.343095243951087","0.257072416686985","0.42911807121519","1"
"Big worries","1993","Bavaria","no migration background","456","0.372823785180893","0.345487313921962","0.400160256439823","1"
"Big worries","1993","Bavaria","direct migration background","122","0.416792831227788","0.364463829645353","0.469121832810224","1"
"Big worries","1993","Bavaria","indirect migration background","19","","","","1"
"Big worries","1993","Berlin","no migration background","207","0.443215789184681","0.398161025307053","0.488270553062308","1"
"Big worries","1993","Berlin","direct migration background","46","0.466612415995113","0.36354380277282","0.569681029217406","1"
"Big worries","1993","Berlin","indirect migration background","4","","","","1"
"Big worries","1993","Brandenburg","no migration background","224","0.377844352930299","0.339368419457207","0.416320286403391","1"
"Big worries","1993","Brandenburg","direct migration background","6","","","","1"
"Big worries","1993","Brandenburg","indirect migration background","1","","","","1"
"Big worries","1993","Mecklenburg-Western Pomerania","no migration background","143","0.402297111376411","0.353567895296354","0.451026327456468","1"
"Big worries","1993","Mecklenburg-Western Pomerania","direct migration background","5","","","","1"
"Big worries","1993","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Big worries","1993","Saxony","no migration background","464","0.425448117479494","0.395906798334374","0.454989436624614","1"
"Big worries","1993","Saxony","direct migration background","19","","","","1"
"Big worries","1993","Saxony","indirect migration background","1","","","","1"
"Big worries","1993","Saxony-Anhalt","no migration background","254","0.34865619158299","0.313553913876869","0.383758469289111","1"
"Big worries","1993","Saxony-Anhalt","direct migration background","15","","","","1"
"Big worries","1993","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","1993","Thuringia","no migration background","294","0.474247766027706","0.435440527192444","0.513055004862968","1"
"Big worries","1993","Thuringia","direct migration background","11","","","","1"
"Big worries","1993","Thuringia","indirect migration background","3","","","","1"
"No worries","1993","Hamburg","indirect migration background","","","","","3"
"No worries","1993","Hamburg","direct migration background","1","","","","3"
"No worries","1993","Hamburg","no migration background","7","","","","3"
"No worries","1993","Schleswig-Holstein","indirect migration background","3","","","","3"
"No worries","1993","Schleswig-Holstein","direct migration background","2","","","","3"
"No worries","1993","Schleswig-Holstein","no migration background","18","","","","3"
"No worries","1993","Hesse","direct migration background","51","0.155805383249953","0.115302564226089","0.196308202273816","3"
"No worries","1993","Hesse","indirect migration background","9","","","","3"
"No worries","1993","Rhineland-Palatinate,Saarland","no migration background","35","0.067799543544066","0.0462741803404475","0.0893249067476846","3"
"No worries","1993","Lower Saxony","no migration background","50","0.0782489794681263","0.0596852076608254","0.0968127512754273","3"
"No worries","1993","Lower Saxony","direct migration background","15","","","","3"
"No worries","1993","Lower Saxony","indirect migration background","6","","","","3"
"No worries","1993","Bremen","no migration background","8","","","","3"
"No worries","1993","Bremen","direct migration background","1","","","","3"
"No worries","1993","Bremen","indirect migration background","","","","","3"
"No worries","1993","North Rhine-Westphalia","no migration background","87","0.0430566771092789","0.0335273384640282","0.0525860157545296","3"
"No worries","1993","North Rhine-Westphalia","direct migration background","62","0.0737428751803512","0.053253255543319","0.0942324948173835","3"
"No worries","1993","North Rhine-Westphalia","indirect migration background","17","","","","3"
"No worries","1993","Hesse","no migration background","42","0.0910460045973733","0.0674915974547073","0.114600411740039","3"
"No worries","1993","Rhineland-Palatinate,Saarland","direct migration background","12","","","","3"
"No worries","1993","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","3"
"No worries","1993","Baden-Württemberg","no migration background","61","0.0609286243904945","0.0460883200212494","0.0757689287597395","3"
"No worries","1993","Baden-Württemberg","direct migration background","94","0.110501084623073","0.0866548378910606","0.134347331355085","3"
"No worries","1993","Baden-Württemberg","indirect migration background","26","","","","3"
"No worries","1993","Bavaria","no migration background","50","0.0448460167667897","0.0331457843107984","0.0565462492227809","3"
"No worries","1993","Bavaria","direct migration background","27","","","","3"
"No worries","1993","Bavaria","indirect migration background","7","","","","3"
"No worries","1993","Berlin","no migration background","32","0.0930095271386826","0.0666671640490991","0.119351890228266","3"
"No worries","1993","Berlin","direct migration background","8","","","","3"
"No worries","1993","Berlin","indirect migration background","4","","","","3"
"No worries","1993","Brandenburg","no migration background","17","","","","3"
"No worries","1993","Brandenburg","direct migration background","1","","","","3"
"No worries","1993","Brandenburg","indirect migration background","","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","no migration background","23","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","1993","Saxony","no migration background","59","0.0628334149451303","0.0483341600435448","0.0773326698467158","3"
"No worries","1993","Saxony","direct migration background","2","","","","3"
"No worries","1993","Saxony","indirect migration background","2","","","","3"
"No worries","1993","Saxony-Anhalt","no migration background","41","0.0618476471559325","0.0441045373798733","0.0795907569319916","3"
"No worries","1993","Saxony-Anhalt","direct migration background","2","","","","3"
"No worries","1993","Saxony-Anhalt","indirect migration background","1","","","","3"
"No worries","1993","Thuringia","no migration background","24","","","","3"
"No worries","1993","Thuringia","direct migration background","2","","","","3"
"No worries","1993","Thuringia","indirect migration background","","","","","3"
"Some worries","1993","Lower Saxony","indirect migration background","17","","","","2"
"Some worries","1993","Bremen","no migration background","38","0.45137719965928","0.34094199893019","0.56181240038837","2"
"Some worries","1993","Lower Saxony","direct migration background","79","0.511323454383243","0.429106284431802","0.593540624334684","2"
"Some worries","1993","Lower Saxony","no migration background","426","0.51628528353836","0.481742320345973","0.550828246730746","2"
"Some worries","1993","Hamburg","indirect migration background","4","","","","2"
"Some worries","1993","Hamburg","direct migration background","16","","","","2"
"Some worries","1993","Schleswig-Holstein","no migration background","141","0.558271310283743","0.496089192749055","0.620453427818431","2"
"Some worries","1993","Schleswig-Holstein","direct migration background","16","","","","2"
"Some worries","1993","Schleswig-Holstein","indirect migration background","3","","","","2"
"Some worries","1993","Hamburg","no migration background","63","0.583260216646555","0.488506756199909","0.678013677093201","2"
"Some worries","1993","Bremen","direct migration background","4","","","","2"
"Some worries","1993","Hesse","indirect migration background","29","","","","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","no migration background","257","0.508947049171439","0.4661431915835","0.551750906759379","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","direct migration background","46","0.441801730157562","0.343481473778325","0.540121986536798","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","2"
"Some worries","1993","Baden-Württemberg","no migration background","537","0.532504531223288","0.501549362385955","0.563459700060621","2"
"Some worries","1993","Baden-Württemberg","direct migration background","373","0.543720710289199","0.505835703664729","0.581605716913668","2"
"Some worries","1993","Baden-Württemberg","indirect migration background","60","0.498777684610427","0.408178588096795","0.58937678112406","2"
"Some worries","1993","Berlin","indirect migration background","11","","","","2"
"Some worries","1993","Brandenburg","no migration background","369","0.589405416043315","0.550366581590478","0.628444250496152","2"
"Some worries","1993","Brandenburg","direct migration background","10","","","","2"
"Some worries","1993","Brandenburg","indirect migration background","1","","","","2"
"Some worries","1993","Mecklenburg-Western Pomerania","no migration background","223","0.539373169207269","0.489840403772962","0.588905934641576","2"
"Some worries","1993","Mecklenburg-Western Pomerania","direct migration background","7","","","","2"
"Some worries","1993","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","1993","Saxony","no migration background","553","0.511718467575375","0.481851395490885","0.541585539659866","2"
"Some worries","1993","Saxony","direct migration background","17","","","","2"
"Some worries","1993","Saxony-Anhalt","indirect migration background","1","","","","2"
"Some worries","1993","Thuringia","no migration background","318","0.479430256826922","0.440604340547044","0.518256173106799","2"
"Some worries","1993","Thuringia","direct migration background","10","","","","2"
"Some worries","1993","Thuringia","indirect migration background","","","","","2"
"Some worries","1993","Bremen","indirect migration background","1","","","","2"
"Some worries","1993","North Rhine-Westphalia","no migration background","935","0.545390665100549","0.522014545412381","0.568766784788717","2"
"Some worries","1993","North Rhine-Westphalia","direct migration background","321","0.541948427703332","0.50288734726612","0.581009508140543","2"
"Some worries","1993","North Rhine-Westphalia","indirect migration background","76","0.555892540050167","0.472993785672148","0.638791294428185","2"
"Some worries","1993","Hesse","no migration background","302","0.520052052492502","0.479145652865664","0.56095845211934","2"
"Some worries","1993","Hesse","direct migration background","157","0.495998907514207","0.440161039008452","0.551836776019961","2"
"Some worries","1993","Bavaria","no migration background","696","0.582330198052318","0.554449923166561","0.610210472938075","2"
"Some worries","1993","Bavaria","direct migration background","192","0.515148254117408","0.462103614941619","0.568192893293196","2"
"Some worries","1993","Bavaria","indirect migration background","42","0.577569009093508","0.460167558868153","0.694970459318864","2"
"Some worries","1993","Berlin","no migration background","228","0.463774683676637","0.418545700236417","0.509003667116856","2"
"Some worries","1993","Berlin","direct migration background","36","0.439907042254478","0.337356644399339","0.542457440109617","2"
"Some worries","1993","Saxony","indirect migration background","","","","","2"
"Some worries","1993","Saxony-Anhalt","no migration background","413","0.589496161261078","0.553260969483486","0.625731353038669","2"
"Some worries","1993","Saxony-Anhalt","direct migration background","14","","","","2"
"Big worries","1994","Schleswig-Holstein","no migration background","73","0.32438618617517","0.266814139484896","0.381958232865444","1"
"Big worries","1994","Schleswig-Holstein","direct migration background","9","","","","1"
"Big worries","1994","Schleswig-Holstein","indirect migration background","1","","","","1"
"Big worries","1994","Hamburg","no migration background","40","0.373982326867788","0.280082056696387","0.467882597039188","1"
"Big worries","1994","Hamburg","direct migration background","9","","","","1"
"Big worries","1994","Hamburg","indirect migration background","","","","","1"
"Big worries","1994","Lower Saxony","no migration background","291","0.360386781316669","0.327012826894177","0.393760735739161","1"
"Big worries","1994","Lower Saxony","direct migration background","46","0.437841578690652","0.353840753423366","0.521842403957938","1"
"Big worries","1994","Lower Saxony","indirect migration background","12","","","","1"
"Big worries","1994","Bremen","no migration background","34","0.473647564552924","0.358316097755953","0.588979031349894","1"
"Big worries","1994","Bremen","direct migration background","7","","","","1"
"Big worries","1994","Bremen","indirect migration background","2","","","","1"
"Big worries","1994","North Rhine-Westphalia","no migration background","678","0.382818724874747","0.359953462591327","0.405683987158168","1"
"Big worries","1994","North Rhine-Westphalia","direct migration background","229","0.386025518275287","0.346405263657088","0.425645772893486","1"
"Big worries","1994","North Rhine-Westphalia","indirect migration background","47","0.348396810580175","0.270304412712011","0.42648920844834","1"
"Big worries","1994","Hesse","no migration background","206","0.368292002351938","0.328590138729002","0.407993865974874","1"
"Big worries","1994","Hesse","direct migration background","95","0.322883591701906","0.269616756752856","0.376150426650956","1"
"Big worries","1994","Hesse","indirect migration background","21","","","","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","no migration background","205","0.390450114805238","0.348357040640568","0.432543188969908","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","direct migration background","43","0.368200335912657","0.27459948633775","0.461801185487564","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Big worries","1994","Baden-Württemberg","no migration background","351","0.353652019423567","0.323688009452375","0.383616029394759","1"
"Big worries","1994","Baden-Württemberg","direct migration background","167","0.318294260873203","0.282006588224531","0.354581933521876","1"
"Big worries","1994","Baden-Württemberg","indirect migration background","32","0.263302793761219","0.186704609383671","0.339900978138766","1"
"Big worries","1994","Bavaria","no migration background","441","0.361418410315998","0.334077115425588","0.388759705206407","1"
"Big worries","1994","Bavaria","direct migration background","112","0.337712812061346","0.286687218377386","0.388738405745305","1"
"Big worries","1994","Bavaria","indirect migration background","20","","","","1"
"Big worries","1994","Berlin","no migration background","206","0.461227546672806","0.415220947607018","0.507234145738595","1"
"Big worries","1994","Berlin","direct migration background","27","","","","1"
"Big worries","1994","Berlin","indirect migration background","3","","","","1"
"Big worries","1994","Brandenburg","no migration background","233","0.387383799494662","0.347974927303602","0.426792671685722","1"
"Big worries","1994","Brandenburg","direct migration background","7","","","","1"
"Big worries","1994","Brandenburg","indirect migration background","1","","","","1"
"Big worries","1994","Mecklenburg-Western Pomerania","no migration background","134","0.371955811983962","0.324352050215514","0.419559573752411","1"
"Big worries","1994","Mecklenburg-Western Pomerania","direct migration background","4","","","","1"
"Big worries","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Big worries","1994","Saxony","no migration background","419","0.38494545355461","0.355979364348274","0.413911542760947","1"
"Big worries","1994","Saxony","direct migration background","16","","","","1"
"Big worries","1994","Saxony","indirect migration background","1","","","","1"
"Big worries","1994","Saxony-Anhalt","no migration background","247","0.381900123865512","0.345138807124998","0.418661440606025","1"
"Big worries","1994","Saxony-Anhalt","direct migration background","13","","","","1"
"Big worries","1994","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","1994","Thuringia","no migration background","290","0.445256444309118","0.406631241477624","0.483881647140613","1"
"Big worries","1994","Thuringia","direct migration background","14","","","","1"
"Big worries","1994","Thuringia","indirect migration background","1","","","","1"
"No worries","1994","Hamburg","direct migration background","2","","","","3"
"No worries","1994","Hamburg","indirect migration background","1","","","","3"
"No worries","1994","Hamburg","no migration background","8","","","","3"
"No worries","1994","Schleswig-Holstein","indirect migration background","1","","","","3"
"No worries","1994","Schleswig-Holstein","direct migration background","3","","","","3"
"No worries","1994","Schleswig-Holstein","no migration background","37","0.126944427551128","0.0860033755590546","0.167885479543201","3"
"No worries","1994","Hesse","direct migration background","37","0.118527492433405","0.0817047466603235","0.155350238206487","3"
"No worries","1994","Hesse","indirect migration background","9","","","","3"
"No worries","1994","Rhineland-Palatinate,Saarland","no migration background","23","","","","3"
"No worries","1994","Lower Saxony","no migration background","54","0.0804966993425378","0.0615850150392049","0.0994083836458707","3"
"No worries","1994","Lower Saxony","direct migration background","10","","","","3"
"No worries","1994","Lower Saxony","indirect migration background","1","","","","3"
"No worries","1994","Bremen","no migration background","6","","","","3"
"No worries","1994","Bremen","direct migration background","1","","","","3"
"No worries","1994","Bremen","indirect migration background","","","","","3"
"No worries","1994","North Rhine-Westphalia","no migration background","113","0.0589480496325966","0.0478686876847174","0.0700274115804758","3"
"No worries","1994","North Rhine-Westphalia","direct migration background","45","0.0657459686434859","0.0455761892273998","0.085915748059572","3"
"No worries","1994","North Rhine-Westphalia","indirect migration background","12","","","","3"
"No worries","1994","Hesse","no migration background","47","0.0914109241939236","0.0676895760783066","0.115132272309541","3"
"No worries","1994","Rhineland-Palatinate,Saarland","direct migration background","8","","","","3"
"No worries","1994","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"No worries","1994","Baden-Württemberg","no migration background","69","0.0791989006927562","0.0622741938490186","0.0961236075364939","3"
"No worries","1994","Baden-Württemberg","direct migration background","104","0.120338649595993","0.0949928172251244","0.145684481966862","3"
"No worries","1994","Baden-Württemberg","indirect migration background","31","0.172224833371416","0.106557358911883","0.23789230783095","3"
"No worries","1994","Bavaria","no migration background","60","0.0500361837541952","0.0376281956729165","0.0624441718354739","3"
"No worries","1994","Bavaria","direct migration background","33","0.152445804659369","0.113663590651682","0.191228018667055","3"
"No worries","1994","Bavaria","indirect migration background","1","","","","3"
"No worries","1994","Berlin","no migration background","25","","","","3"
"No worries","1994","Berlin","direct migration background","12","","","","3"
"No worries","1994","Berlin","indirect migration background","4","","","","3"
"No worries","1994","Brandenburg","no migration background","26","","","","3"
"No worries","1994","Brandenburg","direct migration background","2","","","","3"
"No worries","1994","Brandenburg","indirect migration background","","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","no migration background","22","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","1994","Saxony","no migration background","64","0.0673956155742238","0.0524711771484853","0.0823200539999623","3"
"No worries","1994","Saxony","direct migration background","4","","","","3"
"No worries","1994","Saxony","indirect migration background","","","","","3"
"No worries","1994","Saxony-Anhalt","no migration background","37","0.0780445187243433","0.0577483992992745","0.0983406381494122","3"
"No worries","1994","Saxony-Anhalt","direct migration background","4","","","","3"
"No worries","1994","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","1994","Thuringia","no migration background","22","","","","3"
"No worries","1994","Thuringia","direct migration background","1","","","","3"
"No worries","1994","Thuringia","indirect migration background","","","","","3"
"Some worries","1994","Hamburg","direct migration background","20","","","","2"
"Some worries","1994","Hamburg","indirect migration background","7","","","","2"
"Some worries","1994","Lower Saxony","no migration background","450","0.559116519340793","0.524603925384553","0.593629113297033","2"
"Some worries","1994","Lower Saxony","direct migration background","78","0.52943933530928","0.444928653704481","0.613950016914079","2"
"Some worries","1994","Lower Saxony","indirect migration background","23","","","","2"
"Some worries","1994","Bremen","no migration background","32","0.466230221861155","0.351001951220888","0.581458492501422","2"
"Some worries","1994","Schleswig-Holstein","no migration background","144","0.548669386273703","0.487471842241482","0.609866930305923","2"
"Some worries","1994","Schleswig-Holstein","direct migration background","14","","","","2"
"Some worries","1994","Schleswig-Holstein","indirect migration background","3","","","","2"
"Some worries","1994","Hamburg","no migration background","54","0.53363768729884","0.436824843922799","0.630450530674881","2"
"Some worries","1994","Bremen","direct migration background","5","","","","2"
"Some worries","1994","Hesse","indirect migration background","27","","","","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","no migration background","288","0.554564470753277","0.51168082610045","0.597448115406104","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","direct migration background","51","0.532433154560759","0.435604832759553","0.629261476361965","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","indirect migration background","12","","","","2"
"Some worries","1994","Baden-Württemberg","no migration background","558","0.567149079883677","0.536096588348598","0.598201571418756","2"
"Some worries","1994","Baden-Württemberg","direct migration background","362","0.561367089530804","0.522710786516499","0.600023392545108","2"
"Some worries","1994","Baden-Württemberg","indirect migration background","64","0.564472372867365","0.478238988583635","0.650705757151095","2"
"Some worries","1994","Berlin","indirect migration background","11","","","","2"
"Some worries","1994","Brandenburg","no migration background","328","0.564859110413774","0.524752675693522","0.604965545134027","2"
"Some worries","1994","Brandenburg","direct migration background","9","","","","2"
"Some worries","1994","Brandenburg","indirect migration background","1","","","","2"
"Some worries","1994","Mecklenburg-Western Pomerania","no migration background","240","0.576376202151646","0.527708180422385","0.625044223880907","2"
"Some worries","1994","Mecklenburg-Western Pomerania","direct migration background","9","","","","2"
"Some worries","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","1994","Saxony","no migration background","601","0.547658930871166","0.518029620238134","0.577288241504198","2"
