"plh0032","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","college entrance qualification","Female","153","0.318823273822428","0.277176586545261","0.360469961099595"
"Big worries","1984","college entrance qualification","Male","250","0.306688533346229","0.274755160347445","0.338621906345013"
"Big worries","1984","lower secondary degree","Female","1055","0.322049638608233","0.30597773559157","0.338121541624897"
"Big worries","1984","lower secondary degree","Male","1048","0.373955936107866","0.356088290322904","0.391823581892828"
"Big worries","1984","no degree/no degree yet","Female","175","0.253923933571729","0.221634252722213","0.286213614421246"
"Big worries","1984","no degree/no degree yet","Male","158","0.285745197454482","0.249136336833396","0.322354058075568"
"Big worries","1984","Other degree","Female","151","0.245439749059756","0.210079821331011","0.280799676788502"
"Big worries","1984","Other degree","Male","285","0.363065199897869","0.331055740241002","0.395074659554736"
"Big worries","1984","secondary school degree","Female","349","0.304042458182016","0.277042123490102","0.331042792873929"
"Big worries","1984","secondary school degree","Male","247","0.300823423231508","0.26962315666036","0.332023689802655"
"No worries","1984","college entrance qualification","Female","55","0.120005495418131","0.0909641922885479","0.149046798547715"
"No worries","1984","college entrance qualification","Male","87","0.111695389510572","0.0898816353401287","0.133509143681016"
"No worries","1984","lower secondary degree","Female","430","0.140530452838602","0.128576613454101","0.152484292223103"
"No worries","1984","lower secondary degree","Male","314","0.107223990747992","0.0957985777722561","0.118649403723728"
"No worries","1984","no degree/no degree yet","Female","203","0.240879847873829","0.20915672932614","0.272602966421518"
"No worries","1984","no degree/no degree yet","Male","143","0.222530575413961","0.188824618387678","0.256236532440244"
"No worries","1984","Other degree","Female","141","0.26375433093218","0.227546447855798","0.299962214008562"
"No worries","1984","Other degree","Male","170","0.185239455524174","0.159379945901027","0.211098965147321"
"No worries","1984","secondary school degree","Female","133","0.128635040479352","0.1089837829617","0.148286297997004"
"No worries","1984","secondary school degree","Male","98","0.124250602808153","0.101809292006142","0.146691913610163"
"Some worries","1984","college entrance qualification","Female","273","0.561171230759441","0.516823561714642","0.60551889980424"
"Some worries","1984","college entrance qualification","Male","464","0.581616077143198","0.547454530236112","0.615777624050285"
"Some worries","1984","lower secondary degree","Female","1762","0.537419908553165","0.520270178401462","0.554569638704868"
"Some worries","1984","lower secondary degree","Male","1455","0.518820073144142","0.500369205065265","0.537270941223019"
"Some worries","1984","no degree/no degree yet","Female","320","0.505196218554442","0.46810535623576","0.542287080873123"
"Some worries","1984","no degree/no degree yet","Male","284","0.491724227131557","0.45121250866774","0.532235945595374"
"Some worries","1984","Other degree","Female","277","0.490805920008064","0.449729883899794","0.531881956116333"
"Some worries","1984","Other degree","Male","412","0.451695344577957","0.418569091444339","0.484821597711576"
"Some worries","1984","secondary school degree","Female","633","0.567322501338632","0.538241603078124","0.59640339959914"
"Some worries","1984","secondary school degree","Male","485","0.57492597396034","0.541294392175981","0.608557555744698"
"Big worries","1985","college entrance qualification","Female","126","0.276700747326638","0.235818632903479","0.317582861749797"
"Big worries","1985","college entrance qualification","Male","230","0.29634506878763","0.263922357760717","0.328767779814543"
"Big worries","1985","lower secondary degree","Female","897","0.30912267024885","0.292241865068276","0.326003475429424"
"Big worries","1985","lower secondary degree","Male","885","0.353204230597411","0.334620098140801","0.37178836305402"
"Big worries","1985","no degree/no degree yet","Female","107","0.181475779105566","0.149696139380023","0.213255418831108"
"Big worries","1985","no degree/no degree yet","Male","128","0.253049505548597","0.215168500883918","0.290930510213276"
"Big worries","1985","Other degree","Female","115","0.229500021939435","0.191683727804602","0.267316316074268"
"Big worries","1985","Other degree","Male","211","0.310318624912219","0.276827921149093","0.343809328675345"
"Big worries","1985","secondary school degree","Female","300","0.273220370293231","0.246557546595689","0.299883193990773"
"Big worries","1985","secondary school degree","Male","228","0.288176076878234","0.256633239822172","0.319718913934297"
"No worries","1985","college entrance qualification","Female","45","0.0994481993487828","0.0721004250725723","0.126795973624993"
"No worries","1985","college entrance qualification","Male","76","0.100894510162552","0.0795094883208217","0.122279532004283"
"No worries","1985","lower secondary degree","Female","400","0.145940799671145","0.133044663592318","0.158836935749973"
