"plh0032","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","Rural Area","Female","363","0.322049455391532","0.294889556417115","0.349209354365949","1"
"Big worries","1985","Rural Area","Male","375","0.345069249688811","0.317077565378079","0.373060933999542","1"
"Big worries","1985","Urban Area","Female","1202","0.283574588399768","0.270253502628219","0.296895674171318","1"
"Big worries","1985","Urban Area","Male","1325","0.31977776408478","0.305816623757478","0.333738904412082","1"
"No worries","1985","Rural Area","Female","152","0.123052130482474","0.103958025062313","0.142146235902635","3"
"No worries","1985","Rural Area","Male","123","0.102670388066126","0.0847982375861613","0.120542538546091","3"
"No worries","1985","Urban Area","Female","725","0.148717336174298","0.138201636555735","0.159233035792862","3"
"No worries","1985","Urban Area","Male","625","0.122897340036499","0.113069279906564","0.132725400166435","3"
"Some worries","1985","Rural Area","Female","622","0.554898414125994","0.526011299062581","0.583785529189407","2"
"Some worries","1985","Rural Area","Male","610","0.552260362245063","0.522980911917138","0.581539812572988","2"
"Some worries","1985","Urban Area","Female","2471","0.567708075425933","0.553067047268452","0.582349103583415","2"
"Some worries","1985","Urban Area","Male","2337","0.55732489587872","0.542456362912328","0.572193428845112","2"
"Big worries","1986","Rural Area","Female","230","0.225440055130029","0.200621459146524","0.250258651113535","1"
"Big worries","1986","Rural Area","Male","243","0.231748576559896","0.20631128769617","0.257185865423622","1"
"Big worries","1986","Urban Area","Female","713","0.176248810441668","0.164715691141885","0.18778192974145","1"
"Big worries","1986","Urban Area","Male","778","0.183120146109843","0.171354416050205","0.194885876169482","1"
"No worries","1986","Rural Area","Female","230","0.211924576488963","0.187652400904468","0.236196752073458","3"
"No worries","1986","Rural Area","Male","234","0.219354718885381","0.194408142202342","0.244301295568419","3"
"No worries","1986","Urban Area","Female","1019","0.241255795400427","0.228305721981574","0.254205868819279","3"
"No worries","1986","Urban Area","Male","1025","0.239754319670466","0.226766629334636","0.252742010006296","3"
"Some worries","1986","Rural Area","Female","629","0.562635368381007","0.533172875146731","0.592097861615283","2"
"Some worries","1986","Urban Area","Female","2461","0.582495394157906","0.567568737506486","0.597422050809326","2"
"Some worries","1986","Rural Area","Male","580","0.548896704554723","0.518898593474701","0.578894815634745","2"
