"plh0032","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","Female","516","0.331835037130506","0.308997042441242","0.35467303181977"
"Big worries","1984","Full Time","Male","1350","0.354472236826807","0.339637063105009","0.369307410548605"
"Big worries","1984","Not Working","Female","963","0.294940328662312","0.279369906112986","0.310510751211638"
"Big worries","1984","Not Working","Male","425","0.318422340699268","0.293127303538139","0.343717377860396"
"Big worries","1984","Part Time","Female","419","0.352254696738723","0.3255055102098","0.379003883267646"
"Big worries","1984","Part Time","Male","232","0.373417469657673","0.336116657403461","0.410718281911885"
"No worries","1984","Full Time","Female","254","0.114830957582372","0.0993678207051888","0.130294094459555"
"No worries","1984","Full Time","Male","525","0.0990627971590955","0.0897977717543969","0.108327822563794"
"No worries","1984","Not Working","Female","574","0.167900716200094","0.155138261017697","0.18066317138249"
"No worries","1984","Not Working","Male","219","0.173819050968432","0.153242993769767","0.194395108167096"
"No worries","1984","Part Time","Female","140","0.0956443800468518","0.0791749186809152","0.112113841412788"
"No worries","1984","Part Time","Male","78","0.0959929661671512","0.0732766741657838","0.118709258168519"
"Some worries","1984","Full Time","Female","863","0.553334005287122","0.529221622796677","0.577446387777567"
"Some worries","1984","Full Time","Male","2119","0.546464966014098","0.531025558041924","0.561904373986271"
"Some worries","1984","Not Working","Female","1758","0.537158955137595","0.520133931466625","0.554183978808564"
"Some worries","1984","Not Working","Male","659","0.5077586083323","0.48061337396575","0.534903842698851"
"Some worries","1984","Part Time","Female","666","0.552100923214425","0.524253862161296","0.579947984267555"
"Some worries","1984","Part Time","Male","336","0.530589564175176","0.492104913022858","0.569074215327493"
"Big worries","1985","Full Time","Female","402","0.30205268634809","0.278196648657396","0.325908724038783"
"Big worries","1985","Full Time","Male","1073","0.325829468053438","0.310322158031549","0.341336778075327"
"Big worries","1985","Not Working","Female","810","0.284081571143533","0.267741112891744","0.300422029395321"
"Big worries","1985","Not Working","Male","399","0.323549793822318","0.297298140755461","0.349801446889174"
"Big worries","1985","Part Time","Female","353","0.306032119429181","0.279804496177877","0.332259742680486"
"Big worries","1985","Part Time","Male","228","0.330702840439188","0.29497231276765","0.366433368110726"
"No worries","1985","Full Time","Female","207","0.105531463674098","0.0895682930359741","0.121494634312223"
"No worries","1985","Full Time","Male","471","0.10374403596788","0.0936548992792926","0.113833172656467"
"No worries","1985","Not Working","Female","529","0.175982739875799","0.162184804011277","0.189780675740321"
"No worries","1985","Not Working","Male","192","0.147530825392669","0.127631016592606","0.167430634192733"
"No worries","1985","Part Time","Female","141","0.0887501381977271","0.0725652761051455","0.104935000290309"
"No worries","1985","Part Time","Male","85","0.121695003452427","0.0968653860950029","0.146524620809851"
"Some worries","1985","Full Time","Female","814","0.592415849977812","0.566884862111934","0.617946837843691"
"Some worries","1985","Full Time","Male","1965","0.570426495978682","0.554047963166161","0.586805028791204"
"Some worries","1985","Not Working","Female","1587","0.539935688980668","0.521876792030283","0.557994585931053"
"Some worries","1985","Not Working","Male","629","0.528919380785013","0.50090954680246","0.556929214767566"
"Some worries","1985","Part Time","Female","692","0.605217742373092","0.577398814708349","0.633036670037834"
"Some worries","1985","Part Time","Male","353","0.547602156108385","0.509801110376421","0.58540320184035"
"Big worries","1986","Full Time","Female","236","0.171980068599229","0.152149097555993","0.191811039642464"
"Big worries","1986","Full Time","Male","636","0.185721122386031","0.172676438263424","0.198765806508638"
"Big worries","1986","Not Working","Female","483","0.185839003867401","0.171177844037582","0.200500163697221"
"Big worries","1986","Not Working","Male","254","0.203952701648873","0.180844782609121","0.227060620688626"
"Big worries","1986","Part Time","Female","224","0.210164171618286","0.186986463637928","0.233341879598644"
"Big worries","1986","Part Time","Male","131","0.21739805798909","0.185086402092786","0.249709713885394"
"No worries","1986","Full Time","Female","298","0.205063574763125","0.183846036857085","0.226281112669166"
"No worries","1986","Full Time","Male","780","0.217342330150222","0.203507481422829","0.231177178877615"
"No worries","1986","Not Working","Female","735","0.267462302640061","0.250778654326062","0.284145950954061"
"No worries","1986","Not Working","Male","324","0.272827708232903","0.247283669258454","0.298371747207351"
"No worries","1986","Part Time","Female","216","0.175453595309729","0.153815879188409","0.197091311431048"
"No worries","1986","Part Time","Male","155","0.237288438876525","0.203962731338106","0.270614146414944"
"Some worries","1986","Full Time","Female","857","0.622956356637646","0.597487517607791","0.648425195667501"
"Some worries","1986","Full Time","Male","1998","0.596936547463747","0.580482712850845","0.613390382076649"
"Some worries","1986","Not Working","Female","1486","0.546698693492538","0.527935262653912","0.565462124331163"
"Some worries","1986","Not Working","Male","590","0.523219590118224","0.494575972390211","0.551863207846237"
"Some worries","1986","Part Time","Female","747","0.614382233071985","0.586692384974412","0.642072081169558"
"Some worries","1986","Part Time","Male","340","0.545313503134385","0.506306725119655","0.584320281149114"
"Big worries","1987","Full Time","Female","261","0.208448313708069","0.18723123458755","0.229665392828588"
"Big worries","1987","Full Time","Male","630","0.19219501689691","0.179037382840199","0.205352650953621"
"Big worries","1987","Not Working","Female","524","0.214077023323158","0.198319570029997","0.229834476616318"
"Big worries","1987","Not Working","Male","212","0.20544701423534","0.181753315971528","0.229140712499152"
"Big worries","1987","Part Time","Female","248","0.217799096999507","0.194475127154814","0.241123066844201"
"Big worries","1987","Part Time","Male","112","0.201429931553313","0.169094931406898","0.233764931699728"
"No worries","1987","Full Time","Female","287","0.166618403115667","0.147154488063375","0.18608231816796"
"No worries","1987","Full Time","Male","637","0.150404202614508","0.138467355228432","0.162341050000584"
"No worries","1987","Not Working","Female","597","0.217021220637107","0.20118552653955","0.232856914734664"
"No worries","1987","Not Working","Male","301","0.26135142545275","0.235585077156398","0.287117773749102"
"No worries","1987","Part Time","Female","201","0.147959093957895","0.127895148816309","0.168023039099482"
"No worries","1987","Part Time","Male","120","0.163503360530032","0.133687332192993","0.19331938886707"
"Some worries","1987","Full Time","Female","860","0.624933283176264","0.599645086840357","0.650221479512171"
"Some worries","1987","Full Time","Male","2178","0.657400780488582","0.641553243642338","0.673248317334826"
"Some worries","1987","Not Working","Female","1482","0.568901756039735","0.549877058059026","0.587926454020445"
"Some worries","1987","Not Working","Male","604","0.53320156031191","0.503944417735028","0.562458702888793"
"Some worries","1987","Part Time","Female","754","0.634241809042597","0.607024841129101","0.661458776956093"
"Some worries","1987","Part Time","Male","359","0.635066707916656","0.596254283997603","0.673879131835708"
"Big worries","1988","Full Time","Female","308","0.261152468031673","0.237446910498999","0.284858025564346"
"Big worries","1988","Full Time","Male","844","0.275651887436904","0.260279972061685","0.291023802812124"
