"plh0032","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Schleswig-Holstein","1-pers.-HH","12","","","","1"
"Big worries","1984","Schleswig-Holstein","(Married) couple without C. ","29","","","","1"
"Big worries","1984","Schleswig-Holstein","Single parent ","5","","","","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. LE 16 ","33","0.311115487188133","0.219457761022608","0.402773213353658","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. GT 16 ","13","","","","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. LE and GT 16","19","","","","1"
"Big worries","1984","Hamburg","1-pers.-HH","19","","","","1"
"Big worries","1984","Hamburg","(Married) couple without C. ","25","","","","1"
"Big worries","1984","Hamburg","Single parent ","1","","","","1"
"Big worries","1984","Hamburg","Couple + C. LE 16 ","27","","","","1"
"Big worries","1984","Hamburg","Couple + C. GT 16 ","16","","","","1"
"Big worries","1984","Hamburg","Couple + C. LE and GT 16","10","","","","1"
"Big worries","1984","Lower Saxony","1-pers.-HH","30","0.232522833954961","0.156623118865395","0.308422549044528","1"
"Big worries","1984","Lower Saxony","(Married) couple without C. ","107","0.39118676882114","0.33382007611093","0.44855346153135","1"
"Big worries","1984","Lower Saxony","Single parent ","14","","","","1"
"Big worries","1984","Lower Saxony","Couple + C. LE 16 ","100","0.360818065767046","0.304965220254334","0.416670911279757","1"
"Big worries","1984","Lower Saxony","Couple + C. GT 16 ","88","0.415205268267272","0.349339158360456","0.481071378174089","1"
"Big worries","1984","Lower Saxony","Couple + C. LE and GT 16","56","0.452040152764842","0.37075153863303","0.533328766896654","1"
"Big worries","1984","Bremen","1-pers.-HH","12","","","","1"
"Big worries","1984","Bremen","(Married) couple without C. ","24","","","","1"
"Big worries","1984","Bremen","Single parent ","3","","","","1"
"Big worries","1984","Bremen","Couple + C. LE 16 ","19","","","","1"
"Big worries","1984","Bremen","Couple + C. GT 16 ","8","","","","1"
"Big worries","1984","Bremen","Couple + C. LE and GT 16","7","","","","1"
"Big worries","1984","North Rhine-Westphalia","1-pers.-HH","129","0.331032871002678","0.28334035441504","0.378725387590317","1"
"Big worries","1984","North Rhine-Westphalia","(Married) couple without C. ","273","0.405056068065574","0.368921691643133","0.441190444488015","1"
"Big worries","1984","North Rhine-Westphalia","Single parent ","55","0.352342125482304","0.275380834634566","0.429303416330042","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. LE 16 ","303","0.361049529623423","0.32872239932134","0.393376659925506","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. GT 16 ","209","0.459173489771277","0.415580804557418","0.502766174985136","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","160","0.329830772638862","0.287945317657724","0.37171622762","1"
"Big worries","1984","Hesse","1-pers.-HH","38","0.288780652982665","0.209649289941879","0.367912016023452","1"
"Big worries","1984","Hesse","(Married) couple without C. ","85","0.299326078165858","0.246063869009466","0.352588287322251","1"
"Big worries","1984","Hesse","Single parent ","9","","","","1"
"Big worries","1984","Hesse","Couple + C. LE 16 ","84","0.286007119369804","0.234440050581831","0.337574188157777","1"
"Big worries","1984","Hesse","Couple + C. GT 16 ","70","0.351199834861502","0.288966009213087","0.413433660509916","1"
