"plh0032","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1990","direct migration background","West Germany","1360","0.515148225157539","0.495592750617108","0.534703699697971"
"Some worries","1990","direct migration background","East Germany","67","0.457199066090753","0.375549659507246","0.53884847267426"
"Some worries","1990","indirect migration background","West Germany","160","0.528417806570549","0.471161400228417","0.585674212912682"
"Some worries","1990","indirect migration background","East Germany","","","",""
"No worries","1990","no migration background","West Germany","1899","0.290390640260021","0.27943490155357","0.301346378966471"
"No worries","1990","no migration background","East Germany","407","0.106504682836305","0.097273657627337","0.115735708045274"
"No worries","1990","direct migration background","West Germany","730","0.300762649269379","0.282818535234168","0.31870676330459"
"No worries","1990","direct migration background","East Germany","","","",""
"No worries","1990","indirect migration background","West Germany","94","0.286524611442421","0.234665254195789","0.338383968689053"
"No worries","1990","indirect migration background","East Germany","","","",""
"Big worries","1991","no migration background","West Germany","1246","0.192631424457342","0.183119312980603","0.202143535934081"
"Big worries","1991","no migration background","East Germany","1910","0.471748366111974","0.456274375716251","0.487222356507697"
"Big worries","1991","direct migration background","West Germany","382","0.156558231118903","0.142221801123652","0.170894661114155"
"Big worries","1991","direct migration background","East Germany","69","0.466902071738802","0.384844187183543","0.548959956294061"
"Big worries","1991","indirect migration background","West Germany","47","0.141389971317486","0.104730125405631","0.178049817229342"
"Big worries","1991","indirect migration background","East Germany","","","",""
"Some worries","1991","no migration background","West Germany","3903","0.589236723303048","0.577370346081006","0.60110310052509"
"Some worries","1991","no migration background","East Germany","1863","0.464168923806436","0.448710020691298","0.479627826921574"
"Some worries","1991","direct migration background","West Germany","1449","0.594747066448205","0.575378175619807","0.614115957276602"
"Some worries","1991","direct migration background","East Germany","61","0.408972835747289","0.328108900730028","0.489836770764551"
"Some worries","1991","indirect migration background","West Germany","210","0.653281226056858","0.603206091890958","0.703356360222758"
"Some worries","1991","indirect migration background","East Germany","","","",""
"No worries","1991","no migration background","West Germany","1454","0.21813185223961","0.208170833745868","0.228092870733353"
"No worries","1991","no migration background","East Germany","225","0.06408271008159","0.0564914151211968","0.0716740050419831"
"No worries","1991","direct migration background","West Germany","637","0.248694702432892","0.231641065763532","0.265748339102252"
"No worries","1991","direct migration background","East Germany","","","",""
"No worries","1991","indirect migration background","West Germany","90","0.205328802625655","0.16282752092847","0.247830084322841"
"No worries","1991","indirect migration background","East Germany","","","",""
"Big worries","1992","no migration background","West Germany","1523","0.24070829879143","0.230332834211054","0.251083763371805"
"Big worries","1992","no migration background","East Germany","1385","0.360592034706857","0.345329062254356","0.375855007159357"
"Big worries","1992","direct migration background","West Germany","551","0.231539146758654","0.214631569072841","0.248446724444468"
"Big worries","1992","direct migration background","East Germany","56","0.357194526749328","0.279201410934467","0.435187642564189"
"Big worries","1992","indirect migration background","West Germany","66","0.174154662570332","0.136943044328191","0.211366280812473"
"Big worries","1992","indirect migration background","East Germany","","","",""
"Some worries","1992","no migration background","West Germany","4006","0.602436170017619","0.590558899555103","0.614313440480135"
"Some worries","1992","no migration background","East Germany","2085","0.542140493377046","0.526303815757359","0.557977170996734"
"Some worries","1992","direct migration background","West Germany","1350","0.587829939853645","0.568100153845923","0.607559725861367"
"Some worries","1992","direct migration background","East Germany","75","0.524952922305868","0.443671256762931","0.606234587848804"
"Some worries","1992","indirect migration background","West Germany","225","0.601772727857012","0.553739320708291","0.649806135005732"
"Some worries","1992","indirect migration background","East Germany","","","",""
"No worries","1992","no migration background","West Germany","993","0.156855531190952","0.14802963915963","0.165681423222273"
"No worries","1992","no migration background","East Germany","332","0.0972674719160974","0.0878484589509144","0.10668648488128"
"No worries","1992","direct migration background","West Germany","490","0.1806309133877","0.165210567002026","0.196051259773374"
"No worries","1992","direct migration background","East Germany","","","",""
"No worries","1992","indirect migration background","West Germany","108","0.224072609572656","0.183159115486869","0.264986103658444"
"No worries","1992","indirect migration background","East Germany","","","",""
"Big worries","1993","no migration background","West Germany","2602","0.398992717487213","0.387070708854169","0.410914726120257"
"Big worries","1993","no migration background","East Germany","1502","0.414137649893993","0.398214444699035","0.43006085508895"
"Big worries","1993","direct migration background","West Germany","824","0.385429030032936","0.365679855238997","0.405178204826875"
"Big worries","1993","direct migration background","East Germany","65","0.474516845050316","0.389969318202577","0.559064371898055"
"Big worries","1993","indirect migration background","West Germany","132","0.318143814850611","0.275441823784084","0.360845805917138"
"Big worries","1993","indirect migration background","East Germany","","","",""
"Some worries","1993","no migration background","West Germany","3501","0.539236170244396","0.527100723247068","0.551371617241725"
"Some worries","1993","no migration background","East Germany","1998","0.531105735398943","0.514973732341433","0.547237738456452"
"Some worries","1993","direct migration background","West Germany","1236","0.516796305580412","0.496518752596684","0.53707385856414"
"Some worries","1993","direct migration background","East Germany","62","0.467005355240869","0.382532330572145","0.551478379909592"
"Some worries","1993","indirect migration background","West Germany","251","0.55325284082697","0.507671959620088","0.598833722033852"
"Some worries","1993","indirect migration background","East Germany","","","",""
"No worries","1993","no migration background","West Germany","378","0.0617711122683906","0.0559100789355313","0.06763214560125"
"No worries","1993","no migration background","East Germany","176","0.0547566147070646","0.0474021603286449","0.0621110690854843"
"No worries","1993","direct migration background","West Germany","273","0.097774664386652","0.0857226012589195","0.109826727514385"
"No worries","1993","direct migration background","East Germany","","","",""
"No worries","1993","indirect migration background","West Germany","74","0.128603344322419","0.0979114236758855","0.159295264968952"
"No worries","1993","indirect migration background","East Germany","","","",""
"Big worries","1994","no migration background","West Germany","2409","0.371502060518917","0.359675729966289","0.383328391071546"
"Big worries","1994","no migration background","East Germany","1439","0.400172455049255","0.384208128294862","0.416136781803649"
"Big worries","1994","direct migration background","West Germany","736","0.354814480294705","0.334889211017537","0.374739749571874"
"Big worries","1994","direct migration background","East Germany","62","0.412174378588876","0.331498291887761","0.492850465289992"
"Big worries","1994","indirect migration background","West Germany","138","0.307347180046025","0.265897895904419","0.34879646418763"
"Big worries","1994","indirect migration background","East Germany","","","",""
"Some worries","1994","no migration background","West Germany","3571","0.557276982725641","0.545120188243928","0.569433777207354"
"Some worries","1994","no migration background","East Germany","1999","0.543440425495009","0.527209678501907","0.559671172488112"
"Some worries","1994","direct migration background","West Germany","1224","0.539679455556397","0.518922705885677","0.560436205227116"
"Some worries","1994","direct migration background","East Germany","70","0.502726772818709","0.420777780376277","0.584675765261141"
"Some worries","1994","indirect migration background","West Germany","279","0.587759355832534","0.543539248321406","0.631979463343663"
"Some worries","1994","indirect migration background","East Germany","","","",""
"No worries","1994","no migration background","West Germany","433","0.0712209567554417","0.0649262199439895","0.0775156935668938"
"No worries","1994","no migration background","East Germany","180","0.0563871194557352","0.0488708784946766","0.0639033604167939"
"No worries","1994","direct migration background","West Germany","255","0.105506064148898","0.0927125858389156","0.11829954245888"
"No worries","1994","direct migration background","East Germany","","","",""
"No worries","1994","indirect migration background","West Germany","59","0.104893464121441","0.0773666346172873","0.132420293625595"
"No worries","1994","indirect migration background","East Germany","","","",""
"Big worries","1995","no migration background","West Germany","1600","0.252282282738944","0.241688650077397","0.262875915400492"
"Big worries","1995","no migration background","East Germany","955","0.274733560503245","0.259997778825692","0.289469342180798"
"Big worries","1995","direct migration background","West Germany","658","0.260032014879476","0.243270720923771","0.276793308835181"
"Big worries","1995","direct migration background","East Germany","37","0.252188320938597","0.180252918096588","0.324123723780607"
"Big worries","1995","indirect migration background","West Germany","116","0.217549070987891","0.181276606144898","0.253821535830884"
"Big worries","1995","indirect migration background","East Germany","","","",""
"Some worries","1995","no migration background","West Germany","4091","0.62940725599216","0.617627208906137","0.641187303078183"
"Some worries","1995","no migration background","East Germany","2256","0.631451337756514","0.615526101141124","0.647376574371904"
"Some worries","1995","direct migration background","West Germany","1582","0.589420622219789","0.57062317403492","0.608218070404658"
"Some worries","1995","direct migration background","East Germany","89","0.633542405105505","0.553727540522559","0.71335726968845"
"Some worries","1995","indirect migration background","West Germany","295","0.606664468663578","0.563718167402238","0.649610769924919"
"Some worries","1995","indirect migration background","East Germany","","","",""
"No worries","1995","no migration background","West Germany","766","0.118310461268896","0.110432712698479","0.126188209839312"
"No worries","1995","no migration background","East Germany","314","0.093815101740241","0.0841898229495926","0.10344038053089"
"No worries","1995","direct migration background","West Germany","391","0.150547362900736","0.136882860298239","0.164211865503232"
"No worries","1995","direct migration background","East Germany","","","",""
"No worries","1995","indirect migration background","West Germany","86","0.17578646034853","0.142322103743751","0.20925081695331"
"No worries","1995","indirect migration background","East Germany","","","",""
"Big worries","1996","no migration background","West Germany","2923","0.46883199336331","0.45660317511636","0.481060811610259"
"Big worries","1996","no migration background","East Germany","1527","0.440053626711798","0.423673780378116","0.45643347304548"
"Big worries","1996","direct migration background","West Germany","829","0.339641673129455","0.320934662983732","0.358348683275178"
"Big worries","1996","direct migration background","East Germany","59","0.418161307814711","0.336744933805524","0.499577681823899"
"Big worries","1996","indirect migration background","West Germany","157","0.333228264433713","0.293060305764814","0.373396223102613"
"Big worries","1996","indirect migration background","East Germany","","","",""
"Some worries","1996","no migration background","West Germany","3145","0.477469098246524","0.465228897518829","0.489709298974218"
"Some worries","1996","no migration background","East Germany","1811","0.506386374581218","0.489888865421686","0.52288388374075"
"Some worries","1996","direct migration background","West Germany","1349","0.536023193914113","0.516324202391374","0.555722185436851"
"Some worries","1996","direct migration background","East Germany","68","0.476956900892627","0.394515219360021","0.559398582425232"
"Some worries","1996","indirect migration background","West Germany","305","0.564767820499516","0.522518889402377","0.607016751596655"
"Some worries","1996","indirect migration background","East Germany","","","",""
"No worries","1996","no migration background","West Germany","329","0.0536989083901667","0.0481748620281966","0.0592229547521367"
"No worries","1996","no migration background","East Germany","190","0.0535599987069835","0.0461306520117663","0.0609893454022007"
"No worries","1996","direct migration background","West Germany","284","0.124335132956432","0.111301365715308","0.137368900197557"
"No worries","1996","direct migration background","East Germany","","","",""
"No worries","1996","indirect migration background","West Germany","67","0.10200391506677","0.0762130507246996","0.127794779408841"
"No worries","1996","indirect migration background","East Germany","","","",""
"Big worries","1997","no migration background","West Germany","3122","0.496220144894959","0.48390220339075","0.508538086399168"
"Big worries","1997","no migration background","East Germany","1821","0.535983201551838","0.519433037852354","0.552533365251322"
"Big worries","1997","direct migration background","West Germany","845","0.388928419005055","0.369201240722137","0.408655597287972"
"Big worries","1997","direct migration background","East Germany","71","0.485466436865231","0.400205993840125","0.570726879890338"
"Big worries","1997","indirect migration background","West Germany","173","0.372997725542673","0.332581626217208","0.413413824868138"
"Big worries","1997","indirect migration background","East Germany","","","",""
"Some worries","1997","no migration background","West Germany","2927","0.45926979722599","0.446992442606568","0.471547151845412"
"Some worries","1997","no migration background","East Germany","1568","0.433267223347581","0.416822486200253","0.44971196049491"
"Some worries","1997","direct migration background","West Germany","1309","0.534408889369468","0.514224144524579","0.554593634214358"
"Some worries","1997","direct migration background","East Germany","55","0.466657778525012","0.381551154621263","0.551764402428761"
"Some worries","1997","indirect migration background","West Germany","325","0.558903511530916","0.517407919460096","0.600399103601736"
"Some worries","1997","indirect migration background","East Germany","","","",""
"No worries","1997","no migration background","West Germany","280","0.0445100578790514","0.0394293680483938","0.049590747709709"
"No worries","1997","no migration background","East Germany","99","0.0307495751005808","0.0250203298625756","0.0364788203385861"
"No worries","1997","direct migration background","West Germany","192","0.076662691625477","0.0658966436502587","0.0874287396006953"
"No worries","1997","direct migration background","East Germany","","","",""
"No worries","1997","indirect migration background","West Germany","52","0.0680987629264109","0.0470454085005338","0.089152117352288"
"No worries","1997","indirect migration background","East Germany","","","",""
"Big worries","1998","no migration background","West Germany","3156","0.419854831681917","0.40871273940493","0.430996923958905"
"Big worries","1998","no migration background","East Germany","1900","0.518147571513283","0.502112258765717","0.534182884260849"
"Big worries","1998","direct migration background","West Germany","752","0.344362250547683","0.324884010122599","0.363840490972767"
"Big worries","1998","direct migration background","East Germany","69","0.567404520197251","0.478013381074364","0.656795659320138"
"Big worries","1998","indirect migration background","West Germany","177","0.327004590241121","0.288727125952786","0.365282054529456"
"Big worries","1998","indirect migration background","East Germany","","","",""
"Some worries","1998","no migration background","West Germany","3898","0.514446198329117","0.503162863031926","0.525729533626307"
"Some worries","1998","no migration background","East Germany","1687","0.442341125367005","0.426402287850877","0.458279962883132"
"Some worries","1998","direct migration background","West Germany","1273","0.53969652725931","0.519264713771141","0.56012834074748"
"Some worries","1998","direct migration background","East Germany","41","0.337838312343281","0.252500096009065","0.423176528677496"
"Some worries","1998","indirect migration background","West Germany","329","0.575471135545158","0.535141381906973","0.615800889183343"
"Some worries","1998","indirect migration background","East Germany","","","",""
"No worries","1998","no migration background","West Germany","483","0.0656989699889659","0.0601056260193096","0.0712923139586223"
"No worries","1998","no migration background","East Germany","143","0.0395113031197123","0.033259569267911","0.0457630369715136"
"No worries","1998","direct migration background","West Germany","261","0.115941222193007","0.102817123567484","0.12906532081853"
"No worries","1998","direct migration background","East Germany","","","",""
"No worries","1998","indirect migration background","West Germany","71","0.0975242742137211","0.0733176452966605","0.121730903130782"
"No worries","1998","indirect migration background","East Germany","","","",""
"Big worries","1999","no migration background","West Germany","1731","0.254871635761513","0.244834838961217","0.264908432561808"
"Big worries","1999","no migration background","East Germany","1090","0.298844600256203","0.284024847794592","0.313664352717815"
"Big worries","1999","direct migration background","West Germany","521","0.261569277441009","0.242799152969647","0.280339401912371"
"Big worries","1999","direct migration background","East Germany","36","0.28493395844173","0.200581657983578","0.369286258899882"
"Big worries","1999","indirect migration background","West Germany","119","0.222942633849036","0.189271933867563","0.256613333830508"
"Big worries","1999","indirect migration background","East Germany","","","",""
"Some worries","1999","no migration background","West Germany","4766","0.64053957793533","0.629488176482219","0.651590979388441"
"Some worries","1999","no migration background","East Germany","2329","0.633712500721424","0.618114523303921","0.649310478138927"
"Some worries","1999","direct migration background","West Germany","1289","0.598167776626036","0.577228928123396","0.619106625128676"
"Some worries","1999","direct migration background","East Germany","66","0.637744894902153","0.547922940373084","0.727566849431223"
"Some worries","1999","indirect migration background","West Germany","364","0.636569495456087","0.597659369151294","0.675479621760879"
"Some worries","1999","indirect migration background","East Germany","","","",""
"No worries","1999","no migration background","West Germany","745","0.104588786303157","0.0975406765725016","0.111636896033813"
"No worries","1999","no migration background","East Germany","246","0.0674428990223731","0.0593236299664669","0.0755621680782792"
"No worries","1999","direct migration background","West Germany","296","0.140262945932954","0.125431851228294","0.155094040637614"
"No worries","1999","direct migration background","East Germany","","","",""
"No worries","1999","indirect migration background","West Germany","104","0.140487870694878","0.112376989457057","0.168598751932699"
"No worries","1999","indirect migration background","East Germany","","","",""
"Big worries","2000","no migration background","West Germany","2769","0.194725300282962","0.188227748354353","0.201222852211571"
"Big worries","2000","no migration background","East Germany","1779","0.316335187281756","0.304212358713283","0.328458015850228"
"Big worries","2000","direct migration background","West Germany","558","0.18645550695992","0.17288033247373","0.20003068144611"
"Big worries","2000","direct migration background","East Germany","44","0.312625272668929","0.238441095587011","0.386809449750847"
"Big worries","2000","indirect migration background","West Germany","133","0.184081145018564","0.157073420976686","0.211088869060441"
"Big worries","2000","indirect migration background","East Germany","","","",""
"Some worries","2000","no migration background","West Germany","8919","0.621340098951811","0.61338114686308","0.629299051040542"
"Some worries","2000","no migration background","East Germany","3321","0.581675939664683","0.568816987805427","0.594534891523938"
"Some worries","2000","direct migration background","West Germany","1891","0.585042891394922","0.56786924106511","0.602216541724734"
"Some worries","2000","direct migration background","East Germany","85","0.538582985973569","0.458806375793756","0.618359596153382"
"Some worries","2000","indirect migration background","West Germany","467","0.60541691204769","0.571355993387289","0.639477830708091"
"Some worries","2000","indirect migration background","East Germany","","","",""
"No worries","2000","no migration background","West Germany","2580","0.183934600765227","0.177577475928512","0.190291725601942"
"No worries","2000","no migration background","East Germany","553","0.101988873053562","0.0940998022516991","0.109877943855425"
"No worries","2000","direct migration background","West Germany","713","0.228501601645158","0.213867054202815","0.243136149087502"
"No worries","2000","direct migration background","East Germany","","","",""
"No worries","2000","indirect migration background","West Germany","191","0.210501942933746","0.182092453001281","0.23891143286621"
"No worries","2000","indirect migration background","East Germany","","","",""
"Big worries","2001","no migration background","West Germany","2186","0.176618168935661","0.170044098634737","0.183192239236586"
"Big worries","2001","no migration background","East Germany","1738","0.336313793533628","0.323569199800679","0.349058387266576"
"Big worries","2001","direct migration background","West Germany","448","0.158307294802445","0.144769751194886","0.171844838410003"
"Big worries","2001","direct migration background","East Germany","35","0.256783372189346","0.179579924883934","0.333986819494758"
"Big worries","2001","indirect migration background","West Germany","108","0.148343099397473","0.12280270305826","0.173883495736685"
"Big worries","2001","indirect migration background","East Germany","","","",""
"Some worries","2001","no migration background","West Germany","8209","0.62824556481421","0.61991434083847","0.63657678878995"
"Some worries","2001","no migration background","East Germany","3014","0.557329712770684","0.543930831315879","0.57072859422549"
"Some worries","2001","direct migration background","West Germany","1699","0.598933488493852","0.580756994311772","0.617109982675933"
"Some worries","2001","direct migration background","East Germany","75","0.617532346658397","0.531646273528341","0.703418419788454"
"Some worries","2001","indirect migration background","West Germany","446","0.604868412351358","0.569739641789734","0.639997182912982"
"Some worries","2001","indirect migration background","East Germany","","","",""
"No worries","2001","no migration background","West Germany","2531","0.195136266250129","0.188304292481795","0.201968240018462"
"No worries","2001","no migration background","East Germany","527","0.106356493695688","0.0980400736296308","0.114672913761745"
"No worries","2001","direct migration background","West Germany","646","0.242759216703703","0.226858471261116","0.25865996214629"
"No worries","2001","direct migration background","East Germany","","","",""
"No worries","2001","indirect migration background","West Germany","190","0.246788488251169","0.215808407420751","0.277768569081587"
"No worries","2001","indirect migration background","East Germany","","","",""
"Big worries","2002","no migration background","West Germany","4359","0.323800253152369","0.31609638905104","0.331504117253697"
"Big worries","2002","no migration background","East Germany","2413","0.4564588876523","0.443036267871638","0.469881507432962"
"Big worries","2002","direct migration background","West Germany","694","0.270730327123583","0.253898299461315","0.287562354785851"
"Big worries","2002","direct migration background","East Germany","47","0.398448376172181","0.308180889267476","0.488715863076886"
"Big worries","2002","indirect migration background","West Germany","159","0.205527375804597","0.176684621853526","0.234370129755668"
"Big worries","2002","indirect migration background","East Germany","","","",""
"Some worries","2002","no migration background","West Germany","8399","0.581092098355421","0.572969138997026","0.589215057713816"
"Some worries","2002","no migration background","East Germany","2601","0.49018253854062","0.476711331020266","0.503653746060974"
"Some worries","2002","direct migration background","West Germany","1646","0.585702628599659","0.567042330347464","0.604362926851853"
"Some worries","2002","direct migration background","East Germany","57","0.484700748027236","0.392554963859577","0.576846532194895"
"Some worries","2002","indirect migration background","West Germany","458","0.609235528012773","0.574408808802208","0.644062247223338"
"Some worries","2002","indirect migration background","East Germany","","","",""
"No worries","2002","no migration background","West Germany","1414","0.0951076484922102","0.0902777422549278","0.0999375547294927"
"No worries","2002","no migration background","East Germany","276","0.0533585738070802","0.0473021659468442","0.0594149816673162"
"No worries","2002","direct migration background","West Germany","337","0.143567044276758","0.130283989290854","0.156850099262662"
"No worries","2002","direct migration background","East Germany","","","",""
"No worries","2002","indirect migration background","West Germany","137","0.18523709618263","0.157507597130459","0.212966595234802"
"No worries","2002","indirect migration background","East Germany","","","",""
"Big worries","2003","no migration background","West Germany","7364","0.546247088989369","0.537872134575305","0.554622043403433"
"Big worries","2003","no migration background","East Germany","3265","0.628906678768103","0.615802617441332","0.642010740094874"
"Big worries","2003","direct migration background","West Germany","1147","0.472788052323157","0.453260374420098","0.492315730226216"
"Big worries","2003","direct migration background","East Germany","59","0.607202477310051","0.513790066862939","0.700614887757162"
